ocid,id,parties/0/id,parties/0/memberOf/0/id,parties/0/memberOf/0/name
ocds-lcuori-DRWQ0L-HONDUCOR DC-0204-2014-1,ocds-lcuori-DRWQ0L-HONDUCOR DC-0204-2014-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-KLgDwG-CM-IHT-126-2014-1,ocds-lcuori-KLgDwG-CM-IHT-126-2014-1/3,KLgDwG-2LmVGK,2LmVGK,Secretaria de Turismo
ocds-lcuori-grxELe-194-2014-SAG-1,ocds-lcuori-grxELe-194-2014-SAG-1/3,grxELe-MLQALQ,MLQALQ,Secretaría de Agricultura y Ganadería
ocds-lcuori-orvOoL-Pedido No 1138-2014 materiales-1,ocds-lcuori-orvOoL-Pedido No 1138-2014 materiales-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-orvOoL-Pedido No 1207-2014 Materiales-1,ocds-lcuori-orvOoL-Pedido No 1207-2014 Materiales-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-0rwm9G-C-201400106-1,ocds-lcuori-0rwm9G-C-201400106-1/3,0rwm9G-WRzEbG,WRzEbG,Banco Nacional de Desarrollo Agrícola
ocds-lcuori-orvOoL-Pedido No 1209-2014 Materiales-1,ocds-lcuori-orvOoL-Pedido No 1209-2014 Materiales-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-XRbOkr-CS-CSJ-2014-0591-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0591-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-DRWQ0L-HONDUCOR DC-0222-2014-1,ocds-lcuori-DRWQ0L-HONDUCOR DC-0222-2014-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-DRWQ0L-HONDUCOR DC-0223-2014-1,ocds-lcuori-DRWQ0L-HONDUCOR DC-0223-2014-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-DRWQ0L-HONDUCOR DC-0225-2014-1,ocds-lcuori-DRWQ0L-HONDUCOR DC-0225-2014-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-orvOoL-Pedido No 1221-2014 Materiales-1,ocds-lcuori-orvOoL-Pedido No 1221-2014 Materiales-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-PR8wNG-LPN-004-014-HO-BIENES SUMINISTRO DE EQUIPO DE COMP-2,ocds-lcuori-PR8wNG-LPN-004-014-HO-BIENES SUMINISTRO DE EQUIPO DE COMP-2/3,PR8wNG-kR27gr,kR27gr,Programa Nacional de Desarrollo Rural y Urbano Sostenible
ocds-lcuori-PR8ooG-CM-017-CONAPID-2014-1,ocds-lcuori-PR8ooG-CM-017-CONAPID-2014-1/3,PR8ooG-NrdqVL,NrdqVL,Comisión Nacional Pro-Instalaciones Deportivas
ocds-lcuori-PLe6mG-HSR- LP-029-2014-2,ocds-lcuori-PLe6mG-HSR- LP-029-2014-2/3,PLe6mG-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-orvOoL-Pedido No 1191-2014 Materiales-1,ocds-lcuori-orvOoL-Pedido No 1191-2014 Materiales-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-MLQmwL-CM-100-2014-1,ocds-lcuori-MLQmwL-CM-100-2014-1/3,MLQmwL-gLn5gr,gLn5gr,Secretaría de Coordinación General del Gobierno
ocds-lcuori-7GX4eG-090/2014-1,ocds-lcuori-7GX4eG-090/2014-1/3,7GX4eG-4LOWLg,4LOWLg,Instituto Nacional de Estadística
ocds-lcuori-grxq2L-142-2014-1,ocds-lcuori-grxq2L-142-2014-1/3,grxq2L-grxEyL,grxEyL,Direccion Ejecutiva de Ingresos
ocds-lcuori-Zr56vL-40889-1,ocds-lcuori-Zr56vL-40889-1/3,Zr56vL-jRDdVR,jRDdVR,Instituto Nacional de Formación Profesional
ocds-lcuori-jRDA5r-solicitud 895-1,ocds-lcuori-jRDA5r-solicitud 895-1/3,jRDA5r-MLQ77R,MLQ77R,Heroico y Benemérito Cuerpo de Bomberos de Honduras
ocds-lcuori-0rwm9G-C-201400107-1,ocds-lcuori-0rwm9G-C-201400107-1/3,0rwm9G-WRzEbG,WRzEbG,Banco Nacional de Desarrollo Agrícola
ocds-lcuori-DRWQ0L-HONDUCOR DC-0582-2014-1,ocds-lcuori-DRWQ0L-HONDUCOR DC-0582-2014-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-gGywVr-94-2014-1,ocds-lcuori-gGywVr-94-2014-1/3,gGywVr-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-gGywVr-95-2014-1,ocds-lcuori-gGywVr-95-2014-1/3,gGywVr-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-DRWQ0L-HONDUCOR DC-0583-2014-1,ocds-lcuori-DRWQ0L-HONDUCOR DC-0583-2014-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-MLQmwL-CM-101-2014-1,ocds-lcuori-MLQmwL-CM-101-2014-1/3,MLQmwL-gLn5gr,gLn5gr,Secretaría de Coordinación General del Gobierno
ocds-lcuori-grxELe-429-2014-SAG-1,ocds-lcuori-grxELe-429-2014-SAG-1/3,grxELe-MLQALQ,MLQALQ,Secretaría de Agricultura y Ganadería
ocds-lcuori-orvOoL-Pedido No 532-2014 Materiales.-1,ocds-lcuori-orvOoL-Pedido No 532-2014 Materiales.-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-XRbOkr-CS-CSJ-2014-1149-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1149-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-ERpWgG-SRE-COTIZACION No.364-2014-1,ocds-lcuori-ERpWgG-SRE-COTIZACION No.364-2014-1/3,ERpWgG-Er6JrN,Er6JrN,Secretaría de Relaciones Exteriores y Cooperación Internacional
ocds-lcuori-gGywVr-96-2014-1,ocds-lcuori-gGywVr-96-2014-1/3,gGywVr-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-mGEMGM-DGCP-05-2014-1,ocds-lcuori-mGEMGM-DGCP-05-2014-1/3,mGEMGM-NLPKrv,NLPKrv,Secretaria de Finanzas
ocds-lcuori-yRl6pL-EI-007-SSIS-PRAF-2737-2014-2,ocds-lcuori-yRl6pL-EI-007-SSIS-PRAF-2737-2014-2/3,yRl6pL-kR05rP,kR05rP,Programa de Asignación Familiar
ocds-lcuori-PR8wNG-002-2014Pronaders-1,ocds-lcuori-PR8wNG-002-2014Pronaders-1/3,PR8wNG-kR27gr,kR27gr,Programa Nacional de Desarrollo Rural y Urbano Sostenible
ocds-lcuori-ERpWgG-SRE COTIZACION 202-2014-1,ocds-lcuori-ERpWgG-SRE COTIZACION 202-2014-1/3,ERpWgG-Er6JrN,Er6JrN,Secretaría de Relaciones Exteriores y Cooperación Internacional
ocds-lcuori-0rwm9G-C-201400108-1,ocds-lcuori-0rwm9G-C-201400108-1/3,0rwm9G-WRzEbG,WRzEbG,Banco Nacional de Desarrollo Agrícola
ocds-lcuori-MLQmwL-CM-102-2014-1,ocds-lcuori-MLQmwL-CM-102-2014-1/3,MLQmwL-gLn5gr,gLn5gr,Secretaría de Coordinación General del Gobierno
ocds-lcuori-MLQmwL-CM103-2014-1,ocds-lcuori-MLQmwL-CM103-2014-1/3,MLQmwL-gLn5gr,gLn5gr,Secretaría de Coordinación General del Gobierno
ocds-lcuori-MLQmwL-CM-105-2014-1,ocds-lcuori-MLQmwL-CM-105-2014-1/3,MLQmwL-gLn5gr,gLn5gr,Secretaría de Coordinación General del Gobierno
ocds-lcuori-WRzw3r-CM-100-2014-1,ocds-lcuori-WRzw3r-CM-100-2014-1/3,WRzw3r-DRWlNr,DRWlNr,"Secretaría de Derechos Humanos, Justicia, Gobernación y Descentralización"
ocds-lcuori-orvOoL-Pedido No 418-2014 Medicinas-1,ocds-lcuori-orvOoL-Pedido No 418-2014 Medicinas-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-orvOoL-Pedido No 425-2014 Medicinas-1,ocds-lcuori-orvOoL-Pedido No 425-2014 Medicinas-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-JLKQxR-010-2014-1,ocds-lcuori-JLKQxR-010-2014-1/3,JLKQxR-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-JLKQxR-013-2014-1,ocds-lcuori-JLKQxR-013-2014-1/3,JLKQxR-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-orvOoL-Pedido No 420-2014 Medicinas-1,ocds-lcuori-orvOoL-Pedido No 420-2014 Medicinas-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-orvovL-UNAH-SEAF-OC-0233-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0233-2014-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-orvovL-UNAH-SEAF-OC-0230-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0230-2014-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-DL9kwR-CC-5335-TSC-2014-1,ocds-lcuori-DL9kwR-CC-5335-TSC-2014-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-DL9kwR-CC-5336-TSC-2014-1,ocds-lcuori-DL9kwR-CC-5336-TSC-2014-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-orvovL-UNAH-SEAF-OC-0314-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0314-2014-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-DL9kwR-CC-5337-TSC-2014-1,ocds-lcuori-DL9kwR-CC-5337-TSC-2014-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-DL9kwR-CC-5339-TSC-2014-1,ocds-lcuori-DL9kwR-CC-5339-TSC-2014-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-XRbOkr-CS-CSJ-2014-1150-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1150-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-orvovL-UNAH-SEAF-OC-0316-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0316-2014-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-mGEMGM-UAP-05-2014-1,ocds-lcuori-mGEMGM-UAP-05-2014-1/3,mGEMGM-NLPKrv,NLPKrv,Secretaria de Finanzas
ocds-lcuori-XRbOkr-CS-CSJ-2014-1152-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1152-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-1153-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1153-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-NrdVGA-LPN-003-GA-SEDUC-2015-2,ocds-lcuori-NrdVGA-LPN-003-GA-SEDUC-2015-2/3,NrdVGA-7G3yrQ,7G3yrQ,Secretaria de Educación
ocds-lcuori-Zr5B9L-C-0138-2014-1,ocds-lcuori-Zr5B9L-C-0138-2014-1/3,Zr5B9L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-mGEMGM-UAP-07-2014-1,ocds-lcuori-mGEMGM-UAP-07-2014-1/3,mGEMGM-NLPKrv,NLPKrv,Secretaria de Finanzas
ocds-lcuori-XRbOkr-CS-CSJ-2014-1154-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1154-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-jRDA5r-solicitud 546-1,ocds-lcuori-jRDA5r-solicitud 546-1/3,jRDA5r-MLQ77R,MLQ77R,Heroico y Benemérito Cuerpo de Bomberos de Honduras
ocds-lcuori-mGEMGM-DT-08-2014-1,ocds-lcuori-mGEMGM-DT-08-2014-1/3,mGEMGM-NLPKrv,NLPKrv,Secretaria de Finanzas
ocds-lcuori-mGEMGM-DT-07-2014-1,ocds-lcuori-mGEMGM-DT-07-2014-1/3,mGEMGM-NLPKrv,NLPKrv,Secretaria de Finanzas
ocds-lcuori-DRWQ0L-HONDUCOR DC-0270-2014-1,ocds-lcuori-DRWQ0L-HONDUCOR DC-0270-2014-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-mGEMGM-CGR-16-2014-1,ocds-lcuori-mGEMGM-CGR-16-2014-1/3,mGEMGM-NLPKrv,NLPKrv,Secretaria de Finanzas
ocds-lcuori-mGEMGM-DGFA-16-2014-1,ocds-lcuori-mGEMGM-DGFA-16-2014-1/3,mGEMGM-NLPKrv,NLPKrv,Secretaria de Finanzas
ocds-lcuori-DL9kwR-CC-5007-TSC-2014-1,ocds-lcuori-DL9kwR-CC-5007-TSC-2014-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-orvovL-UNAH-SEAF-OC-0354-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0354-2014-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-KLg9wR-104-14-1,ocds-lcuori-KLg9wR-104-14-1/3,KLg9wR-8L4pPL,8L4pPL,Instituto Nacional de Jubilaciones y Pensiones de los Empleados Públicos
ocds-lcuori-Zr56vL-40649-1,ocds-lcuori-Zr56vL-40649-1/3,Zr56vL-jRDdVR,jRDdVR,Instituto Nacional de Formación Profesional
ocds-lcuori-yRlZYL-SEP-OTOP-08-2014-1,ocds-lcuori-yRlZYL-SEP-OTOP-08-2014-1/3,yRlZYL-lRo2G5,lRo2G5,Secretaría de Estado del Despacho Presidencial
ocds-lcuori-gGywVr-100-2014-1,ocds-lcuori-gGywVr-100-2014-1/3,gGywVr-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-vGZVoG-SS-PICSC-CP-066-2014-1,ocds-lcuori-vGZVoG-SS-PICSC-CP-066-2014-1/3,vGZVoG-MrMgGe,MrMgGe,Secretaría de Seguridad
ocds-lcuori-ERpWgG-SRE_COTIZACION No. 365-2014-1,ocds-lcuori-ERpWgG-SRE_COTIZACION No. 365-2014-1/3,ERpWgG-Er6JrN,Er6JrN,Secretaría de Relaciones Exteriores y Cooperación Internacional
ocds-lcuori-MrMPYR-179-2014-1,ocds-lcuori-MrMPYR-179-2014-1/3,MrMPYR-grxELe,grxELe,Comisión Nacional de Bancos y Seguros
ocds-lcuori-MrMPYR-180-2014-1,ocds-lcuori-MrMPYR-180-2014-1/3,MrMPYR-grxELe,grxELe,Comisión Nacional de Bancos y Seguros
ocds-lcuori-vGZWNR-30005953-1-1,ocds-lcuori-vGZWNR-30005953-1-1/3,vGZWNR-orvxDG,orvxDG,Instituto Hondureño de Seguridad Social
ocds-lcuori-7GX4eG-092/2014-1,ocds-lcuori-7GX4eG-092/2014-1/3,7GX4eG-4LOWLg,4LOWLg,Instituto Nacional de Estadística
ocds-lcuori-DRWQ0L-HONDUCOR DC-0274-2014-1,ocds-lcuori-DRWQ0L-HONDUCOR DC-0274-2014-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-XRbOkr-CS-CSJ-2014-1155-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1155-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-DL9kwR-CC-5340-TSC-2014-1,ocds-lcuori-DL9kwR-CC-5340-TSC-2014-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-DL9kwR-CC-5341-TSC-2014-1,ocds-lcuori-DL9kwR-CC-5341-TSC-2014-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-XRbOkr-CS-CSJ-2014-0651-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0651-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-ERpWgG-SRE_COTIZACION No. 375-2014-1,ocds-lcuori-ERpWgG-SRE_COTIZACION No. 375-2014-1/3,ERpWgG-Er6JrN,Er6JrN,Secretaría de Relaciones Exteriores y Cooperación Internacional
ocds-lcuori-XRbOkr-CS-CSJ-2014-0654-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0654-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-Zr5B9L-C-0151-2014-1,ocds-lcuori-Zr5B9L-C-0151-2014-1/3,Zr5B9L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-yRlZYL-SEP-DGSC-04-2014-1,ocds-lcuori-yRlZYL-SEP-DGSC-04-2014-1/3,yRlZYL-lRo2G5,lRo2G5,Secretaría de Estado del Despacho Presidencial
ocds-lcuori-XRbOkr-CS-CSJ-2014-0669-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0669-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-DL9kwR-CC-5345-TSC-2014-1,ocds-lcuori-DL9kwR-CC-5345-TSC-2014-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-orvOoL-Pedido No 432-2014 Medicinas-1,ocds-lcuori-orvOoL-Pedido No 432-2014 Medicinas-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-PGJPBr-086-2014 4641-HN-1,ocds-lcuori-PGJPBr-086-2014 4641-HN-1/3,PGJPBr-2Lmz0G,2Lmz0G,Programa de Administración de Tierras de Honduras
ocds-lcuori-orvOoL-Pedido No 430-2014 Medicinas -1,ocds-lcuori-orvOoL-Pedido No 430-2014 Medicinas -1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-orvOoL-Pedido No 429-2014 Medicinas -1,ocds-lcuori-orvOoL-Pedido No 429-2014 Medicinas -1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-orvOoL-Pedido No 421-2014 Medicinas -1,ocds-lcuori-orvOoL-Pedido No 421-2014 Medicinas -1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-WRz5vG-L. P. N° 05-2014 Seg. de Vehículos-2,ocds-lcuori-WRz5vG-L. P. N° 05-2014 Seg. de Vehículos-2/3,WRz5vG-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-orvOoL-Pedido No 427-2014 Medicinas-1,ocds-lcuori-orvOoL-Pedido No 427-2014 Medicinas-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-MrMagr-LP-112-2014-2,ocds-lcuori-MrMagr-LP-112-2014-2/4,MrMagr-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-orvOoL-Pedido No 424-2014 Medicinas-1,ocds-lcuori-orvOoL-Pedido No 424-2014 Medicinas-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-orvPDG-CM-694-ONCAE-2014-1,ocds-lcuori-orvPDG-CM-694-ONCAE-2014-1/3,orvPDG-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-DRWQ0L-HONDUCOR DC-0310-2014-1,ocds-lcuori-DRWQ0L-HONDUCOR DC-0310-2014-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-KLgDwG-CM-IHT-128-2014-1,ocds-lcuori-KLgDwG-CM-IHT-128-2014-1/3,KLgDwG-2LmVGK,2LmVGK,Secretaria de Turismo
ocds-lcuori-orvOoL-Pedido No 218-2014 Medico Quirurgico-1,ocds-lcuori-orvOoL-Pedido No 218-2014 Medico Quirurgico-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-orvOoL-Pedido No 300-2014 Laboratorio Clinico-1,ocds-lcuori-orvOoL-Pedido No 300-2014 Laboratorio Clinico-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-MLQmwL-CM-030-2014-1,ocds-lcuori-MLQmwL-CM-030-2014-1/3,MLQmwL-gLn5gr,gLn5gr,Secretaría de Coordinación General del Gobierno
ocds-lcuori-JLKbbr-42-2014-1,ocds-lcuori-JLKbbr-42-2014-1/3,JLKbbr-gLnqr0,gLnqr0,Secretaría de Trabajo y Seguridad Social
ocds-lcuori-XRbOkr-CS-CSJ-2014-1156-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1156-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-grxELe-246-2014-SAG-1,ocds-lcuori-grxELe-246-2014-SAG-1/3,grxELe-MLQALQ,MLQALQ,Secretaría de Agricultura y Ganadería
ocds-lcuori-XRbOkr-CS-CSJ-2014-1157-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1157-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-orvOoL-Pedido No 299-2014 Laboratorio Clinico-1,ocds-lcuori-orvOoL-Pedido No 299-2014 Laboratorio Clinico-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-PLeAqL-COPECO-CM-04-06-2014-1,ocds-lcuori-PLeAqL-COPECO-CM-04-06-2014-1/3,PLeAqL-wrV3LP,wrV3LP,Comisión Permanente de Contingencias
ocds-lcuori-0rwm9G-C-20140014-1,ocds-lcuori-0rwm9G-C-20140014-1/3,0rwm9G-WRzEbG,WRzEbG,Banco Nacional de Desarrollo Agrícola
ocds-lcuori-orvOoL-Pedido No 298-2014 Laboratorio Clinico-1,ocds-lcuori-orvOoL-Pedido No 298-2014 Laboratorio Clinico-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-8L47Pr-COTIZACION 011-2014-1,ocds-lcuori-8L47Pr-COTIZACION 011-2014-1/3,8L47Pr-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-8L47Pr-COTIZACION 010-2014-1,ocds-lcuori-8L47Pr-COTIZACION 010-2014-1/3,8L47Pr-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-orvOoL-Pedido No 297-2014 Laboratorio Clinico-1,ocds-lcuori-orvOoL-Pedido No 297-2014 Laboratorio Clinico-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-orvOoL-Pedido No 295-2014 Laboratorio Clinico-1,ocds-lcuori-orvOoL-Pedido No 295-2014 Laboratorio Clinico-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-orvOoL-Pedido No 222-2014 Medico Quirurgico-1,ocds-lcuori-orvOoL-Pedido No 222-2014 Medico Quirurgico-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-orvOoL-Pedido No 1227-2014 Materiales-1,ocds-lcuori-orvOoL-Pedido No 1227-2014 Materiales-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-orvOoL-Pedido No 1228-2014 Materiales-1,ocds-lcuori-orvOoL-Pedido No 1228-2014 Materiales-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-WRzw3r-CM-101-2014-1,ocds-lcuori-WRzw3r-CM-101-2014-1/3,WRzw3r-DRWlNr,DRWlNr,"Secretaría de Derechos Humanos, Justicia, Gobernación y Descentralización"
ocds-lcuori-XRbOkr-CS-CSJ-2014-1158-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1158-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-0682-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0682-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-WRzw3r-CM-102-2014-1,ocds-lcuori-WRzw3r-CM-102-2014-1/3,WRzw3r-DRWlNr,DRWlNr,"Secretaría de Derechos Humanos, Justicia, Gobernación y Descentralización"
ocds-lcuori-mGEvMR-198-2014-1,ocds-lcuori-mGEvMR-198-2014-1/3,mGEvMR-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-XRbOkr-CS-CSJ-2014-1159-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1159-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-orvOoL-Pedido No 289-2014 Laboratorio Clinico-1,ocds-lcuori-orvOoL-Pedido No 289-2014 Laboratorio Clinico-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-WRzw3r-CM-103-2014-1,ocds-lcuori-WRzw3r-CM-103-2014-1/3,WRzw3r-DRWlNr,DRWlNr,"Secretaría de Derechos Humanos, Justicia, Gobernación y Descentralización"
ocds-lcuori-orvOoL-Pedido No 290-2014 Laboratorio Clinico-1,ocds-lcuori-orvOoL-Pedido No 290-2014 Laboratorio Clinico-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-orvOoL-Pedido No 291-2014 Laboratorio Clinico-1,ocds-lcuori-orvOoL-Pedido No 291-2014 Laboratorio Clinico-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-orvOoL-Pedido No 223-2014 Medico Quirúrgico-1,ocds-lcuori-orvOoL-Pedido No 223-2014 Medico Quirúrgico-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-PLe6mG-HSR- LP-1750-2014-2,ocds-lcuori-PLe6mG-HSR- LP-1750-2014-2/3,PLe6mG-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-MrMagr-CT-306-2014-1,ocds-lcuori-MrMagr-CT-306-2014-1/3,MrMagr-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-XRbOkr-CS-CSJ-2014-1161-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1161-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-1162-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1162-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-kR0Q0r-cm-ENAG-032-2014-1,ocds-lcuori-kR0Q0r-cm-ENAG-032-2014-1/3,kR0Q0r-kG1y2G,kG1y2G,Empresa Nacional de Artes Gráficas
ocds-lcuori-jRDA5r-solicitud 601-1,ocds-lcuori-jRDA5r-solicitud 601-1/3,jRDA5r-MLQ77R,MLQ77R,Heroico y Benemérito Cuerpo de Bomberos de Honduras
