ocid,id,tender/id,tender/participationFees/0/id,tender/participationFees/0/value/amount,tender/participationFees/0/type
ocds-lcuori-orvDGM-LPN-SANAA-PROSAGUA-01-2014-2,ocds-lcuori-orvDGM-LPN-SANAA-PROSAGUA-01-2014-2/4,orvDGM-LPN-SANAA-PROSAGUA-01-2014-2,orvDGM-LPN-SANAA-PROSAGUA-01-2014-2,800.0,document
ocds-lcuori-grxq2L-LPN-DEI-001-2014-2,ocds-lcuori-grxq2L-LPN-DEI-001-2014-2/4,grxq2L-LPN-DEI-001-2014-2,grxq2L-LPN-DEI-001-2014-2,500.0,document
ocds-lcuori-Zr56vL-02-2014-2,ocds-lcuori-Zr56vL-02-2014-2/3,Zr56vL-02-2014-2,Zr56vL-02-2014-2,500.0,document
ocds-lcuori-grxXor-LP-001-HAME-2014-2,ocds-lcuori-grxXor-LP-001-HAME-2014-2/3,grxXor-LP-001-HAME-2014-2,grxXor-LP-001-HAME-2014-2,252982.0,document
ocds-lcuori-MLQW8R-09-2014-2,ocds-lcuori-MLQW8R-09-2014-2/3,MLQW8R-09-2014-2,MLQW8R-09-2014-2,50.0,document
ocds-lcuori-2LAzdG-LPN-SERNA-001-2014-2,ocds-lcuori-2LAzdG-LPN-SERNA-001-2014-2/3,2LAzdG-LPN-SERNA-001-2014-2,2LAzdG-LPN-SERNA-001-2014-2,1000.0,document
ocds-lcuori-MLQW8R-04-2014-2,ocds-lcuori-MLQW8R-04-2014-2/3,MLQW8R-04-2014-2,MLQW8R-04-2014-2,50.0,document
ocds-lcuori-orvovL-LPN-SEAF-5-2014-TELECENTRO-OCOTEPEQUE-COMPUTO-2,ocds-lcuori-orvovL-LPN-SEAF-5-2014-TELECENTRO-OCOTEPEQUE-COMPUTO-2/4,orvovL-LPN-SEAF-5-2014-TELECENTRO-OCOTEPEQUE-COMPUTO-2,orvovL-LPN-SEAF-5-2014-TELECENTRO-OCOTEPEQUE-COMPUTO-2,500.0,document
ocds-lcuori-grxXor-LP-002-HAME-2014-2,ocds-lcuori-grxXor-LP-002-HAME-2014-2/3,grxXor-LP-002-HAME-2014-2,grxXor-LP-002-HAME-2014-2,297440.0,document
ocds-lcuori-1RaEMR-0015-2014-2,ocds-lcuori-1RaEMR-0015-2014-2/3,1RaEMR-0015-2014-2,1RaEMR-0015-2014-2,150.0,document
ocds-lcuori-grxXor-LP003-HAME-2014-2,ocds-lcuori-grxXor-LP003-HAME-2014-2/3,grxXor-LP003-HAME-2014-2,grxXor-LP003-HAME-2014-2,200000.0,document
ocds-lcuori-1RaEMR-licitacion privada N° 0018-2014-2,ocds-lcuori-1RaEMR-licitacion privada N° 0018-2014-2/3,1RaEMR-licitacion privada N° 0018-2014-2,1RaEMR-licitacion privada N° 0018-2014-2,150.0,document
ocds-lcuori-grxXor-LP-005-HAME-2014-2,ocds-lcuori-grxXor-LP-005-HAME-2014-2/3,grxXor-LP-005-HAME-2014-2,grxXor-LP-005-HAME-2014-2,216000.0,document
ocds-lcuori-grxXor-LP-006-HAME-2014-2,ocds-lcuori-grxXor-LP-006-HAME-2014-2/4,grxXor-LP-006-HAME-2014-2,grxXor-LP-006-HAME-2014-2,228.28,document
ocds-lcuori-1RaEMR-licitacion privada 2143-2014-2,ocds-lcuori-1RaEMR-licitacion privada 2143-2014-2/3,1RaEMR-licitacion privada 2143-2014-2,1RaEMR-licitacion privada 2143-2014-2,150.0,document
ocds-lcuori-1RaEMR-Licitacion privada N° 0020-2014-2,ocds-lcuori-1RaEMR-Licitacion privada N° 0020-2014-2/3,1RaEMR-Licitacion privada N° 0020-2014-2,1RaEMR-Licitacion privada N° 0020-2014-2,150.0,document
ocds-lcuori-1RaEMR-licitacion privada N°0021-2014-2,ocds-lcuori-1RaEMR-licitacion privada N°0021-2014-2/3,1RaEMR-licitacion privada N°0021-2014-2,1RaEMR-licitacion privada N°0021-2014-2,150.0,document
ocds-lcuori-grxq2L-LPN-DEI-002-2014-2,ocds-lcuori-grxq2L-LPN-DEI-002-2014-2/3,grxq2L-LPN-DEI-002-2014-2,grxq2L-LPN-DEI-002-2014-2,1500.0,document
ocds-lcuori-grxq2L-LPN-DEI-003-2014-2,ocds-lcuori-grxq2L-LPN-DEI-003-2014-2/3,grxq2L-LPN-DEI-003-2014-2,grxq2L-LPN-DEI-003-2014-2,1500.0,document
ocds-lcuori-orvDGM-CPN-SANAA-PEG-038-2014-2,ocds-lcuori-orvDGM-CPN-SANAA-PEG-038-2014-2/3,orvDGM-CPN-SANAA-PEG-038-2014-2,orvDGM-CPN-SANAA-PEG-038-2014-2,800.0,document
ocds-lcuori-orvDGM-LPN-SANAA-PEG -039-2014-2,ocds-lcuori-orvDGM-LPN-SANAA-PEG -039-2014-2/3,orvDGM-LPN-SANAA-PEG -039-2014-2,orvDGM-LPN-SANAA-PEG -039-2014-2,800.0,document
ocds-lcuori-1RaEMR-licitacion privada 00-2014-2,ocds-lcuori-1RaEMR-licitacion privada 00-2014-2/3,1RaEMR-licitacion privada 00-2014-2,1RaEMR-licitacion privada 00-2014-2,150.0,document
ocds-lcuori-orvDGM-LPI-SANAA-PEG-040-2014-2,ocds-lcuori-orvDGM-LPI-SANAA-PEG-040-2014-2/3,orvDGM-LPI-SANAA-PEG-040-2014-2,orvDGM-LPI-SANAA-PEG-040-2014-2,800.0,document
ocds-lcuori-orvDGM-LPN-SANAA-PEG-038-2014-2,ocds-lcuori-orvDGM-LPN-SANAA-PEG-038-2014-2/3,orvDGM-LPN-SANAA-PEG-038-2014-2,orvDGM-LPN-SANAA-PEG-038-2014-2,800.0,document
ocds-lcuori-1RaEMR-Licitacion Privada 0023-2014-2,ocds-lcuori-1RaEMR-Licitacion Privada 0023-2014-2/3,1RaEMR-Licitacion Privada 0023-2014-2,1RaEMR-Licitacion Privada 0023-2014-2,150.0,document
ocds-lcuori-1RaEMR-licitacion privada 0022-2014-2,ocds-lcuori-1RaEMR-licitacion privada 0022-2014-2/3,1RaEMR-licitacion privada 0022-2014-2,1RaEMR-licitacion privada 0022-2014-2,150.0,document
ocds-lcuori-MLQW8R-10-2014-2,ocds-lcuori-MLQW8R-10-2014-2/3,MLQW8R-10-2014-2,MLQW8R-10-2014-2,50.0,document
ocds-lcuori-orvDGM-LPI-SANAA-PEG-044-2014-2,ocds-lcuori-orvDGM-LPI-SANAA-PEG-044-2014-2/3,orvDGM-LPI-SANAA-PEG-044-2014-2,orvDGM-LPI-SANAA-PEG-044-2014-2,1000.0,document
ocds-lcuori-JL7nrj-CNT-CP001-2014-2,ocds-lcuori-JL7nrj-CNT-CP001-2014-2/3,JL7nrj-CNT-CP001-2014-2,JL7nrj-CNT-CP001-2014-2,3000.0,document
ocds-lcuori-PGJALo-LPN 100-010-2014-2,ocds-lcuori-PGJALo-LPN 100-010-2014-2/3,PGJALo-LPN 100-010-2014-2,PGJALo-LPN 100-010-2014-2,1000.0,document
ocds-lcuori-PGJALo-LPN 100-012-2014-2,ocds-lcuori-PGJALo-LPN 100-012-2014-2/3,PGJALo-LPN 100-012-2014-2,PGJALo-LPN 100-012-2014-2,1000.0,document
ocds-lcuori-WRzbRe-LPN-DGC-001-UEBM-2014-2,ocds-lcuori-WRzbRe-LPN-DGC-001-UEBM-2014-2/3,WRzbRe-LPN-DGC-001-UEBM-2014-2,WRzbRe-LPN-DGC-001-UEBM-2014-2,75.0,document
ocds-lcuori-WRzbRe-LPN-DGC-002-UEBM-2014-2,ocds-lcuori-WRzbRe-LPN-DGC-002-UEBM-2014-2/3,WRzbRe-LPN-DGC-002-UEBM-2014-2,WRzbRe-LPN-DGC-002-UEBM-2014-2,75.0,document
ocds-lcuori-JL7nrj-CNT-LP01-2014-2,ocds-lcuori-JL7nrj-CNT-LP01-2014-2/3,JL7nrj-CNT-LP01-2014-2,JL7nrj-CNT-LP01-2014-2,3500.0,document
ocds-lcuori-Zr56vL-001-2014-2,ocds-lcuori-Zr56vL-001-2014-2/3,Zr56vL-001-2014-2,Zr56vL-001-2014-2,500.0,document
ocds-lcuori-orvDGM-CPN-SANAA-PROSAGUA-06-2014-2,ocds-lcuori-orvDGM-CPN-SANAA-PROSAGUA-06-2014-2/3,orvDGM-CPN-SANAA-PROSAGUA-06-2014-2,orvDGM-CPN-SANAA-PROSAGUA-06-2014-2,800.0,document
ocds-lcuori-1RaEMR-LICITACION PRIVADA 0027-2014-2,ocds-lcuori-1RaEMR-LICITACION PRIVADA 0027-2014-2/3,1RaEMR-LICITACION PRIVADA 0027-2014-2,1RaEMR-LICITACION PRIVADA 0027-2014-2,150.0,document
ocds-lcuori-orvDGM-LPN-SANAA-047-2014-2,ocds-lcuori-orvDGM-LPN-SANAA-047-2014-2/3,orvDGM-LPN-SANAA-047-2014-2,orvDGM-LPN-SANAA-047-2014-2,800.0,document
ocds-lcuori-WRzbRe-LPN-DGC-003-2014-2,ocds-lcuori-WRzbRe-LPN-DGC-003-2014-2/3,WRzbRe-LPN-DGC-003-2014-2,WRzbRe-LPN-DGC-003-2014-2,75.0,document
ocds-lcuori-PGJALo-LPN-100-004-2014-2,ocds-lcuori-PGJALo-LPN-100-004-2014-2/3,PGJALo-LPN-100-004-2014-2,PGJALo-LPN-100-004-2014-2,1000.0,document
ocds-lcuori-Zr56vL-003-2014-2,ocds-lcuori-Zr56vL-003-2014-2/3,Zr56vL-003-2014-2,Zr56vL-003-2014-2,500.0,document
ocds-lcuori-MLQW8R-11-2014-2,ocds-lcuori-MLQW8R-11-2014-2/3,MLQW8R-11-2014-2,MLQW8R-11-2014-2,50.0,document
ocds-lcuori-orvDGM-CONCURSO PUBLICO NACIONAL SANAA PROSAGUA-03-2014-2,ocds-lcuori-orvDGM-CONCURSO PUBLICO NACIONAL SANAA PROSAGUA-03-2014-2/3,orvDGM-CONCURSO PUBLICO NACIONAL SANAA PROSAGUA-03-2014-2,orvDGM-CONCURSO PUBLICO NACIONAL SANAA PROSAGUA-03-2014-2,800.0,document
ocds-lcuori-1RaEMR-Licitacion privada 0024-2014-2,ocds-lcuori-1RaEMR-Licitacion privada 0024-2014-2/3,1RaEMR-Licitacion privada 0024-2014-2,1RaEMR-Licitacion privada 0024-2014-2,150.0,document
ocds-lcuori-2LmqDL-LPN-07-AMDC-BCIE-2014-2,ocds-lcuori-2LmqDL-LPN-07-AMDC-BCIE-2014-2/3,2LmqDL-LPN-07-AMDC-BCIE-2014-2,2LmqDL-LPN-07-AMDC-BCIE-2014-2,1000.0,document
ocds-lcuori-2LmqDL-CPNS-08-AMDC-BCIE-2014-2,ocds-lcuori-2LmqDL-CPNS-08-AMDC-BCIE-2014-2/3,2LmqDL-CPNS-08-AMDC-BCIE-2014-2,2LmqDL-CPNS-08-AMDC-BCIE-2014-2,1000.0,document
ocds-lcuori-PGJALo-CPN-100-018-2014-2,ocds-lcuori-PGJALo-CPN-100-018-2014-2/3,PGJALo-CPN-100-018-2014-2,PGJALo-CPN-100-018-2014-2,1000.0,document
ocds-lcuori-PGJALo-LPN-100-007-2014-2,ocds-lcuori-PGJALo-LPN-100-007-2014-2/3,PGJALo-LPN-100-007-2014-2,PGJALo-LPN-100-007-2014-2,1000.0,document
ocds-lcuori-PGJALo-LPN-100-014-2014-2,ocds-lcuori-PGJALo-LPN-100-014-2014-2/3,PGJALo-LPN-100-014-2014-2,PGJALo-LPN-100-014-2014-2,1000.0,document
ocds-lcuori-PGJALo-LPN-100-015-2014-2,ocds-lcuori-PGJALo-LPN-100-015-2014-2/3,PGJALo-LPN-100-015-2014-2,PGJALo-LPN-100-015-2014-2,1000.0,document
ocds-lcuori-PGJALo-LPN-100-008-2014-2,ocds-lcuori-PGJALo-LPN-100-008-2014-2/3,PGJALo-LPN-100-008-2014-2,PGJALo-LPN-100-008-2014-2,1000.0,document
ocds-lcuori-PGJALo-LPN-100-013-2014-2,ocds-lcuori-PGJALo-LPN-100-013-2014-2/3,PGJALo-LPN-100-013-2014-2,PGJALo-LPN-100-013-2014-2,1000.0,document
ocds-lcuori-WRzbRe-LPN-DGC-001-UEBM-2014B-2,ocds-lcuori-WRzbRe-LPN-DGC-001-UEBM-2014B-2/3,WRzbRe-LPN-DGC-001-UEBM-2014B-2,WRzbRe-LPN-DGC-001-UEBM-2014B-2,75.0,document
ocds-lcuori-1RaEMR-Licitacion privada 0026-2014-2,ocds-lcuori-1RaEMR-Licitacion privada 0026-2014-2/3,1RaEMR-Licitacion privada 0026-2014-2,1RaEMR-Licitacion privada 0026-2014-2,150.0,document
