ocid,id,awards/0/id,awards/0/documents/0/id,awards/0/documents/0/documentType,awards/0/documents/0/description,awards/0/documents/0/datePublished,awards/0/documents/0/format,awards/0/documents/0/url,awards/0/documents/0/title
ocds-lcuori-8L47ar-LP-HSMO-03-2014-2,ocds-lcuori-8L47ar-LP-HSMO-03-2014-2/4,8L47ar-LP-HSMO-03-2014-2,47616,awardNotice,Resolucion de la Adjudicacion,2014-06-17T13:45:01.527000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic106LP-HSMO-03-2014802-ResoluciondelaAdjudicacion.jpg,Resolucion de la Adjudicacion
ocds-lcuori-ERpaDr-LP 06-14-2,ocds-lcuori-ERpaDr-LP 06-14-2/3,ERpaDr-LP 06-14-2,47804,awardNotice,Resolucion de la Adjudicacion,2014-06-20T09:30:09.390000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic100LP%2006-14802-ResoluciondelaAdjudicacion.doc,Resolucion de la Adjudicacion
ocds-lcuori-ZGqW9r-LPP-003-IPM-2014-2,ocds-lcuori-ZGqW9r-LPP-003-IPM-2014-2/4,ZGqW9r-LPP-003-IPM-2014-2,48604,awardNotice,Resolucion de la Adjudicacion,2014-07-09T08:41:51.393000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic662LPP-003-IPM-2014802-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-2LA2EG-SE-D-RECON-001-2014-2,ocds-lcuori-2LA2EG-SE-D-RECON-001-2014-2/3,2LA2EG-SE-D-RECON-001-2014-2,44808,awardNotice,Resolucion de la Adjudicacion,2014-03-27T14:11:44.397000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic737SE-D-RECON-001-2014802-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-orvPDG-LP-009-ONCAE-2014-2,ocds-lcuori-orvPDG-LP-009-ONCAE-2014-2/3,orvPDG-LP-009-ONCAE-2014-2,49579,awardNotice,Resolucion de la Adjudicacion,2014-07-29T10:54:58.300000-06:00,image/tiff,http://h1.honducompras.gob.hn/Docs/Lic95LP-009-ONCAE-2014803-ResoluciondelaAdjudicacion.tif,Resolucion de la Adjudicacion
ocds-lcuori-orvovL-LPN-No.09-2014-SEAF-UNAH-SERVICIOS-IMPRENTA-2,ocds-lcuori-orvovL-LPN-No.09-2014-SEAF-UNAH-SERVICIOS-IMPRENTA-2/4,orvovL-LPN-No.09-2014-SEAF-UNAH-SERVICIOS-IMPRENTA-2,53480,awardNotice,Resolucion de la Adjudicacion,2014-11-04T10:00:16.247000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic151LPN-No.09-2014-SEAF-UNAH-SERVICIOS-IMPRENTA804-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-orvPDG-LP-010-ONCAE-2014-2,ocds-lcuori-orvPDG-LP-010-ONCAE-2014-2/3,orvPDG-LP-010-ONCAE-2014-2,49570,awardNotice,Resolucion de la Adjudicacion,2014-07-29T10:01:36.550000-06:00,image/tiff,http://h1.honducompras.gob.hn/Docs/Lic95LP-010-ONCAE-2014803-ResoluciondelaAdjudicacion.tif,Resolucion de la Adjudicacion
ocds-lcuori-grxy3L-028-2014-2,ocds-lcuori-grxy3L-028-2014-2/3,grxy3L-028-2014-2,50581,awardNotice,Resolucion de la Adjudicacion,2014-08-18T11:19:23.997000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic609028-2014802-ResoluciondelaAdjudicacion.docx,Resolucion de la Adjudicacion
ocds-lcuori-ZGqW9r-LPN-004-IPM-2014-2,ocds-lcuori-ZGqW9r-LPN-004-IPM-2014-2/3,ZGqW9r-LPN-004-IPM-2014-2,51344,awardNotice,Resolucion de la Adjudicacion,2014-09-08T08:45:04.693000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic662LPN-004-IPM-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-2LA2EG-SE-D-RECON-CI-001-2014 -2,ocds-lcuori-2LA2EG-SE-D-RECON-CI-001-2014 -2/3,2LA2EG-SE-D-RECON-CI-001-2014 -2,46478,awardNotice,Resolucion de la Adjudicacion,2014-05-20T17:01:31.960000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic737SE-D-RECON-CI-001-2014%20802-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-PLe6mG-HSR- LP-011-2014-2,ocds-lcuori-PLe6mG-HSR- LP-011-2014-2/3,PLe6mG-HSR- LP-011-2014-2,47445,awardNotice,Resolucion de la Adjudicacion,2014-06-12T16:10:15.100000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic85HSR-%20LP-011-2014802-ResoluciondelaAdjudicacion.jpg,Resolucion de la Adjudicacion
ocds-lcuori-orvPDG-LP-011-ONCAE-2014-2,ocds-lcuori-orvPDG-LP-011-ONCAE-2014-2/3,orvPDG-LP-011-ONCAE-2014-2,49582,awardNotice,Resolucion de la Adjudicacion,2014-07-29T11:08:51.053000-06:00,image/tiff,http://h1.honducompras.gob.hn/Docs/Lic95LP-011-ONCAE-2014803-ResoluciondelaAdjudicacion.tif,Resolucion de la Adjudicacion
ocds-lcuori-mGEvMR-LPRIV-01-2014-2,ocds-lcuori-mGEvMR-LPRIV-01-2014-2/3,mGEvMR-LPRIV-01-2014-2,46237,awardNotice,Resolucion de la Adjudicacion,2014-05-13T09:00:28.023000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic86LPRIV-01-2014802-ResoluciondelaAdjudicacion.JPG,Resolucion de la Adjudicacion
ocds-lcuori-WRzdbL-LP-013-2014-HT-2,ocds-lcuori-WRzdbL-LP-013-2014-HT-2/3,WRzdbL-LP-013-2014-HT-2,47645,awardNotice,Resolucion de la Adjudicacion,2014-06-17T16:23:18.873000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic98LP-013-2014-HT802-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-WRzdbL-LP-014-2014-HT-2,ocds-lcuori-WRzdbL-LP-014-2014-HT-2/3,WRzdbL-LP-014-2014-HT-2,47647,awardNotice,Resolucion de la Adjudicacion,2014-06-17T16:29:07.703000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic98LP-014-2014-HT802-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-4LOxWG-LICITACION PROVADA No. 104-2014-2,ocds-lcuori-4LOxWG-LICITACION PROVADA No. 104-2014-2/3,4LOxWG-LICITACION PROVADA No. 104-2014-2,48453,awardNotice,Resolucion de la Adjudicacion,2014-07-07T11:58:13.630000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic83LICITACION%20PROVADA%20No.%20104-2014802-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-orvPDG-LP-012-ONCAE-2014-2,ocds-lcuori-orvPDG-LP-012-ONCAE-2014-2/3,orvPDG-LP-012-ONCAE-2014-2,49584,awardNotice,Resolucion de la Adjudicacion,2014-07-29T11:14:01.250000-06:00,image/tiff,http://h1.honducompras.gob.hn/Docs/Lic95LP-012-ONCAE-2014803-ResoluciondelaAdjudicacion.tif,Resolucion de la Adjudicacion
ocds-lcuori-4LOY7R-LP-17-2014-2,ocds-lcuori-4LOY7R-LP-17-2014-2/3,4LOY7R-LP-17-2014-2,49393,awardNotice,Resolucion de la Adjudicacion,2014-07-24T10:51:00.437000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic639LP-17-2014803-ResoluciondelaAdjudicacion.jpg,Resolucion de la Adjudicacion
ocds-lcuori-4LOxWG-LICITACION PRIVADA No.105-2014-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA No.105-2014-2/3,4LOxWG-LICITACION PRIVADA No.105-2014-2,48451,awardNotice,Resolucion de la Adjudicacion,2014-07-07T11:56:51.077000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic83LICITACION%20PRIVADA%20No.105-2014802-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 106-2014-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 106-2014-2/3,4LOxWG-LICITACION PRIVADA No. 106-2014-2,48449,awardNotice,Resolucion de la Adjudicacion,2014-07-07T11:55:30.077000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic83LICITACION%20PRIVADA%20No.%20106-2014802-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 107-2014-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 107-2014-2/3,4LOxWG-LICITACION PRIVADA No. 107-2014-2,48457,awardNotice,Resolucion de la Adjudicacion,2014-07-07T12:00:57.330000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic83LICITACION%20PRIVADA%20No.%20107-2014802-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 108-2014-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 108-2014-2/3,4LOxWG-LICITACION PRIVADA No. 108-2014-2,48459,awardNotice,Resolucion de la Adjudicacion,2014-07-07T12:02:49.770000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic83LICITACION%20PRIVADA%20No.%20108-2014802-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 109-2014-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 109-2014-2/3,4LOxWG-LICITACION PRIVADA No. 109-2014-2,48455,awardNotice,Resolucion de la Adjudicacion,2014-07-07T11:59:46.360000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic83LICITACION%20PRIVADA%20No.%20109-2014802-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 110-2014-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 110-2014-2/3,4LOxWG-LICITACION PRIVADA No. 110-2014-2,48447,awardNotice,Resolucion de la Adjudicacion,2014-07-07T11:53:20.980000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic83LICITACION%20PRIVADA%20No.%20110-2014802-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 111-2014-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 111-2014-2/3,4LOxWG-LICITACION PRIVADA No. 111-2014-2,48364,awardNotice,Resolucion de la Adjudicacion,2014-07-03T14:23:53.593000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic83LICITACION%20PRIVADA%20No.%20111-2014802-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 112-2014-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 112-2014-2/3,4LOxWG-LICITACION PRIVADA No. 112-2014-2,48366,awardNotice,Resolucion de la Adjudicacion,2014-07-03T14:26:16.967000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic83LICITACION%20PRIVADA%20No.%20112-2014802-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-2LmqDL-LPrNO-09-FM-013-AMDC-2014-2,ocds-lcuori-2LmqDL-LPrNO-09-FM-013-AMDC-2014-2/3,2LmqDL-LPrNO-09-FM-013-AMDC-2014-2,50228,awardNotice,Resolucion de la Adjudicacion,2014-08-11T11:15:23.290000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-09-FM-013-AMDC-2014804-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-2LmqDL-LPrNO-09-FM-013-AMDC-2014-2,ocds-lcuori-2LmqDL-LPrNO-09-FM-013-AMDC-2014-2/3,2LmqDL-LPrNO-09-FM-013-AMDC-2014-2,50235,awardNotice,Resolucion de la Adjudicacion,2014-08-11T11:19:00.153000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-09-FM-013-AMDC-2014805-ResoluciondelaAdjudicacion.jpeg,Resolucion de la Adjudicacion
ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 113-2014-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 113-2014-2/3,4LOxWG-LICITACION PRIVADA No. 113-2014-2,55628,awardNotice,Resolucion de la Adjudicacion,2014-12-29T16:06:23.433000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic83LICITACION%20PRIVADA%20No.%20113-2014802-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-2LmqDL-LPrNO-03-FM-06-AMDC-2014-2,ocds-lcuori-2LmqDL-LPrNO-03-FM-06-AMDC-2014-2/3,2LmqDL-LPrNO-03-FM-06-AMDC-2014-2,55288,awardNotice,Resolucion de la Adjudicacion,2014-12-17T10:44:15.980000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-03-FM-06-AMDC-2014805-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-orvPDG-LP-013-ONCAE-2014-2,ocds-lcuori-orvPDG-LP-013-ONCAE-2014-2/3,orvPDG-LP-013-ONCAE-2014-2,49588,awardNotice,Resolucion de la Adjudicacion,2014-07-29T11:21:58.453000-06:00,image/tiff,http://h1.honducompras.gob.hn/Docs/Lic95LP-013-ONCAE-2014803-ResoluciondelaAdjudicacion.tif,Resolucion de la Adjudicacion
ocds-lcuori-WRzdbL-LP-017-2014-HT-2,ocds-lcuori-WRzdbL-LP-017-2014-HT-2/4,WRzdbL-LP-017-2014-HT-2,49342,awardNotice,Resolucion de la Adjudicacion,2014-07-23T11:39:50.180000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic98LP-017-2014-HT802-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-grxy3L-05-2014-2,ocds-lcuori-grxy3L-05-2014-2/3,grxy3L-05-2014-2,47807,awardNotice,Resolucion de la Adjudicacion,2014-06-20T10:58:18.653000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic60905-2014802-ResoluciondelaAdjudicacion.docx,Resolucion de la Adjudicacion
ocds-lcuori-8L47ar-LP-HSMO-02-2014-2,ocds-lcuori-8L47ar-LP-HSMO-02-2014-2/3,8L47ar-LP-HSMO-02-2014-2,47617,awardNotice,Resolucion de la Adjudicacion,2014-06-17T13:50:48.333000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic106LP-HSMO-02-2014802-ResoluciondelaAdjudicacion.jpg,Resolucion de la Adjudicacion
ocds-lcuori-mGEvMR-LPRIV-02-2014-2,ocds-lcuori-mGEvMR-LPRIV-02-2014-2/3,mGEvMR-LPRIV-02-2014-2,47800,awardNotice,Resolucion de la Adjudicacion,2014-06-20T08:33:31.780000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic86LPRIV-02-2014802-ResoluciondelaAdjudicacion.JPG,Resolucion de la Adjudicacion
ocds-lcuori-7GXMRV-CP-No.04-DGOP-OO.UU-2014-2,ocds-lcuori-7GXMRV-CP-No.04-DGOP-OO.UU-2014-2/3,7GXMRV-CP-No.04-DGOP-OO.UU-2014-2,63679,awardNotice,Resolucion de la Adjudicacion,2015-07-24T09:28:43.963000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic15CP-No.04-DGOP-OO.UU-2014807-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-mGEvMR-LPRIV-03-2014-2,ocds-lcuori-mGEvMR-LPRIV-03-2014-2/3,mGEvMR-LPRIV-03-2014-2,46239,awardNotice,Resolucion de la Adjudicacion,2014-05-13T09:05:23.593000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic86LPRIV-03-2014802-ResoluciondelaAdjudicacion.JPG,Resolucion de la Adjudicacion
ocds-lcuori-mGEvMR-LPRIV-04-2014-2,ocds-lcuori-mGEvMR-LPRIV-04-2014-2/3,mGEvMR-LPRIV-04-2014-2,46235,awardNotice,Resolucion de la Adjudicacion,2014-05-13T08:55:02.090000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic86LPRIV-04-2014802-ResoluciondelaAdjudicacion.JPG,Resolucion de la Adjudicacion
ocds-lcuori-7GXMRV-CP-No.05-DGOP-OO.UU-2014-2,ocds-lcuori-7GXMRV-CP-No.05-DGOP-OO.UU-2014-2/3,7GXMRV-CP-No.05-DGOP-OO.UU-2014-2,49594,awardNotice,Resolucion de la Adjudicacion,2014-07-29T13:28:54.713000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic15CP-No.05-DGOP-OO.UU-2014804-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-mGEMGM-SEFIN LPN-006-2014-2,ocds-lcuori-mGEMGM-SEFIN LPN-006-2014-2/3,mGEMGM-SEFIN LPN-006-2014-2,73987,awardNotice,Resolucion de la Adjudicacion,2016-03-14T17:13:10.287000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic42SEFIN%20LPN-006-2014805-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-2LmqDL-LPrNO-02-FM-05-AMDC-2014-2,ocds-lcuori-2LmqDL-LPrNO-02-FM-05-AMDC-2014-2/3,2LmqDL-LPrNO-02-FM-05-AMDC-2014-2,55708,awardNotice,Resolucion de la Adjudicacion,2015-01-07T14:56:35.867000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-02-FM-05-AMDC-2014805-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-7rBxpG-LPublica No.02-2014-2,ocds-lcuori-7rBxpG-LPublica No.02-2014-2/3,7rBxpG-LPublica No.02-2014-2,47909,awardNotice,Resolucion de la Adjudicacion,2014-06-23T14:05:59.170000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic123LPublica%20No.02-2014803-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-7rBxpG-LPública No.03-2014-2,ocds-lcuori-7rBxpG-LPública No.03-2014-2/3,7rBxpG-LPública No.03-2014-2,66910,awardNotice,Resolucion de la Adjudicacion,2015-10-12T15:15:38.197000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic123LP%C3%BAblica%20No.03-2014812-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-4LOY7R-LP-18-2014-2,ocds-lcuori-4LOY7R-LP-18-2014-2/3,4LOY7R-LP-18-2014-2,49395,awardNotice,Resolucion de la Adjudicacion,2014-07-24T11:04:13.280000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic639LP-18-2014803-ResoluciondelaAdjudicacion.jpg,Resolucion de la Adjudicacion
ocds-lcuori-1RaEMR-licitacion privada 009-2014-2,ocds-lcuori-1RaEMR-licitacion privada 009-2014-2/4,1RaEMR-licitacion privada 009-2014-2,47469,awardNotice,Resolucion de la Adjudicacion,2014-06-13T11:55:31.627000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic103licitacion%20privada%20009-2014802-ResoluciondelaAdjudicacion.jpg,Resolucion de la Adjudicacion
ocds-lcuori-8L47Pr-L-P 045-2014-2,ocds-lcuori-8L47Pr-L-P 045-2014-2/4,8L47Pr-L-P 045-2014-2,50025,awardNotice,Resolucion de la Adjudicacion,2014-08-05T15:05:34.857000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic94L-P%20045-2014802-ResoluciondelaAdjudicacion.jpg,Resolucion de la Adjudicacion
ocds-lcuori-PR8dYR-003-2014-2,ocds-lcuori-PR8dYR-003-2014-2/3,PR8dYR-003-2014-2,52032,awardNotice,Resolucion de la Adjudicacion,2014-09-29T12:00:54.753000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic780003-2014805-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-ERpaDr-LP 01-12-2,ocds-lcuori-ERpaDr-LP 01-12-2/3,ERpaDr-LP 01-12-2,48387,awardNotice,Resolucion de la Adjudicacion,2014-07-04T10:45:10.810000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic100LP%2001-12802-ResoluciondelaAdjudicacion.jpg,Resolucion de la Adjudicacion
ocds-lcuori-7G3Myr-LP-02-HSP-126-2014-2,ocds-lcuori-7G3Myr-LP-02-HSP-126-2014-2/3,7G3Myr-LP-02-HSP-126-2014-2,47475,awardNotice,Resolucion de la Adjudicacion,2014-06-13T13:59:10.853000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic96LP-02-HSP-126-2014803-ResoluciondelaAdjudicacion.docx,Resolucion de la Adjudicacion
ocds-lcuori-mGEMGM-SEFIN LPN-001-2014-2,ocds-lcuori-mGEMGM-SEFIN LPN-001-2014-2/3,mGEMGM-SEFIN LPN-001-2014-2,44840,awardNotice,Resolucion de la Adjudicacion,2014-04-01T15:37:22.940000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic42SEFIN%20LPN-001-2014805-ResoluciondelaAdjudicacion.PDF,Resolucion de la Adjudicacion
ocds-lcuori-mGEMGM-SEFIN LPN-002-2014-2,ocds-lcuori-mGEMGM-SEFIN LPN-002-2014-2/3,mGEMGM-SEFIN LPN-002-2014-2,45093,awardNotice,Resolucion de la Adjudicacion,2014-04-07T15:58:39.917000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic42SEFIN%20LPN-002-2014806-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 114-2014-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 114-2014-2/4,4LOxWG-LICITACION PRIVADA No. 114-2014-2,52605,awardNotice,Resolucion de la Adjudicacion,2014-10-10T13:31:11.293000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic83LICITACION%20PRIVADA%20No.%20114-2014802-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-8L47Pr-LICITACION PRIVADA 027-2014-2,ocds-lcuori-8L47Pr-LICITACION PRIVADA 027-2014-2/3,8L47Pr-LICITACION PRIVADA 027-2014-2,47765,awardNotice,Resolucion de la Adjudicacion,2014-06-19T08:10:59.730000-06:00,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,http://h1.honducompras.gob.hn/Docs/Lic94LICITACION%20PRIVADA%20027-2014803-ResoluciondelaAdjudicacion.xls,Resolucion de la Adjudicacion
ocds-lcuori-ERpaDr-LP 02-14-2,ocds-lcuori-ERpaDr-LP 02-14-2/3,ERpaDr-LP 02-14-2,48385,awardNotice,Resolucion de la Adjudicacion,2014-07-04T10:38:23.593000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic100LP%2002-14802-ResoluciondelaAdjudicacion.jpg,Resolucion de la Adjudicacion
ocds-lcuori-JLKQxR-004-2014-2,ocds-lcuori-JLKQxR-004-2014-2/3,JLKQxR-004-2014-2,48598,awardNotice,Resolucion de la Adjudicacion,2014-07-08T15:36:58.897000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic79004-2014804-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-MLQ18L-HBCBH-001-2014-2,ocds-lcuori-MLQ18L-HBCBH-001-2014-2/3,MLQ18L-HBCBH-001-2014-2,44055,awardNotice,Resolucion de la Adjudicacion,2014-03-10T14:00:27.540000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic693HBCBH-001-2014804-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-7GXMRV-CP-No.006-DGOP-OO.UU-2014-2,ocds-lcuori-7GXMRV-CP-No.006-DGOP-OO.UU-2014-2/4,7GXMRV-CP-No.006-DGOP-OO.UU-2014-2,49261,awardNotice,Resolucion de la Adjudicacion,2014-07-22T09:43:23.143000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic15CP-No.006-DGOP-OO.UU-2014805-ResoluciondelaAdjudicacion.pdf,Resolucion de la Adjudicacion
ocds-lcuori-7G3Myr-LP-04-1210-HSP-2014-2,ocds-lcuori-7G3Myr-LP-04-1210-HSP-2014-2/3,7G3Myr-LP-04-1210-HSP-2014-2,47483,awardNotice,Resolucion de la Adjudicacion,2014-06-13T15:06:39.017000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic96LP-04-1210-HSP-2014802-ResoluciondelaAdjudicacion.docx,Resolucion de la Adjudicacion
ocds-lcuori-MrMagr-LP-034-2014-2,ocds-lcuori-MrMagr-LP-034-2014-2/3,MrMagr-LP-034-2014-2,51194,awardNotice,Resolucion de la Adjudicacion,2014-09-03T15:34:18.680000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic84LP-034-2014802-ResoluciondelaAdjudicacion.PDF,Resolucion de la Adjudicacion
ocds-lcuori-MrMagr-LP-035-2014-2,ocds-lcuori-MrMagr-LP-035-2014-2/3,MrMagr-LP-035-2014-2,52872,awardNotice,Resolucion de la Adjudicacion,2014-10-16T15:20:59.663000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic84LP-035-2014802-ResoluciondelaAdjudicacion.PDF,Resolucion de la Adjudicacion
ocds-lcuori-MrMagr-LP-036-2014-2,ocds-lcuori-MrMagr-LP-036-2014-2/3,MrMagr-LP-036-2014-2,48374,awardNotice,Resolucion de la Adjudicacion,2014-07-03T15:43:20.603000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic84LP-036-2014802-ResoluciondelaAdjudicacion.PDF,Resolucion de la Adjudicacion
ocds-lcuori-MrMagr-LP-037-2014-2,ocds-lcuori-MrMagr-LP-037-2014-2/4,MrMagr-LP-037-2014-2,47136,awardNotice,Resolucion de la Adjudicacion,2014-06-04T16:40:28.997000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic84LP-037-2014802-ResoluciondelaAdjudicacion.PDF,Resolucion de la Adjudicacion
ocds-lcuori-MrMagr-LP-038-2014-2,ocds-lcuori-MrMagr-LP-038-2014-2/4,MrMagr-LP-038-2014-2,47129,awardNotice,Resolucion de la Adjudicacion,2014-06-04T16:12:50.707000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic84LP-038-2014802-ResoluciondelaAdjudicacion.PDF,Resolucion de la Adjudicacion
ocds-lcuori-MrMagr-LP-039-2014-2,ocds-lcuori-MrMagr-LP-039-2014-2/4,MrMagr-LP-039-2014-2,47126,awardNotice,Resolucion de la Adjudicacion,2014-06-04T15:58:15.010000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic84LP-039-2014802-ResoluciondelaAdjudicacion.PDF,Resolucion de la Adjudicacion
