ocid,id,awards/0/id,awards/0/value/amount,awards/0/value/currency,awards/0/description
ocds-lcuori-189992,ocds-lcuori-189992/2-contract,189992,20000.8,HNL,compra LLANTAS 195 R 15 SC 2019 1702 0058  Y 2019 1702 0059
ocds-lcuori-190002,ocds-lcuori-190002/2-contract,190002,20000.8,HNL,COMPRA LLANTAS 195 R 15 SC 2019 1702 0060 Y 2019 1702 0064
ocds-lcuori-184300,ocds-lcuori-184300/3-contract,184300,3421.25,HNL,Suministro de 500 discos DVD solicitados por el Tribunal de Sentencia de Siguatepeque
ocds-lcuori-190003,ocds-lcuori-190003/2-contract,190003,45360.6,HNL,SE REQUIERE COMPRAR PAPEL BOND EN VISTA QUE ACTUALMENTE LOS ALMACENES NO CUENTAN CON EL STOCK MINIMO DE ESE MATERIAL
ocds-lcuori-190004,ocds-lcuori-190004/3-contract,190004,49999.93,HNL,SOLPED 10013142 SOLICITADO POR LA UMEP 01 ENTREGAR EN ALMACEN DE DALPO COMAYAGUA TIEMPO MAXIMO DE ENTREGA 20 DIAS HABILES 
ocds-lcuori-190013,ocds-lcuori-190013/2-contract,190013,53440.5,HNL,SE REQUIERE COMPRAR PAPEL BOND EN VISTA QUE ACTUALMENTE LOS ALMACENES NO CUENTAN CON EL STOCK MINIMO DE ESE MATERIAL
ocds-lcuori-190026,ocds-lcuori-190026/2-contract,190026,8045.400000000001,HNL,158 2019
ocds-lcuori-190027,ocds-lcuori-190027/2-contract,190027,26720.25,HNL,SE REQUIERE COMPRAR PAPEL BOND EN VISTA QUE ACTUALMENTE LOS ALMACENES NO CUENTAN CON EL STOCK MINIMO DE ESE MATERIAL
ocds-lcuori-190035,ocds-lcuori-190035/2-contract,190035,29004.612500000003,HNL,COMPRA DE MATERIA DE OFICINA
ocds-lcuori-190036,ocds-lcuori-190036/2-contract,190036,235.175,HNL,CMA 111 A 2019 COMPRA DE SNACKS PARA USO DE LA DIRECCION DE FINANZAS DEL IDECOAS FHIS SEGUN MEMORANDO DFA 01123 2019  EL PRODUCTO DEBERA SER ENTREGADO EN LA UNIDAD DE PROVEEDURIA 
ocds-lcuori-190037,ocds-lcuori-190037/2-contract,190037,4330.5245,HNL,Productos Alimenticios y Bebidas compra de fresco y chorros Lugar de Entrega Bodega Sub Gerencia de Recursos Materiales y Servicios Generales
ocds-lcuori-184360,ocds-lcuori-184360/3-contract,184360,4570.905000000001,HNL,Suministro de 03 sumadoras electricas de 14 digitos solicitados por el Departamento de Servicios Administrativos
ocds-lcuori-190039,ocds-lcuori-190039/2-contract,190039,1002.7760000000001,HNL,CMA 111 B 2019 COMPRA DE SNACKS PARA USO DE LA DIRECCION DE FINANZAS DEL IDECOAS FHIS SEGUN MEMORANDO DFA 01123 2019  EL PRODUCTO DEBERA SER ENTREGADO EN LA UNIDAD DE PROVEEDURIA
ocds-lcuori-190040,ocds-lcuori-190040/2-contract,190040,1904.1470000000002,HNL,COMPRA DE MATERIALES DE OFICINA QUE SERAN UTILIZADOS PARA EL ABASTECIMIENTO DEL ALMACEN CENTRAL DEL INSTITUTO DE LA PROPIEDAD
ocds-lcuori-184362,ocds-lcuori-184362/3-contract,184362,1126.425,HNL,Suministro de 01 sumadora electrica de 12 digitos solicitados por la Administracion regional de Santa Barbara
ocds-lcuori-190048,ocds-lcuori-190048/2-contract,190048,23212.175,HNL,Compra de papel de escritorio para ser utilizado por la Direcciones del Estado Mayor Conjunto Organismos y Dependencias correspondiente al tercer trimestre del a?o 2019
ocds-lcuori-190049,ocds-lcuori-190049/2-contract,190049,22540.0,HNL,Productos Alimenticios y Bebidas compra de refrescos Lugar de Entrega Bodega Sub Gerencia de Recursos Materiales y Servicios Generales
ocds-lcuori-190057,ocds-lcuori-190057/2-contract,190057,13958.0,HNL,Productos Alimentos y Bebidas compra de refrescos Lugar de Entrega Bodega Sub Gerencia de Recursos Materiales y Servicios Generales
ocds-lcuori-173206,ocds-lcuori-173206/4-contract,173206,2419.2000000000003,HNL,compra de varios materiales para uso de la SEDH
ocds-lcuori-185197,ocds-lcuori-185197/3-contract,185197,2052.75,HNL,Suministro de 30 paquetes de 10 unidades de DVD R solicitados por el Tribunal de Sentencia de Extradicion
ocds-lcuori-189496,ocds-lcuori-189496/3-contract,189496,25594.4,HNL,LA COMPRA DE GALLETAS
ocds-lcuori-189979,ocds-lcuori-189979/3-contract,189979,660.1,HNL,ADQUISICION DE SERVILLETAS DE PAPEL DOBLE HOJA CUADRADA DE 500 UNIDADES SOLICITADOS CON LA REQUISICION ICF DE 005 2019 PARA SER UTILIZADOS PARA LAS ATENCIONES DE LAS REUNIONES QUE SE DESARROLLAN EN LA DIRECCION EJECUTIVA ICF OFICINA CENTRAL
ocds-lcuori-190069,ocds-lcuori-190069/2-contract,190069,,,COMPRA DE ACEITE PARA SER UTILIZADO EN LOS DIFERENTES VEHICULOS ASIGNADOS A ESTA REGION DEPARTAMENTAL DE SALUD
ocds-lcuori-190079,ocds-lcuori-190079/2-contract,190079,4937.3325,HNL,Material de Oficina 
ocds-lcuori-190090,ocds-lcuori-190090/2-contract,190090,1078313.6,HNL,SERAN UTILIZADAS PARA EL FUNCIONAMIENTO DE LA SEDE REGIONAL DE TOMALA LEMPIRA DE LA UNIVERSIDAD NACIONAL DE AGRICULTURA
ocds-lcuori-174908,ocds-lcuori-174908/3-contract,174908,17717.57,HNL,COMPRA DE SUMINISTRO DE OFICINA Y PAPEL BOND PARA USO DE LA SECRETARIA EJECUTIVA DE ADMINISTRACION Y FINANZAS
ocds-lcuori-190091,ocds-lcuori-190091/2-contract,190091,4663.71,HNL,COMPRA DE GALLETAS Y DULCES PARA CELEBRACION DEL DIA DEL NI?O
ocds-lcuori-174911,ocds-lcuori-174911/3-contract,174911,3530.0170000000003,HNL,ESTOS PRODUCTOS DE PAPEL Y CARTON SERAN UTILIZADOS EN LA OFICINA DE LA UNIDAD DE GENERO
ocds-lcuori-190092,ocds-lcuori-190092/2-contract,190092,79522.5,HNL,SERAN UTILIZADAS PARA EL FUNCIONAMIENTO DE LA SEDE REGIONAL DE TOMALA LEMPIRA DE LA UNIVERSIDAD NACIONAL DE AGRICULTURA
ocds-lcuori-190093,ocds-lcuori-190093/2-contract,190093,1587.0,HNL,COMPRA DE REFRESCOS PARA CELEBRACION DEL DIA DEL NI?O
ocds-lcuori-190094,ocds-lcuori-190094/2-contract,190094,132020.0,HNL,SERAN UTILIZADAS PARA EL FUNCIONAMIENTO DE LA SEDE REGIONAL DE TOMALA LEMPIRA DE LA UNIVERSIDAD NACIONAL DE AGRICULTURA
ocds-lcuori-190190,ocds-lcuori-190190/3-contract,190190,20527.5,HNL,Suministro de 3000 discos para DVD solicitados por el Juzgado de Letras Penal de San Pedro Sula
ocds-lcuori-190101,ocds-lcuori-190101/2-contract,190101,100507.6425,HNL,Compra de suministros de oficina varios
ocds-lcuori-191588,ocds-lcuori-191588/3-contract,191588,721.74,HNL,Suministro de 03 cintas impresoras y 03 cintas correctoras solicitadas por la Sala Laboral Contencioso Administrativo
ocds-lcuori-190102,ocds-lcuori-190102/2-contract,190102,110729.9695,HNL,COMPRA DE SUMINISTROS DE OFICINA VARIOS
ocds-lcuori-190103,ocds-lcuori-190103/2-contract,190103,8016.650000000001,HNL,COMPRA DE SUMINISTROS DE OFICINA VARIOS
ocds-lcuori-190104,ocds-lcuori-190104/2-contract,190104,83508.147,HNL,COMPRA DE SUMINISTROS DE OFICINA VARIOS
ocds-lcuori-191649,ocds-lcuori-191649/3-contract,191649,13647.51,HNL,Suministro de 06 sumadoras de 14 digitos y 04 sumadoras de 12 digitos solicitados por varias Dependencias
ocds-lcuori-190105,ocds-lcuori-190105/2-contract,190105,17012.15,HNL,COMESTIBLES DAFPN LOGISTICA DAIC 
ocds-lcuori-190106,ocds-lcuori-190106/2-contract,190106,31606.324,HNL,COMPRA DE SUMINISTROS DE OFICINA VARIOS
ocds-lcuori-174921,ocds-lcuori-174921/4-contract,174921,78200.0,HNL,AUTORIZADO EN MEMORANDO 7992 GAYF 2019 DE FECHA 28 06 2019 FIRMADO POR EL LIC EDWIN ORLANDO MEDINA GERENTE ADMINISTRATIVO Y FINANCIERO SOLICITUD DE COMPRA EN MEMORANDO 1543 SGDSMYC 2019 DE FECHA 20 06 2019 FIRMADO POR LA LIC OLGA MARINA CHECK SUBGERENTE DE COMPRAS PRESUPUESTO APROBADO EN MEMORANDO 1852 SGP IHSS 2019 DE FECHA 19 06 2019 FIRMADO POR EL LIC JOSE LORENZO COTO SUBGERENTE DE PRESUPUESTO PROGRAMACION DE LA COMPRA EN MEMORANDO NO 1507 SDGDSMYC 2018 DE FECHA 18 06 2019 FIRMADO POR EL LIC CECILIO OVIEDO COORDINADOR DE PROGRAMACIONES FAVOR ENTREGAR ESTE PRODUCTO EN EL ALMACEN CENTRAL
ocds-lcuori-174922,ocds-lcuori-174922/4-contract,174922,856362.8065,HNL,AUTORIZADO EN MEMORANDO 7992 GAYF 2019 DE FECHA 28 06 2019 FIRMADO POR EL LIC EDWIN ORLANDO MEDINA GERENTE ADMINISTRATIVO Y FINANCIERO SOLICITUD DE COMPRA EN MEMORANDO 1543 SGDSMYC 2019 DE FECHA 20 06 2019 FIRMADO POR LA LIC OLGA MARINA CHECK SUBGERENTE DE COMPRAS PRESUPUESTO APROBADO EN MEMORANDO 1852 SGP IHSS 2019 DE FECHA 19 06 2019 FIRMADO POR EL LIC JOSE LORENZO COTO SUBGERENTE DE PRESUPUESTO PROGRAMACION DE LA COMPRA EN MEMORANDO NO 1507 SDGDSMYC 2018 DE FECHA 18 06 2019 FIRMADO POR EL LIC CECILIO OVIEDO COORDINADOR DE PROGRAMACIONES FAVOR ENTREGAR ESTE PRODUCTO EN EL ALMACEN CENTRAL
ocds-lcuori-192812,ocds-lcuori-192812/3-contract,192812,684.25,HNL,Suministro de 100 discos DVD
ocds-lcuori-174923,ocds-lcuori-174923/3-contract,174923,57920.6125,HNL,AUTORIZADO EN MEMORANDO 7992 GAYF 2019 DE FECHA 28 06 2019 FIRMADO POR EL LIC EDWIN ORLANDO MEDINA GERENTE ADMINISTRATIVO Y FINANCIERO SOLICITUD DE COMPRA EN MEMORANDO 1543 SGDSMYC 2019 DE FECHA 20 06 2019 FIRMADO POR LA LIC OLGA MARINA CHECK SUBGERENTE DE COMPRAS PRESUPUESTO APROBADO EN MEMORANDO 1852 SGP IHSS 2019 DE FECHA 19 06 2019 FIRMADO POR EL LIC JOSE LORENZO COTO SUBGERENTE DE PRESUPUESTO PROGRAMACION DE LA COMPRA EN MEMORANDO NO 1507 SDGDSMYC 2018 DE FECHA 18 06 2019 FIRMADO POR EL LIC CECILIO OVIEDO COORDINADOR DE PROGRAMACIONES FAVOR ENTREGAR ESTE PRODUCTO EN EL ALMACEN CENTRAL
ocds-lcuori-174924,ocds-lcuori-174924/3-contract,174924,2089957.905,HNL,AUTORIZADO EN MEMORANDO 7992 GAYF 2019 DE FECHA 28 06 2019 FIRMADO POR EL LIC EDWIN ORLANDO MEDINA GERENTE ADMINISTRATIVO Y FINANCIERO SOLICITUD DE COMPRA EN MEMORANDO 1543 SGDSMYC 2019 DE FECHA 20 06 2019 FIRMADO POR LA LIC OLGA MARINA CHECK SUBGERENTE DE COMPRAS PRESUPUESTO APROBADO EN MEMORANDO 1852 SGP IHSS 2019 DE FECHA 19 06 2019 FIRMADO POR EL LIC JOSE LORENZO COTO SUBGERENTE DE PRESUPUESTO PROGRAMACION DE LA COMPRA EN MEMORANDO NO 1507 SDGDSMYC 2018 DE FECHA 18 06 2019 FIRMADO POR EL LIC CECILIO OVIEDO COORDINADOR DE PROGRAMACIONES FAVOR ENTREGAR ESTE PRODUCTO EN EL ALMACEN CENTRAL
ocds-lcuori-174925,ocds-lcuori-174925/3-contract,174925,59202.0,HNL,AUTORIZADO EN MEMORANDO 7992 GAYF 2019 DE FECHA 28 06 2019 FIRMADO POR EL LIC EDWIN ORLANDO MEDINA GERENTE ADMINISTRATIVO Y FINANCIERO SOLICITUD DE COMPRA EN MEMORANDO 1543 SGDSMYC 2019 DE FECHA 20 06 2019 FIRMADO POR LA LIC OLGA MARINA CHECK SUBGERENTE DE COMPRAS PRESUPUESTO APROBADO EN MEMORANDO 1852 SGP IHSS 2019 DE FECHA 19 06 2019 FIRMADO POR EL LIC JOSE LORENZO COTO SUBGERENTE DE PRESUPUESTO PROGRAMACION DE LA COMPRA EN MEMORANDO NO 1507 SDGDSMYC 2018 DE FECHA 18 06 2019 FIRMADO POR EL LIC CECILIO OVIEDO COORDINADOR DE PROGRAMACIONES FAVOR ENTREGAR ESTE PRODUCTO EN EL ALMACEN CENTRAL
ocds-lcuori-174926,ocds-lcuori-174926/3-contract,174926,4975.5025000000005,HNL,DIRECCION EJECUTIVA COT 0069
ocds-lcuori-190108,ocds-lcuori-190108/2-contract,190108,720.0,HNL,CMA 607 A 2019 COMPRA DE 36 PAQUETES DE BOLSAS CON AGUA GERENCIA DE ASEO MUNICIPAL 
ocds-lcuori-190109,ocds-lcuori-190109/2-contract,190109,12873.1,HNL,COMPRA DE LLANTAS
ocds-lcuori-174928,ocds-lcuori-174928/3-contract,174928,71906.05,HNL,adquisicion de materiales de oficina para las diferentes subdirecciones adscritas a la Direccion de Modalidades Educativas 
ocds-lcuori-174930,ocds-lcuori-174930/4-contract,174930,67799.975,HNL,Adquisicion de materiales de oficina para las diferentes subdirecciones adscritas a la Direccion General de Modalidades Educativas
ocds-lcuori-190110,ocds-lcuori-190110/3-contract,190110,38870.86,HNL,COMESTIBLES DAFPN LOGISTICA DAIC
ocds-lcuori-193911,ocds-lcuori-193911/3-contract,193911,381.386,HNL,CARTUCHO DE TINTA CANON 140 NEGRO
ocds-lcuori-174931,ocds-lcuori-174931/3-contract,174931,9066.32,HNL,COMPRA DE INSUMOS PARA RECTORIA
ocds-lcuori-194174,ocds-lcuori-194174/3-contract,194174,2355.2000000000003,HNL,compra de galletas cafe refrescos para las actividades planificadas de fcj
ocds-lcuori-190112,ocds-lcuori-190112/2-contract,190112,266.8,HNL,compra de dos USB para uso en la expo feria industrial
ocds-lcuori-190113,ocds-lcuori-190113/2-contract,190113,21242.93,HNL,COMESTIBLES DAFPN LOGISTICA DAIC 
ocds-lcuori-190123,ocds-lcuori-190123/2-contract,190123,3207.6,HNL,COMESTIBLES DAFPN LOGISTICA 
ocds-lcuori-190124,ocds-lcuori-190124/2-contract,190124,134481.45,HNL,COMPRA DE MATERIALES DE OFICINA QUE SERAN UTILIZADOS PARA EL ABASTECIMIENTO DEL ALMACEN CENTRAL DEL INSTITUTO DE LA PROPIEDAD
ocds-lcuori-190134,ocds-lcuori-190134/2-contract,190134,16151.52,HNL,3 Toner GPR 48 y 3 Toner CF237YC para uso en La Direccion de Auditorias Especiales  
ocds-lcuori-190145,ocds-lcuori-190145/2-contract,190145,8318.18,HNL,Suministros de Oficina para uso en La Direccion de Auditorias Especiales 
ocds-lcuori-194305,ocds-lcuori-194305/3-contract,194305,26531.0,HNL,1234 Botellones con agua para abastecer oficinas de CONATEL 
ocds-lcuori-190146,ocds-lcuori-190146/2-contract,190146,131348.3175,HNL,COMPRA DE MATERIALES DE OFICINA QUE SERAN UTILIZADOS PARA EL ABASTECIMIENTO DEL ALMACEN CENTRAL DEL INSTITUTO DE LA PROPIEDAD
ocds-lcuori-194380,ocds-lcuori-194380/2-contract,194380,48217.545,HNL,VARIAS TINTAS
ocds-lcuori-194391,ocds-lcuori-194391/2-contract,194391,950.9,HNL,compra de materiales de oficina para uso dela facultad
ocds-lcuori-190147,ocds-lcuori-190147/2-contract,190147,150769.6,HNL,llantas
ocds-lcuori-190148,ocds-lcuori-190148/2-contract,190148,4642.875,HNL,Suministros de Oficina para uso en La Direccion de Auditorias Especiales
ocds-lcuori-190156,ocds-lcuori-190156/2-contract,190156,25000.0,HNL,agua
ocds-lcuori-190157,ocds-lcuori-190157/2-contract,190157,931.5690000000001,HNL,Suministros de Oficina para uso de La Direccion de Auditorias Especiales
ocds-lcuori-190158,ocds-lcuori-190158/2-contract,190158,28638.044,HNL,COMPRA DE MATERIALES DE OFICINA QUE SERAN UTILIZADOS PARA EL ABASTECIMIENTO DEL ALMACEN CENTRAL DEL INSTITUTO DE LA PROPIEDAD
ocds-lcuori-194392,ocds-lcuori-194392/2-contract,194392,1359.944,HNL,para ser utilizadas en la unidad de asesoria legal de la universidad nacional de agricultura 
ocds-lcuori-190160,ocds-lcuori-190160/2-contract,190160,6451.5,HNL,COMPRA DE GALLETAS DULCES Y REFRESCOS
ocds-lcuori-194393,ocds-lcuori-194393/2-contract,194393,139.15,HNL,para ser utilizadas en la unidad de asesoria legal de la universidad nacional de agricultura
ocds-lcuori-190162,ocds-lcuori-190162/2-contract,190162,1111.59,HNL,ADQUISICION DE 108 PAQUETES DE SERVILLETA DOBLE HOJA DE 100 UNIDADES SOLICITADO CON LA REQUISICION ICF DE 005 2019 PARA SER UTILIZADOS PARA LAS ATENCIONES DE LAS REUNIONES QUE SE DESARROLLAN EN LA DIRECCION EJECUTIVA ICF OFICINA CENTRAL NOTA SE REALIZO UN PROMEDIO DEL PRESUPUESTO ASIGNADO A ESTE PRODUCTO POR MOTIVO QUE SE SOLICITA 20 PAQUETES DE SERVILLETAS DE 500 UNIDADES Y AL MOMENTO DE REALIZAR LA ORDEN DE COMPRA EN EL CATALOGO ELECTRONICO SOLO SE ENCONTRO DE 100 UNIDADES 
ocds-lcuori-194402,ocds-lcuori-194402/2-contract,194402,852.518,HNL,CARTUCHO CANON 
ocds-lcuori-194403,ocds-lcuori-194403/2-contract,194403,2106.3,HNL,compra de insumos de galletas refrescos y cafe para las actividades de la facultad programadas
ocds-lcuori-190165,ocds-lcuori-190165/2-contract,190165,6440.0,HNL,guillotina
ocds-lcuori-194404,ocds-lcuori-194404/2-contract,194404,897.0,HNL,compra de aceite 15w40 para vehiculo placa n08794
ocds-lcuori-190166,ocds-lcuori-190166/2-contract,190166,69.66,HNL,COMPRA DE MATERIAL DE OFICINA QUE SERA UTILIZADO PARA EL ABASTECIMIENTO DEL ALMACEN CENTRAL DEL INSTITUTO DE LA PROPIEDAD
ocds-lcuori-194413,ocds-lcuori-194413/2-contract,194413,3218.85,HNL,para ser utilizado en el laboratorio de entomopatologia de la facultad de ciencias agrarias de la universidad nacional de agricultura
ocds-lcuori-190167,ocds-lcuori-190167/2-contract,190167,5865.0,HNL,Productos Alimenticios y Bebidas compra de Azucar Lugar de Entrega Bodega Sub Gerencia de Recursos Materiales y Servicios Generales
ocds-lcuori-194414,ocds-lcuori-194414/2-contract,194414,26531.0,HNL,1234 Botellones con agua para abastecer la proveeduria de CONATEL
ocds-lcuori-194424,ocds-lcuori-194424/2-contract,194424,1946.0,HNL,compra de insumos para desarrollo de actividades
ocds-lcuori-190179,ocds-lcuori-190179/2-contract,190179,1457.97,HNL,4 Sellos Foliadores para uso en Auditoria Sector Social
ocds-lcuori-194425,ocds-lcuori-194425/2-contract,194425,879.3820000000001,HNL,para ser utilizado en la oficina de la utic de la universidad nacional de agricultura
ocds-lcuori-190180,ocds-lcuori-190180/2-contract,190180,112270.75,HNL,COMPRA DE RECREO VIAS
ocds-lcuori-194427,ocds-lcuori-194427/2-contract,194427,1495.2,HNL,COMPRA DE REFRESCOS PARA REUNION DE LOS PATRONATOS VILLA SAN FRANCISCO VILLA NUEVA VILLA UNION Y CENTRO EDUCATIVO SAN MIGUEL DE HEREDIA
ocds-lcuori-190181,ocds-lcuori-190181/2-contract,190181,4530.0,HNL,Productos Alimenticios y Bebidas compra de galletas Lugar de Entrega Bodega Sub Gerencia de Recursos Materiales y Servicios Generales
ocds-lcuori-190189,ocds-lcuori-190189/2-contract,190189,9891.518,HNL,Papel para elaborar cuadernos para baja vision
ocds-lcuori-190191,ocds-lcuori-190191/2-contract,190191,3541.425,HNL,REPUESTOS Y ACCESORIOS MOUSE INALAMBRICO LUGAR DE ENRTREGA BODEGA SUB GERENCIA DE RECURSOS MATERIALES Y SERVICIOS GENERALES 
ocds-lcuori-190193,ocds-lcuori-190193/2-contract,190193,5336.0,HNL,2 Toner para uso en el Departamento de Fiscalizacion de Auditorias Internas Municipales
ocds-lcuori-190194,ocds-lcuori-190194/3-contract,190194,1252.9365,HNL,Compra de Frescos y churros UIT
ocds-lcuori-190196,ocds-lcuori-190196/2-contract,190196,363.975,HNL,Compra de Frescos y churros uit
ocds-lcuori-190197,ocds-lcuori-190197/2-contract,190197,6971.3,HNL,COMPRA DE RECREOVIAS
ocds-lcuori-190198,ocds-lcuori-190198/2-contract,190198,184.75900000000001,HNL,teclado
ocds-lcuori-194435,ocds-lcuori-194435/2-contract,194435,41084.08,HNL,SOLICITADO PARA CONSUMO DE DE LOS PACIENTES PRINCIPALMENTES LOS QUE SE ENCUENTRAN EN LAS AREAS DE HOSPITALIZACION
ocds-lcuori-190199,ocds-lcuori-190199/3-contract,190199,396.75,HNL,Compra de Frescos y churros uit
ocds-lcuori-194446,ocds-lcuori-194446/2-contract,194446,213800.0,HNL,ARROZ PRECOCIDO
ocds-lcuori-190200,ocds-lcuori-190200/2-contract,190200,2656.2125,HNL,1 Toner para uso en el Departamento de Fiscalizacion de Auditorias Internas Municipales
ocds-lcuori-194447,ocds-lcuori-194447/2-contract,194447,67992.6,HNL,NECESIDADES DE MATERIALES Y SUMINISTROS DE LOS PRODUCTOS QUE SE ENCUENTRAN EN CERO Y LOS QUE ESTAN POR AGOTARSE EN EL ALMACEN
ocds-lcuori-194448,ocds-lcuori-194448/2-contract,194448,14320.145,HNL,ORDEN VIGENTE POR 30 DIAS COMPRA DE TINTAS PARA UMEP 11 EL PROGRESO SEGUN SOLICITUD 10013231 ENTREGAR EN EL ALMACEN DE LA UNIDAD ADMINISTRATIVA PRESENTAR COPIA DE ESTA ORDEN Y CONSTANCIA DE SOLVENCIA SAR VIGENTE
ocds-lcuori-190201,ocds-lcuori-190201/2-contract,190201,20700.0,HNL,UTILES DE ESCRITORIO OFICINA Y ENSE?ANZA QUITAGRAPAS LUGAR DE ENTREGA BODEGA SUB GERENCIA DE RECURSOS MATERIALES Y SERVICIOS GENERALES
ocds-lcuori-190202,ocds-lcuori-190202/2-contract,190202,1478.9,HNL,COMPRA DE RECREOVIAS
ocds-lcuori-190203,ocds-lcuori-190203/2-contract,190203,2619.424,HNL,1 Toner para uso en El Departamento de Fiscalizacion de Auditorias Internas Municipales
ocds-lcuori-187780,ocds-lcuori-187780/3-contract,187780,8054.094,HNL,Suministro de 02 toner CF237YC solicitados por el Juzgado de Letras Civil de SPS
ocds-lcuori-190211,ocds-lcuori-190211/2-contract,190211,3654.1425000000004,HNL,COMPRA DE ALIMENTOS Y BEBIDAS PARA SER BRINDADAS EN REUNIONES DEL RPOGRAMA CLIFOR ICF
ocds-lcuori-190222,ocds-lcuori-190222/2-contract,190222,1955.0,HNL,COMPRA DE RECREOVIAS
ocds-lcuori-190223,ocds-lcuori-190223/3-contract,190223,2401.2000000000003,HNL,Compra de 21 cuartos de aceite 15w40 distribuidos de la siguiente manera primer vehiculo marca nissan modelo patrol a?o 2003 combustible diesel sera asignado 7 cuartos de aceite para el segundo vehiculo marca Toyota modelo Fortunner a?o 2008 combustible diesel le sera asignado 7 cuartos y parta el tercer vehiculo marca nissan modelo pathfinder a?o 2006 combustible diesel le asignaran 7 cuartos de aceite
ocds-lcuori-174936,ocds-lcuori-174936/3-contract,174936,17411.15,HNL,PEGAMENTO LIBRETAS DE TAQUIGRAFIA Y HULES 
ocds-lcuori-174940,ocds-lcuori-174940/3-contract,174940,3500.56,HNL,compra de papeleria y utiles para uso de los empleados de EDUCREDITO
ocds-lcuori-174945,ocds-lcuori-174945/3-contract,174945,134624.69,HNL,COMPRA DE INSUMOS PARA USO DE RECTORIA
ocds-lcuori-174946,ocds-lcuori-174946/3-contract,174946,18286.56,HNL,COMPRA DE INSUMOS PARA USO DE RECTORIA
ocds-lcuori-190234,ocds-lcuori-190234/2-contract,190234,1437.5,HNL,COMPRA DE RECREOVIAS
ocds-lcuori-174949,ocds-lcuori-174949/3-contract,174949,2426.1,HNL,COMPRA DE INSUMOS PARA USO DE RECTORIA
ocds-lcuori-174950,ocds-lcuori-174950/3-contract,174950,9489.82,HNL,alimentos varios
ocds-lcuori-190235,ocds-lcuori-190235/2-contract,190235,1350.0,HNL,COMPRA DE RECREOVIAS
ocds-lcuori-174951,ocds-lcuori-174951/3-contract,174951,824.5500000000001,HNL,compra de utiles de escritorio oficina y ense?anza para ser utilizados en diferentes salas y departamentos de esta unidad hospitalaria para el tercer trimestre a?o 2019
ocds-lcuori-190244,ocds-lcuori-190244/2-contract,190244,7182.900000000001,HNL,para uso de pacientes 
ocds-lcuori-190245,ocds-lcuori-190245/2-contract,190245,1939.707,HNL,SUMINISTRO DE REFRESCOS PARA ATENCIONES DISPENSADAS EN EVENTOS CAPACITACIONES QUE REALIZA LA DNBE CON DIFERENTES INSTITUCIONES DEL ESTADO
ocds-lcuori-174952,ocds-lcuori-174952/3-contract,174952,28093.9595,HNL,Compra de utiles de oficina para inventario de Servicios Generales
ocds-lcuori-190246,ocds-lcuori-190246/2-contract,190246,22714.8,HNL,llantas para ser utilizadas en dos vehiculos asignados a la Jefatura del Estado Mayor Conjunto
ocds-lcuori-194451,ocds-lcuori-194451/2-contract,194451,8451.465,HNL,ORDEN VIGENTE POR 30 DIAS COMPRA DE TINTAS PARA UMEP 11 EL PROGRESO SEGUN SOLICITUD 10013231 ENTREGAR EN EL ALMACEN DE LA UNIDAD ADMINISTRATIVA PRESENTAR COPIA DE ESTA ORDEN Y CONSTANCIA DE SOLVENCIA SAR VIGENTE
ocds-lcuori-194452,ocds-lcuori-194452/2-contract,194452,1239.68,HNL,SUMINISTROS PARA ATENCIONES DISPENSADAS EN EL DESPACHO DE LA TESORERA GENERAL DE LA REPUBLICA
ocds-lcuori-194453,ocds-lcuori-194453/2-contract,194453,21660.25,HNL,CMA 585 2019 COMPRA DE UNA LAPTOP PARA SER UTILIZADA POR EL PERSONAL DEL IDEM PARA INPARTIR CHARLAS EN LOS CENTROS EDUCATIVOS
ocds-lcuori-190248,ocds-lcuori-190248/2-contract,190248,1633.5,HNL,COMPRA DE RECREOVIAS
ocds-lcuori-194454,ocds-lcuori-194454/3-contract,194454,1531.8,HNL,SUMINISTRO DE COLORES ACUARELADOS SOLICITADO POR EL PROGRAMA PILOTO INTEGRAL DE COMBATE A LA POBREZA URBANA PPICPU DE LA SECRETARIA DE FINANZAS
ocds-lcuori-190255,ocds-lcuori-190255/2-contract,190255,8719.99,HNL,ESTAS SERAN INSTALADAS EN EL VEHICULO TOYOTA HILUX SP ASIGNADO AL DESPACHO DEL SE?OR MINISTRO SEGUN EXPEDIENTE OS01 472 2019
ocds-lcuori-194455,ocds-lcuori-194455/2-contract,194455,50571.5835,HNL,UTILES DE OFICINA 
ocds-lcuori-190257,ocds-lcuori-190257/2-contract,190257,1305.365,HNL,ADQUISICION DE 10 PAQUETES DE 6 UNIDAES DE ZAMBOS CON SAL SOLICITADO CON LA REQUISICION ICF DE 005 2019 PARA SER UTILIZADOS PARA LAS ATENCIONES DE LAS REUNIONES QUE SE DESARROLLAN EN LA DIRECCION EJECUTIVA ICF OFICINA CENTRAL
ocds-lcuori-194456,ocds-lcuori-194456/2-contract,194456,1747.0,HNL,SUMINISTROS PARA ATENCIONES DISPENSADAS EN EL DESPACHO DE LA TESORERA GENERAL DE LA REPUBLICA
ocds-lcuori-190258,ocds-lcuori-190258/2-contract,190258,1586.0,HNL,SUMINISTRO DE REFRESCOS PARA ATENCIONES DISPENSADAS EN DIFERENTES EVENTOS Y CAPACITACIONES QUE LA DNBE IMPARTE A INSTITUCIONES
