ocid,id,contracts/0/id,contracts/0/items/0/id,contracts/0/items/0/unit/name,contracts/0/items/0/unit/value/amount,contracts/0/items/0/unit/value/currency,contracts/0/items/0/description,contracts/0/items/0/quantity,contracts/0/items/0/classification/id,contracts/0/items/0/classification/scheme,contracts/0/items/0/classification/description
ocds-lcuori-5248,ocds-lcuori-5248/3-contract,5248,14056,Unidad,267.145,HNL,Cartucho de tinta HP 122 Tricolor CH562HL,4.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5248,ocds-lcuori-5248/3-contract,5248,14057,Unidad,1583.803,HNL,"Toner HP 49A Negro Q5949A
",4.0,44103103,UNSPSC,Toner
ocds-lcuori-5246,ocds-lcuori-5246/3-contract,5246,14052,Unidad,35.65,HNL,ARCHIVADORES TAMA?O OFICIO(LEITZ O EQUIVALENTE),50.0,44111607,UNSPSC,Archivadores de cheques ( LEITZ )
ocds-lcuori-5250,ocds-lcuori-5250/3-contract,5250,14062,Unidad,512.072,HNL,Cartucho de Tinta HP 56 Negro C6656AL,9.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5250,ocds-lcuori-5250/3-contract,5250,14063,Unidad,827.586,HNL,"Cartucho de tinta tricolor HP 57 C6657AE
 

",9.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5250,ocds-lcuori-5250/3-contract,5250,14064,Unidad,626.566,HNL,Cartucho de tinta tricolor HP 122XL CH564HL,6.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5250,ocds-lcuori-5250/3-contract,5250,14065,Unidad,621.345,HNL,Cartucho de tinta negra HP 122XL CH563HL,8.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5250,ocds-lcuori-5250/3-contract,5250,14066,Unidad,1684.704,HNL,"Cartucho de toner negro HP 05A Negro CE505A
",2.0,44103103,UNSPSC,Toner
ocds-lcuori-5250,ocds-lcuori-5250/3-contract,5250,14067,Unidad,2918.5045,HNL,Toner HP 55A Negro CE255A,2.0,44103103,UNSPSC,Toner
ocds-lcuori-5251,ocds-lcuori-5251/3-contract,5251,14068,Unidad,785.9675,HNL,Cartucho de tinta HP 15 Negro C6615DL,2.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5251,ocds-lcuori-5251/3-contract,5251,14069,Unidad,872.8615,HNL,Cartucho de inyeccion de tinta tricolor HP 78 C6578DL,2.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5251,ocds-lcuori-5251/3-contract,5251,14070,Unidad,836.74,HNL,Cartucho de tinta HP 45 Negro 51645A,1.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5257,ocds-lcuori-5257/3-contract,5257,14104,Unidad,512.072,HNL,Cartucho de Tinta HP 56 Negro C6656AL,3.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5257,ocds-lcuori-5257/3-contract,5257,14105,Unidad,827.586,HNL,"Cartucho de tinta tricolor HP 57 C6657AE
 

",3.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5258,ocds-lcuori-5258/3-contract,5258,14106,Unidad,1414.4655,HNL,Cartucho de Toner Samsung MLT-D101S,1.0,44103103,UNSPSC,Toner
ocds-lcuori-5254,ocds-lcuori-5254/3-contract,5254,14074,Unidad,471.5,HNL,"ENGRAPADORA DE ACERO MANGO LARGO BASE ANTIDERRAPANTE, 130 HOJAS MINIMO",1.0,44121615,UNSPSC,Grapadoras  de escritorio
ocds-lcuori-5254,ocds-lcuori-5254/3-contract,5254,14075,Unidad,16.9625,HNL,ALMOHADILLA PARA SELLOS DE TINTA TAMA?O GRANDE,12.0,44121905,UNSPSC,Almohadillas de entintar o estampar
ocds-lcuori-5254,ocds-lcuori-5254/3-contract,5254,14076,Caja,10.12,HNL,CLIP PARA PAPEL TAMA?O 50 mm,100.0,44122104,UNSPSC,Clips para papel
ocds-lcuori-5254,ocds-lcuori-5254/3-contract,5254,14077,Unidad,19.2625,HNL,"TIJERA DE ACERO INOXIDABLE MEDIDA 8""",12.0,44121618,UNSPSC,Tijeras
ocds-lcuori-5254,ocds-lcuori-5254/3-contract,5254,14078,Unidad,108.9625,HNL,"ENGRAPADORA DE ACERO TAMA?O ESTANDAR, 20 HOJAS MINIMO",6.0,44121615,UNSPSC,Grapadoras  de escritorio
ocds-lcuori-5254,ocds-lcuori-5254/3-contract,5254,14079,Caja,253.5175,HNL,"DVD+RW, 4X, PRESENTACION CAJA DE 10 UNIDADES",24.0,43202003,UNSPSC,Discos v?deo digitales (DVD)
ocds-lcuori-5254,ocds-lcuori-5254/3-contract,5254,14080,Caja,96.6,HNL,"CD-R, 48X, PRESENTACION CAJA DE 10 UNIDADES",24.0,43202001,UNSPSC,Discos compactos (CD)
ocds-lcuori-5254,ocds-lcuori-5254/3-contract,5254,14081,Unidad,28.4625,HNL,TINTA PARA SELLOS EN BOTE ROLL-ON COLOR NEGRO,12.0,44121902,UNSPSC,Tinta china
ocds-lcuori-5254,ocds-lcuori-5254/3-contract,5254,14082,Unidad,9.2,HNL,LIBRETA DE TAQUIGRAFIA. Producto Exento,24.0,14111531,UNSPSC,Libros o cuadernos de registro
ocds-lcuori-5254,ocds-lcuori-5254/3-contract,5254,14083,Unidad,39.1,HNL,PAPEL PARA FAX ,6.0,14111508,UNSPSC,Papel para fax
ocds-lcuori-5254,ocds-lcuori-5254/3-contract,5254,14084,Unidad,112.0,HNL,"CUADERNO UNICO GRANDE CON FORRO 1 SOLO COLOR, 400 PAGINAS Producto Exento",12.0,14111531,UNSPSC,Libros o cuadernos de registro
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,5255,14085,Caja,151.8,HNL,"CARPETA COLGANTE PARA ORGANIZAR ARCHIVOS TAMA?O OFICIO, 210 GRS/MT2",24.0,44122017,UNSPSC,Carpetas colgantes
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,5255,14086,Unidad,34.5,HNL,ARCHIVADORES TAMA?O CARTA (LEITZ O EQUIVALENTE),12.0,44111607,UNSPSC,Archivadores de cheques ( LEITZ )
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,5255,14087,Unidad,0.9,HNL,LAPIZ GRAFITO HB. Producto Exento,50.0,60121520,UNSPSC,L?pices de carboncillo
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,5255,14088,Caja,12.075,HNL,GRAPAS ESTANDAR 26/6 PRESENTACION CAJA DE 5000 UNIDADES,48.0,44122107,UNSPSC,Grapas
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,5255,14089,Unidad,3.335,HNL,"CINTA ADHESIVA COLOR TRANSPARENTE MEDIDA 3/4"" x 36 yds (Tape)",48.0,44121605,UNSPSC,Rollos de cinta adhesiva transparente
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,5255,14090,Resma,90.85,HNL,FOLDER TAMA?O CARTA RESMA DE 100 UNIDADES,36.0,44122011,UNSPSC,Carpetas para archivos o folder
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,5255,14091,Resma,105.225,HNL,FOLDER TAMA?O OFICIO RESMA DE 100 UNIDADES,100.0,44122011,UNSPSC,Carpetas para archivos o folder
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,5255,14092,Unidad,4.07,HNL,MARCADOR PERMANENTE PUNTA GRUESA COLOR AZUL. Producto Exento,50.0,44121708,UNSPSC,Marcadores permanentes
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,5255,14093,Unidad,4.07,HNL,MARCADOR PERMANENTE PUNTA GRUESA COLOR NEGRO. Producto Exento,150.0,44121708,UNSPSC,Marcadores permanentes
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,5255,14094,Unidad,4.07,HNL,MARCADOR PERMANENTE PUNTA GRUESA COLOR ROJO. Producto Exento,50.0,44121708,UNSPSC,Marcadores permanentes
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,5255,14095,Unidad,8.694,HNL,CORRECTOR EN FORMA DE LAPIZ ,24.0,44121805,UNSPSC,L?piz corrector
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,5255,14096,Unidad,4.232,HNL,LAPIZ PORTAMINAS 0.7,24.0,44121705,UNSPSC,L?piz portaminas
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,5255,14097,Unidad,4.6805,HNL,MARCADOR O RESALTADOR FLUORESCENTE COLOR ROSADO PUNTA GRUESA. ,100.0,44121716,UNSPSC,Resaltadores fluorescentes
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,5255,14098,Unidad,4.6805,HNL,MARCADOR O RESALTADOR FLUORESCENTE COLOR AMARILLO PUNTA GRUESA. ,100.0,44121716,UNSPSC,Resaltadores fluorescentes
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,5255,14099,Unidad,4.6805,HNL,MARCADOR O RESALTADOR FLUORESCENTE COLOR AZUL PUNTA GRUESA. ,100.0,44121716,UNSPSC,Resaltadores fluorescentes
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,5255,14100,Unidad,4.6805,HNL,MARCADOR O RESALTADOR FLUORESCENTE COLOR VERDE PUNTA GRUESA. ,50.0,44121716,UNSPSC,Resaltadores fluorescentes
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,5255,14101,Bolsa,17.825,HNL,GOMAS ELASTICAS O HULES No. 18,100.0,44122101,UNSPSC,Gomas el?sticas o hules
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,5255,14102,Bolsa,17.825,HNL,GOMAS ELASTICAS O HULES No.33,100.0,44122101,UNSPSC,Gomas el?sticas o hules
ocds-lcuori-5256,ocds-lcuori-5256/3-contract,5256,14103,Unidad,1367.373,HNL,"Cartucho de toner negro HP 85A CE285A
",1.0,44103103,UNSPSC,Toner
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14131,Caja,132.0,HNL,"CARPETA COLGANTE PARA ORGANIZAR ARCHIVOS TAMA?O OFICIO, 210 GRS/MT2",100.0,44122017,UNSPSC,Carpetas colgantes
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14132,Unidad,3.2,HNL,CLIP PARA PAPEL TAMA?O 33 mm,100.0,44122104,UNSPSC,Clips para papel
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14133,Unidad,16.5,HNL,FASTENERS METALICOS DE 8 cms,100.0,44122118,UNSPSC,Fasteners
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14134,Unidad,30.0,HNL,ARCHIVADORES TAMA?O CARTA (LEITZ O EQUIVALENTE),200.0,44111607,UNSPSC,Archivadores de cheques ( LEITZ )
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14135,Unidad,31.0,HNL,ARCHIVADORES TAMA?O OFICIO(LEITZ O EQUIVALENTE),200.0,44111607,UNSPSC,Archivadores de cheques ( LEITZ )
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14136,Unidad,54.0,HNL,ORGANIZADOR DE SELLOS PARA 6 UNIDADES,75.0,44111514,UNSPSC,Organizadores de sellos
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14137,Unidad,3.65,HNL,"PINZA SUJETAPAPELES DE 51mm O 2"" PRESENTACION UNIDAD (1)",100.0,44111521,UNSPSC,Sujetapapeles
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14138,Unidad,0.9,HNL,LAPIZ GRAFITO HB. Producto Exento,400.0,60121520,UNSPSC,L?pices de carboncillo
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14139,Resma,156.5,HNL,CARATULA PARA ENCUADERNACION TRANSPARENTE TAMA?O CARTA RESMA DE 100 UNIDADES,10.0,44103502,UNSPSC,Cubiertas de encuadernaci?n
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14140,Unidad,1.25,HNL,BORRADOR PARA LAPIZ GRAFITO 4.1 cm x 1.9 cm x 1.15 cm. Producto Exento,70.0,44121804,UNSPSC,Borradores
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14141,Unidad,2.0,HNL,"PINZA SUJETAPAPELES DE 32mm O O 1 1/4"" PRESENTACION UNIDAD",100.0,44111521,UNSPSC,Sujetapapeles
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14142,Caja,10.5,HNL,GRAPAS ESTANDAR 26/6 PRESENTACION CAJA DE 5000 UNIDADES,100.0,44122107,UNSPSC,Grapas
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14143,Unidad,155.0,HNL,MEMORIA USB DE 4GB ,10.0,43202005,UNSPSC,Dispositivos de almacenamiento de memoria flash (USB Memory)
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14144,Unidad,36.5,HNL,"CINTA ADHESIVA PARA SELLAR COLOR CAFE MEDIDA 2"" x 200 yds",100.0,44121605,UNSPSC,Rollos de cinta adhesiva transparente
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14145,Pliego,4.5,HNL,PLIEGO DE CARTULINA IRIS COLOR ROJO,200.0,60121139,UNSPSC,L?minas de paspart?
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14146,Pliego,4.5,HNL,PLIEGO DE CARTULINA IRIS COLOR VERDE,200.0,60121139,UNSPSC,L?minas de paspart?
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14147,Pliego,4.5,HNL,PLIEGO DE CARTULINA IRIS COLOR CAFE,200.0,60121139,UNSPSC,L?minas de paspart?
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14148,Pliego,4.5,HNL,PLIEGO DE CARTULINA IRIS COLOR AZUL CIELO,200.0,60121139,UNSPSC,L?minas de paspart?
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14149,Pliego,4.5,HNL,PLIEGO DE CARTULINA IRIS COLOR AZUL INDIGO,200.0,60121139,UNSPSC,L?minas de paspart?
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14150,Pliego,4.5,HNL,PLIEGO DE CARTULINA IRIS COLOR NEGRO,200.0,60121139,UNSPSC,L?minas de paspart?
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14151,Pliego,4.5,HNL,PLIEGO DE CARTULINA IRIS GRIS,200.0,60121139,UNSPSC,L?minas de paspart?
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14152,Unidad,0.45,HNL,"ANILLO PLASTICO PARA ENCUADERNAR MEDIDA 1/4"" COLOR NEGRO",100.0,44103504,UNSPSC,Anillos o canutillos met?licos o pl?sticos de encuadernaci?n
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14153,Unidad,0.62,HNL,"ANILLO PLASTICO PARA ENCUADERNAR MEDIDA 3/8"" COLOR NEGRO",100.0,44103504,UNSPSC,Anillos o canutillos met?licos o pl?sticos de encuadernaci?n
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14154,Resma,79.0,HNL,FOLDER TAMA?O CARTA RESMA DE 100 UNIDADES,50.0,44122011,UNSPSC,Carpetas para archivos o folder
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14155,Resma,91.5,HNL,FOLDER TAMA?O OFICIO RESMA DE 100 UNIDADES,50.0,44122011,UNSPSC,Carpetas para archivos o folder
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14156,Unidad,4.07,HNL,MARCADOR PERMANENTE PUNTA GRUESA COLOR AZUL. Producto Exento,100.0,44121708,UNSPSC,Marcadores permanentes
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14157,Unidad,4.07,HNL,MARCADOR PERMANENTE PUNTA GRUESA COLOR NEGRO. Producto Exento,100.0,44121708,UNSPSC,Marcadores permanentes
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14158,Unidad,4.07,HNL,MARCADOR PERMANENTE PUNTA GRUESA COLOR ROJO. Producto Exento,100.0,44121708,UNSPSC,Marcadores permanentes
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14159,Unidad,7.56,HNL,CORRECTOR EN FORMA DE LAPIZ ,200.0,44121805,UNSPSC,L?piz corrector
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14160,Unidad,3.68,HNL,LAPIZ PORTAMINAS 0.5,50.0,44121705,UNSPSC,L?piz portaminas
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14161,Unidad,13.95,HNL,"REGLA DE ALUMINIO MEDIDA 12""  O 30 cms. Producto Exento ",70.0,41111604,UNSPSC,Reglas
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14162,Unidad,25.06,HNL,TABLERO SUJETA PAPEL TAMA?O OFICIO,10.0,44122003,UNSPSC,Tablas para sujetar
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14163,Caja,10.9,HNL,CRAYOLAS CAJA DE 16 UNIDADES. Producto Exento,400.0,60121509,UNSPSC,Crayolas
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14164,Unidad,0.8,HNL,"ANILLO PLASTICO PARA ENCUADERNAR MEDIDA 1/2"" COLOR NEGRO     ",100.0,44103504,UNSPSC,Anillos o canutillos met?licos o pl?sticos de encuadernaci?n
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14165,Resma,7.25,HNL,CUBIERTAS O SEPARADORES DE CINCO COLORES,30.0,44122013,UNSPSC,Cubiertas de informe o car?tulas
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14166,Bolsa,15.5,HNL,GOMAS ELASTICAS O HULES No.33,100.0,44122101,UNSPSC,Gomas el?sticas o hules
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14167,Caja,21.6,HNL,CAJA DE BOLIGRAFO PUNTA MEDIANA TAPADERA PLASTICA TINTA DE ACEITE COLOR NEGRO. Producto Exento,1000.0,44121704,UNSPSC,Bol?grafos o l?piz tinta
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14168,Unidad,23.15,HNL,TABLERO SUJETA PAPEL TAMA?O CARTA,10.0,44122003,UNSPSC,Tablas para sujetar
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14169,Resma,62.0,HNL,PAPEL BOND REPORT CARTA,1000.0,14111511,UNSPSC,Papel bond o de escribir
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,14170,Unidad,2.5,HNL,"SOBRE MANILA 12"" x 15"" ",500.0,44121506,UNSPSC,Sobres est?ndar
ocds-lcuori-5260,ocds-lcuori-5260/3-contract,5260,14109,Unidad,471.5,HNL,"ENGRAPADORA DE ACERO MANGO LARGO BASE ANTIDERRAPANTE, 130 HOJAS MINIMO",1.0,44121615,UNSPSC,Grapadoras  de escritorio
ocds-lcuori-5260,ocds-lcuori-5260/3-contract,5260,14110,Unidad,16.9625,HNL,ALMOHADILLA PARA SELLOS DE TINTA TAMA?O GRANDE,12.0,44121905,UNSPSC,Almohadillas de entintar o estampar
ocds-lcuori-5260,ocds-lcuori-5260/3-contract,5260,14111,Caja,10.12,HNL,CLIP PARA PAPEL TAMA?O 50 mm,100.0,44122104,UNSPSC,Clips para papel
ocds-lcuori-5260,ocds-lcuori-5260/3-contract,5260,14112,Unidad,19.2625,HNL,"TIJERA DE ACERO INOXIDABLE MEDIDA 8""",12.0,44121618,UNSPSC,Tijeras
ocds-lcuori-5260,ocds-lcuori-5260/3-contract,5260,14113,Unidad,108.9625,HNL,"ENGRAPADORA DE ACERO TAMA?O ESTANDAR, 20 HOJAS MINIMO",6.0,44121615,UNSPSC,Grapadoras  de escritorio
ocds-lcuori-5260,ocds-lcuori-5260/3-contract,5260,14114,Unidad,28.4625,HNL,TINTA PARA SELLOS EN BOTE ROLL-ON COLOR NEGRO,12.0,44121902,UNSPSC,Tinta china
ocds-lcuori-5260,ocds-lcuori-5260/3-contract,5260,14115,Unidad,9.2,HNL,LIBRETA DE TAQUIGRAFIA. Producto Exento,24.0,14111531,UNSPSC,Libros o cuadernos de registro
ocds-lcuori-5260,ocds-lcuori-5260/3-contract,5260,14116,Unidad,39.1,HNL,PAPEL PARA FAX ,6.0,14111508,UNSPSC,Papel para fax
ocds-lcuori-5260,ocds-lcuori-5260/3-contract,5260,14117,Unidad,112.0,HNL,"CUADERNO UNICO GRANDE CON FORRO 1 SOLO COLOR, 400 PAGINAS Producto Exento",12.0,14111531,UNSPSC,Libros o cuadernos de registro
ocds-lcuori-5261,ocds-lcuori-5261/3-contract,5261,14118,Unidad,35.65,HNL,ARCHIVADORES TAMA?O OFICIO(LEITZ O EQUIVALENTE),150.0,44111607,UNSPSC,Archivadores de cheques ( LEITZ )
ocds-lcuori-5261,ocds-lcuori-5261/3-contract,5261,14119,Resma,90.85,HNL,FOLDER TAMA?O CARTA RESMA DE 100 UNIDADES,100.0,44122011,UNSPSC,Carpetas para archivos o folder
ocds-lcuori-5261,ocds-lcuori-5261/3-contract,5261,14120,Bolsa,17.825,HNL,GOMAS ELASTICAS O HULES No. 18,100.0,44122101,UNSPSC,Gomas el?sticas o hules
ocds-lcuori-5261,ocds-lcuori-5261/3-contract,5261,14121,Bolsa,17.825,HNL,GOMAS ELASTICAS O HULES No.33,100.0,44122101,UNSPSC,Gomas el?sticas o hules
ocds-lcuori-5263,ocds-lcuori-5263/3-contract,5263,14124,Unidad,159.85,HNL,CALCULADORA DE ESCRITORIO SOLAR Y BATERIA HASTA 12 DIGITOS,20.0,44101802,UNSPSC,M?quinas sumadoras
ocds-lcuori-5263,ocds-lcuori-5263/3-contract,5263,14125,Unidad,12.3625,HNL,"HOJAS DE PAPEL AUTOADHESIVO PRESENTACION MEDIDA 3""x3"", VARIOS COLORES, 100 UNIDADES (POST-IT)",100.0,14111530,UNSPSC,Notas de papel autoadhesivo
ocds-lcuori-5263,ocds-lcuori-5263/3-contract,5263,14126,Unidad,3076.25,HNL,PERFORADA INDUSTRIAL CAPACIDAD HASTA 150 HOJAS,1.0,44101716,UNSPSC,Perforadoras para fotocopiadora
ocds-lcuori-5263,ocds-lcuori-5263/3-contract,5263,14127,Paquete,24.725,HNL,BANDERILLA AUTOADHESIVA PARA FIRMA PRESENTACION PAQUETE DE 125 HOJITAS 5 COLORES (POST-IT),50.0,44122008,UNSPSC,Divisores con u?etas
ocds-lcuori-5268,ocds-lcuori-5268/3-contract,5268,14173,Unidad,457.079,HNL,"Cartucho Tinta HP 22 Tricolor C9352AE
",2.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5268,ocds-lcuori-5268/3-contract,5268,14174,onza,365.769,HNL,"Cartucho de tinta CANON 2974B001 Negro PG-210 
",1.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5268,ocds-lcuori-5268/3-contract,5268,14175,Unidad,468.05,HNL,Cartucho de tinta CANON 2976B001 Color,1.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5269,ocds-lcuori-5269/3-contract,5269,14176,Unidad,1608.5395,HNL,Toner HP 15A Negro C7115A,1.0,44103103,UNSPSC,Toner
ocds-lcuori-5269,ocds-lcuori-5269/3-contract,5269,14177,Unidad,2852.5865,HNL,Paquete doble de cartuchos de Toner HP 12A LaserJeT Q2612AD,1.0,44103103,UNSPSC,Toner
ocds-lcuori-5270,ocds-lcuori-5270/3-contract,5270,14178,Unidad,321.7815,HNL,Cartucho de tinta  HP 21 Negro C9351AL,2.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5270,ocds-lcuori-5270/3-contract,5270,14179,Unidad,301.392,HNL,"Cartucho de tinta HP 60 Negro CC640WL

",1.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5270,ocds-lcuori-5270/3-contract,5270,14180,Unidad,404.1215,HNL,Cartucho de inyeccion de tinta tricolor HP 75 CB337WL,2.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5270,ocds-lcuori-5270/3-contract,5270,14181,Unidad,389.4245,HNL,Cartucho de tinta HP 60 Tricolor CC643WL,1.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5270,ocds-lcuori-5270/3-contract,5270,14182,Unidad,1348.03,HNL,"Toner HP 35A Negro CB435A
 
",1.0,44103103,UNSPSC,Toner
ocds-lcuori-5274,ocds-lcuori-5274/3-contract,5274,14185,Unidad,12.3625,HNL,"HOJAS DE PAPEL AUTOADHESIVO PRESENTACION MEDIDA 3""x3"", VARIOS COLORES, 100 UNIDADES (POST-IT)",100.0,14111530,UNSPSC,Notas de papel autoadhesivo
ocds-lcuori-5274,ocds-lcuori-5274/3-contract,5274,14186,Unidad,3076.25,HNL,PERFORADA INDUSTRIAL CAPACIDAD HASTA 150 HOJAS,1.0,44101716,UNSPSC,Perforadoras para fotocopiadora
ocds-lcuori-5274,ocds-lcuori-5274/3-contract,5274,14187,Paquete,24.725,HNL,BANDERILLA AUTOADHESIVA PARA FIRMA PRESENTACION PAQUETE DE 125 HOJITAS 5 COLORES (POST-IT),50.0,44122008,UNSPSC,Divisores con u?etas
ocds-lcuori-5275,ocds-lcuori-5275/3-contract,5275,14188,Unidad,789.9465,HNL,Cartucho de impresion de tinta negra HP 74XL ,4.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5275,ocds-lcuori-5275/3-contract,5275,14189,Unidad,404.1215,HNL,Cartucho de inyeccion de tinta tricolor HP 75 CB337WL,4.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5277,ocds-lcuori-5277/3-contract,5277,14192,Unidad,1602.249,HNL,"Toner negro HP 78A LaserJet CE278A
 

",15.0,44103103,UNSPSC,Toner
ocds-lcuori-5277,ocds-lcuori-5277/3-contract,5277,14193,Unidad,3300.1435,HNL,"Toner HP 53X Negro Q7553X
 

",24.0,44103103,UNSPSC,Toner
ocds-lcuori-5283,ocds-lcuori-5283/3-contract,5283,14198,Unidad,471.5,HNL,"ENGRAPADORA DE ACERO MANGO LARGO BASE ANTIDERRAPANTE, 130 HOJAS MINIMO",1.0,44121615,UNSPSC,Grapadoras  de escritorio
ocds-lcuori-5287,ocds-lcuori-5287/3-contract,5287,14207,Unidad,3099.825,HNL,Toner y Revelador Sharp AL100TDN,2.0,44103103,UNSPSC,Toner
ocds-lcuori-5287,ocds-lcuori-5287/3-contract,5287,14208,onza,365.769,HNL,"Cartucho de tinta CANON 2974B001 Negro PG-210 
",5.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5285,ocds-lcuori-5285/3-contract,5285,14200,Unidad,301.392,HNL,"Cartucho de tinta HP 60 Negro CC640WL

",5.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5285,ocds-lcuori-5285/3-contract,5285,14201,Unidad,2461.8395,HNL,Paquete de dos cartuchos de toner negro HP 85A CE285AD,5.0,44103103,UNSPSC,Toner
ocds-lcuori-5285,ocds-lcuori-5285/3-contract,5285,14202,Unidad,389.4245,HNL,Cartucho de tinta HP 60 Tricolor CC643WL,5.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5285,ocds-lcuori-5285/3-contract,5285,14203,Unidad,621.345,HNL,Cartucho de tinta negra HP 122XL CH563HL,5.0,44103112,UNSPSC,Cinta de tinta para impresora
ocds-lcuori-5285,ocds-lcuori-5285/3-contract,5285,14204,Unidad,1684.704,HNL,"Cartucho de toner negro HP 05A Negro CE505A
",5.0,44103103,UNSPSC,Toner
ocds-lcuori-5285,ocds-lcuori-5285/3-contract,5285,14205,Unidad,1348.03,HNL,"Toner HP 35A Negro CB435A
 
",5.0,44103103,UNSPSC,Toner
ocds-lcuori-5286,ocds-lcuori-5286/3-contract,5286,14206,Unidad,690.0,HNL,SUMADORA ELECTRICA DE 12 DIGITOS VELOCIDAD 2 A 2.99 SEGUNDOS,1.0,44101802,UNSPSC,M?quinas sumadoras
