ocid,id,contracts/0/id,contracts/0/awardID,contracts/0/title,contracts/0/localProcurementCategory,contracts/0/status,contracts/0/period/startDate,contracts/0/description,contracts/0/statusDetails,contracts/0/value/amount,contracts/0/value/currency,contracts/0/buyer/id,contracts/0/buyer/name
ocds-lcuori-5247,ocds-lcuori-5247/3-contract,5247,5247,60-3-2-0017-2014,goodsOrServices,pending,2014-02-11T14:46:35-06:00,pedido solicitado por peleria,Impreso,15605.5,HNL,lzlBXK-wrLByx-NzBWyw,DIRECCION INSTITUTO NACIONAL DEL TORAX
ocds-lcuori-5248,ocds-lcuori-5248/3-contract,5248,5248,150-1-4-0007-2014,goodsOrServices,pending,2014-02-12T09:52:12-06:00,ESTA TINTAS SERAN UTILIZADAS EN AUDITORIA ,Impreso,8705.546,HNL,7zvjMz-byP1K8-RyYNKL,AUDITORIA INTERNA
ocds-lcuori-5246,ocds-lcuori-5246/3-contract,5246,5246,190-1-2-0084-2014,goodsOrServices,pending,2014-02-11T14:34:44-06:00,Este material ha sido solicitado por la fiscalia general,Impreso,1782.5,HNL,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5250,ocds-lcuori-5250/3-contract,5250,5250,30-1-2-0017-2014,goodsOrServices,cancelled,2014-02-12T11:22:32-06:00,PARA USO DE LAS OFICINAS DE SERVICIO CIVIL,Anulado,29993.495000000003,HNL,gywern-byP1K8-NzBWyw,DIRECCION GENERAL DE SERVICIO CIVIL
ocds-lcuori-5251,ocds-lcuori-5251/3-contract,5251,5251,30-1-2-0018-2014,goodsOrServices,pending,2014-02-12T11:24:25-06:00,PARA USO DE LAS OFICINAS DE SERVICIO CIVIL,Impreso,4154.398,HNL,gywern-byP1K8-NzBWyw,DIRECCION GENERAL DE SERVICIO CIVIL
ocds-lcuori-5257,ocds-lcuori-5257/3-contract,5257,5257,502-1-2-0036-2014,goodsOrServices,pending,2014-02-12T14:51:37-06:00,PARA SER USADOS EN LA DIRECCION DEL CENTRO LA PRADERA PARA MANTENER COMUNICACION PLANIFICACION DE ACTIVIDADES DE APRENDIZAJE DE LOS NI?OS Y NI?AS QUE ASISTEN A TALLERES,Impreso,4018.974,HNL,NzB4vK-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-5258,ocds-lcuori-5258/3-contract,5258,5258,502-1-2-0037-2014,goodsOrServices,pending,2014-02-12T15:32:09-06:00,IMPRESORA LASER SAMSUNG D101,Impreso,1414.4655,HNL,NzB4vK-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-5254,ocds-lcuori-5254/3-contract,5254,5254,30-1-2-0021-2014,goodsOrServices,cancelled,2014-02-12T12:05:22-06:00,PARA USO DE LAS OFICINAS DE SERVICIO CIVIL,Anulado,13115.745,HNL,gywern-byP1K8-NzBWyw,DIRECCION GENERAL DE SERVICIO CIVIL
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,5255,5255,30-1-2-0022-2014,goodsOrServices,pending,2014-02-12T12:07:43-06:00,PARA USO DE LAS OFICINAS DE SERVICIO CIVIL,Impreso,25165.879,HNL,gywern-byP1K8-NzBWyw,DIRECCION GENERAL DE SERVICIO CIVIL
ocds-lcuori-5256,ocds-lcuori-5256/3-contract,5256,5256,42-1-1-0022-2014,goodsOrServices,pending,2014-02-12T13:58:37-06:00,Para el departamento de operaciones,Impreso,1367.373,HNL,7rEMr2-byP1K8-byP1K8,COMANDANCIA GENERAL
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,5265,50-1-5-0072-2014,goodsOrServices,pending,2014-02-13T13:49:59-06:00,Materiales a ser utilizados en las diferentes unidades de la SEDUC,Impreso,150612.6,HNL,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5260,ocds-lcuori-5260/3-contract,5260,5260,30-1-2-0024-2014,goodsOrServices,pending,2014-02-13T09:52:27-06:00,PARA USO DE LAS OFICINAS DE SERVICIO CIVIL,Impreso,4712.925,HNL,gywern-byP1K8-NzBWyw,DIRECCION GENERAL DE SERVICIO CIVIL
ocds-lcuori-5261,ocds-lcuori-5261/3-contract,5261,5261,508-1-4-0016-2014,goodsOrServices,pending,2014-02-13T10:39:21-06:00,Material para ser distribuido a las oficinas requisicion DAL 1,Impreso,17997.5,HNL,5zp36r-byP1K8-RyYNKL,GERENCIA ADMINISTRATIVA
ocds-lcuori-5263,ocds-lcuori-5263/3-contract,5263,5263,50-1-5-0071-2014,goodsOrServices,cancelled,2014-02-13T11:52:41-06:00,material que sera utilizado por las diferentes unidades de la Secretaria de educacion,Anulado,8745.75,HNL,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5268,ocds-lcuori-5268/3-contract,5268,5268,160-1-4-0019-2014,goodsOrServices,pending,2014-02-13T16:34:14-06:00,PARA LAS DIFERENTES DEPENDENCIAS DE ESTA INSTITUCION,Impreso,1747.977,HNL,lzlmEy-byP1K8-RyYNKL,GERENCIA ADMINISTRATIVA
ocds-lcuori-5269,ocds-lcuori-5269/3-contract,5269,5269,160-1-4-0020-2014,goodsOrServices,pending,2014-02-13T16:39:31-06:00,PARA LAS DIFERENTES DEPENDENCIAS DE ESTA INSTITUCION,Impreso,4461.126,HNL,lzlmEy-byP1K8-RyYNKL,GERENCIA ADMINISTRATIVA
ocds-lcuori-5270,ocds-lcuori-5270/3-contract,5270,5270,160-1-4-0021-2014,goodsOrServices,pending,2014-02-13T16:43:50-06:00,PARA LAS DIFERENTES DEPENDENCIAS DE ESTA INSTITUCION,Impreso,3490.6525,HNL,lzlmEy-byP1K8-RyYNKL,GERENCIA ADMINISTRATIVA
ocds-lcuori-5274,ocds-lcuori-5274/3-contract,5274,5274,50-1-5-0073-2014,goodsOrServices,pending,2014-02-14T11:03:38-06:00,material que sera utilizado para uso de las dependencias de la  secretaria de educacion,Impreso,5548.75,HNL,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5275,ocds-lcuori-5275/3-contract,5275,5275,500-1-1-0023-2014,goodsOrServices,cancelled,2014-02-14T11:38:09-06:00,PARA SER UTILIZADA EN EL DEPARTAMENTO DE PRESUPUESTO,Anulado,4776.272,HNL,BzXm8y-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-5277,ocds-lcuori-5277/3-contract,5277,5277,,goodsOrServices,pending,2014-02-14T13:34:13-06:00,PARA USO Y DISTRIBUCION AL PODER JUDICIAL,Elaboracion OC,103237.179,HNL,6Kdoye-byP1K8-byP1K8,CORTE SUPREMA DE JUSTICIA
ocds-lcuori-5283,ocds-lcuori-5283/3-contract,5283,5283,10-1-1-0052-2014,goodsOrServices,pending,2014-02-17T11:05:34-06:00,Solicitado por La Unidad Contable,Impreso,471.5,HNL,6Kdoye-byP1K8-byP1K8,CORTE SUPREMA DE JUSTICIA
ocds-lcuori-5287,ocds-lcuori-5287/3-contract,5287,5287,121-1-2-0071-2014,goodsOrServices,cancelled,2014-02-17T11:44:04-06:00,Suministros utilizados por dif dependencias en la DGMM,Anulado,8028.495000000001,HNL,prb3pz-byP1K8-NzBWyw,DEPARTAMENTO DE SEGURIDAD MARITIMA
ocds-lcuori-5285,ocds-lcuori-5285/3-contract,5285,5285,121-1-2-0070-2014,goodsOrServices,pending,2014-02-17T11:24:52-06:00,Compra de Tintas y Toners que estan por agotarce,Impreso,34033.675,HNL,prb3pz-byP1K8-NzBWyw,DEPARTAMENTO DE SEGURIDAD MARITIMA
ocds-lcuori-5286,ocds-lcuori-5286/3-contract,5286,5286,10-1-1-0054-2014,goodsOrServices,pending,2014-02-17T11:27:27-06:00,Solicitado por el Departamento de Beneficios Socilaes,Impreso,690.0,HNL,6Kdoye-byP1K8-byP1K8,CORTE SUPREMA DE JUSTICIA
ocds-lcuori-5290,ocds-lcuori-5290/3-contract,5290,5290,150-1-10-0004-2014,goodsOrServices,pending,2014-02-17T13:22:51-06:00,Estas tintas son para uso de la Direccion de Energia,Impreso,1589.1390000000001,HNL,7zvjMz-byP1K8-6Kdoye,DIRECCION  DE ENERGIA
ocds-lcuori-5289,ocds-lcuori-5289/3-contract,5289,5289,150-1-10-0003-2014,goodsOrServices,pending,2014-02-17T13:18:47-06:00,Estas tintas seran utilizadas en la direccion de energia,Impreso,5393.672500000001,HNL,7zvjMz-byP1K8-6Kdoye,DIRECCION  DE ENERGIA
ocds-lcuori-5294,ocds-lcuori-5294/3-contract,5294,5294,50-1-5-0074-2014,goodsOrServices,pending,2014-02-17T14:42:58-06:00,Tintas y toner que seran distribuias en las diferentes unidades ejecutoras de la Secretaria de Educacion,Impreso,42971.452,HNL,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5295,ocds-lcuori-5295/3-contract,5295,5295,50-1-5-0075-2014,goodsOrServices,pending,2014-02-17T14:48:59-06:00,Tintas y toner que seran distribuias en las diferentes unidades ejecutoras de la Secretaria de Educacion,Impreso,20418.618,HNL,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5296,ocds-lcuori-5296/3-contract,5296,5296,50-1-5-0076-2014,goodsOrServices,pending,2014-02-17T14:56:52-06:00,Tintas y toner que seran distribuias en las diferentes unidades ejecutoras de la Secretaria de Educacion,Impreso,31467.0705,HNL,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5297,ocds-lcuori-5297/3-contract,5297,5297,121-1-2-0073-2014,goodsOrServices,cancelled,2014-02-17T15:00:45-06:00,Suministros que seran utilizados pro los diferentes departamentos de la DGMM ,Anulado,4808.4375,HNL,prb3pz-byP1K8-NzBWyw,DEPARTAMENTO DE SEGURIDAD MARITIMA
ocds-lcuori-5298,ocds-lcuori-5298/3-contract,5298,5298,50-1-5-0077-2014,goodsOrServices,pending,2014-02-17T15:08:26-06:00,Tintas y toner que seran distribuias en las diferentes unidades ejecutoras de la Secretaria de Educacion,Impreso,87589.175,HNL,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5301,ocds-lcuori-5301/3-contract,5301,5301,121-1-2-0074-2014,goodsOrServices,pending,2014-02-17T15:39:38-06:00,compra de suministro utilizado en la Capitania de Puerto Cortes,Impreso,3301.65,HNL,prb3pz-byP1K8-NzBWyw,DEPARTAMENTO DE SEGURIDAD MARITIMA
ocds-lcuori-5302,ocds-lcuori-5302/3-contract,5302,5302,150-1-5-0037-2014,goodsOrServices,pending,2014-02-17T15:44:43-06:00,Estas seran utilizadas en el departamento de compras ,Impreso,6167.933,HNL,7zvjMz-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5300,ocds-lcuori-5300/3-contract,5300,5300,150-1-5-0036-2014,goodsOrServices,pending,2014-02-17T15:36:25-06:00,Estas seran utilizadas en gerencia administrativa,Impreso,2420.52,HNL,7zvjMz-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5321,ocds-lcuori-5321/3-contract,5321,5321,50-11-32-0032-2014,goodsOrServices,pending,2014-02-18T15:31:21-06:00,COMPRA DE MATERIAL PARA USO EN LA DIRECCION DEPARTAMENTAL DE EDUCACION DE INTIBUCA,Impreso,9513.5115,HNL,7zv12r-ArxkKR-RKZayY,DIRECCION DEPARTAMENTAL DE EDUCACION DE INTIBUCA
ocds-lcuori-5306,ocds-lcuori-5306/3-contract,5306,5306,50-1-5-0080-2014,goodsOrServices,pending,2014-02-17T20:31:13-06:00,Papeleria que sera distribuida y utilizada por las diferentes unidades ejecutoras de la secretaria de educacion,Impreso,147723.25,HNL,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5305,ocds-lcuori-5305/3-contract,5305,5305,50-11-32-0029-2014,goodsOrServices,pending,2014-02-17T17:58:39-06:00,COMPRA DE PAPEL PARA USO EN LA DIRECCION DEPARTAMENTAL DE EDUCACION DE INTIBUCA,Impreso,9819.275,HNL,7zv12r-ArxkKR-RKZayY,DIRECCION DEPARTAMENTAL DE EDUCACION DE INTIBUCA
ocds-lcuori-5307,ocds-lcuori-5307/3-contract,5307,5307,50-1-5-0081-2014,goodsOrServices,pending,2014-02-18T09:33:17-06:00,Material de oficina que sera distribuido a las diferentes unidades ejecutoras de la secretaria de educacion,Impreso,89599.365,HNL,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5308,ocds-lcuori-5308/3-contract,5308,5308,60-18-17-0006-2014,goodsOrServices,pending,2014-02-18T10:42:07-06:00,SOLICITADO POR EL ALMACEN DE MATERIALES PARA SER UTILIZADO EN LAS DIFERENTES SALAS Y DEPTOS DE ESTE CENTRO ASISTENCIAL DURANTE EL 1ER TRIMESTRE DEL 2014,Impreso,89108.37,HNL,lzlBXK-wr13yl-xzkQKd,DIRECCION HOSPITAL GENERAL SAN FELIPE
ocds-lcuori-5322,ocds-lcuori-5322/3-contract,5322,5322,160-1-4-0023-2014,goodsOrServices,pending,2014-02-18T15:35:56-06:00,compra de materiales para las diferentes Dependencias de esta Intitucion,Impreso,4242.925,HNL,lzlmEy-byP1K8-RyYNKL,GERENCIA ADMINISTRATIVA
ocds-lcuori-5316,ocds-lcuori-5316/3-contract,5316,5316,100-1-1-0047-2014,goodsOrServices,pending,2014-02-18T13:35:36-06:00,SUMINISTROS DE UTILES DE OFICINA INGRESADOS A PROVEEDURIA DE LA SEFIN Y LUEGO ENTREGADOS MEDIANTE REQUISICION,Impreso,88993.55,HNL,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-5317,ocds-lcuori-5317/3-contract,5317,5317,100-1-1-0048-2014,goodsOrServices,pending,2014-02-18T13:40:51-06:00,SUMINISTROS DE UTILES DE OFICINA PARA USO EN LA SECRETARIA DE FINANZAS INGRESADOS A PROVEEDURIA Y LUEGO ENTREGADOS MEDIANTE REQUISICION,Impreso,29534.93,HNL,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-5319,ocds-lcuori-5319/3-contract,5319,5319,51-1-1-0024-2014,goodsOrServices,pending,2014-02-18T15:03:28-06:00,Materiales y suministros que se requieren para el desarrollo de eventos formativos programados en la institucion,Impreso,44764.5,HNL,xK3Nqy-byP1K8-byP1K8,ACTIVIDADES CENTRALES
ocds-lcuori-5320,ocds-lcuori-5320/3-contract,5320,5320,51-1-1-0025-2014,goodsOrServices,pending,2014-02-18T15:18:37-06:00,Materiales y suministros que se requieren para el desarrollo de eventos formativos programados en la institucion,Impreso,66784.3525,HNL,xK3Nqy-byP1K8-byP1K8,ACTIVIDADES CENTRALES
ocds-lcuori-5311,ocds-lcuori-5311/3-contract,5311,5311,51-1-1-0022-2014,goodsOrServices,pending,2014-02-18T11:22:48-06:00,Compras que se requieren para el desarrollo de procesos formativos programados en la institucion,Impreso,55162.520000000004,HNL,xK3Nqy-byP1K8-byP1K8,ACTIVIDADES CENTRALES
ocds-lcuori-5312,ocds-lcuori-5312/3-contract,5312,5312,50-11-32-0031-2014,goodsOrServices,pending,2014-02-18T12:03:42-06:00,COMPRA DE MATERIAL DE ESCRITORIO Y DE OFICINA PARA USO DEL PERSONAL DE LA DIRECCION DEPTAL DE INTIBUCA,Impreso,9235.987500000001,HNL,7zv12r-ArxkKR-RKZayY,DIRECCION DEPARTAMENTAL DE EDUCACION DE INTIBUCA
ocds-lcuori-5314,ocds-lcuori-5314/3-contract,5314,5314,50-1-5-0082-2014,goodsOrServices,pending,2014-02-18T13:29:40-06:00,Material de oficina que sera distribuido por las diferentes unidades ejecutoras de la secretaria de educacion orden de compra no 26 GA SGRMSG 2014,Impreso,174171.525,HNL,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5325,ocds-lcuori-5325/3-contract,5325,5325,50-11-32-0034-2014,goodsOrServices,pending,2014-02-18T15:49:41-06:00,COMPRA DE TONER PARA USO EN LAS UNIDAD DE ACCIONES Y ACUERDOS DE LA DIRECCION DEPARTAMENTAL DE EDUCACION DE INTIBUCA,Impreso,7271.726000000001,HNL,7zv12r-ArxkKR-RKZayY,DIRECCION DEPARTAMENTAL DE EDUCACION DE INTIBUCA
ocds-lcuori-5326,ocds-lcuori-5326/3-contract,5326,5326,150-1-5-0040-2014,goodsOrServices,pending,2014-02-18T15:54:54-06:00,Estas tintas seran utilizadas en esta regional,Impreso,1860.8265000000001,HNL,7zvjMz-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5327,ocds-lcuori-5327/3-contract,5327,5327,121-1-2-0075-2014,goodsOrServices,cancelled,2014-02-18T15:57:41-06:00,Suministros utilizados para los departamentos de la DGMM,Anulado,7026.27,HNL,prb3pz-byP1K8-NzBWyw,DEPARTAMENTO DE SEGURIDAD MARITIMA
ocds-lcuori-5324,ocds-lcuori-5324/3-contract,5324,5324,150-1-5-0038-2014,goodsOrServices,pending,2014-02-18T15:43:33-06:00,Este material sera utilizado por el personal de esta regional,Impreso,484.10400000000004,HNL,7zvjMz-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5331,ocds-lcuori-5331/3-contract,5331,5331,150-1-5-0042-2014,goodsOrServices,pending,2014-02-18T16:13:31-06:00,Este material sera utilizado en esta regional,Impreso,1182.39,HNL,7zvjMz-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5332,ocds-lcuori-5332/3-contract,5332,5332,50-11-32-0037-2014,goodsOrServices,pending,2014-02-18T16:23:48-06:00,COMPRA DE MATERIAL DE OFICINA PARA CENTROS EDUCATIVOS DE PREBASICA DEL DEPARTAMENTO DE INTIBUCA,Impreso,24299.5,HNL,7zv12r-ArxkKR-RKZayY,DIRECCION DEPARTAMENTAL DE EDUCACION DE INTIBUCA
ocds-lcuori-5329,ocds-lcuori-5329/3-contract,5329,5329,50-11-32-0035-2014,goodsOrServices,pending,2014-02-18T16:05:50-06:00,COMPRA DE PAPEL PARA CENTROS EDUCATIVOS DE PREBASICA DEL DEPARTAMENTO DE INTIBUCA ,Impreso,16067.11,HNL,7zv12r-ArxkKR-RKZayY,DIRECCION DEPARTAMENTAL DE EDUCACION DE INTIBUCA
ocds-lcuori-5336,ocds-lcuori-5336/3-contract,5336,5336,50-11-32-0041-2014,goodsOrServices,pending,2014-02-18T17:37:59-06:00,COMPRA DE MORIA USB PARA USO EN LAS OFICINAS DE LA DIRECCION DEPARTAMENTAL DE EDUCACION DE INTIBUCA,Impreso,891.25,HNL,7zv12r-ArxkKR-RKZayY,DIRECCION DEPARTAMENTAL DE EDUCACION DE INTIBUCA
ocds-lcuori-5339,ocds-lcuori-5339/3-contract,5339,5339,150-1-13-0007-2014,goodsOrServices,cancelled,2014-02-19T10:32:33-06:00,ESTAS TINTAS SERAN UTILIZADAS EN BIODIVERSIDAD,Anulado,,,7zvjMz-byP1K8-lzWOzp,DIRECCION DE BIODIVERSIDAD
ocds-lcuori-5340,ocds-lcuori-5340/3-contract,5340,5340,,goodsOrServices,cancelled,2014-02-19T10:42:48-06:00,ESTAS SERAN UTILIZADAS EN BIODIVERSIDAD,Anulado,4392.5285,HNL,7zvjMz-byP1K8-lzWOzp,DIRECCION DE BIODIVERSIDAD
ocds-lcuori-5338,ocds-lcuori-5338/3-contract,5338,5338,,goodsOrServices,cancelled,2014-02-19T10:32:05-06:00,ESTAS TINTAS SERAN UTILIZADAS EN BIODIVERCIDAD,Anulado,2285.395,HNL,7zvjMz-byP1K8-lzWOzp,DIRECCION DE BIODIVERSIDAD
ocds-lcuori-5346,ocds-lcuori-5346/3-contract,5346,5346,502-1-2-0041-2014,goodsOrServices,pending,2014-02-19T13:49:34-06:00,MATERIALES DE OFICINA SOLICITADOS POR LA ALTA DEMANDA QUE SE GENERA EN LA UNIDAD DE VULNERACION DE DERECHOS,Impreso,9495.5125,HNL,NzB4vK-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-5347,ocds-lcuori-5347/3-contract,5347,5347,28-2-16-0027-2014,goodsOrServices,pending,2014-02-19T13:58:25-06:00,COMPRA DE MATERIALES DE OFICINA,Impreso,42056.9,HNL,PKJ7rO-NzBWyw-lzlXz1,MODERNIZACION DEL SECTOR FORESTAL -MOSEF
ocds-lcuori-5344,ocds-lcuori-5344/3-contract,5344,5344,502-1-2-0039-2014,goodsOrServices,pending,2014-02-19T13:24:18-06:00,MATERIALES DE OFICINA SOLICITADOS POR LA ALTA DEMANDA QUE SE GENERA EN LA UNIDAD DE VULNERACION DE DERECHOS,Impreso,27774.374,HNL,NzB4vK-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-5348,ocds-lcuori-5348/3-contract,5348,5348,28-2-16-0025-2014,goodsOrServices,pending,2014-02-19T14:05:50-06:00,MATERIALES PARA EL PROYECTO MOSEF,Impreso,8050.0,HNL,PKJ7rO-NzBWyw-lzlXz1,MODERNIZACION DEL SECTOR FORESTAL -MOSEF
ocds-lcuori-5349,ocds-lcuori-5349/3-contract,5349,5349,28-2-16-0026-2014,goodsOrServices,pending,2014-02-19T14:10:56-06:00,MATERIALES DE OFICINA SOLICITADOS POR EL PROYECTO MOSEF,Impreso,528.9540000000001,HNL,PKJ7rO-NzBWyw-lzlXz1,MODERNIZACION DEL SECTOR FORESTAL -MOSEF
ocds-lcuori-5350,ocds-lcuori-5350/3-contract,5350,5350,100-1-14-0043-2014,goodsOrServices,pending,2014-02-19T15:02:20-06:00,SUMINISTROS DE UTILES DE OFICINA PARA USO EN EL PROYECTO SAMI,Impreso,8700.29,HNL,BzXX7z-byP1K8-VyOdKM,UNIDAD DE MODERNIZACION Y REFORMA INSTITUCIONAL
ocds-lcuori-5351,ocds-lcuori-5351/3-contract,5351,5351,100-1-14-0044-2014,goodsOrServices,pending,2014-02-19T15:11:31-06:00,SUMINISTROS DE UTILES DE OFICINA PARA USO DEL PROYECTO SAMI,Impreso,6563.05,HNL,BzXX7z-byP1K8-VyOdKM,UNIDAD DE MODERNIZACION Y REFORMA INSTITUCIONAL
ocds-lcuori-5360,ocds-lcuori-5360/3-contract,5360,5360,190-1-2-0087-2014,goodsOrServices,cancelled,2014-02-20T10:38:17-06:00,Estos toner han sido solicitados por la Fiscalia Especial de la Mujer,Anulado,,,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5354,ocds-lcuori-5354/3-contract,5354,5354,150-1-13-0012-2014,goodsOrServices,pending,2014-02-19T15:26:24-06:00,ESTAS TINTAS SERAN UTILIZADAS EL LA DIRECCION DE BIODIVERSIDAD,Impreso,2852.5865000000003,HNL,7zvjMz-byP1K8-lzWOzp,DIRECCION DE BIODIVERSIDAD
ocds-lcuori-5355,ocds-lcuori-5355/3-contract,5355,5355,500-1-1-0024-2014,goodsOrServices,pending,2014-02-20T09:43:04-06:00,PARA SER UTILIZADA EN EL DEPARTAMENTO DE RECURSOS HUMANOS,Impreso,4174.5,HNL,BzXm8y-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-5353,ocds-lcuori-5353/3-contract,5353,5353,150-1-13-0011-2014,goodsOrServices,pending,2014-02-19T15:24:23-06:00,ESTAS TINTAS SERAN UTILIZADAS EN LA DIRECCION DE BIODIVERSIDAD ,Impreso,4392.5285,HNL,7zvjMz-byP1K8-lzWOzp,DIRECCION DE BIODIVERSIDAD
ocds-lcuori-5358,ocds-lcuori-5358/3-contract,5358,5358,144-1-1-0029-2014,goodsOrServices,pending,2014-02-20T10:29:13-06:00,COMPRA DE CD Y ETIQUETAS ADHESIVAS,Impreso,4916.25,HNL,BzX17y-byP1K8-byP1K8,UNIDAD EJECUTORA DE PRONADERS
ocds-lcuori-5357,ocds-lcuori-5357/3-contract,5357,5357,500-1-1-0025-2014,goodsOrServices,pending,2014-02-20T10:21:47-06:00,PARA SER UTILIZADA EN TODAS LAS OFICINAS DEL INA,Impreso,31935.5,HNL,BzXm8y-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-5359,ocds-lcuori-5359/3-contract,5359,5359,190-1-2-0088-2014,goodsOrServices,pending,2014-02-20T10:36:49-06:00,Estos toner han sido solicitado por la Fiscalia de la Mujer,Impreso,4255.8165,HNL,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5364,ocds-lcuori-5364/3-contract,5364,5364,150-1-1-0012-2014,goodsOrServices,pending,2014-02-20T11:43:03-06:00,ESTAS TINTAS SERAN UTILIZADAS EN EL DESPACHO MINISTERIAL,Impreso,11657.7685,HNL,7zvjMz-byP1K8-byP1K8,DESPACHO MINISTERIAL
ocds-lcuori-5365,ocds-lcuori-5365/3-contract,5365,5365,160-1-4-0024-2014,goodsOrServices,pending,2014-02-20T15:31:59-06:00,COMPRA DE TINTAS Y TONER PARA LAS DIFERENTES DEPENDENCIAS DE ESTA INSTITUCION,Impreso,2365.6075,HNL,lzlmEy-byP1K8-RyYNKL,GERENCIA ADMINISTRATIVA
ocds-lcuori-5362,ocds-lcuori-5362/3-contract,5362,5362,150-1-1-0013-2014,goodsOrServices,pending,2014-02-20T11:39:56-06:00,ESTAS TINTAS SERAN UTILIZADAS EN EL DEPACHO MINISTERIAL ,Impreso,24369.351000000002,HNL,7zvjMz-byP1K8-byP1K8,DESPACHO MINISTERIAL
ocds-lcuori-5363,ocds-lcuori-5363/3-contract,5363,5363,150-1-1-0011-2014,goodsOrServices,cancelled,2014-02-20T11:40:17-06:00,ESTAS TINTAS SERAN UTILIZADAS EN EL DESPACHO MINISTERIAL ,Anulado,,,7zvjMz-byP1K8-byP1K8,DESPACHO MINISTERIAL
ocds-lcuori-5368,ocds-lcuori-5368/3-contract,5368,5368,150-1-5-0045-2014,goodsOrServices,pending,2014-02-20T16:25:23-06:00,ESTAS TINTAS SON PARA USO DEL ARCHIVO DE GERENCIA ,Impreso,1602.249,HNL,7zvjMz-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5372,ocds-lcuori-5372/3-contract,5372,5372,50-1-143-0026-2014,goodsOrServices,pending,2014-02-20T16:45:28-06:00,Compra de toner para impresora del Programa Ampliando Horizontes,Impreso,5054.112,HNL,7zv12r-byP1K8-7K7Bjy,UNIDAD COORDINADORA DEL PROGRAMA PAH
ocds-lcuori-5373,ocds-lcuori-5373/3-contract,5373,5373,50-1-143-0027-2014,goodsOrServices,pending,2014-02-20T16:51:42-06:00,COMPRA DE PRODUCTOS PARA USO DEL PAH,Impreso,12829.6875,HNL,7zv12r-byP1K8-7K7Bjy,UNIDAD COORDINADORA DEL PROGRAMA PAH
ocds-lcuori-5371,ocds-lcuori-5371/3-contract,5371,5371,500-1-1-0026-2014,goodsOrServices,pending,2014-02-20T16:37:11-06:00,PARA SER UTILIZADO EN DEPARTAMENTO DE REGISTRO AGRARIO,Impreso,9200.0,HNL,BzXm8y-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-5374,ocds-lcuori-5374/3-contract,5374,5374,508-1-4-0018-2014,goodsOrServices,pending,2014-02-21T09:25:46-06:00,SE SOLICITA LA COMPRA DE TINTAS PARA SER DISTRIBUIDAS A DIFERENTES DEPARTAMENTOS,Impreso,6318.261,HNL,5zp36r-byP1K8-RyYNKL,GERENCIA ADMINISTRATIVA
ocds-lcuori-5377,ocds-lcuori-5377/3-contract,5377,5377,50-1-143-0029-2014,goodsOrServices,pending,2014-02-21T09:41:16-06:00,compra de articulos de oficina para uso del pah,Impreso,3326.1220000000003,HNL,7zv12r-byP1K8-7K7Bjy,UNIDAD COORDINADORA DEL PROGRAMA PAH
