ocid,id,awards/0/id,awards/0/value/amount,awards/0/value/currency,awards/0/description
ocds-lcuori-233816,ocds-lcuori-233816/1-contract,233816,11500.0,HNL,SE REALIZA ORDEN DE COMPRA DE INSTRUMENTAL MEDICO QUIRURGICO A USARSE EN ATENCION DE PACIENTES EN LAS DIFERENTES SALAS DEL HOSPITAL DR SALVADOR PAREDES DURANTE EL I TRIMESTRE DEL A?O 2020
ocds-lcuori-229228,ocds-lcuori-229228/1-contract,229228,143750.0,HNL,requisicion UMI 2020 19 UNIDAD MANTENIMIENTO INTERNO 5000 BOTELLONES AGUA ELECTROPURA
ocds-lcuori-229239,ocds-lcuori-229239/1-contract,229239,600.9325,HNL,Materiales de Oficina para la CCG
ocds-lcuori-229240,ocds-lcuori-229240/1-contract,229240,,,Materiales de Oficina para la CCG
ocds-lcuori-229241,ocds-lcuori-229241/1-contract,229241,2913.9,HNL,COMPRA DE BOLSAS DE CAFE 
ocds-lcuori-229250,ocds-lcuori-229250/1-contract,229250,4716.150000000001,HNL,Suministros de Oficina para La Proveeduria
ocds-lcuori-229261,ocds-lcuori-229261/1-contract,229261,8666.4,HNL,COMPRA DE PAPEL TOALLA
ocds-lcuori-229272,ocds-lcuori-229272/1-contract,229272,6375.6,HNL,Suministros de Oficina para La Proveeduria
ocds-lcuori-229283,ocds-lcuori-229283/1-contract,229283,47851.5,HNL,Compra de una impresora de carnet tipo 1 color solicitados por el Departamento de Recursos Humanos
ocds-lcuori-229294,ocds-lcuori-229294/1-contract,229294,104506.92,HNL,compra de comestibles
ocds-lcuori-229305,ocds-lcuori-229305/1-contract,229305,10752.5,HNL,USO DE CASA PRESIDENCIAL
ocds-lcuori-229316,ocds-lcuori-229316/1-contract,229316,3062.565,HNL,COMPRA DE TONER PARA DESPACHO
ocds-lcuori-229327,ocds-lcuori-229327/1-contract,229327,8625.0,HNL,COMPRA DE TONER PARA DESPACHO
ocds-lcuori-229338,ocds-lcuori-229338/1-contract,229338,18993.86,HNL,COMPRA DE PAPEL BOND 200 RESMAS TAMA?O CARTA Y 60 RESMAS TAMA?O LEGAL PARA USO DE OFICINAS DE LA MUNICIPALIDAD DE LA MASICA 
ocds-lcuori-229349,ocds-lcuori-229349/1-contract,229349,2311.4425,HNL,ADQUISICION DE UTENSILIOS DE COCINA PARA ABASTECER LAS DIFERENTES CAPACITACIONES QUE REALIZA ESTA AGENCIA
ocds-lcuori-229360,ocds-lcuori-229360/1-contract,229360,1367.925,HNL,ADQUISICION DE UTENSILIOS DE COCINA PARA ABASTECER LAS DIFERENTES CAPACITACIONES QUE REALIZA ESTA AGENCIA
ocds-lcuori-229371,ocds-lcuori-229371/1-contract,229371,1312.7250000000001,HNL,ADQUISICION DE UTENSILIOS DE COCINA PARA ABASTECER LAS DIFERENTES CAPACITACIONES QUE REALIZA ESTA AGENCIA
ocds-lcuori-229382,ocds-lcuori-229382/1-contract,229382,8175.442,HNL,uso de casa presidencial
ocds-lcuori-229393,ocds-lcuori-229393/1-contract,229393,20578.100000000002,HNL,compra de una computadora ejectutiva con procesador Intel core para uso exclusivo del area de ventas en la libreria upnfm de san pedro sula 
ocds-lcuori-229404,ocds-lcuori-229404/1-contract,229404,1584.125,HNL,COMPRA MEMORIA USB
ocds-lcuori-229405,ocds-lcuori-229405/1-contract,229405,7295.508000000001,HNL,COMPRA POR FONDO ROTATORIO DE TONER MARCA HP CF226A COLOR NEGRO INVENTARIO 11908959 PARA USO EN TALENTO HUMANO
ocds-lcuori-233826,ocds-lcuori-233826/1-contract,233826,,,SE REALIZA ORDEN DE COMPRA DE OTRO INSTRUMENTAL MEDICO A USARSE EN ATENCION DE PACIENTES EN LAS DIFERENTES SALAS DEL HOSPITAL DR SALVADOR PAREDES DURANTE EL I TRIMESTRE DEL A?O 2020
ocds-lcuori-233837,ocds-lcuori-233837/2-contract,233837,129600.0,HNL,ESTE PRODUCTO SERA UTILIZADO EN LA ATENCION DE PACIENTES DEL HOSPITAL DEL SUR 
ocds-lcuori-229406,ocds-lcuori-229406/1-contract,229406,422.91,HNL,PARA USO EN EL INSTITUTO DE INVESTIGACION JURIDICA
ocds-lcuori-229415,ocds-lcuori-229415/1-contract,229415,596.7,HNL,PARA USO EN EL INSTITUTO DE INVESTIGACION JURIDICA
ocds-lcuori-233848,ocds-lcuori-233848/1-contract,233848,86894.0,HNL,SE REALIZA ORDEN DE COMPRA DE MATERIAL MEDICO QUIRURGICO MENOR A USARSE EN ATENCION DE PACIENTES EN LAS DIFERENTES SALAS DEL HOSPITAL DR SALVADOR PAREDES DURANTE EL I TRIMESTRE DEL A?O 2020
ocds-lcuori-233859,ocds-lcuori-233859/1-contract,233859,64512.405,HNL,Este producto sera utilizado en las diferentes salas del Hospital Tela en el primer trimestre 2020
ocds-lcuori-233870,ocds-lcuori-233870/1-contract,233870,182160.0,HNL,SUMINISTROS DE MATERIAL MEDICO QUIRURGICO MENOR SOLICITADOS PARA LA REGION METROPOLITANA DE TEGUCIGALPA CORRESPONDIENTE A LA COMPRA DEL PRIMER TRIMESTRE DEL A?O 2020
ocds-lcuori-233881,ocds-lcuori-233881/1-contract,233881,104000.0,HNL,ESTE PRODUCTO SERA UTILIZADO EN LA ATENCION DE PACIENTES DEL HOSPITAL
ocds-lcuori-233892,ocds-lcuori-233892/1-contract,233892,115000.0,HNL,ESTE PRODUCTO SERA UTILIZADO EN LA ATENCION DE PACIENTES DEL HOSPITAL DEL SUR 
ocds-lcuori-233903,ocds-lcuori-233903/1-contract,233903,87695.0,HNL,Este producto sera utilizado en las diferentes salas en el Hospital Tela en el primer trimestre del a?o 2020
ocds-lcuori-233914,ocds-lcuori-233914/1-contract,233914,15981.140000000001,HNL,Este producto sera utilizado en las diferentes salas del Hospital Tela en el primer trimestre del a?o 2020
ocds-lcuori-233925,ocds-lcuori-233925/1-contract,233925,208471.988,HNL,ADQUISICION DE ALIMENTOS Y BEBIDAS PARA LOS PACIENTES Y EMPLEADOS DEL HOSPITAL SAN LORENZO
ocds-lcuori-233936,ocds-lcuori-233936/1-contract,233936,74520.0,HNL,COMPRA DE GUANTES DESCARTABLES PARA USO DE LAS DIFERENTES SALAS Y DEPARTAMENTOS CDE ESTA UNIDAD HOSPITALARIA  
ocds-lcuori-229426,ocds-lcuori-229426/1-contract,229426,3000.0,HNL,PARA USO EN EL INSTITUTO DE INVESTIGACION JURIDICA
ocds-lcuori-229437,ocds-lcuori-229437/1-contract,229437,1776.9,HNL,PARA USO EN EL INSTITUTO DE INVESTIGACION JURIDICA
ocds-lcuori-229448,ocds-lcuori-229448/1-contract,229448,626.4,HNL,PARA USO EN EL INSTITUTO DE INVESTIGACION JURIDICA
ocds-lcuori-229459,ocds-lcuori-229459/1-contract,229459,2559.9,HNL,COMPRA DE MEMORIAS USB PARA USO DE LAS JUNTAS ELECTORALES EN EL MARCO DE LAS ELECCIONES ESTUDIANTILES UNAH 2020
ocds-lcuori-229460,ocds-lcuori-229460/1-contract,229460,11949.7765,HNL,ORDEN VIGENTE POR 30 DIAS DESPUES DE RECIBIDO POR EL PROVEEDOR COMPRA DE TINTAS SOLICITADOS POR LA DNPSC SEGUN SOLICITUD 10015724 ENTREGAR EN EL ALMACEN DE LA UNIDAD ADMINISTRATIVA PRESENTAR COPIA DE ESTA ORDEN CONSTANCIA DE SOLVENCIA SAR VIGENTE
ocds-lcuori-229470,ocds-lcuori-229470/1-contract,229470,197.8,HNL,PARA USO EN EL INSTITUTO DE INVESTIGACION JURIDICA
ocds-lcuori-229471,ocds-lcuori-229471/1-contract,229471,613.41,HNL,Compra de 15 cajas tama?o oficio para uso en la Direccion de Finanzas
ocds-lcuori-229481,ocds-lcuori-229481/1-contract,229481,15796.055,HNL,ORDEN VIGENTE POR 30 DIAS DESPUES DE RECIBIDO POR EL PROVEEDOR COMPRA DE TINTAS SOLICITADOS POR LA DNPSC SEGUN SOLICITUD 10015724 ENTREGAR EN EL ALMACEN DE LA UNIDAD ADMINISTRATIVA PRESENTAR COPIA DE ESTA ORDEN CONSTANCIA DE SOLVENCIA SAR VIGENTE
ocds-lcuori-229492,ocds-lcuori-229492/1-contract,229492,4436.769,HNL,ORDEN VIGENTE POR 30 DIAS DESPUES DE RECIBIDO POR EL PROVEEDOR COMPRA DE TINTAS SOLICITADOS POR LA DNPSC SEGUN SOLICITUD 10015724 ENTREGAR EN EL ALMACEN DE LA UNIDAD ADMINISTRATIVA PRESENTAR COPIA DE ESTA ORDEN CONSTANCIA DE SOLVENCIA SAR VIGENTE
ocds-lcuori-229503,ocds-lcuori-229503/1-contract,229503,5316.4800000000005,HNL,COMPRA DE REFRESCOS PARA USO DE LAS JUNTAS ELECTORALES EN EL MARCO DE LAS ELECCIONES ESTUDIANTILES UNAH 2020
ocds-lcuori-229514,ocds-lcuori-229514/1-contract,229514,275.195,HNL,Productos desechables para la CCG
ocds-lcuori-229525,ocds-lcuori-229525/1-contract,229525,7291.0,HNL,ORDEN VIGENTE POR 30 DIAS DESPUES DE RECIBIDO POR EL PROVEEDOR COMPRA DE TINTAS SOLICITADOS POR LA UDEP 17 VALLE SEGUN SOLICITUD 10015734 ENTREGAR EN EL ALMACEN DE LA UNIDAD ADMINISTRATIVA PRESENTAR COPIA DE ESTA ORDEN CONSTANCIA DE SOLVENCIA SAR VIGENTE
ocds-lcuori-229536,ocds-lcuori-229536/1-contract,229536,683.1325,HNL,MATERIALES DE OFICINA PARA LA CCG
ocds-lcuori-229547,ocds-lcuori-229547/1-contract,229547,4250.4,HNL,COMPRA DE LEITZ
ocds-lcuori-229558,ocds-lcuori-229558/1-contract,229558,1088.4,HNL,MATERIALES DE OFICINA PARA LA CCG
ocds-lcuori-229569,ocds-lcuori-229569/1-contract,229569,2462.955,HNL,COMPRA SOLICITADA POR EL DESPACHO
ocds-lcuori-229580,ocds-lcuori-229580/1-contract,229580,223.1,HNL,COMPRA SOLICITADA POR EL SECRETARIO EJECUTIVO
ocds-lcuori-229591,ocds-lcuori-229591/1-contract,229591,396.382,HNL,COMPRA SOLICITADA POR EL SECRETARIO EJECUTIVO
ocds-lcuori-229602,ocds-lcuori-229602/1-contract,229602,381.8,HNL,COMPRA DE MATERIALES DE OFICINA PARA LA SEAPI
ocds-lcuori-233947,ocds-lcuori-233947/1-contract,233947,,,se realiza compra
ocds-lcuori-233958,ocds-lcuori-233958/1-contract,233958,51200.0,HNL,COMPRA DE MATERIAL MEDICO PARA SER UTILIZADO EN LAS DIFERENTES SALAS DE ESTA UNIDAD HOSPITALARIA EN ATENCION DE PACIENTE
ocds-lcuori-233959,ocds-lcuori-233959/1-contract,233959,12835.556,HNL,ADQUISICION DE ALIMENTOS Y BEBIDAS PARA LOS PACIENTES Y EMPLEADOS DEL HOSPITAL SAN LORENZO
ocds-lcuori-233969,ocds-lcuori-233969/1-contract,233969,2487.3520000000003,HNL,ADQUISICION DE ALIMENTOS Y BEBIDAS PARA LOS PACIENTES Y EMPLEADOS DEL HOSPITAL SAN LORENZO
ocds-lcuori-233980,ocds-lcuori-233980/1-contract,233980,7405.28,HNL,ADQUISICION DE ALIMENTOS Y BEBIDAS PARA LOS PACIENTES Y EMPLEADOS DEL HOSPITAL SAN LORENZO
ocds-lcuori-233991,ocds-lcuori-233991/1-contract,233991,1452.3600000000001,HNL,ADQUISICION DE ALIMENTOS Y BEBIDAS PARA LOS PACIENTES Y EMPLEADOS DEL HOSPITAL SAN LORENZO
ocds-lcuori-234002,ocds-lcuori-234002/1-contract,234002,2147.625,HNL,ADQUISICION DE ALIMENTOS Y BEBIDAS PARA LOS PACIENTES Y EMPLEADOS DEL HOSPITAL SAN LORENZO
ocds-lcuori-229613,ocds-lcuori-229613/1-contract,229613,1048.8,HNL,ADQUISICION DE AGUA EMBOTELLADA 24 PARA ATENDER VISITAS DE LAS DIFERENTES REUNIONES EN LA INSTITUCION Y AL PERSONAL DE LAS DIFERENTES DEPENDENCIAS
ocds-lcuori-229614,ocds-lcuori-229614/1-contract,229614,915.239,HNL,COMPRA DE MATERIALES DE OFICINA PARA LA SEAPI
ocds-lcuori-229615,ocds-lcuori-229615/1-contract,229615,455.2275,HNL,COMPRA SOLICITADA POR EL SECRETARIO EJECUTIVO
ocds-lcuori-229624,ocds-lcuori-229624/1-contract,229624,1038.0245,HNL,COMPRA DE MATERIALES DE OFICINA PARA LA SEAPI
ocds-lcuori-229635,ocds-lcuori-229635/1-contract,229635,263.7065,HNL,COMPRA DE MATERIALES DE OFICINA PARA LA SEAPI
ocds-lcuori-229636,ocds-lcuori-229636/1-contract,229636,6871.150000000001,HNL,Compra de 40 paquetes botes con agua y 1 paquete de refrescos en atencion a solicitud de Despacho y 1 paquete de agua a solicitud de la Unidad de Capacitaciones
ocds-lcuori-229646,ocds-lcuori-229646/1-contract,229646,1416.9725,HNL,COMPRA SOLICITADO POR EL SECRETARIO EJECUTIVO
ocds-lcuori-229647,ocds-lcuori-229647/1-contract,229647,912.0,HNL,ADQUISICION DE AGUA EMBOTELLADA 24 PARA ATENDER VISITAS DE LAS DIFERENTES REUNIONES EN LA INSTITUCION Y AL PERSONAL DE LAS DIFERENTES DEPENDENCIAS
ocds-lcuori-229657,ocds-lcuori-229657/1-contract,229657,7984.335,HNL,COMPRA DE DISCO DURO Y TONER
ocds-lcuori-229668,ocds-lcuori-229668/1-contract,229668,158.70000000000002,HNL,COMPRA SOLICITADA POR EL SECRETARIO EJECUTIVO
ocds-lcuori-229669,ocds-lcuori-229669/1-contract,229669,1490.565,HNL,Compra de alimentos y bebidas en atencion a solicitud de Despacho
ocds-lcuori-229679,ocds-lcuori-229679/1-contract,229679,240.12,HNL,COMPRA SOLICITADA POR EL SECRETARIO EJECUTIVO
ocds-lcuori-229690,ocds-lcuori-229690/1-contract,229690,88.73400000000001,HNL,CUCHARAS DESECHABLES PARA LA CCG
ocds-lcuori-229701,ocds-lcuori-229701/1-contract,229701,4373.278,HNL,Compra de materiales de oficina para abastecimiento de la Institucion
ocds-lcuori-229712,ocds-lcuori-229712/1-contract,229712,509.91,HNL,MOUSE DE CONEXION USB PARA LA CCG
ocds-lcuori-229713,ocds-lcuori-229713/1-contract,229713,,,MOUSE DE CONEXION USB PARA LA CCG
ocds-lcuori-229723,ocds-lcuori-229723/1-contract,229723,422.91,HNL,Compra de galletas en atencion a solicitud de Despacho
ocds-lcuori-229734,ocds-lcuori-229734/1-contract,229734,345.69,HNL,COMPRA DE CARTULINAS IRIS DE VARIOS COLORES SOLICITADOS POR EL DEPARTAMENTO DE AUDITORIA INTERNA DEL BCH TGU
ocds-lcuori-229735,ocds-lcuori-229735/1-contract,229735,2154.335,HNL,ADQUISICION DE 30 RESMAS DE PAPEL BOND BLANCO BASE 20 TAMA?O CARTA 10 CAJAS DE LAPIZ GRAFITO QUE SERAN UTILIZADOS POR LA REGION FORESTAL DE FRANCISCO MORAZAN A TRAVES DEL PROYECTO  ADAPTACION BASADA EN ECOSISTEMAS EN EL CORREDOR BOSCOSO CENTRAL DE TEGUCIGALPA CONTEMPLADO EN CARTA ACUERDO COMO R 2 1 FORTALECIMIENTO DE LA OFICINA REGIONAL FRANCISCO MORAZAN FINANCIADA CON FONDOS DEL PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO PNUD
ocds-lcuori-229745,ocds-lcuori-229745/1-contract,229745,9655.4,HNL,Compra de llantas para el vehiculo asignado en la escuela taller de Codemussba 
ocds-lcuori-229756,ocds-lcuori-229756/1-contract,229756,1531.1100000000001,HNL,Compra de alimentos y bebidas en atencion a solicitud de Despacho
ocds-lcuori-229767,ocds-lcuori-229767/1-contract,229767,13323.187,HNL,Compra de Toner
ocds-lcuori-229778,ocds-lcuori-229778/1-contract,229778,4884.05,HNL,COMPRA QUE SERA PAGADA CON FONDOS NACIONALES DE PRODUCTOS DE PAPEL Y CARTON SEGUN OBJETO DE GASTO 33100 COMPRA QUE SE LE REALIZO AL PROVEEDOR PACASA
ocds-lcuori-229779,ocds-lcuori-229779/1-contract,229779,9908.4,HNL,COMPRA LLANTAS PARA VEHICULO N 12202 Y N 10405
ocds-lcuori-229789,ocds-lcuori-229789/2-contract,229789,56469.6,HNL,COMPRA QUE SERA PAGADA CON FONDOS NACIONALES DE PRODUCTOS DE PAPEL Y CARTON SEGUN OBJETO DE GASTO 33100 COMPRA QUE SE LE REALIZO AL PROVEEDOR DISTRIBUCIONES VALENCIA
ocds-lcuori-229790,ocds-lcuori-229790/1-contract,229790,,,COMPRA QUE SERA PAGADA CON FONDOS NACIONALES DE PRODUCTOS DE PAPEL Y CARTON SEGUN OBJETO DE GASTO 33100 COMPRA QUE SE LE REALIZO AL PROVEEDOR DISTRIBUCIONES VALENCIA
ocds-lcuori-229800,ocds-lcuori-229800/1-contract,229800,7352.916,HNL,ADQUISICION DE 150 CARPETAS ARCHIVADORAS TAMA?O CARTA 1 PIZARRA DE FORMICA DE 2 43 X 1 21 5 RESMAS DE CARPETA FOLDER DE CARTULINA TAMA?O CARTA 2 RESMAS DE PAPEL BOND TAMA?O LEGAL QUE SERAN UTILIZADAS POR LA OFICINA REGIONAL DE FRANCISCO MORAZAN A TRAVES DEL PROYECTO ADAPTACION BASADA EN ECOSISTEMAS EN EL CORREDOR BOSCOSO CENTRAL DE TEGUCIGALPA CONTEMPLADO EN CARTA ACUERDO COMO R 2 1 FORTALECIMIENTO DE LA OFICINA REGIONAL DE FRANCISCO MORAZAN FINANCIADA CON FONDOS DEL PROGRAMA DE LA NACIONES UNIDAS PARA EL DESARROLLO PNUD
ocds-lcuori-229811,ocds-lcuori-229811/1-contract,229811,164709.9,HNL,600 ROLLOS DE PAPEL TOALLA 300 HOJAS PARA DISPENSADOR
ocds-lcuori-229812,ocds-lcuori-229812/1-contract,229812,39330.0,HNL,COMPRA LLANTAS PARA VEHICULOS PICK UP N 11371 N 11323 N 12197 Y N 12196
ocds-lcuori-229822,ocds-lcuori-229822/1-contract,229822,602.1055,HNL,compra de alimentos para personal de la CNSSP
ocds-lcuori-229833,ocds-lcuori-229833/1-contract,229833,4897.735000000001,HNL,ADQUISICION DE 4 CAJAS DE GRAPAS DE 1 2 DE 5000UNIDADES 2 ENGRAPADORA INDUSTRIAL DE ACERO 10 CUBOS DE NOTAS ADHESIVAS CUATRO COLOREES DE 5 5 CMS 15 UNIDADES DE CORRECTOR TIPO LAPIZ 10 ROLLOS DE MASKING TAPE DE 1 PULGADA 5 PERFORADORA DE DOS ORIFICIOS 5 PAQUETES DE SOBRE MANILA QUE SERAN UTILIZADAS POR LA OFICINA REGIONAL DE FRANCISCO MORAZAN A TRAVES DEL PROYECTO ADAPTACION BASADA EN ECOSISTEMAS EN EL CORREDOR BOSCOSO CENTRAL DE TEGUCIGALPA CONTEMPLADO EN CARTA ACUERDO COMO R 2 1 FORTALECIMIENTO DE LA OFICINA REGIONAL DE FRANCISCO MORAZAN FINANCIADA CON FONDOS DEL PROGRAMA DE LA NACIONES UNIDAS PARA EL DESARROLLO PNUD
ocds-lcuori-229844,ocds-lcuori-229844/1-contract,229844,2983.1,HNL,Compra de carpeta plastica
ocds-lcuori-229855,ocds-lcuori-229855/1-contract,229855,1858.4,HNL,COMPRA DE ALIMENTOS Y BEBIDAS PARA LA CNSSP
ocds-lcuori-229866,ocds-lcuori-229866/1-contract,229866,2043.4350000000002,HNL,ADQUISICION DE 30 RESMAS DE PAPEL BONDBASE 20 COLOR BLANCO TAMA?O CARTA  QUE SERAN UTILIZADAS POR LA OFICINA REGIONAL DE FRANCISCO MORAZAN A TRAVES DEL PROYECTO ADAPTACION BASADA EN ECOSISTEMAS EN EL CORREDOR BOSCOSO CENTRAL DE TEGUCIGALPA CONTEMPLADO EN CARTA ACUERDO COMO R 2 1 FORTALECIMIENTO DE LA OFICINA REGIONAL DE FRANCISCO MORAZAN FINANCIADA CON FONDOS DEL PROGRAMA DE LA NACIONES UNIDAS PARA EL DESARROLLO PNUD
ocds-lcuori-229877,ocds-lcuori-229877/1-contract,229877,225.4,HNL,ADQUISICION DE 7 PAQUETES DE PINZAS SUJETAPAPELES DE 51 MM PAQUETE DE 12 UNIDADES QUE SERAN UTILIZADAS POR LA OFICINA REGIONAL DE FRANCISCO MORAZAN A TRAVES DEL PROYECTO ADAPTACION BASADA EN ECOSISTEMAS EN EL CORREDOR BOSCOSO CENTRAL DE TEGUCIGALPA CONTEMPLADO EN CARTA ACUERDO COMO R 2 1 FORTALECIMIENTO DE LA OFICINA REGIONAL DE FRANCISCO MORAZAN FINANCIADA CON FONDOS DEL PROGRAMA DE LA NACIONES UNIDAS PARA EL DESARROLLO PNUD
ocds-lcuori-229888,ocds-lcuori-229888/1-contract,229888,102.0,HNL,ADQUISICION DE 10 PAQUETES DE LAPIZ PARA DIBUJO HB PAQUETE DE 12 UNIDADES QUE SERAN UTILIZADAS POR LA OFICINA REGIONAL DE FRANCISCO MORAZAN A TRAVES DEL PROYECTO ADAPTACION BASADA EN ECOSISTEMAS EN EL CORREDOR BOSCOSO CENTRAL DE TEGUCIGALPA CONTEMPLADO EN CARTA ACUERDO COMO R 2 1 FORTALECIMIENTO DE LA OFICINA REGIONAL DE FRANCISCO MORAZAN FINANCIADA CON FONDOS DEL PROGRAMA DE LA NACIONES UNIDAS PARA EL DESARROLLO PNUD
ocds-lcuori-229899,ocds-lcuori-229899/1-contract,229899,144813.75,HNL,COMPRA DE 115 UPS
ocds-lcuori-229910,ocds-lcuori-229910/1-contract,229910,9600.0,HNL,COMPRA DE AGUA PURIFICADA 5 GALONES PARA LA SUCURSAL DE SAN PEDRO SULA BANCO CENTRAL 3 CALLE 5 Y 6 AVENIDA
ocds-lcuori-229921,ocds-lcuori-229921/1-contract,229921,343678.65,HNL,CONVCE2020003
ocds-lcuori-229932,ocds-lcuori-229932/1-contract,229932,395230.4475,HNL,CONVCEGAC2020003
ocds-lcuori-229943,ocds-lcuori-229943/1-contract,229943,186.17000000000002,HNL,ADQUISICION DE 5 CAJAS DE BOLIGRAFOS DE TINTA DE ACEITE PUNTA MEDIANA COLOR NEGRO CAJA DE 12 UNIDADES 7 PAQUETES DE PINZAS SUJETAPAPELES DE 14MM QUE SERAN UTILIZADAS POR LA REGION FORESTAL DE FRANCISCO MORAZAN A TRAVES DEL PROYECTO ADAPTACION BASADA EN ECOSISTEMAS EN EL CORREDOR BOSCOSO CENTRAL DE TEGUCIGALPA CONTEMPLADO EN CARTA ACUERDO CON R 2 1 FORTALECIMIENTO DE LA OFICINA REGIONAL DE FRANCISCO MORAZAN FINANCIADA CON FONDOS DEL PROGRAMA DE LAS NACIONES UNIDADES PARA EL DESARROLLO PNUD
ocds-lcuori-229954,ocds-lcuori-229954/1-contract,229954,6413.676,HNL,COMPRA DE ALIMENTOS Y BEBIDAS PARA ATENCION DE REUNIONES DE LA DPMF
ocds-lcuori-229965,ocds-lcuori-229965/1-contract,229965,7500.0,HNL,PAGO CONTRA ENTREGA
ocds-lcuori-229976,ocds-lcuori-229976/1-contract,229976,856.9,HNL,COMPRA DE GALLETAS PARA ATENCION DE REUNIONES DE LA DPMF
ocds-lcuori-229977,ocds-lcuori-229977/1-contract,229977,14010.0,HNL,solicitud de compra de botellon de 5 galones y botes plasticos con agua de 100 ml para consumo del personal de la dsep y sus diferentes actividades 
ocds-lcuori-229987,ocds-lcuori-229987/1-contract,229987,5169.385,HNL,COMRA DE AZUCAR GALLETAS Y CHURROS PARA ATENCION DE REUNIONES DE LA DPMF
ocds-lcuori-229988,ocds-lcuori-229988/1-contract,229988,10217.175,HNL,SOLPED 100015605 SOLICITADA POR LA DIRECCION DE VIALIDAD Y TRANSPORTE ENTREGAR EN ALMACEN DE TRANSITO EL PROVEEDOR DEBERA ENTREGAR DENTRO DE 15 DIAS HABILES DESPUES DE RECIBIDA ESTA ORDEN DE COMPRA SEGUN N 21 CIRCULAR DE HABILITACION
ocds-lcuori-229998,ocds-lcuori-229998/1-contract,229998,1954.95,HNL,COMPRA DE REFRESCOS Y GALLETAS PARA ATENCION DE REUNIONES DE LA DPMF
ocds-lcuori-230009,ocds-lcuori-230009/1-contract,230009,4477.85,HNL,COMPRA DE CAFE PARA ATENCION DE REUNIONES DE LA DPMF
ocds-lcuori-230020,ocds-lcuori-230020/1-contract,230020,7500.0,HNL,PAGO CONTRA ENTREGA
ocds-lcuori-230021,ocds-lcuori-230021/1-contract,230021,6878.0,HNL,COMPRA DE AGUA PARA USO DE LA DPMF
ocds-lcuori-230031,ocds-lcuori-230031/1-contract,230031,8250.1,HNL,SOLPED 100015605 SOLICITADA POR LA DIRECCION DE VIALIDAD Y TRANSPORTE ENTREGAR EN ALMACEN DE TRANSITO EL PROVEEDOR DEBERA ENTREGAR DENTRO DE 15 DIAS HABILES DESPUES DE RECIBIDA ESTA ORDEN DE COMPRA SEGUN N 21 CIRCULAR DE HABILITACION
ocds-lcuori-230042,ocds-lcuori-230042/1-contract,230042,33927.294,HNL,COMPRA DE MATERIALES Y UTILES DE OFICINA
ocds-lcuori-230043,ocds-lcuori-230043/1-contract,230043,430.1,HNL,Compra de dos cartuchos de tinta Hp 662 para uso en la Gerencia de Negocios
ocds-lcuori-230053,ocds-lcuori-230053/1-contract,230053,17894.0,HNL,COMPRA DE UNA COMPUTADORA EJECUTIVA MARCA DELL MODELO OPTIPLEX 3060SFF PROCESADOR INTEL CORE I5 8400 DE 6 NUCLEOS 9MB CACHE HASTA 4 GHZ DISCO DURO 1TB 8 GB MEMORIA RAM MONITOR LED HD DP RG8 8 PUERTOS USB TECLADO USB MOUSE OPTICO USB UNIDAD DVDRW TARDEJA DE RED 101001000 WINDOWS 10 PROFESIONAL 64 BTIS GARANTIA 3 ANOS
ocds-lcuori-230064,ocds-lcuori-230064/1-contract,230064,15773.607,HNL,COMPRA DE TONERS MARCA HP SOLICITADOS POR EL DEPARTAMENTO DE INVESTIGACION ECONOMICA DEL BCH TGU
ocds-lcuori-230075,ocds-lcuori-230075/1-contract,230075,24305.847999999998,HNL,PARA USO EN ESTA DEPENDENCIA
ocds-lcuori-230086,ocds-lcuori-230086/1-contract,230086,39571.5,HNL,Impresora multifuncional a colores
ocds-lcuori-230097,ocds-lcuori-230097/1-contract,230097,35880.0,HNL,PARA USO EN ESTA DEPENDENCIA
ocds-lcuori-230098,ocds-lcuori-230098/1-contract,230098,895.735,HNL,CAFE
ocds-lcuori-230108,ocds-lcuori-230108/1-contract,230108,312.34000000000003,HNL,azucar
ocds-lcuori-230119,ocds-lcuori-230119/1-contract,230119,215.625,HNL,EN ATENCION A SOLICITUD DEL AREA DE PROVEEDURIA PARA EL SUMINISTRO DE UTILES DE OFICINA
ocds-lcuori-230130,ocds-lcuori-230130/1-contract,230130,51.175000000000004,HNL,EN ATENCION A SOLICITUD DEL AREA DE PROVEEDURIA PARA EL SUMINISTRO DE MATERIALES DE OFICINA
ocds-lcuori-230131,ocds-lcuori-230131/1-contract,230131,10626.0,HNL,COMPRA DE TONERS NEGRO MARCA HP SOLICITADO POR EL DEPARTAMENTO DE INVESTIGACION ECONOMICA DEL BCH TGU
ocds-lcuori-230141,ocds-lcuori-230141/1-contract,230141,7371.400000000001,HNL,EN ATENCION A SOLICITUD DEL AREA DE PROVEEDURIA PARA EL SUMINISTRO DE UTILES DE OFICINA
ocds-lcuori-230152,ocds-lcuori-230152/1-contract,230152,2533.956,HNL,EN ATENCION A SOLICITUD DEL AREA DE PROVEEDURIA PARA EL SUMINISTRO DE UTILES DE OFICINA
ocds-lcuori-230163,ocds-lcuori-230163/1-contract,230163,52589.5,HNL,para uso en los diferentes departamentos de la institucion
ocds-lcuori-230164,ocds-lcuori-230164/1-contract,230164,,,para uso en los diferentes departamentos de la institucion
