ocid,id,publisher/name,tag,tender/id,tender/localProcurementCategory,tender/procurementMethod,tender/procurementMethodDetails,language,initiationType,date,buyer/id,buyer/name
ocds-lcuori-232715,ocds-lcuori-232715/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232715,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T07:34:30-06:00,lzlBXK-6Kdoye-OzGAKn,DIRECCION HOSPITAL DEL SUR
ocds-lcuori-232726,ocds-lcuori-232726/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232726,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T10:08:38-06:00,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-232727,ocds-lcuori-232727/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232727,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T10:10:09-06:00,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-234013,ocds-lcuori-234013/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234013,goodsOrServices,open,Convenio Marco,es,tender,2020-03-17T07:52:46-06:00,lzlBXK-byP1K8-7zv0MK,Hospital de Occidente
ocds-lcuori-232737,ocds-lcuori-232737/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232737,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T10:41:44-06:00,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-234024,ocds-lcuori-234024/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234024,goodsOrServices,open,Convenio Marco,es,tender,2020-03-17T08:40:35-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-232748,ocds-lcuori-232748/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232748,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T10:56:00-06:00,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-232759,ocds-lcuori-232759/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232759,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T11:51:37-06:00,lzlBXK-RyYjNK-wrL0Br,DIRECCION METROPOLITANA DE TEGUCIGALPA
ocds-lcuori-232760,ocds-lcuori-232760/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232760,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T11:52:09-06:00,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-232770,ocds-lcuori-232770/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232770,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T11:54:15-06:00,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-234035,ocds-lcuori-234035/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234035,goodsOrServices,open,Convenio Marco,es,tender,2020-03-17T09:18:04-06:00,NzBWWy-byP1K8-5y2ZyN,UNIVERSIDAD DE DEFENSA DE HONDURAS
ocds-lcuori-232781,ocds-lcuori-232781/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232781,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T12:25:07-06:00,lzlBXK-RyYjNK-wrL0Br,DIRECCION METROPOLITANA DE TEGUCIGALPA
ocds-lcuori-232792,ocds-lcuori-232792/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232792,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T12:48:41-06:00,lzlBXK-RyYjNK-wrL0Br,DIRECCION METROPOLITANA DE TEGUCIGALPA
ocds-lcuori-232803,ocds-lcuori-232803/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232803,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T13:52:03-06:00,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-232804,ocds-lcuori-232804/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232804,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T13:54:10-06:00,lzlBXK-RyYjNK-wrL0Br,DIRECCION METROPOLITANA DE TEGUCIGALPA
ocds-lcuori-232814,ocds-lcuori-232814/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232814,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T15:39:35-06:00,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-232825,ocds-lcuori-232825/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232825,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T15:43:35-06:00,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-232836,ocds-lcuori-232836/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232836,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T15:48:16-06:00,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-232837,ocds-lcuori-232837/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232837,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T15:50:38-06:00,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-232847,ocds-lcuori-232847/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232847,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T15:53:56-06:00,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-232858,ocds-lcuori-232858/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232858,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T15:56:44-06:00,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-232869,ocds-lcuori-232869/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232869,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T15:58:55-06:00,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-232870,ocds-lcuori-232870/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232870,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T15:58:57-06:00,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-232880,ocds-lcuori-232880/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232880,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T17:09:27-06:00,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-232881,ocds-lcuori-232881/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232881,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T17:11:45-06:00,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-234036,ocds-lcuori-234036/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234036,goodsOrServices,open,Convenio Marco,es,tender,2020-03-17T09:18:23-06:00,lzlBXK-VyOdKM-lzWOzp,DIRECCION HOSPITAL SAN FRANCISCO
ocds-lcuori-234046,ocds-lcuori-234046/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234046,goodsOrServices,open,Convenio Marco,es,tender,2020-03-17T09:20:17-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-234047,ocds-lcuori-234047/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234047,goodsOrServices,open,Convenio Marco,es,tender,2020-03-17T09:21:29-06:00,lzlBXK-NzBBWz-byP11K,DIRECCION DEPARTAMENTAL DE VALLE
ocds-lcuori-234057,ocds-lcuori-234057/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234057,goodsOrServices,open,Convenio Marco,es,tender,2020-03-17T09:26:39-06:00,lzlBXK-by4Gzd-RyYNKL,DIRECCION HOSPITAL GABRIELA ALVARADO
ocds-lcuori-234068,ocds-lcuori-234068/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234068,goodsOrServices,open,Convenio Marco,es,tender,2020-03-17T09:30:28-06:00,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-234079,ocds-lcuori-234079/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234079,goodsOrServices,open,Convenio Marco,es,tender,2020-03-17T09:36:34-06:00,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-232891,ocds-lcuori-232891/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232891,goodsOrServices,open,Convenio Marco,es,tender,2020-03-14T17:15:04-06:00,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-234090,ocds-lcuori-234090/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234090,goodsOrServices,open,Convenio Marco,es,tender,2020-03-17T09:41:06-06:00,lzlBXK-JyjxrP-VyOdKM,DIRECCION HOSPITAL DE TELA
ocds-lcuori-234101,ocds-lcuori-234101/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234101,goodsOrServices,open,Convenio Marco,es,tender,2020-03-17T09:46:19-06:00,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-234112,ocds-lcuori-234112/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234112,goodsOrServices,open,Convenio Marco,es,tender,2020-03-17T10:03:29-06:00,lzlBXK-by4Gzd-RyYNKL,DIRECCION HOSPITAL GABRIELA ALVARADO
ocds-lcuori-232902,ocds-lcuori-232902/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232902,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T08:09:28-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-234123,ocds-lcuori-234123/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234123,goodsOrServices,open,Convenio Marco,es,tender,2020-03-17T10:21:07-06:00,7zvqGr-byP1K8-JyjxrP,UNIDAD DE APOYO TECNICO Y ADMINISTRATIVO
ocds-lcuori-232913,ocds-lcuori-232913/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232913,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T08:32:45-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-232924,ocds-lcuori-232924/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232924,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T09:18:57-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-234134,ocds-lcuori-234134/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234134,goodsOrServices,open,Convenio Marco,es,tender,2020-03-17T10:53:49-06:00,wrLl8r-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-232925,ocds-lcuori-232925/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232925,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T09:20:22-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-232935,ocds-lcuori-232935/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232935,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T09:26:08-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-232946,ocds-lcuori-232946/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232946,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T09:29:16-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-232947,ocds-lcuori-232947/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232947,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T09:30:58-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-232957,ocds-lcuori-232957/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232957,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T09:40:50-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-232968,ocds-lcuori-232968/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232968,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T09:55:59-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-232979,ocds-lcuori-232979/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232979,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T10:04:16-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-232990,ocds-lcuori-232990/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,232990,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T10:06:00-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-233001,ocds-lcuori-233001/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233001,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T10:49:04-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-233012,ocds-lcuori-233012/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233012,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T11:29:53-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-233023,ocds-lcuori-233023/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233023,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T11:32:34-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-233034,ocds-lcuori-233034/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233034,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T11:37:58-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-233045,ocds-lcuori-233045/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233045,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T13:29:01-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-233046,ocds-lcuori-233046/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233046,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T13:31:07-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-233056,ocds-lcuori-233056/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233056,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T13:51:57-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-233067,ocds-lcuori-233067/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233067,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T13:55:20-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-233078,ocds-lcuori-233078/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233078,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T23:51:51-06:00,NzBWWy-byP1K8-OK94yQ,Programa de Desarrollo Agricola (C-10)
ocds-lcuori-233089,ocds-lcuori-233089/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233089,goodsOrServices,open,Convenio Marco,es,tender,2020-03-15T23:57:25-06:00,NzBWWy-byP1K8-OK94yQ,Programa de Desarrollo Agricola (C-10)
ocds-lcuori-233100,ocds-lcuori-233100/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233100,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T08:02:48-06:00,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-233111,ocds-lcuori-233111/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233111,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T08:25:32-06:00,wrLl8r-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-233122,ocds-lcuori-233122/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233122,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T08:32:51-06:00,wrLl8r-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-233133,ocds-lcuori-233133/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233133,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T09:13:10-06:00,lzlBXK-RyYNKL-wrLByx,DIRECCION HOSPITAL PSIQUIATRICO SANTA ROSITA
ocds-lcuori-233144,ocds-lcuori-233144/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233144,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T09:20:19-06:00,BzXX7z-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-233145,ocds-lcuori-233145/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233145,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T09:20:46-06:00,lzlBXK-RyYNKL-wrLByx,DIRECCION HOSPITAL PSIQUIATRICO SANTA ROSITA
ocds-lcuori-233155,ocds-lcuori-233155/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233155,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T09:27:29-06:00,lzlBXK-byQqyG-qyVbya,DIRECCION HOSPITAL DE PUERTO CORTES
ocds-lcuori-233166,ocds-lcuori-233166/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233166,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T09:34:37-06:00,BzXX7z-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-233177,ocds-lcuori-233177/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233177,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T09:37:31-06:00,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA
ocds-lcuori-233188,ocds-lcuori-233188/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233188,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T09:41:17-06:00,wrL9Pz-byP1K8-6Kdoye,SUBGERENCIA ADMINISTRATIVA
ocds-lcuori-233199,ocds-lcuori-233199/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233199,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T09:57:35-06:00,7rEMr2-byP1K8-JyjxrP,"Cuerpo de Bomberos San Pedro Sula, Cortes"
ocds-lcuori-233200,ocds-lcuori-233200/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233200,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T09:58:04-06:00,7rEMr2-byP1K8-JyjxrP,"Cuerpo de Bomberos San Pedro Sula, Cortes"
ocds-lcuori-233210,ocds-lcuori-233210/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233210,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T10:00:44-06:00,BzXX7z-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-233221,ocds-lcuori-233221/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233221,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T10:02:31-06:00,wrLl8r-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-233222,ocds-lcuori-233222/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233222,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T10:03:33-06:00,7rEaPr-byP1K8-byP1K8,DIRECCION COORDINACION Y ADMINISTRACION
ocds-lcuori-233232,ocds-lcuori-233232/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233232,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T10:07:22-06:00,7rEaPr-byP1K8-byP1K8,DIRECCION COORDINACION Y ADMINISTRACION
ocds-lcuori-233233,ocds-lcuori-233233/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233233,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T10:08:57-06:00,7rEaPr-byP1K8-byP1K8,DIRECCION COORDINACION Y ADMINISTRACION
ocds-lcuori-233243,ocds-lcuori-233243/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233243,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T10:11:48-06:00,lzlBXK-byQqyG-qyVbya,DIRECCION HOSPITAL DE PUERTO CORTES
ocds-lcuori-233244,ocds-lcuori-233244/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233244,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T10:12:46-06:00,BzXX7z-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-233245,ocds-lcuori-233245/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233245,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T10:13:01-06:00,7rEaPr-byP1K8-byP1K8,DIRECCION COORDINACION Y ADMINISTRACION
ocds-lcuori-233254,ocds-lcuori-233254/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233254,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T10:16:57-06:00,lzlBXK-lzlXz1-JyjxrP,DIRECCION HOSPITAL SAN ISIDRO
ocds-lcuori-233255,ocds-lcuori-233255/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233255,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T10:18:03-06:00,7rEaPr-byP1K8-byP1K8,DIRECCION COORDINACION Y ADMINISTRACION
ocds-lcuori-233265,ocds-lcuori-233265/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233265,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T10:19:24-06:00,7rEaPr-byP1K8-byP1K8,DIRECCION COORDINACION Y ADMINISTRACION
ocds-lcuori-233276,ocds-lcuori-233276/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233276,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T10:24:32-06:00,7rEaPr-byP1K8-byP1K8,DIRECCION COORDINACION Y ADMINISTRACION
ocds-lcuori-233287,ocds-lcuori-233287/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233287,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T10:27:28-06:00,7rEaPr-byP1K8-byP1K8,DIRECCION COORDINACION Y ADMINISTRACION
ocds-lcuori-233288,ocds-lcuori-233288/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233288,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T10:27:51-06:00,rbwkMz-byP1K8-byP1K8,Unidad Central
ocds-lcuori-233298,ocds-lcuori-233298/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233298,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T10:29:42-06:00,7rEaPr-byP1K8-byP1K8,DIRECCION COORDINACION Y ADMINISTRACION
ocds-lcuori-233309,ocds-lcuori-233309/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233309,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T10:32:56-06:00,7rEaPr-byP1K8-byP1K8,DIRECCION COORDINACION Y ADMINISTRACION
ocds-lcuori-233320,ocds-lcuori-233320/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233320,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T10:41:07-06:00,lzlBXK-lzlXz1-JyjxrP,DIRECCION HOSPITAL SAN ISIDRO
ocds-lcuori-233331,ocds-lcuori-233331/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233331,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T11:11:13-06:00,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA
