ocid,id,contracts/0/id,contracts/0/items/0/id,contracts/0/items/0/description,contracts/0/items/0/unit/name,contracts/0/items/0/unit/value/amount,contracts/0/items/0/unit/value/currency,contracts/0/items/0/classification/id,contracts/0/items/0/classification/scheme,contracts/0/items/0/classification/description,contracts/0/items/0/quantity
ocds-lcuori-218433,ocds-lcuori-218433/3-contract,218433,512635,GALLETAS FLORENTINA 75-100GR ALTA CALIDAD (ZONA 1),Unidad,10.9,HNL,50181910,UNSPSC,TORTILLAS,4.0
ocds-lcuori-218433,ocds-lcuori-218433/3-contract,218433,512636,GALLETA DULCE RELLENA DE VAINILLA PAQUETE DE 12 UNIDADES ALTA CALIDAD (ZONA 1) ,Paquete,25.3,HNL,50181905,UNSPSC,Galletas dulces o pastelitos,1.0
ocds-lcuori-218433,ocds-lcuori-218433/3-contract,218433,512637,GALLETAS INTEGRALES PAQUETE DE 9 UNIDADES 234GR ALTA CALIDAD (ZONA 1),Paquete,22.9195,HNL,50181909,UNSPSC,Galletas saladas,2.0
ocds-lcuori-218433,ocds-lcuori-218433/3-contract,218433,512638,REFRESCO CARBONATADO MARCA COCA COLA EN ENVASE LATA 12 ONZ PAQUETE 24 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,295.2,HNL,50202306,UNSPSC,Refrescos,6.0
ocds-lcuori-218433,ocds-lcuori-218433/3-contract,218433,512639,GALLETAS CHIPS AHOY  EN CAJA DE 6 PAQUETES 342GR ALTA CALIDAD (ZONA 1),Caja,48.28,HNL,50181905,UNSPSC,Galletas dulces o pastelitos,1.0
ocds-lcuori-218433,ocds-lcuori-218433/3-contract,218433,512640,DORADITAS LIMON (150-190 GRAMOS) ALTA CALIDAD (ZONA 1),Unidad,15.9275,HNL,50192109,UNSPSC,Papas fritas o galletas tostadas polvoreadas con sal o preparados,1.0
ocds-lcuori-218433,ocds-lcuori-218433/3-contract,218433,512641,REFRESCO CARBONATADO MARCA COCA COLA EN ENVASE PET 3 LITROS ALTA CALIDAD (ZONA 1),litro,46.9,HNL,50202306,UNSPSC,Refrescos,5.0
ocds-lcuori-218433,ocds-lcuori-218433/3-contract,218433,512642,GALLETA OREO CHOCOLATE ORIGINAL 432 GR PAQUETE DE 12 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,59.4,HNL,50181905,UNSPSC,Galletas dulces o pastelitos,1.0
ocds-lcuori-218433,ocds-lcuori-218433/3-contract,218433,512643,GALLETAS OREO CHOCOLAATE BLANCO EN PAQUETE DE 12 UNIDADES DE 131.2 GRAMOS ALTA CALIDAD (ZONA 1),Paquete,39.9,HNL,50181905,UNSPSC,Galletas dulces o pastelitos,1.0
ocds-lcuori-218436,ocds-lcuori-218436/2-contract,218436,512645,"LLANTA No. 225/75R16 SEMITRACTORA 8L RADIAL, TIPO A, ZONA 1",Unidad,2930.2,HNL,25171901,UNSPSC,Llantas para autom?viles,4.0
ocds-lcuori-218437,ocds-lcuori-218437/2-contract,218437,512646,"CUBO DE NOTAS ADHESIVAS 5X5 CMS, CUATRO COLORES DE 400 PAGINAS ALTA CALIDAD (ZONA 1)",Paquete,43.401,HNL,14111530,UNSPSC,Notas de papel autoadhesivo,100.0
ocds-lcuori-218437,ocds-lcuori-218437/2-contract,218437,512647,PERFORADORA DE TRES ORIFICIOS METALICA CAPACIDAD HASTA 32 HOJAS ALTA CALIDAD (ZONA 1),Unidad,620.356,HNL,44121611,UNSPSC,Perforadora  de escritorio,6.0
ocds-lcuori-218437,ocds-lcuori-218437/2-contract,218437,512649,PAPEL BOND BASE 20 TAMA?O CARTA COLOR BLANCO RESMA DE 500 HOJAS  ALTA CALIDAD (ZONA 1),Resma,68.701,HNL,14111511,UNSPSC,Papel bond o de escribir,300.0
ocds-lcuori-218437,ocds-lcuori-218437/2-contract,218437,512650,PERFORADORA DE DOS ORIFICIOS METALICA CAPACIDAD HASTA 25 HOJAS ALTA CALIDAD (ZONA 1),Unidad,39.606,HNL,44121611,UNSPSC,Perforadora  de escritorio,20.0
ocds-lcuori-218437,ocds-lcuori-218437/2-contract,218437,512648,MEMORIA USB DE 16GB ALTA CALIDAD (ZONA 1),Unidad,108.376,HNL,43202005,UNSPSC,Dispositivos de almacenamiento de memoria flash (USB Memory),40.0
ocds-lcuori-218439,ocds-lcuori-218439/2-contract,218439,512651,ESPAGUETIS INA 200 GR ALTA CALIDAD (ZONA 2),Unidad,6.58,HNL,50192901,UNSPSC,Pasta o tallarines natural fresco,300.0
ocds-lcuori-218441,ocds-lcuori-218441/2-contract,218441,512652,PAPEL BOND BASE 16 TAMA?O OFICIO COLOR BLANCO RESMA DE 500 HOJAS ALTA CALIDAD (ZONA 4),Resma,101.131,HNL,14111511,UNSPSC,Papel bond o de escribir,200.0
ocds-lcuori-218441,ocds-lcuori-218441/2-contract,218441,512653,"CARPETA FOLDER DE CARTULINA TAMA?O CARTA COLOR VERDE, ALTA CALIDAD (ZONA 4)",Resma,210.611,HNL,44122011,UNSPSC,Carpetas para archivos o folder,2.0
ocds-lcuori-218441,ocds-lcuori-218441/2-contract,218441,512654,PAPEL BOND BASE 20 TAMA?O LEGAL COLOR BLANCO RESMA DE 500 HOJAS ALTA CALIDAD (ZONA 4),Resma,91.701,HNL,14111511,UNSPSC,Papel bond o de escribir,200.0
ocds-lcuori-218443,ocds-lcuori-218443/2-contract,218443,512655,ESPAGUETIS INA 200 GR ALTA CALIDAD (ZONA 2),Unidad,6.58,HNL,50192901,UNSPSC,Pasta o tallarines natural fresco,300.0
ocds-lcuori-218445,ocds-lcuori-218445/3-contract,218445,512669,CACAHUATES MIXTO 10.3 ONZ BOTE ALTA CALIDAD (ZONA 1),Unidad,151.685,HNL,50192109,UNSPSC,Papas fritas o galletas tostadas polvoreadas con sal o preparados,6.0
ocds-lcuori-218445,ocds-lcuori-218445/3-contract,218445,512670,GALLETA OREO CHOCOLATE ORIGINAL 432 GR PAQUETE DE 12 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,59.4,HNL,50181905,UNSPSC,Galletas dulces o pastelitos,3.0
ocds-lcuori-218445,ocds-lcuori-218445/3-contract,218445,512657,REFRESCO CARBONATADO MARCA COCA COLA LIGHT EN ENVASE LATA 12 ONZ PAQUETE 24 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,339.48,HNL,50202306,UNSPSC,Refrescos,1.0
ocds-lcuori-218445,ocds-lcuori-218445/3-contract,218445,512659,GALLETAS INTEGRALES PAQUETE DE 9 UNIDADES 234GR ALTA CALIDAD (ZONA 1),Paquete,22.9195,HNL,50181909,UNSPSC,Galletas saladas,3.0
ocds-lcuori-218445,ocds-lcuori-218445/3-contract,218445,512660,CALIFORNIA ICE COOL SABOR KIWI Y FRESA EN ENVASE PET DE 500 ML ALTA CALIDAD (ZONA 1),Unidad,12.87,HNL,50202304,UNSPSC,Zumo o jugos estable fuera de la nevera,12.0
ocds-lcuori-218445,ocds-lcuori-218445/3-contract,218445,512661,LAYS CLASICO (184.2 GRAMOS) ALTA CALIDAD (ZONA 1),Unidad,49.335,HNL,50192109,UNSPSC,Papas fritas o galletas tostadas polvoreadas con sal o preparados,3.0
ocds-lcuori-218445,ocds-lcuori-218445/3-contract,218445,512662,GALLETAS CHIPS AHOY  EN CAJA DE 6 PAQUETES 342GR ALTA CALIDAD (ZONA 1),Caja,48.28,HNL,50181905,UNSPSC,Galletas dulces o pastelitos,3.0
ocds-lcuori-218445,ocds-lcuori-218445/3-contract,218445,512664,CALIFORNIA ICE COOL SABOR MORA Y UVA EN ENVASE PET DE 500 ML ALTA CALIDAD (ZONA 1),Unidad,12.87,HNL,50202304,UNSPSC,Zumo o jugos estable fuera de la nevera,12.0
ocds-lcuori-218445,ocds-lcuori-218445/3-contract,218445,512665,REFRESCO CARBONATADO MARCA CANADA DRY EN ENVASE LATA 12 ONZ PAQUETE 24 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,338.1,HNL,50202306,UNSPSC,Refrescos,1.0
ocds-lcuori-218445,ocds-lcuori-218445/3-contract,218445,512666,REFRESCO COCA-COLA SIN AZUCAR ENVASE DE LATA 354 ML PAQUETE DE 24 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,339.25,HNL,50202306,UNSPSC,Refrescos,24.0
ocds-lcuori-218445,ocds-lcuori-218445/3-contract,218445,512667,DORITOS QUESO 150 GRAMOS ALTA CALIDAD (ZONA 1),Unidad,19.32,HNL,50192109,UNSPSC,Papas fritas o galletas tostadas polvoreadas con sal o preparados,3.0
ocds-lcuori-218445,ocds-lcuori-218445/3-contract,218445,512668,NESCAFE BOTE 200GR ALTA CALIDAD (ZONA 1),Unidad,143.865,HNL,50201709,UNSPSC,Caf? Instantaneo,3.0
ocds-lcuori-218446,ocds-lcuori-218446/2-contract,218446,512658,VASOS TERMICOS CON TAPADERA DESCARTABLES NO. 7 PAQUETE 25 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,32.9475,HNL,52151504,UNSPSC,Tazas o vasos desechables dom?sticos,360.0
ocds-lcuori-218447,ocds-lcuori-218447/2-contract,218447,512663,FASTENERS METALICO DE 8 CM COLOR PLATEADO CAJA DE 50 UNIDADES ALTA CALIDAD (ZONA 1),Caja,16.56,HNL,44122112,UNSPSC,Fasteners de cabeza redonda,20.0
ocds-lcuori-218448,ocds-lcuori-218448/2-contract,218448,512671,MULTIFUNCIONAL DE TANQUE DE TINTA A COLOR TIPO 1 (Garantia de 1 a?o) ZONA 1,Unidad,8175.442,HNL,43212110,UNSPSC,Impresoras multifunci?n,1.0
ocds-lcuori-218449,ocds-lcuori-218449/2-contract,218449,512672,CARPETA FOLDER DE CARTULINA TAMA?O CARTA COLOR MANILA RESMA 100 UNIDADES ALTA CALIDAD (ZONA 3),Resma,84.065,HNL,44122011,UNSPSC,Carpetas para archivos o folder,7.0
ocds-lcuori-218450,ocds-lcuori-218450/2-contract,218450,512673,CARPETA FOLDER DE CARTULINA TAMA?O CARTA COLOR MANILA RESMA 100 UNIDADES ALTA CALIDAD (ZONA 1),Resma,84.065,HNL,44122011,UNSPSC,Carpetas para archivos o folder,1.0
ocds-lcuori-218451,ocds-lcuori-218451/2-contract,218451,512674,VASOS TERMICOS CON TAPADERA DESCARTABLES NO. 8 PAQUETE 25 UNIDADES ALTA CALIDAD (ZONA 4),Paquete,23.2875,HNL,52151504,UNSPSC,Tazas o vasos desechables dom?sticos,1344.0
ocds-lcuori-218452,ocds-lcuori-218452/2-contract,218452,512675,"265/70R17 SEMITRACTORA 10L RADIAL, TIPO A, ZONA 4",Unidad,3446.55,HNL,25171901,UNSPSC,Llantas para autom?viles,8.0
ocds-lcuori-218452,ocds-lcuori-218452/2-contract,218452,512676,"LLANTA No. 265/70R16 SEMITRACTORA 6L RADIAL, TIPO A, ZONA 4",Unidad,2642.7,HNL,25171901,UNSPSC,Llantas para autom?viles,4.0
ocds-lcuori-218452,ocds-lcuori-218452/2-contract,218452,512677,"LLANTA No. 255/70R16 RADIAL 8L SEMITRACTORA, TIPO A, ZONA 4",Unidad,2730.1,HNL,25171901,UNSPSC,Llantas para autom?viles,26.0
ocds-lcuori-218452,ocds-lcuori-218452/2-contract,218452,512678,"LLANTA No. 750-16 SEMITRACTORA 10L CONVENCIONAL SET TIPO A, ALTA CALIDAD, ZONA 4 
",Unidad,3447.7,HNL,25171901,UNSPSC,Llantas para autom?viles,10.0
ocds-lcuori-218452,ocds-lcuori-218452/2-contract,218452,512679,"LLANTA No. 235/70R16 SEMITRACTORA 6L RADIAL TIPO A, ALTA CALIDAD, ZONA 4 ",Unidad,2182.7,HNL,25171901,UNSPSC,Llantas para autom?viles,16.0
ocds-lcuori-218452,ocds-lcuori-218452/2-contract,218452,512680,"LLANTA No. 700-16 SEMITRACTORA 10L CONVENCIONAL SET TIPO A, ALTA CALIDAD, ZONA 6 
",Unidad,2868.1,HNL,25171901,UNSPSC,Llantas para autom?viles,4.0
ocds-lcuori-218453,ocds-lcuori-218453/2-contract,218453,512681,PLATOS TIPO SOPERA DE FOAM 32 ONZ PAQUETE 25 UNIDADES ALTA CALIDAD (ZONA 4),Paquete,74.635,HNL,52151504,UNSPSC,Tazas o vasos desechables dom?sticos,336.0
ocds-lcuori-218454,ocds-lcuori-218454/2-contract,218454,512682,CLIP ESTANDAR PEQUE?O COLOR PLATEADO CAJA DE 100 UNIDADES ALTA CALIDAD (ZONA 1),Caja,4.416,HNL,44122104,UNSPSC,Clips para papel,10.0
ocds-lcuori-218454,ocds-lcuori-218454/2-contract,218454,512683,CLIP JUMBO COLOR PLATEADO CAJA DE 100 UNIDADES ALTA CALIDAD (ZONA 1),Caja,10.281,HNL,44122104,UNSPSC,Clips para papel,10.0
ocds-lcuori-218454,ocds-lcuori-218454/2-contract,218454,512684,PEGAMENTO EN BARRA DE  40 GRAMOS EN ADELANTE ALTA CALIDAD (ZONA 1),Unidad,10.281,HNL,31201610,UNSPSC,Colas o pegamentos,15.0
ocds-lcuori-218454,ocds-lcuori-218454/2-contract,218454,512685,CERA PARA CONTAR DE 15 ML ALTA CALIDAD (ZONA 1),Unidad,8.556,HNL,44121622,UNSPSC,Humedecedores de dedos,15.0
ocds-lcuori-218454,ocds-lcuori-218454/2-contract,218454,512686,ENGRAPADORA ESTANDAR DE ACERO COLOR NEGRO CAPACIDAD HASTA 25 HOJAS ALTA CALIDAD (ZONA 1),Unidad,37.306,HNL,44121615,UNSPSC,Grapadoras  de escritorio,8.0
ocds-lcuori-218455,ocds-lcuori-218455/2-contract,218455,512687,CARPETA FOLDER DE CARTULINA TAMA?O OFICIO COLOR MANILA RESMA 100 UNIDADES  ALTA CALIDAD (ZONA 1),Resma,102.35,HNL,44122011,UNSPSC,Carpetas para archivos o folder,320.0
ocds-lcuori-218456,ocds-lcuori-218456/2-contract,218456,512688,VEHICULO MICROBUS (16 PERSONAS),Unidad,1058167.003,HNL,25101502,UNSPSC,Autobuses o buses,1.0
ocds-lcuori-218456,ocds-lcuori-218456/2-contract,218456,512689,CAMIONETA PARA PROTECCION DE ALTOS FUNCIONARIOS BLINDAJE TIPO III ,Unidad,1292129.995,HNL,25101504,UNSPSC,Rancheras o camionetas,1.0
ocds-lcuori-218457,ocds-lcuori-218457/2-contract,218457,512690,PLATOS TIPO SOPERA DE FOAM 32 ONZ PAQUETE 25 UNIDADES ALTA CALIDAD (ZONA 4),Paquete,74.635,HNL,52151504,UNSPSC,Tazas o vasos desechables dom?sticos,336.0
ocds-lcuori-218458,ocds-lcuori-218458/2-contract,218458,512691,"TONER PARA COPIADORA  IR-1435IF NEGRO, ZONA 3",Unidad,1603.0425,HNL,44103103,UNSPSC,Toner,2.0
ocds-lcuori-218459,ocds-lcuori-218459/2-contract,218459,512692,PLATOS TIPO SOPERA DE FOAM 32 ONZ PAQUETE 25 UNIDADES ALTA CALIDAD (ZONA 4),Paquete,74.635,HNL,52151504,UNSPSC,Tazas o vasos desechables dom?sticos,336.0
ocds-lcuori-218461,ocds-lcuori-218461/2-contract,218461,512694,GRAPAS DE 23/24   CAJA DE 1000 UNIDADES ALTA CALIDAD (ZONA 4),Caja,62.1,HNL,44122107,UNSPSC,Grapas,50.0
ocds-lcuori-218461,ocds-lcuori-218461/2-contract,218461,512695,MASKING TAPE DE 1/2  X HASTA 40 YARDAS DE LARGO  ALTA CALIDAD (ZONA 1),Unidad,6.6125,HNL,31201503,UNSPSC,Cintas adhesivas de protecci?n o masking tape,500.0
ocds-lcuori-218461,ocds-lcuori-218461/2-contract,218461,512696,CARPETA ARCHIVADORA DE CARTON COLOR NEGRO TAMA?O CARTA  ALTA CALIDAD (ZONA 4),Unidad,31.9125,HNL,44122011,UNSPSC,Carpetas para archivos o folder,50.0
ocds-lcuori-218461,ocds-lcuori-218461/2-contract,218461,512697,BOLIGRAFOS DE TINTA DE ACEITE PUNTA MEDIANA COLOR VERDE  CAJA DE 12 UNIDADES ALTA CALIDAD (ZONA 1),Caja,43.7,HNL,44121704,UNSPSC,Bol?grafos o l?piz tinta,100.0
ocds-lcuori-218461,ocds-lcuori-218461/2-contract,218461,512698,BOLIGRAFOS DE TINTA DE ACEITE PUNTA MEDIANA COLOR NEGRO  CAJA DE 12 UNIDADES ALTA CALIDAD (ZONA 4),Caja,45.425,HNL,44121704,UNSPSC,Bol?grafos o l?piz tinta,100.0
ocds-lcuori-218461,ocds-lcuori-218461/2-contract,218461,512699,BOLIGRAFOS DE TINTA DE ACEITE PUNTA MEDIANA COLOR ROJO  CAJA DE 12 UNIDADES  ALTA CALIDAD (ZONA 4),Caja,45.425,HNL,44121704,UNSPSC,Bol?grafos o l?piz tinta,10.0
ocds-lcuori-218472,ocds-lcuori-218472/2-contract,218472,512719,MARCADOR PERMANENTE DE PUNTA FINA (1MM - 2MM) COLOR NEGRO CAJA DE 12 UNIDADES  ALTA CALIDAD (ZONA 4),Caja,114.356,HNL,44121708,UNSPSC,Marcadores permanentes,80.0
ocds-lcuori-218472,ocds-lcuori-218472/2-contract,218472,512720,FASTENERS METALICO DE 8 CM COLOR PLATEADO CAJA DE 50 UNIDADES ALTA CALIDAD (ZONA 4),Caja,19.251,HNL,44122112,UNSPSC,Fasteners de cabeza redonda,100.0
ocds-lcuori-218472,ocds-lcuori-218472/2-contract,218472,512721,RESALTADORES FLUORESCENTES GRUESOS ROSADO (3MM - 5MM) CAJA DE 12 UNIDADES ALTA CALIDAD (ZONA 4),Caja,51.612,HNL,44121716,UNSPSC,Resaltadores fluorescentes,20.0
ocds-lcuori-218473,ocds-lcuori-218473/2-contract,218473,512722,"DISCO DURO EXTERNO DE 5 TB, USB 3.0/3 T DE 2.5   ALTA CALIDAD (ZONA 1)",Unidad,4226.25,HNL,43201414,UNSPSC,Proteccion del disco duro,4.0
ocds-lcuori-218475,ocds-lcuori-218475/2-contract,218475,512723,AGUA PURIFICADA EN BOTELLON DE 5 GALONES ALTA CALIDAD (ZONA 1),Unidad,22.0,HNL,50202301,UNSPSC,Agua purificada,200.0
ocds-lcuori-218476,ocds-lcuori-218476/2-contract,218476,512724,MEMORIA USB DE 32GB ALTA CALIDAD (ZONA 1),Unidad,160.931,HNL,43202005,UNSPSC,Dispositivos de almacenamiento de memoria flash (USB Memory),10.0
ocds-lcuori-218477,ocds-lcuori-218477/2-contract,218477,512725,DISCO DURO EXTERNO USB 3.0/3TB  ALTA CALIDAD (ZONA 1),Unidad,2975.05,HNL,43201414,UNSPSC,Proteccion del disco duro,1.0
ocds-lcuori-218481,ocds-lcuori-218481/2-contract,218481,512729,ENGRAPADORA INDUSTRIAL DE ACERO REFORZADO CAPACIDAD HASTA 200 HOJAS ALTA CALIDAD (ZONA 1),Unidad,347.806,HNL,44101707,UNSPSC,Grapadoras para fotocopiadora,9.0
ocds-lcuori-218482,ocds-lcuori-218482/2-contract,218482,512730,AGUA PURIFICADA EN BOTELLON DE 5 GALONES ALTA CALIDAD (ZONA 1),Unidad,22.0,HNL,50202301,UNSPSC,Agua purificada,100.0
ocds-lcuori-218483,ocds-lcuori-218483/2-contract,218483,512731,TINTA PARA SELLOS FECHADORES EN GOTERO COLOR NEGRO ALTA CALIDAD (ZONA 1),Unidad,13.455,HNL,44121902,UNSPSC,Tinta china,5.0
ocds-lcuori-218484,ocds-lcuori-218484/2-contract,218484,512732,ALMOHADILLAS DE ENTINTAR PLASTICA # 1 ALTA CALIDAD (ZONA 1),Unidad,17.135,HNL,44121621,UNSPSC,Almohadillas de escritorio,108.0
ocds-lcuori-218485,ocds-lcuori-218485/2-contract,218485,512733,AGUA PURIFICADA EMBOTELLADA EN ENVASE DE 500 ML A 999 ML PAQUETE DE VARIAS UNIDADES  ALTA CALIDAD (ZONA 1),Paquete,199.9965,HNL,50202301,UNSPSC,Agua purificada,20.0
ocds-lcuori-218486,ocds-lcuori-218486/2-contract,218486,512734,"BANDEJA METALICA PARA CORRESPONDENCIA DE 3 DEPOSITOS, TAMA?O OFICIO, ALTA CALIDAD (ZONA 1)",Unidad,281.106,HNL,44101723,UNSPSC,Bandejas de varios dep?sitos,35.0
ocds-lcuori-218487,ocds-lcuori-218487/2-contract,218487,512735,SACAPUNTAS MANUAL DE 1 ORIFICIO METALICO ALTA CALIDAD (ZONA 1),Unidad,1.4,HNL,44121619,UNSPSC,Sacapuntas el?ctrico,138.0
ocds-lcuori-218488,ocds-lcuori-218488/2-contract,218488,512736,TE DE JENGIBRE LIMON CAJA DE 20 SOBRES(20GR)ALTA CALIDAD (ZONA 3),Paquete,74.819,HNL,50201711,UNSPSC,T? Instantaneo,3.0
ocds-lcuori-218488,ocds-lcuori-218488/2-contract,218488,512737,GALLETAS CAMPECHANAS 228 GR PAQUETE DE 12 UNIDADES ALTA CALIDAD (ZONA 3),Paquete,27.32,HNL,50181905,UNSPSC,Galletas dulces o pastelitos,12.0
ocds-lcuori-218488,ocds-lcuori-218488/2-contract,218488,512738,GALLETAS RITZ ORIGINAL EN PAQUETE DE 259.2GR ALTA CALIDAD (ZONA 3),Unidad,51.4855,HNL,50181905,UNSPSC,Galletas dulces o pastelitos,12.0
ocds-lcuori-218488,ocds-lcuori-218488/2-contract,218488,512739,GALLETAS AVENY BRAND CAJA DE 5 PAQUETES 339GR ALTA CALIDAD (ZONA 3) ,Paquete,53.51,HNL,50181906,UNSPSC,Pan en conserva,8.0
ocds-lcuori-218489,ocds-lcuori-218489/2-contract,218489,512740,BOLIGRAFOS DE TINTA DE GEL PUNTA MEDIANA COLOR NEGRO CAJA DE 12 UNIDADES  ALTA CALIDAD (ZONA 1),Caja,47.426,HNL,60121524,UNSPSC,Bol?grafos de gel,42.0
ocds-lcuori-218489,ocds-lcuori-218489/2-contract,218489,512741,GRAPAS DE ESTANDAR CAJA DE 5000 UNIDADES ALTA CALIDAD (ZONA 1),Caja,11.431,HNL,44122107,UNSPSC,Grapas,150.0
ocds-lcuori-218489,ocds-lcuori-218489/2-contract,218489,512742,"CARPETA FOLDER DE CARTULINA TAMA?O CARTA COLOR AMARILLO, ALTA CALIDAD (ZONA 1)",Resma,200.606,HNL,44122011,UNSPSC,Carpetas para archivos o folder,30.0
ocds-lcuori-218489,ocds-lcuori-218489/2-contract,218489,512743,PAPEL CARBON TAMA?O CARTA PARA MAQUINA DE ESCRIBIR PAQUETE 100 UNIDDES ALTA CALIDAD (ZONA 1),Paquete,49.956,HNL,14121810,UNSPSC,Papeles carb?n,10.0
ocds-lcuori-218489,ocds-lcuori-218489/2-contract,218489,512744,TIJERA DE ACERO INOXIDABLE DE 8  DE LARGO ALTA CALIDAD (ZONA 1),Unidad,12.351,HNL,44121618,UNSPSC,Tijeras,20.0
ocds-lcuori-218489,ocds-lcuori-218489/2-contract,218489,512745,PAPEL BOND BASE 20 TAMA?O CARTA COLOR BLANCO RESMA DE 500 HOJAS  ALTA CALIDAD (ZONA 1),Resma,68.701,HNL,14111511,UNSPSC,Papel bond o de escribir,300.0
ocds-lcuori-218489,ocds-lcuori-218489/2-contract,218489,512746,"PERFORADORA DE DOS ORIFICIOS METALICA CAPACIDAD HASTA 100 HOJAS, ALTA CALIDAD (ZONA 1)",Unidad,643.356,HNL,44121611,UNSPSC,Perforadora  de escritorio,12.0
ocds-lcuori-218489,ocds-lcuori-218489/2-contract,218489,512747,PAPEL BOND BASE 20 TAMA?O OFICIO COLOR BLANCO RESMA DE 500 HOJAS  ALTA CALIDAD (ZONA 1),Resma,83.306,HNL,14111511,UNSPSC,Papel bond o de escribir,300.0
ocds-lcuori-218489,ocds-lcuori-218489/2-contract,218489,512748,PAPEL CARBON TAMA?O OFICIO PARA MAQUINA DE ESCRIBIR PAQUETE 100 UNIDDES ALTA CALIDAD (ZONA 1),Paquete,51.106,HNL,14121810,UNSPSC,Papeles carb?n,10.0
ocds-lcuori-218490,ocds-lcuori-218490/2-contract,218490,512749,"SOBRE MANILA TAMA?O EXTRALEGAL 12  X 15.5 , ALTA CALIDAD (ZONA 1)",Paquete,89.7805,HNL,44121506,UNSPSC,Sobres est?ndar,40.0
ocds-lcuori-218491,ocds-lcuori-218491/2-contract,218491,512750,"BOTE DE TINTA EPSON 774 PIGMENTADO, ZONA 3

",Unidad,403.2015,HNL,44103103,UNSPSC,Toner,32.0
ocds-lcuori-218491,ocds-lcuori-218491/2-contract,218491,512751,"TONER HP 80A (CF280A) NEGRO, ZONA 3 ",Unidad,2169.498,HNL,44103103,UNSPSC,Toner,8.0
ocds-lcuori-218491,ocds-lcuori-218491/2-contract,218491,512752,"CINTA EPSON (S015329) NEGRO, ZONA 3 ",Unidad,139.725,HNL,44103103,UNSPSC,Toner,18.0
ocds-lcuori-218491,ocds-lcuori-218491/2-contract,218491,512753,"BOTELLA EPSON (T664320) MAGENTA, ZONA 3 ",Unidad,203.55,HNL,44103103,UNSPSC,Toner,240.0
ocds-lcuori-218491,ocds-lcuori-218491/2-contract,218491,512754,"BOTELLA EPSON (T664220) CYAN, ZONA 3 ",Unidad,203.55,HNL,44103103,UNSPSC,Toner,240.0
ocds-lcuori-218491,ocds-lcuori-218491/2-contract,218491,512755,"BOTELLA EPSON (T664420) AMARILLO, ZONA 3 ",Unidad,203.55,HNL,44103103,UNSPSC,Toner,240.0
ocds-lcuori-218491,ocds-lcuori-218491/2-contract,218491,512756,"TONER HP (CE285A) NEGRO, ZONA 3  ",Unidad,1458.89,HNL,44103103,UNSPSC,Toner,6.0
ocds-lcuori-218491,ocds-lcuori-218491/2-contract,218491,512757,"CARTUCHO DE TINTA CANON PG-210 (2974B001) NEGRO, ZONA 3",Unidad,387.8605,HNL,44103103,UNSPSC,Toner,3.0
ocds-lcuori-218491,ocds-lcuori-218491/2-contract,218491,512758,"CARTUCHO DE TINTA CANON (PG-140) NEGRO, ZONA 3",Unidad,379.477,HNL,44103103,UNSPSC,Toner,3.0
ocds-lcuori-218491,ocds-lcuori-218491/2-contract,218491,512759,"CARTUCHO DE TINTA CANON CL 211 (2976B001) TRICOLOR, ZONA 3",Unidad,492.4645,HNL,44103103,UNSPSC,Toner,2.0
ocds-lcuori-218491,ocds-lcuori-218491/2-contract,218491,512760,"CARTUCHO DE TINTA CANON (CL-141) TRICOLOR, ZONA 3",Unidad,468.7745,HNL,44103103,UNSPSC,Toner,2.0
ocds-lcuori-218491,ocds-lcuori-218491/2-contract,218491,512761,"TONER HP (CE278A) NEGRO, ZONA 3  ",Unidad,1654.3555,HNL,44103103,UNSPSC,Toner,36.0
ocds-lcuori-218491,ocds-lcuori-218491/2-contract,218491,512762,"BOTELLA EPSON (T664120) NEGRO, ZONA 3 ",Unidad,203.55,HNL,44103103,UNSPSC,Toner,480.0
ocds-lcuori-218491,ocds-lcuori-218491/2-contract,218491,512763,"CARTUCHO DE TINTA HP 122 (CH561HL) NEGRO, ZONA 3 ",Unidad,252.103,HNL,44103103,UNSPSC,Toner,12.0
ocds-lcuori-218491,ocds-lcuori-218491/2-contract,218491,512764,"CARTUCHO DE TINTA HP 920XL (CD974AL) AMARILLO, ZONA 3 ",Unidad,421.061,HNL,44103103,UNSPSC,Toner,4.0
ocds-lcuori-218491,ocds-lcuori-218491/2-contract,218491,512765,"CARTUCHO DE TINTA HP 122 (CH562HL) TRICOLOR, ZONA 3 ",Unidad,310.0975,HNL,44103103,UNSPSC,Toner,18.0
ocds-lcuori-218491,ocds-lcuori-218491/2-contract,218491,512766,"CARTUCHO DE TINTA HP 920XL (CD973AL) MAGENTA ALTO RENDIMIENTO, ZONA 3 ",Unidad,407.353,HNL,44103103,UNSPSC,Toner,4.0
ocds-lcuori-218491,ocds-lcuori-218491/2-contract,218491,512767,"CARTUCHO DE TINTA HP 920XL (CD975AL) NEGRO ALTO RENDIMIENTO, ZONA 3 ",Unidad,921.127,HNL,44103103,UNSPSC,Toner,6.0
