ocid,id,contracts/0/id,contracts/0/title,contracts/0/description,contracts/0/status,contracts/0/statusDetails,contracts/0/value/amount,contracts/0/value/currency,contracts/0/period/startDate,contracts/0/awardID,contracts/0/localProcurementCategory,contracts/0/buyer/id,contracts/0/buyer/name
ocds-lcuori-232374,ocds-lcuori-232374/1-contract,232374,28-1-1-0897-2020,ADQUISICON DE 2 LAPTOP AVANZADA DE 15 PULGADAS QUE SERAN UTILIZADAS POR LA REGION FORESTAL DE FRANCISCO MORAZAN A TRAVES DEL PROYECTO ADAPTACION BASADA EN ECOSISTEMAS EN EL CORREDOR BOSCOSO CENTRAL DE TEGUCIGALPA CONTEMPLANDO EN CARTA ACUERDO COMO R 2 1 FORTALECIMIENTO DE LA OFICINA REGIONAL DE FRANCISCO MORAZAN FINANCIADA CON FONDOS DEL APROGRAM DE LAS NACIONES UNIDAS PARA EL DESARROLLO PNUD CON REQUISICION ICF ADAPTARC 07 2020,pending,Impreso,43389.5,HNL,2020-03-13T15:28:35-06:00,232374,goodsOrServices,PKJ7rO-byP1K8-byP1K8,ACTIVIDADES CENTRALES
ocds-lcuori-232375,ocds-lcuori-232375/1-contract,232375,44-1-5-1010-2020,COMPRA QUE SERA UTILIZADA EN EL CENTRO DE EDUCACION MEDIA TECNICO JUAN RAMON MOLINA CENTRO PENITENCIARIO NACIONAL DE TAMARA,pending,Impreso,266.09000000000003,HNL,2020-03-13T15:28:40-06:00,232375,goodsOrServices,BzX2jK-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-232385,ocds-lcuori-232385/1-contract,232385,60-44-43-0183-2020,COMPRA DE GUANTES PARA SER UTILIZADOS Y DISTRIBUIDOS EN LA DIFERENTES UNIDADES DE SALUD QUE FUNCIONAN EN ESTA REGION DEPARTAMENTAL DE OLANCHO,pending,Impreso,89010.0,HNL,2020-03-13T15:29:29-06:00,232385,goodsOrServices,lzlBXK-BzX2jK-7K7oKn,DIRECCION DEPARTAMENTAL DE OLANCHO
ocds-lcuori-232396,ocds-lcuori-232396/1-contract,232396,100-1-26-0062-2020,compra de ochenta y nueve paquetes de banderillas siete paquetes de sobre blanco quince resmas de papel bond tama?o oficio veinte resmas de papel bond tama?o legal para uso de la Direccion de Transparencia de la Secretaria de Finanzas  ,pending,Impreso,4207.666,HNL,2020-03-13T15:31:17-06:00,232396,goodsOrServices,BzXX7z-byP1K8-DznPKL,Unidad Central
ocds-lcuori-232407,ocds-lcuori-232407/1-contract,232407,28-1-1-0898-2020,ADQUISICON DE 2 COMPUTADORA EJECUTIVA QUE SERAN UTILIZADAS POR LA REGION FORESTAL DE FRANCISCO MORAZAN A TRAVES DEL PROYECTO ADAPTACION BASADA EN ECOSISTEMAS EN EL CORREDOR BOSCOSO CENTRAL DE TEGUCIGALPA CONTEMPLANDO EN CARTA ACUERDO COMO R 2 1 FORTALECIMIENTO DE LA OFICINA REGIONAL DE FRANCISCO MORAZAN FINANCIADA CON FONDOS DEL APROGRAM DE LAS NACIONES UNIDAS PARA EL DESARROLLO PNUD CON REQUISICION ICF ADAPTARC 07 2020,pending,Impreso,41156.200000000004,HNL,2020-03-13T15:33:31-06:00,232407,goodsOrServices,PKJ7rO-byP1K8-byP1K8,ACTIVIDADES CENTRALES
ocds-lcuori-232418,ocds-lcuori-232418/1-contract,232418,1801-1-2-1314-2020,CMA 0175 A 2 2020COMPRA DE SUMINISTROS DE OFICINA PARA USO DE LOS MAESTROS Y PERSONAL ADMINISTRATIVO DE LOS CENTROS EDUCATIVOS MUNICIPALES JARDINES GERENCIA DE DESARROLLO HUMANO,pending,Impreso,4091.9550000000004,HNL,2020-03-13T15:36:09-06:00,232418,goodsOrServices,byPqXK-byP1K8-NzBWyw,UNIDAD EJECUTORA CENTRAL DE AMDC
ocds-lcuori-232429,ocds-lcuori-232429/1-contract,232429,28-1-1-0899-2020,ADQUISICON DE 2 PROYECTOR BASICO TIPO 1 20 UNIDADES DE BOTELLA DE TINTA EPSON COLOR NEGRO 20 UNIDADES DE BOTELLA DE TINTA EPSON COLOR CYAN 20 UNIDADES DE BOTELLA DE TINTA EPSON COLOR AMARILLA 20 UNIDADES DE BOTELLA DE TINTA EPSON COLOR MAGENTA  QUE SERAN UTILIZADAS POR LA REGION FORESTAL DE FRANCISCO MORAZAN A TRAVES DEL PROYECTO ADAPTACION BASADA EN ECOSISTEMAS EN EL CORREDOR BOSCOSO CENTRAL DE TEGUCIGALPA CONTEMPLANDO EN CARTA ACUERDO COMO R 2 1 FORTALECIMIENTO DE LA OFICINA REGIONAL DE FRANCISCO MORAZAN FINANCIADA CON FONDOS DEL APROGRAM DE LAS NACIONES UNIDAS PARA EL DESARROLLO PNUD CON REQUISICION ICF ADAPTARC 07 2020,pending,Impreso,34957.079,HNL,2020-03-13T15:41:00-06:00,232429,goodsOrServices,PKJ7rO-byP1K8-byP1K8,ACTIVIDADES CENTRALES
ocds-lcuori-232440,ocds-lcuori-232440/1-contract,232440,1801-1-2-1315-2020,CMA 0175 A 3 2020 COMPRA DE SUMINISTROS DE OFICINA PARA USO DE LOS MAESTROS Y PERSONAL ADMINISTRATIVO DE LOS CENTROS EDUCATIVOS MUNICIPALES JARDINES GERENCIA DE DESARROLLO HUMANO,pending,Impreso,989.35,HNL,2020-03-13T15:44:06-06:00,232440,goodsOrServices,byPqXK-byP1K8-NzBWyw,UNIDAD EJECUTORA CENTRAL DE AMDC
ocds-lcuori-232451,ocds-lcuori-232451/1-contract,232451,60-35-34-0109-2020,SERA UTILIZADO EN LOS DIFERENTES ESTABLECIMIENTOS DE SALUD LABORATORIOS Y PERSONAL MEDICO LABORANTE EN LA EMERGENCIA COVID 19 DE ESTA REGION SANITARIA DEPARTAMENTAL DE CHOLUTECA I TRIMESTRE A?O 2020,pending,Impreso,48300.0,HNL,2020-03-13T15:45:14-06:00,232451,goodsOrServices,lzlBXK-6y6kKW-7rqErZ,DIRECCION DEPARTAMENTAL DE CHOLUTECA
ocds-lcuori-232462,ocds-lcuori-232462/1-contract,232462,28-1-1-0900-2020,ADQUISICON DE LICENCIA OFFICE 365 BUSINESS PREMIUMQUE SERAN UTILIZADAS POR LA REGION FORESTAL DE FRANCISCO MORAZAN A TRAVES DEL PROYECTO ADAPTACION BASADA EN ECOSISTEMAS EN EL CORREDOR BOSCOSO CENTRAL DE TEGUCIGALPA CONTEMPLANDO EN CARTA ACUERDO COMO R 2 1 FORTALECIMIENTO DE LA OFICINA REGIONAL DE FRANCISCO MORAZAN FINANCIADA CON FONDOS DEL APROGRAM DE LAS NACIONES UNIDAS PARA EL DESARROLLO PNUD CON REQUISICION ICF ADAPTARC 07 2020,pending,Impreso,27217.05,HNL,2020-03-13T15:47:01-06:00,232462,goodsOrServices,PKJ7rO-byP1K8-byP1K8,ACTIVIDADES CENTRALES
ocds-lcuori-232473,ocds-lcuori-232473/1-contract,232473,1801-1-2-1316-2020,CMA 0175 A 5 2020 COMPRA DE SUMINISTROS DE OFICINA PARA USO DE LOS MAESTROS Y PERSONAL ADMINISTRATIVO DE LOS CENTROS EDUCATIVOS MUNICIPALES JARDINES GERENCIA DE DESARROLLO HUMANO,pending,Impreso,7397.781,HNL,2020-03-13T15:48:29-06:00,232473,goodsOrServices,byPqXK-byP1K8-NzBWyw,UNIDAD EJECUTORA CENTRAL DE AMDC
ocds-lcuori-232484,ocds-lcuori-232484/1-contract,232484,60-1-53-2015-2020,LLANTAS Y CAMARAS DE AIRE CUATRO LLANTAS LUGAR DE ENTREGA BODEGA DEL POOL DE VEHICULOS ,pending,Impreso,12415.4,HNL,2020-03-13T15:52:19-06:00,232484,goodsOrServices,lzlBXK-byP1K8-OzGwAz,GERENCIA ADMINISTRATIVA
ocds-lcuori-232485,ocds-lcuori-232485/1-contract,232485,28-1-1-0901-2020,ADQUISICON DE 2 MULTIFUNCIONAL DE TANQUE DE TINTA A COLOR  TIPO 1 QUE SERAN UTILIZADAS POR LA REGION FORESTAL DE FRANCISCO MORAZAN A TRAVES DEL PROYECTO ADAPTACION BASADA EN ECOSISTEMAS EN EL CORREDOR BOSCOSO CENTRAL DE TEGUCIGALPA CONTEMPLANDO EN CARTA ACUERDO COMO R 2 1 FORTALECIMIENTO DE LA OFICINA REGIONAL DE FRANCISCO MORAZAN FINANCIADA CON FONDOS DEL APROGRAM DE LAS NACIONES UNIDAS PARA EL DESARROLLO PNUD CON REQUISICION ICF ADAPTARC 07 2020,pending,Impreso,20423.471,HNL,2020-03-13T15:52:32-06:00,232485,goodsOrServices,PKJ7rO-byP1K8-byP1K8,ACTIVIDADES CENTRALES
ocds-lcuori-232495,ocds-lcuori-232495/1-contract,232495,28-1-1-0902-2020,ADQUISICON DE 3 DISCO DURO EXTERNO DE 5 TB USB 3 0  3T DE 2 5QUE SERAN UTILIZADAS POR LA REGION FORESTAL DE FRANCISCO MORAZAN A TRAVES DEL PROYECTO ADAPTACION BASADA EN ECOSISTEMAS EN EL CORREDOR BOSCOSO CENTRAL DE TEGUCIGALPA CONTEMPLANDO EN CARTA ACUERDO COMO R 2 1 FORTALECIMIENTO DE LA OFICINA REGIONAL DE FRANCISCO MORAZAN FINANCIADA CON FONDOS DEL APROGRAM DE LAS NACIONES UNIDAS PARA EL DESARROLLO PNUD CON REQUISICION ICF ADAPTARC 07 2020,pending,Impreso,13713.75,HNL,2020-03-13T15:56:50-06:00,232495,goodsOrServices,PKJ7rO-byP1K8-byP1K8,ACTIVIDADES CENTRALES
ocds-lcuori-232506,ocds-lcuori-232506/1-contract,232506,28-1-1-0903-2020,ADQUISICON DE 3 LINCENCIA DE ANTIVIRUS ESET INTERNET SECURITY QUE SERAN UTILIZADAS POR LA REGION FORESTAL DE FRANCISCO MORAZAN A TRAVES DEL PROYECTO ADAPTACION BASADA EN ECOSISTEMAS EN EL CORREDOR BOSCOSO CENTRAL DE TEGUCIGALPA CONTEMPLANDO EN CARTA ACUERDO COMO R 2 1 FORTALECIMIENTO DE LA OFICINA REGIONAL DE FRANCISCO MORAZAN FINANCIADA CON FONDOS DEL APROGRAM DE LAS NACIONES UNIDAS PARA EL DESARROLLO PNUD CON REQUISICION ICF ADAPTARC 07 2020,pending,Impreso,4588.5,HNL,2020-03-13T16:00:53-06:00,232506,goodsOrServices,PKJ7rO-byP1K8-byP1K8,ACTIVIDADES CENTRALES
ocds-lcuori-232517,ocds-lcuori-232517/1-contract,232517,60-16-15-0079-2020,SE HACE ORDEN DE COMPRA DE PRODUCTOS DE PAPEL Y CARTON PARA SER UTILIZADOS CON INFORMES Y DEMAS TRABAJOS DEL HOSPITAL SAN ISIDRO DE TOCOA COLON,cancelled,Anulado,25182.7725,HNL,2020-03-13T16:08:15-06:00,232517,goodsOrServices,lzlBXK-lzlXz1-JyjxrP,DIRECCION HOSPITAL SAN ISIDRO
ocds-lcuori-232528,ocds-lcuori-232528/1-contract,232528,240-1-20-0545-2020,COMPRA DE INSUMOS PARA IMPRESORAS Y FOTOCOPIADORAS,pending,Impreso,8937.800000000001,HNL,2020-03-13T16:10:11-06:00,232528,goodsOrServices,VyMaoy-byP1K8-byQqyG,Unidad Central
ocds-lcuori-232529,ocds-lcuori-232529/1-contract,232529,60-35-34-0110-2020,SERA UTILIZADO EN LOS DIFERENTES ESTABLECIMIENTOS DE SALUD LABORATORIOS Y POR PERSONAL MEDICO LABORANTE EN LA EMERGENCIA COVID 19 DE ESTA REGION SANITARIA DEPARTAMENTAL DE CHOLUTECA I TRIMESTRE A?O 2020  ,pending,Impreso,74520.0,HNL,2020-03-13T16:10:21-06:00,232529,goodsOrServices,lzlBXK-6y6kKW-7rqErZ,DIRECCION DEPARTAMENTAL DE CHOLUTECA
ocds-lcuori-232539,ocds-lcuori-232539/1-contract,232539,50-6-27-0036-2020,Compra de material de oficina para uso en las distintas unidades de la direccion departamental y centros educativos de cortes,pending,Impreso,6767.385,HNL,2020-03-13T16:16:41-06:00,232539,goodsOrServices,7zv12r-7zv2zR-5y2ZyN,DIRECCION DEPARTAMENTAL DE EDUCACION DE CORTES
ocds-lcuori-232550,ocds-lcuori-232550/1-contract,232550,60-16-15-0080-2020,SE HACE ORDEN DE COMPRA DE ALIMENTOS PARA PERSONAL Y PACIENTES DEL HOSPITAL GENERAL SAN ISIDRO DE TOCOA COLON,pending,Impreso,11937.395,HNL,2020-03-13T16:18:44-06:00,232550,goodsOrServices,lzlBXK-lzlXz1-JyjxrP,DIRECCION HOSPITAL SAN ISIDRO
ocds-lcuori-232551,ocds-lcuori-232551/1-contract,232551,100-1-9-0167-2020,COMPRA DE SUMINISTROS PARA USO EN LA DGCP ,pending,Impreso,13708.8165,HNL,2020-03-13T16:19:12-06:00,232551,goodsOrServices,BzXX7z-byP1K8-OzGAKn,DIRECCION GENERAL DE CREDITO PUBLICO
ocds-lcuori-232561,ocds-lcuori-232561/1-contract,232561,100-1-9-0168-2020,COMPRA DE PAPEL BOND PARA USO EN LA DGCP,pending,Impreso,3458.165,HNL,2020-03-13T16:23:01-06:00,232561,goodsOrServices,BzXX7z-byP1K8-OzGAKn,DIRECCION GENERAL DE CREDITO PUBLICO
ocds-lcuori-232562,ocds-lcuori-232562/1-contract,232562,32-1-1-0479-2020,Compra de remas de papel bond tama?o carta,pending,Impreso,4768.015,HNL,2020-03-13T16:23:21-06:00,232562,goodsOrServices,RKZayY-byP1K8-byP1K8,DIRECCION ADMINISTRATIVA IAIP
ocds-lcuori-232563,ocds-lcuori-232563/1-contract,232563,240-1-20-0546-2020,COMPRA DE INSUMOS PARA IMPRESORA Y FOTOCOPIADORA,pending,Impreso,228120.831,HNL,2020-03-13T16:23:30-06:00,232563,goodsOrServices,VyMaoy-byP1K8-byQqyG,Unidad Central
ocds-lcuori-232564,ocds-lcuori-232564/1-contract,232564,60-35-34-0111-2020,SERAN UTILIZADAS EN LAS DIFERENTES CLINICAS MATERNO INFANTIL ESTABLECIMIENTOS DE SALUD LABORATORIOS DE ESTA REGION SANITARIA DEPARTAMENTAL DE CHOLUTECA I TRIMESTRE A?O 2020,pending,Impreso,133700.0,HNL,2020-03-13T16:24:16-06:00,232564,goodsOrServices,lzlBXK-6y6kKW-7rqErZ,DIRECCION DEPARTAMENTAL DE CHOLUTECA
ocds-lcuori-232572,ocds-lcuori-232572/1-contract,232572,100-1-9-0169-2020,COMPRA DE PAPEL BOND PARA USO EN LA DGCP,pending,Impreso,11579.465,HNL,2020-03-13T16:24:42-06:00,232572,goodsOrServices,BzXX7z-byP1K8-OzGAKn,DIRECCION GENERAL DE CREDITO PUBLICO
ocds-lcuori-232573,ocds-lcuori-232573/1-contract,232573,60-10-9-0118-2020,compra de guantes descartables para uso en atencion de pacientes ,pending,Impreso,259200.0,HNL,2020-03-13T16:24:59-06:00,232573,goodsOrServices,lzlBXK-6Kdoye-OzGAKn,DIRECCION HOSPITAL DEL SUR
ocds-lcuori-232583,ocds-lcuori-232583/1-contract,232583,100-1-9-0170-2020,COMPRA DE TONER PARA USO EN LA DGCP,pending,Impreso,37994.4705,HNL,2020-03-13T16:26:56-06:00,232583,goodsOrServices,BzXX7z-byP1K8-OzGAKn,DIRECCION GENERAL DE CREDITO PUBLICO
ocds-lcuori-232594,ocds-lcuori-232594/1-contract,232594,100-1-9-0171-2020,SUMINISTRO DE AGUA PURIFICADA PARA USO EN LA DGCP,pending,Impreso,30600.0,HNL,2020-03-13T16:32:45-06:00,232594,goodsOrServices,BzXX7z-byP1K8-OzGAKn,DIRECCION GENERAL DE CREDITO PUBLICO
ocds-lcuori-232605,ocds-lcuori-232605/1-contract,232605,240-1-20-0547-2020,COMPRA DE INSUMOS PARA IMPRESORA Y FOTOCOPIADORA,pending,Impreso,119261.44,HNL,2020-03-13T16:34:53-06:00,232605,goodsOrServices,VyMaoy-byP1K8-byQqyG,Unidad Central
ocds-lcuori-232606,ocds-lcuori-232606/1-contract,232606,50-6-27-0037-2020,compra de material de oficina para uso en las distintas unidades de la direccion departamental y centros educativos del departamento de cortes,pending,Impreso,13667.635,HNL,2020-03-13T16:35:29-06:00,232606,goodsOrServices,7zv12r-7zv2zR-5y2ZyN,DIRECCION DEPARTAMENTAL DE EDUCACION DE CORTES
ocds-lcuori-232616,ocds-lcuori-232616/1-contract,232616,50-6-27-0038-2020,Compra de material de oficina para uso en las distintas unidades de la direccion departamental y centros educativos del departamento de cortes,pending,Impreso,12458.635,HNL,2020-03-13T16:40:02-06:00,232616,goodsOrServices,7zv12r-7zv2zR-5y2ZyN,DIRECCION DEPARTAMENTAL DE EDUCACION DE CORTES
ocds-lcuori-232627,ocds-lcuori-232627/1-contract,232627,240-1-20-0548-2020,COMPRA DE INSUMOS PARA IMPRESORA Y FOTOCOPIADORA,pending,Impreso,1891.796,HNL,2020-03-13T16:41:19-06:00,232627,goodsOrServices,VyMaoy-byP1K8-byQqyG,Unidad Central
ocds-lcuori-232638,ocds-lcuori-232638/2-contract,232638,60-10-9-0119-2020,ESTOS PRODUCTOS SERAN UTILIZADOS EN LA ATENCION DE PACIENTES DEL HOSPITAL DEL SUR,cancelled,Anulado,259624.0,HNL,2020-03-13T16:47:48-06:00,232638,goodsOrServices,lzlBXK-6Kdoye-OzGAKn,DIRECCION HOSPITAL DEL SUR
ocds-lcuori-232649,ocds-lcuori-232649/1-contract,232649,60-10-9-0120-2020,ESTOS PRODUCTOS SERAN UTILIZADOS EN LA ATENCION DE PACIENTES DEL HOSPITAL,pending,Impreso,130050.0,HNL,2020-03-13T17:08:35-06:00,232649,goodsOrServices,lzlBXK-6Kdoye-OzGAKn,DIRECCION HOSPITAL DEL SUR
ocds-lcuori-232660,ocds-lcuori-232660/1-contract,232660,50-6-27-0039-2020,Compra de material de oficina para uso en las distintas unidades de la direccion departamental y centros educativos del departamento de cortes,pending,Impreso,6963.925,HNL,2020-03-13T17:18:20-06:00,232660,goodsOrServices,7zv12r-7zv2zR-5y2ZyN,DIRECCION DEPARTAMENTAL DE EDUCACION DE CORTES
ocds-lcuori-232671,ocds-lcuori-232671/1-contract,232671,,ESTOS PRODUCTOS SERAN UTILIZADOS EN LA ATENCION DE LOS PACIENTES DEL HOSPITAL DEL SUR ,cancelled,Anulado,,,2020-03-13T17:24:03-06:00,232671,goodsOrServices,lzlBXK-6Kdoye-OzGAKn,DIRECCION HOSPITAL DEL SUR
ocds-lcuori-232682,ocds-lcuori-232682/1-contract,232682,,ESTOS PRODUCTOS SERAN UTILIZADOS EN LA ATENCION DE PACIENTES DEL HOSPITAL DEL SUR ,cancelled,Anulado,,,2020-03-13T17:26:42-06:00,232682,goodsOrServices,lzlBXK-6Kdoye-OzGAKn,DIRECCION HOSPITAL DEL SUR
ocds-lcuori-232693,ocds-lcuori-232693/1-contract,232693,,ESTOS PRODUCTOS SERAN UTILIZADOS EN LA ATENCION DE PACIENTES DEL HOSPITAL,cancelled,Anulado,,,2020-03-13T17:33:06-06:00,232693,goodsOrServices,lzlBXK-6Kdoye-OzGAKn,DIRECCION HOSPITAL DEL SUR
ocds-lcuori-232694,ocds-lcuori-232694/1-contract,232694,,ESTOS PRODUCTOS SERAN UTILIZADOS EN LA ATENCION DE PACIENTES DEL HOSPITAL,cancelled,Anulado,,,2020-03-13T17:35:07-06:00,232694,goodsOrServices,lzlBXK-6Kdoye-OzGAKn,DIRECCION HOSPITAL DEL SUR
ocds-lcuori-232704,ocds-lcuori-232704/1-contract,232704,,estos productos seran utilizados en la atencion de los pacientes del Hospital del Sur ,cancelled,Anulado,,,2020-03-14T07:16:08-06:00,232704,goodsOrServices,lzlBXK-6Kdoye-OzGAKn,DIRECCION HOSPITAL DEL SUR
ocds-lcuori-232715,ocds-lcuori-232715/1-contract,232715,,ESTE PRODUCTO ES PARA LOS PACIENTES QUE INGRESAN A LA SALA DE UCIP DEL HOSPITAL,cancelled,Anulado,,,2020-03-14T07:34:30-06:00,232715,goodsOrServices,lzlBXK-6Kdoye-OzGAKn,DIRECCION HOSPITAL DEL SUR
ocds-lcuori-232726,ocds-lcuori-232726/1-contract,232726,,MATERIAL MEDICO ,cancelled,Anulado,,,2020-03-14T10:08:38-06:00,232726,goodsOrServices,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-232727,ocds-lcuori-232727/1-contract,232727,,OTRO INSTRUMENTAL MATERIAL MEDICO,cancelled,Anulado,,,2020-03-14T10:10:09-06:00,232727,goodsOrServices,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-234013,ocds-lcuori-234013/1-contract,234013,,PARA SER APLICABLE AL PRIMER TRIMESTRE DEL A?O 2020,pending,Impreso,,,2020-03-17T07:52:46-06:00,234013,goodsOrServices,lzlBXK-byP1K8-7zv0MK,Hospital de Occidente
ocds-lcuori-232737,ocds-lcuori-232737/1-contract,232737,601-1-1-0617-2020,COMPRA AUTORIZADA MEDIANTE MEMORANDO No 2146 GAYF 2020 FIRMADO POR EL LIC EDWIN ORLANDO MEDINA GERENTE FINANCIERO DE FECHA 13 DE FEBRERO DE 2020 MEMORANDO DISPONIBILIDAD PRESUPUESTARIA 296 SGP IHSS 2020 FIRMADO POR EL LIC JOSE LORENZO COTO SUBGERENTE DE PRESUPUESTO DE 23 DE ENERO DE 2020 COMPRA SOLICITADA MEDIANTE MEMORANDO 461 GTIC IHSS 2020 FIRMADO POR EL ING FRANCISCO FRANCO GERENTE DE TIC DE FECHA 18 DE FEBRERO DE 2020 REMISION DE CODIGO MEDIANTE MEMORANDO No 0122 DCB 2020 FIRMADO POR EL LIC CARLOS RUFINO GODOY JEFE DEPARTAMENTO DE CONTROL DE BIENES DE FECHA 05 DE FEBRERO DE 2020,pending,Impreso,8637562.83,HNL,2020-03-14T10:41:44-06:00,232737,goodsOrServices,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-234024,ocds-lcuori-234024/1-contract,234024,60-28-27-0119-2020,compras,pending,Impreso,78200.0,HNL,2020-03-17T08:40:35-06:00,234024,goodsOrServices,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-232748,ocds-lcuori-232748/1-contract,232748,601-1-1-0618-2020,COMPRA AUTORIZADA MEDIANTE MEMORANDO No 2146 GAYF 2020 FIRMADO POR EL LIC EDWIN ORLANDO MEDINA GERENTE FINANCIERO DE FECHA 13 DE FEBRERO DE 2020 MEMORANDO DISPONIBILIDAD PRESUPUESTARIA 296 SGP IHSS 2020 FIRMADO POR EL LIC JOSE LORENZO COTO SUBGERENTE DE PRESUPUESTO DE 23 DE ENERO DE 2020 COMPRA SOLICITADA MEDIANTE MEMORANDO 461 GTIC IHSS 2020 FIRMADO POR EL ING FRANCISCO FRANCO GERENTE DE TIC DE FECHA 18 DE FEBRERO DE 2020 REMISION DE CODIGO MEDIANTE MEMORANDO No 0122 DCB 2020 FIRMADO POR EL LIC CARLOS RUFINO GODOY JEFE DEPARTAMENTO DE CONTROL DE BIENES DE FECHA 05 DE FEBRERO DE 2020,pending,Impreso,921013.15,HNL,2020-03-14T10:56:00-06:00,232748,goodsOrServices,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-232759,ocds-lcuori-232759/1-contract,232759,60-48-47-0132-2020,SUMINISTRO DE PAPEL Y CARTON SOLICITADOS PARA LA REGION METROPOLITANA DE TEGUCIGALPA CORRESPONDIENTES AL PRIMER TRIMESTRE DEL A?O 2020,pending,Impreso,485589.7945,HNL,2020-03-14T11:51:37-06:00,232759,goodsOrServices,lzlBXK-RyYjNK-wrL0Br,DIRECCION METROPOLITANA DE TEGUCIGALPA
ocds-lcuori-232760,ocds-lcuori-232760/1-contract,232760,,MATERIAL MEDICO,cancelled,Anulado,,,2020-03-14T11:52:09-06:00,232760,goodsOrServices,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-232770,ocds-lcuori-232770/1-contract,232770,,VENDAJE PARA FRACTURAS Y OTROS,cancelled,Anulado,,,2020-03-14T11:54:15-06:00,232770,goodsOrServices,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-234035,ocds-lcuori-234035/1-contract,234035,90-1-27-0406-2020,PARA USO EN LA UNIVERSIDAD DE DEFENSA DE HONDURAS,pending,Impreso,1250.0,HNL,2020-03-17T09:18:04-06:00,234035,goodsOrServices,NzBWWy-byP1K8-5y2ZyN,UNIVERSIDAD DE DEFENSA DE HONDURAS
ocds-lcuori-232781,ocds-lcuori-232781/1-contract,232781,60-48-47-0133-2020,SUMINISTROS DE MATERIAL MEDICO QUIRURGICO SOLICITADOS PARA LA REGION METROPOLITANA DE TEGUCIGALPA CORRESPONDIENTES AL PRIMER TRIMESTRE DEL A?O 2020,pending,Impreso,608649.0,HNL,2020-03-14T12:25:07-06:00,232781,goodsOrServices,lzlBXK-RyYjNK-wrL0Br,DIRECCION METROPOLITANA DE TEGUCIGALPA
ocds-lcuori-232792,ocds-lcuori-232792/1-contract,232792,60-48-47-0134-2020,SUMINISTROS DE UTILES DE ESCRITORIO OFICINA Y ENSE?ANZA SOLICITADOS PARA LA REGION METROPOLITANA DE TEGUCIGALPA CORRESPONDIENTE AL PRIMER TRIMESTRE DEL A?O 2020,pending,Impreso,29410.169,HNL,2020-03-14T12:48:41-06:00,232792,goodsOrServices,lzlBXK-RyYjNK-wrL0Br,DIRECCION METROPOLITANA DE TEGUCIGALPA
ocds-lcuori-232803,ocds-lcuori-232803/1-contract,232803,,MATERIAL MEDICO ,cancelled,Anulado,,,2020-03-14T13:52:03-06:00,232803,goodsOrServices,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-232804,ocds-lcuori-232804/1-contract,232804,60-48-47-0135-2020,SUMINISTROS DE UTILES DE ESCRITORIO OFICINA Y ENSE?ANZA SOLICITADOS PARA LA REGION METROPOLITANA DE TEGUCIGALPA CORRESPONDIENTE AL PRIMER TRIMESTRE DEL 2020,pending,Impreso,26216.021,HNL,2020-03-14T13:54:10-06:00,232804,goodsOrServices,lzlBXK-RyYjNK-wrL0Br,DIRECCION METROPOLITANA DE TEGUCIGALPA
ocds-lcuori-232814,ocds-lcuori-232814/1-contract,232814,3-1-1-1342-2020,PAGO POR COMPRA DE MATERIALES DEL LITORAL ATLANTICO,pending,Impreso,6885.9310000000005,HNL,2020-03-14T15:39:35-06:00,232814,goodsOrServices,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-232825,ocds-lcuori-232825/1-contract,232825,3-1-1-1343-2020,COMPRA DE MATERIALES DE LTORAL ATLANTICO,pending,Impreso,22242.1865,HNL,2020-03-14T15:43:35-06:00,232825,goodsOrServices,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-232836,ocds-lcuori-232836/1-contract,232836,3-1-1-1344-2020,PAGO POR COMPRA DE MATERIALES LITORAL ATLANTICO,cancelled,Anulado,17135.9735,HNL,2020-03-14T15:48:16-06:00,232836,goodsOrServices,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-232837,ocds-lcuori-232837/1-contract,232837,3-1-1-1345-2020,COMPRA DE MATERIALES LITORAL ATLANTCIO,pending,Impreso,1202.049,HNL,2020-03-14T15:50:38-06:00,232837,goodsOrServices,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
