ocid,id,parties/0/id,parties/0/name,parties/0/identifier/id,parties/0/identifier/scheme,parties/0/roles,parties/0/address/countryName,parties/0/address/streetAddress,parties/0/identifier/legalName,parties/0/contactPoint/name,parties/0/contactPoint/telephone,parties/0/contactPoint/email,parties/0/contactPoint/faxNumber
ocds-lcuori-231483,ocds-lcuori-231483/1-contract,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.,05019995108892,HN-RTN,supplier,Honduras,"barrio guamilito,3 calle,6 avenida,san pedro sula cortes,Cortes, San Pedro Sula",Accesorios Para Computadoras y Oficinas S .A de C.V.,Eduardo Ictech Neno /Gary Raul Vallejo Paiz/ Luis Alberto Villela Reyes/ Joel Wilberto Perla Alvarado,2561-6000,gerencia@acosa.com.hn,-
ocds-lcuori-231484,ocds-lcuori-231484/1-contract,lzlBXK,Secretaria de Salud,lzlBXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231484,ocds-lcuori-231484/1-contract,lzlBXK-JyjxrP,GERENCIA ADMINISTRATIVA HOSPITAL DE TELA,lzlBXK-JyjxrP,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231484,ocds-lcuori-231484/1-contract,lzlBXK-JyjxrP-VyOdKM,DIRECCION HOSPITAL DE TELA,lzlBXK-JyjxrP-VyOdKM,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231484,ocds-lcuori-231484/1-contract,HN-RTN-08019002278310,DISTRIBUIDORA COMERCIAL S.A.,08019002278310,HN-RTN,supplier,Honduras,"Barrio Sabanagrande, entre bulevar Morazan y Final avenida Los ProceresFrancisco Morazan, Distrito Central",DISTRIBUIDORA COMERCIAL S.A.,JUAN CARLOS HASBUN HANDAL,2221-1970,joaquinrmv64@yahoo.es,-
ocds-lcuori-234178,ocds-lcuori-234178/1-contract,wrLl8r,Empresa Nacional Portuaria,wrLl8r,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-234178,ocds-lcuori-234178/1-contract,wrLl8r-byP1K8,GERENCIA CENTRAL,wrLl8r-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-234178,ocds-lcuori-234178/1-contract,wrLl8r-byP1K8-byP1K8,GERENCIA GENERAL,wrLl8r-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-234178,ocds-lcuori-234178/1-contract,HN-RTN-08019002272161,Healthcare products Centroamerica S de R.L.,08019002272161,HN-RTN,supplier,Honduras,"COLONIA ROBLE OESTE, 3a CALLE SUR BLOQUE EFrancisco Morazan, Distrito Central",Healthcare Products Centroamerica S de R.L,Leonardo Rene Paz Centeno,2233-4231,lpaz.hc@outlook.com,-
ocds-lcuori-231494,ocds-lcuori-231494/1-contract,lzlBXK,Secretaria de Salud,lzlBXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231494,ocds-lcuori-231494/1-contract,lzlBXK-OzGAKn,GERENCIA ADMIINISTRATIVA HOSPITAL MANUEL DE JESUS SUBIRANA,lzlBXK-OzGAKn,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231494,ocds-lcuori-231494/1-contract,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA,lzlBXK-OzGAKn-5zp8zA,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231505,ocds-lcuori-231505/1-contract,lzlBXK,Secretaria de Salud,lzlBXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231505,ocds-lcuori-231505/1-contract,lzlBXK-OzGAKn,GERENCIA ADMIINISTRATIVA HOSPITAL MANUEL DE JESUS SUBIRANA,lzlBXK-OzGAKn,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231505,ocds-lcuori-231505/1-contract,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA,lzlBXK-OzGAKn-5zp8zA,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231516,ocds-lcuori-231516/1-contract,lzlBXK,Secretaria de Salud,lzlBXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231516,ocds-lcuori-231516/1-contract,lzlBXK-OzGAKn,GERENCIA ADMIINISTRATIVA HOSPITAL MANUEL DE JESUS SUBIRANA,lzlBXK-OzGAKn,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231516,ocds-lcuori-231516/1-contract,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA,lzlBXK-OzGAKn-5zp8zA,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231527,ocds-lcuori-231527/1-contract,lzlBXK,Secretaria de Salud,lzlBXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231527,ocds-lcuori-231527/1-contract,lzlBXK-JyjxrP,GERENCIA ADMINISTRATIVA HOSPITAL DE TELA,lzlBXK-JyjxrP,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231527,ocds-lcuori-231527/1-contract,lzlBXK-JyjxrP-VyOdKM,DIRECCION HOSPITAL DE TELA,lzlBXK-JyjxrP-VyOdKM,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231527,ocds-lcuori-231527/1-contract,HN-RTN-01071956011840,MEDITEC,01071956011840,HN-RTN,supplier,Honduras,"Barrio Guamilito, Sexta Calle, sexta y septima avenida, casa no. 68, Cuadra y media debajo de Mercado GuamilitoCortes, San Pedro Sula",MEDITEC,JORGE ARMANDO  ORTEZ QUIROZ,25572331,karlesandino@gmail.com,-
ocds-lcuori-231538,ocds-lcuori-231538/1-contract,rbwkMz,Casa Presidencial,rbwkMz,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231538,ocds-lcuori-231538/1-contract,rbwkMz-byP1K8,Gerencia Central,rbwkMz-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231538,ocds-lcuori-231538/1-contract,rbwkMz-byP1K8-byP1K8,Unidad Central,rbwkMz-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231538,ocds-lcuori-231538/1-contract,HN-RTN-08019003257392,Equipos y Sistemas S. de R.L. DE C.V. ,08019003257392,HN-RTN,supplier,Honduras,"col florencia norte ,blv suyapaFrancisco Morazan, Distrito Central",Equipos y Sistemas S. de R.L. DE C.V. ,Victoria  Gonzalez Sauceda,2235-5558,jlopez@equiposysistemas.hn,2235-9790
ocds-lcuori-231549,ocds-lcuori-231549/1-contract,BzXX7z,Secretaria de Finanzas,BzXX7z,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231549,ocds-lcuori-231549/1-contract,BzXX7z-byP1K8,GERENCIA CENTRAL,BzXX7z-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231549,ocds-lcuori-231549/1-contract,BzXX7z-byP1K8-DznPKL,Unidad Central,BzXX7z-byP1K8-DznPKL,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231549,ocds-lcuori-231549/1-contract,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV,05029995001355,HN-RTN,supplier,Honduras,"Contiguo a la Camara Junior, ComayaguelaFrancisco Morazan, Distrito Central",YIP SUPERMERCADOS SA DE CV,Sun Wa  Yip Chou,2225-3557,s_yip@yahoo.com,-
ocds-lcuori-231560,ocds-lcuori-231560/1-contract,BzXX7z,Secretaria de Finanzas,BzXX7z,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231560,ocds-lcuori-231560/1-contract,BzXX7z-byP1K8,GERENCIA CENTRAL,BzXX7z-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231560,ocds-lcuori-231560/1-contract,BzXX7z-byP1K8-DznPKL,Unidad Central,BzXX7z-byP1K8-DznPKL,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231560,ocds-lcuori-231560/1-contract,HN-RTN-08019012466571,REPRESENTACIONES Y DISTRIBUCIONES PONCE S. DE R.L DE C.V,08019012466571,HN-RTN,supplier,Honduras,"Final del Bvld Morazan 1/2 cuadra de Centro Comercial los Arcos Tegucigala M.D.C. HondurasFrancisco Morazan, Distrito Central",REPRESENTACIONES Y DISTRIBUCIONES PONCE S. DE R.L DE C.V,OLESSIA CARLINA PONCE MANZANARES,22214849,gerenciageneral@redipohn.com,-
ocds-lcuori-231571,ocds-lcuori-231571/1-contract,BzXX7z,Secretaria de Finanzas,BzXX7z,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231571,ocds-lcuori-231571/1-contract,BzXX7z-byP1K8,GERENCIA CENTRAL,BzXX7z-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231571,ocds-lcuori-231571/1-contract,BzXX7z-byP1K8-DznPKL,Unidad Central,BzXX7z-byP1K8-DznPKL,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231571,ocds-lcuori-231571/1-contract,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.,05019995108892,HN-RTN,supplier,Honduras,"barrio guamilito,3 calle,6 avenida,san pedro sula cortes,Cortes, San Pedro Sula",Accesorios Para Computadoras y Oficinas S .A de C.V.,Eduardo Ictech Neno /Gary Raul Vallejo Paiz/ Luis Alberto Villela Reyes/ Joel Wilberto Perla Alvarado,2561-6000,gerencia@acosa.com.hn,-
ocds-lcuori-231572,ocds-lcuori-231572/1-contract,6Kdoye,Poder Judicial,6Kdoye,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231572,ocds-lcuori-231572/1-contract,6Kdoye-byP1K8,GERENCIA CENTRAL,6Kdoye-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231572,ocds-lcuori-231572/1-contract,6Kdoye-byP1K8-byQqyG,Compras y Suministros,6Kdoye-byP1K8-byQqyG,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231572,ocds-lcuori-231572/1-contract,HN-RTN-05019000040204,"Pacasa, S. de C.V. ",05019000040204,HN-RTN,supplier,Honduras,"3-4 calle, 8 y 9 avenida S. O. Barrio El Benque  Cortes, San Pedro Sula",Papelera Calpules S.A. de C.V.,Daniel Shucry Kafati Canahuati,2561-5500,pacasa_sps@pacasa.hn,-
ocds-lcuori-231582,ocds-lcuori-231582/1-contract,6Kdoye,Poder Judicial,6Kdoye,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231582,ocds-lcuori-231582/1-contract,6Kdoye-byP1K8,GERENCIA CENTRAL,6Kdoye-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231582,ocds-lcuori-231582/1-contract,6Kdoye-byP1K8-byP1K8,CORTE SUPREMA DE JUSTICIA,6Kdoye-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231582,ocds-lcuori-231582/1-contract,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.,05019995108892,HN-RTN,supplier,Honduras,"barrio guamilito,3 calle,6 avenida,san pedro sula cortes,Cortes, San Pedro Sula",Accesorios Para Computadoras y Oficinas S .A de C.V.,Eduardo Ictech Neno /Gary Raul Vallejo Paiz/ Luis Alberto Villela Reyes/ Joel Wilberto Perla Alvarado,2561-6000,gerencia@acosa.com.hn,-
ocds-lcuori-231593,ocds-lcuori-231593/1-contract,BzX2jK,Instituto Nacional Penitenciario,BzX2jK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231593,ocds-lcuori-231593/1-contract,BzX2jK-byP1K8,GERENCIA_CENTRAL,BzX2jK-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231593,ocds-lcuori-231593/1-contract,BzX2jK-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA,BzX2jK-byP1K8-by4Gzd,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231593,ocds-lcuori-231593/1-contract,HN-RTN-05019003075248,COMPUTADORAS Y SERVICIOS S.DE R.L.DE C.V.,05019003075248,HN-RTN,supplier,Honduras,"4 avenida, 10 y 11 calle N.O. barrio las acacias  San Pedro sula cortesCortes, San Pedro Sula",COMPUTADORAS Y SERVICIOS S.DE R.L.DE C.V.,Noe Boanerges OLIVA GUERRA,2561-4001,compuser@corporacionliva.hn,-
ocds-lcuori-231604,ocds-lcuori-231604/1-contract,PKJ7rO,Instituto Nacional de Conservacion y Desarrollo Forestal,PKJ7rO,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231604,ocds-lcuori-231604/1-contract,PKJ7rO-byP1K8,GERENCIA ADMINISTRATIVA CENTRAL,PKJ7rO-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231604,ocds-lcuori-231604/1-contract,PKJ7rO-byP1K8-byP1K8,ACTIVIDADES CENTRALES,PKJ7rO-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231604,ocds-lcuori-231604/1-contract,HN-RTN-08019995383067,Supermercado Canton S de RL.,08019995383067,HN-RTN,supplier,Honduras,"barrio abajo avenidapaulino valladares calle el telegrafo fte coperativa elgaFrancisco Morazan, Distrito Central",Supermercado Canton S de RL.,Miguel Angel  Ham Chi ,2238-3032,bcanton@cablecolor.hn,-
ocds-lcuori-231605,ocds-lcuori-231605/1-contract,BzXX7z,Secretaria de Finanzas,BzXX7z,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231605,ocds-lcuori-231605/1-contract,BzXX7z-byP1K8,GERENCIA CENTRAL,BzXX7z-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231605,ocds-lcuori-231605/1-contract,BzXX7z-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA,BzXX7z-byP1K8-by4Gzd,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231605,ocds-lcuori-231605/1-contract,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. ",08019998391040,HN-RTN,supplier,Honduras,"Barrio Morazan, Frente antiguo Centro Social Universitario, Casa No. 1338Francisco Morazan, Distrito Central","Papeleria Honduras, S. de R.L. ",Fredy Antonio  Galo Matamoros ,2235-6315,papeleriahondurastgu@yahoo.com.mx ,-
ocds-lcuori-231615,ocds-lcuori-231615/1-contract,NzBo0y,Banco Central de Honduras,NzBo0y,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231615,ocds-lcuori-231615/1-contract,NzBo0y-byP1K8,GERENCIA CENTRAL,NzBo0y-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231615,ocds-lcuori-231615/1-contract,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA,NzBo0y-byP1K8-by4Gzd,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231615,ocds-lcuori-231615/1-contract,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV,05029995001355,HN-RTN,supplier,Honduras,"Contiguo a la Camara Junior, ComayaguelaFrancisco Morazan, Distrito Central",YIP SUPERMERCADOS SA DE CV,Sun Wa  Yip Chou,2225-3557,s_yip@yahoo.com,-
ocds-lcuori-231626,ocds-lcuori-231626/1-contract,BzXX7z,Secretaria de Finanzas,BzXX7z,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231626,ocds-lcuori-231626/1-contract,BzXX7z-byP1K8,GERENCIA CENTRAL,BzXX7z-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231626,ocds-lcuori-231626/1-contract,BzXX7z-byP1K8-DznPKL,Unidad Central,BzXX7z-byP1K8-DznPKL,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231626,ocds-lcuori-231626/1-contract,HN-RTN-08019003239756,Random Industrial S de R.L. de C.V. (YELLOW TECHNOLOGIC),08019003239756,HN-RTN,supplier,Honduras,"anillo periferico frente a entrada de prados universitarios, contiguo gasolinera texaco antigua bodega de masecaFrancisco Morazan, Distrito Central",Random Industrial S de R.L. de C.V. (YELLOW TECHNOLOGIC),basil bendeck marzuca,22570495,b.bendeck@yellow-technologies.com,-
ocds-lcuori-231637,ocds-lcuori-231637/1-contract,byP0Ey,Banco Hondure?o para la Produccion y la Vivienda,byP0Ey,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231637,ocds-lcuori-231637/1-contract,byP0Ey-byP1K8,GERENCIA CENTRAL,byP0Ey-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231637,ocds-lcuori-231637/1-contract,byP0Ey-byP1K8-7zv2zR,DIVISION DE ADMINISTRACION,byP0Ey-byP1K8-7zv2zR,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231637,ocds-lcuori-231637/1-contract,HN-RTN-08019005005580,DELICIAS DEL CARMEN S. DE R.L. ,08019005005580,HN-RTN,supplier,Honduras,"Carretera que conduce al norte de Honduras, kilometro 65 a la orilla de la carretera al norte en local Delicias del CarmenComayagua, Villa de San Antonio","DELICIAS DEL CARMEN, SOCIEDAD DE RESPONSABILIDAD LIMITADA ",MANUEL ANTONIO HERNANDEZ AGUILAR,99481931,resdeliciasdelcarmen@gmail.com,-------
ocds-lcuori-231648,ocds-lcuori-231648/1-contract,lzlBXK,Secretaria de Salud,lzlBXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231648,ocds-lcuori-231648/1-contract,lzlBXK-by4AGK,GERENCIA ADMINISTRATIVA REGION METROPOLITANA SAN PEDRO SULA,lzlBXK-by4AGK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231648,ocds-lcuori-231648/1-contract,lzlBXK-by4AGK-RyYjNK,DIRECCION METROPOLITANA DE SAN PEDRO SULA,lzlBXK-by4AGK-RyYjNK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231648,ocds-lcuori-231648/1-contract,HN-RTN-08019007507626,NIPRO MEDICAL CORPORACION,08019007507626,HN-RTN,supplier,Honduras,"Col. 21 de octubre inicio del anillo periferico, contiguo a tecnica europea.Francisco Morazan, Distrito Central",NIPRO MEDICAL CORPORACION,Marco Tulio  Velasquez Navarro,2236-8110,marcov@nipromed.com,-
ocds-lcuori-231659,ocds-lcuori-231659/1-contract,lzlBXK,Secretaria de Salud,lzlBXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231659,ocds-lcuori-231659/1-contract,lzlBXK-OzGAKn,GERENCIA ADMIINISTRATIVA HOSPITAL MANUEL DE JESUS SUBIRANA,lzlBXK-OzGAKn,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231659,ocds-lcuori-231659/1-contract,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA,lzlBXK-OzGAKn-5zp8zA,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231670,ocds-lcuori-231670/1-contract,byP0Ey,Banco Hondure?o para la Produccion y la Vivienda,byP0Ey,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231670,ocds-lcuori-231670/1-contract,byP0Ey-byP1K8,GERENCIA CENTRAL,byP0Ey-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231670,ocds-lcuori-231670/1-contract,byP0Ey-byP1K8-7zv2zR,DIVISION DE ADMINISTRACION,byP0Ey-byP1K8-7zv2zR,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231670,ocds-lcuori-231670/1-contract,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. ",08019998391040,HN-RTN,supplier,Honduras,"Barrio Morazan, Frente antiguo Centro Social Universitario, Casa No. 1338Francisco Morazan, Distrito Central","Papeleria Honduras, S. de R.L. ",Fredy Antonio  Galo Matamoros ,2235-6315,papeleriahondurastgu@yahoo.com.mx ,-
ocds-lcuori-231681,ocds-lcuori-231681/1-contract,lzlBXK,Secretaria de Salud,lzlBXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231681,ocds-lcuori-231681/1-contract,lzlBXK-OzGAKn,GERENCIA ADMIINISTRATIVA HOSPITAL MANUEL DE JESUS SUBIRANA,lzlBXK-OzGAKn,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231681,ocds-lcuori-231681/1-contract,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA,lzlBXK-OzGAKn-5zp8zA,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231681,ocds-lcuori-231681/1-contract,HN-RTN-08019007507626,NIPRO MEDICAL CORPORACION,08019007507626,HN-RTN,supplier,Honduras,"Col. 21 de octubre inicio del anillo periferico, contiguo a tecnica europea.Francisco Morazan, Distrito Central",NIPRO MEDICAL CORPORACION,Marco Tulio  Velasquez Navarro,2236-8110,marcov@nipromed.com,-
ocds-lcuori-231692,ocds-lcuori-231692/1-contract,BzXX7z,Secretaria de Finanzas,BzXX7z,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231692,ocds-lcuori-231692/1-contract,BzXX7z-byP1K8,GERENCIA CENTRAL,BzXX7z-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231692,ocds-lcuori-231692/1-contract,BzXX7z-byP1K8-xK3qzP,CONTADURIA GENERAL DE LA REPUBLICA,BzXX7z-byP1K8-xK3qzP,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231692,ocds-lcuori-231692/1-contract,HN-RTN-08011986138652,DISTRIBUCIONES VALENCIA,08011986138652,HN-RTN,supplier,Honduras,"COLONIA GODOY,CALLE HACIA EL FHIS, CASA NO.3Francisco Morazan, Distrito Central",DISTRIBUCIONES VALENCIA,WILMAN DANILO MORALES ZELAYA,22349914,dvalenciahonduras@yahoo.com,-
ocds-lcuori-231693,ocds-lcuori-231693/1-contract,NzBo0y,Banco Central de Honduras,NzBo0y,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231693,ocds-lcuori-231693/1-contract,NzBo0y-byP1K8,GERENCIA CENTRAL,NzBo0y-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231693,ocds-lcuori-231693/1-contract,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA,NzBo0y-byP1K8-by4Gzd,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231693,ocds-lcuori-231693/1-contract,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.,05019995108892,HN-RTN,supplier,Honduras,"barrio guamilito,3 calle,6 avenida,san pedro sula cortes,Cortes, San Pedro Sula",Accesorios Para Computadoras y Oficinas S .A de C.V.,Eduardo Ictech Neno /Gary Raul Vallejo Paiz/ Luis Alberto Villela Reyes/ Joel Wilberto Perla Alvarado,2561-6000,gerencia@acosa.com.hn,-
ocds-lcuori-231703,ocds-lcuori-231703/1-contract,lzlBXK,Secretaria de Salud,lzlBXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231703,ocds-lcuori-231703/1-contract,lzlBXK-JyjxrP,GERENCIA ADMINISTRATIVA HOSPITAL DE TELA,lzlBXK-JyjxrP,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231703,ocds-lcuori-231703/1-contract,lzlBXK-JyjxrP-VyOdKM,DIRECCION HOSPITAL DE TELA,lzlBXK-JyjxrP-VyOdKM,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231703,ocds-lcuori-231703/1-contract,HN-RTN-08019007507626,NIPRO MEDICAL CORPORACION,08019007507626,HN-RTN,supplier,Honduras,"Col. 21 de octubre inicio del anillo periferico, contiguo a tecnica europea.Francisco Morazan, Distrito Central",NIPRO MEDICAL CORPORACION,Marco Tulio  Velasquez Navarro,2236-8110,marcov@nipromed.com,-
ocds-lcuori-231714,ocds-lcuori-231714/1-contract,BzX2jK,Instituto Nacional Penitenciario,BzX2jK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231714,ocds-lcuori-231714/1-contract,BzX2jK-byP1K8,GERENCIA_CENTRAL,BzX2jK-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231714,ocds-lcuori-231714/1-contract,BzX2jK-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA,BzX2jK-byP1K8-by4Gzd,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231714,ocds-lcuori-231714/1-contract,HN-RTN-08019995290621,DISPROA S. DE R.L. ,08019995290621,HN-RTN,supplier,Honduras,"Barrio Guacerique, Bv. Comunidad Economica Europea, casa 2001. Francisco Morazan, Distrito Central",Distribuidora de Productos de Oficina y Aseo S. de R.L. ,Agustin  Banegas Dominguez ,2225-2623,disproa@cablecolor.hn ,-
ocds-lcuori-231725,ocds-lcuori-231725/1-contract,byPqXK,Alcaldia Municipal del Distrito Central,byPqXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231725,ocds-lcuori-231725/1-contract,byPqXK-byP1K8,GERENCIA CENTRAL,byPqXK-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231725,ocds-lcuori-231725/1-contract,byPqXK-byP1K8-NzBWyw,UNIDAD EJECUTORA CENTRAL DE AMDC,byPqXK-byP1K8-NzBWyw,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231725,ocds-lcuori-231725/1-contract,HN-RTN-08019995290621,DISPROA S. DE R.L. ,08019995290621,HN-RTN,supplier,Honduras,"Barrio Guacerique, Bv. Comunidad Economica Europea, casa 2001. Francisco Morazan, Distrito Central",Distribuidora de Productos de Oficina y Aseo S. de R.L. ,Agustin  Banegas Dominguez ,2225-2623,disproa@cablecolor.hn ,-
ocds-lcuori-231736,ocds-lcuori-231736/1-contract,lzlBXK,Secretaria de Salud,lzlBXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231736,ocds-lcuori-231736/1-contract,lzlBXK-xzkQKd,GERENCIA ADMINISTRATIVA HOSPITAL DE EL PROGRESO,lzlBXK-xzkQKd,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231736,ocds-lcuori-231736/1-contract,lzlBXK-xzkQKd-lzlXz1,DIRECCION HOSPITAL DE EL PROGRESO,lzlBXK-xzkQKd-lzlXz1,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231747,ocds-lcuori-231747/1-contract,lzlBXK,Secretaria de Salud,lzlBXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231747,ocds-lcuori-231747/1-contract,lzlBXK-xzkQKd,GERENCIA ADMINISTRATIVA HOSPITAL DE EL PROGRESO,lzlBXK-xzkQKd,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231747,ocds-lcuori-231747/1-contract,lzlBXK-xzkQKd-lzlXz1,DIRECCION HOSPITAL DE EL PROGRESO,lzlBXK-xzkQKd-lzlXz1,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-231747,ocds-lcuori-231747/1-contract,HN-RTN-08019007507626,NIPRO MEDICAL CORPORACION,08019007507626,HN-RTN,supplier,Honduras,"Col. 21 de octubre inicio del anillo periferico, contiguo a tecnica europea.Francisco Morazan, Distrito Central",NIPRO MEDICAL CORPORACION,Marco Tulio  Velasquez Navarro,2236-8110,marcov@nipromed.com,-
