ocid,id,awards/0/id,awards/0/value/currency,awards/0/value/amount,awards/0/description
ocds-lcuori-125671,ocds-lcuori-125671/3-contract,125671,HNL,1776.0,UMEP 14 
ocds-lcuori-125674,ocds-lcuori-125674/3-contract,125674,HNL,5378.1050000000005,COMPRA DE PAPELERIA VARIA PARA USO EN LA ESTACION LOCAL DE CHOLOMA
ocds-lcuori-125672,ocds-lcuori-125672/3-contract,125672,HNL,1372.326,UMEP 14
ocds-lcuori-125679,ocds-lcuori-125679/3-contract,125679,HNL,4753.64,UMEP 14 
ocds-lcuori-125680,ocds-lcuori-125680/3-contract,125680,HNL,486.0,PARA USO DE LA DECANATURA Y LAS DIFERENTES UNIDADES ACADEMICO ADMINISTRATIVAS DE LA FACULTAD DE CIENCIAS
ocds-lcuori-125681,ocds-lcuori-125681/3-contract,125681,HNL,824.78,PARA USO DE LA DECANATURA Y LAS DIFERENTES UNIDADES ACADEMICO ADMINISTRATIVAS DE LA FACULTAD DE CIENCIAS 
ocds-lcuori-125684,ocds-lcuori-125684/3-contract,125684,HNL,759.0,PARA USO DE LA DECANATURA Y LAS DIFERENTES UNIDADES ACADEMICO ADMINISTRATIVAS DE LA FACULTAD DE CIENCIAS 
ocds-lcuori-125683,ocds-lcuori-125683/3-contract,125683,HNL,558.9,PARA USO DE LA DECANATURA Y LAS DIFERENTES UNIDADES ACADEMICO ADMINISTRATIVAS DE LA FACULTAD DE CIENCIAS 
ocds-lcuori-125685,ocds-lcuori-125685/3-contract,125685,HNL,6408.6,ADQUISICION DE ALIMENTOS PARA USO DE PACIENTES Y EMPLEADOS DEL HOSPITAL SAN LORENZO
ocds-lcuori-125687,ocds-lcuori-125687/3-contract,125687,HNL,4680.0,ADQUISICION DE ALIMENTOS Y BEBIDAS PARA  PACIENTES Y EMPLEADOS DEL HOSPITAL SAN LORENZO
ocds-lcuori-125689,ocds-lcuori-125689/3-contract,125689,HNL,297.11400000000003,ESTOS PRODUCTOS DE PAPEL Y CARTON SERAN UTILIZADOS EN LAS OFICINAS DE INFOAGRO
ocds-lcuori-125690,ocds-lcuori-125690/3-contract,125690,HNL,12430.4,Compra de alimentos y bebidas para diferentes eventos
ocds-lcuori-125686,ocds-lcuori-125686/3-contract,125686,HNL,552.0,PARA USO DE LA DECANATURA Y LAS DIFERENTES UNIDADES ACADEMICO ADMISNTRATIVAS DE LA FACULTAD DE CIENCIAS 
ocds-lcuori-125693,ocds-lcuori-125693/3-contract,125693,HNL,680.8000000000001,REQUISICION 16 SOLICITADO POR JUNTA DIRECTIVA COMPRA DE SUMINISTROS DE OFICINA SOLPED 30000548
ocds-lcuori-125694,ocds-lcuori-125694/3-contract,125694,HNL,556.83,REQUISICION 16 SOLICITADO POR JUNTA DIRECTIVA COMPRA DE SUMINISTROS DE OFICINA SOLPED 30000548
ocds-lcuori-125695,ocds-lcuori-125695/3-contract,125695,HNL,660.307,REQUISICION 16 SOLICITADO POR JUNTA DIRECTIVA COMPRA DE SUMINISTROS DE OFICNA SOLPED 30000548
ocds-lcuori-125696,ocds-lcuori-125696/3-contract,125696,HNL,8382.0,refrescos
ocds-lcuori-125692,ocds-lcuori-125692/3-contract,125692,HNL,348.404,PARA USO DEL INSTITUTO DE INVESTIGACION JURIDICA
ocds-lcuori-125704,ocds-lcuori-125704/3-contract,125704,HNL,10263.75,SUMINISTRO PARA SER UTILIZADO PARA LAS RECREOVIAS DEL MES DE MAYO ASIGNADAS A ESTA SECRETARIA DE ESTADO
ocds-lcuori-125705,ocds-lcuori-125705/3-contract,125705,HNL,193.6,SUMINISTRO PARA SER UTILIZADO PARA LAS RECREOVIAS DEL MES DE MAYO ASIGNADAS A ESTA SECRETARIA DE ESTADO
ocds-lcuori-125708,ocds-lcuori-125708/3-contract,125708,HNL,464.6,PARA USO DEL INSTITUTO DE INVESTIGACION JURIDICA
ocds-lcuori-125707,ocds-lcuori-125707/3-contract,125707,HNL,110.4,PARA USO DEL INSTITUTO DE INVESTIGACION JURIDICA
ocds-lcuori-125718,ocds-lcuori-125718/3-contract,125718,HNL,197.8,COMPRA DE PAPELERIA VARIA PARA USO EN LA ESTACION LOCAL DE CHOLOMA
ocds-lcuori-125719,ocds-lcuori-125719/3-contract,125719,HNL,481.80400000000003,COMPRA DE PAPELERIA VARIA PARA USO EN LA ESTACION LOCAL DE CHOLOMA
ocds-lcuori-125722,ocds-lcuori-125722/3-contract,125722,HNL,26256.374499999998,SUMINISTRO VARIOS DE PAPEL Y FOLDER SOLICITADOS POR LA DIRECCION DE POLITICA MACROFISCAL DE LA SECRETARIA DE FINANZAS
ocds-lcuori-125723,ocds-lcuori-125723/3-contract,125723,HNL,860.2,CAMBIO DE ACEITE 15W40 PARA EL VEHICULO MAZDA BT 50 COLOR BLANCO PLACA N 10017 MOTOR WLTA128158 CHASIS MM7UNY0W490825196 ASIGNADO A LA DIRECCION EJECUTIVA SOLICITADO CON REQUISICION UT 39 2018
ocds-lcuori-125724,ocds-lcuori-125724/3-contract,125724,HNL,639.6,agua en bolsa
ocds-lcuori-125728,ocds-lcuori-125728/3-contract,125728,HNL,110975.92,CONTACTO GEORGI GOMEZ LOPEZ 98911464 ADQUISICIONES 88090676 PRODUCTO ADQUIRIDO ES RESMAS DE PAPEL CARTA LEGAL Y OFICIO PARA SER UTILIZADAS EN LOS CENTROS EDUCATIVOS EN DIFERENTES NIVELES DE ESTA DEPARTAMENTAL SEGUN ORDEN DE COMPRAS OC 006 DDC 2018  CORRELATIVO DEL PACC 2017 ESTE BIEN SERA RECEPCIONADO EN LAS BODEGAS DE LA DIRECION DEPARTAMETAL DE EDUCACION DE COPAN DICHO PROVEEDOR DEBERA ENVIAR LOS VIENES SOLICITADOS MAS FACTURA A NOMBRE DE LA DIRRECION DEPARTAMENTAL DE EDUCACION DE COPAN RECIBO A NOMBRE DE LA TESORERIA GENERAL DE LA REPUBLICA Y ACTA DE RECEPCION ORIGINAL CON FIRMA Y SELLO CORRESPONDIENTE ESTA ULTIMA SE LES ENVIARA AL CORREO CON ESTA ORDEN DE COMPRA Y PRECOMPROMISO
ocds-lcuori-125729,ocds-lcuori-125729/3-contract,125729,HNL,632.5,ghj
ocds-lcuori-125726,ocds-lcuori-125726/3-contract,125726,HNL,2857.71,COMPRA DE PAPELERIA VARIA PARA SER UTILIZADA EN LA ESTACION LOCAL DE CHOLOMA
ocds-lcuori-125733,ocds-lcuori-125733/3-contract,125733,HNL,147.338,REQUISICION 2018 1106 0031 COMPRA DE SUMINISTROS DE OFICINA SOLICITADO POR UNIDAD DE MEDIO AMBIENTE SOLPED 30000705
ocds-lcuori-125734,ocds-lcuori-125734/3-contract,125734,HNL,186.9165,SAC 903 18 COMPRA DE MATERIAL DE OFICINA PARA USO EN EL DEPARTAMENTO DE RECURSOS HUMANOS 
ocds-lcuori-125735,ocds-lcuori-125735/3-contract,125735,HNL,103776.0,GUATES DESCARTABLE
ocds-lcuori-125740,ocds-lcuori-125740/3-contract,125740,HNL,86.296,CONSEJO DIRECTIVO COT 134
ocds-lcuori-125741,ocds-lcuori-125741/3-contract,125741,HNL,7595.0,COMPRA DE AGUJA Y BOLSAS COLECTORA DE ORINA 
ocds-lcuori-125742,ocds-lcuori-125742/3-contract,125742,HNL,2162.0,COMPRA PARA USO DE LAS DIFERENTES OFICINAS DE ESTA SECRETARIA
ocds-lcuori-125743,ocds-lcuori-125743/3-contract,125743,HNL,178940.0,Compra de Papel Carta para Abastecer Almacen Municipal de San Pedro Sula
ocds-lcuori-125744,ocds-lcuori-125744/3-contract,125744,HNL,103776.0,GUANTE DESCARTABLE
ocds-lcuori-125747,ocds-lcuori-125747/3-contract,125747,HNL,662.5035,COMPRA DE FOLDER PARA SER UTILIZADOS EN LOS ESTABLECIMIENTOS DE SALUD DEL MUNICIPIO DE SAN FRANCISCO DE LA REGION DE SALUD DE ATLANTIDA
ocds-lcuori-125746,ocds-lcuori-125746/3-contract,125746,HNL,118.45,COMPRA DE PRODUCTOS DESECHABLE PARA USO EN LA ESTACION LOCAL DE CHOLOMA
ocds-lcuori-125748,ocds-lcuori-125748/3-contract,125748,HNL,1702.0690000000002,COMPRA DE PRODUCTO DESECHABLE PARA SER UTILIZADO EN LA ESTACION LOCAL DE CHOLOMA
ocds-lcuori-125750,ocds-lcuori-125750/3-contract,125750,HNL,221.0875,compra de producto desechable para ser utilizado en la estacion local de choloma
ocds-lcuori-125752,ocds-lcuori-125752/3-contract,125752,HNL,8925.0,Suministros a ser utilizados en las recreovias del mes de mayo asignadas a esta Secretaria de Estado
ocds-lcuori-125753,ocds-lcuori-125753/3-contract,125753,HNL,600.0,PRUEBA
ocds-lcuori-125755,ocds-lcuori-125755/3-contract,125755,HNL,6906.900000000001,COMPRA DE 70 CAJAS DE VENDA GASA DE 4 EQUIVALENTES A 840 UNIDADES YA QUE CONSTA DE 12 UNIDADES LA CAJA SOLICITADO POR EMERGENCIA DE ADULTOS DEL HOSPITAL DE ESPECIALIDADES S MEMORANDO N 156 EAHDE 18 11 DE ABRIL 2018 CON LA AUTORIZACION DE LA LIC VARINIA CASCO SEGUN VERIFICACION DEL ALMACEN CENTRAL 00416 DEL 25 DE ABRIL 2018
ocds-lcuori-125756,ocds-lcuori-125756/3-contract,125756,HNL,2068.2290000000003,COMPRA DE UTILES DE OFICINA PARA EL CUERPO DE BOMBERO DE YORO PARA LAS DIFERENTES OFICINAS
ocds-lcuori-125758,ocds-lcuori-125758/3-contract,125758,HNL,36800.0,ESTOS PRDUCTOS SERAN UTILIZADOS POR EMPLEADOS Y PACIENTES DEL HOSPITAL GENERAL DEL SUR 
ocds-lcuori-125759,ocds-lcuori-125759/3-contract,125759,HNL,11.5,prueba por el objeto de gasto erroneo
ocds-lcuori-125761,ocds-lcuori-125761/3-contract,125761,HNL,1443.2150000000001,REFRESCOS AGUA Y GELLETAS
ocds-lcuori-125762,ocds-lcuori-125762/3-contract,125762,HNL,1209.305,REFRESCOS TE Y GALLETAS
ocds-lcuori-125765,ocds-lcuori-125765/3-contract,125765,HNL,7275.406,COMPRA DE DESTRUCTORA Y TINTA PARA FECHADORES
ocds-lcuori-125764,ocds-lcuori-125764/3-contract,125764,HNL,10867.5,COMPRA DE PAPEL BOND PARA UNIDADES ACADEMICAS Y ADMINISTRATIVAS DEL CURLP
ocds-lcuori-125769,ocds-lcuori-125769/3-contract,125769,HNL,11.5,PRUEBA OBJETO DE GASTO AGUA
ocds-lcuori-125770,ocds-lcuori-125770/3-contract,125770,HNL,1695.1000000000001,VASOS DE FOAM
ocds-lcuori-125771,ocds-lcuori-125771/4-contract,125771,HNL,2997.406,80 CARPETAS ARCHIVADORES COLOR NEGRO TAMA?O CARTA ALTA CALIDAD 24 CUADERNOS DE ESPERIRAL TAMA?O CARTA PAGINAS RAYADAS 5O CAJAS DE 10 UNIDADES DE CLIP STANDAR PEQUE?O COLOR PLATEADO Y 6 BOLSAS DE HULES DELGADOS NO18 ALTA CALIDAD
ocds-lcuori-125768,ocds-lcuori-125768/3-contract,125768,HNL,7277.2880000000005,COMPRA DE ALIMENTOS PAGADA CON FONDOS NACIONALES SEGUN OBJETO DE GASTO 31100 PARA SER UTILIZADA DURANTE EL II TRIMESTRE DEL A?O 2018
ocds-lcuori-125772,ocds-lcuori-125772/3-contract,125772,HNL,51015.0,AGUA EN BOTELLON
ocds-lcuori-125775,ocds-lcuori-125775/3-contract,125775,HNL,41847.0,POLIGLACTINA 
ocds-lcuori-125776,ocds-lcuori-125776/3-contract,125776,HNL,13356.757,PARA SER UTILIZADO EN LAS OFICINAS DE LOS DIFERENTES DEPARTAMENTOS Y DIRECCIONES DE LA UNIVERSIDAD NACIONAL DE AGRICULTURA
ocds-lcuori-125777,ocds-lcuori-125777/3-contract,125777,HNL,11870.706,COMPRA DE ALIMENTOS QUE SERA PAGADA CON FONDOS NACIONALES SEGUN OBJETO DE GASTO 31100 PARA SER UTILIZADA SURANTE EL II TRIMESTRE DEL A?O 2018
ocds-lcuori-125781,ocds-lcuori-125781/3-contract,125781,HNL,333067.60000000003,INSUMOS VARIOS 
ocds-lcuori-125783,ocds-lcuori-125783/3-contract,125783,HNL,13447.75,COMESTIBLES EMPRESAS DE SEGURIDAD SOLPED 6579
ocds-lcuori-125784,ocds-lcuori-125784/3-contract,125784,HNL,754.975,Materiales de oficina para abastecer proveeduria 1
ocds-lcuori-125785,ocds-lcuori-125785/3-contract,125785,HNL,5599.475,COMESTIBLES EMPRESAS DE SEGURIDAD SOLPED 6579
ocds-lcuori-125786,ocds-lcuori-125786/3-contract,125786,HNL,3427.601,Materiales de oficina para abastecer proveeduria 2
ocds-lcuori-125789,ocds-lcuori-125789/3-contract,125789,HNL,9450.0,Compra de agua purificada que sera utilizada en el transcurso de los tres meses restantes
ocds-lcuori-125795,ocds-lcuori-125795/3-contract,125795,HNL,2251.7375,COMESTIBLES UMEP 5 SOLPED 6558
ocds-lcuori-125796,ocds-lcuori-125796/3-contract,125796,HNL,227.14800000000002,SAC 911 18 COMPRA DE MATERIAL DE OFICINA PARA USO EN EL DEPTO DE RELACIONES PUBLICAS
ocds-lcuori-125798,ocds-lcuori-125798/3-contract,125798,HNL,152030.0,POR LA COMPRA DE OTRO INSTRUMENTAL ACCESORIOS Y MATERIAL MEDICO PARA SER DISTRIBUIDOS EN LAS UNIDADES DE LA REGION DE SALUD DE YORO DURANTE EL II TRIMESTRE DEL A?O 2018
ocds-lcuori-126139,ocds-lcuori-126139/3-contract,126139,HNL,538.2,Alimento para personas
ocds-lcuori-125791,ocds-lcuori-125791/3-contract,125791,HNL,6437.2,Suministros para uso del personal de la Tesoreria General de la Republica
ocds-lcuori-125792,ocds-lcuori-125792/3-contract,125792,HNL,3760.28,Materiales de oficina para abastecer proveeduria 3
ocds-lcuori-125793,ocds-lcuori-125793/3-contract,125793,HNL,5105.325,COMESTIBLES UMEP 4 SOLPED 6537 ENTREGAR EN EL ALMACEN DE LA UNIDAD ADMINISTRATIVA ADJUNTAR A FACTURA COPIA DE ESTA ORDEN DE COMPRA Y CONSTANCIA DE SOLVENCIA FISCAL VIGENTE ORDEN DE COMPRA VALIDA POR 30 DIAS DESPUES DE RECIBIDA POR EL PROVEEDOR
ocds-lcuori-125794,ocds-lcuori-125794/3-contract,125794,HNL,22221.114,Suministro de almacen central
ocds-lcuori-125799,ocds-lcuori-125799/3-contract,125799,HNL,38033.0925,Materiales de oficina para abastecer proveeduria 4
ocds-lcuori-125800,ocds-lcuori-125800/3-contract,125800,HNL,379.73,SAC 911 18 COMPRA DE MATERIAL DE OFICINA PARA USO EN EL DEPTO DE RELACIONES PUBLICAS
ocds-lcuori-125802,ocds-lcuori-125802/3-contract,125802,HNL,5899.5,Materiales de oficina para abastecer proveeduria 5
ocds-lcuori-125803,ocds-lcuori-125803/3-contract,125803,HNL,10877.222,Adquisiciones de Varios Materiales de Oficina para ser utilizados por el personal de Curriculo y Evaluacion de la Secretaria de Educacion
ocds-lcuori-125804,ocds-lcuori-125804/4-contract,125804,HNL,242.0405,SAC 911 18 COMPRA DE MATERIAL DE OFICINA PARA USO EN EL DEPTO DE RELACIONES PUBLICAS
ocds-lcuori-125808,ocds-lcuori-125808/3-contract,125808,HNL,16353.298999999999,suministros para uso del personal de la Tesoreria General de la Republica
ocds-lcuori-125809,ocds-lcuori-125809/3-contract,125809,HNL,3117.4735,SAC 911 18 COMPRA DE MATERIAL DE OFICINA PARA USO EN EL DEPTO DE RELACIONES PUBLICAS
ocds-lcuori-125811,ocds-lcuori-125811/3-contract,125811,HNL,167.22150000000002,SAC 911 18 COMPRA DE MATERIAL DE OFICINA PARA USO EN EL DEPTO DE RELACIONES PUBLICAS
ocds-lcuori-125812,ocds-lcuori-125812/3-contract,125812,HNL,89469.6435,PARA SER UTILIZADO EN LAS OFICINAS DE LOS DIFERENTES DEPARTAMENTOS Y DIRECCIONES DE LA UNIVERSIDAD NACIONAL DE AGRICULTURA
ocds-lcuori-125813,ocds-lcuori-125813/3-contract,125813,HNL,6732.606000000001,prueba
ocds-lcuori-125814,ocds-lcuori-125814/3-contract,125814,HNL,6361.5,COMESTIBLES UMEP 11 SOLPED 6566 ENTREGAR EN EL ALMACEN DE LA UNIDAD ADMINISTRATIVA ADJUNTAR A FACTURA COPIA DE ESTA ORDEN DE COMPRA Y CONSTANCIA DE SOLVENCIA FISCAL VIGENTE ORDEN DE COMPRA VALIDA POR 30 DIAS DESPUES DE RECIBIDA POR EL PROVEEDOR
ocds-lcuori-125815,ocds-lcuori-125815/3-contract,125815,HNL,23963.08,Adquisiciones de Materiales Varios para ser utilizados por el personal de Curriculo y Evaluacion de la Secretaria de Educacion
ocds-lcuori-125817,ocds-lcuori-125817/3-contract,125817,HNL,1986.6000000000001,SE SOLICITA LA ADQUISICION DE INSUMOS QUE SERAN UTILIZADOS POR EL SE?OR VICERRECTOR PARA LAS DIFERENTES REUNIONES ACTIVIDADES CON QUE CUENTA LAS AREAS PROGRAMAS Y UNIDADES DE LA VOAE 
ocds-lcuori-125818,ocds-lcuori-125818/3-contract,125818,HNL,131127.6,SOLPED 10006412 SOLICITADA POR DIRECCION DE POLICIA DE INVESTIGACION ENTREGAR EN ALMACEN DE LA DPI ANTIGUAS INSTALACIONES DE TRANSITO ADJUNTAR A FACTURA COPIA DE SOLVENCIA FISCAL ACTUALIZADO  MOVIMIENTO DE MERCANCIA 
ocds-lcuori-125819,ocds-lcuori-125819/3-contract,125819,HNL,216.936,SAC 911 18 COMPRA DE MATERIAL DE OFICINA PARA USO EN EL DEPTO DE RELACIONES PUBLICAS
ocds-lcuori-125821,ocds-lcuori-125821/3-contract,125821,HNL,18593.43,30 memorias USB marca SANDISK con capacidad de 64GB
ocds-lcuori-125822,ocds-lcuori-125822/3-contract,125822,,,COMPRA DE CAFE PARA ATENCIONES Y REUNIONES DE LA DIRECCION Y SUB DIRECCION GENERAL DE ADMINISTRACION PARA LOS MESES DE MAYO Y JUNIO 2018
ocds-lcuori-125823,ocds-lcuori-125823/4-contract,125823,HNL,137787.48,COMPRA DE MATERIAL PLASTICO Y DE ASEO PARA LA COCINA NOROCCIDENTAL DEL 16 AL 31 DE MAYO
ocds-lcuori-125816,ocds-lcuori-125816/3-contract,125816,HNL,61740.0,compra de materiales quirugicos
ocds-lcuori-125826,ocds-lcuori-125826/3-contract,125826,HNL,542.8,PEGAMENTO EN BARRA IHTT
ocds-lcuori-125824,ocds-lcuori-125824/4-contract,125824,HNL,127880.0,COMPRA DE MATERIAL PLASTICO Y DE ASEO PARA LA COCINA DE LA SECRETARIA DE SEGURIDAD DEL 16 AL 31 DE MAYO
ocds-lcuori-125825,ocds-lcuori-125825/3-contract,125825,HNL,1382.3,Compra de 200 botes de agua purificada de 600 ml para ferias tributarias
ocds-lcuori-125827,ocds-lcuori-125827/4-contract,125827,HNL,135194.0,COMPRA DE MATERIAL PLASTICO Y DE ASEO PARA LA COCINA DE LA DNUE COBRAS DEL 16 AL 31 DE MAYO
ocds-lcuori-125830,ocds-lcuori-125830/3-contract,125830,HNL,671.6,TAPE PARA DISPENSADOR IHTT
ocds-lcuori-125829,ocds-lcuori-125829/3-contract,125829,HNL,2722.25,SUMINISTRO DE 25 CAJAS DE JERINGA HIPODERMICA 1 cc x 29Gx 1 2 NO DESMONTABLE ZONA 1 SOLICITADO POR LA CLINICA DE LA SECRETARIA DE FINANZAS
ocds-lcuori-125831,ocds-lcuori-125831/3-contract,125831,HNL,20018.600000000002,CAFE 
ocds-lcuori-125834,ocds-lcuori-125834/3-contract,125834,HNL,22294.084,SOLPED 10006472 SOLICITADO POR INSPECTORIA GENERAL ENTREGAR EN ALMACEN DE LA DIRECCION ADMINISTRATIVA DE LA POLICIA ADJUNTAR A FACTURA COPIA DE SOLVENCIA FISCAL ACTUALIZADA Y COPIA DE ESTA OC VIGENTE 30 DIAS DESPUES DE LA ENTREGA 
ocds-lcuori-125835,ocds-lcuori-125835/3-contract,125835,HNL,569.9055000000001,LIBRETA BLOCK IHTT
ocds-lcuori-125836,ocds-lcuori-125836/3-contract,125836,HNL,365.1,ANILLOS DE ENCUADERNACION Y LAPIZ GRAFICO IHTT
ocds-lcuori-125833,ocds-lcuori-125833/3-contract,125833,HNL,4945.0,ORGANIZADOR DE 3 ESPACIOS IHTT
ocds-lcuori-125840,ocds-lcuori-125840/3-contract,125840,HNL,12740.0,compra de materiales quirurgicos
ocds-lcuori-125841,ocds-lcuori-125841/3-contract,125841,HNL,40616.942,COMPRA DE PAPELERIA DE OFICINA PARA DIFERENTES OFICINAS DE LA MUNICIPALIDAD
ocds-lcuori-125843,ocds-lcuori-125843/3-contract,125843,HNL,40605.0,SOLPED 10005313 SOLCITADO POR LA UNIDAD ADMINISTRATIVA ENTREGAR EN LA COCINA POLICIAL NOROCIENTAL DE SAN PEDRO SULA ADJUNTAR A FACTURA COPIA DE SOLVENCIA FISCAL ACTUALIZDA Y COPIA DE ESTA OC VIGENTE POR 30 DIAS DESPUES DE LA ENTREGA 
ocds-lcuori-125837,ocds-lcuori-125837/3-contract,125837,HNL,399.096,boligrafos punta fina
ocds-lcuori-125842,ocds-lcuori-125842/3-contract,125842,,,COMPRA DE PAPELERIA DE OFICINA PARA DIFERENTES OFICINAS DE LA MUNICIPALIDAD
ocds-lcuori-125846,ocds-lcuori-125846/3-contract,125846,HNL,15028.66,UTILES DE OFICINA PARA USO DE LOS DIFERENTES SERVICIOS
ocds-lcuori-125847,ocds-lcuori-125847/3-contract,125847,HNL,8540.36,UTILES VARIOS PARA EL USO DE OFICINA
ocds-lcuori-125848,ocds-lcuori-125848/3-contract,125848,HNL,20461.75,COMPRA DE MATERIAL DE OFICINA PARA PROVEEDURIA
ocds-lcuori-125849,ocds-lcuori-125849/3-contract,125849,HNL,10371.1,COMPRA DE MATERIALES DE OFICINA PARA PROVEEDURIA
ocds-lcuori-125850,ocds-lcuori-125850/3-contract,125850,HNL,8481.25,COMPRA DE MATERIALES DE OFICINA PARA PROVEEDURIA
ocds-lcuori-125851,ocds-lcuori-125851/3-contract,125851,HNL,18000.0,SE SOLICITA LA ADQUISICION DE CARTULINA OPALINA LISA COLOR BLANCO TAMA?AO CARTA QUE SERAN UTILIZADOS PARA EL PROCESO DEL MONTAJE DEL EVENTO RECONOCIMIENTO A LA EXCELENCIA ACADEMICA A LOS ESTUDIANTES QUE OBTUVIERON EXCELENCIA ACADEMICA IGUAL O SUPERIOR A 80 DURANTE EL A?O 2017
ocds-lcuori-125857,ocds-lcuori-125857/3-contract,125857,HNL,600.0,comestibles para atenciones
ocds-lcuori-125858,ocds-lcuori-125858/3-contract,125858,HNL,455.40000000000003,Compra de agua purificada para el personal que labora en el CAC UNAH y para participantes de los talleres
ocds-lcuori-125859,ocds-lcuori-125859/3-contract,125859,HNL,36067.22,UTILES Y MATERIALES DE OFICINA PARA SER UTILIZADOS EN LOS DIFERENTES DEPARTAMENTOS DE LA REGION DE SALUD DE COPAN
ocds-lcuori-125862,ocds-lcuori-125862/3-contract,125862,HNL,18600.0,SE SOLICITA LA ADQUISICION DE 155 RESMAS DE 100 UNIDADES DE CARTULINA OPALINA LISA QUE SERA UTILIZADA PARA LA IMPRESION DE DIPLOMAS QUE SERAN ENTREGADOS A LOS MAS DE 15000 ESTUDIANTES DE EXCELENCIA ACADEMICA DEL A?O 2017
ocds-lcuori-125864,ocds-lcuori-125864/3-contract,125864,HNL,74928.135,COMPRA DE UTILES DE OFICINA PARA ABASTECIMIENTO DE ALMACEN MUNICIPAL DE SAN PEDRO SULA 
ocds-lcuori-125865,ocds-lcuori-125865/3-contract,125865,HNL,902.52,ADQUISION DE 40 CHURROS MIXTOS PARA SNACK QUE SE UTILIZARAN PARA LA CAPACITACION  DEL PERSONAL FEMENINO DE LA OFICINA CENTRAL DENOMINADO TALLER MOTIVACIONAL PARA PERSONAL FEMENINO 2018 A REALIZARSE EL 18 DE MAYO DEL 2018 SOLICITADO POR EL DEPARTAMENTO DE COMUNICACION CON REQUISICION DC ICF 13 2018
ocds-lcuori-125863,ocds-lcuori-125863/3-contract,125863,HNL,356.73,COMPRA DE SUMINISTROS PARA OFICINA SOLICITADOS POR BANCO MUNDIAL MEDIANTE REQUISICION NO 163 164 165 166 EXPEDIENTE 126 2018 SOLPED 30000633
ocds-lcuori-125868,ocds-lcuori-125868/3-contract,125868,HNL,11156.058,18 memorias USB marca SANDISK con capacidad de 64GB
ocds-lcuori-125871,ocds-lcuori-125871/3-contract,125871,HNL,1635.737,Material de oficina para uso del personal operativo y administrativo del programa
ocds-lcuori-125867,ocds-lcuori-125867/3-contract,125867,HNL,802.7,cambio de aceite 15 w 40  SS 640 042 03 2018
ocds-lcuori-125869,ocds-lcuori-125869/3-contract,125869,HNL,78404.8495,COMPRA DE UTILES DE OFICINA PARA ABASTECIMIENTO DE ALMACEN MUNICIPAL DE SAN PEDRO SULA 
ocds-lcuori-125870,ocds-lcuori-125870/3-contract,125870,,,COMPRA DE UTILES DE OFICINA PARA ABASTECIMIENTO DE ALMACEN MUNICIPAL DE SAN PEDRO SULA 
ocds-lcuori-125874,ocds-lcuori-125874/3-contract,125874,HNL,615.2040000000001,material de oficina para empleados del programa
ocds-lcuori-125875,ocds-lcuori-125875/3-contract,125875,HNL,655.7760000000001,material de oficina para empleados del programa
ocds-lcuori-125873,ocds-lcuori-125873/3-contract,125873,HNL,2283.969,Compra de material de oficina y utiles para empleados del programa
ocds-lcuori-125879,ocds-lcuori-125879/3-contract,125879,HNL,20795.0,EN SOLPED 30009545 SE REALIZA LA COMPRA DE 350 ROLLOS DE ALGODON PRESENTACION FARDOS DE 25 UDS EN SOLPED 30009539 SE REALIZA LA COMPRA DE 5 CJAS DE 100 UDS DE BISTURI No21 EN SOLPED 30009538 SE REALIZA LA COMPRA DE 5 CJAS DE 100 UDS DE BISTURI No20 SOLICITADO POR LA DIRECCION DE UNIDADES MEDICAS HRN MEDIANTE MEMORANDO DUM 527 2018 CON EL FIN DE ABASTECER EL HOSPITAL REGIONAL DEL NORTE NECESARIO PARA EL BUEN FUNCIONAMIENTO Y ATENCION A NUESTROS DERECHO HABIENTES YA QUE NO TENEMOS EN EXISTENCIA Y VINO EN CERO DE ALMACEN CENTRAL TEGUCIGALPA EN EL ULTIMO TRASLADO SEGUN MEMORANDO AR 596 2018 ENTREGA EN 15 DIAS HABILES 
ocds-lcuori-125881,ocds-lcuori-125881/3-contract,125881,HNL,68528.5,COMPRA DE ALGODON EN ROLLO EL CUAL SERA UTILIZADO EN LAS DIFERENTES UNIDADES DE SALUD CMI DE LA REGION DEPARTAMENTAL DE COLON DURANTE EL II TRIMESTRE 2018
ocds-lcuori-125883,ocds-lcuori-125883/3-contract,125883,HNL,7584.365000000001,compra de materiales de oficina para las distintas oficinas del cuerpo de bomberos de yoro
ocds-lcuori-125884,ocds-lcuori-125884/3-contract,125884,HNL,70480.0,EN SOLPED 30009546 SE REALIZA LA COMPRA DE 4000 MICROGOTEROS 100ML SOLICITADO POR LA DIRECCION DE UNIDADES MEDICAS HRN MEDIANTE MEMORANDO DUM 527 2018 CON EL FIN DE ABASTECER EL HOSPITAL REGIONAL DEL NORTE NECESARIO PARA EL BUEN FUNCIONAMIENTO Y ATENCION A NUESTROS DERECHO HABIENTES YA QUE NO TENEMOS EN EXISTENCIA Y VINO EN CERO DE ALMACEN CENTRAL TEGUCIGALPA EN EL ULTIMO TRASLADO SEGUN MEMORANDO AR 596 2018 ENTREGA EN 15 DIAS HABILES 
ocds-lcuori-125885,ocds-lcuori-125885/3-contract,125885,HNL,12637.268,PRODUCTOS ALIMENTICIOS
