ocid,id,tender/id,tender/participationFees/0/id,tender/participationFees/0/value/amount,tender/participationFees/0/type
ocds-lcuori-2LmqDL-LPrNO-29-AMDC-31-2018-2,ocds-lcuori-2LmqDL-LPrNO-29-AMDC-31-2018-2/3,2LmqDL-LPrNO-29-AMDC-31-2018-2,2LmqDL-LPrNO-29-AMDC-31-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-30-AMDC-32-2018-2,ocds-lcuori-2LmqDL-LPrNO-30-AMDC-32-2018-2/3,2LmqDL-LPrNO-30-AMDC-32-2018-2,2LmqDL-LPrNO-30-AMDC-32-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-31-AMDC-33-2018-2,ocds-lcuori-2LmqDL-LPrNO-31-AMDC-33-2018-2/3,2LmqDL-LPrNO-31-AMDC-33-2018-2,2LmqDL-LPrNO-31-AMDC-33-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-32-AMDC-34-2018-2,ocds-lcuori-2LmqDL-LPrNO-32-AMDC-34-2018-2/3,2LmqDL-LPrNO-32-AMDC-34-2018-2,2LmqDL-LPrNO-32-AMDC-34-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-33-AMDC-35-2018-2,ocds-lcuori-2LmqDL-LPrNO-33-AMDC-35-2018-2/3,2LmqDL-LPrNO-33-AMDC-35-2018-2,2LmqDL-LPrNO-33-AMDC-35-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-34-AMDC-36-2018-2,ocds-lcuori-2LmqDL-LPrNO-34-AMDC-36-2018-2/3,2LmqDL-LPrNO-34-AMDC-36-2018-2,2LmqDL-LPrNO-34-AMDC-36-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-35-AMDC-37-2018-2,ocds-lcuori-2LmqDL-LPrNO-35-AMDC-37-2018-2/3,2LmqDL-LPrNO-35-AMDC-37-2018-2,2LmqDL-LPrNO-35-AMDC-37-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-36-AMDC-38-2018-2,ocds-lcuori-2LmqDL-LPrNO-36-AMDC-38-2018-2/3,2LmqDL-LPrNO-36-AMDC-38-2018-2,2LmqDL-LPrNO-36-AMDC-38-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-37-AMDC-39-2018-2,ocds-lcuori-2LmqDL-LPrNO-37-AMDC-39-2018-2/3,2LmqDL-LPrNO-37-AMDC-39-2018-2,2LmqDL-LPrNO-37-AMDC-39-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-38-AMDC-40-2018-2,ocds-lcuori-2LmqDL-LPrNO-38-AMDC-40-2018-2/3,2LmqDL-LPrNO-38-AMDC-40-2018-2,2LmqDL-LPrNO-38-AMDC-40-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-39-AMDC-41-2018-2,ocds-lcuori-2LmqDL-LPrNO-39-AMDC-41-2018-2/3,2LmqDL-LPrNO-39-AMDC-41-2018-2,2LmqDL-LPrNO-39-AMDC-41-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-40-AMDC-42-2018-2,ocds-lcuori-2LmqDL-LPrNO-40-AMDC-42-2018-2/3,2LmqDL-LPrNO-40-AMDC-42-2018-2,2LmqDL-LPrNO-40-AMDC-42-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-41-AMDC-43-2018-2,ocds-lcuori-2LmqDL-LPrNO-41-AMDC-43-2018-2/3,2LmqDL-LPrNO-41-AMDC-43-2018-2,2LmqDL-LPrNO-41-AMDC-43-2018-2,200.0,document
ocds-lcuori-7rBxpG-LPrivada No.03-2018-2,ocds-lcuori-7rBxpG-LPrivada No.03-2018-2/3,7rBxpG-LPrivada No.03-2018-2,7rBxpG-LPrivada No.03-2018-2,200.0,document
ocds-lcuori-orvDGM-LPN-SANAA-DM-05-2018-2,ocds-lcuori-orvDGM-LPN-SANAA-DM-05-2018-2/3,orvDGM-LPN-SANAA-DM-05-2018-2,orvDGM-LPN-SANAA-DM-05-2018-2,800.0,document
ocds-lcuori-orvDGM-LPN-SANAA-DM-03-2018-2,ocds-lcuori-orvDGM-LPN-SANAA-DM-03-2018-2/3,orvDGM-LPN-SANAA-DM-03-2018-2,orvDGM-LPN-SANAA-DM-03-2018-2,800.0,document
ocds-lcuori-orvkNL-LPN No.07-2018-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.07-2018-SEAF-UNAH-2/3,orvkNL-LPN No.07-2018-SEAF-UNAH-2,orvkNL-LPN No.07-2018-SEAF-UNAH-2,500.0,document
ocds-lcuori-orvDGM-LPN-SANAA-SGFA-01-2018-2,ocds-lcuori-orvDGM-LPN-SANAA-SGFA-01-2018-2/3,orvDGM-LPN-SANAA-SGFA-01-2018-2,orvDGM-LPN-SANAA-SGFA-01-2018-2,800.0,document
ocds-lcuori-PLeAqL-LPN-01-2018-COPECO-2,ocds-lcuori-PLeAqL-LPN-01-2018-COPECO-2/3,PLeAqL-LPN-01-2018-COPECO-2,PLeAqL-LPN-01-2018-COPECO-2,1000.0,document
ocds-lcuori-2LmqDL-LPrNO-56-AMDC-59-2018-2,ocds-lcuori-2LmqDL-LPrNO-56-AMDC-59-2018-2/3,2LmqDL-LPrNO-56-AMDC-59-2018-2,2LmqDL-LPrNO-56-AMDC-59-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-57-AMDC-60-2018-2,ocds-lcuori-2LmqDL-LPrNO-57-AMDC-60-2018-2/3,2LmqDL-LPrNO-57-AMDC-60-2018-2,2LmqDL-LPrNO-57-AMDC-60-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-58-AMDC-61-2018-2,ocds-lcuori-2LmqDL-LPrNO-58-AMDC-61-2018-2/3,2LmqDL-LPrNO-58-AMDC-61-2018-2,2LmqDL-LPrNO-58-AMDC-61-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-59-AMDC-62-2018-2,ocds-lcuori-2LmqDL-LPrNO-59-AMDC-62-2018-2/3,2LmqDL-LPrNO-59-AMDC-62-2018-2,2LmqDL-LPrNO-59-AMDC-62-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-60-AMDC-63-2018-2,ocds-lcuori-2LmqDL-LPrNO-60-AMDC-63-2018-2/3,2LmqDL-LPrNO-60-AMDC-63-2018-2,2LmqDL-LPrNO-60-AMDC-63-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-55-AMDC-57-2018-2,ocds-lcuori-2LmqDL-LPrNO-55-AMDC-57-2018-2/3,2LmqDL-LPrNO-55-AMDC-57-2018-2,2LmqDL-LPrNO-55-AMDC-57-2018-2,200.0,document
ocds-lcuori-orvkNL-LPN 01-2018-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN 01-2018-SEAF-UNAH-2/3,orvkNL-LPN 01-2018-SEAF-UNAH-2,orvkNL-LPN 01-2018-SEAF-UNAH-2,500.0,document
ocds-lcuori-orvkNL-LPN 02-2018-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN 02-2018-SEAF-UNAH-2/3,orvkNL-LPN 02-2018-SEAF-UNAH-2,orvkNL-LPN 02-2018-SEAF-UNAH-2,500.0,document
ocds-lcuori-PGJALo-CPN-100-023-2017-2,ocds-lcuori-PGJALo-CPN-100-023-2017-2/3,PGJALo-CPN-100-023-2017-2,PGJALo-CPN-100-023-2017-2,500.0,document
ocds-lcuori-PGJALo-LPN-100-001-2018-2,ocds-lcuori-PGJALo-LPN-100-001-2018-2/3,PGJALo-LPN-100-001-2018-2,PGJALo-LPN-100-001-2018-2,500.0,document
ocds-lcuori-orvkNL-LPN 03-2018-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN 03-2018-SEAF-UNAH-2/3,orvkNL-LPN 03-2018-SEAF-UNAH-2,orvkNL-LPN 03-2018-SEAF-UNAH-2,500.0,document
ocds-lcuori-PGJALo-LPN-100-002-2018-2,ocds-lcuori-PGJALo-LPN-100-002-2018-2/3,PGJALo-LPN-100-002-2018-2,PGJALo-LPN-100-002-2018-2,500.0,document
ocds-lcuori-PGJALo-LPN-100-003-2018-2,ocds-lcuori-PGJALo-LPN-100-003-2018-2/3,PGJALo-LPN-100-003-2018-2,PGJALo-LPN-100-003-2018-2,500.0,document
ocds-lcuori-2LmqDL-LPuNBS-01-AMDC-58-2018-2,ocds-lcuori-2LmqDL-LPuNBS-01-AMDC-58-2018-2/3,2LmqDL-LPuNBS-01-AMDC-58-2018-2,2LmqDL-LPuNBS-01-AMDC-58-2018-2,100.0,document
ocds-lcuori-vGZWNR-LPN-020-2018-2,ocds-lcuori-vGZWNR-LPN-020-2018-2/3,vGZWNR-LPN-020-2018-2,vGZWNR-LPN-020-2018-2,200.0,document
ocds-lcuori-7GXa9R-LPN-003-2018-SDN-2,ocds-lcuori-7GXa9R-LPN-003-2018-SDN-2/3,7GXa9R-LPN-003-2018-SDN-2,7GXa9R-LPN-003-2018-SDN-2,500.0,document
ocds-lcuori-gLn2nL-LPR-001-CASA PRESIDENCIAL-2018-2,ocds-lcuori-gLn2nL-LPR-001-CASA PRESIDENCIAL-2018-2/3,gLn2nL-LPR-001-CASA PRESIDENCIAL-2018-2,gLn2nL-LPR-001-CASA PRESIDENCIAL-2018-2,300.0,document
ocds-lcuori-mrY1dr-LPN No.SEDS-010-2018-2,ocds-lcuori-mrY1dr-LPN No.SEDS-010-2018-2/3,mrY1dr-LPN No.SEDS-010-2018-2,mrY1dr-LPN No.SEDS-010-2018-2,300.0,document
ocds-lcuori-1RaEMR-LP-0012-2018-2,ocds-lcuori-1RaEMR-LP-0012-2018-2/3,1RaEMR-LP-0012-2018-2,1RaEMR-LP-0012-2018-2,150.0,document
ocds-lcuori-mrY1dr-LPN No.SEDS-011-2018-2,ocds-lcuori-mrY1dr-LPN No.SEDS-011-2018-2/3,mrY1dr-LPN No.SEDS-011-2018-2,mrY1dr-LPN No.SEDS-011-2018-2,300.0,document
ocds-lcuori-2LmqDL-LPuNBS-06-AMDC-158-2018-2,ocds-lcuori-2LmqDL-LPuNBS-06-AMDC-158-2018-2/3,2LmqDL-LPuNBS-06-AMDC-158-2018-2,2LmqDL-LPuNBS-06-AMDC-158-2018-2,500.0,document
ocds-lcuori-7rBxpG-CDIRECTA No.04-2018-2,ocds-lcuori-7rBxpG-CDIRECTA No.04-2018-2/3,7rBxpG-CDIRECTA No.04-2018-2,7rBxpG-CDIRECTA No.04-2018-2,200.0,document
ocds-lcuori-WRz0xL-LPN-SAR-004-2018-2,ocds-lcuori-WRz0xL-LPN-SAR-004-2018-2/4,WRz0xL-LPN-SAR-004-2018-2,WRz0xL-LPN-SAR-004-2018-2,500.0,document
ocds-lcuori-WRzj0R-LPN-002-2018-2,ocds-lcuori-WRzj0R-LPN-002-2018-2/3,WRzj0R-LPN-002-2018-2,WRzj0R-LPN-002-2018-2,250.0,document
ocds-lcuori-mrY1dr-LPN No.SEDS-012-2018-2,ocds-lcuori-mrY1dr-LPN No.SEDS-012-2018-2/3,mrY1dr-LPN No.SEDS-012-2018-2,mrY1dr-LPN No.SEDS-012-2018-2,300.0,document
ocds-lcuori-WRz0xL-LPN-SAR-008-2018-2,ocds-lcuori-WRz0xL-LPN-SAR-008-2018-2/3,WRz0xL-LPN-SAR-008-2018-2,WRz0xL-LPN-SAR-008-2018-2,500.0,document
ocds-lcuori-mrY1dr-LPN No.SEDS-014-2018-2,ocds-lcuori-mrY1dr-LPN No.SEDS-014-2018-2/3,mrY1dr-LPN No.SEDS-014-2018-2,mrY1dr-LPN No.SEDS-014-2018-2,300.0,document
ocds-lcuori-mrY1dr-LPN No.SEDS-015-2018-2,ocds-lcuori-mrY1dr-LPN No.SEDS-015-2018-2/3,mrY1dr-LPN No.SEDS-015-2018-2,mrY1dr-LPN No.SEDS-015-2018-2,300.0,document
ocds-lcuori-2LmqDL-LPrNO-121-AMDC-127-2018-2,ocds-lcuori-2LmqDL-LPrNO-121-AMDC-127-2018-2/3,2LmqDL-LPrNO-121-AMDC-127-2018-2,2LmqDL-LPrNO-121-AMDC-127-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-122-AMDC-128-2018-2,ocds-lcuori-2LmqDL-LPrNO-122-AMDC-128-2018-2/3,2LmqDL-LPrNO-122-AMDC-128-2018-2,2LmqDL-LPrNO-122-AMDC-128-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-124-AMDC-135-2018-2,ocds-lcuori-2LmqDL-LPrNO-124-AMDC-135-2018-2/3,2LmqDL-LPrNO-124-AMDC-135-2018-2,2LmqDL-LPrNO-124-AMDC-135-2018-2,200.0,document
ocds-lcuori-orvDGM-LPN-SANAA-DM-09-2018-2,ocds-lcuori-orvDGM-LPN-SANAA-DM-09-2018-2/3,orvDGM-LPN-SANAA-DM-09-2018-2,orvDGM-LPN-SANAA-DM-09-2018-2,800.0,document
ocds-lcuori-2LmqDL-LPrNO-115-AMDC-121-2018-2,ocds-lcuori-2LmqDL-LPrNO-115-AMDC-121-2018-2/3,2LmqDL-LPrNO-115-AMDC-121-2018-2,2LmqDL-LPrNO-115-AMDC-121-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-116-AMDC-122-2018-2,ocds-lcuori-2LmqDL-LPrNO-116-AMDC-122-2018-2/3,2LmqDL-LPrNO-116-AMDC-122-2018-2,2LmqDL-LPrNO-116-AMDC-122-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-128-AMDC-182-2018-2,ocds-lcuori-2LmqDL-LPrNO-128-AMDC-182-2018-2/3,2LmqDL-LPrNO-128-AMDC-182-2018-2,2LmqDL-LPrNO-128-AMDC-182-2018-2,200.0,document
ocds-lcuori-mrY1dr-LPN No.SEDS-002-2018-2,ocds-lcuori-mrY1dr-LPN No.SEDS-002-2018-2/3,mrY1dr-LPN No.SEDS-002-2018-2,mrY1dr-LPN No.SEDS-002-2018-2,300.0,document
ocds-lcuori-orvDGM-LPN-SANAA-SGFA-07-2019-2,ocds-lcuori-orvDGM-LPN-SANAA-SGFA-07-2019-2/3,orvDGM-LPN-SANAA-SGFA-07-2019-2,orvDGM-LPN-SANAA-SGFA-07-2019-2,800.0,document
ocds-lcuori-kR0DMR-LPN-002-2018-HSJDD-2,ocds-lcuori-kR0DMR-LPN-002-2018-HSJDD-2/3,kR0DMR-LPN-002-2018-HSJDD-2,kR0DMR-LPN-002-2018-HSJDD-2,500.0,document
ocds-lcuori-2Lm5KL-LPN 001-2018-2,ocds-lcuori-2Lm5KL-LPN 001-2018-2/3,2Lm5KL-LPN 001-2018-2,2Lm5KL-LPN 001-2018-2,100.0,document
ocds-lcuori-Zr5B9L-012-2018-SS  -2,ocds-lcuori-Zr5B9L-012-2018-SS  -2/4,Zr5B9L-012-2018-SS  -2,Zr5B9L-012-2018-SS  -2,500.0,document
ocds-lcuori-kG1ger-01-2018-2,ocds-lcuori-kG1ger-01-2018-2/3,kG1ger-01-2018-2,kG1ger-01-2018-2,500.0,document
ocds-lcuori-MrMPYR-LPN-CNBS-01-2018-2,ocds-lcuori-MrMPYR-LPN-CNBS-01-2018-2/3,MrMPYR-LPN-CNBS-01-2018-2,MrMPYR-LPN-CNBS-01-2018-2,200.0,document
ocds-lcuori-mrY1dr-LPN No.SEDS-001-2018-2,ocds-lcuori-mrY1dr-LPN No.SEDS-001-2018-2/3,mrY1dr-LPN No.SEDS-001-2018-2,mrY1dr-LPN No.SEDS-001-2018-2,300.0,document
ocds-lcuori-kR0qDr-LPN-005-2018-2,ocds-lcuori-kR0qDr-LPN-005-2018-2/3,kR0qDr-LPN-005-2018-2,kR0qDr-LPN-005-2018-2,500.0,document
ocds-lcuori-vGZWNR-LPN-029-2018-2,ocds-lcuori-vGZWNR-LPN-029-2018-2/3,vGZWNR-LPN-029-2018-2,vGZWNR-LPN-029-2018-2,300.0,document
ocds-lcuori-DL9JqG-LPN-002-2018-SDN-2,ocds-lcuori-DL9JqG-LPN-002-2018-SDN-2/4,DL9JqG-LPN-002-2018-SDN-2,DL9JqG-LPN-002-2018-SDN-2,500.0,document
ocds-lcuori-1RaEMR-LP-0010-2018-2,ocds-lcuori-1RaEMR-LP-0010-2018-2/3,1RaEMR-LP-0010-2018-2,1RaEMR-LP-0010-2018-2,500.0,document
ocds-lcuori-1RaEMR-LP-0011-2018-2,ocds-lcuori-1RaEMR-LP-0011-2018-2/3,1RaEMR-LP-0011-2018-2,1RaEMR-LP-0011-2018-2,500.0,document
ocds-lcuori-kG1ger-03-2018-2,ocds-lcuori-kG1ger-03-2018-2/4,kG1ger-03-2018-2,kG1ger-03-2018-2,500.0,document
ocds-lcuori-jRDMPr-LPN-002-2018-MUNICIPALIDAD DE TAULABE-2,ocds-lcuori-jRDMPr-LPN-002-2018-MUNICIPALIDAD DE TAULABE-2/3,jRDMPr-LPN-002-2018-MUNICIPALIDAD DE TAULABE-2,jRDMPr-LPN-002-2018-MUNICIPALIDAD DE TAULABE-2,505.0,document
ocds-lcuori-0rwyzG-MSPS-GF-01-2018-2,ocds-lcuori-0rwyzG-MSPS-GF-01-2018-2/3,0rwyzG-MSPS-GF-01-2018-2,0rwyzG-MSPS-GF-01-2018-2,2500.0,document
ocds-lcuori-7rBxpG-Lpública No.30-2018-2,ocds-lcuori-7rBxpG-Lpública No.30-2018-2/5,7rBxpG-Lpública No.30-2018-2,7rBxpG-Lpública No.30-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPuNO-04-AMDC-173-2018-2,ocds-lcuori-2LmqDL-LPuNO-04-AMDC-173-2018-2/3,2LmqDL-LPuNO-04-AMDC-173-2018-2,2LmqDL-LPuNO-04-AMDC-173-2018-2,500.0,document
ocds-lcuori-jRDMPr-LICITACION PRIVADA 009-2081-2,ocds-lcuori-jRDMPr-LICITACION PRIVADA 009-2081-2/3,jRDMPr-LICITACION PRIVADA 009-2081-2,jRDMPr-LICITACION PRIVADA 009-2081-2,505.0,document
ocds-lcuori-2Lm85r-LPN-05-2018-2,ocds-lcuori-2Lm85r-LPN-05-2018-2/4,2Lm85r-LPN-05-2018-2,2Lm85r-LPN-05-2018-2,500.0,document
ocds-lcuori-2LmqDL-CPuNO-04-AMDC-151-2018-2,ocds-lcuori-2LmqDL-CPuNO-04-AMDC-151-2018-2/3,2LmqDL-CPuNO-04-AMDC-151-2018-2,2LmqDL-CPuNO-04-AMDC-151-2018-2,500.0,document
ocds-lcuori-PGJALo-LPI 100-026-2018-2,ocds-lcuori-PGJALo-LPI 100-026-2018-2/3,PGJALo-LPI 100-026-2018-2,PGJALo-LPI 100-026-2018-2,1000.0,document
ocds-lcuori-2LmqDL-CPuNO-05-AMDC-152-2018-2,ocds-lcuori-2LmqDL-CPuNO-05-AMDC-152-2018-2/3,2LmqDL-CPuNO-05-AMDC-152-2018-2,2LmqDL-CPuNO-05-AMDC-152-2018-2,500.0,document
ocds-lcuori-2LmqDL-CPuNO-06-AMDC-155-2018-2,ocds-lcuori-2LmqDL-CPuNO-06-AMDC-155-2018-2/3,2LmqDL-CPuNO-06-AMDC-155-2018-2,2LmqDL-CPuNO-06-AMDC-155-2018-2,500.0,document
ocds-lcuori-2LmqDL-CPuNO-07-AMDC-156-2018-2,ocds-lcuori-2LmqDL-CPuNO-07-AMDC-156-2018-2/3,2LmqDL-CPuNO-07-AMDC-156-2018-2,2LmqDL-CPuNO-07-AMDC-156-2018-2,500.0,document
ocds-lcuori-vGZWNR-LPN-016-2018-2,ocds-lcuori-vGZWNR-LPN-016-2018-2/3,vGZWNR-LPN-016-2018-2,vGZWNR-LPN-016-2018-2,200.0,document
ocds-lcuori-KLg9wR-LPN-002-2018-DA-2,ocds-lcuori-KLg9wR-LPN-002-2018-DA-2/3,KLg9wR-LPN-002-2018-DA-2,KLg9wR-LPN-002-2018-DA-2,500.0,document
ocds-lcuori-gLkjBr-LPN 04-2018-2,ocds-lcuori-gLkjBr-LPN 04-2018-2/3,gLkjBr-LPN 04-2018-2,gLkjBr-LPN 04-2018-2,200.0,document
ocds-lcuori-1RaEMR-LP-HJMG-001-2018-2,ocds-lcuori-1RaEMR-LP-HJMG-001-2018-2/3,1RaEMR-LP-HJMG-001-2018-2,1RaEMR-LP-HJMG-001-2018-2,500.0,document
ocds-lcuori-7rBxpG-LPublica No.18-2018-2,ocds-lcuori-7rBxpG-LPublica No.18-2018-2/3,7rBxpG-LPublica No.18-2018-2,7rBxpG-LPublica No.18-2018-2,200.0,document
ocds-lcuori-7rBxpG-LPública No.11-2018-2,ocds-lcuori-7rBxpG-LPública No.11-2018-2/3,7rBxpG-LPública No.11-2018-2,7rBxpG-LPública No.11-2018-2,200.0,document
ocds-lcuori-8L47Pr-L-P HO 027-2018-2,ocds-lcuori-8L47Pr-L-P HO 027-2018-2/3,8L47Pr-L-P HO 027-2018-2,8L47Pr-L-P HO 027-2018-2,850.0,document
ocds-lcuori-8L47Pr-L-P HO 028-2018-2,ocds-lcuori-8L47Pr-L-P HO 028-2018-2/3,8L47Pr-L-P HO 028-2018-2,8L47Pr-L-P HO 028-2018-2,850.0,document
ocds-lcuori-1RaEMR-LP-HJMG-002-2018-2,ocds-lcuori-1RaEMR-LP-HJMG-002-2018-2/3,1RaEMR-LP-HJMG-002-2018-2,1RaEMR-LP-HJMG-002-2018-2,500.0,document
ocds-lcuori-Zr5B9L-LPN 010-2018-SS-2,ocds-lcuori-Zr5B9L-LPN 010-2018-SS-2/3,Zr5B9L-LPN 010-2018-SS-2,Zr5B9L-LPN 010-2018-SS-2,500.0,document
ocds-lcuori-kR0qDr-LPN-003-2018-2,ocds-lcuori-kR0qDr-LPN-003-2018-2/3,kR0qDr-LPN-003-2018-2,kR0qDr-LPN-003-2018-2,500.0,document
ocds-lcuori-8L47Pr-L-P HO 029-2018-2,ocds-lcuori-8L47Pr-L-P HO 029-2018-2/3,8L47Pr-L-P HO 029-2018-2,8L47Pr-L-P HO 029-2018-2,850.0,document
ocds-lcuori-2LmqDL-CPuNO-10-AMDC-174-2018-2,ocds-lcuori-2LmqDL-CPuNO-10-AMDC-174-2018-2/3,2LmqDL-CPuNO-10-AMDC-174-2018-2,2LmqDL-CPuNO-10-AMDC-174-2018-2,500.0,document
ocds-lcuori-1RaEMR-LP-007-2018-2,ocds-lcuori-1RaEMR-LP-007-2018-2/3,1RaEMR-LP-007-2018-2,1RaEMR-LP-007-2018-2,150.0,document
ocds-lcuori-2LmqDL-LPuNBS-02-AMDC-65-2018-2,ocds-lcuori-2LmqDL-LPuNBS-02-AMDC-65-2018-2/3,2LmqDL-LPuNBS-02-AMDC-65-2018-2,2LmqDL-LPuNBS-02-AMDC-65-2018-2,100.0,document
ocds-lcuori-2LmqDL-CPuNO-03-AMDC-150-2018-2,ocds-lcuori-2LmqDL-CPuNO-03-AMDC-150-2018-2/3,2LmqDL-CPuNO-03-AMDC-150-2018-2,2LmqDL-CPuNO-03-AMDC-150-2018-2,500.0,document
ocds-lcuori-8L47Pr-L-P HO 030-2018-2,ocds-lcuori-8L47Pr-L-P HO 030-2018-2/3,8L47Pr-L-P HO 030-2018-2,8L47Pr-L-P HO 030-2018-2,850.0,document
ocds-lcuori-8L47Pr-L-P HO 031-2018-2,ocds-lcuori-8L47Pr-L-P HO 031-2018-2/3,8L47Pr-L-P HO 031-2018-2,8L47Pr-L-P HO 031-2018-2,850.0,document
ocds-lcuori-0rwyzG-MSPS-GAPSS-03-2018-2,ocds-lcuori-0rwyzG-MSPS-GAPSS-03-2018-2/3,0rwyzG-MSPS-GAPSS-03-2018-2,0rwyzG-MSPS-GAPSS-03-2018-2,2500.0,document
ocds-lcuori-ZGqEaG-CD-AMR-2018-005-2,ocds-lcuori-ZGqEaG-CD-AMR-2018-005-2/3,ZGqEaG-CD-AMR-2018-005-2,ZGqEaG-CD-AMR-2018-005-2,500.0,document
ocds-lcuori-KLg9wR-LPN-001-2018-DA-2,ocds-lcuori-KLg9wR-LPN-001-2018-DA-2/3,KLg9wR-LPN-001-2018-DA-2,KLg9wR-LPN-001-2018-DA-2,1000.0,document
ocds-lcuori-8L47Pr-HO LP-038-2018-2,ocds-lcuori-8L47Pr-HO LP-038-2018-2/3,8L47Pr-HO LP-038-2018-2,8L47Pr-HO LP-038-2018-2,850.0,document
ocds-lcuori-8L47Pr-HO LP-039-2018-2,ocds-lcuori-8L47Pr-HO LP-039-2018-2/3,8L47Pr-HO LP-039-2018-2,8L47Pr-HO LP-039-2018-2,850.0,document
ocds-lcuori-1RaEMR-LP-HJMG-003-2018-2,ocds-lcuori-1RaEMR-LP-HJMG-003-2018-2/3,1RaEMR-LP-HJMG-003-2018-2,1RaEMR-LP-HJMG-003-2018-2,500.0,document
ocds-lcuori-7rBxpG-LPública No.27-2018-2,ocds-lcuori-7rBxpG-LPública No.27-2018-2/3,7rBxpG-LPública No.27-2018-2,7rBxpG-LPública No.27-2018-2,200.0,document
ocds-lcuori-orvOoL-LPN-07-2018-HEU-SP-2,ocds-lcuori-orvOoL-LPN-07-2018-HEU-SP-2/3,orvOoL-LPN-07-2018-HEU-SP-2,orvOoL-LPN-07-2018-HEU-SP-2,500.0,document
ocds-lcuori-8L47Pr-HO LP-41-2018-2,ocds-lcuori-8L47Pr-HO LP-41-2018-2/3,8L47Pr-HO LP-41-2018-2,8L47Pr-HO LP-41-2018-2,850.0,document
ocds-lcuori-8L47Pr-HO LP-042-2018-2,ocds-lcuori-8L47Pr-HO LP-042-2018-2/3,8L47Pr-HO LP-042-2018-2,8L47Pr-HO LP-042-2018-2,850.0,document
ocds-lcuori-7rBxpG-LPública No.10-2018-2,ocds-lcuori-7rBxpG-LPública No.10-2018-2/3,7rBxpG-LPública No.10-2018-2,7rBxpG-LPública No.10-2018-2,200.0,document
ocds-lcuori-4LOV1r-DICTA/SAG LPN-003-2018-2,ocds-lcuori-4LOV1r-DICTA/SAG LPN-003-2018-2/2,4LOV1r-DICTA/SAG LPN-003-2018-2,4LOV1r-DICTA/SAG LPN-003-2018-2,200.0,document
ocds-lcuori-vGZWNR-LPN-003-2018-2,ocds-lcuori-vGZWNR-LPN-003-2018-2/3,vGZWNR-LPN-003-2018-2,vGZWNR-LPN-003-2018-2,200.0,document
ocds-lcuori-PGJALo-LPI-100-024-2017-2,ocds-lcuori-PGJALo-LPI-100-024-2017-2/3,PGJALo-LPI-100-024-2017-2,PGJALo-LPI-100-024-2017-2,1000.0,document
ocds-lcuori-vGZWNR-LPN-018-2018-2,ocds-lcuori-vGZWNR-LPN-018-2018-2/3,vGZWNR-LPN-018-2018-2,vGZWNR-LPN-018-2018-2,300.0,document
ocds-lcuori-vGZWNR-LPN-010-2018-2,ocds-lcuori-vGZWNR-LPN-010-2018-2/4,vGZWNR-LPN-010-2018-2,vGZWNR-LPN-010-2018-2,300.0,document
ocds-lcuori-7rBxpG-LPública No.05-2018-2,ocds-lcuori-7rBxpG-LPública No.05-2018-2/3,7rBxpG-LPública No.05-2018-2,7rBxpG-LPública No.05-2018-2,200.0,document
ocds-lcuori-jRDMPr-LPN-003-2018 MUNICIPALIDAD DE TAULABE-2,ocds-lcuori-jRDMPr-LPN-003-2018 MUNICIPALIDAD DE TAULABE-2/3,jRDMPr-LPN-003-2018 MUNICIPALIDAD DE TAULABE-2,jRDMPr-LPN-003-2018 MUNICIPALIDAD DE TAULABE-2,505.0,document
ocds-lcuori-mrY1dr-LPN No.SEDS-OBRAS-003-2018-2,ocds-lcuori-mrY1dr-LPN No.SEDS-OBRAS-003-2018-2/3,mrY1dr-LPN No.SEDS-OBRAS-003-2018-2,mrY1dr-LPN No.SEDS-OBRAS-003-2018-2,300.0,document
