ocid,id,tender/id,tender/documents/0/id,tender/documents/0/description,tender/documents/0/documentType,tender/documents/0/title,tender/documents/0/format,tender/documents/0/datePublished,tender/documents/0/url
ocds-lcuori-4LOxWG-57-2020-2,ocds-lcuori-4LOxWG-57-2020-2/1,4LOxWG-57-2020-2,145865,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-03T16:07:44.593000-06:00,http://h1.honducompras.gob.hn/Docs/Lic8357-2020200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-4LOxWG-58-2020-2,ocds-lcuori-4LOxWG-58-2020-2/1,4LOxWG-58-2020-2,145866,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-03T16:13:48.623000-06:00,http://h1.honducompras.gob.hn/Docs/Lic8358-2020200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-grxXEr-L.P-HSF-023-2020-2,ocds-lcuori-grxXEr-L.P-HSF-023-2020-2/1,grxXEr-L.P-HSF-023-2020-2,145867,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-03T16:17:33.493000-06:00,http://h1.honducompras.gob.hn/Docs/Lic97L.P-HSF-023-2020200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-grxXEr-L.P-HSF-024-2020-2,ocds-lcuori-grxXEr-L.P-HSF-024-2020-2/1,grxXEr-L.P-HSF-024-2020-2,145921,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-04T13:47:03.913000-06:00,http://h1.honducompras.gob.hn/Docs/Lic97L.P-HSF-024-2020200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-WRzJbR-LPN-ADUANAS-003-2020-2,ocds-lcuori-WRzJbR-LPN-ADUANAS-003-2020-2/1,WRzJbR-LPN-ADUANAS-003-2020-2,145871,Aviso de Prensa,tenderNotice,Aviso de Prensa,image/jpeg,2020-03-03T22:58:27.337000-06:00,http://h1.honducompras.gob.hn/Docs/Lic1154LPN-ADUANAS-003-2020100-AvisodePrensa.jpg
ocds-lcuori-WRzJbR-LPN-ADUANAS-003-2020-2,ocds-lcuori-WRzJbR-LPN-ADUANAS-003-2020-2/1,WRzJbR-LPN-ADUANAS-003-2020-2,145877,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-04T03:08:04.360000-06:00,http://h1.honducompras.gob.hn/Docs/Lic1154LPN-ADUANAS-003-2020201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-WRzJbR-LPN-ADUANAS-004-2020-2,ocds-lcuori-WRzJbR-LPN-ADUANAS-004-2020-2/1,WRzJbR-LPN-ADUANAS-004-2020-2,145872,Aviso de Prensa,tenderNotice,Aviso de Prensa,image/jpeg,2020-03-03T23:01:25.970000-06:00,http://h1.honducompras.gob.hn/Docs/Lic1154LPN-ADUANAS-004-2020100-AvisodePrensa.jpg
ocds-lcuori-WRzJbR-LPN-ADUANAS-004-2020-2,ocds-lcuori-WRzJbR-LPN-ADUANAS-004-2020-2/1,WRzJbR-LPN-ADUANAS-004-2020-2,145878,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-04T03:08:39.320000-06:00,http://h1.honducompras.gob.hn/Docs/Lic1154LPN-ADUANAS-004-2020201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-WRzJbR-LPN-ADUANAS-005-2020-2,ocds-lcuori-WRzJbR-LPN-ADUANAS-005-2020-2/1,WRzJbR-LPN-ADUANAS-005-2020-2,145873,Aviso de Prensa,tenderNotice,Aviso de Prensa,image/jpeg,2020-03-03T23:03:06.930000-06:00,http://h1.honducompras.gob.hn/Docs/Lic1154LPN-ADUANAS-005-2020100-AvisodePrensa.jpg
ocds-lcuori-WRzJbR-LPN-ADUANAS-005-2020-2,ocds-lcuori-WRzJbR-LPN-ADUANAS-005-2020-2/1,WRzJbR-LPN-ADUANAS-005-2020-2,145879,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-04T03:10:31.090000-06:00,http://h1.honducompras.gob.hn/Docs/Lic1154LPN-ADUANAS-005-2020201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-WRzJbR-LP-ADUANAS-001-2020-2,ocds-lcuori-WRzJbR-LP-ADUANAS-001-2020-2/1,WRzJbR-LP-ADUANAS-001-2020-2,145869,Aviso de Prensa,tenderNotice,Aviso de Prensa,image/jpeg,2020-03-03T17:59:44.813000-06:00,http://h1.honducompras.gob.hn/Docs/Lic1154LP-ADUANAS-001-2020100-AvisodePrensa.jpg
ocds-lcuori-WRzJbR-LP-ADUANAS-001-2020-2,ocds-lcuori-WRzJbR-LP-ADUANAS-001-2020-2/1,WRzJbR-LP-ADUANAS-001-2020-2,145876,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-04T03:06:47.543000-06:00,http://h1.honducompras.gob.hn/Docs/Lic1154LP-ADUANAS-001-2020201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-WRzJbR-LPN-ADUANAS-002-2020-2,ocds-lcuori-WRzJbR-LPN-ADUANAS-002-2020-2/1,WRzJbR-LPN-ADUANAS-002-2020-2,145870,Aviso de Prensa,tenderNotice,Aviso de Prensa,image/jpeg,2020-03-03T22:49:21.783000-06:00,http://h1.honducompras.gob.hn/Docs/Lic1154LPN-ADUANAS-002-2020100-AvisodePrensa.jpg
ocds-lcuori-WRzJbR-LPN-ADUANAS-002-2020-2,ocds-lcuori-WRzJbR-LPN-ADUANAS-002-2020-2/1,WRzJbR-LPN-ADUANAS-002-2020-2,145874,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-04T03:05:34.953000-06:00,http://h1.honducompras.gob.hn/Docs/Lic1154LPN-ADUANAS-002-2020201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-orveZR-LP-RDC-02-2020-2,ocds-lcuori-orveZR-LP-RDC-02-2020-2/1,orveZR-LP-RDC-02-2020-2,145880,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-03-04T09:24:13.790000-06:00,http://h1.honducompras.gob.hn/Docs/Lic607LP-RDC-02-2020100-AvisodePrensa.pdf
ocds-lcuori-orveZR-LP-RDC-02-2020-2,ocds-lcuori-orveZR-LP-RDC-02-2020-2/1,orveZR-LP-RDC-02-2020-2,145881,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-04T09:24:41.533000-06:00,http://h1.honducompras.gob.hn/Docs/Lic607LP-RDC-02-2020201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-vGZWNR-LPN-002-2020-2,ocds-lcuori-vGZWNR-LPN-002-2020-2/1,vGZWNR-LPN-002-2020-2,145882,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-03-04T09:31:54.110000-06:00,http://h1.honducompras.gob.hn/Docs/Lic117LPN-002-2020100-AvisodePrensa.PDF
ocds-lcuori-vGZWNR-LPN-002-2020-2,ocds-lcuori-vGZWNR-LPN-002-2020-2/1,vGZWNR-LPN-002-2020-2,145883,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-04T09:32:11.903000-06:00,http://h1.honducompras.gob.hn/Docs/Lic117LPN-002-2020201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-MLQnAG-LP- Nº004-HGS-2020-2,ocds-lcuori-MLQnAG-LP- Nº004-HGS-2020-2/1,MLQnAG-LP- Nº004-HGS-2020-2,145890,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-03-04T11:23:16.687000-06:00,http://h1.honducompras.gob.hn/Docs/Lic93LP-%20N%C2%BA004-HGS-2020100-AvisodePrensa.docx
ocds-lcuori-MLQnAG-LP- Nº004-HGS-2020-2,ocds-lcuori-MLQnAG-LP- Nº004-HGS-2020-2/1,MLQnAG-LP- Nº004-HGS-2020-2,145891,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-03-04T11:23:42.993000-06:00,http://h1.honducompras.gob.hn/Docs/Lic93LP-%20N%C2%BA004-HGS-2020201-PliegooTerminosdeReferencia.docx
ocds-lcuori-MLQnAG-LP- Nº005-HGS-2020-2,ocds-lcuori-MLQnAG-LP- Nº005-HGS-2020-2/1,MLQnAG-LP- Nº005-HGS-2020-2,145898,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-03-04T12:09:10.370000-06:00,http://h1.honducompras.gob.hn/Docs/Lic93LP-%20N%C2%BA005-HGS-2020100-AvisodePrensa.docx
ocds-lcuori-MLQnAG-LP- Nº005-HGS-2020-2,ocds-lcuori-MLQnAG-LP- Nº005-HGS-2020-2/1,MLQnAG-LP- Nº005-HGS-2020-2,145899,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-03-04T12:09:27.547000-06:00,http://h1.honducompras.gob.hn/Docs/Lic93LP-%20N%C2%BA005-HGS-2020201-PliegooTerminosdeReferencia.docx
ocds-lcuori-orvkNL-LPN No.31-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.31-2019-SEAF-UNAH-2/2,orvkNL-LPN No.31-2019-SEAF-UNAH-2,145895,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-03-04T11:50:31.263000-06:00,http://h1.honducompras.gob.hn/Docs/Lic907LPN%20No.31-2019-SEAF-UNAH100-AvisodePrensa.pdf
ocds-lcuori-orvkNL-LPN No.31-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.31-2019-SEAF-UNAH-2/2,orvkNL-LPN No.31-2019-SEAF-UNAH-2,145896,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-04T11:50:50.470000-06:00,http://h1.honducompras.gob.hn/Docs/Lic907LPN%20No.31-2019-SEAF-UNAH201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-orvkNL-LPN No.31-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.31-2019-SEAF-UNAH-2/2,orvkNL-LPN No.31-2019-SEAF-UNAH-2,146814,Enmienda o Adendum,x_amendment,Enmienda o Adendum,application/pdf,2020-04-10T11:07:54.017000-06:00,http://h1.honducompras.gob.hn/Docs/Lic907LPN%20No.31-2019-SEAF-UNAH402-EnmiendaoAdendum.pdf
ocds-lcuori-8L47Pr-L-P 001-2020-HO-2,ocds-lcuori-8L47Pr-L-P 001-2020-HO-2/2,8L47Pr-L-P 001-2020-HO-2,145901,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-04T13:06:10.843000-06:00,http://h1.honducompras.gob.hn/Docs/Lic94L-P%20001-2020-HO200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-8L47Pr-L-P 001-2020-HO-2,ocds-lcuori-8L47Pr-L-P 001-2020-HO-2/2,8L47Pr-L-P 001-2020-HO-2,145902,Acta de Recepcion y Apertura de Ofertas,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,application/pdf,2020-03-04T13:10:17.810000-06:00,http://h1.honducompras.gob.hn/Docs/Lic94L-P%20001-2020-HO601-ActadeRecepcionyAperturadeOfertas.PDF
ocds-lcuori-8L47Pr-LP-002-2020-HO-2,ocds-lcuori-8L47Pr-LP-002-2020-HO-2/2,8L47Pr-LP-002-2020-HO-2,145904,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-04T13:13:45.897000-06:00,http://h1.honducompras.gob.hn/Docs/Lic94LP-002-2020-HO200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-8L47Pr-LP-002-2020-HO-2,ocds-lcuori-8L47Pr-LP-002-2020-HO-2/2,8L47Pr-LP-002-2020-HO-2,145905,Acta de Recepcion y Apertura de Ofertas,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,application/pdf,2020-03-04T13:18:21.413000-06:00,http://h1.honducompras.gob.hn/Docs/Lic94LP-002-2020-HO601-ActadeRecepcionyAperturadeOfertas.PDF
ocds-lcuori-8L47Pr-L-P 003-2020-HO-2,ocds-lcuori-8L47Pr-L-P 003-2020-HO-2/2,8L47Pr-L-P 003-2020-HO-2,145907,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-04T13:22:41.467000-06:00,http://h1.honducompras.gob.hn/Docs/Lic94L-P%20003-2020-HO200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-8L47Pr-L-P 003-2020-HO-2,ocds-lcuori-8L47Pr-L-P 003-2020-HO-2/2,8L47Pr-L-P 003-2020-HO-2,145909,Acta de Recepcion y Apertura de Ofertas,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,application/pdf,2020-03-04T13:26:18.653000-06:00,http://h1.honducompras.gob.hn/Docs/Lic94L-P%20003-2020-HO601-ActadeRecepcionyAperturadeOfertas.PDF
ocds-lcuori-8L47Pr-LP-006-2020-HO-2,ocds-lcuori-8L47Pr-LP-006-2020-HO-2/2,8L47Pr-LP-006-2020-HO-2,145924,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-04T13:59:34.280000-06:00,http://h1.honducompras.gob.hn/Docs/Lic94LP-006-2020-HO200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-8L47Pr-LP-006-2020-HO-2,ocds-lcuori-8L47Pr-LP-006-2020-HO-2/2,8L47Pr-LP-006-2020-HO-2,145925,Acta de Recepcion y Apertura de Ofertas,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,application/pdf,2020-03-04T14:04:26.203000-06:00,http://h1.honducompras.gob.hn/Docs/Lic94LP-006-2020-HO601-ActadeRecepcionyAperturadeOfertas.PDF
ocds-lcuori-8L47Pr-L-P 009-2020-HO-2,ocds-lcuori-8L47Pr-L-P 009-2020-HO-2/2,8L47Pr-L-P 009-2020-HO-2,145930,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-04T14:36:08.987000-06:00,http://h1.honducompras.gob.hn/Docs/Lic94L-P%20009-2020-HO200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-8L47Pr-L-P 009-2020-HO-2,ocds-lcuori-8L47Pr-L-P 009-2020-HO-2/2,8L47Pr-L-P 009-2020-HO-2,145931,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-04T14:36:40.663000-06:00,http://h1.honducompras.gob.hn/Docs/Lic94L-P%20009-2020-HO200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-8L47Pr-L-P 009-2020-HO-2,ocds-lcuori-8L47Pr-L-P 009-2020-HO-2/2,8L47Pr-L-P 009-2020-HO-2,145934,Acta de Recepcion y Apertura de Ofertas,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,application/pdf,2020-03-04T14:44:49.523000-06:00,http://h1.honducompras.gob.hn/Docs/Lic94L-P%20009-2020-HO602-ActadeRecepcionyAperturadeOfertas.PDF
ocds-lcuori-8L47Pr-LP-010-2020-HO-2,ocds-lcuori-8L47Pr-LP-010-2020-HO-2/3,8L47Pr-LP-010-2020-HO-2,145936,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-04T14:56:18.870000-06:00,http://h1.honducompras.gob.hn/Docs/Lic94LP-010-2020-HO200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-8L47Pr-LP-010-2020-HO-2,ocds-lcuori-8L47Pr-LP-010-2020-HO-2/3,8L47Pr-LP-010-2020-HO-2,145937,Acta de Recepcion y Apertura de Ofertas,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,application/pdf,2020-03-04T15:00:14.557000-06:00,http://h1.honducompras.gob.hn/Docs/Lic94LP-010-2020-HO601-ActadeRecepcionyAperturadeOfertas.PDF
ocds-lcuori-gRNDyL-005-03-2020-2,ocds-lcuori-gRNDyL-005-03-2020-2/1,gRNDyL-005-03-2020-2,146051,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-03-06T11:20:56.990000-06:00,http://h1.honducompras.gob.hn/Docs/Lic74005-03-2020100-AvisodePrensa.pdf
ocds-lcuori-gRNDyL-005-03-2020-2,ocds-lcuori-gRNDyL-005-03-2020-2/1,gRNDyL-005-03-2020-2,146052,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-03-06T11:21:46.110000-06:00,http://h1.honducompras.gob.hn/Docs/Lic74005-03-2020201-PliegooTerminosdeReferencia.docx
ocds-lcuori-gRNDyL-006-03-2020-2,ocds-lcuori-gRNDyL-006-03-2020-2/1,gRNDyL-006-03-2020-2,146056,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-03-06T11:45:11.067000-06:00,http://h1.honducompras.gob.hn/Docs/Lic74006-03-2020100-AvisodePrensa.pdf
ocds-lcuori-gRNDyL-006-03-2020-2,ocds-lcuori-gRNDyL-006-03-2020-2/1,gRNDyL-006-03-2020-2,146057,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-03-06T11:45:22.730000-06:00,http://h1.honducompras.gob.hn/Docs/Lic74006-03-2020201-PliegooTerminosdeReferencia.docx
ocds-lcuori-8L47Pr-LP-011-2020-HO-2,ocds-lcuori-8L47Pr-LP-011-2020-HO-2/1,8L47Pr-LP-011-2020-HO-2,145939,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-04T15:05:08.157000-06:00,http://h1.honducompras.gob.hn/Docs/Lic94LP-011-2020-HO200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-8L47Pr-LP-011-2020-HO-2,ocds-lcuori-8L47Pr-LP-011-2020-HO-2/1,8L47Pr-LP-011-2020-HO-2,145940,Acta de Recepcion y Apertura de Ofertas,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,application/pdf,2020-03-04T15:10:51.960000-06:00,http://h1.honducompras.gob.hn/Docs/Lic94LP-011-2020-HO601-ActadeRecepcionyAperturadeOfertas.PDF
ocds-lcuori-8L47Pr-LP-012-2020-HO-2,ocds-lcuori-8L47Pr-LP-012-2020-HO-2/1,8L47Pr-LP-012-2020-HO-2,145942,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-04T15:15:36.223000-06:00,http://h1.honducompras.gob.hn/Docs/Lic94LP-012-2020-HO200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-8L47Pr-LP-012-2020-HO-2,ocds-lcuori-8L47Pr-LP-012-2020-HO-2/1,8L47Pr-LP-012-2020-HO-2,145943,Acta de Recepcion y Apertura de Ofertas,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,application/pdf,2020-03-04T15:20:02.020000-06:00,http://h1.honducompras.gob.hn/Docs/Lic94LP-012-2020-HO601-ActadeRecepcionyAperturadeOfertas.PDF
ocds-lcuori-KLg9wR-CPR-001-2020-DA-2,ocds-lcuori-KLg9wR-CPR-001-2020-DA-2/1,KLg9wR-CPR-001-2020-DA-2,145946,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-03-05T08:23:52.920000-06:00,http://h1.honducompras.gob.hn/Docs/Lic175CPR-001-2020-DA200-PliegooTerminosdeReferencia.docx
ocds-lcuori-JLKbbr-STSS-LPN-001-2020-2,ocds-lcuori-JLKbbr-STSS-LPN-001-2020-2/2,JLKbbr-STSS-LPN-001-2020-2,145959,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-03-05T09:53:00.670000-06:00,http://h1.honducompras.gob.hn/Docs/Lic135STSS-LPN-001-2020100-AvisodePrensa.pdf
ocds-lcuori-JLKbbr-STSS-LPN-001-2020-2,ocds-lcuori-JLKbbr-STSS-LPN-001-2020-2/2,JLKbbr-STSS-LPN-001-2020-2,146804,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-04-09T17:20:56.390000-06:00,http://h1.honducompras.gob.hn/Docs/Lic135STSS-LPN-001-2020102-AvisodePrensa.pdf
ocds-lcuori-JLKbbr-STSS-LPN-001-2020-2,ocds-lcuori-JLKbbr-STSS-LPN-001-2020-2/2,JLKbbr-STSS-LPN-001-2020-2,145960,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-05T09:53:22.057000-06:00,http://h1.honducompras.gob.hn/Docs/Lic135STSS-LPN-001-2020201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-7rBxpG-LPública No.08-2020-2,ocds-lcuori-7rBxpG-LPública No.08-2020-2/3,7rBxpG-LPública No.08-2020-2,145974,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-03-05T10:47:15.647000-06:00,http://h1.honducompras.gob.hn/Docs/Lic123LP%C3%BAblica%20No.08-2020100-AvisodePrensa.pdf
ocds-lcuori-7rBxpG-LPública No.08-2020-2,ocds-lcuori-7rBxpG-LPública No.08-2020-2/3,7rBxpG-LPública No.08-2020-2,145975,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-05T10:47:58.890000-06:00,http://h1.honducompras.gob.hn/Docs/Lic123LP%C3%BAblica%20No.08-2020201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-7rBxpG-LPública No.08-2020-2,ocds-lcuori-7rBxpG-LPública No.08-2020-2/3,7rBxpG-LPública No.08-2020-2,146740,Enmienda o Adendum,x_amendment,Enmienda o Adendum,image/jpeg,2020-04-06T16:45:27.130000-06:00,http://h1.honducompras.gob.hn/Docs/Lic123LP%C3%BAblica%20No.08-2020403-EnmiendaoAdendum.jpg
ocds-lcuori-7rBxpG-LPública No.08-2020-2,ocds-lcuori-7rBxpG-LPública No.08-2020-2/3,7rBxpG-LPública No.08-2020-2,146670,Aclaratoria,clarifications,Aclaratoria,application/pdf,2020-04-02T17:10:07.930000-06:00,http://h1.honducompras.gob.hn/Docs/Lic123LP%C3%BAblica%20No.08-2020502-Aclaratoria.pdf
ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI FIRMAS 001-2020-2,ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI FIRMAS 001-2020-2/3,7GX7XL-GESALUD-BID 4619-EI FIRMAS 001-2020-2,145988,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-03-05T11:35:26.953000-06:00,http://h1.honducompras.gob.hn/Docs/Lic559GESALUD-BID%204619-EI%20FIRMAS%20001-2020100-AvisodePrensa.pdf
ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI FIRMAS 001-2020-2,ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI FIRMAS 001-2020-2/3,7GX7XL-GESALUD-BID 4619-EI FIRMAS 001-2020-2,145989,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-05T11:38:39.350000-06:00,http://h1.honducompras.gob.hn/Docs/Lic559GESALUD-BID%204619-EI%20FIRMAS%20001-2020201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI FIRMAS 001-2020-2,ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI FIRMAS 001-2020-2/3,7GX7XL-GESALUD-BID 4619-EI FIRMAS 001-2020-2,146504,Enmienda o Adendum,x_amendment,Enmienda o Adendum,application/pdf,2020-03-23T11:58:14.347000-06:00,http://h1.honducompras.gob.hn/Docs/Lic559GESALUD-BID%204619-EI%20FIRMAS%20001-2020403-EnmiendaoAdendum.pdf
ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI FIRMAS 001-2020-2,ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI FIRMAS 001-2020-2/3,7GX7XL-GESALUD-BID 4619-EI FIRMAS 001-2020-2,146499,Aclaratoria,clarifications,Aclaratoria,application/pdf,2020-03-19T19:34:10.643000-06:00,http://h1.honducompras.gob.hn/Docs/Lic559GESALUD-BID%204619-EI%20FIRMAS%20001-2020502-Aclaratoria.pdf
ocds-lcuori-JLKQxR-LP 001-2020-2,ocds-lcuori-JLKQxR-LP 001-2020-2/3,JLKQxR-LP 001-2020-2,146009,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-03-05T14:30:55.083000-06:00,http://h1.honducompras.gob.hn/Docs/Lic79LP%20001-2020100-AvisodePrensa.pdf
ocds-lcuori-JLKQxR-LP 001-2020-2,ocds-lcuori-JLKQxR-LP 001-2020-2/3,JLKQxR-LP 001-2020-2,146011,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-05T14:32:29.957000-06:00,http://h1.honducompras.gob.hn/Docs/Lic79LP%20001-2020201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-JLKQxR-LP 001-2020-2,ocds-lcuori-JLKQxR-LP 001-2020-2/3,JLKQxR-LP 001-2020-2,146438,Acta de Recepcion y Apertura de Ofertas,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,application/pdf,2020-03-16T13:10:39.390000-06:00,http://h1.honducompras.gob.hn/Docs/Lic79LP%20001-2020602-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-MLQ18L-HBCBH-01-2020-2,ocds-lcuori-MLQ18L-HBCBH-01-2020-2/1,MLQ18L-HBCBH-01-2020-2,146013,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-03-05T14:38:19.247000-06:00,http://h1.honducompras.gob.hn/Docs/Lic693HBCBH-01-2020100-AvisodePrensa.pdf
ocds-lcuori-MLQ18L-HBCBH-01-2020-2,ocds-lcuori-MLQ18L-HBCBH-01-2020-2/1,MLQ18L-HBCBH-01-2020-2,146014,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/pdf,2020-03-05T14:38:39.647000-06:00,http://h1.honducompras.gob.hn/Docs/Lic693HBCBH-01-2020101-AvisodePrensa.pdf
ocds-lcuori-MLQ18L-HBCBH-01-2020-2,ocds-lcuori-MLQ18L-HBCBH-01-2020-2/1,MLQ18L-HBCBH-01-2020-2,146015,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/pdf,2020-03-05T14:39:14.177000-06:00,http://h1.honducompras.gob.hn/Docs/Lic693HBCBH-01-2020202-PliegooTerminosdeReferencia.pdf
ocds-lcuori-grxXor-LIC -HAME -022-2020-2,ocds-lcuori-grxXor-LIC -HAME -022-2020-2/3,grxXor-LIC -HAME -022-2020-2,146721,Aviso de Prensa,tenderNotice,Aviso de Prensa,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2020-04-06T15:32:32.420000-06:00,http://h1.honducompras.gob.hn/Docs/Lic109LIC%20-HAME%20-022-2020100-AvisodePrensa.xlsx
ocds-lcuori-grxXor-LIC -HAME -022-2020-2,ocds-lcuori-grxXor-LIC -HAME -022-2020-2/3,grxXor-LIC -HAME -022-2020-2,146722,Pliego o Terminos de Referencia,biddingDocuments,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2020-04-06T15:32:50.107000-06:00,http://h1.honducompras.gob.hn/Docs/Lic109LIC%20-HAME%20-022-2020201-PliegooTerminosdeReferencia.doc
