ocid,id,buyer/id,buyer/name,language,tender/id,tender/procurementMethod,tender/statusDetails,tender/tenderPeriod/endDate,tender/tenderPeriod/startDate,tender/enquiryPeriod/endDate,tender/enquiryPeriod/startDate,tender/title,tender/localProcurementCategory,tender/status,tender/procurementMethodDetails,tender/datePublished,tender/procuringEntity/id,tender/procuringEntity/name,tag,date,initiationType,publisher/name,tender/description,tender/mainProcurementCategory,planning/budget/id,tender/additionalProcurementCategories
ocds-lcuori-ZGqbBR-AMPC-GAF-SP-008-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-SP-008-2020-1/1,ZGqbBR-wrVA9R,Gerencia Administrativa Financiera ,es,ZGqbBR-AMPC-GAF-SP-008-2020-1,open,Elaboración,2020-03-10T16:00:00-06:00,2020-03-06T16:39:00-06:00,2020-03-10T16:00:00-06:00,2020-03-06T16:39:00-06:00,AMPC-GAF-SP-008-2020,goodsOrServices,planned,Compra Menor,2020-03-06T16:39:57.257000-06:00,ZGqbBR-wrVA9R,Gerencia Administrativa Financiera ,tender,2020-03-06T16:39:57.257000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-ZGqbBR-AMPC-GAF-CM-106-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-CM-106-2020-1/1,ZGqbBR-wrVA9R,Gerencia Administrativa Financiera ,es,ZGqbBR-AMPC-GAF-CM-106-2020-1,open,Elaboración,2020-03-11T16:00:00-06:00,2020-03-06T16:40:00-06:00,2020-03-11T16:00:00-06:00,2020-03-06T16:40:00-06:00,AMPC-GAF-CM-106-2020,goodsOrServices,planned,Compra Menor,2020-03-06T16:40:18.333000-06:00,ZGqbBR-wrVA9R,Gerencia Administrativa Financiera ,tender,2020-03-06T16:40:18.333000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-8L47Pr-COT. 015-2020-HO-1,ocds-lcuori-8L47Pr-COT. 015-2020-HO-1/1,8L47Pr-mrYzL9,Hospital de Occidente,es,8L47Pr-COT. 015-2020-HO-1,open,Recepción de Ofertas,2020-03-13T10:00:00-06:00,2020-03-06T16:40:00-06:00,2020-03-13T10:00:00-06:00,2020-03-06T16:40:00-06:00,COT. 015-2020-HO,goodsOrServices,active,Compra Menor,2020-03-06T16:40:57.297000-06:00,8L47Pr-mrYzL9,Hospital de Occidente,tender,2020-03-06T16:40:57.297000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-ZGqbBR-AMPC-GAF-SP-009-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-SP-009-2020-1/1,ZGqbBR-wrVA9R,Gerencia Administrativa Financiera ,es,ZGqbBR-AMPC-GAF-SP-009-2020-1,open,Elaboración,2020-03-10T16:00:00-06:00,2020-03-06T16:41:00-06:00,2020-03-10T16:00:00-06:00,2020-03-06T16:41:00-06:00,AMPC-GAF-SP-009-2020,goodsOrServices,planned,Compra Menor,2020-03-06T16:41:33.133000-06:00,ZGqbBR-wrVA9R,Gerencia Administrativa Financiera ,tender,2020-03-06T16:41:33.133000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-ZGqbBR-AMPC-GAF-SP-010-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-SP-010-2020-1/1,ZGqbBR-wrVA9R,Gerencia Administrativa Financiera ,es,ZGqbBR-AMPC-GAF-SP-010-2020-1,open,Elaboración,2020-03-10T16:00:00-06:00,2020-03-06T16:41:00-06:00,2020-03-10T16:00:00-06:00,2020-03-06T16:41:00-06:00,AMPC-GAF-SP-010-2020,goodsOrServices,planned,Compra Menor,2020-03-06T16:42:11.810000-06:00,ZGqbBR-wrVA9R,Gerencia Administrativa Financiera ,tender,2020-03-06T16:42:11.810000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-ZGqbBR-AMPC-GAF-SP-011-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-SP-011-2020-1/1,ZGqbBR-wrVA9R,Gerencia Administrativa Financiera ,es,ZGqbBR-AMPC-GAF-SP-011-2020-1,open,Elaboración,2020-03-10T16:00:00-06:00,2020-03-06T16:42:00-06:00,2020-03-10T16:00:00-06:00,2020-03-06T16:42:00-06:00,AMPC-GAF-SP-011-2020,goodsOrServices,planned,Compra Menor,2020-03-06T16:42:43.257000-06:00,ZGqbBR-wrVA9R,Gerencia Administrativa Financiera ,tender,2020-03-06T16:42:43.257000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-7GX4eG-024-2020-1,ocds-lcuori-7GX4eG-024-2020-1/1,7GX4eG-4LOWLg,Unidad Central,es,7GX4eG-024-2020-1,open,Recepción de Ofertas,2020-03-10T16:00:00-06:00,2020-03-06T16:42:00-06:00,2020-03-10T16:00:00-06:00,2020-03-06T16:42:00-06:00,024-2020,goodsOrServices,active,Compra Menor,2020-03-06T16:43:30.383000-06:00,7GX4eG-4LOWLg,Unidad Central,tender,2020-03-06T16:43:30.383000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-ZGqbBR-AMPC-GAF-SP-012-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-SP-012-2020-1/1,ZGqbBR-wrVA9R,Gerencia Administrativa Financiera ,es,ZGqbBR-AMPC-GAF-SP-012-2020-1,open,Elaboración,2020-03-10T16:00:00-06:00,2020-03-06T16:44:00-06:00,2020-03-10T16:00:00-06:00,2020-03-06T16:44:00-06:00,AMPC-GAF-SP-012-2020,goodsOrServices,planned,Compra Menor,2020-03-06T16:44:27.710000-06:00,ZGqbBR-wrVA9R,Gerencia Administrativa Financiera ,tender,2020-03-06T16:44:27.710000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-ZGqbBR-AMPC-GAF-CM-107-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-CM-107-2020-1/1,ZGqbBR-wrVA9R,Gerencia Administrativa Financiera ,es,ZGqbBR-AMPC-GAF-CM-107-2020-1,open,Elaboración,2020-03-11T16:00:00-06:00,2020-03-06T16:50:00-06:00,2020-03-11T16:00:00-06:00,2020-03-06T16:50:00-06:00,AMPC-GAF-CM-107-2020,goodsOrServices,planned,Compra Menor,2020-03-06T16:51:08.320000-06:00,ZGqbBR-wrVA9R,Gerencia Administrativa Financiera ,tender,2020-03-06T16:51:08.320000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-ZGqbBR-AMPC-GAF-CM-108-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-CM-108-2020-1/1,ZGqbBR-wrVA9R,Gerencia Administrativa Financiera ,es,ZGqbBR-AMPC-GAF-CM-108-2020-1,open,Elaboración,2020-03-10T16:00:00-06:00,2020-03-06T16:54:00-06:00,2020-03-10T16:00:00-06:00,2020-03-06T16:54:00-06:00,AMPC-GAF-CM-108-2020,goodsOrServices,planned,Compra Menor,2020-03-06T16:54:37.663000-06:00,ZGqbBR-wrVA9R,Gerencia Administrativa Financiera ,tender,2020-03-06T16:54:37.663000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-7GX4eG-025-2020-1,ocds-lcuori-7GX4eG-025-2020-1/1,7GX4eG-4LOWLg,Unidad Central,es,7GX4eG-025-2020-1,open,Recepción de Ofertas,2020-03-10T15:00:00-06:00,2020-03-06T17:08:00-06:00,2020-03-10T15:00:00-06:00,2020-03-06T17:08:00-06:00,025-2020,goodsOrServices,active,Compra Menor,2020-03-06T17:09:13.790000-06:00,7GX4eG-4LOWLg,Unidad Central,tender,2020-03-06T17:09:13.790000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-ZGqbBR-AMPC-GAF-CM-109-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-CM-109-2020-1/1,ZGqbBR-wrVA9R,Gerencia Administrativa Financiera ,es,ZGqbBR-AMPC-GAF-CM-109-2020-1,open,Elaboración,2020-03-08T16:00:00-06:00,2020-03-06T17:27:00-06:00,2020-03-08T16:00:00-06:00,2020-03-06T17:27:00-06:00,AMPC-GAF-CM-109-2020,goodsOrServices,planned,Compra Menor,2020-03-06T17:28:14.910000-06:00,ZGqbBR-wrVA9R,Gerencia Administrativa Financiera ,tender,2020-03-06T17:28:14.910000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-1RaElR-024-2020-1,ocds-lcuori-1RaElR-024-2020-1/2,1RaElR-mrYzL9,Hospital Santa Barbara,es,1RaElR-024-2020-1,open,Adjudicado,2020-03-10T18:26:00-06:00,2020-03-06T18:25:00-06:00,2020-03-10T18:26:00-06:00,2020-03-06T18:25:00-06:00,024-2020,goodsOrServices,complete,Compra Menor,2020-03-06T18:27:40.347000-06:00,1RaElR-mrYzL9,Hospital Santa Barbara,tender;award,2020-03-06T18:27:40.347000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-2LmqDL-CMA-0158-2020-1,ocds-lcuori-2LmqDL-CMA-0158-2020-1/1,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,es,2LmqDL-CMA-0158-2020-1,open,Recepción de Ofertas,2020-02-11T08:54:00-06:00,2020-01-31T08:54:00-06:00,2020-02-11T08:54:00-06:00,2020-01-31T08:54:00-06:00,CMA-0158-2020,goodsOrServices,active,Compra Menor,2020-03-07T08:45:35.200000-06:00,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,tender,2020-03-07T08:45:35.200000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-2LmqDL-CMA-0156-2020-1,ocds-lcuori-2LmqDL-CMA-0156-2020-1/1,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,es,2LmqDL-CMA-0156-2020-1,open,Recepción de Ofertas,2020-02-19T09:01:00-06:00,2020-01-23T09:00:00-06:00,2020-02-19T09:01:00-06:00,2020-01-23T09:00:00-06:00,CMA-0156-2020,goodsOrServices,active,Compra Menor,2020-03-07T08:55:47.427000-06:00,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,tender,2020-03-07T08:55:47.427000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-2LmqDL-CMA-0125-2020-1,ocds-lcuori-2LmqDL-CMA-0125-2020-1/1,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,es,2LmqDL-CMA-0125-2020-1,open,Recepción de Ofertas,2020-02-10T09:21:00-06:00,2020-02-07T09:05:00-06:00,2020-02-10T09:21:00-06:00,2020-02-07T09:05:00-06:00,CMA-0125-2020,goodsOrServices,active,Compra Menor,2020-03-07T09:02:14.397000-06:00,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,tender,2020-03-07T09:02:14.397000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-2LmqDL-CMA-0126-2020-1,ocds-lcuori-2LmqDL-CMA-0126-2020-1/1,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,es,2LmqDL-CMA-0126-2020-1,open,Recepción de Ofertas,2020-02-07T09:26:00-06:00,2020-01-31T09:26:00-06:00,2020-02-07T09:26:00-06:00,2020-01-31T09:26:00-06:00,CMA-0126-2020,goodsOrServices,active,Compra Menor,2020-03-07T09:22:58.917000-06:00,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,tender,2020-03-07T09:22:58.917000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-2LmqDL-CMA-0111-B-2020-1,ocds-lcuori-2LmqDL-CMA-0111-B-2020-1/1,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,es,2LmqDL-CMA-0111-B-2020-1,open,Recepción de Ofertas,2020-03-12T12:05:00-06:00,2020-03-09T12:05:00-06:00,2020-03-12T12:05:00-06:00,2020-03-09T12:05:00-06:00,CMA-0111-B-2020,goodsOrServices,active,Compra Menor,2020-03-07T12:05:32.730000-06:00,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,tender,2020-03-07T12:05:32.730000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-2LmqDL-CMA-0235-2020-1,ocds-lcuori-2LmqDL-CMA-0235-2020-1/1,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,es,2LmqDL-CMA-0235-2020-1,open,Recepción de Ofertas,2020-03-12T12:08:00-06:00,2020-03-09T12:08:00-06:00,2020-03-12T12:08:00-06:00,2020-03-09T12:08:00-06:00,CMA-0235-2020,goodsOrServices,active,Compra Menor,2020-03-07T12:08:21.120000-06:00,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,tender,2020-03-07T12:08:21.120000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-2LmqDL-CMA-050-2020-1,ocds-lcuori-2LmqDL-CMA-050-2020-1/1,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,es,2LmqDL-CMA-050-2020-1,open,Recepción de Ofertas,2020-03-13T12:12:00-06:00,2020-03-09T12:11:00-06:00,2020-03-13T12:12:00-06:00,2020-03-09T12:11:00-06:00,CMA-050-2020,goodsOrServices,active,Compra Menor,2020-03-07T12:11:31.307000-06:00,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,tender,2020-03-07T12:11:31.307000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-2LmqDL-CMA-092-2020-1,ocds-lcuori-2LmqDL-CMA-092-2020-1/1,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,es,2LmqDL-CMA-092-2020-1,open,Recepción de Ofertas,2020-03-16T12:14:00-06:00,2020-03-10T12:14:00-06:00,2020-03-16T12:14:00-06:00,2020-03-10T12:14:00-06:00,CMA-092-2020,goodsOrServices,active,Compra Menor,2020-03-07T12:14:13.900000-06:00,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,tender,2020-03-07T12:14:13.900000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-2LmqDL-CMA-0203-2020-1,ocds-lcuori-2LmqDL-CMA-0203-2020-1/1,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,es,2LmqDL-CMA-0203-2020-1,open,Recepción de Ofertas,2020-03-12T12:17:00-06:00,2020-03-09T12:17:00-06:00,2020-03-12T12:17:00-06:00,2020-03-09T12:17:00-06:00,CMA-0203-2020,goodsOrServices,active,Compra Menor,2020-03-07T12:17:21.567000-06:00,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,tender,2020-03-07T12:17:21.567000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-2LmqDL-CMA-0168-2020-1,ocds-lcuori-2LmqDL-CMA-0168-2020-1/1,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,es,2LmqDL-CMA-0168-2020-1,open,Recepción de Ofertas,2020-03-13T12:21:00-06:00,2020-03-09T12:20:00-06:00,2020-03-13T12:21:00-06:00,2020-03-09T12:20:00-06:00,CMA-0168-2020,goodsOrServices,active,Compra Menor,2020-03-07T12:21:07.387000-06:00,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,tender,2020-03-07T12:21:07.387000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-2LmqDL-CMA-071-2020-1,ocds-lcuori-2LmqDL-CMA-071-2020-1/1,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,es,2LmqDL-CMA-071-2020-1,open,Recepción de Ofertas,2020-03-16T12:24:00-06:00,2020-03-10T12:24:00-06:00,2020-03-16T12:24:00-06:00,2020-03-10T12:24:00-06:00,CMA-071-2020,goodsOrServices,active,Compra Menor,2020-03-07T12:24:14.553000-06:00,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,tender,2020-03-07T12:24:14.553000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-orvkNL-LPN No.11-2020-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.11-2020-SEAF-UNAH-2/2,orvkNL-PGJALo,Departamento de Compras y Suministros,es,orvkNL-LPN No.11-2020-SEAF-UNAH-2,open,Recepción de Ofertas,2020-04-17T10:00:00-06:00,2020-03-07T13:30:00-06:00,2020-04-17T10:00:00-06:00,2020-03-07T13:30:00-06:00,LPN No.11-2020-SEAF-UNAH,goodsOrServices,active,Licitación pública nacional,2020-03-07T13:36:17.330000-06:00,orvkNL-PGJALo,Departamento de Compras y Suministros,tender,2020-03-07T13:36:17.330000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,“ADQUISICIÓN DE FRASCOS DE MEDIOS DE CONTRASTE RADIOLÓGICO PARA CIENCIAS DE LA SALUD DE LA UNIVERSIDAD NACIONAL AUTÓNOMA DE HONDURAS”,goods,orvkNL-LPN No.11-2020-SEAF-UNAH-2,services
ocds-lcuori-Er6jdr-PGRD-02-LPN-B-2020-2,ocds-lcuori-Er6jdr-PGRD-02-LPN-B-2020-2/3,Er6jdr-wrV3LP,Proyecto Gestion de Riesgos de Desastres ,es,Er6jdr-PGRD-02-LPN-B-2020-2,open,Recepción de Ofertas,2020-04-13T10:00:00-06:00,2020-03-09T08:00:00-06:00,2020-04-13T10:00:00-06:00,2020-03-09T08:00:00-06:00,PGRD-02-LPN-B-2020,goodsOrServices,active,Licitación pública nacional,2020-03-09T08:10:57.107000-06:00,Er6jdr-wrV3LP,Proyecto Gestion de Riesgos de Desastres ,tender,2020-03-09T08:10:57.107000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,"ADQUISICIÓN E INSTALACIÓN DE MOBILIARIO Y EQUIPO PARA EL EDIFICIO DE OFICINAS DEL CENTRO NACIONAL DE ESTUDIOS ATMOSFÉRICOS, OCEANOGRÁFICOS Y SÍSMICOS (CENAOS) ",goods,Er6jdr-PGRD-02-LPN-B-2020-2,services
ocds-lcuori-Er6jdr-PGRD-03-LPN-B-2020-2,ocds-lcuori-Er6jdr-PGRD-03-LPN-B-2020-2/3,Er6jdr-wrV3LP,Proyecto Gestion de Riesgos de Desastres ,es,Er6jdr-PGRD-03-LPN-B-2020-2,open,Recepción de Ofertas,2020-04-13T11:30:00-06:00,2020-03-09T08:00:00-06:00,2020-04-13T11:30:00-06:00,2020-03-09T08:00:00-06:00,PGRD-03-LPN-B-2020,goodsOrServices,active,Licitación pública nacional,2020-03-09T08:15:58.993000-06:00,Er6jdr-wrV3LP,Proyecto Gestion de Riesgos de Desastres ,tender,2020-03-09T08:15:58.993000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,ADQUISICIÓN DE MOBILIARIO Y EQUIPOS VARIOS PARA OFICINAS DE COPECO CENTRAL Y REGIONALES,goods,Er6jdr-PGRD-03-LPN-B-2020-2,services
ocds-lcuori-Er6jdr-PGRD-05-LPN-B-2020-2,ocds-lcuori-Er6jdr-PGRD-05-LPN-B-2020-2/3,Er6jdr-wrV3LP,Proyecto Gestion de Riesgos de Desastres ,es,Er6jdr-PGRD-05-LPN-B-2020-2,open,Recepción de Ofertas,2020-04-13T15:30:00-06:00,2020-03-09T08:00:00-06:00,2020-04-13T15:30:00-06:00,2020-03-09T08:00:00-06:00,PGRD-05-LPN-B-2020,goodsOrServices,active,Licitación pública nacional,2020-03-09T08:24:13.803000-06:00,Er6jdr-wrV3LP,Proyecto Gestion de Riesgos de Desastres ,tender,2020-03-09T08:24:13.803000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,ADQUISICIÓN EQUIPO DE CÓMPUTO Y SOFTWARE PARA FORTALECIMIENTO DE COPECO CENTRAL Y OFICINAS REGIONALES ,goods,Er6jdr-PGRD-05-LPN-B-2020-2,services
ocds-lcuori-7GXbbr-CM-MCH-0068-0020-1,ocds-lcuori-7GXbbr-CM-MCH-0068-0020-1/1,7GXbbr-orvovL,Alcaldía Municipal de Choloma,es,7GXbbr-CM-MCH-0068-0020-1,open,Elaboración,2020-03-11T08:30:00-06:00,2020-03-09T08:30:00-06:00,2020-03-11T08:30:00-06:00,2020-03-09T08:30:00-06:00,CM-MCH-0068-0020,goodsOrServices,planned,Compra Menor,2020-03-09T08:30:24.677000-06:00,7GXbbr-orvovL,Alcaldía Municipal de Choloma,tender,2020-03-09T08:30:24.677000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-oLjYzr-CM-056-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-056-MSFYC-2020-1/2,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,es,oLjYzr-CM-056-MSFYC-2020-1,open,Adjudicado,2020-03-10T08:34:00-06:00,2020-03-09T08:34:00-06:00,2020-03-10T08:34:00-06:00,2020-03-09T08:34:00-06:00,CM-056-MSFYC-2020,goodsOrServices,complete,Compra Menor,2020-03-09T08:34:11.573000-06:00,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,tender;award;contract,2020-03-09T08:34:11.573000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,oLjYzr-CM-056-MSFYC-2020-1,
ocds-lcuori-8L4YaG-CM-0014-INA-2020-1,ocds-lcuori-8L4YaG-CM-0014-INA-2020-1/1,8L4YaG-KLgNr8,Unidad Central,es,8L4YaG-CM-0014-INA-2020-1,open,Elaboración,2020-03-11T08:35:00-06:00,2020-03-09T08:35:00-06:00,2020-03-11T08:35:00-06:00,2020-03-09T08:35:00-06:00,CM-0014-INA-2020,goodsOrServices,planned,Compra Menor,2020-03-09T08:35:26.080000-06:00,8L4YaG-KLgNr8,Unidad Central,tender,2020-03-09T08:35:26.080000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-8L4YaG-CM-0015-INA-2020-1,ocds-lcuori-8L4YaG-CM-0015-INA-2020-1/1,8L4YaG-KLgNr8,Unidad Central,es,8L4YaG-CM-0015-INA-2020-1,open,Elaboración,2020-03-11T08:39:00-06:00,2020-03-09T08:39:00-06:00,2020-03-11T08:39:00-06:00,2020-03-09T08:39:00-06:00,CM-0015-INA-2020,goodsOrServices,planned,Compra Menor,2020-03-09T08:39:49.760000-06:00,8L4YaG-KLgNr8,Unidad Central,tender,2020-03-09T08:39:49.760000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-yRl6pL-CP-005-SSIS-BID-37233-2020-1,ocds-lcuori-yRl6pL-CP-005-SSIS-BID-37233-2020-1/1,yRl6pL-kR05rP,Unidad Coordinadora de Proyectos ,es,yRl6pL-CP-005-SSIS-BID-37233-2020-1,open,Elaboración,2020-03-10T13:00:00-06:00,2020-03-09T09:00:00-06:00,2020-03-10T13:00:00-06:00,2020-03-09T09:00:00-06:00,CP-005-SSIS-BID-37233-2020,goodsOrServices,planned,Compra Menor,2020-03-09T09:00:44.163000-06:00,yRl6pL-kR05rP,Unidad Coordinadora de Proyectos ,tender,2020-03-09T09:00:44.163000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-MLQqoL-comp 18-1,ocds-lcuori-MLQqoL-comp 18-1/1,MLQqoL-DL9pqr,Alcaldía Municipal de Marcovia,es,MLQqoL-comp 18-1,open,Elaboración,2020-03-11T09:03:00-06:00,2020-03-09T09:02:00-06:00,2020-03-11T09:03:00-06:00,2020-03-09T09:02:00-06:00,comp 18,goodsOrServices,planned,Compra Menor,2020-03-09T09:03:06.240000-06:00,MLQqoL-DL9pqr,Alcaldía Municipal de Marcovia,tender,2020-03-09T09:03:06.240000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-MLQqoL-comp 19-1,ocds-lcuori-MLQqoL-comp 19-1/1,MLQqoL-DL9pqr,Alcaldía Municipal de Marcovia,es,MLQqoL-comp 19-1,open,Elaboración,2020-03-11T09:03:00-06:00,2020-03-09T09:03:00-06:00,2020-03-11T09:03:00-06:00,2020-03-09T09:03:00-06:00,comp 19,goodsOrServices,planned,Compra Menor,2020-03-09T09:03:30.853000-06:00,MLQqoL-DL9pqr,Alcaldía Municipal de Marcovia,tender,2020-03-09T09:03:30.853000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-MLQqoL-comp 20-1,ocds-lcuori-MLQqoL-comp 20-1/1,MLQqoL-DL9pqr,Alcaldía Municipal de Marcovia,es,MLQqoL-comp 20-1,open,Elaboración,2020-03-11T09:03:00-06:00,2020-03-09T09:03:00-06:00,2020-03-11T09:03:00-06:00,2020-03-09T09:03:00-06:00,comp 20,goodsOrServices,planned,Compra Menor,2020-03-09T09:08:58.630000-06:00,MLQqoL-DL9pqr,Alcaldía Municipal de Marcovia,tender,2020-03-09T09:08:58.630000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-MLQqoL-comp 21-1,ocds-lcuori-MLQqoL-comp 21-1/1,MLQqoL-DL9pqr,Alcaldía Municipal de Marcovia,es,MLQqoL-comp 21-1,open,Elaboración,2020-03-11T09:09:00-06:00,2020-03-09T09:09:00-06:00,2020-03-11T09:09:00-06:00,2020-03-09T09:09:00-06:00,comp 21,goodsOrServices,planned,Compra Menor,2020-03-09T09:09:28.397000-06:00,MLQqoL-DL9pqr,Alcaldía Municipal de Marcovia,tender,2020-03-09T09:09:28.397000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
ocds-lcuori-PLe00r-CM-CONEANFO-PROELEM-04-2020 A-1,ocds-lcuori-PLe00r-CM-CONEANFO-PROELEM-04-2020 A-1/1,PLe00r-PR8P5R,"Proyecto Educativo en Lempira ""PROELEM""",es,PLe00r-CM-CONEANFO-PROELEM-04-2020 A-1,open,Elaboración,2020-03-06T09:18:00-06:00,2020-01-29T09:17:00-06:00,2020-03-06T09:18:00-06:00,2020-01-29T09:17:00-06:00,CM-CONEANFO-PROELEM-04-2020 A,goodsOrServices,planned,Compra Menor,2020-03-09T09:12:30.050000-06:00,PLe00r-PR8P5R,"Proyecto Educativo en Lempira ""PROELEM""",tender,2020-03-09T09:12:30.050000-06:00,tender,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,,,,
