ocid,id,awards/0/id,awards/0/items/0/id,awards/0/items/0/description,awards/0/items/0/unit/name,awards/0/items/0/unit/value/amount,awards/0/items/0/quantity,awards/0/items/0/classification/id,awards/0/items/0/classification/description,awards/0/items/0/classification/scheme
ocds-lcuori-DL9kwR-CC-8951-TSC-2020-1,ocds-lcuori-DL9kwR-CC-8951-TSC-2020-1/3,DL9kwR-CC-8951-TSC-2020-1,DL9kwRCC-8951-TSC-20201625765,"Aviso de Notificacion de Pliegos de Responsabilidad Civil y Administrativa                                                                                            
",Sin Unidad,5750.0,1.0,82121506,Impresión de publicaciones,UNSPSC
ocds-lcuori-DL9kwR-CC-8952-TSC-2020-1,ocds-lcuori-DL9kwR-CC-8952-TSC-2020-1/3,DL9kwR-CC-8952-TSC-2020-1,DL9kwRCC-8952-TSC-20201625766,"4 Suscripciones Anuales 2020 (3 Magistrados y 1 Direccion de Comunicaciones
",Cada uno,1800.0,4.0,55101504,Periódicos o diarios,UNSPSC
ocds-lcuori-DL9kwR-CC-8954-TSC-2020-1,ocds-lcuori-DL9kwR-CC-8954-TSC-2020-1/3,DL9kwR-CC-8954-TSC-2020-1,DL9kwRCC-8954-TSC-20201625768,"4 Suscripciones Anuales 2020 (3 Magistrados y 1 Direccion de Comunicaciones
",Cada uno,1980.0,4.0,55101504,Periódicos o diarios,UNSPSC
ocds-lcuori-DL9kwR-CC-8955-TSC-2020-1,ocds-lcuori-DL9kwR-CC-8955-TSC-2020-1/3,DL9kwR-CC-8955-TSC-2020-1,DL9kwRCC-8955-TSC-20201625770,"Aviso de Citacion al Señor Lester David Lagos Martinez                                                                                        
",Sin Unidad,2875.0,1.0,82121506,Impresión de publicaciones,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625774,PAQUETES DE BOLSAS GRUESA PARA BARRIL,Cada uno,22.655,600.0,47121701,Bolsas para la  basura,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625775,PAQUETE DE BOLSAS PLASTICAS TRANSPARENTE 18X24,Cada uno,16.2035,200.0,47121701,Bolsas para la  basura,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625776,PAQUETE DE BOLSAS PLASTICAS 6X10,Cada uno,16.2035,200.0,47121701,Bolsas para la  basura,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625777,ROLLO DE BOLSAS PARA BASURA ,Cada uno,32.4875,600.0,47121701,Bolsas para la  basura,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625778,UNIDADES DE DESODORANTE EN SPRAY,Cada uno,44.275,240.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625779,GALON DESODORANTE LIQUIDO PARA PISO,Cada uno,48.3,350.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625780,UNIDADES DE DESODORANTE AMBIENTAL LYSOL,Cada uno,161.575,60.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625781,BOLSA DE DETERGENTE EN POLVO DE 5 LIBRAS,Cada uno,63.25,200.0,47131605,Cepillos de limpieza,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625782,ESCOBAS TIPO CEPILLO,Cada uno,37.95,60.0,47131605,Cepillos de limpieza,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625783,YARDAS DE FRANELA ,Cada uno,39.1,200.0,47131605,Cepillos de limpieza,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625784,PARES DE GUANTES DE JARDINERIA TALLA L,Cada uno,26.45,200.0,47131503,Gamuza o guanterías lavables,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625785,UNIDAD DE INSECTICIDA PARA MOSCOS Y ZANCUDOS ,Cada uno,80.5,24.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625786,UNIDAD DE INSECTICIDA HORMICOL,Cada uno,55.936,40.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625788,UNIDAD DE INSECTICIDA PARA PULGAS,Cada uno,101.9475,24.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625795,GALON JABON LIQUIDO PARA LAS MANOS,Cada uno,69.0,200.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625796,UNIDAD DE MECHAS PARA TRAPEADOR NO. 20,Cada uno,46.0,250.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625797,UNIDADES DE PALO PARA TRAPEADOR,Cada uno,35.65,36.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625799,UNIDADES DE PANAS DE JABON PARA LAVAR LOZA DE 450 GRAMOS,Cada uno,22.884999999999998,300.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625800,ROLLO DE PAPEL TOALLA ,Cada uno,15.525,800.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625802,UNIDADES DE PASTES VERDES,Cada uno,5.75,240.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625803,RECOGEDORES DE BASURA CON MANGO TIPO BASTON,Cada uno,32.775,36.0,53131606,Desodorantes,UNSPSC
ocds-lcuori-JL7qER-1012143265-1,ocds-lcuori-JL7qER-1012143265-1/2,JL7qER-1012143265-1,JL7qER10121432651625806,GALON DE CLORO LIQUIDO,Cada uno,34.5,200.0,47131605,Cepillos de limpieza,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-85-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-85-2020-1/4,PLeQ0L-CM-MEP-85-2020-1,PLeQ0LCM-MEP-85-20201625789,"SÍRVASE A COMPRAR: PARA LA ATENCIÓN A FELIGRESES QUE VISITARAN LA PARROQUIA SUYAPA EN LA CELEBRACIÓN DEL DÍA DE LA VIRGEN DE SUYAPA EL DÍA 3 DE FEBRERO A LAS 09:00 A.M. 120 SÁNDWICH, 120 REFRESCOS EN LATA.",Unidad,8280.0,1.0,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-86-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-86-2020-1/4,PLeQ0L-CM-MEP-86-2020-1,PLeQ0LCM-MEP-86-20201625791,"SÍRVASE A CONTRATAR: PARA APOYO INSTITUCIONAL AL CLUB DEPORTIVO HONDURAS EL PROGRESO JUEVES 30 DE ENERO DEL 2020. 1 SHOW DE LPS. 8,000.00",Unidad,7999.9980000000005,1.0,39111704,Luces proyectantes,UNSPSC
ocds-lcuori-XRbOkr-COPAN-CSJ-2020-0029-1,ocds-lcuori-XRbOkr-COPAN-CSJ-2020-0029-1/4,XRbOkr-COPAN-CSJ-2020-0029-1,XRbOkrCOPAN-CSJ-2020-00291625794,Suministro de 4 bolsas de pastelitos de piña y 4 bolsas de corazones para reunión de la junta directiva de la Sub Comisión Interinstitucional a solicitud del Magistrado Jilman Rodolfo Nolasco.,Unidad,107.9965,1.0,73131906,Servicios de elaboración de productos de panadería,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-88-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-88-2020-1/4,PLeQ0L-CM-MEP-88-2020-1,PLeQ0LCM-MEP-88-20201625805,SÍRVASE A COMPRAR: PARA MANTENER EN CALIDAD DE RESERVA EN EL DEPARTAMENTO DE TURISMO. 50 DOCENAS DE COHETES,Unidad,259.992,50.0,39111704,Luces proyectantes,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-89-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-89-2020-1/3,PLeQ0L-CM-MEP-89-2020-1,PLeQ0LCM-MEP-89-20201625816,SUBSIDIO: PARA SER ENTREGADOS A PERSONAS DE ESCASOS RECURSOS ECONÓMICOS DEL SECTOR SUR. 5 CANASTAS FAMILIARES DE L. 500.00 C/U.,Unidad,499.99699999999996,5.0,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-lcuori-XRbOkr-SPS-CSJ-2020-0049-1,ocds-lcuori-XRbOkr-SPS-CSJ-2020-0049-1/4,XRbOkr-SPS-CSJ-2020-0049-1,XRbOkrSPS-CSJ-2020-00491625834,se solicita la compra de 4 bolsas de espirales para cable electrico de 1/2. solicitado por el administrador de infotecnologia de la zona Nor occidental Kevin Dubon ,Unidad,1320.2,1.0,53121706,Cobertores para computadoras,UNSPSC
ocds-lcuori-XRbOkr-COPAN-CSJ-2020-0031-1,ocds-lcuori-XRbOkr-COPAN-CSJ-2020-0031-1/3,XRbOkr-COPAN-CSJ-2020-0031-1,XRbOkrCOPAN-CSJ-2020-00311625817,"Suministro de 6 botellones de agua purificada a solicitud del Juzgado de Paz Penal, Juzgado de Paz Civil y Juzgado de Ejecución.",Unidad,102.0,1.0,50202301,Agua purificada,UNSPSC
ocds-lcuori-JL7qER-1012143312-01-1,ocds-lcuori-JL7qER-1012143312-01-1/3,JL7qER-1012143312-01-1,JL7qER1012143312-011625866,HORNO MICROHONDA,Cada uno,1782.5,1.0,52141502,Hornos microondas domésticos,UNSPSC
ocds-lcuori-DRW55L-01-CM-SETUR-2020-1,ocds-lcuori-DRW55L-01-CM-SETUR-2020-1/3,DRW55L-01-CM-SETUR-2020-1,DRW55L01-CM-SETUR-20201625929,"Publicacion de Acuerdeo de delegacion No.13-2019 a favor de Maria Jose Moncada valladares /Subsecretaria de planificacion gestion e Inversion y del Ingeniero Selvin barralaga Subsecretario de promocion y Mercadeo otorgado por la licenciada Nicole Marrder, Secretaria de estado en el despacho de Turismo ",Unidad,5750.0,1.0,55101519,Publicaciones periódicas,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-92-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-92-2020-1/3,PLeQ0L-CM-MEP-92-2020-1,PLeQ0LCM-MEP-92-20201626085,"SÍRVASE A CONTRATAR LOS SERVICIOS DE ALIMENTACIÓN DE 70 PLATOS DE COMIDA Y 70 REFRESCOS, PARA PERSONAL MUNICIPAL QUE SE QUEDARA PARA EL CIERRE DEL PLAZO DE PRESENTACIÓN Y PAGO DE DECLARACIÓN DEL IMPUESTO DE INDUSTRIA, COMERCIO Y SERVICIOS, EL DÍA VIERNES 31 DE ENERO DEL 2020",Unidad,8855.0,1.0,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-93-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-93-2020-1/4,PLeQ0L-CM-MEP-93-2020-1,PLeQ0LCM-MEP-93-20201625975,"SUBSIDIO PARA KITS ESCOLARES QUE SERÁN ENTREGADOS EN DIFERENTES COMUNIDADES DEL MUNICIPIO. 10,000 STICKERS VINIL TROQUELADO 1.5X3. ",Unidad,11270.0,1.0,31201525,cinta de Vinil,UNSPSC
ocds-lcuori-XRbOkr-CS-CSJ-2020-0072-1,ocds-lcuori-XRbOkr-CS-CSJ-2020-0072-1/4,XRbOkr-CS-CSJ-2020-0072-1,XRbOkrCS-CSJ-2020-00721625981,"Suministro de 04 barriles plásticos con capacidad de 55 galones y 01 de 35 galones, solicitado por (02) Juzgado de Letras de lo Contencioso Administrativo (03) Dirección de Contabilidad.-",Unidad,7271.979,1.0,24112109,Barriles no metálicos,UNSPSC
ocds-lcuori-XRbOkr-CS-CSJ-2020-0074-1,ocds-lcuori-XRbOkr-CS-CSJ-2020-0074-1/3,XRbOkr-CS-CSJ-2020-0074-1,XRbOkrCS-CSJ-2020-00741625993,"Mantenimiento y reparación de fotocopiadora Ricoh 2045, asignada al Juzgado de Letras de Trabajo.-",Unidad,8282.3,1.0,81112502,Mantenimiento y reparación de equipo de computación,UNSPSC
ocds-lcuori-XRbOkr-CS-CSJ-2020-0078-1,ocds-lcuori-XRbOkr-CS-CSJ-2020-0078-1/4,XRbOkr-CS-CSJ-2020-0078-1,XRbOkrCS-CSJ-2020-00781626021,"Suministro de 500 cordones para sujetar expedientes, solicitados por el Tribunal de Sentencia en Materia de Corrupción.-",Unidad,3392.5,1.0,46151607,Cordones de seguridad,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-94-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-94-2020-1/4,PLeQ0L-CM-MEP-94-2020-1,PLeQ0LCM-MEP-94-20201626042,"SUBSIDIO PARA ACTIVIDAD DE DERBY DE NAVAJA CORTA Y JUGADA Y NAVAJA LARGA A NIVEL NACIONAL QUE SE DESARROLLARA EL DÍA 01 DE FEBRERO DE 2020 DESDE LA 1PM, CEL : 9958-5416 , RESPONSABLE : ADOLFO AVILA EWENS CON IDENTIDAD #1804-1973-02329. SÍRVASE COMPRAR : 4 TROFEOS",Unidad,1646.8,4.0,49101702,Trofeos,UNSPSC
ocds-lcuori-XRbOkr-CS-CSJ-2020-0082-1,ocds-lcuori-XRbOkr-CS-CSJ-2020-0082-1/4,XRbOkr-CS-CSJ-2020-0082-1,XRbOkrCS-CSJ-2020-00821626062,"Alquiler de unidad de sonido, que incluya 07 micrófono de pedestal, 01 micrófono inalámbrico.-
solicitado por la Oficina de Protocolo y Eventos Especiales, para el día 26 de febrero de 2020.-",Unidad,4025.0,1.0,80161507,Servicios Audio Visuales,UNSPSC
ocds-lcuori-MLQgWR-CM 335-CBVA-2020-1,ocds-lcuori-MLQgWR-CM 335-CBVA-2020-1/3,MLQgWR-CM 335-CBVA-2020-1,MLQgWRCM 335-CBVA-20201626117,"Adjudicación de abastceimiento de combustibles diesel y gasolina aprox en litros 2,620.00 para las unidades operativas pagaderas mensual mente a partir del 01 de enero al 31 de diciembre 2020 total en L. 55,000.00 anuales aproximado estación valle de angeles.",Unidad,55000.0,1.0,15101505,Diesel,UNSPSC
ocds-lcuori-7GX4eG-005-2020-1,ocds-lcuori-7GX4eG-005-2020-1/4,7GX4eG-005-2020-1,7GX4eG005-20201626144,"Servicio de impresión de 1500 ejemplares de Recibo de Caja numerados en forma contínua iniciando con la numeración de13301 en adelante, en papel químico, original y copia,con Logo y RTN del INE.",Cada uno,5511.375,1.0,73151904,Servicios de Imprimir Industrial Offset,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-96-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-96-2020-1/4,PLeQ0L-CM-MEP-96-2020-1,PLeQ0LCM-MEP-96-20201626148,"SÍRVASE A REALIZAR: LAVADO GENERAL DE VEHÍCULO NISSAN FRONTIER RESPONSABLE MOTORISTA, ORLIN SOSA. LAVADO GENERAL PARA VEHÍCULO NISSAN FRONTIER CON PLACA N12224 ASIGNADO A GERENCIA DE ADMINISTRACIÓN Y FINANZAS.",Unidad,345.0,1.0,25181601,Chasis para automóviles,UNSPSC
ocds-lcuori-2LAzdG-ADQ-002-2020-1,ocds-lcuori-2LAzdG-ADQ-002-2020-1/3,2LAzdG-ADQ-002-2020-1,2LAzdGADQ-002-20201626162,BATERIA DE 130 AMP. ,Unidad,3966.9939999999997,1.0,26111703,Baterías para vehículos,UNSPSC
ocds-lcuori-XRbOkr-ZN-CSJ-2019-0207-1,ocds-lcuori-XRbOkr-ZN-CSJ-2019-0207-1/3,XRbOkr-ZN-CSJ-2019-0207-1,XRbOkrZN-CSJ-2019-02071626175,SE SOLICITA LOS SERVICIOS DE MANTENIMIENTO O REVISION DE MAQUINA FOTOCOPIADORA MARCA LAINER 140 LD ASIGNADA AL JUZGADO ESPECIAL CONTRA LA VIOLENCIA DOMESTICA. SOLICITADO POR LE SECRETARIA REBECA HOUSE ,Unidad,15755.0,1.0,73152101,Servicio de mantenimiento de equipo de fabricación,UNSPSC
ocds-lcuori-vGZWNR-30011604-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011604-IHSS-SPS-1/2,vGZWNR-30011604-IHSS-SPS-1,vGZWNR30011604-IHSS-SPS1626182,"AGUJA ESPINAL TIPO CHIBA 18GX15CM
DEL PRODUCTO ANTES MENCIONADO INDICAR 
NOMBRE COMERCIAL 
LOTE
FECHA DE ELABORACION
FECHA DE VENCIMIENTO
PRESENTACION QUE OFRECE
LABORATORIO FABRICANTE
PAIS DE ORIGEN
TIEMPO DE ENTREGA
SI PAGA O NO IMPUESTO SOBRE VENTA
CONDICION DE ALMACEMANIENTO 
PRESENTAR ESTA COTIZACION EN EL DEPARTAMENTO DE COMPRAS Y SUMINISTROS DEL IHSS EN SOBRE SELLADO EN LA FECHA INDICADA, SEGUNDA PLANTA DEL EDIFICIO ADMINISTRATIVO HOSPITAL REGIONAL DEL NORTE  SAN PEDRO SULA  BUOLEVARD SALIDA A PUERTO CORTES COLONIA TARA TEL 2551 3055, DE SER GANADORES DE ESTA OFERTA LA ENTREGA DEL PRODUCTO SE DEBE REALIZAR EN EL ALMACEN REGIONAL HOSPITAL SAN PEDRO SULA 
NOTA: EN CASO DE QUE EL PROVEEDOR GANADOR DE LA OFERTA DEPENDA ÚNICAMENTE DE TEGUCIGALPA Y NO CUENTA CON  SUCURSAL AQUÍ EN S.P.S. SE SOLICITA INFORMAR A ESTAS OFICINAS PARA DARLES LAS INSTRUCCIONES A SEGUIR PARA LA ENTREGA DEL PRODUCTO SOLICITADO.
",Unidad,960.0,5.0,42142514,Bandejas o agujas espinales,UNSPSC
ocds-lcuori-orvovL-UNAH-SEAF-OC-9540-2020-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-9540-2020-1/2,orvovL-UNAH-SEAF-OC-9540-2020-1,orvovLUNAH-SEAF-OC-9540-20201626261,PAPEL HIGIENICO DOBLE HOJA 12 X 4,Unidad,453.32167,18.0,14111704,Papel higiénico,UNSPSC
ocds-lcuori-jRDA5r-SOLICITUD102-1,ocds-lcuori-jRDA5r-SOLICITUD102-1/4,jRDA5r-SOLICITUD102-1,jRDA5rSOLICITUD1021626278,"retenedor trasero de motor prensa de embrague disco de embrague, balinera de embrague. para unidad HRB00902.

mandar cotización al correo:cotizaciones@bomberoshonduras.hn",Unidad,15079.7775,1.0,25191513,Kit de mantenimiento de vehículo de soporte en tierra,UNSPSC
ocds-lcuori-vGZWNR-30011642-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011642-IHSS-SPS-1/3,vGZWNR-30011642-IHSS-SPS-1,vGZWNR30011642-IHSS-SPS1626305,"PAÑALES DESCARTABLES MEDIANOS NIÑOS
DEL PRODUCTO ANTES MENCIONADO INDICAR 
NOMBRE COMERCIAL 
LOTE
FECHA DE ELABORACION
FECHA DE VENCIMIENTO
PRESENTACION QUE OFRECE
LABORATORIO FABRICANTE
PAIS DE ORIGEN
TIEMPO DE ENTREGA
SI PAGA O NO IMPUESTO SOBRE VENTA
CONDICION DE ALMACEMANIENTO 
PRESENTAR ESTA COTIZACION EN EL DEPARTAMENTO DE COMPRAS Y SUMINISTROS DEL IHSS EN SOBRE SELLADO EN LA FECHA INDICADA, SEGUNDA PLANTA DEL EDIFICIO ADMINISTRATIVO HOSPITAL REGIONAL DEL NORTE  SAN PEDRO SULA  BUOLEVARD SALIDA A PUERTO CORTES COLONIA TARA TEL 2551 3055, DE SER GANADORES DE ESTA OFERTA LA ENTREGA DEL PRODUCTO SE DEBE REALIZAR EN EL ALMACEN REGIONAL HOSPITAL SAN PEDRO SULA 
NOTA: EN CASO DE QUE EL PROVEEDOR GANADOR DE LA OFERTA DEPENDA ÚNICAMENTE DE TEGUCIGALPA Y NO CUENTA CON  SUCURSAL AQUÍ EN S.P.S. SE SOLICITA INFORMAR A ESTAS OFICINAS PARA DARLES LAS INSTRUCCIONES A SEGUIR PARA LA ENTREGA DEL PRODUCTO SOLICITADO.
",Unidad,4.5,1000.0,53102305,Pañales para bebé,UNSPSC
ocds-lcuori-JL7JBr-CM-15-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-15-HBCBHR-2020-1/2,JL7JBr-CM-15-HBCBHR-2020-1,JL7JBrCM-15-HBCBHR-20201626318,"Compra de alimentación al personal para el Curso de Técnicas y Combates de incendios impartido  al personal del Cuerpo de Bomberos de Roatan.
Mayor información comunicarse con el Lic. Edwin Lopez al +504 3916329 o la correo administracion.roatan@bomberos.hn",Unidad,17710.0,1.0,50192701,Platos combinados frescos,UNSPSC
ocds-lcuori-XRbOkr-COPAN-CSJ-2020-0032-1,ocds-lcuori-XRbOkr-COPAN-CSJ-2020-0032-1/4,XRbOkr-COPAN-CSJ-2020-0032-1,XRbOkrCOPAN-CSJ-2020-00321626337,"Elaboración de 1 sello de Juez Supernumerario a solicitud del Juzgado de Letras Seccional de La Entrada Copan, 1 sello de Secretaria por Ley a solicitud del Juzgado de Letras de Gracias Lempira, 1 sello de Juez y 1 sello de secretario a solicitud del Juzgado de Paz de San Jerónimo Copan, 1 sello automático fechador de recibido a solicitud de la administración Regional de Santa Rosa de Copan.",Unidad,1649.9969999999998,1.0,44121604,Sellos de hule,UNSPSC
ocds-lcuori-gLnw4G-HB-015-2020-1,ocds-lcuori-gLnw4G-HB-015-2020-1/4,gLnw4G-HB-015-2020-1,gLnw4GHB-015-20201626360,compra de madera para cambiar el arteson de las instalaciones del cuerpo de bomberos de la paz,Unidad,12414.9975,1.0,30103601,Vigas de madera,UNSPSC
ocds-lcuori-2Lmz0G-CM-013-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-013-BNP-2020-1/4,2Lmz0G-CM-013-BNP-2020-1,2Lmz0GCM-013-BNP-20201626391,"2 TONER DE CADA UNA:
CF410A.
CF411A.
CF412A.
CF413A.",Unidad,23775.1,1.0,44103103,Toner,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-97-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-97-2020-1/4,PLeQ0L-CM-MEP-97-2020-1,PLeQ0LCM-MEP-97-20201626397,"SÍRVASE REALIZAR: REPARACIONES EN EL LOBBY DEL EDIFICIO MUNICIPAL, ADMINISTRACIÓN TRIBUTARIO Y OFICINA VICE ALCALDÍA, CAMBIO DE DOS MARCOS PARA PUERTA EN RECURSOS HUMANOS. REPARACIÓN E INSTALACIÓN DE 24 METROS DE PORCELANA TO CAMBIO DE DOS MARCOS PARA PUERTA",Unidad,32899.9935,1.0,72102801,"Reparación de edificios, mojones y monumentos",UNSPSC
ocds-lcuori-vGZWNR-10006521-IHSS-SPS-1,ocds-lcuori-vGZWNR-10006521-IHSS-SPS-1/3,vGZWNR-10006521-IHSS-SPS-1,vGZWNR10006521-IHSS-SPS1626430,"ERITROPOUETINA 10,000 UI 0.6ML SLN JRP
DEL PRODUCTO ANTES MENCIONADO INDICAR
NOMBRE COMERCIAL 
LOTE
REGISTRO SANITARIO
FECHA DE ELABORACION 
FECHA DE VENCIMIENTO
CONCENTRACION
PRESENTACION QUE OFRECE
LABORATORIO FABRICANTE
PAIS DE ORIGEN
TIEMPO DE ENTREGA
CONDICION DE ALMACENAMIENTO
ADJUNTAR FOTOCOPIA DEL REGISTRO SANITARIO
SI PAGA O NO IMPUESTO SOBRE VENTA 
PRESENTAR ESTA COTIZACION EN EL DEPARTAMENTO DE COMPRAS Y SUMINISTROS DEL IHSS EN SOBRE SELLADO EN LA FECHA INDICADA SEGUNDA PLANTA DEL EDIFICIO ADMINISTRATIVO HOSPITAL REGIONAL DEL NORTE  SAN PEDRO SULA  BUOLEVARD SALIDA A PUERTO CORTES COLONIA TARA TEL 2551 3055 DE SER GANADORES DE ESTA OFERTA LA ENTREGA DEL PRODUCTO SE DEBE REALIZAR EN EL ALMACEN REGIONAL HOSPITAL SAN PEDRO SULA.
NOTA: EN CASO DE QUE EL PROVEEDOR GANADOR DE LA OFERTA DEPENDA ÚNICAMENTE DE TEGUCIGALPA Y NO CUENTA CON  SUCURSAL AQUÍ EN S.P.S. SE SOLICITA INFORMAR A ESTAS OFICINAS PARA DARLES LAS INSTRUCCIONES A SEGUIR PARA LA ENTREGA DEL PRODUCTO SOLICITADO.
",Cada uno,740.0,240.0,51131506,Eritropoyetina,UNSPSC
ocds-lcuori-DRWQ0L-Honducor-Dc-001-2020-1,ocds-lcuori-DRWQ0L-Honducor-Dc-001-2020-1/3,DRWQ0L-Honducor-Dc-001-2020-1,DRWQ0LHonducor-Dc-001-20201626434,FRICCIONES DELANTERAS,Sin Unidad,314.9965,1.0,50101635,Fruta congelada,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-99-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-99-2020-1/4,PLeQ0L-CM-MEP-99-2020-1,PLeQ0LCM-MEP-99-20201626439,"PARA PREMIACION EN TRES CUADRANGULARES DE FÚTBOL DENTRO DE LA FERIA PATRONAL DE LA COMUNIDAD DE AGUA BLANCA SUR. SÍRVASE COMPRAR : 3 JUEGOS DE TROFEOS PRIMERO,SEGUNDO Y TERCER LUGAR. ",Unidad,1725.0,3.0,49101702,Trofeos,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-101-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-101-2020-1/4,PLeQ0L-CM-MEP-101-2020-1,PLeQ0LCM-MEP-101-20201626443,PARA PREMIACION EN LA CARRERA DE CINTA DENTRO DE LA FERIA PATRONAL DE LA COMUNIDAD DE AGUA BLANCA SUR EL DOMINGO 23 DE FEBRERO DEL 2020. SÍRVASE COMPRAR : 5 DOCENAS DE PAÑOL ETAS,Unidad,386.4,5.0,53102512,Pañuelos,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-102-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-102-2020-1/4,PLeQ0L-CM-MEP-102-2020-1,PLeQ0LCM-MEP-102-20201626444,"SUBSIDIO PARA LA POLICÍA MUNICIPAL. SÍRVASE COMPRAR : 40 FOCOS AHORRATIVOS DE 85 WATTS , 4 INTERRUPTORES SENCILLOS , 2 INTERRUPTORES DOBLES , 3 PLAFONES GRANDES",Unidad,12831.7,1.0,39101702,Bombillas o focos,UNSPSC
