ocid,id,contracts/0/id,contracts/0/documents/0/id,contracts/0/documents/0/description,contracts/0/documents/0/documentType,contracts/0/documents/0/title,contracts/0/documents/0/format,contracts/0/documents/0/datePublished,contracts/0/documents/0/url
ocds-lcuori-mGEvMR-HMM-C 05-2020-1,ocds-lcuori-mGEvMR-HMM-C 05-2020-1/3,mGEvMR-HMM-C 05-2020,65900-mGEvMR-HMM-C 05-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,image/png,2020-04-03T15:24:01.340000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2005-20201201-ContratouOrdendeCompra.png
ocds-lcuori-mGEvMR-HMM-C 05-2020-1,ocds-lcuori-mGEvMR-HMM-C 05-2020-1/3,mGEvMR-HMM-C 05-2020,65901-mGEvMR-HMM-C 05-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,image/png,2020-04-03T15:24:29.497000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2005-20201502-AnexosalContrato.png
ocds-lcuori-mGEvMR-HMM-C 05-2020-1,ocds-lcuori-mGEvMR-HMM-C 05-2020-1/3,mGEvMR-HMM-C 05-2020,65902-mGEvMR-HMM-C 05-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,image/png,2020-04-03T15:24:40.683000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2005-20201503-AnexosalContrato.png
ocds-lcuori-mGEvMR-HMM-C 05-2020-1,ocds-lcuori-mGEvMR-HMM-C 05-2020-1/3,mGEvMR-HMM-C 05-2020,65903-mGEvMR-HMM-C 05-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,image/png,2020-04-03T15:24:53.347000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2005-20201504-AnexosalContrato.png
ocds-lcuori-mGEvMR-HMM-C 07-2020-1,ocds-lcuori-mGEvMR-HMM-C 07-2020-1/4,mGEvMR-HMM-C 07-2020,65893-mGEvMR-HMM-C 07-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,image/png,2020-04-03T14:59:40.703000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2007-20201200-ContratouOrdendeCompra.png
ocds-lcuori-mGEvMR-HMM-C 07-2020-1,ocds-lcuori-mGEvMR-HMM-C 07-2020-1/4,mGEvMR-HMM-C 07-2020,65898-mGEvMR-HMM-C 07-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,image/png,2020-04-03T15:02:03.400000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2007-20201205-ContratouOrdendeCompra.png
ocds-lcuori-mGEvMR-HMM-C 07-2020-1,ocds-lcuori-mGEvMR-HMM-C 07-2020-1/4,mGEvMR-HMM-C 07-2020,65937-mGEvMR-HMM-C 07-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,image/png,2020-04-08T12:17:53.550000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2007-20201206-ContratouOrdendeCompra.png
ocds-lcuori-mGEvMR-HMM-C 07-2020-1,ocds-lcuori-mGEvMR-HMM-C 07-2020-1/4,mGEvMR-HMM-C 07-2020,65894-mGEvMR-HMM-C 07-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,image/png,2020-04-03T14:59:57.290000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2007-20201501-AnexosalContrato.png
ocds-lcuori-mGEvMR-HMM-C 07-2020-1,ocds-lcuori-mGEvMR-HMM-C 07-2020-1/4,mGEvMR-HMM-C 07-2020,65895-mGEvMR-HMM-C 07-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,image/png,2020-04-03T15:00:03.517000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2007-20201502-AnexosalContrato.png
ocds-lcuori-mGEvMR-HMM-C 07-2020-1,ocds-lcuori-mGEvMR-HMM-C 07-2020-1/4,mGEvMR-HMM-C 07-2020,65896-mGEvMR-HMM-C 07-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,image/png,2020-04-03T15:00:10.867000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2007-20201503-AnexosalContrato.png
ocds-lcuori-mGEvMR-HMM-C 07-2020-1,ocds-lcuori-mGEvMR-HMM-C 07-2020-1/4,mGEvMR-HMM-C 07-2020,65897-mGEvMR-HMM-C 07-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,image/png,2020-04-03T15:01:21.537000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2007-20201504-AnexosalContrato.png
ocds-lcuori-mGEvMR-HMM-C 07-2020-1,ocds-lcuori-mGEvMR-HMM-C 07-2020-1/4,mGEvMR-HMM-C 07-2020,65938-mGEvMR-HMM-C 07-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,image/png,2020-04-08T12:19:05.843000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2007-20201507-AnexosalContrato.png
ocds-lcuori-mGEvMR-HMM-C 09-2020-1,ocds-lcuori-mGEvMR-HMM-C 09-2020-1/3,mGEvMR-HMM-C 09-2020,65874-mGEvMR-HMM-C 09-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,image/png,2020-04-03T13:07:32.947000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2009-20201200-ContratouOrdendeCompra.png
ocds-lcuori-mGEvMR-HMM-C 09-2020-1,ocds-lcuori-mGEvMR-HMM-C 09-2020-1/3,mGEvMR-HMM-C 09-2020,65875-mGEvMR-HMM-C 09-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,image/png,2020-04-03T13:07:42.983000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2009-20201501-AnexosalContrato.png
ocds-lcuori-mGEvMR-HMM-C 09-2020-1,ocds-lcuori-mGEvMR-HMM-C 09-2020-1/3,mGEvMR-HMM-C 09-2020,65876-mGEvMR-HMM-C 09-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,image/png,2020-04-03T13:07:56.933000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2009-20201502-AnexosalContrato.png
ocds-lcuori-8L47Pr-L-P 001-2020-HO-2,ocds-lcuori-8L47Pr-L-P 001-2020-HO-2/2,8L47Pr-002-2020,65862-8L47Pr-002-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-30T09:16:29.520000-06:00,http://h1.honducompras.gob.hn/Docs/Con94002-20201200-ContratouOrdendeCompra.PDF
ocds-lcuori-8L47Pr-LP-002-2020-HO-2,ocds-lcuori-8L47Pr-LP-002-2020-HO-2/2,8L47Pr-003-2020,65852-8L47Pr-003-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-30T07:51:21.430000-06:00,http://h1.honducompras.gob.hn/Docs/Con94003-20201200-ContratouOrdendeCompra.PDF
ocds-lcuori-8L47Pr-L-P 003-2020-HO-2,ocds-lcuori-8L47Pr-L-P 003-2020-HO-2/2,8L47Pr-004-2020,65853-8L47Pr-004-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-30T08:02:56.070000-06:00,http://h1.honducompras.gob.hn/Docs/Con94004-20201200-ContratouOrdendeCompra.PDF
ocds-lcuori-8L47Pr-CD-002-2020-HO-1,ocds-lcuori-8L47Pr-CD-002-2020-HO-1/2,8L47Pr-007-2020,65858-8L47Pr-007-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-30T08:42:18.940000-06:00,http://h1.honducompras.gob.hn/Docs/Con94007-20201200-ContratouOrdendeCompra.PDF
ocds-lcuori-8L47Pr-LP-006-2020-HO-2,ocds-lcuori-8L47Pr-LP-006-2020-HO-2/2,8L47Pr-010-2020,65854-8L47Pr-010-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-30T08:09:15.110000-06:00,http://h1.honducompras.gob.hn/Docs/Con94010-20201200-ContratouOrdendeCompra.PDF
ocds-lcuori-8L47Pr-CD-003-2020-HO-1,ocds-lcuori-8L47Pr-CD-003-2020-HO-1/2,8L47Pr-012-2020,65861-8L47Pr-012-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-30T09:09:18.847000-06:00,http://h1.honducompras.gob.hn/Docs/Con94012-20201200-ContratouOrdendeCompra.PDF
ocds-lcuori-8L47Pr-CD-004-2020-HO-1,ocds-lcuori-8L47Pr-CD-004-2020-HO-1/2,8L47Pr-016-2020,65845-8L47Pr-016-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-27T12:40:29.910000-06:00,http://h1.honducompras.gob.hn/Docs/Con94016-20201200-ContratouOrdendeCompra.PDF
ocds-lcuori-8L47Pr-CD-005-2020-HO-1,ocds-lcuori-8L47Pr-CD-005-2020-HO-1/2,8L47Pr-018-2020,65855-8L47Pr-018-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-30T08:15:12.850000-06:00,http://h1.honducompras.gob.hn/Docs/Con94018-20201200-ContratouOrdendeCompra.PDF
ocds-lcuori-8L47Pr-L-P 009-2020-HO-2,ocds-lcuori-8L47Pr-L-P 009-2020-HO-2/2,8L47Pr-021-2020,65851-8L47Pr-021-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-30T07:37:34.990000-06:00,http://h1.honducompras.gob.hn/Docs/Con94021-20201200-ContratouOrdendeCompra.PDF
ocds-lcuori-8L47Pr-CD-006-2020-HO-1,ocds-lcuori-8L47Pr-CD-006-2020-HO-1/2,8L47Pr-022-2020,65857-8L47Pr-022-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-30T08:33:43.733000-06:00,http://h1.honducompras.gob.hn/Docs/Con94022-20201200-ContratouOrdendeCompra.PDF
ocds-lcuori-8L47Pr-LP-010-2020-HO-2,ocds-lcuori-8L47Pr-LP-010-2020-HO-2/3,8L47Pr-023-2020,65846-8L47Pr-023-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-27T12:55:37.010000-06:00,http://h1.honducompras.gob.hn/Docs/Con94023-20201200-ContratouOrdendeCompra.PDF
ocds-lcuori-8L47Pr-LP-010-2020-HO-2,ocds-lcuori-8L47Pr-LP-010-2020-HO-2/3,8L47Pr-023-2020,65847-8L47Pr-023-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-27T12:55:43.963000-06:00,http://h1.honducompras.gob.hn/Docs/Con94023-20201201-ContratouOrdendeCompra.PDF
ocds-lcuori-8L47Pr-LP-010-2020-HO-2,ocds-lcuori-8L47Pr-LP-010-2020-HO-2/3,8L47Pr-024-2020,65856-8L47Pr-024-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-30T08:24:25.020000-06:00,http://h1.honducompras.gob.hn/Docs/Con94024-20201200-ContratouOrdendeCompra.PDF
ocds-lcuori-8L47Pr-LP-010-2020-HO-2,ocds-lcuori-8L47Pr-LP-010-2020-HO-2/3,8L47Pr-025-2020,65859-8L47Pr-025-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-30T08:50:50.050000-06:00,http://h1.honducompras.gob.hn/Docs/Con94025-20201200-ContratouOrdendeCompra.PDF
ocds-lcuori-mGEvMR-HMM-C 11-2020-1,ocds-lcuori-mGEvMR-HMM-C 11-2020-1/3,mGEvMR-HMM-C 11-2020,65889-mGEvMR-HMM-C 11-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,image/png,2020-04-03T14:47:29.637000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2011-20201200-ContratouOrdendeCompra.png
ocds-lcuori-mGEvMR-HMM-C 11-2020-1,ocds-lcuori-mGEvMR-HMM-C 11-2020-1/3,mGEvMR-HMM-C 11-2020,65890-mGEvMR-HMM-C 11-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,image/png,2020-04-03T14:47:43.530000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2011-20201501-AnexosalContrato.png
ocds-lcuori-mGEvMR-HMM-C 11-2020-1,ocds-lcuori-mGEvMR-HMM-C 11-2020-1/3,mGEvMR-HMM-C 11-2020,65891-mGEvMR-HMM-C 11-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,image/png,2020-04-03T14:48:04.103000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2011-20201502-AnexosalContrato.png
ocds-lcuori-JLKQxR-LP 001-2020-2,ocds-lcuori-JLKQxR-LP 001-2020-2/3,JLKQxR-043-3820-2020,65870-JLKQxR-043-3820-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-02T10:30:15.177000-06:00,http://h1.honducompras.gob.hn/Docs/Con79043-3820-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-JL7W2L-1601-2020-1,ocds-lcuori-JL7W2L-1601-2020-1/3,JL7W2L-1601-2020,65849-JL7W2L-1601-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2020-03-27T16:08:12.413000-06:00,http://h1.honducompras.gob.hn/Docs/Con6431601-20201200-ContratouOrdendeCompra.xlsx
ocds-lcuori-8L47Pr-L-P 005-2020-HO-2,ocds-lcuori-8L47Pr-L-P 005-2020-HO-2/2,8L47Pr-006-2020,65863-8L47Pr-006-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-30T09:28:37.477000-06:00,http://h1.honducompras.gob.hn/Docs/Con94006-20201200-ContratouOrdendeCompra.PDF
ocds-lcuori-8L47Pr-LP-007-2020-HO-2,ocds-lcuori-8L47Pr-LP-007-2020-HO-2/2,8L47Pr-011-2020,65865-8L47Pr-011-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-31T09:23:52.057000-06:00,http://h1.honducompras.gob.hn/Docs/Con94011-20201200-ContratouOrdendeCompra.PDF
ocds-lcuori-8L47Pr-L-P 020-2020-HO-2,ocds-lcuori-8L47Pr-L-P 020-2020-HO-2/1,8L47Pr-055-2020,65866-8L47Pr-055-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-31T11:47:07.310000-06:00,http://h1.honducompras.gob.hn/Docs/Con94055-20201200-ContratouOrdendeCompra.PDF
ocds-lcuori-mGEvMR-HMM-C 06-2020-1,ocds-lcuori-mGEvMR-HMM-C 06-2020-1/3,mGEvMR-HMM-C 06-2020,65886-mGEvMR-HMM-C 06-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,image/png,2020-04-03T14:29:56.610000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2006-20201200-ContratouOrdendeCompra.png
ocds-lcuori-mGEvMR-HMM-C 06-2020-1,ocds-lcuori-mGEvMR-HMM-C 06-2020-1/3,mGEvMR-HMM-C 06-2020,65887-mGEvMR-HMM-C 06-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,image/png,2020-04-03T14:30:22.293000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2006-20201501-AnexosalContrato.png
ocds-lcuori-mGEvMR-HMM-C 06-2020-1,ocds-lcuori-mGEvMR-HMM-C 06-2020-1/3,mGEvMR-HMM-C 06-2020,65888-mGEvMR-HMM-C 06-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,image/png,2020-04-03T14:30:30.850000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2006-20201502-AnexosalContrato.png
ocds-lcuori-mGEvMR-HMM-C 10-2020-1,ocds-lcuori-mGEvMR-HMM-C 10-2020-1/3,mGEvMR-HMM-C 10-2020,65877-mGEvMR-HMM-C 10-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,image/png,2020-04-03T13:23:14.390000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2010-20201200-ContratouOrdendeCompra.png
ocds-lcuori-mGEvMR-HMM-C 10-2020-1,ocds-lcuori-mGEvMR-HMM-C 10-2020-1/3,mGEvMR-HMM-C 10-2020,65878-mGEvMR-HMM-C 10-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,image/png,2020-04-03T13:24:06.320000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2010-20201501-AnexosalContrato.png
ocds-lcuori-mGEvMR-HMM-C 10-2020-1,ocds-lcuori-mGEvMR-HMM-C 10-2020-1/3,mGEvMR-HMM-C 10-2020,65879-mGEvMR-HMM-C 10-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,image/png,2020-04-03T13:24:33.593000-06:00,http://h1.honducompras.gob.hn/Docs/Con86HMM-C%2010-20201502-AnexosalContrato.png
ocds-lcuori-8L47Pr-L-P 004-2020-HO-2,ocds-lcuori-8L47Pr-L-P 004-2020-HO-2/2,8L47Pr-005-2020,65848-8L47Pr-005-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-27T13:05:20.670000-06:00,http://h1.honducompras.gob.hn/Docs/Con94005-20201200-ContratouOrdendeCompra.PDF
ocds-lcuori-PR8Q5r-68-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-68-CM-IHT-2020-1/3,PR8Q5r-OC 88-2020,65816-PR8Q5r-OC 88-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-13T14:43:41.773000-06:00,http://h1.honducompras.gob.hn/Docs/Con1136OC%2088-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-PR8Q5r-04-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-04-CM-IHT-2020-1/5,PR8Q5r-OC 12-2020,65709-PR8Q5r-OC 12-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-11T10:26:15.277000-06:00,http://h1.honducompras.gob.hn/Docs/Con1136OC%2012-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-1RaEMR-CM-HJMG-010-2020-1,ocds-lcuori-1RaEMR-CM-HJMG-010-2020-1/5,1RaEMR-CM-010-2020,65936-1RaEMR-CM-010-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-08T11:12:34.440000-06:00,http://h1.honducompras.gob.hn/Docs/Con103CM-010-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-PR8Q5r-32-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-32-CM-IHT-2020-1/3,PR8Q5r-040-2020,65805-PR8Q5r-040-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-12T14:30:17.350000-06:00,http://h1.honducompras.gob.hn/Docs/Con1136040-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-vGZWNR-30011639-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011639-IHSS-SPS-1/3,vGZWNR-4300007676,65729-vGZWNR-4300007676-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-11T16:35:04.020000-06:00,http://h1.honducompras.gob.hn/Docs/Con11743000076761200-ContratouOrdendeCompra.PDF
ocds-lcuori-vGZWNR-10006527-IHSS-SPS-1,ocds-lcuori-vGZWNR-10006527-IHSS-SPS-1/4,vGZWNR-4100004550,65738-vGZWNR-4100004550-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-12T08:38:14.010000-06:00,http://h1.honducompras.gob.hn/Docs/Con11741000045501200-ContratouOrdendeCompra.pdf
ocds-lcuori-vGZWNR-30011678-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011678-IHSS-SPS-1/3,vGZWNR-4300008733,65774-vGZWNR-4300008733-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-12T09:43:34.830000-06:00,http://h1.honducompras.gob.hn/Docs/Con11743000087331200-ContratouOrdendeCompra.PDF
ocds-lcuori-PR8Q5r-35-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-35-CM-IHT-2020-1/4,PR8Q5r-OC 048-2020,65925-PR8Q5r-OC 048-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-06T21:39:15.237000-06:00,http://h1.honducompras.gob.hn/Docs/Con1136OC%20048-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-PR8Q5r-35-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-35-CM-IHT-2020-1/4,PR8Q5r-OC 048-2020,65926-PR8Q5r-OC 048-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-06T21:40:02.433000-06:00,http://h1.honducompras.gob.hn/Docs/Con1136OC%20048-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-PR8Q5r-37-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-37-CM-IHT-2020-1/3,PR8Q5r-OC 61-2020,65791-PR8Q5r-OC 61-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-12T11:37:47.537000-06:00,http://h1.honducompras.gob.hn/Docs/Con1136OC%2061-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-004-2020-1,ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-004-2020-1/4,4LOV1r-DICTA FUENTE 11-CM-017-2020,65810-4LOV1r-DICTA FUENTE 11-CM-017-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-13T09:48:16.140000-06:00,http://h1.honducompras.gob.hn/Docs/Con1083DICTA%20FUENTE%2011-CM-017-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-PR8Q5r-56-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-56-CM-IHT-2020-1/6,PR8Q5r-OC 082-2020,65923-PR8Q5r-OC 082-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-06T20:20:46.203000-06:00,http://h1.honducompras.gob.hn/Docs/Con1136OC%20082-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-PR8Q5r-56-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-56-CM-IHT-2020-1/6,PR8Q5r-OC 082-2020,65924-PR8Q5r-OC 082-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-06T20:21:58.940000-06:00,http://h1.honducompras.gob.hn/Docs/Con1136OC%20082-20201201-ContratouOrdendeCompra.pdf
ocds-lcuori-PR8Q5r-58-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-58-CM-IHT-2020-1/6,PR8Q5r-OC 086-2020,65927-PR8Q5r-OC 086-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-06T23:42:12.920000-06:00,http://h1.honducompras.gob.hn/Docs/Con1136OC%20086-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-PR8Q5r-58-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-58-CM-IHT-2020-1/6,PR8Q5r-OC 086-2020,65928-PR8Q5r-OC 086-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-04-06T23:42:23.577000-06:00,http://h1.honducompras.gob.hn/Docs/Con1136OC%20086-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-2Lmz0G-CM-020-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-020-BNP-2020-1/3,2Lmz0G-CA-20-0000040,65702-2Lmz0G-CA-20-0000040-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-10T11:09:31.800000-06:00,http://h1.honducompras.gob.hn/Docs/Con165CA-20-00000401200-ContratouOrdendeCompra.pdf
ocds-lcuori-JL7W2L-LP 001-2020-2,ocds-lcuori-JL7W2L-LP 001-2020-2/2,JL7W2L-1602-2020,65850-JL7W2L-1602-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2020-03-27T16:15:47.663000-06:00,http://h1.honducompras.gob.hn/Docs/Con6431602-20201200-ContratouOrdendeCompra.xlsx
ocds-lcuori-gLkw4L-CM-665-CBD-2020-1,ocds-lcuori-gLkw4L-CM-665-CBD-2020-1/3,gLkw4L-CM-665-CBD-2020,65503-gLkw4L-CM-665-CBD-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-25T14:51:21.967000-06:00,http://h1.honducompras.gob.hn/Docs/Con827CM-665-CBD-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-23-2020-2,ocds-lcuori-4LOxWG-23-2020-2/2,4LOxWG-1731-2020,65673-4LOxWG-1731-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-06T10:13:25.813000-06:00,http://h1.honducompras.gob.hn/Docs/Con831731-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-24-2020-2,ocds-lcuori-4LOxWG-24-2020-2/2,4LOxWG-1732-2020,65676-4LOxWG-1732-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-06T11:40:20.760000-06:00,http://h1.honducompras.gob.hn/Docs/Con831732-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-25-2020-2,ocds-lcuori-4LOxWG-25-2020-2/3,4LOxWG-1734-2020,65681-4LOxWG-1734-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-06T11:59:08.120000-06:00,http://h1.honducompras.gob.hn/Docs/Con831734-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-25-2020-2,ocds-lcuori-4LOxWG-25-2020-2/3,4LOxWG-1735-2020,65682-4LOxWG-1735-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-06T12:00:34.747000-06:00,http://h1.honducompras.gob.hn/Docs/Con831735-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-26-2020-2,ocds-lcuori-4LOxWG-26-2020-2/2,4LOxWG-1733-2020,65677-4LOxWG-1733-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-06T11:45:03.190000-06:00,http://h1.honducompras.gob.hn/Docs/Con831733-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-27-2020-2,ocds-lcuori-4LOxWG-27-2020-2/2,4LOxWG-1736-2020,65678-4LOxWG-1736-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-06T11:53:05.500000-06:00,http://h1.honducompras.gob.hn/Docs/Con831736-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOxWG-27-2020-2,ocds-lcuori-4LOxWG-27-2020-2/2,4LOxWG-1737-2020,65679-4LOxWG-1737-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-06T11:54:36.807000-06:00,http://h1.honducompras.gob.hn/Docs/Con831737-20201200-ContratouOrdendeCompra.pdf
