ocid,id,contracts/0/id,contracts/0/dateSigned,contracts/0/description,contracts/0/buyer/id,contracts/0/buyer/name,contracts/0/localProcurementCategory,contracts/0/awardID,contracts/0/title,contracts/0/value/currency,contracts/0/value/amount
ocds-lcuori-KLg9wR-LPN-004-2015-DA-2,ocds-lcuori-KLg9wR-LPN-004-2015-DA-2/3,KLg9wR-DSL-034-2015,2015-07-31T00:00:00-06:00,"Servicios: Seguros de Vida e Invalidez,para participantes  de la Cartera Hipotecaria, Seguros Lineas aliadas y Seguros para la Cartera de Convenios Especiales. del INJUPEMP.   ",KLg9wR-8L4pPL,Unidad Central,goodsOrServices,KLg9wR-LPN-004-2015-DA-2,DSL-034-2015,HNL,17122027.1
ocds-lcuori-KLg9wR-LPN-004-2015-DA-2,ocds-lcuori-KLg9wR-LPN-004-2015-DA-2/3,KLg9wR-DSL034-2015,2015-07-31T00:00:00-06:00,"Servicios: Seguros de Vida e Invalidez,para participantes  de la Cartera Hipotecaria, Seguros Lineas aliadas y Seguros para la Cartera de Convenios Especiales. del INJUPEMP.   ",KLg9wR-8L4pPL,Unidad Central,goodsOrServices,KLg9wR-LPN-004-2015-DA-2,DSL034-2015,HNL,17122027.1
ocds-lcuori-2LAdQr-LP-FV-RVP-035-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-035-2015-2/3,2LAdQr-FV-163-2015,2015-11-16T00:00:00-06:00,"OPERATIVO DE BACHEO
ASFALTICO",2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVP-035-2015-2,FV-163-2015,HNL,1910681.5
ocds-lcuori-2LAdQr-LP-FV-RVP-036-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-036-2015-2/3,2LAdQr-FV-159-2015,2015-11-11T00:00:00-06:00,"OPERATIVO DE BACHEO
ASFALTICO",2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVP-036-2015-2,FV-159-2015,HNL,1974336.45
ocds-lcuori-2LAdQr-COT-FV-RVP-017-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVP-017-2015-2/3,2LAdQr-FV-158-2015,2015-11-11T00:00:00-06:00,"CONSULTORIA PARA LA SUPERVISION DEL
PROYECTO: OPERATIVO DE BACHEO ASFALTICO",2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-RVP-017-2015-2,FV-158-2015,HNL,269621.8
ocds-lcuori-0rwYG8-SOLPED-20001519-1,ocds-lcuori-0rwYG8-SOLPED-20001519-1/3,0rwYG8-PEDIDO-4200001375,2016-12-29T00:00:00-06:00,"SOLICITANTE:PUBLICIDAD Y PROPAGANDA MEMO:GNEG-194-2015
JUSTIFICACION:SOLICITAMOS LA ELABORACION DE 200 CAMISETAS BLANCAS CON SERIGRAFIA ACTIVATE, LO ANTERIOR COMO PATROCIIO DE HONDUTEL A LA ACTIVIDAD GUBERNAMENTAL ACTIATE.

LIC. JESUS ERNESTO SANCHEZ TEL.2230-2085",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001519-1,PEDIDO-4200001375,HNL,11500.0
ocds-lcuori-0rwYG8-SOLPED-20001535-1,ocds-lcuori-0rwYG8-SOLPED-20001535-1/4,0rwYG8-PEDIDO-4200001373,2016-12-29T00:00:00-06:00,"CAMBIO DE ACEITE PARA (6) VEHICULOS:
No.  REGISTO MARCA   TIPO      KILOMETRAJE AREA
1 660  NISSAN  PICK-UP    194866     PROYECTOS
2 715  NISSAN  PICK-UP    166900    TALENTO HUMANO
3 89  TOYOTA  PICK-UP MALO   REDES PERIFERICAS
4 538  NISSAN  PICK-UP 47442   INSTAL Y MANTENIM DE SERVIC.
5 445  TOYOTA  PICK-UP 181170   SERVIC. TECNICOS CORPORATIV.
6 697  NISSAN  PICK-UP 169309   REDES PERIFERICAS
INFORMACION: Leocadio Gamez 2239-6181/84",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001535-1,PEDIDO-4200001373,HNL,9522.0
ocds-lcuori-0rwYG8-SOLPED-20001550-1,ocds-lcuori-0rwYG8-SOLPED-20001550-1/3,0rwYG8-PEDIDO-4200001368,2016-12-29T00:00:00-06:00,"SOLICITA : DEPARTAMENTO DE EDIFICACIONES
USO : SE SOLICITA EL ALQUILER DE UNA RETRO-EXCAVADORA CON UNA DURACION DE 60 HORAS DE MAQUINA, SOLICITAR BUM DE  30 - 37CM, LA QUE SERA UTILIZADA EN CANALIZACION  CERRO GRANDE EL LOLO, EN LA SALIDA CARRETERA A ORIENTE.
APROBADO MEDIANTE MEMORANDO DEDIF/N. 140/2015
NOTA : PARA MAYOR INFORMACION CON EL ING. MIGUEL RAMON DURAN FLORES
AL TEL 2239-4728 O 7215-1699",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001550-1,PEDIDO-4200001368,HNL,40023.86
ocds-lcuori-PR8ooG-CM-141-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-141-CONAPID-2015-1/3,PR8ooG-186-CONAPID-2015,2016-06-08T00:00:00-06:00,1 JUEGO DE UNIFORME DE FUTBOL,PR8ooG-NrdqVL,Unidad Central,goodsOrServices,PR8ooG-CM-141-CONAPID-2015-1,186-CONAPID-2015,HNL,4140.0
ocds-lcuori-2LmqDL-CPuNO-07-AMDC-23-2015-2,ocds-lcuori-2LmqDL-CPuNO-07-AMDC-23-2015-2/3,2LmqDL-0699/GLCSI/AMDC/2016,2016-06-01T00:00:00-06:00,"Código: 962, Estudio y diseño final proyecto de aprovechamiento embalse de río Nacaome para agua potable para el municipio del Distrito Central y comunidades aledañas",2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,consultingServices,2LmqDL-CPuNO-07-AMDC-23-2015-2,0699/GLCSI/AMDC/2016,HNL,12325728.25
ocds-lcuori-vGZWNR-LPN-016-2015-2,ocds-lcuori-vGZWNR-LPN-016-2015-2/3,vGZWNR-068-2016,2016-04-11T00:00:00-06:00,"Contratación de Servicio de Limpieza, Higienización, Fumigación de Plagas y Desinfección de Instalaciones Administrativas y Hospitalarias del Instituto Hondureño de Seguridad Social (IHSS)",vGZWNR-orvxDG,Unidad Central,goodsOrServices,vGZWNR-LPN-016-2015-2,068-2016,HNL,69683646.0
ocds-lcuori-2LmqDL-LPuNO-12-AMDC-229-2015-2,ocds-lcuori-2LmqDL-LPuNO-12-AMDC-229-2015-2/3,2LmqDL-0418/GLCSI/AMDC/2016,2016-05-18T00:00:00-06:00,"Código: 969, Rehabilitación y mejoras de calles en Comayagüela, sector C2",2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,works,2LmqDL-LPuNO-12-AMDC-229-2015-2,0418/GLCSI/AMDC/2016,HNL,34404446.75
ocds-lcuori-0rwYG8-SOLPED-20001545-1,ocds-lcuori-0rwYG8-SOLPED-20001545-1/4,0rwYG8-PEDIDO-4200001396,2016-12-29T00:00:00-06:00,"Solicitante: Departamento de Servicios Generales DSG-696-2015
Atendiendo a solicitud de la Seccion de Transporte y como parte del mantenimiento que debe ser dado a la flota vehicular de la empresa. Se procede a gestionar el cambio de aceite de quince (15) con Memorando de justificacion DSG-698-2015.
INFORMACION: Leocadio Gamez 2239-6181/84",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001545-1,PEDIDO-4200001396,HNL,23805.0
ocds-lcuori-orvwoL-LPrN-01-OBRAS-UNA-PINPROS-2015-2,ocds-lcuori-orvwoL-LPrN-01-OBRAS-UNA-PINPROS-2015-2/3,orvwoL-OBRAS-001-UNA-PINPROS-2016,2016-05-30T00:00:00-06:00,"Ejecutar  el proyecto: “REMODELACIÓN DE PLANTA DE PROCESAMIENTO DE PRODUCTOS CÁRNICOS UBICADA EN EL CAMPUS DE LA UNIVERSIDAD NACIONAL DE AGRICULTURA, CATACAMAS, OLANCHO, de conformidad con los Documentos Base de la licitación Numero LPrN-01-OBRAS-UNA-PINPROS-2015, planos, especificaciones y Convenios Suplementarios anexos al Contrato. ",orvwoL-0rwYG8,Proyecto Social de Inclusión a la Educación Superior,works,orvwoL-LPrN-01-OBRAS-UNA-PINPROS-2015-2,OBRAS-001-UNA-PINPROS-2016,HNL,1876515.63
ocds-lcuori-0rwYG8-SOLPED-20001537-1,ocds-lcuori-0rwYG8-SOLPED-20001537-1/4,0rwYG8-PEDIDO-4200001374,2016-12-29T00:00:00-06:00,"Solicitante: Departamento de Servicios Generales DSG-664-2015
Atendiendo a solicitud de la Seccion de Transporte y como parte del mantenimiento que debe ser dado a la flota vehicular de la empresa. Se procede a gestionar el cambio de aceite de seis (6) vehiculos cuyos registros son: 695, 768, 752, 639, 638 Y 696.

INFORMACION: Leocadio Gamez 2239-6181/84",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001537-1,PEDIDO-4200001374,HNL,9522.0
ocds-lcuori-orvDGM-LPN No.PAPSAC-02-2015-2,ocds-lcuori-orvDGM-LPN No.PAPSAC-02-2015-2/3,orvDGM-SANAA-DLC-11-2016,2016-06-21T00:00:00-06:00,"""Suministro de Tubería y Accesorios de PVC, Hierro Galvanizado, Válvulas, Varillas de Hierro, Láminas de Zinc y Aluzinc, Tazas Sanitarias y Varios , Para el Programa de Apoyo Presupuestario Sectorial Agua y Calidad (PAPSAC) en Diferentes Municipios     ",orvDGM-jRDVLk,SANAA - Unidad Central,goodsOrServices,orvDGM-LPN No.PAPSAC-02-2015-2,SANAA-DLC-11-2016,HNL,11722283.28
ocds-lcuori-PR8ooG-CM-143-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-143-CONAPID-2015-1/3,PR8ooG-187-CONAPID-2015,2016-06-08T00:00:00-06:00,1 CAMBIO DE ACEITE PARA VEHICULO ,PR8ooG-NrdqVL,Unidad Central,goodsOrServices,PR8ooG-CM-143-CONAPID-2015-1,187-CONAPID-2015,HNL,1428.87
ocds-lcuori-kG1ger-pub 03-2015-2,ocds-lcuori-kG1ger-pub 03-2015-2/3,kG1ger-11-2015,2015-12-09T00:00:00-06:00,SUMINISTRO DE JUGUETES PARA HIJOS DE TRABAJADORES,kG1ger-1Ra6lr,Unidad Central,goodsOrServices,kG1ger-pub 03-2015-2,11-2015,HNL,892693.25
ocds-lcuori-MLQmwL-CPN-010-2015-2,ocds-lcuori-MLQmwL-CPN-010-2015-2/4,MLQmwL-SCGG-UAP-14590-CI-026-2015,2015-06-23T00:00:00-06:00,24900,MLQmwL-gLn5gr,Gerencia Administrativa,consultingServices,MLQmwL-CPN-010-2015-2,SCGG-UAP-14590-CI-026-2015,HNL,986940.0
ocds-lcuori-MLQmwL-CPN-011-2015-2,ocds-lcuori-MLQmwL-CPN-011-2015-2/4,MLQmwL-SCGG-UAP-14590-CI-034-2015,2015-08-21T00:00:00-06:00,24900,MLQmwL-gLn5gr,Gerencia Administrativa,consultingServices,MLQmwL-CPN-011-2015-2,SCGG-UAP-14590-CI-034-2015,HNL,768187.0
ocds-lcuori-0rwYG8-SOLPED-20001523-1,ocds-lcuori-0rwYG8-SOLPED-20001523-1/4,0rwYG8-PEDIDO-4200001349,2016-12-29T00:00:00-06:00,"Solicitante: Departamento de Servicios Generales DSG-550-2015
Atendiendo a solicitud de la Seccion de Transporte y como parte del mantenimiento que debe ser dado a la flota vehicular de la empresa. Se procede a gestionar el cambio de aceite de diecinueve (19) vehiculos cuyos registros son: 302, 333, 391, 398, 427, 429, 445, 638, 639, 640, 656, 657, 660, 693, 703, 735, 739, 752 y 295.

INFORMACION: Leocadio Gamez 2239-6181/84",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001523-1,PEDIDO-4200001349,HNL,30153.0
ocds-lcuori-0rwYG8-SOLPED-20001524-1,ocds-lcuori-0rwYG8-SOLPED-20001524-1/4,0rwYG8-PEDIDO-4200001352,2016-12-29T00:00:00-06:00,"Solicitante: Departamento de Servicios Generales DSG-563-2015
Atendiendo a solicitud de la Seccion de Transporte y como parte del mantenimiento que debe ser dado a la flota vehicular de la empresa. Se procede a gestionar el cambio de aceite, filtro de aceite y filtro de combustible al registro 654.
Cambio de aceite, filtro de aceite, filtro de aire y filtro de combustible al registro 562.
Lavado general, lavado de motor y chasis al registro 669.

INFORMACION: Leocadio Gamez 2239-6181/84",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001524-1,PEDIDO-4200001352,HNL,6509.0
ocds-lcuori-0rwYG8-SOLPED-20001526-1,ocds-lcuori-0rwYG8-SOLPED-20001526-1/4,0rwYG8-PEDIDO-4200001353,2016-12-29T00:00:00-06:00,"Solicitante: Departamento de Servicios Generales DSG-578-2015
Atendiendo a la solicitud de la Seccion de Transporte y como parte del mantenimiento que debe ser dado a la flota vehicular de la empresa. Se procede a gestionar el cambio de aceite y filtro aceite, de combustible y aire para el registro 503, cambio de aceite, y filtro de aceite, de aire para el registro 785, lavado general y motor para el registro 785 y lavado general y motor para el registro 788 de cuatro (4) vehiculos cuyos registros son: 503, 785, 785 y 788 respectivamente.

INFORMACION: Leocadio Gamez 2239-6181/84",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001526-1,PEDIDO-4200001353,HNL,7716.5
ocds-lcuori-0rwYG8-SOLPED-20001525-1,ocds-lcuori-0rwYG8-SOLPED-20001525-1/4,0rwYG8-PEDIDO-4200001346,2016-12-29T00:00:00-06:00,"Solicitante: Departamento de Servicios Generales DSG-577-2015
Atendiendo a la solicitud de la Seccion de Transporte y como parte del mantenimiento que debe ser dado a la flota vehicular de la empresa. Se procede a gestionar el cambio de aceite de diez (10) vehiculos cuyos registros son: 324, 715, 655, 637, 722, 641, 635, 708, 468 y 767.

INFORMACION: Leocadio Gamez 2239-6181/84",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001525-1,PEDIDO-4200001346,HNL,15870.0
ocds-lcuori-vGZWNR-LPN-009-2015-2,ocds-lcuori-vGZWNR-LPN-009-2015-2/3,vGZWNR-152-2015,2015-11-25T00:00:00-06:00,Adquisición de Papelería Médica y Administrativa para el Instituto Hondureño de Seguridad Social (IHSS).,vGZWNR-orvxDG,Unidad Central,goodsOrServices,vGZWNR-LPN-009-2015-2,152-2015,HNL,2329540.05
ocds-lcuori-NLPAVG-2015-167-FN-INAM-1,ocds-lcuori-NLPAVG-2015-167-FN-INAM-1/3,NLPAVG-2015-167-FN-INAM,2016-05-02T00:00:00-06:00,IMPRESION DE 20 FOTOGRAFIAS,NLPAVG-ERpqPr,Unidad Central,goodsOrServices,NLPAVG-2015-167-FN-INAM-1,2015-167-FN-INAM,HNL,26450.0
ocds-lcuori-JL7qER-Lic. Pub. MP-006-2015-2,ocds-lcuori-JL7qER-Lic. Pub. MP-006-2015-2/3,JL7qER-001-2016,2016-02-04T00:00:00-06:00,Dotar al nuevo edificio que albergara la Fiscalia Regional de San Pedro Sula de una planta telefonica para una mejor logistica.,JL7qER-gLkyRb,Unidad Central,goodsOrServices,JL7qER-Lic. Pub. MP-006-2015-2,001-2016,HNL,2498421.67
ocds-lcuori-kG1ger-pub 07-2015-2,ocds-lcuori-kG1ger-pub 07-2015-2/3,kG1ger-S-N,2016-02-18T00:00:00-06:00,seguros de personal y equipo de la ENP,kG1ger-1Ra6lr,Unidad Central,goodsOrServices,kG1ger-pub 07-2015-2,S-N,HNL,28311543.6
ocds-lcuori-0rwYG8-SOLPED-20001546-1,ocds-lcuori-0rwYG8-SOLPED-20001546-1/3,0rwYG8-PEDIDO-4500002847,2016-12-29T00:00:00-06:00,"Solicitante: Departamento de Servicios Generales DSG-697-2015
Atendiendo a solicitud de la Seccion de Transporte y como parte del mantenimiento que debe ser dado a la flota vehicular de la empresa. Se procede a gestionar el cambio de aceite de quince (15) con Memorando de justificacion DSG-698-2015.


INFORMACION: Leocadio Gamez 2239-6181/84",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001546-1,PEDIDO-4500002847,HNL,23535.21
ocds-lcuori-KLgDwG-CM-IHT-202-2015-1,ocds-lcuori-KLgDwG-CM-IHT-202-2015-1/3,KLgDwG-CM-IHT-202-2015,2016-04-13T00:00:00-06:00,Publicación del Reglamento Nacional de Guías,KLgDwG-2LmVGK,Instituto Hondureño de Turismo,goodsOrServices,KLgDwG-CM-IHT-202-2015-1,CM-IHT-202-2015,HNL,33120.0
ocds-lcuori-PR8ooG-CM-097-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-097-CONAPID-2015-1/3,PR8ooG-167-CONAPID-2015,2016-05-31T00:00:00-06:00,REPARACION DE IMPRESORA HP,PR8ooG-NrdqVL,Unidad Central,goodsOrServices,PR8ooG-CM-097-CONAPID-2015-1,167-CONAPID-2015,HNL,6957.5
ocds-lcuori-PR8ooG-CM-098-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-098-CONAPID-2015-1/4,PR8ooG-168-CONAPID-2015,2016-06-01T00:00:00-06:00,REPARACION DE UN CPU ,PR8ooG-NrdqVL,Unidad Central,goodsOrServices,PR8ooG-CM-098-CONAPID-2015-1,168-CONAPID-2015,HNL,2545.0
ocds-lcuori-PR8ooG-CM-099-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-099-CONAPID-2015-1/3,PR8ooG-169-CONAPID-2015,2016-06-01T00:00:00-06:00,COMPRA DE UN LLAVIN DERECHO,PR8ooG-NrdqVL,Unidad Central,goodsOrServices,PR8ooG-CM-099-CONAPID-2015-1,169-CONAPID-2015,HNL,639.0
ocds-lcuori-1Ra0dG-CP-CONV-001-2015-B-2,ocds-lcuori-1Ra0dG-CP-CONV-001-2015-B-2/4,1Ra0dG-CERTIFICCION ,2016-10-27T00:00:00-06:00,Contratación del Auditor Interno para la Comisión Nacional de Vivienda y Asentamientos Humanos-CONVIVIENDA.,1Ra0dG-jRD7wG,Comisión Nacional de Vivienda y Asentamientos Humanos,consultingServices,1Ra0dG-CP-CONV-001-2015-B-2,CERTIFICCION ,HNL,315000.0
ocds-lcuori-kG1ger-pub 04-2015-2,ocds-lcuori-kG1ger-pub 04-2015-2/3,kG1ger-23-2015,2015-12-21T00:00:00-06:00,"Adquisición de un vehículo pick up 4x4, diesel",kG1ger-1Ra6lr,Unidad Central,goodsOrServices,kG1ger-pub 04-2015-2,23-2015,HNL,567375.0
ocds-lcuori-7rBxpG-LPública No.28-2015-2,ocds-lcuori-7rBxpG-LPública No.28-2015-2/3,7rBxpG-036-2016,2016-05-17T00:00:00-06:00,"“Contratación de los servicios de soporte de mantenimiento preventivo y correctivo para cuatro (4) servidores HP Proliant, cuatro (4) corta fuegos Fortigate 80 Dual 6pt y dos (2) sistemas de prevención de intrusos Fortigate 80c Bundle Switch y actualización de vacunas para dos (2) IPS”.",7rBxpG-vGZwRM,Unidad Central,goodsOrServices,7rBxpG-LPública No.28-2015-2,036-2016,HNL,253000.0
ocds-lcuori-DRWDDr-CP 004 DGA SEDUC 2015-2,ocds-lcuori-DRWDDr-CP 004 DGA SEDUC 2015-2/3,DRWDDr-030-2016,2016-05-10T00:00:00-06:00,Auditoría Financiera y de Adquisiciones de los Recursos del Fondo Común Administrados por La Secretaría de Educación durante el año 2014,DRWDDr-7G3yrQ,Unidad de Adquisiciones Coordinadora de Programas y Proyectos (Plan EFA) ,consultingServices,DRWDDr-CP 004 DGA SEDUC 2015-2,030-2016,HNL,993200.0
ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2/4,2LAdQr-F V - 0 1 4 - 2 0 1 6,2016-02-01T00:00:00-06:00,MANTENIMIENTO PERIODICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LPN-FV-RVNP-01-2015-2,F V - 0 1 4 - 2 0 1 6,HNL,7561596.01
ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2/4,2LAdQr-F V - 0 2 0 - 2 0 1 6,2016-02-09T00:00:00-06:00,MANTENIMIENTO PERIODICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LPN-FV-RVNP-01-2015-2,F V - 0 2 0 - 2 0 1 6,HNL,7231312.94
ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2/4,2LAdQr-FV - 019 - 2016,2016-02-09T00:00:00-06:00,MANTENIMIENTO PERIODICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LPN-FV-RVNP-01-2015-2,FV - 019 - 2016,HNL,9963336.04
ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2/4,2LAdQr-FV -0 1 5 - 2016,2016-02-15T00:00:00-06:00,MANTENIMIENTO PERIODICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LPN-FV-RVNP-01-2015-2,FV -0 1 5 - 2016,HNL,8423312.55
ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-011 -2016,2016-01-29T00:00:00-06:00,MANTENIMIENTO PERIODICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LPN-FV-RVNP-01-2015-2,FV-011 -2016,HNL,10225321.24
ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-144-2015,2015-09-25T00:00:00-06:00,MANTENIMIENTO PERIODICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LPN-FV-RVNP-01-2015-2,FV-144-2015,HNL,9834622.96
ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-147-2015,2015-09-30T00:00:00-06:00,MANTENIMIENTO PERIODICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LPN-FV-RVNP-01-2015-2,FV-147-2015,HNL,8831678.62
ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-148-2015,2015-10-23T00:00:00-06:00,MANTENIMIENTO PERIODICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LPN-FV-RVNP-01-2015-2,FV-148-2015,HNL,11257125.84
ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-151-2015,2015-10-30T00:00:00-06:00,MANTENIMIENTO PERIODICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LPN-FV-RVNP-01-2015-2,FV-151-2015,HNL,10487584.2
ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-157-2015,2015-11-06T00:00:00-06:00,MANTENIMIENTO PERIODICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LPN-FV-RVNP-01-2015-2,FV-157-2015,HNL,6047780.46
ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2/4,2LAdQr-FV- 10-2016,2016-01-26T00:00:00-06:00,SUPERVISIÓN DE LAS OBRAS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-CPN-FV-RVNP-01-2015-2,FV- 10-2016,HNL,1884766.48
ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-141-2015,2015-08-26T00:00:00-06:00,SUPERVISIÓN DE LAS OBRAS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-CPN-FV-RVNP-01-2015-2,FV-141-2015,HNL,2198894.22
ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-142-2015,2015-08-31T00:00:00-06:00,SUPERVISIÓN DE LAS OBRAS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-CPN-FV-RVNP-01-2015-2,FV-142-2015,HNL,2198894.22
ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-143-2015,2015-09-08T00:00:00-06:00,SUPERVISIÓN DE LAS OBRAS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-CPN-FV-RVNP-01-2015-2,FV-143-2015,HNL,2198894.22
ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-145-2015,2015-09-30T00:00:00-06:00,SUPERVISIÓN DE LAS OBRAS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-CPN-FV-RVNP-01-2015-2,FV-145-2015,HNL,1517068.85
ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-149-2015,2015-10-26T00:00:00-06:00,SUPERVISIÓN DE LAS OBRAS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-CPN-FV-RVNP-01-2015-2,FV-149-2015,HNL,2587340.29
ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-150-2015,2015-10-30T00:00:00-06:00,SUPERVISIÓN DE LAS OBRAS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-CPN-FV-RVNP-01-2015-2,FV-150-2015,HNL,2198894.22
