ocid,id,tender/id,tender/documents/0/id,tender/documents/0/url,tender/documents/0/documentType,tender/documents/0/format,tender/documents/0/description,tender/documents/0/title,tender/documents/0/datePublished
ocds-lcuori-jRDkQG-242-2015-2,ocds-lcuori-jRDkQG-242-2015-2/3,jRDkQG-242-2015-2,65301,http://h1.honducompras.gob.hn/Docs/Lic104242-2015602-ActadeRecepcionyAperturadeOfertas.jpg,x_recordOpeningTendersReceived,image/jpeg,Acta de Recepcion y Apertura de Ofertas,Acta de Recepcion y Apertura de Ofertas,2015-09-03T11:05:48.620000-06:00
ocds-lcuori-jRDkQG-243-2015-2,ocds-lcuori-jRDkQG-243-2015-2/3,jRDkQG-243-2015-2,64084,http://h1.honducompras.gob.hn/Docs/Lic104243-2015100-AvisodePrensa.pdf,tenderNotice,application/pdf,Aviso de Prensa,Aviso de Prensa,2015-08-03T11:36:22.733000-06:00
ocds-lcuori-jRDkQG-243-2015-2,ocds-lcuori-jRDkQG-243-2015-2/3,jRDkQG-243-2015-2,64085,http://h1.honducompras.gob.hn/Docs/Lic104243-2015201-PliegooTerminosdeReferencia.docx,biddingDocuments,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-08-03T11:36:36.337000-06:00
ocds-lcuori-jRDkQG-243-2015-2,ocds-lcuori-jRDkQG-243-2015-2/3,jRDkQG-243-2015-2,66201,http://h1.honducompras.gob.hn/Docs/Lic104243-2015602-ActadeRecepcionyAperturadeOfertas.pdf,x_recordOpeningTendersReceived,application/pdf,Acta de Recepcion y Apertura de Ofertas,Acta de Recepcion y Apertura de Ofertas,2015-09-23T09:42:45.913000-06:00
ocds-lcuori-jRDkQG-244-2015-2,ocds-lcuori-jRDkQG-244-2015-2/3,jRDkQG-244-2015-2,64086,http://h1.honducompras.gob.hn/Docs/Lic104244-2015100-AvisodePrensa.pdf,tenderNotice,application/pdf,Aviso de Prensa,Aviso de Prensa,2015-08-03T11:39:34.103000-06:00
ocds-lcuori-jRDkQG-244-2015-2,ocds-lcuori-jRDkQG-244-2015-2/3,jRDkQG-244-2015-2,64087,http://h1.honducompras.gob.hn/Docs/Lic104244-2015201-PliegooTerminosdeReferencia.docx,biddingDocuments,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-08-03T11:39:44.007000-06:00
ocds-lcuori-jRDkQG-244-2015-2,ocds-lcuori-jRDkQG-244-2015-2/3,jRDkQG-244-2015-2,66199,http://h1.honducompras.gob.hn/Docs/Lic104244-2015602-ActadeRecepcionyAperturadeOfertas.pdf,x_recordOpeningTendersReceived,application/pdf,Acta de Recepcion y Apertura de Ofertas,Acta de Recepcion y Apertura de Ofertas,2015-09-23T09:40:55.433000-06:00
ocds-lcuori-7GX7XL-CP-003-2743-2015-UAFCE-2,ocds-lcuori-7GX7XL-CP-003-2743-2015-UAFCE-2/3,7GX7XL-CP-003-2743-2015-UAFCE-2,66322,http://h1.honducompras.gob.hn/Docs/Lic559CP-003-2743-2015-UAFCE200-PliegooTerminosdeReferencia.pdf,biddingDocuments,application/pdf,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-09-24T14:06:15.550000-06:00
ocds-lcuori-jRDkQG-245-2015-2,ocds-lcuori-jRDkQG-245-2015-2/3,jRDkQG-245-2015-2,64088,http://h1.honducompras.gob.hn/Docs/Lic104245-2015100-AvisodePrensa.pdf,tenderNotice,application/pdf,Aviso de Prensa,Aviso de Prensa,2015-08-03T11:41:13.307000-06:00
ocds-lcuori-jRDkQG-245-2015-2,ocds-lcuori-jRDkQG-245-2015-2/3,jRDkQG-245-2015-2,64089,http://h1.honducompras.gob.hn/Docs/Lic104245-2015201-PliegooTerminosdeReferencia.docx,biddingDocuments,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-08-03T11:41:27.280000-06:00
ocds-lcuori-jRDkQG-245-2015-2,ocds-lcuori-jRDkQG-245-2015-2/3,jRDkQG-245-2015-2,66197,http://h1.honducompras.gob.hn/Docs/Lic104245-2015602-ActadeRecepcionyAperturadeOfertas.pdf,x_recordOpeningTendersReceived,application/pdf,Acta de Recepcion y Apertura de Ofertas,Acta de Recepcion y Apertura de Ofertas,2015-09-23T09:39:45.850000-06:00
ocds-lcuori-jRDkQG-246-2015-2,ocds-lcuori-jRDkQG-246-2015-2/3,jRDkQG-246-2015-2,64091,http://h1.honducompras.gob.hn/Docs/Lic104246-2015100-AvisodePrensa.pdf,tenderNotice,application/pdf,Aviso de Prensa,Aviso de Prensa,2015-08-03T11:45:34.820000-06:00
ocds-lcuori-jRDkQG-246-2015-2,ocds-lcuori-jRDkQG-246-2015-2/3,jRDkQG-246-2015-2,64092,http://h1.honducompras.gob.hn/Docs/Lic104246-2015201-PliegooTerminosdeReferencia.docx,biddingDocuments,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-08-03T11:45:49.527000-06:00
ocds-lcuori-7rBxpG-LPrivada No.05-2015-2,ocds-lcuori-7rBxpG-LPrivada No.05-2015-2/3,7rBxpG-LPrivada No.05-2015-2,66323,http://h1.honducompras.gob.hn/Docs/Lic123LPrivada%20No.05-2015100-AvisodePrensa.pdf,tenderNotice,application/pdf,Aviso de Prensa,Aviso de Prensa,2015-09-24T14:33:49.180000-06:00
ocds-lcuori-7rBxpG-LPrivada No.05-2015-2,ocds-lcuori-7rBxpG-LPrivada No.05-2015-2/3,7rBxpG-LPrivada No.05-2015-2,66324,http://h1.honducompras.gob.hn/Docs/Lic123LPrivada%20No.05-2015201-PliegooTerminosdeReferencia.pdf,biddingDocuments,application/pdf,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-09-24T14:34:16.720000-06:00
ocds-lcuori-7rBxpG-LPrivada No.05-2015-2,ocds-lcuori-7rBxpG-LPrivada No.05-2015-2/3,7rBxpG-LPrivada No.05-2015-2,69524,http://h1.honducompras.gob.hn/Docs/Lic123LPrivada%20No.05-20151102-DeclaratoriadeProcesoDesierto.pdf,cancellationDetails,application/pdf,Declaratoria de Proceso Desierto,Declaratoria de Proceso Desierto,2015-11-26T13:51:12.817000-06:00
ocds-lcuori-jRDkQG-247-2015-2,ocds-lcuori-jRDkQG-247-2015-2/3,jRDkQG-247-2015-2,64094,http://h1.honducompras.gob.hn/Docs/Lic104247-2015100-AvisodePrensa.pdf,tenderNotice,application/pdf,Aviso de Prensa,Aviso de Prensa,2015-08-03T11:48:33.140000-06:00
ocds-lcuori-jRDkQG-247-2015-2,ocds-lcuori-jRDkQG-247-2015-2/3,jRDkQG-247-2015-2,64095,http://h1.honducompras.gob.hn/Docs/Lic104247-2015201-PliegooTerminosdeReferencia.docx,biddingDocuments,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-08-03T11:48:45.610000-06:00
ocds-lcuori-jRDkQG-247-2015-2,ocds-lcuori-jRDkQG-247-2015-2/3,jRDkQG-247-2015-2,66195,http://h1.honducompras.gob.hn/Docs/Lic104247-2015602-ActadeRecepcionyAperturadeOfertas.pdf,x_recordOpeningTendersReceived,application/pdf,Acta de Recepcion y Apertura de Ofertas,Acta de Recepcion y Apertura de Ofertas,2015-09-23T09:38:16.923000-06:00
ocds-lcuori-jRDkQG-248-2015-2,ocds-lcuori-jRDkQG-248-2015-2/3,jRDkQG-248-2015-2,64096,http://h1.honducompras.gob.hn/Docs/Lic104248-2015100-AvisodePrensa.pdf,tenderNotice,application/pdf,Aviso de Prensa,Aviso de Prensa,2015-08-03T11:56:48.530000-06:00
ocds-lcuori-jRDkQG-248-2015-2,ocds-lcuori-jRDkQG-248-2015-2/3,jRDkQG-248-2015-2,64097,http://h1.honducompras.gob.hn/Docs/Lic104248-2015201-PliegooTerminosdeReferencia.docx,biddingDocuments,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-08-03T11:56:58.780000-06:00
ocds-lcuori-jRDkQG-248-2015-2,ocds-lcuori-jRDkQG-248-2015-2/3,jRDkQG-248-2015-2,65638,http://h1.honducompras.gob.hn/Docs/Lic104248-2015602-ActadeRecepcionyAperturadeOfertas.pdf,x_recordOpeningTendersReceived,application/pdf,Acta de Recepcion y Apertura de Ofertas,Acta de Recepcion y Apertura de Ofertas,2015-09-10T09:33:17.527000-06:00
ocds-lcuori-2LmqDL-LPrNO-83-AMDC-115-2015-2-2,ocds-lcuori-2LmqDL-LPrNO-83-AMDC-115-2015-2-2/3,2LmqDL-LPrNO-83-AMDC-115-2015-2-2,68577,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-83-AMDC-115-2015-2100-AvisodePrensa.pdf,tenderNotice,application/pdf,Aviso de Prensa,Aviso de Prensa,2015-11-10T15:47:05.417000-06:00
ocds-lcuori-2LmqDL-LPrNO-83-AMDC-115-2015-2-2,ocds-lcuori-2LmqDL-LPrNO-83-AMDC-115-2015-2-2/3,2LmqDL-LPrNO-83-AMDC-115-2015-2-2,68812,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-83-AMDC-115-2015-2201-PliegooTerminosdeReferencia.pdf,biddingDocuments,application/pdf,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-11-13T11:48:16.237000-06:00
ocds-lcuori-2LmqDL-LPrNO-83-AMDC-115-2015-2-2,ocds-lcuori-2LmqDL-LPrNO-83-AMDC-115-2015-2-2/3,2LmqDL-LPrNO-83-AMDC-115-2015-2-2,69641,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-83-AMDC-115-2015-2602-ActadeRecepcionyAperturadeOfertas.pdf,x_recordOpeningTendersReceived,application/pdf,Acta de Recepcion y Apertura de Ofertas,Acta de Recepcion y Apertura de Ofertas,2015-12-01T09:19:26.807000-06:00
ocds-lcuori-7G3Myr-LP-037-1252-HSP-2015-2,ocds-lcuori-7G3Myr-LP-037-1252-HSP-2015-2/3,7G3Myr-LP-037-1252-HSP-2015-2,64104,http://h1.honducompras.gob.hn/Docs/Lic96LP-037-1252-HSP-2015100-AvisodePrensa.docx,tenderNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Aviso de Prensa,Aviso de Prensa,2015-08-03T15:12:27.643000-06:00
ocds-lcuori-7G3Myr-LP-037-1252-HSP-2015-2,ocds-lcuori-7G3Myr-LP-037-1252-HSP-2015-2/3,7G3Myr-LP-037-1252-HSP-2015-2,64105,http://h1.honducompras.gob.hn/Docs/Lic96LP-037-1252-HSP-2015601-ActadeRecepcionyAperturadeOfertas.docx,x_recordOpeningTendersReceived,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Acta de Recepcion y Apertura de Ofertas,Acta de Recepcion y Apertura de Ofertas,2015-08-03T15:22:09.633000-06:00
ocds-lcuori-2LAakL-61-2015-2,ocds-lcuori-2LAakL-61-2015-2/3,2LAakL-61-2015-2,68294,http://h1.honducompras.gob.hn/Docs/Lic8161-2015100-AvisodePrensa.docx,tenderNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Aviso de Prensa,Aviso de Prensa,2015-11-05T13:47:16.580000-06:00
ocds-lcuori-2LAakL-61-2015-2,ocds-lcuori-2LAakL-61-2015-2/3,2LAakL-61-2015-2,68295,http://h1.honducompras.gob.hn/Docs/Lic8161-2015201-PliegooTerminosdeReferencia.doc,biddingDocuments,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-11-05T13:47:27.480000-06:00
ocds-lcuori-2LAakL-61-2015-2,ocds-lcuori-2LAakL-61-2015-2/3,2LAakL-61-2015-2,68300,http://h1.honducompras.gob.hn/Docs/Lic8161-2015602-ActadeRecepcionyAperturadeOfertas.xlsx,x_recordOpeningTendersReceived,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,Acta de Recepcion y Apertura de Ofertas,Acta de Recepcion y Apertura de Ofertas,2015-11-05T14:00:07.177000-06:00
ocds-lcuori-MrMmdr-DEI-UEP-LPN-031-2014-2,ocds-lcuori-MrMmdr-DEI-UEP-LPN-031-2014-2/4,MrMmdr-DEI-UEP-LPN-031-2014-2,55921,http://h1.honducompras.gob.hn/Docs/Lic784DEI-UEP-LPN-031-2014100-AvisodePrensa.pdf,tenderNotice,application/pdf,Aviso de Prensa,Aviso de Prensa,2015-01-22T10:31:21.723000-06:00
ocds-lcuori-MrMmdr-DEI-UEP-LPN-031-2014-2,ocds-lcuori-MrMmdr-DEI-UEP-LPN-031-2014-2/4,MrMmdr-DEI-UEP-LPN-031-2014-2,55924,http://h1.honducompras.gob.hn/Docs/Lic784DEI-UEP-LPN-031-2014201-PliegooTerminosdeReferencia.pdf,biddingDocuments,application/pdf,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-01-22T10:54:58.897000-06:00
ocds-lcuori-MrMmdr-DEI-UEP-LPN-031-2014-2,ocds-lcuori-MrMmdr-DEI-UEP-LPN-031-2014-2/4,MrMmdr-DEI-UEP-LPN-031-2014-2,57086,http://h1.honducompras.gob.hn/Docs/Lic784DEI-UEP-LPN-031-2014602-ActadeRecepcionyAperturadeOfertas.pdf,x_recordOpeningTendersReceived,application/pdf,Acta de Recepcion y Apertura de Ofertas,Acta de Recepcion y Apertura de Ofertas,2015-02-20T13:44:19.407000-06:00
ocds-lcuori-vGZWNR-LP-002-2015-2,ocds-lcuori-vGZWNR-LP-002-2015-2/3,vGZWNR-LP-002-2015-2,55922,http://h1.honducompras.gob.hn/Docs/Lic117LP-002-2015100-AvisodePrensa.pdf,tenderNotice,application/pdf,Aviso de Prensa,Aviso de Prensa,2015-01-22T10:44:21.283000-06:00
ocds-lcuori-vGZWNR-LP-002-2015-2,ocds-lcuori-vGZWNR-LP-002-2015-2/3,vGZWNR-LP-002-2015-2,55923,http://h1.honducompras.gob.hn/Docs/Lic117LP-002-2015201-PliegooTerminosdeReferencia.doc,biddingDocuments,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-01-22T10:48:40.790000-06:00
ocds-lcuori-vGZWNR-LP-002-2015-2,ocds-lcuori-vGZWNR-LP-002-2015-2/3,vGZWNR-LP-002-2015-2,55967,http://h1.honducompras.gob.hn/Docs/Lic117LP-002-20151102-DeclaratoriadeProcesoDesierto.pdf,cancellationDetails,application/pdf,Declaratoria de Proceso Desierto,Declaratoria de Proceso Desierto,2015-01-26T11:04:22.343000-06:00
ocds-lcuori-2LApxr-LPN-MITIGAR-BIENES-02-2015-2,ocds-lcuori-2LApxr-LPN-MITIGAR-BIENES-02-2015-2/3,2LApxr-LPN-MITIGAR-BIENES-02-2015-2,58593,http://h1.honducompras.gob.hn/Docs/Lic637LPN-MITIGAR-BIENES-02-2015100-AvisodePrensa.pdf,tenderNotice,application/pdf,Aviso de Prensa,Aviso de Prensa,2015-03-23T13:43:11.500000-06:00
ocds-lcuori-2LApxr-LPN-MITIGAR-BIENES-02-2015-2,ocds-lcuori-2LApxr-LPN-MITIGAR-BIENES-02-2015-2/3,2LApxr-LPN-MITIGAR-BIENES-02-2015-2,58596,http://h1.honducompras.gob.hn/Docs/Lic637LPN-MITIGAR-BIENES-02-2015201-PliegooTerminosdeReferencia.pdf,biddingDocuments,application/pdf,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-03-23T14:00:32.923000-06:00
ocds-lcuori-2LApxr-LPN-MITIGAR-BIENES-02-2015-2,ocds-lcuori-2LApxr-LPN-MITIGAR-BIENES-02-2015-2/3,2LApxr-LPN-MITIGAR-BIENES-02-2015-2,59205,http://h1.honducompras.gob.hn/Docs/Lic637LPN-MITIGAR-BIENES-02-2015402-EnmiendaoAdendum.pdf,x_amendment,application/pdf,Enmienda o Adendum,Enmienda o Adendum,2015-04-10T14:52:49.633000-06:00
ocds-lcuori-2LApxr-LPN-MITIGAR-BIENES-02-2015-2,ocds-lcuori-2LApxr-LPN-MITIGAR-BIENES-02-2015-2/3,2LApxr-LPN-MITIGAR-BIENES-02-2015-2,59206,http://h1.honducompras.gob.hn/Docs/Lic637LPN-MITIGAR-BIENES-02-2015503-Aclaratoria.pdf,clarifications,application/pdf,Aclaratoria,Aclaratoria,2015-04-10T14:53:09.330000-06:00
ocds-lcuori-2LApxr-LPN-MITIGAR-BIENES-02-2015-2,ocds-lcuori-2LApxr-LPN-MITIGAR-BIENES-02-2015-2/3,2LApxr-LPN-MITIGAR-BIENES-02-2015-2,59844,http://h1.honducompras.gob.hn/Docs/Lic637LPN-MITIGAR-BIENES-02-2015604-ActadeRecepcionyAperturadeOfertas.pdf,x_recordOpeningTendersReceived,application/pdf,Acta de Recepcion y Apertura de Ofertas,Acta de Recepcion y Apertura de Ofertas,2015-04-28T09:48:26.787000-06:00
ocds-lcuori-yRlm9r-CD-01-2015-2,ocds-lcuori-yRlm9r-CD-01-2015-2/3,yRlm9r-CD-01-2015-2,68589,http://h1.honducompras.gob.hn/Docs/Lic176CD-01-2015102-AvisodePrensa.docx,tenderNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Aviso de Prensa,Aviso de Prensa,2015-11-11T09:07:14.133000-06:00
ocds-lcuori-yRlm9r-CD-01-2015-2,ocds-lcuori-yRlm9r-CD-01-2015-2/3,yRlm9r-CD-01-2015-2,68579,http://h1.honducompras.gob.hn/Docs/Lic176CD-01-2015200-PliegooTerminosdeReferencia.pdf,biddingDocuments,application/pdf,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-11-10T16:33:35.190000-06:00
ocds-lcuori-yRlm9r-CD-01-2015-2,ocds-lcuori-yRlm9r-CD-01-2015-2/3,yRlm9r-CD-01-2015-2,68580,http://h1.honducompras.gob.hn/Docs/Lic176CD-01-20151401-AnexosalPliego.pdf,x_solicitationDocumentAnnexe,application/pdf,Anexos al Pliego ,Anexos al Pliego ,2015-11-10T16:33:46.343000-06:00
ocds-lcuori-yRlm9r-CD-02-2015-2,ocds-lcuori-yRlm9r-CD-02-2015-2/3,yRlm9r-CD-02-2015-2,68587,http://h1.honducompras.gob.hn/Docs/Lic176CD-02-2015102-AvisodePrensa.docx,tenderNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Aviso de Prensa,Aviso de Prensa,2015-11-11T09:05:04.870000-06:00
ocds-lcuori-yRlm9r-CD-02-2015-2,ocds-lcuori-yRlm9r-CD-02-2015-2/3,yRlm9r-CD-02-2015-2,68581,http://h1.honducompras.gob.hn/Docs/Lic176CD-02-2015200-PliegooTerminosdeReferencia.pdf,biddingDocuments,application/pdf,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-11-10T16:38:15.920000-06:00
ocds-lcuori-yRlm9r-CD-02-2015-2,ocds-lcuori-yRlm9r-CD-02-2015-2/3,yRlm9r-CD-02-2015-2,68582,http://h1.honducompras.gob.hn/Docs/Lic176CD-02-20151401-AnexosalPliego.pdf,x_solicitationDocumentAnnexe,application/pdf,Anexos al Pliego ,Anexos al Pliego ,2015-11-10T16:39:19.927000-06:00
ocds-lcuori-wrV3LP-CPN-IDECOAS-FHIS-DIM-CARSI-001-2015-2,ocds-lcuori-wrV3LP-CPN-IDECOAS-FHIS-DIM-CARSI-001-2015-2/3,wrV3LP-CPN-IDECOAS-FHIS-DIM-CARSI-001-2015-2,55929,http://h1.honducompras.gob.hn/Docs/Lic11CPN-IDECOAS-FHIS-DIM-CARSI-001-2015101-AvisodePrensa.pdf,tenderNotice,application/pdf,Aviso de Prensa,Aviso de Prensa,2015-01-22T11:58:57.723000-06:00
ocds-lcuori-wrV3LP-CPN-IDECOAS-FHIS-DIM-CARSI-001-2015-2,ocds-lcuori-wrV3LP-CPN-IDECOAS-FHIS-DIM-CARSI-001-2015-2/3,wrV3LP-CPN-IDECOAS-FHIS-DIM-CARSI-001-2015-2,55928,http://h1.honducompras.gob.hn/Docs/Lic11CPN-IDECOAS-FHIS-DIM-CARSI-001-2015200-PliegooTerminosdeReferencia.pdf,biddingDocuments,application/pdf,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-01-22T11:58:32.710000-06:00
ocds-lcuori-lRojQG-18001-2,ocds-lcuori-lRojQG-18001-2/3,lRojQG-18001-2,56163,http://h1.honducompras.gob.hn/Docs/Lic64518001100-AvisodePrensa.xls,tenderNotice,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,Aviso de Prensa,Aviso de Prensa,2015-02-02T09:43:09.557000-06:00
ocds-lcuori-lRojQG-18001-2,ocds-lcuori-lRojQG-18001-2/3,lRojQG-18001-2,56206,http://h1.honducompras.gob.hn/Docs/Lic64518001201-PliegooTerminosdeReferencia.doc,biddingDocuments,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-02-03T11:24:07.210000-06:00
ocds-lcuori-lRojQG-18001-2,ocds-lcuori-lRojQG-18001-2/3,lRojQG-18001-2,56839,http://h1.honducompras.gob.hn/Docs/Lic64518001602-ActadeRecepcionyAperturadeOfertas.jpg,x_recordOpeningTendersReceived,image/jpeg,Acta de Recepcion y Apertura de Ofertas,Acta de Recepcion y Apertura de Ofertas,2015-02-17T11:53:28.323000-06:00
ocds-lcuori-kR2qdG-LP-16-HRSC-2015-2,ocds-lcuori-kR2qdG-LP-16-HRSC-2015-2/3,kR2qdG-LP-16-HRSC-2015-2,64724,http://h1.honducompras.gob.hn/Docs/Lic102LP-16-HRSC-2015100-AvisodePrensa.doc,tenderNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Aviso de Prensa,Aviso de Prensa,2015-08-18T16:18:02.457000-06:00
ocds-lcuori-kR2qdG-LP-16-HRSC-2015-2,ocds-lcuori-kR2qdG-LP-16-HRSC-2015-2/3,kR2qdG-LP-16-HRSC-2015-2,64747,http://h1.honducompras.gob.hn/Docs/Lic102LP-16-HRSC-2015601-ActadeRecepcionyAperturadeOfertas.pdf,x_recordOpeningTendersReceived,application/pdf,Acta de Recepcion y Apertura de Ofertas,Acta de Recepcion y Apertura de Ofertas,2015-08-18T17:34:34.233000-06:00
ocds-lcuori-yRl6pL-EI 001 SSIS PRAF BID 2937 2015-2,ocds-lcuori-yRl6pL-EI 001 SSIS PRAF BID 2937 2015-2/3,yRl6pL-EI 001 SSIS PRAF BID 2937 2015-2,55933,http://h1.honducompras.gob.hn/Docs/Lic232EI%20001%20SSIS%20PRAF%20BID%202937%202015200-PliegooTerminosdeReferencia.pdf,biddingDocuments,application/pdf,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-01-22T13:44:21.570000-06:00
ocds-lcuori-yRl6pL-EI 001 SSIS PRAF BID 2937 2015-2,ocds-lcuori-yRl6pL-EI 001 SSIS PRAF BID 2937 2015-2/3,yRl6pL-EI 001 SSIS PRAF BID 2937 2015-2,57102,http://h1.honducompras.gob.hn/Docs/Lic232EI%20001%20SSIS%20PRAF%20BID%202937%202015401-EnmiendaoAdendum.pdf,x_amendment,application/pdf,Enmienda o Adendum,Enmienda o Adendum,2015-02-20T18:43:47.630000-06:00
ocds-lcuori-yRl6pL-EI 001 SSIS PRAF BID 2937 2015-2,ocds-lcuori-yRl6pL-EI 001 SSIS PRAF BID 2937 2015-2/3,yRl6pL-EI 001 SSIS PRAF BID 2937 2015-2,60821,http://h1.honducompras.gob.hn/Docs/Lic232EI%20001%20SSIS%20PRAF%20BID%202937%202015602-ActadeRecepcionyAperturadeOfertas.pdf,x_recordOpeningTendersReceived,application/pdf,Acta de Recepcion y Apertura de Ofertas,Acta de Recepcion y Apertura de Ofertas,2015-05-21T17:23:44.493000-06:00
ocds-lcuori-yRl6pL-EI 002 SSIS PRAF BID 2937 2015-2,ocds-lcuori-yRl6pL-EI 002 SSIS PRAF BID 2937 2015-2/3,yRl6pL-EI 002 SSIS PRAF BID 2937 2015-2,55937,http://h1.honducompras.gob.hn/Docs/Lic232EI%20002%20SSIS%20PRAF%20BID%202937%202015200-PliegooTerminosdeReferencia.pdf,biddingDocuments,application/pdf,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-01-22T14:01:51.333000-06:00
ocds-lcuori-yRl6pL-EI 002 SSIS PRAF BID 2937 2015-2,ocds-lcuori-yRl6pL-EI 002 SSIS PRAF BID 2937 2015-2/3,yRl6pL-EI 002 SSIS PRAF BID 2937 2015-2,60823,http://h1.honducompras.gob.hn/Docs/Lic232EI%20002%20SSIS%20PRAF%20BID%202937%202015601-ActadeRecepcionyAperturadeOfertas.pdf,x_recordOpeningTendersReceived,application/pdf,Acta de Recepcion y Apertura de Ofertas,Acta de Recepcion y Apertura de Ofertas,2015-05-21T17:25:30.070000-06:00
ocds-lcuori-2LAakL-46-2015-2,ocds-lcuori-2LAakL-46-2015-2/3,2LAakL-46-2015-2,65709,http://h1.honducompras.gob.hn/Docs/Lic8146-2015100-AvisodePrensa.docx,tenderNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Aviso de Prensa,Aviso de Prensa,2015-09-11T09:35:41.270000-06:00
ocds-lcuori-2LAakL-46-2015-2,ocds-lcuori-2LAakL-46-2015-2/3,2LAakL-46-2015-2,65710,http://h1.honducompras.gob.hn/Docs/Lic8146-2015201-PliegooTerminosdeReferencia.doc,biddingDocuments,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-09-11T09:36:58.060000-06:00
ocds-lcuori-2LAakL-46-2015-2,ocds-lcuori-2LAakL-46-2015-2/3,2LAakL-46-2015-2,65711,http://h1.honducompras.gob.hn/Docs/Lic8146-2015602-ActadeRecepcionyAperturadeOfertas.xlsx,x_recordOpeningTendersReceived,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,Acta de Recepcion y Apertura de Ofertas,Acta de Recepcion y Apertura de Ofertas,2015-09-11T09:40:46.167000-06:00
ocds-lcuori-lRojQG-18002-2,ocds-lcuori-lRojQG-18002-2/3,lRojQG-18002-2,56166,http://h1.honducompras.gob.hn/Docs/Lic64518002101-AvisodePrensa.xls,tenderNotice,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,Aviso de Prensa,Aviso de Prensa,2015-02-02T09:45:53.130000-06:00
ocds-lcuori-lRojQG-18002-2,ocds-lcuori-lRojQG-18002-2/3,lRojQG-18002-2,56207,http://h1.honducompras.gob.hn/Docs/Lic64518002201-PliegooTerminosdeReferencia.doc,biddingDocuments,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,Pliego o Terminos de Referencia,2015-02-03T11:24:35.457000-06:00
ocds-lcuori-lRojQG-18002-2,ocds-lcuori-lRojQG-18002-2/3,lRojQG-18002-2,56840,http://h1.honducompras.gob.hn/Docs/Lic64518002602-ActadeRecepcionyAperturadeOfertas.jpg,x_recordOpeningTendersReceived,image/jpeg,Acta de Recepcion y Apertura de Ofertas,Acta de Recepcion y Apertura de Ofertas,2015-02-17T11:54:19.103000-06:00
ocds-lcuori-kR2qdG-LP-17-HRSC-2015-2,ocds-lcuori-kR2qdG-LP-17-HRSC-2015-2/3,kR2qdG-LP-17-HRSC-2015-2,64725,http://h1.honducompras.gob.hn/Docs/Lic102LP-17-HRSC-2015100-AvisodePrensa.doc,tenderNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Aviso de Prensa,Aviso de Prensa,2015-08-18T16:23:34.723000-06:00
