ocid,id,parties/0/id,parties/0/memberOf/0/id,parties/0/memberOf/0/name
ocds-lcuori-yRlZYL-SEP-GA-66-2015-1,ocds-lcuori-yRlZYL-SEP-GA-66-2015-1/3,yRlZYL-lRo2G5,lRo2G5,Secretaría de Estado del Despacho Presidencial
ocds-lcuori-kR2qdG-CC-05-HRSC-2015-2,ocds-lcuori-kR2qdG-CC-05-HRSC-2015-2/3,kR2qdG-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-XRbOkr-CS-CSJ-2015-0715-1,ocds-lcuori-XRbOkr-CS-CSJ-2015-0715-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-mGE7er-CM-066-DINAF-2015-1,ocds-lcuori-mGE7er-CM-066-DINAF-2015-1/3,mGE7er-2LA41r,2LA41r,"Dirección de Niñez, Adolescencia y Familia"
ocds-lcuori-orvOoL-Pedido No 159-2015 Medicinas-1,ocds-lcuori-orvOoL-Pedido No 159-2015 Medicinas-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-MLQW8R-1236-2015-1,ocds-lcuori-MLQW8R-1236-2015-1/3,MLQW8R-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-XRbOkr-CS-CSJ-2015-0716-1,ocds-lcuori-XRbOkr-CS-CSJ-2015-0716-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-DL9kwR-CC-5569-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5569-TSC-2015-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-1RaMnR-037-2015-1,ocds-lcuori-1RaMnR-037-2015-1/3,1RaMnR-jRDnwL,jRDnwL,Direccion de Investigacion y Evaluacion de la Carrera Policial
ocds-lcuori-orvovL-UNAH-SEAF-OC-2192-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2192-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-DL9kwR-CC-5570-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5570-TSC-2015-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-DL9kwR-CC-5571-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5571-TSC-2015-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-orvOoL-Pedido No 134-2015 Medicinas-1,ocds-lcuori-orvOoL-Pedido No 134-2015 Medicinas-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-DL9kwR-CC-5572-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5572-TSC-2015-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-DL9kwR-CC-5573-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5573-TSC-2015-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-orvovL-UNAH-SEAF-OC-2195-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2195-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-JL7W2L-1610.-1,ocds-lcuori-JL7W2L-1610.-1/3,JL7W2L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-XRbOkr-CS-CSJ-2015-0717-1,ocds-lcuori-XRbOkr-CS-CSJ-2015-0717-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-vGZWNR-110000332-1,ocds-lcuori-vGZWNR-110000332-1/3,vGZWNR-orvxDG,orvxDG,Instituto Hondureño de Seguridad Social
ocds-lcuori-PGJPBr-062-2015 credito 4641-HN-1,ocds-lcuori-PGJPBr-062-2015 credito 4641-HN-1/3,PGJPBr-2Lmz0G,2Lmz0G,Programa de Administración de Tierras de Honduras
ocds-lcuori-orvovL-UNAH-SEAF-OC-2199-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2199-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-orvovL-UNAH-SEAF-OC-2203-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2203-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-orvDGM-09-03-15-1,ocds-lcuori-orvDGM-09-03-15-1/3,orvDGM-jRDVLk,jRDVLk,Servicio Autónomo Nacional de Acueductos y Alcantarillados
ocds-lcuori-orvDGM-12-03-15-1,ocds-lcuori-orvDGM-12-03-15-1/3,orvDGM-jRDVLk,jRDVLk,Servicio Autónomo Nacional de Acueductos y Alcantarillados
ocds-lcuori-orvDGM-17-03-15-1,ocds-lcuori-orvDGM-17-03-15-1/3,orvDGM-jRDVLk,jRDVLk,Servicio Autónomo Nacional de Acueductos y Alcantarillados
ocds-lcuori-orvovL-UNAH-SEAF-OC-2207-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2207-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-KLg9wR-030-15-1,ocds-lcuori-KLg9wR-030-15-1/3,KLg9wR-8L4pPL,8L4pPL,Instituto Nacional de Jubilaciones y Pensiones de los Empleados Públicos
ocds-lcuori-orvovL-UNAH-SEAF-OC-2215-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2215-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-ERpaPr-32-2015-1,ocds-lcuori-ERpaPr-32-2015-1/3,ERpaPr-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-ERpaPr-33-2015-1,ocds-lcuori-ERpaPr-33-2015-1/3,ERpaPr-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-ERpaPr-35-2015-1,ocds-lcuori-ERpaPr-35-2015-1/3,ERpaPr-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-Zr5B9L-C-0242-2015-PE-0182-2015-1,ocds-lcuori-Zr5B9L-C-0242-2015-PE-0182-2015-1/4,Zr5B9L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-Zr56vL-M-00151-1,ocds-lcuori-Zr56vL-M-00151-1/3,Zr56vL-jRDdVR,jRDdVR,Instituto Nacional de Formación Profesional
ocds-lcuori-7G3oBG-CM-018-2015-1,ocds-lcuori-7G3oBG-CM-018-2015-1/3,7G3oBG-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-NLPAVG-INAM-FN-022-2015-1,ocds-lcuori-NLPAVG-INAM-FN-022-2015-1/3,NLPAVG-ERpqPr,ERpqPr,Instituto Nacional de la Mujer
ocds-lcuori-DL9kwR-CC-5577-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5577-TSC-2015-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-orvovL-UNAH-SEAF-OC-2228-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2228-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-jRDA5r-Solicitud 602 A-1,ocds-lcuori-jRDA5r-Solicitud 602 A-1/3,jRDA5r-MLQ77R,MLQ77R,Heroico y Benemérito Cuerpo de Bomberos de Honduras
ocds-lcuori-PGJPBr-CM-064-PATH-2015-1,ocds-lcuori-PGJPBr-CM-064-PATH-2015-1/3,PGJPBr-2Lmz0G,2Lmz0G,Programa de Administración de Tierras de Honduras
ocds-lcuori-DL9kwR-CC-5578-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5578-TSC-2015-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-orvovL-UNAH-SEAF-OC-2234-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2234-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-grxy3L-004-2015-1,ocds-lcuori-grxy3L-004-2015-1/3,grxy3L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-orvovL-UNAH-SEAF-OC-2238-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2238-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-MLQmwL-CPN-005-2015-2,ocds-lcuori-MLQmwL-CPN-005-2015-2/4,MLQmwL-gLn5gr,gLn5gr,Secretaría de Coordinación General del Gobierno
ocds-lcuori-DL9kwR-CC-5581-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5581-TSC-2015-1/4,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-grxy3L-007-2015-1,ocds-lcuori-grxy3L-007-2015-1/3,grxy3L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-PLe00r-CONEANFO-PROELEM-22-03-2015-1,ocds-lcuori-PLe00r-CONEANFO-PROELEM-22-03-2015-1/3,PLe00r-PR8P5R,PR8P5R,Comisión Nacional de Educación Alternativa No Formal
ocds-lcuori-7G3oBG-CM-021-2015-1,ocds-lcuori-7G3oBG-CM-021-2015-1/3,7G3oBG-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-orvovL-UNAH-SEAF-OC-2240-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2240-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-jRDA5r-Solicitud 601 A-1,ocds-lcuori-jRDA5r-Solicitud 601 A-1/3,jRDA5r-MLQ77R,MLQ77R,Heroico y Benemérito Cuerpo de Bomberos de Honduras
ocds-lcuori-4LOY7R-11-2015-1,ocds-lcuori-4LOY7R-11-2015-1/3,4LOY7R-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-orvovL-UNAH-SEAF-OC-2252-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2252-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-0rw5YG-44-2015-1,ocds-lcuori-0rw5YG-44-2015-1/3,0rw5YG-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-jRDA5r-solicitud 267 A-1,ocds-lcuori-jRDA5r-solicitud 267 A-1/3,jRDA5r-MLQ77R,MLQ77R,Heroico y Benemérito Cuerpo de Bomberos de Honduras
ocds-lcuori-orvPDG-CM-110-ONCAE-2015-1,ocds-lcuori-orvPDG-CM-110-ONCAE-2015-1/3,orvPDG-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-ERpaPr-38-2015-1,ocds-lcuori-ERpaPr-38-2015-1/3,ERpaPr-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-orvovL-UNAH-SEAF-OC-2256-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2256-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-XRbOkr-CS-CSJ-2015-0290-1,ocds-lcuori-XRbOkr-CS-CSJ-2015-0290-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-DL9kwR-CC-5586-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5586-TSC-2015-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-orvovL-UNAH-SEAF-OC-2260-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2260-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-DL9kwR-CC-5587-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5587-TSC-2015-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-4LOxWG-144-2015-2,ocds-lcuori-4LOxWG-144-2015-2/3,4LOxWG-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-DL9kwR-CC-5588-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5588-TSC-2015-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-mGE7er-CM-067-DINAF-2015-1,ocds-lcuori-mGE7er-CM-067-DINAF-2015-1/3,mGE7er-2LA41r,2LA41r,"Dirección de Niñez, Adolescencia y Familia"
ocds-lcuori-orvovL-UNAH-SEAF-OC-2263-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2263-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00274-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00274-2015-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-orvovL-UNAH-SEAF-OC-2265-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2265-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00277-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00277-2015-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00278-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00278-2015-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00280-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00280-2015-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-orvovL-UNAH-SEAF-OC-2271-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2271-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-MLQmwL-CM-207-2015-1,ocds-lcuori-MLQmwL-CM-207-2015-1/3,MLQmwL-gLn5gr,gLn5gr,Secretaría de Coordinación General del Gobierno
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00284-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00284-2015-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-orvovL-UNAH-SEAF-OC-2275-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2275-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-mGE7er-CM-130-DINAF-2015-1,ocds-lcuori-mGE7er-CM-130-DINAF-2015-1/3,mGE7er-2LA41r,2LA41r,"Dirección de Niñez, Adolescencia y Familia"
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00287-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00287-2015-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-XRbOkr-CS-CSJ-2015-0722-1,ocds-lcuori-XRbOkr-CS-CSJ-2015-0722-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00288-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00288-2015-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-MLQmwL-CM-208-2015-1,ocds-lcuori-MLQmwL-CM-208-2015-1/3,MLQmwL-gLn5gr,gLn5gr,Secretaría de Coordinación General del Gobierno
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00289-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00289-2015-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00290-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00290-2015-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-orvovL-UNAH-SEAF-OC-2364-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2364-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00291-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00291-2015-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00293-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00293-2015-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-DRWQ0L-HONNDUCOR-DC-00294-2015-1,ocds-lcuori-DRWQ0L-HONNDUCOR-DC-00294-2015-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00294-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00294-2015-1/4,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-orvovL-UNAH-SEAF-OC-2276-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2276-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00295-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00295-2015-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-orvovL-UNAH-SEAF-OC-2281-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2281-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-XRbOkr-CS-CSJ-2015-0080a-1,ocds-lcuori-XRbOkr-CS-CSJ-2015-0080a-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-DL9kwR-CC-5594-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5594-TSC-2015-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-orvovL-UNAH-SEAF-OC-2283-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2283-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-Zr56vL-41004-1,ocds-lcuori-Zr56vL-41004-1/3,Zr56vL-jRDdVR,jRDdVR,Instituto Nacional de Formación Profesional
ocds-lcuori-orvovL-UNAH-SEAF-OC-2288-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2288-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-orvovL-UNAH-SEAF-OC-2290-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2290-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00297-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00297-2015-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-mGE7er-CM-068-DINAF-2015-1,ocds-lcuori-mGE7er-CM-068-DINAF-2015-1/3,mGE7er-2LA41r,2LA41r,"Dirección de Niñez, Adolescencia y Familia"
ocds-lcuori-WRznvR-CONENANFO-PNET-DANLI-02-2015-1,ocds-lcuori-WRznvR-CONENANFO-PNET-DANLI-02-2015-1/3,WRznvR-PR8P5R,PR8P5R,Comisión Nacional de Educación Alternativa No Formal
ocds-lcuori-4LOwbL-CC-53-1,ocds-lcuori-4LOwbL-CC-53-1/3,4LOwbL-mrYvzL,mrYvzL,Instituto Hondureño de Mercadeo Agrícola
ocds-lcuori-4LOwbL-CC-56-2015-1,ocds-lcuori-4LOwbL-CC-56-2015-1/3,4LOwbL-mrYvzL,mrYvzL,Instituto Hondureño de Mercadeo Agrícola
ocds-lcuori-WRznvR-CONEANFO-PNET-DANLI-03-2015-1,ocds-lcuori-WRznvR-CONEANFO-PNET-DANLI-03-2015-1/3,WRznvR-PR8P5R,PR8P5R,Comisión Nacional de Educación Alternativa No Formal
ocds-lcuori-4LOwbL-CC-57-2015-1,ocds-lcuori-4LOwbL-CC-57-2015-1/3,4LOwbL-mrYvzL,mrYvzL,Instituto Hondureño de Mercadeo Agrícola
ocds-lcuori-PR847R-ICF-SCS-31-2015-1,ocds-lcuori-PR847R-ICF-SCS-31-2015-1/3,PR847R-JL7A7R,JL7A7R,"Instituto de Conservación y Desarrollo Forestal, Áreas Protegidas y Vida Silvestre"
ocds-lcuori-grxy3L-0007-2015-1,ocds-lcuori-grxy3L-0007-2015-1/3,grxy3L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-Er6Vdr-01-1,ocds-lcuori-Er6Vdr-01-1/3,Er6Vdr-JL7A7R,JL7A7R,"Instituto de Conservación y Desarrollo Forestal, Áreas Protegidas y Vida Silvestre"
ocds-lcuori-1RaElR-0062-2015-hsbi-1,ocds-lcuori-1RaElR-0062-2015-hsbi-1/3,1RaElR-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-jRDYor-CM-059-SEDIS-2015-1,ocds-lcuori-jRDYor-CM-059-SEDIS-2015-1/3,jRDYor-ERpA0r,ERpA0r,Secretaria de Desarrollo e Inclusión Social
ocds-lcuori-jRDA5r-Solicitud 516 A-1,ocds-lcuori-jRDA5r-Solicitud 516 A-1/3,jRDA5r-MLQ77R,MLQ77R,Heroico y Benemérito Cuerpo de Bomberos de Honduras
ocds-lcuori-1RaElR-0015-2015-hsbi-1,ocds-lcuori-1RaElR-0015-2015-hsbi-1/3,1RaElR-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-DL9kwR-CC-5748-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5748-TSC-2015-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-orvovL-UNAH-SEAF-OC-2371-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2371-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-grxy3L-008-2015-1,ocds-lcuori-grxy3L-008-2015-1/3,grxy3L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-MLQmwL-CM-063-2015-1,ocds-lcuori-MLQmwL-CM-063-2015-1/3,MLQmwL-gLn5gr,gLn5gr,Secretaría de Coordinación General del Gobierno
ocds-lcuori-PR847R-ICF-SCS-32-2015-1,ocds-lcuori-PR847R-ICF-SCS-32-2015-1/3,PR847R-JL7A7R,JL7A7R,"Instituto de Conservación y Desarrollo Forestal, Áreas Protegidas y Vida Silvestre"
ocds-lcuori-DL9kwR-CC-5749-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5749-TSC-2015-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-ERpaPr-42-2015-1,ocds-lcuori-ERpaPr-42-2015-1/3,ERpaPr-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-Er6Vdr-ICF-TRIFINIO-3-1,ocds-lcuori-Er6Vdr-ICF-TRIFINIO-3-1/3,Er6Vdr-JL7A7R,JL7A7R,"Instituto de Conservación y Desarrollo Forestal, Áreas Protegidas y Vida Silvestre"
ocds-lcuori-PR8ooG-CM-024-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-024-CONAPID-2015-1/3,PR8ooG-NrdqVL,NrdqVL,Comisión Nacional Pro-Instalaciones Deportivas
ocds-lcuori-lRongG-018-2015-1,ocds-lcuori-lRongG-018-2015-1/3,lRongG-MrMXJR,MrMXJR,Instituto Nacional de Migracion
ocds-lcuori-ERpaPr-43-2015-1,ocds-lcuori-ERpaPr-43-2015-1/3,ERpaPr-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-DL9kwR-CC-5750-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5750-TSC-2015-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-orvovL-UNAH-SEAF-OC-2373-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2373-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-XRbOkr-CS-CSJ-2015-0296-1,ocds-lcuori-XRbOkr-CS-CSJ-2015-0296-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-DL9kwR-CC-5751-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5751-TSC-2015-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-XRbOkr-CS-CSJ-2015-0297-1,ocds-lcuori-XRbOkr-CS-CSJ-2015-0297-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-orvDGM-19-03-15-1,ocds-lcuori-orvDGM-19-03-15-1/3,orvDGM-jRDVLk,jRDVLk,Servicio Autónomo Nacional de Acueductos y Alcantarillados
ocds-lcuori-orvDGM-20-03-15-1,ocds-lcuori-orvDGM-20-03-15-1/3,orvDGM-jRDVLk,jRDVLk,Servicio Autónomo Nacional de Acueductos y Alcantarillados
ocds-lcuori-DL9kwR-CC-5752-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5752-TSC-2015-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-orvovL-UNAH-SEAF-OC-1619-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-1619-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-orvovL-UNAH-SEAF-OC-2374-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-2374-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-NLPAVG-INAM-FN-024/2015-1,ocds-lcuori-NLPAVG-INAM-FN-024/2015-1/3,NLPAVG-ERpqPr,ERpqPr,Instituto Nacional de la Mujer
ocds-lcuori-jRDYor-CM-138-SEDIS-2015-1,ocds-lcuori-jRDYor-CM-138-SEDIS-2015-1/3,jRDYor-ERpA0r,ERpA0r,Secretaria de Desarrollo e Inclusión Social
ocds-lcuori-orvovL-UNAH-SEAF-OC-1621-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-1621-2015-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-kR0Q0r-CM-ENAG-135-2015-1,ocds-lcuori-kR0Q0r-CM-ENAG-135-2015-1/3,kR0Q0r-kG1y2G,kG1y2G,Empresa Nacional de Artes Gráficas
ocds-lcuori-DL9kwR-CC-5753-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5753-TSC-2015-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-kR0Q0r-CM-ENAG-136-2015-1,ocds-lcuori-kR0Q0r-CM-ENAG-136-2015-1/3,kR0Q0r-kG1y2G,kG1y2G,Empresa Nacional de Artes Gráficas
ocds-lcuori-MLQmwL-CM-064-2015-1,ocds-lcuori-MLQmwL-CM-064-2015-1/3,MLQmwL-gLn5gr,gLn5gr,Secretaría de Coordinación General del Gobierno
