ocid,id,contracts/0/id,contracts/0/documents/0/id,contracts/0/documents/0/url,contracts/0/documents/0/documentType,contracts/0/documents/0/format,contracts/0/documents/0/description,contracts/0/documents/0/title,contracts/0/documents/0/datePublished
ocds-lcuori-PR8ooG-CM-092-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-092-CONAPID-2015-1/3,PR8ooG-164-CONAPID-2015,1844-PR8ooG-164-CONAPID-2015-12,http://h1.honducompras.gob.hn/Docs/Con180164-CONAPID-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-05-25T14:34:11.110000-06:00
ocds-lcuori-PR8ooG-CM-092-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-092-CONAPID-2015-1/3,PR8ooG-164-CONAPID-2015,1845-PR8ooG-164-CONAPID-2015-12,http://h1.honducompras.gob.hn/Docs/Con180164-CONAPID-20151201-ContratouOrdendeCompra.jpg,contractSigned,image/jpeg,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-05-25T14:38:59.880000-06:00
ocds-lcuori-PR8ooG-CM-093-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-093-CONAPID-2015-1/3,PR8ooG-165-CONAPID-2015,1881-PR8ooG-165-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180165-CONAPID-20151500-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-05-27T10:25:52.707000-06:00
ocds-lcuori-PR8ooG-CM-093-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-093-CONAPID-2015-1/3,PR8ooG-165-CONAPID-2015,1882-PR8ooG-165-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180165-CONAPID-20151501-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-05-27T10:26:08.740000-06:00
ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-11-2015-2,ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-11-2015-2/3,wrV3LP-52066,3789-wrV3LP-52066-12,http://h1.honducompras.gob.hn/Docs/Con11520661200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-20T09:35:23.680000-06:00
ocds-lcuori-orvDGM-LPN-SANAA-PEG-045-2015-2,ocds-lcuori-orvDGM-LPN-SANAA-PEG-045-2015-2/3,orvDGM-DLC-01-7-2016,4163-orvDGM-DLC-01-7-2016-12,http://h1.honducompras.gob.hn/Docs/Con7DLC-01-7-20161200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-27T09:11:00.447000-06:00
ocds-lcuori-2LAdQr-LP-FV-RVNP-14-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-14-2015-2/3,2LAdQr-FV-188-2015,994-2LAdQr-FV-188-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-188-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-04-05T23:29:31.730000-06:00
ocds-lcuori-2LAdQr-COT-FV-RVNP-14-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVNP-14-2015-2/3,2LAdQr-FV-172-2015,632-2LAdQr-FV-172-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-172-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-26T15:42:49.310000-06:00
ocds-lcuori-2LAdQr-LP-FV-RVNP-15-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-15-2015-2/3,2LAdQr-FV-165-2015,625-2LAdQr-FV-165-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-165-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-26T11:25:44.337000-06:00
ocds-lcuori-2LAdQr-COT-FV-RVNP-15-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVNP-15-2015-2/3,2LAdQr-FV-164-2015,624-2LAdQr-FV-164-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-164-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-26T11:19:47.213000-06:00
ocds-lcuori-KLg9wR-LPN-004-2015-DA-2,ocds-lcuori-KLg9wR-LPN-004-2015-DA-2/3,KLg9wR-DSL-034-2015,19630-KLg9wR-DSL-034-2015-12,http://h1.honducompras.gob.hn/Docs/Con175DSL-034-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2017-07-17T11:42:29.740000-06:00
ocds-lcuori-KLg9wR-LPN-004-2015-DA-2,ocds-lcuori-KLg9wR-LPN-004-2015-DA-2/3,KLg9wR-DSL034-2015,19225-KLg9wR-DSL034-2015-12,http://h1.honducompras.gob.hn/Docs/Con175DSL034-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2017-07-07T14:46:13.877000-06:00
ocds-lcuori-2LAdQr-LP-FV-RVP-035-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-035-2015-2/3,2LAdQr-FV-163-2015,623-2LAdQr-FV-163-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-163-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-26T11:04:06.400000-06:00
ocds-lcuori-2LAdQr-LP-FV-RVP-036-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-036-2015-2/3,2LAdQr-FV-159-2015,620-2LAdQr-FV-159-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-159-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-25T14:13:23.623000-06:00
ocds-lcuori-2LAdQr-COT-FV-RVP-017-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVP-017-2015-2/3,2LAdQr-FV-158-2015,619-2LAdQr-FV-158-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-158-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-25T14:02:57.320000-06:00
ocds-lcuori-PR8ooG-CM-141-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-141-CONAPID-2015-1/3,PR8ooG-186-CONAPID-2015,2177-PR8ooG-186-CONAPID-2015-12,http://h1.honducompras.gob.hn/Docs/Con180186-CONAPID-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-06-08T15:09:43.030000-06:00
ocds-lcuori-PR8ooG-CM-141-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-141-CONAPID-2015-1/3,PR8ooG-186-CONAPID-2015,2178-PR8ooG-186-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180186-CONAPID-20151501-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-08T15:10:56.080000-06:00
ocds-lcuori-PR8ooG-CM-141-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-141-CONAPID-2015-1/3,PR8ooG-186-CONAPID-2015,2179-PR8ooG-186-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180186-CONAPID-20151502-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-08T15:11:17.793000-06:00
ocds-lcuori-PR8ooG-CM-141-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-141-CONAPID-2015-1/3,PR8ooG-186-CONAPID-2015,2180-PR8ooG-186-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180186-CONAPID-20151503-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-08T15:11:45.927000-06:00
ocds-lcuori-orvwoL-LPrN-01-OBRAS-UNA-PINPROS-2015-2,ocds-lcuori-orvwoL-LPrN-01-OBRAS-UNA-PINPROS-2015-2/3,orvwoL-OBRAS-001-UNA-PINPROS-2016,3966-orvwoL-OBRAS-001-UNA-PINPROS-2016-12,http://h1.honducompras.gob.hn/Docs/Con795OBRAS-001-UNA-PINPROS-20161200-ContratouOrdendeCompra.docx,contractSigned,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-22T08:52:56.233000-06:00
ocds-lcuori-orvDGM-LPN No.PAPSAC-02-2015-2,ocds-lcuori-orvDGM-LPN No.PAPSAC-02-2015-2/3,orvDGM-SANAA-DLC-11-2016,3862-orvDGM-SANAA-DLC-11-2016-12,http://h1.honducompras.gob.hn/Docs/Con7SANAA-DLC-11-20161200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-20T14:06:23.773000-06:00
ocds-lcuori-PR8ooG-CM-143-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-143-CONAPID-2015-1/3,PR8ooG-187-CONAPID-2015,2181-PR8ooG-187-CONAPID-2015-12,http://h1.honducompras.gob.hn/Docs/Con180187-CONAPID-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-06-08T15:16:42.370000-06:00
ocds-lcuori-PR8ooG-CM-143-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-143-CONAPID-2015-1/3,PR8ooG-187-CONAPID-2015,2182-PR8ooG-187-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180187-CONAPID-20151501-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-08T15:18:03.550000-06:00
ocds-lcuori-PR8ooG-CM-143-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-143-CONAPID-2015-1/3,PR8ooG-187-CONAPID-2015,2183-PR8ooG-187-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180187-CONAPID-20151502-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-08T15:18:23.377000-06:00
ocds-lcuori-PR8ooG-CM-143-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-143-CONAPID-2015-1/3,PR8ooG-187-CONAPID-2015,2184-PR8ooG-187-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180187-CONAPID-20151503-AnexosalContrato.jpg,contractAnnexe,image/jpeg,Anexos al Contrato,Anexos al Contrato,2016-06-08T15:19:05.730000-06:00
ocds-lcuori-kG1ger-pub 03-2015-2,ocds-lcuori-kG1ger-pub 03-2015-2/3,kG1ger-11-2015,3965-kG1ger-11-2015-12,http://h1.honducompras.gob.hn/Docs/Con17011-20151200-ContratouOrdendeCompra.docx,contractSigned,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-22T08:42:40.167000-06:00
ocds-lcuori-kG1ger-pub 03-2015-2,ocds-lcuori-kG1ger-pub 03-2015-2/3,kG1ger-11-2015,4192-kG1ger-11-2015-15,http://h1.honducompras.gob.hn/Docs/Con17011-20151501-AnexosalContrato.jpg,contractAnnexe,image/jpeg,Anexos al Contrato,Anexos al Contrato,2016-07-27T14:06:06.553000-06:00
ocds-lcuori-MLQmwL-CPN-010-2015-2,ocds-lcuori-MLQmwL-CPN-010-2015-2/4,MLQmwL-SCGG-UAP-14590-CI-026-2015,13413-MLQmwL-SCGG-UAP-14590-CI-026-2015-12,http://h1.honducompras.gob.hn/Docs/Con749SCGG-UAP-14590-CI-026-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2017-01-31T14:50:38.447000-06:00
ocds-lcuori-MLQmwL-CPN-010-2015-2,ocds-lcuori-MLQmwL-CPN-010-2015-2/4,MLQmwL-SCGG-UAP-14590-CI-026-2015,13415-MLQmwL-SCGG-UAP-14590-CI-026-2015-12,http://h1.honducompras.gob.hn/Docs/Con749SCGG-UAP-14590-CI-026-20151201-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2017-01-31T14:51:09.800000-06:00
ocds-lcuori-MLQmwL-CPN-011-2015-2,ocds-lcuori-MLQmwL-CPN-011-2015-2/4,MLQmwL-SCGG-UAP-14590-CI-034-2015,13780-MLQmwL-SCGG-UAP-14590-CI-034-2015-12,http://h1.honducompras.gob.hn/Docs/Con749SCGG-UAP-14590-CI-034-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2017-02-06T16:54:24.383000-06:00
ocds-lcuori-vGZWNR-LPN-009-2015-2,ocds-lcuori-vGZWNR-LPN-009-2015-2/3,vGZWNR-152-2015,3227-vGZWNR-152-2015-12,http://h1.honducompras.gob.hn/Docs/Con117152-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-11T14:18:44.520000-06:00
ocds-lcuori-NLPAVG-2015-167-FN-INAM-1,ocds-lcuori-NLPAVG-2015-167-FN-INAM-1/3,NLPAVG-2015-167-FN-INAM,1451-NLPAVG-2015-167-FN-INAM-12,http://h1.honducompras.gob.hn/Docs/Con1662015-167-FN-INAM1200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-05-02T14:23:41.470000-06:00
ocds-lcuori-JL7qER-Lic. Pub. MP-006-2015-2,ocds-lcuori-JL7qER-Lic. Pub. MP-006-2015-2/3,JL7qER-001-2016,3707-JL7qER-001-2016-12,http://h1.honducompras.gob.hn/Docs/Con143001-20161200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-18T13:56:38.120000-06:00
ocds-lcuori-JL7qER-Lic. Pub. MP-006-2015-2,ocds-lcuori-JL7qER-Lic. Pub. MP-006-2015-2/3,JL7qER-001-2016,3708-JL7qER-001-2016-15,http://h1.honducompras.gob.hn/Docs/Con143001-20161501-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-07-18T13:56:48.240000-06:00
ocds-lcuori-JL7qER-Lic. Pub. MP-006-2015-2,ocds-lcuori-JL7qER-Lic. Pub. MP-006-2015-2/3,JL7qER-001-2016,3709-JL7qER-001-2016-15,http://h1.honducompras.gob.hn/Docs/Con143001-20161502-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-07-18T13:57:04.410000-06:00
ocds-lcuori-kG1ger-pub 07-2015-2,ocds-lcuori-kG1ger-pub 07-2015-2/3,kG1ger-S-N,3983-kG1ger-S-N-12,http://h1.honducompras.gob.hn/Docs/Con170S-N1200-ContratouOrdendeCompra.jpg,contractSigned,image/jpeg,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-25T09:53:36.583000-06:00
ocds-lcuori-KLgDwG-CM-IHT-202-2015-1,ocds-lcuori-KLgDwG-CM-IHT-202-2015-1/3,KLgDwG-CM-IHT-202-2015,1144-KLgDwG-CM-IHT-202-2015-12,http://h1.honducompras.gob.hn/Docs/Con131CM-IHT-202-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-04-13T17:08:45.213000-06:00
ocds-lcuori-PR8ooG-CM-097-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-097-CONAPID-2015-1/3,PR8ooG-167-CONAPID-2015,1938-PR8ooG-167-CONAPID-2015-12,http://h1.honducompras.gob.hn/Docs/Con180167-CONAPID-20151202-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-05-31T14:35:05.070000-06:00
ocds-lcuori-PR8ooG-CM-097-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-097-CONAPID-2015-1/3,PR8ooG-167-CONAPID-2015,1936-PR8ooG-167-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180167-CONAPID-20151500-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-05-31T14:29:18.230000-06:00
ocds-lcuori-PR8ooG-CM-097-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-097-CONAPID-2015-1/3,PR8ooG-167-CONAPID-2015,1937-PR8ooG-167-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180167-CONAPID-20151501-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-05-31T14:31:02.223000-06:00
ocds-lcuori-PR8ooG-CM-098-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-098-CONAPID-2015-1/4,PR8ooG-168-CONAPID-2015,1945-PR8ooG-168-CONAPID-2015-12,http://h1.honducompras.gob.hn/Docs/Con180168-CONAPID-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-06-01T10:43:18.423000-06:00
ocds-lcuori-PR8ooG-CM-098-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-098-CONAPID-2015-1/4,PR8ooG-168-CONAPID-2015,1946-PR8ooG-168-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180168-CONAPID-20151501-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-01T10:44:36-06:00
ocds-lcuori-PR8ooG-CM-098-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-098-CONAPID-2015-1/4,PR8ooG-168-CONAPID-2015,1947-PR8ooG-168-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180168-CONAPID-20151502-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-01T10:45:51.527000-06:00
ocds-lcuori-PR8ooG-CM-099-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-099-CONAPID-2015-1/3,PR8ooG-169-CONAPID-2015,1948-PR8ooG-169-CONAPID-2015-12,http://h1.honducompras.gob.hn/Docs/Con180169-CONAPID-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-06-01T10:57:54.670000-06:00
ocds-lcuori-PR8ooG-CM-099-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-099-CONAPID-2015-1/3,PR8ooG-169-CONAPID-2015,1949-PR8ooG-169-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180169-CONAPID-20151501-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-01T11:08:06.713000-06:00
ocds-lcuori-PR8ooG-CM-099-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-099-CONAPID-2015-1/3,PR8ooG-169-CONAPID-2015,1950-PR8ooG-169-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180169-CONAPID-20151502-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-01T11:10:33.043000-06:00
ocds-lcuori-1Ra0dG-CP-CONV-001-2015-B-2,ocds-lcuori-1Ra0dG-CP-CONV-001-2015-B-2/4,1Ra0dG-CERTIFICCION ,8186-1Ra0dG-CERTIFICCION -12,http://h1.honducompras.gob.hn/Docs/Con803CERTIFICCION%201200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-10-26T11:42:57.987000-06:00
ocds-lcuori-kG1ger-pub 04-2015-2,ocds-lcuori-kG1ger-pub 04-2015-2/3,kG1ger-23-2015,3973-kG1ger-23-2015-12,http://h1.honducompras.gob.hn/Docs/Con17023-20151200-ContratouOrdendeCompra.docx,contractSigned,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-22T12:09:57.753000-06:00
ocds-lcuori-kG1ger-pub 04-2015-2,ocds-lcuori-kG1ger-pub 04-2015-2/3,kG1ger-23-2015,4196-kG1ger-23-2015-15,http://h1.honducompras.gob.hn/Docs/Con17023-20151501-AnexosalContrato.docx,contractAnnexe,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Anexos al Contrato,Anexos al Contrato,2016-07-27T14:16:38.900000-06:00
ocds-lcuori-7rBxpG-LPública No.28-2015-2,ocds-lcuori-7rBxpG-LPública No.28-2015-2/3,7rBxpG-036-2016,5109-7rBxpG-036-2016-12,http://h1.honducompras.gob.hn/Docs/Con123036-20161200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-08-11T09:52:44.883000-06:00
ocds-lcuori-7rBxpG-LPública No.28-2015-2,ocds-lcuori-7rBxpG-LPública No.28-2015-2/3,7rBxpG-036-2016,5110-7rBxpG-036-2016-15,http://h1.honducompras.gob.hn/Docs/Con123036-20161501-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-08-11T09:53:39.870000-06:00
ocds-lcuori-7rBxpG-LPública No.28-2015-2,ocds-lcuori-7rBxpG-LPública No.28-2015-2/3,7rBxpG-036-2016,15547-7rBxpG-036-2016-15,http://h1.honducompras.gob.hn/Docs/Con123036-20161502-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2017-03-31T11:22:15.227000-06:00
ocds-lcuori-DRWDDr-CP 004 DGA SEDUC 2015-2,ocds-lcuori-DRWDDr-CP 004 DGA SEDUC 2015-2/3,DRWDDr-030-2016,1612-DRWDDr-030-2016-12,http://h1.honducompras.gob.hn/Docs/Con225030-20161200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-05-10T14:25:10.987000-06:00
ocds-lcuori-DRWDDr-CP 004 DGA SEDUC 2015-2,ocds-lcuori-DRWDDr-CP 004 DGA SEDUC 2015-2/3,DRWDDr-030-2016,1613-DRWDDr-030-2016-15,http://h1.honducompras.gob.hn/Docs/Con225030-20161501-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-05-10T14:39:24.663000-06:00
ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-144-2015,605-2LAdQr-FV-144-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-144-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-23T15:37:57.450000-06:00
ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-147-2015,607-2LAdQr-FV-147-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-147-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-23T16:41:23.110000-06:00
ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-148-2015,608-2LAdQr-FV-148-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-148-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-24T09:41:53.080000-06:00
ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-151-2015,611-2LAdQr-FV-151-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-151-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-24T10:19:30.023000-06:00
ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-LPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-157-2015,615-2LAdQr-FV-157-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-157-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-24T14:46:32.383000-06:00
ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-141-2015,602-2LAdQr-FV-141-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-141-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-23T14:24:08.640000-06:00
ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-142-2015,603-2LAdQr-FV-142-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-142-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-23T14:42:21.650000-06:00
ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-143-2015,604-2LAdQr-FV-143-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-143-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-23T15:28:18.183000-06:00
ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-145-2015,606-2LAdQr-FV-145-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-145-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-23T15:49:26.673000-06:00
ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-149-2015,609-2LAdQr-FV-149-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-149-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-24T09:47:50.460000-06:00
ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-150-2015,610-2LAdQr-FV-150-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-150-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-24T09:54:48.073000-06:00
ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2,ocds-lcuori-2LAdQr-CPN-FV-RVNP-01-2015-2/4,2LAdQr-FV-152-2015,612-2LAdQr-FV-152-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-152-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-24T10:24:36.810000-06:00
