ocid,id,contracts/0/id,contracts/0/dateSigned,contracts/0/description,contracts/0/buyer/id,contracts/0/buyer/name,contracts/0/awardID,contracts/0/title,contracts/0/value/currency,contracts/0/value/amount,contracts/0/localProcurementCategory
ocds-lcuori-wrVJ9r-CM-DICTA-031-2017-1,ocds-lcuori-wrVJ9r-CM-DICTA-031-2017-1/3,wrVJ9r-CM-DICTA CENTRAL-018-2017,2017-06-06T00:00:00-06:00,"COMPRA DE REPUESTOS, LOS CUALES SERAN UTILIZADOS EN LA REPARACION DEL VEHICULO TOYOTA PICK-UP , 3L, CILINDRAJE DE 2.8 CON PLACA N-04851",wrVJ9r-MLQALQ,Dirección de Ciencia y Tecnología Agropecuaria,wrVJ9r-CM-DICTA-031-2017-1,CM-DICTA CENTRAL-018-2017,HNL,15065.0,goodsOrServices
ocds-lcuori-wrVJ9r-CM-DICTA-087-2017-1,ocds-lcuori-wrVJ9r-CM-DICTA-087-2017-1/3,wrVJ9r-CM-PLANTA DE SEMILLA-003-2017,2017-06-23T00:00:00-06:00,COMPRA CAMISAS Y OVEROLES QUE SERAN UTILIZADOS POR EL PERSONAL QUE LABORA EN LA PLANTA DE SEMILLA.,wrVJ9r-MLQALQ,Dirección de Ciencia y Tecnología Agropecuaria,wrVJ9r-CM-DICTA-087-2017-1,CM-PLANTA DE SEMILLA-003-2017,HNL,11638.0,goodsOrServices
ocds-lcuori-PR8ooG-CM-103-CONAPID-2017-1,ocds-lcuori-PR8ooG-CM-103-CONAPID-2017-1/3,PR8ooG-70-CONAPID-2017,2017-08-16T00:00:00-06:00,"Repuestos (Kit de mantenimiento, 1 tanque de combustible,2 huesillo,2 tapa, 2arandela,1 engranaje,1 engranaje de direccion, 1 llanta, 4 casquillo,4 anillo elastico,2 tapa,1 valvula de neumatico,1 Hy-Gard,1grasa,2 huesillo,eje rueda delantera lh,1 materiales)Mano de obra			
Gastos de viaje			
",PR8ooG-NrdqVL,Unidad Central,PR8ooG-CM-103-CONAPID-2017-1,70-CONAPID-2017,HNL,29377.91,goodsOrServices
ocds-lcuori-2LmqDL-CPuNO-009-AMDC-148-2017-2,ocds-lcuori-2LmqDL-CPuNO-009-AMDC-148-2017-2/3,2LmqDL-0882-GLCSI-AMDC-2017,2017-05-29T00:00:00-06:00,Código: 1351; Supervisión de la construcción de paso a desnivel Guacerique,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,2LmqDL-CPuNO-009-AMDC-148-2017-2,0882-GLCSI-AMDC-2017,HNL,2986218.4,goodsOrServices
ocds-lcuori-MLQmwL-CM-078-2017-1,ocds-lcuori-MLQmwL-CM-078-2017-1/3,MLQmwL-CM-078-2017,2017-03-02T00:00:00-06:00,31100,MLQmwL-gLn5gr,Gerencia Administrativa,MLQmwL-CM-078-2017-1,CM-078-2017,HNL,874.0,goodsOrServices
ocds-lcuori-vGZKAR-CM-AMD-CS-121-2017-1,ocds-lcuori-vGZKAR-CM-AMD-CS-121-2017-1/3,vGZKAR-CM-AMD-CS-121-2017,2017-04-21T00:00:00-06:00,DONACION A KILVEN  ALCIDES  ESPINOZA- TECHO DIGNOS  Y PISOS  SALUDABLES - COMPROMISO  0703-1984-01192 01-463-080 FONDO 12,vGZKAR-PLe2qG,Alcaldía Municipal de Danli,vGZKAR-CM-AMD-CS-121-2017-1,CM-AMD-CS-121-2017,HNL,2940.0,goodsOrServices
ocds-lcuori-7G3mOr-CC-248-HBCBHSPS-2017-1,ocds-lcuori-7G3mOr-CC-248-HBCBHSPS-2017-1/4,7G3mOr-248,2017-09-02T00:00:00-06:00,compra de bateria,7G3mOr-MLQ77R,"Cuerpo de Bomberos San Pedro Sula, Cortés.",7G3mOr-CC-248-HBCBHSPS-2017-1,248,HNL,2509.0,goodsOrServices
ocds-lcuori-ERpWgG-SRE COTIZACION No.598-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No.598-2017-1/3,ERpWgG-OC No.024-ADAV-2017,2018-01-12T00:00:00-06:00,EQUIPO DE COMUNICACION Y SEÑALAMIENTO,ERpWgG-Er6JrN,Sub Gerencia de Recursos Materiales y Servicios Generales,ERpWgG-SRE COTIZACION No.598-2017-1,OC No.024-ADAV-2017,HNL,69508.53,goodsOrServices
ocds-lcuori-vGZWNR-LPN-005-2017-2,ocds-lcuori-vGZWNR-LPN-005-2017-2/3,vGZWNR-135-2017,2017-10-02T00:00:00-06:00,"CONTRATACIÓN DE OBRAS DE CONSTRUCCIÓN  Y REMODELACIÓN  DE SALA DE HEMODIÁLISIS EN EL HOSPITAL REGIONAL DEL NORTE, DEL INSTITUTO HONDUREÑO DE SEGURIDAD SOCIAL (IHSS). ",vGZWNR-orvxDG,Unidad Central,vGZWNR-LPN-005-2017-2,135-2017,HNL,9515037.39,goodsOrServices
ocds-lcuori-0rw34r-AMPC-CBM-CM-056-2017-1,ocds-lcuori-0rw34r-AMPC-CBM-CM-056-2017-1/4,0rw34r-94,2017-10-06T00:00:00-06:00,Compra de 24 gorras de bombero bordadas para personal Cuerpo de Bomberos,0rw34r-wrVA9R,Cuerpo de Bomberos Municipal,0rw34r-AMPC-CBM-CM-056-2017-1,94,HNL,2346.0,goodsOrServices
ocds-lcuori-grxn3G-M-CONEANFO-PROJOVEN-COLOSUCA-78-2017-1,ocds-lcuori-grxn3G-M-CONEANFO-PROJOVEN-COLOSUCA-78-2017-1/4,grxn3G-70728986 alicia molina muñoz,2017-11-18T00:00:00-06:00,pago de almuerzos para taller de albañileria,grxn3G-PR8P5R,Escuela Taller Colosuca,grxn3G-M-CONEANFO-PROJOVEN-COLOSUCA-78-2017-1,70728986 alicia molina muñoz,HNL,16530.0,goodsOrServices
ocds-lcuori-yRlZYL-SEP-GA-97-2017-1,ocds-lcuori-yRlZYL-SEP-GA-97-2017-1/3,yRlZYL-GA-97-17,2017-12-18T00:00:00-06:00,REPARACION DE VEHICULO ASIGANDO A ESTA SECRETARIA,yRlZYL-lRo2G5,Gerencia Administrativa,yRlZYL-SEP-GA-97-2017-1,GA-97-17,HNL,14156.5,goodsOrServices
ocds-lcuori-vGZKAR-CM-AMD-CS-122-2017-1,ocds-lcuori-vGZKAR-CM-AMD-CS-122-2017-1/3,vGZKAR-CM-AMD-CS-122-2017,2017-04-20T00:00:00-06:00,DONACION A MODESTO DE JESUS  GONZALES TECHOS DIGNOS Y PISOS  SALUDABLES COMPROMISOS 073-1972-01616 RENGLON 03-09-01-463 FONDO 12 FICHA N01-463-073,vGZKAR-PLe2qG,Alcaldía Municipal de Danli,vGZKAR-CM-AMD-CS-122-2017-1,CM-AMD-CS-122-2017,HNL,1960.0,goodsOrServices
ocds-lcuori-mGEvMR-LPRIV 04-2017-2,ocds-lcuori-mGEvMR-LPRIV 04-2017-2/3,mGEvMR-LPRIV 04-2017,2017-08-15T00:00:00-06:00,31100 ALIMENTOS Y BEBIDAS PARA PERSONAS,mGEvMR-mrYzL9,Hospital Psiquiátrico Mario Mendoza ,mGEvMR-LPRIV 04-2017-2,LPRIV 04-2017,HNL,317125.0,goodsOrServices
ocds-lcuori-yRlm9r-CM-UNACIFOR-NOVIEMBRE-008-2017-1,ocds-lcuori-yRlm9r-CM-UNACIFOR-NOVIEMBRE-008-2017-1/4,yRlm9r-CM-UNACIFOR-NOVIEMBRE-008-2017,2017-12-14T00:00:00-06:00,COMPRA DE 25 METROS DE GRAVIN TRITURADO  ,yRlm9r-7G3qyr,Unidad Central,yRlm9r-CM-UNACIFOR-NOVIEMBRE-008-2017-1,CM-UNACIFOR-NOVIEMBRE-008-2017,HNL,16250.0,goodsOrServices
ocds-lcuori-wrVJ9r-CM-DICTA-108/2-2017-1,ocds-lcuori-wrVJ9r-CM-DICTA-108/2-2017-1/4,wrVJ9r-CM-DICTA CENTRAL-045-2017,2017-08-01T00:00:00-06:00,"Compra de Repuestos los cuales seran utilizados en l a reparacion del vehiculo Marca Nissan Frontier color Azul Doble cabina , tipo Pick-up placa N-10477, Motor QD32, año 2003 Asignado a la Estacion Experimental La Tabacalera.",wrVJ9r-MLQALQ,Dirección de Ciencia y Tecnología Agropecuaria,wrVJ9r-CM-DICTA-108/2-2017-1,CM-DICTA CENTRAL-045-2017,HNL,5060.0,goodsOrServices
ocds-lcuori-jRDA5r-SOLICITUD 77-1,ocds-lcuori-jRDA5r-SOLICITUD 77-1/3,jRDA5r-SOLICITUD 77,2017-04-04T00:00:00-06:00,Compra de repuestos ,jRDA5r-MLQ77R,Gerencia de Negocios,jRDA5r-SOLICITUD 77-1,SOLICITUD 77,HNL,24150.0,goodsOrServices
ocds-lcuori-jRDkQG-CM-506-2017-HNMCR-2,ocds-lcuori-jRDkQG-CM-506-2017-HNMCR-2/3,jRDkQG-1251-2017,2017-11-21T00:00:00-06:00,INSTRUMENTAL Y MATERIAL PARA LABORATORIO,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-CM-506-2017-HNMCR-2,1251-2017,HNL,200100.0,goodsOrServices
ocds-lcuori-jRDkQG-CM-506-2017-HNMCR-2,ocds-lcuori-jRDkQG-CM-506-2017-HNMCR-2/3,jRDkQG-1252-2017,2018-12-06T00:00:00-06:00,INSTRUMENTAL Y MATERIAL PARA LABORATORIO,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-CM-506-2017-HNMCR-2,1252-2017,HNL,36250.07,goodsOrServices
ocds-lcuori-yRlm9r-CM-UNACIFOR-NOVIEMBRE-009-2017-1,ocds-lcuori-yRlm9r-CM-UNACIFOR-NOVIEMBRE-009-2017-1/4,yRlm9r-CM-UNACIFOR-NOVIEMBRE-009-2017,2017-12-19T00:00:00-06:00,COMPRA DE POLIILOL PARA CURAR MADERA EN LA UNIDAD DE ASERRADERO ,yRlm9r-7G3qyr,Unidad Central,yRlm9r-CM-UNACIFOR-NOVIEMBRE-009-2017-1,CM-UNACIFOR-NOVIEMBRE-009-2017,HNL,4784.0,goodsOrServices
ocds-lcuori-ERpWgG-SRE COTIZACION No. 718-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No. 718-2017-1/3,ERpWgG-OC No.1351-2017,2018-01-04T00:00:00-06:00,ALIMENTOS Y BEBIDAS PARA PERSONAS,ERpWgG-Er6JrN,Sub Gerencia de Recursos Materiales y Servicios Generales,ERpWgG-SRE COTIZACION No. 718-2017-1,OC No.1351-2017,HNL,5204.99,goodsOrServices
ocds-lcuori-ERpWgG-SRE COTIZACION No. 718-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No. 718-2017-1/3,ERpWgG-OC No.1353-2017,2018-01-04T00:00:00-06:00,ALIMENTOS Y BEBIDAS PARA PERSONAS,ERpWgG-Er6JrN,Sub Gerencia de Recursos Materiales y Servicios Generales,ERpWgG-SRE COTIZACION No. 718-2017-1,OC No.1353-2017,HNL,1725.0,goodsOrServices
ocds-lcuori-XRbOkr-CS-CSJ-2017-0743-1,ocds-lcuori-XRbOkr-CS-CSJ-2017-0743-1/3,XRbOkr-CYS-CSJ-2018-0341,2018-08-20T00:00:00-06:00,Mantenimiento y reparación de fotocopiadora AF-2045 Ricoh Serie No.J5936700785 asignada al departamento de compras,XRbOkr-gRNyG6,Compras y Suministros,XRbOkr-CS-CSJ-2017-0743-1,CYS-CSJ-2018-0341,HNL,7676.25,goodsOrServices
ocds-lcuori-ERpWgG-SRE COTIZACION No. 719-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No. 719-2017-1/3,ERpWgG-OC No.1352-2017,2018-01-04T00:00:00-06:00,ALIMENTOS Y BEBIDAS PARA PERSONAS,ERpWgG-Er6JrN,Sub Gerencia de Recursos Materiales y Servicios Generales,ERpWgG-SRE COTIZACION No. 719-2017-1,OC No.1352-2017,HNL,7976.03,goodsOrServices
ocds-lcuori-JL7qER-1012095092-1,ocds-lcuori-JL7qER-1012095092-1/3,JL7qER-1000017035,2017-04-18T00:00:00-06:00,compra de mobiliario para uso de la fiscalía general,JL7qER-gLkyRb,Unidad Central,JL7qER-1012095092-1,1000017035,HNL,74594.4,goodsOrServices
ocds-lcuori-WRz0xL-CM-SAR-0308-2017-1,ocds-lcuori-WRz0xL-CM-SAR-0308-2017-1/3,WRz0xL-305,2017-11-20T00:00:00-06:00,MEDALLAS Y TROFEOS,WRz0xL-ZGqBaR,Unidad de Compras,WRz0xL-CM-SAR-0308-2017-1,305,HNL,4082.5,goodsOrServices
ocds-lcuori-XRb4KL-006-2017 ENEE-1,ocds-lcuori-XRb4KL-006-2017 ENEE-1/3,XRb4KL-011-2017-A,2017-12-29T00:00:00-06:00,IMP. FICHAS DE INVESTIGACION DE CAMPO,XRb4KL-7rBMpR,Unidad Administradora de Proyectos,XRb4KL-006-2017 ENEE-1,011-2017-A,HNL,747.5,goodsOrServices
ocds-lcuori-0rwYG8-SOLPED-10001334-1,ocds-lcuori-0rwYG8-SOLPED-10001334-1/3,0rwYG8-PEDIDO-4100000594,2017-06-02T00:00:00-06:00,"SOLICITANTE : DIRECCION DE TECNOLOGIAS IP  MEMO: DIIN/DTIP 027-2017


SE SOLICITA LA COMPRA DE 4 TELEFONOS INALAMBRICOS LOS CUALES SERAN UTILIZADOS EN EL CORE IP DE TEGUCIGALPA PARA LA ATENCION DE CLIENTES

CONTACTO : JOSE FRANCISCO CACERES/JOSUE ESAU MIDENCE/JAVIER RODAS
            TEL  : 22398450
            MOVIL: 72164326",0rwYG8-PLemLJ,Unidad Central,0rwYG8-SOLPED-10001334-1,PEDIDO-4100000594,HNL,4199.8,goodsOrServices
ocds-lcuori-ERpWgG-SRE COTIZACION No. 720-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No. 720-2017-1/3,ERpWgG-OC No.1348-2017,2018-01-04T00:00:00-06:00,CEREMONIAL Y PROTOCOLO,ERpWgG-Er6JrN,Sub Gerencia de Recursos Materiales y Servicios Generales,ERpWgG-SRE COTIZACION No. 720-2017-1,OC No.1348-2017,HNL,1340.9,goodsOrServices
ocds-lcuori-wrVJ9r-CM-DICTA-086/2-2017-1,ocds-lcuori-wrVJ9r-CM-DICTA-086/2-2017-1/3,wrVJ9r-CM-PROYECTO AGUACATE-008-2017,2017-06-16T00:00:00-06:00,COMPRA DE INSUMOS AGRICOLAS LOS CUALES SERAN UTILIZADOS EN LA REPRODUCCION DE PLANTULAS SANAS DE AGUACATE EN HONDURAS.,wrVJ9r-MLQALQ,Dirección de Ciencia y Tecnología Agropecuaria,wrVJ9r-CM-DICTA-086/2-2017-1,CM-PROYECTO AGUACATE-008-2017,HNL,30316.0,goodsOrServices
ocds-lcuori-WRz0xL-CM-SAR-309-2017-1,ocds-lcuori-WRz0xL-CM-SAR-309-2017-1/3,WRz0xL-0304,2017-11-20T00:00:00-06:00,COMPRA DE PIZARRA DE FORMICA Y CORCHO,WRz0xL-ZGqBaR,Unidad de Compras,WRz0xL-CM-SAR-309-2017-1,0304,HNL,3218.0,goodsOrServices
ocds-lcuori-ERpWgG-SRE COTIZACION No. 721-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No. 721-2017-1/3,ERpWgG-OC No.1350-2017,2018-01-04T00:00:00-06:00,CEREMONIAL Y OROTOCOLO,ERpWgG-Er6JrN,Sub Gerencia de Recursos Materiales y Servicios Generales,ERpWgG-SRE COTIZACION No. 721-2017-1,OC No.1350-2017,HNL,8970.0,goodsOrServices
ocds-lcuori-jRDkQG-CM-507-2017-HNMCR-2,ocds-lcuori-jRDkQG-CM-507-2017-HNMCR-2/3,jRDkQG-1215-2017,2017-11-16T00:00:00-06:00,"EQUIPO MEDICO,  SANITARIO, HOSPITALARIO E INSTRUMENTAL  ",jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-CM-507-2017-HNMCR-2,1215-2017,HNL,4900.0,goodsOrServices
ocds-lcuori-ERpWgG-SRE COTIZACION No. 722-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No. 722-2017-1/3,ERpWgG-OC No.1349-2017,2018-01-04T00:00:00-06:00,CEROMIAL Y PROTOCOLO,ERpWgG-Er6JrN,Sub Gerencia de Recursos Materiales y Servicios Generales,ERpWgG-SRE COTIZACION No. 722-2017-1,OC No.1349-2017,HNL,1414.5,goodsOrServices
ocds-lcuori-PR8ooG-CM-57-CONAPID-2017-1,ocds-lcuori-PR8ooG-CM-57-CONAPID-2017-1/3,PR8ooG-34-CONAPID-2017,2017-05-23T00:00:00-06:00,"10 alguicida Poly 
l2 Aclarador Super Blue, 10 tambos cloro hth 
no paga impuesto)
10 Bísulfato de Sodio 
20 Acido Muriatico",PR8ooG-NrdqVL,Unidad Central,PR8ooG-CM-57-CONAPID-2017-1,34-CONAPID-2017,HNL,57381.6,goodsOrServices
ocds-lcuori-NLPAVG-2017-049-FN-INAM-1,ocds-lcuori-NLPAVG-2017-049-FN-INAM-1/3,NLPAVG-2017-049-FN-INAM,2017-06-15T00:00:00-06:00,"PASSGO  DE 100 CAMISAS BASICAS, COLOR BLANCO SERIGRAFIADAS",NLPAVG-ERpqPr,Unidad Central,NLPAVG-2017-049-FN-INAM-1,2017-049-FN-INAM,HNL,9200.0,goodsOrServices
ocds-lcuori-jRDkQG-CM-508-2017-HNMCR-2,ocds-lcuori-jRDkQG-CM-508-2017-HNMCR-2/3,jRDkQG-1235-2017,2017-11-10T00:00:00-06:00,EQUIPO DE LABORATORIO MEDICO,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-CM-508-2017-HNMCR-2,1235-2017,HNL,341734.49,goodsOrServices
ocds-lcuori-PLewkR-HBCBC-168-2017-1,ocds-lcuori-PLewkR-HBCBC-168-2017-1/4,PLewkR-HBCBC-168-2017,2017-03-10T00:00:00-06:00,REPARACION DEL PANEL ELECTRICO DE LA ESTACION DE CHOLOMA,PLewkR-MLQ77R,Estación Regional Choloma #011.,PLewkR-HBCBC-168-2017-1,HBCBC-168-2017,HNL,5984.14,goodsOrServices
ocds-lcuori-kR0Q0r-CM-ENAG-974-2017-1,ocds-lcuori-kR0Q0r-CM-ENAG-974-2017-1/3,kR0Q0r-250,2018-01-16T00:00:00-06:00,MATERIAL PARA TRABAJOS DE IMPRENTA,kR0Q0r-kG1y2G,Unidad Central,kR0Q0r-CM-ENAG-974-2017-1,250,HNL,5215.0,goodsOrServices
ocds-lcuori-ERpWgG-SRE COTIZACION No.373-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No.373-2017-1/3,ERpWgG-OC No. 671-2017,2017-12-22T00:00:00-06:00,CEREMONIAL Y PROTOCOLO.,ERpWgG-Er6JrN,Sub Gerencia de Recursos Materiales y Servicios Generales,ERpWgG-SRE COTIZACION No.373-2017-1,OC No. 671-2017,HNL,299.0,goodsOrServices
ocds-lcuori-jRDkQG-CM-509-2017-HNMCR-2,ocds-lcuori-jRDkQG-CM-509-2017-HNMCR-2/3,jRDkQG-1236-2017,2017-11-10T00:00:00-06:00,EQUIPO DE LABORATORIO MEDICO,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-CM-509-2017-HNMCR-2,1236-2017,HNL,474145.24,goodsOrServices
ocds-lcuori-2LmXXr-CM-031-MGA43-2017-IHCIETI-1,ocds-lcuori-2LmXXr-CM-031-MGA43-2017-IHCIETI-1/3,2LmXXr-CM-031-MGA 43-2017-IHCIETI,2017-12-30T00:00:00-06:00,"1 microondas digital, de acero inoxidable; 1 cafetera para 12 tazas; 1 oasis; 12 vasos de vidrio; 12 tenedores; 12 cuchillos; 12 cucharas; 12 tazas. NOTA: se adjudicará al proveedor que presente la cotización MÁS BAJA.	",2LmXXr-DL9wKR,Gerencia Administrativa,2LmXXr-CM-031-MGA43-2017-IHCIETI-1,CM-031-MGA 43-2017-IHCIETI,HNL,2268.0,goodsOrServices
ocds-lcuori-MLQgWR-CM 2156-CBVA-2017-1,ocds-lcuori-MLQgWR-CM 2156-CBVA-2017-1/4,MLQgWR-CM 2156-CBVA-2017,2018-02-02T00:00:00-06:00,"Pago por elaboración de 2 estickers laterales OTPSCI med 10x3 pul y una placa en lamina pvc con med 11x3 pul, para motocicleta Yamaha de otpcsi. ",MLQgWR-MLQ77R,Cuerpo de Bomberos Valle de Angeles,MLQgWR-CM 2156-CBVA-2017-1,CM 2156-CBVA-2017,HNL,178.25,goodsOrServices
ocds-lcuori-PR8M9r-CM-085-IP-2017-1,ocds-lcuori-PR8M9r-CM-085-IP-2017-1/3,PR8M9r-063-2017,2017-07-06T00:00:00-06:00,materiales electricos que seran utilizados por la sub gerenecia de servicios generales.,PR8M9r-7rBMpR,Instituto de la Propiedad,PR8M9r-CM-085-IP-2017-1,063-2017,HNL,53960.16,goodsOrServices
ocds-lcuori-7rBZnr-026-CBY-2017-1,ocds-lcuori-7rBZnr-026-CBY-2017-1/4,7rBZnr-026-CBY-2017,2017-12-01T00:00:00-06:00,COMPRA DE 50 BOTELLONES DE AGUA PARA EL CONSUMO DEL PERSONAL DE BOMBEROS DE YORO ,7rBZnr-MLQ77R,Estación Local Yoro.,7rBZnr-026-CBY-2017-1,026-CBY-2017,HNL,1000.0,goodsOrServices
ocds-lcuori-kR0Q0r-CM-ENAG-975-2017-1,ocds-lcuori-kR0Q0r-CM-ENAG-975-2017-1/3,kR0Q0r-251,2018-01-15T00:00:00-06:00,MATERIAL PARA TRABAJOS DE IMPRENTA,kR0Q0r-kG1y2G,Unidad Central,kR0Q0r-CM-ENAG-975-2017-1,251,HNL,17250.0,goodsOrServices
ocds-lcuori-2LmqDL-LPrNO-191-AMDC-225-2017-2,ocds-lcuori-2LmqDL-LPrNO-191-AMDC-225-2017-2/3,2LmqDL-0960-GLCSI-AMDC-2017,2017-07-03T00:00:00-06:00,"Código: 1670; Construcción de muro de contención en col. Las Colinas, frente a Universidad Pedagógica",2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,2LmqDL-LPrNO-191-AMDC-225-2017-2,0960-GLCSI-AMDC-2017,HNL,1796673.04,works
ocds-lcuori-ERpWgG-SRE COTIZACION No.374-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No.374-2017-1/3,ERpWgG-OC No. 663-2017,2017-12-21T00:00:00-06:00,ELECTRODOMESTICOS.,ERpWgG-Er6JrN,Sub Gerencia de Recursos Materiales y Servicios Generales,ERpWgG-SRE COTIZACION No.374-2017-1,OC No. 663-2017,HNL,40869.21,goodsOrServices
ocds-lcuori-kR0Q0r-CM-ENAG-976-2017-1,ocds-lcuori-kR0Q0r-CM-ENAG-976-2017-1/3,kR0Q0r-252,2018-01-15T00:00:00-06:00,MATERIAL PARA ELABORAR TRABAJOS DE IMPRENTA,kR0Q0r-kG1y2G,Unidad Central,kR0Q0r-CM-ENAG-976-2017-1,252,HNL,6705.0,goodsOrServices
ocds-lcuori-2LmXXr-CM-032-MGA43-2017-IHCIETI-1,ocds-lcuori-2LmXXr-CM-032-MGA43-2017-IHCIETI-1/3,2LmXXr-CM-032-M GA43-2017-IHCIETI,2017-09-13T00:00:00-06:00,Artículos eléctricos para uso en oficinas: 1 timbre eléctrico y 14 focos de luz blanca (luz clara / fría)de 20 watts. NOTA: Se adjudicará al precio TOTAL más barato.	,2LmXXr-DL9wKR,Gerencia Administrativa,2LmXXr-CM-032-MGA43-2017-IHCIETI-1,CM-032-M GA43-2017-IHCIETI,HNL,1260.93,goodsOrServices
ocds-lcuori-2LmA7L-CP-UAP-ATN-13908-026-2017-1,ocds-lcuori-2LmA7L-CP-UAP-ATN-13908-026-2017-1/3,2LmA7L-UAP-SCGG-019-2017,2017-12-26T00:00:00-06:00,39600,2LmA7L-gLn5gr,Unidad Administradora de Proyectos,2LmA7L-CP-UAP-ATN-13908-026-2017-1,UAP-SCGG-019-2017,HNL,46233.45,goodsOrServices
ocds-lcuori-wrVJ9r-CM-DICTA-086/3-2017-1,ocds-lcuori-wrVJ9r-CM-DICTA-086/3-2017-1/3,wrVJ9r-CM-PROYECTO AGUACATE-009-2017,2017-06-16T00:00:00-06:00,COMPRA  DE INSUMOS AGRICOLAS LOS CUALES SERAN UTILIZADOS EN LA REPRODUCCION DE PLANTULAS SANA DE AGUACATE EN HONDURAS.,wrVJ9r-MLQALQ,Dirección de Ciencia y Tecnología Agropecuaria,wrVJ9r-CM-DICTA-086/3-2017-1,CM-PROYECTO AGUACATE-009-2017,HNL,18700.0,goodsOrServices
ocds-lcuori-kR0Q0r-CM-ENAG-977-2017-1,ocds-lcuori-kR0Q0r-CM-ENAG-977-2017-1/4,kR0Q0r-253,2018-01-15T00:00:00-06:00,MATERIAL PARA TRABAJOS DE IMPRENTA,kR0Q0r-kG1y2G,Unidad Central,kR0Q0r-CM-ENAG-977-2017-1,253,HNL,8400.0,goodsOrServices
ocds-lcuori-vGZKAR-CM-AMD-UTM-041-2017-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-041-2017-1/4,vGZKAR-UTM CONT.-00104-2017,2017-07-04T00:00:00-06:00,"CONTRATO POR ALQUILER PARA RELIZAR  TRABAJOS DE  MANTENIMIENTO DE CALLES EN EL PROYECTO:MANTENIMIENTO DE CALLES, UBICADO EN LAS COMUNIDADES DE:SAN JOSÉ, BONETON Y BUENA ESPERANZA, ZONA DE AZABACHE DE ESTE MUNICIPIO DE DANLÍ.",vGZKAR-PLe2qG,Alcaldía Municipal de Danli,vGZKAR-CM-AMD-UTM-041-2017-1,UTM CONT.-00104-2017,HNL,158400.0,goodsOrServices
ocds-lcuori-ERpWgG-SRE COTIZACION No.375-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No.375-2017-1/3,ERpWgG-OC No. 672-2017,2017-12-22T00:00:00-06:00,ELECTRODOMESTICOS,ERpWgG-Er6JrN,Sub Gerencia de Recursos Materiales y Servicios Generales,ERpWgG-SRE COTIZACION No.375-2017-1,OC No. 672-2017,HNL,3709.99,goodsOrServices
ocds-lcuori-KLgDwG-396-CM-IHT-2017-1,ocds-lcuori-KLgDwG-396-CM-IHT-2017-1/3,KLgDwG-OC 538-2017,2017-11-07T00:00:00-06:00,"Servicio de envió de courrier de un sobre manila tamaño carta con documentación original, hacia la Ciudad de Montreal, Quebec, Canadá, a la empresa Chárter TRANSAT TOURS",KLgDwG-2LmVGK,Instituto Hondureño de Turismo,KLgDwG-396-CM-IHT-2017-1,OC 538-2017,HNL,650.0,goodsOrServices
ocds-lcuori-kR0Q0r-CM-ENAG-97-2017-1,ocds-lcuori-kR0Q0r-CM-ENAG-97-2017-1/4,kR0Q0r-254,2018-01-17T00:00:00-06:00,material para elaborar trabajos de imprenta,kR0Q0r-kG1y2G,Unidad Central,kR0Q0r-CM-ENAG-97-2017-1,254,HNL,8400.0,goodsOrServices
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-61-2017-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-61-2017-1/4,MrM6zL-562602,2018-04-10T00:00:00-06:00,"Adquisición de un escurridor de plato de metal, para uso de la oficina central",MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,MrM6zL-CM-CONEANFO-UAF-61-2017-1,562602,HNL,862.5,goodsOrServices
ocds-lcuori-PR8dYR-463-2017-1,ocds-lcuori-PR8dYR-463-2017-1/3,PR8dYR-439-2017,2017-12-05T00:00:00-06:00,servicio de alimento,PR8dYR-gLnqr0,Programa Presidencial con Chamba Vivís Mejor,PR8dYR-463-2017-1,439-2017,HNL,2185.0,goodsOrServices
ocds-lcuori-ERpWgG-SRE COTIZACION No.376-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No.376-2017-1/3,ERpWgG-OC No. 664-2017,2017-12-22T00:00:00-06:00,ELECTRODOMESTICOS,ERpWgG-Er6JrN,Sub Gerencia de Recursos Materiales y Servicios Generales,ERpWgG-SRE COTIZACION No.376-2017-1,OC No. 664-2017,HNL,4379.2,goodsOrServices
