ocid,id,tender/id,tender/participationFees/0/id,tender/participationFees/0/value/amount,tender/participationFees/0/type
ocds-lcuori-2LmqDL-LPrNO-314-AMDC-368-2017-2,ocds-lcuori-2LmqDL-LPrNO-314-AMDC-368-2017-2/3,2LmqDL-LPrNO-314-AMDC-368-2017-2,2LmqDL-LPrNO-314-AMDC-368-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-217-AMDC-252-2017-2,ocds-lcuori-2LmqDL-LPrNO-217-AMDC-252-2017-2/3,2LmqDL-LPrNO-217-AMDC-252-2017-2,2LmqDL-LPrNO-217-AMDC-252-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-315-AMDC-369-2017-2,ocds-lcuori-2LmqDL-LPrNO-315-AMDC-369-2017-2/3,2LmqDL-LPrNO-315-AMDC-369-2017-2,2LmqDL-LPrNO-315-AMDC-369-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-317-AMDC-371-2017-2,ocds-lcuori-2LmqDL-LPrNO-317-AMDC-371-2017-2/3,2LmqDL-LPrNO-317-AMDC-371-2017-2,2LmqDL-LPrNO-317-AMDC-371-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-316-AMDC-370-2017-2,ocds-lcuori-2LmqDL-LPrNO-316-AMDC-370-2017-2/3,2LmqDL-LPrNO-316-AMDC-370-2017-2,2LmqDL-LPrNO-316-AMDC-370-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-125-AMDC-157-2017-2,ocds-lcuori-2LmqDL-LPrNO-125-AMDC-157-2017-2/3,2LmqDL-LPrNO-125-AMDC-157-2017-2,2LmqDL-LPrNO-125-AMDC-157-2017-2,200.0,document
ocds-lcuori-mGEMGM-SEFIN LPN-009-2017-2,ocds-lcuori-mGEMGM-SEFIN LPN-009-2017-2/3,mGEMGM-SEFIN LPN-009-2017-2,mGEMGM-SEFIN LPN-009-2017-2,200.0,document
ocds-lcuori-MLQ18L-LPUN-HBCBH-002-2017-2,ocds-lcuori-MLQ18L-LPUN-HBCBH-002-2017-2/4,MLQ18L-LPUN-HBCBH-002-2017-2,MLQ18L-LPUN-HBCBH-002-2017-2,250.0,document
ocds-lcuori-DL9YoL-LPN 04-2017-FAHM-2,ocds-lcuori-DL9YoL-LPN 04-2017-FAHM-2/3,DL9YoL-LPN 04-2017-FAHM-2,DL9YoL-LPN 04-2017-FAHM-2,500.0,document
ocds-lcuori-7rBxpG-LPública No.42-2017-2,ocds-lcuori-7rBxpG-LPública No.42-2017-2/3,7rBxpG-LPública No.42-2017-2,7rBxpG-LPública No.42-2017-2,200.0,document
ocds-lcuori-2LmqDL-CPuNO-009-AMDC-148-2017-2,ocds-lcuori-2LmqDL-CPuNO-009-AMDC-148-2017-2/3,2LmqDL-CPuNO-009-AMDC-148-2017-2,2LmqDL-CPuNO-009-AMDC-148-2017-2,250.0,document
ocds-lcuori-vGZWNR-LPN-005-2017-2,ocds-lcuori-vGZWNR-LPN-005-2017-2/3,vGZWNR-LPN-005-2017-2,vGZWNR-LPN-005-2017-2,500.0,document
ocds-lcuori-7rBxpG-LPRIVADA No.07-2017-2,ocds-lcuori-7rBxpG-LPRIVADA No.07-2017-2/4,7rBxpG-LPRIVADA No.07-2017-2,7rBxpG-LPRIVADA No.07-2017-2,200.0,document
ocds-lcuori-PR847R-ICF-GA-LPN-010-2017-2,ocds-lcuori-PR847R-ICF-GA-LPN-010-2017-2/3,PR847R-ICF-GA-LPN-010-2017-2,PR847R-ICF-GA-LPN-010-2017-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-191-AMDC-225-2017-2,ocds-lcuori-2LmqDL-LPrNO-191-AMDC-225-2017-2/3,2LmqDL-LPrNO-191-AMDC-225-2017-2,2LmqDL-LPrNO-191-AMDC-225-2017-2,200.0,document
ocds-lcuori-0rwyzG-MSPS-GI-03-2017-2,ocds-lcuori-0rwyzG-MSPS-GI-03-2017-2/3,0rwyzG-MSPS-GI-03-2017-2,0rwyzG-MSPS-GI-03-2017-2,2500.0,document
ocds-lcuori-2LmqDL-LPuNO-11-AMDC-144-2017-2,ocds-lcuori-2LmqDL-LPuNO-11-AMDC-144-2017-2/3,2LmqDL-LPuNO-11-AMDC-144-2017-2,2LmqDL-LPuNO-11-AMDC-144-2017-2,250.0,document
ocds-lcuori-0rwyzG-MSPS-GI-04-2017-2,ocds-lcuori-0rwyzG-MSPS-GI-04-2017-2/3,0rwyzG-MSPS-GI-04-2017-2,0rwyzG-MSPS-GI-04-2017-2,2500.0,document
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-28-2017-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-28-2017-2/3,wrV3LP-LPR-IDECOAS-FHIS-28-2017-2,wrV3LP-LPR-IDECOAS-FHIS-28-2017-2,200.0,document
ocds-lcuori-0rwyzG-MSPS-GI-05-2017-2,ocds-lcuori-0rwyzG-MSPS-GI-05-2017-2/3,0rwyzG-MSPS-GI-05-2017-2,0rwyzG-MSPS-GI-05-2017-2,2500.0,document
ocds-lcuori-orvDGM-LP-SANAA-TI-01-2017-2,ocds-lcuori-orvDGM-LP-SANAA-TI-01-2017-2/3,orvDGM-LP-SANAA-TI-01-2017-2,orvDGM-LP-SANAA-TI-01-2017-2,500.0,document
ocds-lcuori-1RaaPR-Lic. 001 sapp 2017-2,ocds-lcuori-1RaaPR-Lic. 001 sapp 2017-2/4,1RaaPR-Lic. 001 sapp 2017-2,1RaaPR-Lic. 001 sapp 2017-2,840000.0,document
ocds-lcuori-mGE7er-LPN-02-DINAF-2017-2,ocds-lcuori-mGE7er-LPN-02-DINAF-2017-2/3,mGE7er-LPN-02-DINAF-2017-2,mGE7er-LPN-02-DINAF-2017-2,100.0,document
ocds-lcuori-2LmqDL-LPrNO-318-AMDC-372-2017-2,ocds-lcuori-2LmqDL-LPrNO-318-AMDC-372-2017-2/3,2LmqDL-LPrNO-318-AMDC-372-2017-2,2LmqDL-LPrNO-318-AMDC-372-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-319-AMDC-373-2017-2,ocds-lcuori-2LmqDL-LPrNO-319-AMDC-373-2017-2/3,2LmqDL-LPrNO-319-AMDC-373-2017-2,2LmqDL-LPrNO-319-AMDC-373-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-320-AMDC-374-2017-2,ocds-lcuori-2LmqDL-LPrNO-320-AMDC-374-2017-2/3,2LmqDL-LPrNO-320-AMDC-374-2017-2,2LmqDL-LPrNO-320-AMDC-374-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-308-AMDC-362-2017-2,ocds-lcuori-2LmqDL-LPrNO-308-AMDC-362-2017-2/3,2LmqDL-LPrNO-308-AMDC-362-2017-2,2LmqDL-LPrNO-308-AMDC-362-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-321-AMDC-375-2017-2,ocds-lcuori-2LmqDL-LPrNO-321-AMDC-375-2017-2/3,2LmqDL-LPrNO-321-AMDC-375-2017-2,2LmqDL-LPrNO-321-AMDC-375-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-277-AMDC-330-2017-2,ocds-lcuori-2LmqDL-LPrNO-277-AMDC-330-2017-2/3,2LmqDL-LPrNO-277-AMDC-330-2017-2,2LmqDL-LPrNO-277-AMDC-330-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-322-AMDC-376-2017-2,ocds-lcuori-2LmqDL-LPrNO-322-AMDC-376-2017-2/3,2LmqDL-LPrNO-322-AMDC-376-2017-2,2LmqDL-LPrNO-322-AMDC-376-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-504-AMDC-568-2017-2,ocds-lcuori-2LmqDL-LPrNO-504-AMDC-568-2017-2/3,2LmqDL-LPrNO-504-AMDC-568-2017-2,2LmqDL-LPrNO-504-AMDC-568-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-505-AMDC-569-2017-2,ocds-lcuori-2LmqDL-LPrNO-505-AMDC-569-2017-2/3,2LmqDL-LPrNO-505-AMDC-569-2017-2,2LmqDL-LPrNO-505-AMDC-569-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-506-AMDC-570-2017-2,ocds-lcuori-2LmqDL-LPrNO-506-AMDC-570-2017-2/3,2LmqDL-LPrNO-506-AMDC-570-2017-2,2LmqDL-LPrNO-506-AMDC-570-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-507-AMDC-571-2017-2,ocds-lcuori-2LmqDL-LPrNO-507-AMDC-571-2017-2/3,2LmqDL-LPrNO-507-AMDC-571-2017-2,2LmqDL-LPrNO-507-AMDC-571-2017-2,200.0,document
ocds-lcuori-7rBxpG-CPúblico No.01-2017-2,ocds-lcuori-7rBxpG-CPúblico No.01-2017-2/3,7rBxpG-CPúblico No.01-2017-2,7rBxpG-CPúblico No.01-2017-2,200.0,document
ocds-lcuori-2LmqDL-CPuNO-015-AMDC-310-2017-2,ocds-lcuori-2LmqDL-CPuNO-015-AMDC-310-2017-2/3,2LmqDL-CPuNO-015-AMDC-310-2017-2,2LmqDL-CPuNO-015-AMDC-310-2017-2,250.0,document
ocds-lcuori-2LmqDL-LPrNO-388-AMDC-444-2017-2,ocds-lcuori-2LmqDL-LPrNO-388-AMDC-444-2017-2/3,2LmqDL-LPrNO-388-AMDC-444-2017-2,2LmqDL-LPrNO-388-AMDC-444-2017-2,200.0,document
ocds-lcuori-PR847R-ICF-GA-LPN-001-2018-2,ocds-lcuori-PR847R-ICF-GA-LPN-001-2018-2/3,PR847R-ICF-GA-LPN-001-2018-2,PR847R-ICF-GA-LPN-001-2018-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-390-AMDC-446-2017-2,ocds-lcuori-2LmqDL-LPrNO-390-AMDC-446-2017-2/3,2LmqDL-LPrNO-390-AMDC-446-2017-2,2LmqDL-LPrNO-390-AMDC-446-2017-2,200.0,document
ocds-lcuori-2LmqDL-CPuNO-016-AMDC-311-2017-2,ocds-lcuori-2LmqDL-CPuNO-016-AMDC-311-2017-2/3,2LmqDL-CPuNO-016-AMDC-311-2017-2,2LmqDL-CPuNO-016-AMDC-311-2017-2,250.0,document
ocds-lcuori-orvkNL-LPN No.02-2017-2,ocds-lcuori-orvkNL-LPN No.02-2017-2/3,orvkNL-LPN No.02-2017-2,orvkNL-LPN No.02-2017-2,500.0,document
ocds-lcuori-PR847R-ICF-GA-LPN-002-2018-2,ocds-lcuori-PR847R-ICF-GA-LPN-002-2018-2/3,PR847R-ICF-GA-LPN-002-2018-2,PR847R-ICF-GA-LPN-002-2018-2,500.0,document
ocds-lcuori-PR847R-ICF-GA-LPN-003-2018-2,ocds-lcuori-PR847R-ICF-GA-LPN-003-2018-2/3,PR847R-ICF-GA-LPN-003-2018-2,PR847R-ICF-GA-LPN-003-2018-2,500.0,document
ocds-lcuori-orvkNL-LPN No.03-2017-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.03-2017-SEAF-UNAH-2/3,orvkNL-LPN No.03-2017-SEAF-UNAH-2,orvkNL-LPN No.03-2017-SEAF-UNAH-2,500.0,document
ocds-lcuori-PGJALo-LPN-100-017-2017-2,ocds-lcuori-PGJALo-LPN-100-017-2017-2/3,PGJALo-LPN-100-017-2017-2,PGJALo-LPN-100-017-2017-2,500.0,document
ocds-lcuori-WRz0xL-LPN-SAR-005-2017-2,ocds-lcuori-WRz0xL-LPN-SAR-005-2017-2/3,WRz0xL-LPN-SAR-005-2017-2,WRz0xL-LPN-SAR-005-2017-2,500.0,document
ocds-lcuori-wrVJ9r-Subasta Pública Chatarra DNBE-DICTA-001-2017-2,ocds-lcuori-wrVJ9r-Subasta Pública Chatarra DNBE-DICTA-001-2017-2/3,wrVJ9r-Subasta Pública Chatarra DNBE-DICTA-001-2017-2,wrVJ9r-Subasta Pública Chatarra DNBE-DICTA-001-2017-2,100.0,document
ocds-lcuori-ZGqbBR-LPN GT-MPC-01-2017-2,ocds-lcuori-ZGqbBR-LPN GT-MPC-01-2017-2/3,ZGqbBR-LPN GT-MPC-01-2017-2,ZGqbBR-LPN GT-MPC-01-2017-2,4000.0,document
ocds-lcuori-2Lm85r-LPN-04-2017-2,ocds-lcuori-2Lm85r-LPN-04-2017-2/3,2Lm85r-LPN-04-2017-2,2Lm85r-LPN-04-2017-2,500.0,document
ocds-lcuori-MrMPYR-LPN-CNBS-03-2017-2,ocds-lcuori-MrMPYR-LPN-CNBS-03-2017-2/3,MrMPYR-LPN-CNBS-03-2017-2,MrMPYR-LPN-CNBS-03-2017-2,200.0,document
ocds-lcuori-jRDVyL-Concurso-Publico-01-2017-2,ocds-lcuori-jRDVyL-Concurso-Publico-01-2017-2/3,jRDVyL-Concurso-Publico-01-2017-2,jRDVyL-Concurso-Publico-01-2017-2,2000.0,document
ocds-lcuori-2LmqDL-LPrNO-175-AMDC-209-2017-2,ocds-lcuori-2LmqDL-LPrNO-175-AMDC-209-2017-2/3,2LmqDL-LPrNO-175-AMDC-209-2017-2,2LmqDL-LPrNO-175-AMDC-209-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-176-AMDC-210-2017-2,ocds-lcuori-2LmqDL-LPrNO-176-AMDC-210-2017-2/3,2LmqDL-LPrNO-176-AMDC-210-2017-2,2LmqDL-LPrNO-176-AMDC-210-2017-2,200.0,document
ocds-lcuori-PGJALo-LPN-100-007-2017-2,ocds-lcuori-PGJALo-LPN-100-007-2017-2/3,PGJALo-LPN-100-007-2017-2,PGJALo-LPN-100-007-2017-2,500.0,document
ocds-lcuori-PGJALo-LPN-100-013-2017-2,ocds-lcuori-PGJALo-LPN-100-013-2017-2/3,PGJALo-LPN-100-013-2017-2,PGJALo-LPN-100-013-2017-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-186-AMDC-220-2017-2,ocds-lcuori-2LmqDL-LPrNO-186-AMDC-220-2017-2/3,2LmqDL-LPrNO-186-AMDC-220-2017-2,2LmqDL-LPrNO-186-AMDC-220-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-187-AMDC-221-2017-2,ocds-lcuori-2LmqDL-LPrNO-187-AMDC-221-2017-2/3,2LmqDL-LPrNO-187-AMDC-221-2017-2,2LmqDL-LPrNO-187-AMDC-221-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-188-AMDC-222-2017-2,ocds-lcuori-2LmqDL-LPrNO-188-AMDC-222-2017-2/3,2LmqDL-LPrNO-188-AMDC-222-2017-2,2LmqDL-LPrNO-188-AMDC-222-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-189-AMDC-223-2017-2,ocds-lcuori-2LmqDL-LPrNO-189-AMDC-223-2017-2/3,2LmqDL-LPrNO-189-AMDC-223-2017-2,2LmqDL-LPrNO-189-AMDC-223-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-190-AMDC-224-2017-2,ocds-lcuori-2LmqDL-LPrNO-190-AMDC-224-2017-2/3,2LmqDL-LPrNO-190-AMDC-224-2017-2,2LmqDL-LPrNO-190-AMDC-224-2017-2,200.0,document
ocds-lcuori-DL9YoL-LPN-05-2017-FAHM-2,ocds-lcuori-DL9YoL-LPN-05-2017-FAHM-2/3,DL9YoL-LPN-05-2017-FAHM-2,DL9YoL-LPN-05-2017-FAHM-2,500.0,document
ocds-lcuori-PGJALo-LPN-100-001-2017-2,ocds-lcuori-PGJALo-LPN-100-001-2017-2/3,PGJALo-LPN-100-001-2017-2,PGJALo-LPN-100-001-2017-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-193-AMDC-227-2017-2,ocds-lcuori-2LmqDL-LPrNO-193-AMDC-227-2017-2/3,2LmqDL-LPrNO-193-AMDC-227-2017-2,2LmqDL-LPrNO-193-AMDC-227-2017-2,200.0,document
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-25-2017-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-25-2017-2/3,wrV3LP-LPR-IDECOAS-FHIS-25-2017-2,wrV3LP-LPR-IDECOAS-FHIS-25-2017-2,200.0,document
ocds-lcuori-DL9B6G-LPN-CNT-02-2017-2,ocds-lcuori-DL9B6G-LPN-CNT-02-2017-2/3,DL9B6G-LPN-CNT-02-2017-2,DL9B6G-LPN-CNT-02-2017-2,2000.0,document
ocds-lcuori-wrV3LP-LPN-IDECOAS-FHIS-04-2017-2,ocds-lcuori-wrV3LP-LPN-IDECOAS-FHIS-04-2017-2/3,wrV3LP-LPN-IDECOAS-FHIS-04-2017-2,wrV3LP-LPN-IDECOAS-FHIS-04-2017-2,300.0,document
ocds-lcuori-7rBxpG-LPública No.05-2017-2,ocds-lcuori-7rBxpG-LPública No.05-2017-2/4,7rBxpG-LPública No.05-2017-2,7rBxpG-LPública No.05-2017-2,200.0,document
ocds-lcuori-WRz0xL-LPN-SAR-007-2017-2,ocds-lcuori-WRz0xL-LPN-SAR-007-2017-2/3,WRz0xL-LPN-SAR-007-2017-2,WRz0xL-LPN-SAR-007-2017-2,500.0,document
ocds-lcuori-7rBxpG-LPública No.34-2017-2,ocds-lcuori-7rBxpG-LPública No.34-2017-2/3,7rBxpG-LPública No.34-2017-2,7rBxpG-LPública No.34-2017-2,200.0,document
ocds-lcuori-kG1ger-lpi022017-2,ocds-lcuori-kG1ger-lpi022017-2/3,kG1ger-lpi022017-2,kG1ger-lpi022017-2,1000.0,document
ocds-lcuori-2LmqDL-LPuNO-03-AMDC-90-2017-2,ocds-lcuori-2LmqDL-LPuNO-03-AMDC-90-2017-2/3,2LmqDL-LPuNO-03-AMDC-90-2017-2,2LmqDL-LPuNO-03-AMDC-90-2017-2,250.0,document
ocds-lcuori-2LmqDL-CPuNO-004-AMDC-091-2017-2,ocds-lcuori-2LmqDL-CPuNO-004-AMDC-091-2017-2/3,2LmqDL-CPuNO-004-AMDC-091-2017-2,2LmqDL-CPuNO-004-AMDC-091-2017-2,250.0,document
ocds-lcuori-7rBxpG-LPública No.01-2017-2,ocds-lcuori-7rBxpG-LPública No.01-2017-2/3,7rBxpG-LPública No.01-2017-2,7rBxpG-LPública No.01-2017-2,1200.0,document
ocds-lcuori-orvDGM-LPrN-SANAA-DM-10-2017-2,ocds-lcuori-orvDGM-LPrN-SANAA-DM-10-2017-2/3,orvDGM-LPrN-SANAA-DM-10-2017-2,orvDGM-LPrN-SANAA-DM-10-2017-2,500.0,document
ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-14-2017-2,ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-14-2017-2/3,wrV3LP-COT-IDECOAS-FHIS-14-2017-2,wrV3LP-COT-IDECOAS-FHIS-14-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-218-AMDC-253-2017-2,ocds-lcuori-2LmqDL-LPrNO-218-AMDC-253-2017-2/3,2LmqDL-LPrNO-218-AMDC-253-2017-2,2LmqDL-LPrNO-218-AMDC-253-2017-2,200.0,document
ocds-lcuori-WRzdbL-LP-001-2017-HT-2,ocds-lcuori-WRzdbL-LP-001-2017-HT-2/3,WRzdbL-LP-001-2017-HT-2,WRzdbL-LP-001-2017-HT-2,549998.03,document
ocds-lcuori-2LmqDL-LPrNO-131-AMDC-163-2017-2,ocds-lcuori-2LmqDL-LPrNO-131-AMDC-163-2017-2/3,2LmqDL-LPrNO-131-AMDC-163-2017-2,2LmqDL-LPrNO-131-AMDC-163-2017-2,200.0,document
ocds-lcuori-MrMPYR-LPN-CNBS-04-2017     -2,ocds-lcuori-MrMPYR-LPN-CNBS-04-2017     -2/3,MrMPYR-LPN-CNBS-04-2017     -2,MrMPYR-LPN-CNBS-04-2017     -2,200.0,document
ocds-lcuori-DL9YoL-LPN-12-2017-FAHM-2,ocds-lcuori-DL9YoL-LPN-12-2017-FAHM-2/3,DL9YoL-LPN-12-2017-FAHM-2,DL9YoL-LPN-12-2017-FAHM-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-323-AMDC-377-2017-2,ocds-lcuori-2LmqDL-LPrNO-323-AMDC-377-2017-2/3,2LmqDL-LPrNO-323-AMDC-377-2017-2,2LmqDL-LPrNO-323-AMDC-377-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-324-AMDC-378-2017-2,ocds-lcuori-2LmqDL-LPrNO-324-AMDC-378-2017-2/3,2LmqDL-LPrNO-324-AMDC-378-2017-2,2LmqDL-LPrNO-324-AMDC-378-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-325-AMDC-379-2017-2,ocds-lcuori-2LmqDL-LPrNO-325-AMDC-379-2017-2/3,2LmqDL-LPrNO-325-AMDC-379-2017-2,2LmqDL-LPrNO-325-AMDC-379-2017-2,200.0,document
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-31-2017-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-31-2017-2/3,wrV3LP-LPR-IDECOAS-FHIS-31-2017-2,wrV3LP-LPR-IDECOAS-FHIS-31-2017-2,200.0,document
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-32-2017-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-32-2017-2/3,wrV3LP-LPR-IDECOAS-FHIS-32-2017-2,wrV3LP-LPR-IDECOAS-FHIS-32-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-326-AMDC-380-2017-2,ocds-lcuori-2LmqDL-LPrNO-326-AMDC-380-2017-2/3,2LmqDL-LPrNO-326-AMDC-380-2017-2,2LmqDL-LPrNO-326-AMDC-380-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-327-AMDC-381-2017-2,ocds-lcuori-2LmqDL-LPrNO-327-AMDC-381-2017-2/3,2LmqDL-LPrNO-327-AMDC-381-2017-2,2LmqDL-LPrNO-327-AMDC-381-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-446-AMDC-506-2017-2,ocds-lcuori-2LmqDL-LPrNO-446-AMDC-506-2017-2/3,2LmqDL-LPrNO-446-AMDC-506-2017-2,2LmqDL-LPrNO-446-AMDC-506-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-447-AMDC-507-2017-2,ocds-lcuori-2LmqDL-LPrNO-447-AMDC-507-2017-2/3,2LmqDL-LPrNO-447-AMDC-507-2017-2,2LmqDL-LPrNO-447-AMDC-507-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-448-AMDC-508-2017-2,ocds-lcuori-2LmqDL-LPrNO-448-AMDC-508-2017-2/3,2LmqDL-LPrNO-448-AMDC-508-2017-2,2LmqDL-LPrNO-448-AMDC-508-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-449-AMDC-509-2017-2,ocds-lcuori-2LmqDL-LPrNO-449-AMDC-509-2017-2/3,2LmqDL-LPrNO-449-AMDC-509-2017-2,2LmqDL-LPrNO-449-AMDC-509-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-450-AMDC-510-2017-2,ocds-lcuori-2LmqDL-LPrNO-450-AMDC-510-2017-2/3,2LmqDL-LPrNO-450-AMDC-510-2017-2,2LmqDL-LPrNO-450-AMDC-510-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-329-AMDC-383-2017-2,ocds-lcuori-2LmqDL-LPrNO-329-AMDC-383-2017-2/3,2LmqDL-LPrNO-329-AMDC-383-2017-2,2LmqDL-LPrNO-329-AMDC-383-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-451-AMDC-511-2017-2,ocds-lcuori-2LmqDL-LPrNO-451-AMDC-511-2017-2/3,2LmqDL-LPrNO-451-AMDC-511-2017-2,2LmqDL-LPrNO-451-AMDC-511-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-452-AMDC-512-2017-2,ocds-lcuori-2LmqDL-LPrNO-452-AMDC-512-2017-2/3,2LmqDL-LPrNO-452-AMDC-512-2017-2,2LmqDL-LPrNO-452-AMDC-512-2017-2,200.0,document
ocds-lcuori-0rwyzG-MSPS-GI-06-2017-2,ocds-lcuori-0rwyzG-MSPS-GI-06-2017-2/3,0rwyzG-MSPS-GI-06-2017-2,0rwyzG-MSPS-GI-06-2017-2,2500.0,document
ocds-lcuori-2LmqDL-LPrNO-434-AMDC-492-2017-2,ocds-lcuori-2LmqDL-LPrNO-434-AMDC-492-2017-2/3,2LmqDL-LPrNO-434-AMDC-492-2017-2,2LmqDL-LPrNO-434-AMDC-492-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-453-AMDC-513-2017-2,ocds-lcuori-2LmqDL-LPrNO-453-AMDC-513-2017-2/3,2LmqDL-LPrNO-453-AMDC-513-2017-2,2LmqDL-LPrNO-453-AMDC-513-2017-2,200.0,document
ocds-lcuori-0rwyzG-MSPS-GPST-01-2017-2,ocds-lcuori-0rwyzG-MSPS-GPST-01-2017-2/3,0rwyzG-MSPS-GPST-01-2017-2,0rwyzG-MSPS-GPST-01-2017-2,5000.0,document
ocds-lcuori-2LmqDL-LPrNO-454-AMDC-514-2017-2,ocds-lcuori-2LmqDL-LPrNO-454-AMDC-514-2017-2/3,2LmqDL-LPrNO-454-AMDC-514-2017-2,2LmqDL-LPrNO-454-AMDC-514-2017-2,200.0,document
ocds-lcuori-0rwyzG-MSPS-GI-08-2017-2,ocds-lcuori-0rwyzG-MSPS-GI-08-2017-2/3,0rwyzG-MSPS-GI-08-2017-2,0rwyzG-MSPS-GI-08-2017-2,2500.0,document
ocds-lcuori-2LmqDL-LPrNO-192-AMDC-226-2017-2,ocds-lcuori-2LmqDL-LPrNO-192-AMDC-226-2017-2/3,2LmqDL-LPrNO-192-AMDC-226-2017-2,2LmqDL-LPrNO-192-AMDC-226-2017-2,200.0,document
ocds-lcuori-7rBxpG-L Pública No.33-2017-2,ocds-lcuori-7rBxpG-L Pública No.33-2017-2/3,7rBxpG-L Pública No.33-2017-2,7rBxpG-L Pública No.33-2017-2,200.0,document
ocds-lcuori-ZGqbBR-LPN-MPC-GT-04-2017-2,ocds-lcuori-ZGqbBR-LPN-MPC-GT-04-2017-2/3,ZGqbBR-LPN-MPC-GT-04-2017-2,ZGqbBR-LPN-MPC-GT-04-2017-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-421-AMDC-479-2017-2,ocds-lcuori-2LmqDL-LPrNO-421-AMDC-479-2017-2/3,2LmqDL-LPrNO-421-AMDC-479-2017-2,2LmqDL-LPrNO-421-AMDC-479-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-422-AMDC-480-2017-2,ocds-lcuori-2LmqDL-LPrNO-422-AMDC-480-2017-2/3,2LmqDL-LPrNO-422-AMDC-480-2017-2,2LmqDL-LPrNO-422-AMDC-480-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-423-AMDC-481-2017-2,ocds-lcuori-2LmqDL-LPrNO-423-AMDC-481-2017-2/3,2LmqDL-LPrNO-423-AMDC-481-2017-2,2LmqDL-LPrNO-423-AMDC-481-2017-2,200.0,document
ocds-lcuori-ZGqbBR-LPN-MPC-GAF-07-2017-2,ocds-lcuori-ZGqbBR-LPN-MPC-GAF-07-2017-2/3,ZGqbBR-LPN-MPC-GAF-07-2017-2,ZGqbBR-LPN-MPC-GAF-07-2017-2,1000.0,document
ocds-lcuori-2LmqDL-LPrNO-194-AMDC-228-2017-2,ocds-lcuori-2LmqDL-LPrNO-194-AMDC-228-2017-2/3,2LmqDL-LPrNO-194-AMDC-228-2017-2,2LmqDL-LPrNO-194-AMDC-228-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-195-AMDC-229-2017-2,ocds-lcuori-2LmqDL-LPrNO-195-AMDC-229-2017-2/3,2LmqDL-LPrNO-195-AMDC-229-2017-2,2LmqDL-LPrNO-195-AMDC-229-2017-2,200.0,document
