ocid,id,awards/0/id,awards/0/documents/0/id,awards/0/documents/0/url,awards/0/documents/0/documentType,awards/0/documents/0/format,awards/0/documents/0/description,awards/0/documents/0/title,awards/0/documents/0/datePublished
ocds-lcuori-grxXEr-L.P.007-17-2,ocds-lcuori-grxXEr-L.P.007-17-2/3,grxXEr-L.P.007-17-2,95998,http://h1.honducompras.gob.hn/Docs/Lic97L.P.007-17802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-03-10T13:07:12.260000-06:00
ocds-lcuori-orvDGM-LPrN-SANAA-DM-10-2017-2,ocds-lcuori-orvDGM-LPrN-SANAA-DM-10-2017-2/3,orvDGM-LPrN-SANAA-DM-10-2017-2,109795,http://h1.honducompras.gob.hn/Docs/Lic7LPrN-SANAA-DM-10-2017804-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-12-22T14:23:26.010000-06:00
ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-14-2017-2,ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-14-2017-2/3,wrV3LP-COT-IDECOAS-FHIS-14-2017-2,106744,http://h1.honducompras.gob.hn/Docs/Lic11COT-IDECOAS-FHIS-14-2017806-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-10-17T11:29:47.650000-06:00
ocds-lcuori-2LmqDL-LPrNO-218-AMDC-253-2017-2,ocds-lcuori-2LmqDL-LPrNO-218-AMDC-253-2017-2/3,2LmqDL-LPrNO-218-AMDC-253-2017-2,105563,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-218-AMDC-253-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-09-19T08:01:26.120000-06:00
ocds-lcuori-Er6jdr-SHOPPING-No.PGRD-13-CP-B-2017-2,ocds-lcuori-Er6jdr-SHOPPING-No.PGRD-13-CP-B-2017-2/3,Er6jdr-SHOPPING-No.PGRD-13-CP-B-2017-2,108784,http://h1.honducompras.gob.hn/Docs/Lic719SHOPPING-No.PGRD-13-CP-B-2017805-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-11-27T11:40:36.577000-06:00
ocds-lcuori-4LOxWG-213-2017-2,ocds-lcuori-4LOxWG-213-2017-2/3,4LOxWG-213-2017-2,108864,http://h1.honducompras.gob.hn/Docs/Lic83213-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-11-29T12:29:07.167000-06:00
ocds-lcuori-4LOxWG-215-2017-2,ocds-lcuori-4LOxWG-215-2017-2/3,4LOxWG-215-2017-2,109243,http://h1.honducompras.gob.hn/Docs/Lic83215-2017802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-12-08T11:10:25.230000-06:00
ocds-lcuori-WRzdbL-LP-001-2017-HT-2,ocds-lcuori-WRzdbL-LP-001-2017-HT-2/3,WRzdbL-LP-001-2017-HT-2,96344,http://h1.honducompras.gob.hn/Docs/Lic98LP-001-2017-HT802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-03-17T09:05:45.763000-06:00
ocds-lcuori-WRz0xL-LP-SAR-001-2017-2,ocds-lcuori-WRz0xL-LP-SAR-001-2017-2/3,WRz0xL-LP-SAR-001-2017-2,100980,http://h1.honducompras.gob.hn/Docs/Lic1010LP-SAR-001-2017803-ResoluciondelaAdjudicacion.PDF,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-06-22T08:03:36.407000-06:00
ocds-lcuori-4LOQbR-LPN-ARVN-MIAMBIENTE-001-2017-2,ocds-lcuori-4LOQbR-LPN-ARVN-MIAMBIENTE-001-2017-2/3,4LOQbR-LPN-ARVN-MIAMBIENTE-001-2017-2,107246,http://h1.honducompras.gob.hn/Docs/Lic139LPN-ARVN-MIAMBIENTE-001-2017804-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-10-26T10:35:32.703000-06:00
ocds-lcuori-jRDKpG-LPN PNPRRS 001-2017-2,ocds-lcuori-jRDKpG-LPN PNPRRS 001-2017-2/3,jRDKpG-LPN PNPRRS 001-2017-2,109471,http://h1.honducompras.gob.hn/Docs/Lic992LPN%20PNPRRS%20001-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-12-12T16:23:08.857000-06:00
ocds-lcuori-2LmqDL-LPrNO-131-AMDC-163-2017-2,ocds-lcuori-2LmqDL-LPrNO-131-AMDC-163-2017-2/3,2LmqDL-LPrNO-131-AMDC-163-2017-2,102082,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-131-AMDC-163-2017804-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-07-13T09:34:51.210000-06:00
ocds-lcuori-WRzdbL-LP-002-2017-HT-2,ocds-lcuori-WRzdbL-LP-002-2017-HT-2/3,WRzdbL-LP-002-2017-HT-2,96346,http://h1.honducompras.gob.hn/Docs/Lic98LP-002-2017-HT802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-03-17T09:31:00.063000-06:00
ocds-lcuori-MrMPYR-LPN-CNBS-04-2017     -2,ocds-lcuori-MrMPYR-LPN-CNBS-04-2017     -2/3,MrMPYR-LPN-CNBS-04-2017     -2,111141,http://h1.honducompras.gob.hn/Docs/Lic140LPN-CNBS-04-2017%20%20%20%20%20806-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-02-02T10:34:27.087000-06:00
ocds-lcuori-DL9YoL-LPN-12-2017-FAHM-2,ocds-lcuori-DL9YoL-LPN-12-2017-FAHM-2/3,DL9YoL-LPN-12-2017-FAHM-2,112020,http://h1.honducompras.gob.hn/Docs/Lic329LPN-12-2017-FAHM804-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-03-01T18:09:02.753000-06:00
ocds-lcuori-WRzdbL-LP-003-2017-HT-2,ocds-lcuori-WRzdbL-LP-003-2017-HT-2/3,WRzdbL-LP-003-2017-HT-2,96348,http://h1.honducompras.gob.hn/Docs/Lic98LP-003-2017-HT802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-03-17T09:36:47.973000-06:00
ocds-lcuori-2LAdQr-LP-FV-RVNP-08-2017-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-08-2017-2/3,2LAdQr-LP-FV-RVNP-08-2017-2,102244,http://h1.honducompras.gob.hn/Docs/Lic237LP-FV-RVNP-08-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-07-17T11:15:25.890000-06:00
ocds-lcuori-2LAdQr-COT-FV-RVNP-07-2017-2,ocds-lcuori-2LAdQr-COT-FV-RVNP-07-2017-2/3,2LAdQr-COT-FV-RVNP-07-2017-2,102251,http://h1.honducompras.gob.hn/Docs/Lic237COT-FV-RVNP-07-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-07-17T11:30:54.470000-06:00
ocds-lcuori-WRzbRe-LPR No. 162-DGC-UATSV-2017-2,ocds-lcuori-WRzbRe-LPR No. 162-DGC-UATSV-2017-2/3,WRzbRe-LPR No. 162-DGC-UATSV-2017-2,107126,http://h1.honducompras.gob.hn/Docs/Lic10LPR%20No.%20162-DGC-UATSV-2017803-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-10-24T14:10:56.033000-06:00
ocds-lcuori-2LmqDL-LPrNO-324-AMDC-378-2017-2,ocds-lcuori-2LmqDL-LPrNO-324-AMDC-378-2017-2/3,2LmqDL-LPrNO-324-AMDC-378-2017-2,114078,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-324-AMDC-378-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-04-13T10:51:24.013000-06:00
ocds-lcuori-jRDA5r-Solicitud No 888-2,ocds-lcuori-jRDA5r-Solicitud No 888-2/4,jRDA5r-Solicitud No 888-2,110356,http://h1.honducompras.gob.hn/Docs/Lic692Solicitud%20No%20888805-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-01-10T14:16:51.043000-06:00
ocds-lcuori-2LmqDL-LPrNO-326-AMDC-380-2017-2,ocds-lcuori-2LmqDL-LPrNO-326-AMDC-380-2017-2/3,2LmqDL-LPrNO-326-AMDC-380-2017-2,119229,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-326-AMDC-380-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-07-26T10:42:00.177000-06:00
ocds-lcuori-2LmqDL-LPrNO-327-AMDC-381-2017-2,ocds-lcuori-2LmqDL-LPrNO-327-AMDC-381-2017-2/3,2LmqDL-LPrNO-327-AMDC-381-2017-2,123176,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-327-AMDC-381-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-10-10T15:50:53.633000-06:00
ocds-lcuori-WRzdbL-LP-005-2017-HT-2,ocds-lcuori-WRzdbL-LP-005-2017-HT-2/3,WRzdbL-LP-005-2017-HT-2,96350,http://h1.honducompras.gob.hn/Docs/Lic98LP-005-2017-HT802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-03-17T09:47:05.657000-06:00
ocds-lcuori-orvwoL-LPI-01-EQUIPAMIENTO-UNA-PINPROS-2017-2,ocds-lcuori-orvwoL-LPI-01-EQUIPAMIENTO-UNA-PINPROS-2017-2/3,orvwoL-LPI-01-EQUIPAMIENTO-UNA-PINPROS-2017-2,110375,http://h1.honducompras.gob.hn/Docs/Lic795LPI-01-EQUIPAMIENTO-UNA-PINPROS-2017807-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-01-10T16:46:55.780000-06:00
ocds-lcuori-2LmqDL-LPrNO-448-AMDC-508-2017-2,ocds-lcuori-2LmqDL-LPrNO-448-AMDC-508-2017-2/3,2LmqDL-LPrNO-448-AMDC-508-2017-2,120333,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-448-AMDC-508-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-08-14T14:38:27.500000-06:00
ocds-lcuori-2LmqDL-LPrNO-450-AMDC-510-2017-2,ocds-lcuori-2LmqDL-LPrNO-450-AMDC-510-2017-2/3,2LmqDL-LPrNO-450-AMDC-510-2017-2,111993,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-450-AMDC-510-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-03-01T08:51:38.177000-06:00
ocds-lcuori-2LmqDL-LPrNO-329-AMDC-383-2017-2,ocds-lcuori-2LmqDL-LPrNO-329-AMDC-383-2017-2/3,2LmqDL-LPrNO-329-AMDC-383-2017-2,126985,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-329-AMDC-383-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-12-13T15:47:46.073000-06:00
ocds-lcuori-KLgDwG-02-LPN-IHT-2017-2,ocds-lcuori-KLgDwG-02-LPN-IHT-2017-2/3,KLgDwG-02-LPN-IHT-2017-2,98445,http://h1.honducompras.gob.hn/Docs/Lic13102-LPN-IHT-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-05-08T17:38:16.763000-06:00
ocds-lcuori-WRzdbL-LP-006-2017-HT-2,ocds-lcuori-WRzdbL-LP-006-2017-HT-2/3,WRzdbL-LP-006-2017-HT-2,96352,http://h1.honducompras.gob.hn/Docs/Lic98LP-006-2017-HT802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-03-17T09:51:14.883000-06:00
ocds-lcuori-KLgDwG-01-LP-IHT-2017-2,ocds-lcuori-KLgDwG-01-LP-IHT-2017-2/3,KLgDwG-01-LP-IHT-2017-2,103700,http://h1.honducompras.gob.hn/Docs/Lic13101-LP-IHT-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-08-11T11:45:07.703000-06:00
ocds-lcuori-0rwyzG-MSPS-GI-06-2017-2,ocds-lcuori-0rwyzG-MSPS-GI-06-2017-2/3,0rwyzG-MSPS-GI-06-2017-2,101163,http://h1.honducompras.gob.hn/Docs/Lic578MSPS-GI-06-2017807-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-06-26T11:31:56.797000-06:00
ocds-lcuori-0rwyzG-MSPS-GI-06-2017-2,ocds-lcuori-0rwyzG-MSPS-GI-06-2017-2/3,0rwyzG-MSPS-GI-06-2017-2,101164,http://h1.honducompras.gob.hn/Docs/Lic578MSPS-GI-06-2017807-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-06-26T11:32:01.860000-06:00
ocds-lcuori-8L47Pr-L-P 022-2017-2,ocds-lcuori-8L47Pr-L-P 022-2017-2/3,8L47Pr-L-P 022-2017-2,106359,http://h1.honducompras.gob.hn/Docs/Lic94L-P%20022-2017802-ResoluciondelaAdjudicacion.JPG,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-10-10T09:44:48.680000-06:00
ocds-lcuori-0rwyzG-MSPS-GPST-01-2017-2,ocds-lcuori-0rwyzG-MSPS-GPST-01-2017-2/3,0rwyzG-MSPS-GPST-01-2017-2,101992,http://h1.honducompras.gob.hn/Docs/Lic578MSPS-GPST-01-2017805-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-07-11T17:28:14.633000-06:00
ocds-lcuori-0rwyzG-MSPS-GI-08-2017-2,ocds-lcuori-0rwyzG-MSPS-GI-08-2017-2/3,0rwyzG-MSPS-GI-08-2017-2,101168,http://h1.honducompras.gob.hn/Docs/Lic578MSPS-GI-08-2017806-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-06-26T11:38:21.230000-06:00
ocds-lcuori-WRzbRe-LPR No. 244-DGC-UATSV-2017 -2,ocds-lcuori-WRzbRe-LPR No. 244-DGC-UATSV-2017 -2/3,WRzbRe-LPR No. 244-DGC-UATSV-2017 -2,111600,http://h1.honducompras.gob.hn/Docs/Lic10LPR%20No.%20244-DGC-UATSV-2017%20803-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-02-16T14:04:37.313000-06:00
ocds-lcuori-2LmqDL-LPrNO-192-AMDC-226-2017-2,ocds-lcuori-2LmqDL-LPrNO-192-AMDC-226-2017-2/3,2LmqDL-LPrNO-192-AMDC-226-2017-2,104380,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-192-AMDC-226-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-08-28T11:08:32.763000-06:00
ocds-lcuori-4LOxWG-128-2017-2,ocds-lcuori-4LOxWG-128-2017-2/3,4LOxWG-128-2017-2,103407,http://h1.honducompras.gob.hn/Docs/Lic83128-2017802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-08-07T13:51:55.390000-06:00
ocds-lcuori-4LOxWG-129-2017-2,ocds-lcuori-4LOxWG-129-2017-2/3,4LOxWG-129-2017-2,103410,http://h1.honducompras.gob.hn/Docs/Lic83129-2017802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-08-07T13:55:50.657000-06:00
ocds-lcuori-7rBxpG-L Pública No.33-2017-2,ocds-lcuori-7rBxpG-L Pública No.33-2017-2/3,7rBxpG-L Pública No.33-2017-2,111632,http://h1.honducompras.gob.hn/Docs/Lic123L%20P%C3%BAblica%20No.33-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-02-19T08:44:26.093000-06:00
ocds-lcuori-0rwyzG-MSPS-PRIV-GPST-01-2017-2,ocds-lcuori-0rwyzG-MSPS-PRIV-GPST-01-2017-2/3,0rwyzG-MSPS-PRIV-GPST-01-2017-2,109162,http://h1.honducompras.gob.hn/Docs/Lic578MSPS-PRIV-GPST-01-2017804-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-12-06T13:48:24.240000-06:00
ocds-lcuori-ZGqbBR-LPN-MPC-GT-04-2017-2,ocds-lcuori-ZGqbBR-LPN-MPC-GT-04-2017-2/3,ZGqbBR-LPN-MPC-GT-04-2017-2,112013,http://h1.honducompras.gob.hn/Docs/Lic318LPN-MPC-GT-04-2017806-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-03-01T14:44:23.807000-06:00
ocds-lcuori-4LOxWG-130-2017-2,ocds-lcuori-4LOxWG-130-2017-2/3,4LOxWG-130-2017-2,101148,http://h1.honducompras.gob.hn/Docs/Lic83130-2017802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-06-26T10:52:01.047000-06:00
ocds-lcuori-4LOxWG-131-2017-2,ocds-lcuori-4LOxWG-131-2017-2/3,4LOxWG-131-2017-2,101143,http://h1.honducompras.gob.hn/Docs/Lic83131-2017802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-06-26T10:41:22.687000-06:00
ocds-lcuori-4LOxWG-132-2017-2,ocds-lcuori-4LOxWG-132-2017-2/3,4LOxWG-132-2017-2,101151,http://h1.honducompras.gob.hn/Docs/Lic83132-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-06-26T11:01:42.843000-06:00
ocds-lcuori-4LOxWG-132-2017-2,ocds-lcuori-4LOxWG-132-2017-2/3,4LOxWG-132-2017-2,101152,http://h1.honducompras.gob.hn/Docs/Lic83132-2017804-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-06-26T11:03:10.323000-06:00
ocds-lcuori-2LmqDL-LPrNO-421-AMDC-479-2017-2,ocds-lcuori-2LmqDL-LPrNO-421-AMDC-479-2017-2/3,2LmqDL-LPrNO-421-AMDC-479-2017-2,116022,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-421-AMDC-479-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-05-23T09:44:34.183000-06:00
ocds-lcuori-7G36NL-LPN-004-2017-2,ocds-lcuori-7G36NL-LPN-004-2017-2/3,7G36NL-LPN-004-2017-2,130328,http://h1.honducompras.gob.hn/Docs/Lic152LPN-004-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2019-03-12T16:22:08.290000-06:00
ocds-lcuori-2LmqDL-LPrNO-422-AMDC-480-2017-2,ocds-lcuori-2LmqDL-LPrNO-422-AMDC-480-2017-2/3,2LmqDL-LPrNO-422-AMDC-480-2017-2,125308,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-422-AMDC-480-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-11-12T09:34:42.643000-06:00
ocds-lcuori-2LmqDL-LPrNO-423-AMDC-481-2017-2,ocds-lcuori-2LmqDL-LPrNO-423-AMDC-481-2017-2/3,2LmqDL-LPrNO-423-AMDC-481-2017-2,113654,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-423-AMDC-481-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-04-05T10:55:13.447000-06:00
ocds-lcuori-ZGqbBR-LPN-MPC-GAF-07-2017-2,ocds-lcuori-ZGqbBR-LPN-MPC-GAF-07-2017-2/3,ZGqbBR-LPN-MPC-GAF-07-2017-2,105026,http://h1.honducompras.gob.hn/Docs/Lic318LPN-MPC-GAF-07-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-09-08T13:41:18.543000-06:00
ocds-lcuori-2LmqDL-LPrNO-194-AMDC-228-2017-2,ocds-lcuori-2LmqDL-LPrNO-194-AMDC-228-2017-2/3,2LmqDL-LPrNO-194-AMDC-228-2017-2,101370,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-194-AMDC-228-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-06-29T13:24:40.830000-06:00
ocds-lcuori-2LmqDL-LPrNO-195-AMDC-229-2017-2,ocds-lcuori-2LmqDL-LPrNO-195-AMDC-229-2017-2/3,2LmqDL-LPrNO-195-AMDC-229-2017-2,101376,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-195-AMDC-229-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-06-29T14:04:43.120000-06:00
ocds-lcuori-2LmqDL-LPrNO-424-AMDC-482-2017-2,ocds-lcuori-2LmqDL-LPrNO-424-AMDC-482-2017-2/3,2LmqDL-LPrNO-424-AMDC-482-2017-2,114088,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-424-AMDC-482-2017804-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-04-13T11:27:17.370000-06:00
ocds-lcuori-2LmqDL-LPrNO-196-AMDC-230-2017-2,ocds-lcuori-2LmqDL-LPrNO-196-AMDC-230-2017-2/3,2LmqDL-LPrNO-196-AMDC-230-2017-2,104132,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-196-AMDC-230-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-08-22T10:46:07.280000-06:00
ocds-lcuori-grxXor-LIC PRIVADA 02-HAME-2017-2,ocds-lcuori-grxXor-LIC PRIVADA 02-HAME-2017-2/3,grxXor-LIC PRIVADA 02-HAME-2017-2,97591,http://h1.honducompras.gob.hn/Docs/Lic109LIC%20PRIVADA%2002-HAME-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-04-18T19:10:06.233000-06:00
ocds-lcuori-grxXor-LIC PRIVADA HAME-2017-2,ocds-lcuori-grxXor-LIC PRIVADA HAME-2017-2/3,grxXor-LIC PRIVADA HAME-2017-2,97595,http://h1.honducompras.gob.hn/Docs/Lic109LIC%20PRIVADA%20HAME-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-04-18T19:18:34.683000-06:00
ocds-lcuori-grxXor-LIC. PRIVADA 04 HAME-2017-2,ocds-lcuori-grxXor-LIC. PRIVADA 04 HAME-2017-2/3,grxXor-LIC. PRIVADA 04 HAME-2017-2,97593,http://h1.honducompras.gob.hn/Docs/Lic109LIC.%20PRIVADA%2004%20HAME-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-04-18T19:15:36.607000-06:00
ocds-lcuori-orvDGM-LPN-SANAA-DM-09-2017-2,ocds-lcuori-orvDGM-LPN-SANAA-DM-09-2017-2/3,orvDGM-LPN-SANAA-DM-09-2017-2,109796,http://h1.honducompras.gob.hn/Docs/Lic7LPN-SANAA-DM-09-2017806-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-12-22T14:26:42.263000-06:00
ocds-lcuori-MrMagr-LP-020-2017-2,ocds-lcuori-MrMagr-LP-020-2017-2/3,MrMagr-LP-020-2017-2,102614,http://h1.honducompras.gob.hn/Docs/Lic84LP-020-2017802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-07-24T08:19:27.083000-06:00
ocds-lcuori-MrMagr-LP-022-2017-2,ocds-lcuori-MrMagr-LP-022-2017-2/3,MrMagr-LP-022-2017-2,102561,http://h1.honducompras.gob.hn/Docs/Lic84LP-022-2017802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-07-21T13:19:58.910000-06:00
ocds-lcuori-vGZWNR-CD-IHSS-50000906-2,ocds-lcuori-vGZWNR-CD-IHSS-50000906-2/3,vGZWNR-CD-IHSS-50000906-2,108078,http://h1.honducompras.gob.hn/Docs/Lic117CD-IHSS-50000906803-ResoluciondelaAdjudicacion.PDF,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-11-13T14:20:26.413000-06:00
ocds-lcuori-MLQW8R-01-2017-2,ocds-lcuori-MLQW8R-01-2017-2/3,MLQW8R-01-2017-2,97379,http://h1.honducompras.gob.hn/Docs/Lic60501-2017804-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-04-07T09:09:31.350000-06:00
