ocid,id,awards/0/id,awards/0/description,awards/0/value/amount,awards/0/value/currency
ocds-lcuori-7110,ocds-lcuori-7110/3-contract,7110,Suministro de materiales de oficina para uso en las diferentes unidades del Ejercito,37905.725,HNL
ocds-lcuori-7197,ocds-lcuori-7197/3-contract,7197,SUMINISTROS PARA ABASTECER LOS DIFERENTES DEPARTAMENTOS DE LA DIECP,5514.1925,HNL
ocds-lcuori-7112,ocds-lcuori-7112/3-contract,7112,Suministro de materiales de oficina para uso en las diferentes unidades del Ejercito,2397.681,HNL
ocds-lcuori-7113,ocds-lcuori-7113/3-contract,7113,COMPRA DE UTILES VARIOS,32744.2375,HNL
ocds-lcuori-7114,ocds-lcuori-7114/3-contract,7114,COMPRA DE UTILES VARIOS,1031.3775,HNL
ocds-lcuori-7115,ocds-lcuori-7115/3-contract,7115,COMPRA DE UTILES DE OFICINA,533.715,HNL
ocds-lcuori-7117,ocds-lcuori-7117/3-contract,7117,compra de 500 cajas para el almacen regional,24035.0,HNL
ocds-lcuori-7118,ocds-lcuori-7118/3-contract,7118,Compras de material de oficina para la Unidad de Lenguas Extranjeras,1436.8790000000001,HNL
ocds-lcuori-7198,ocds-lcuori-7198/3-contract,7198,SUMINISTROS PARA ABASTECER LAS DIFERENTES DEPARTAMENTOS,2064.8250000000003,HNL
ocds-lcuori-7121,ocds-lcuori-7121/3-contract,7121,COMPRA DE FOLDER Y ARCHIVADORES PARA USO DE LOS DIFERENTES DEPTOS DEL HOSPITAL,4788.0,HNL
ocds-lcuori-7122,ocds-lcuori-7122/3-contract,7122,COMPRA DE FOLDER ARCHIVADORES PARA USO DE LOS DIFERENTES DEPTOS DEL HOSPITAL SANTA ROSITA ,5506.2,HNL
ocds-lcuori-7124,ocds-lcuori-7124/3-contract,7124,COMPRA DE PAPEL TAMA?O CARTA BASE 20,72392.5,HNL
ocds-lcuori-7199,ocds-lcuori-7199/3-contract,7199,SUMINISTROS PARA ABASTECER LOS DISTINTOS DEPARTAMENTOS DE LA DIECP,3590.944,HNL
ocds-lcuori-7127,ocds-lcuori-7127/3-contract,7127,Compra de materiales para uso de La Sub Secretaria de Asuntos Administrativos y Financieros,102.92500000000001,HNL
ocds-lcuori-7128,ocds-lcuori-7128/3-contract,7128,SEGUN SOLICITA LA ADMINISTRACION REGIONAL DE LA PAZ,747.5,HNL
ocds-lcuori-7133,ocds-lcuori-7133/3-contract,7133,PRODUCTO  SOLICITADO POR MESA DE AYUDA,1373.1000000000001,HNL
ocds-lcuori-7200,ocds-lcuori-7200/3-contract,7200,COMPRA DE CLIPS CORRECTOR HULES PEGAMENTO ANILLOS PARA ENCUADERNAR CARPETAS ARCHIVADORAS,25788.9575,HNL
ocds-lcuori-7131,ocds-lcuori-7131/3-contract,7131,CINTA DUCT TAPE TRANSPARENTE DE 2 HASTA 100 YARDAS Y 60 UNIDADES DE SAPUNTAS DE UN ORIFICIIO,10454.85,HNL
ocds-lcuori-7137,ocds-lcuori-7137/3-contract,7137,Insumos de oficina,18031.100000000002,HNL
ocds-lcuori-7138,ocds-lcuori-7138/3-contract,7138,Insumo de oficina,1311.9,HNL
ocds-lcuori-7135,ocds-lcuori-7135/3-contract,7135,ORDEN DE COPMPRA NUMERO 72 PROHECO 2015 POR LA COMPRA DE 1200 KIT ESCOLARES ARMADO SEGUN LAS ESPECIFICACIONES QUE OFRECE EL CATALOGO ELECTRONICO DE ONCAE LAS CUALES SERAN DISTRIBUIDOS EN LOS CENTROS EDUCATIVOS PROHECO A NIVEL NACIONAL,,
ocds-lcuori-7136,ocds-lcuori-7136/3-contract,7136,Compra de papel Bond tama?o carta para uso de la oficinas locales de la Regional Biosfera de Rio Platano ICF,12527.050000000001,HNL
ocds-lcuori-7139,ocds-lcuori-7139/3-contract,7139,Insumo de oficina,13322.5,HNL
ocds-lcuori-7141,ocds-lcuori-7141/3-contract,7141,Insumos de oficina,16300.0,HNL
ocds-lcuori-7201,ocds-lcuori-7201/3-contract,7201,COMPRA DE MARCADORES PARA PIZARRA MASKING TAPE CLIPS PEQUE?OS PINZAS PRENSA PAPEL REGLAS,21524.8425,HNL
ocds-lcuori-7145,ocds-lcuori-7145/3-contract,7145,Insumo de oficina,222.5,HNL
ocds-lcuori-7142,ocds-lcuori-7142/3-contract,7142,Insumo de oficina,4236.0,HNL
ocds-lcuori-7143,ocds-lcuori-7143/3-contract,7143,Insumo de oficina,6168.0,HNL
ocds-lcuori-7161,ocds-lcuori-7161/3-contract,7161,PARA USO EN EL CONSEJO DE LA JUDICATURA,2470.2000000000003,HNL
ocds-lcuori-7162,ocds-lcuori-7162/3-contract,7162,PARA USO EN EL CONSEJO DE LA JUDICATURA,445.625,HNL
ocds-lcuori-7149,ocds-lcuori-7149/3-contract,7149,COMPRA DE MATERIALES PARA OFICINA MASKING TAPE GOMAS ELASTICAS PINZAS SUJETA PAPEL ENGRAPDORA,19982.4,HNL
ocds-lcuori-7163,ocds-lcuori-7163/3-contract,7163,la subgerente de suministros materiales y compras mediante memorando 2690 2015 sgdsmyc de fecha 24 de agosto 2015 giro instrucciones para que se elaboraran las ordenes de compras en sistema de honducompras y sistema sap para la adquisicion de materiales y utiles de oficina para 6 meses de consumo por medio del catalogo electronico indicando que los materiales estan en el catalago electronico y  que el valor de los materiales por adquirir haciende a un valor de quinientos cuarenta y  un mil doscientos cincuenta cuatro lempiras 541 254 00 asimismo al memorando antes mencionado se adjunta la autorizacion de la compra segun memorando 2746 gayf de fecha 12 de agosto 2015 firmado por el gerente administrativo y financiero tambien se adjuntaron el listado de los materiales y utiles de oficina segun memorando 2663 2015 sgdsmyc firmado por el coordinador de programacion la disponibilidad presupuestaria segun memorando 1042 sgp de fecha 27 de agosto 2015 asi  centro gestor 3510000009 gerencia administrativa y financiera pospre 39200 utiles de escritorio 33400 productos de papel y carton y 39600 otros repuestos se elaboraran las ordenes de compra con impuesto segun instrucciones de la subgerente de suministros materiales y compras segun correo electronico de fecha 08 de septiembre 2015 asimismo dio instrucciones verbales el dia 10 de septiembre 2015 9 30 am que se respetaran los tiempos de entrega establecidos por los proveedores se  aclara que se seleccionaron los productos de todas las opciones en el sistema de honducompras segun lo indicado por el coordinador de programacion de materiales y segun memorando  2894 2015 sgsmyc se solicita garantia de calidad segun articulo 16 garantias del reglamento de la ley de compras eficientes y transparentes a traves de medios electronicos asimismo el proveedor debe de apegarse a lo establecido al convenio marco firmado con la oncae y las leyes aplicables uso institucional,87705.75,HNL
ocds-lcuori-7165,ocds-lcuori-7165/3-contract,7165,PAPEL DE ESCRITORIO TAMA?O OFICIO,17912.4,HNL
ocds-lcuori-7166,ocds-lcuori-7166/3-contract,7166,Para uso del FTM,43227.0,HNL
ocds-lcuori-7167,ocds-lcuori-7167/3-contract,7167,COMPRA DE CLIPS MARCADORES REGLAS PINZAS PRENSAPAPEL,7810.345,HNL
ocds-lcuori-7168,ocds-lcuori-7168/3-contract,7168,Papeleria e insumos de oficina para ser utilizados en el proceso de captacion y seleccion de aspirantes a cadetes de la Academia Militar de Aviacion,6181.54,HNL
ocds-lcuori-7169,ocds-lcuori-7169/3-contract,7169,compra de papel bond base 20 tamano carta y oficio,15022.0,HNL
ocds-lcuori-7171,ocds-lcuori-7171/3-contract,7171,solicitado por secretaria general,289570.0,HNL
ocds-lcuori-7175,ocds-lcuori-7175/3-contract,7175,plan de compras segundo trimestre 2015,504.0,HNL
ocds-lcuori-7176,ocds-lcuori-7176/3-contract,7176,Compra de papel oficio para uso de las diferentes Departamentos de la DIECP ,8970.0,HNL
ocds-lcuori-7177,ocds-lcuori-7177/3-contract,7177,Materiales para uso en procesos de las alcaldias ,586.5,HNL
ocds-lcuori-7179,ocds-lcuori-7179/3-contract,7179,Materiales para uso en procesos de alcaldias,1773.3,HNL
ocds-lcuori-7180,ocds-lcuori-7180/3-contract,7180,plan de compras segundo trimestre  2015 ,475.2,HNL
ocds-lcuori-7181,ocds-lcuori-7181/3-contract,7181,OC 072 PROHECO 2015,,
ocds-lcuori-7183,ocds-lcuori-7183/3-contract,7183,compra para el departamento de Ciencias de la Educacion,316.8,HNL
ocds-lcuori-7184,ocds-lcuori-7184/3-contract,7184,MATERIALES DE OFICINA PARA LA DELEGACION DE SANTA ROSA DE COPAN,232.78300000000002,HNL
ocds-lcuori-7185,ocds-lcuori-7185/3-contract,7185,MATERIALES DE OFICINA PARA LA DELEGACION DE SANTA ROSA DE COPAN,2788.87,HNL
ocds-lcuori-7186,ocds-lcuori-7186/3-contract,7186,MATERIALES DE OFICINA PARA LA DELEGACION DE SANTA ROSA DE COPAN,1610.025,HNL
ocds-lcuori-7188,ocds-lcuori-7188/3-contract,7188,Materiales para uso en procesos de Alcaldias,21717.75,HNL
ocds-lcuori-7194,ocds-lcuori-7194/3-contract,7194,SUMINISTROS PARA ABASTECER LOS DISTINTOS DEPARTAMENTOS DE LA DIECP ,26179.5775,HNL
ocds-lcuori-7195,ocds-lcuori-7195/3-contract,7195,COMPRA DE PAPEL BLANCO BOND TAMA?O CARTA Y OFICIO PARA SER UTILIZADO EN LAS DIFERENTES SALAS DE ESTE CENTRO HOPSITLARIO,80807.05,HNL
ocds-lcuori-7190,ocds-lcuori-7190/3-contract,7190,Materiales de oficina para la Pagaduria General del Estado Mayor Conjunto correspondiente al tercer trimestre del 2015,8323.375,HNL
ocds-lcuori-7196,ocds-lcuori-7196/3-contract,7196,SUMINISTROS PARA EL EVENTO DE PROYECTO GAVI,453.8475,HNL
ocds-lcuori-7205,ocds-lcuori-7205/3-contract,7205,SUMINISTROS PARA USO EN LA DIRECCION GENERAL DE INSTITUCIONES DESCENTRALIZADAS ,1260.6875,HNL
ocds-lcuori-7203,ocds-lcuori-7203/3-contract,7203,SUMINISTROS PARA USO EN LA DIRECCION GENERAL DE INVERSIONES PUBLICAS ,3807.3165000000004,HNL
ocds-lcuori-7204,ocds-lcuori-7204/3-contract,7204,SUMINISTROS DE 5 UNIDADES DE CERA PARA CONTAR PARA USO EN LA DIRECCION GENERAL DE INSTITUCIONES DESCENTRALIZADAS ,46.9775,HNL
ocds-lcuori-7210,ocds-lcuori-7210/3-contract,7210,PARA USO DEL CAPRODEM,326.232,HNL
ocds-lcuori-7207,ocds-lcuori-7207/3-contract,7207,COMPRA DE DVD,4696.6,HNL
ocds-lcuori-7208,ocds-lcuori-7208/3-contract,7208,COMPRA DE UTILES DE ESCRITORIO OFICINA Y ENSE?ANZA PARA SER ENTREGADOS EN LA REGION SANITARIA METROPOLITANA DE TEGUCIGALPA BARRIO MORAZAN ENFRENTE A LOS BOMBEROS CONTIGUO AL ESTADIO NACIONAL TIBURCIO CARIAS ANDINO ,25096.45,HNL
ocds-lcuori-7213,ocds-lcuori-7213/3-contract,7213,Materiales para uso en procesos Alcaldias Municipales,1542.0,HNL
ocds-lcuori-7214,ocds-lcuori-7214/3-contract,7214,PARA SER UTILIZADO EN EL CAPRODEM,5071.5,HNL
ocds-lcuori-7211,ocds-lcuori-7211/3-contract,7211,PARA SER UTILIZADO EN EL CAPRODEM,226.72250000000003,HNL
ocds-lcuori-7215,ocds-lcuori-7215/3-contract,7215,PARA SER UTILIZADO EN EL CAPRODEM,5328.87,HNL
ocds-lcuori-7216,ocds-lcuori-7216/3-contract,7216,COMPRA DE PAPEL BOND TAMA?O CARTA A SOLICITUD DE RELACIONES LABORALES SEGUN REQUISICION 107 DEL 17 AGOSTO 2015,358.8,HNL
ocds-lcuori-7219,ocds-lcuori-7219/3-contract,7219,direccion dartamental de educacion,391.0,HNL
ocds-lcuori-7221,ocds-lcuori-7221/3-contract,7221,COMPRA DE ANILLOS PARA ENCUADERNAR CLIPS HULES CORRECTOR PINZAS SUJETAPAPELES CARPETAS ARCHIVADORAS,22811.78,HNL
ocds-lcuori-7222,ocds-lcuori-7222/3-contract,7222,COMPRA DE FOLDERS TAMA?O OFICIO Y NOTAS ADHESIVAS DE 3X3,57931.25,HNL
ocds-lcuori-7217,ocds-lcuori-7217/3-contract,7217,COMPRA DE PAPEL BOND TAMA?O CARTA A SOLICITUD DE RELACIONES LABORALES SEGUN REQUISICION 107 DEL 25 AGOSTO 2015,289.57,HNL
ocds-lcuori-7218,ocds-lcuori-7218/3-contract,7218,COMPRA DE BOLIGRAFOS COLOR NEGRO,15420.0,HNL
ocds-lcuori-7224,ocds-lcuori-7224/3-contract,7224,SOLICITADO POR LA SUBGERENCIA DE RECURSOS HOMANOS,2770.994,HNL
ocds-lcuori-7225,ocds-lcuori-7225/3-contract,7225,10 thoner hp 15A ,15579.28,HNL
ocds-lcuori-7229,ocds-lcuori-7229/3-contract,7229,COMPRA PARA USO DE LAS DIFERENTES OFICINAS DE ESTA SECRETARIA,8694.0,HNL
ocds-lcuori-7230,ocds-lcuori-7230/3-contract,7230,PAPEL BOND,4406.5,HNL
ocds-lcuori-7228,ocds-lcuori-7228/3-contract,7228,COMPRA PARA USO DE LAS DIFERENTES OFICINAS DE ESTA SECRETARIA,7453.104,HNL
ocds-lcuori-7232,ocds-lcuori-7232/3-contract,7232,compra de papeleria ,579.14,HNL
ocds-lcuori-7233,ocds-lcuori-7233/3-contract,7233,TONER HP Q2612A NEGRO,20627.850000000002,HNL
ocds-lcuori-7234,ocds-lcuori-7234/3-contract,7234,Materiales de oficina para la Pagaduria General del Estado Mayor Conjunto correspondiente al tercer trimestre del 2015,2585.19,HNL
ocds-lcuori-7235,ocds-lcuori-7235/3-contract,7235,TONER HP Q2612A NEGRO,23722.0275,HNL
ocds-lcuori-7240,ocds-lcuori-7240/3-contract,7240,SUMINISTROS PARA ABASTECER LAS DISTINTAS OFICINAS DE LA DIECP,17805.7375,HNL
ocds-lcuori-7241,ocds-lcuori-7241/3-contract,7241,TONER HP CE278A NEGRO,10384.5,HNL
ocds-lcuori-7237,ocds-lcuori-7237/3-contract,7237,por suministros de materiales de oficina los cuales seran utilizados en las diferentes oficinas de la fuerza aerea hondure?a ,5602.900000000001,HNL
ocds-lcuori-7248,ocds-lcuori-7248/3-contract,7248,COMPRA DE UTILES DE OFICINA,3982.15,HNL
ocds-lcuori-7249,ocds-lcuori-7249/3-contract,7249,COMPRA DE UTILES DE OFICINA,12952.772,HNL
ocds-lcuori-7250,ocds-lcuori-7250/3-contract,7250,COMPRA DE UTILES DE OFICINA,2064.5640000000003,HNL
ocds-lcuori-7251,ocds-lcuori-7251/3-contract,7251,Compra de un Sello Foliador,414.0,HNL
ocds-lcuori-7243,ocds-lcuori-7243/3-contract,7243,PARA USO DE VARIAS DEPENDENCIAS DEL PODER JUDICIAL,32932.435,HNL
ocds-lcuori-7244,ocds-lcuori-7244/3-contract,7244,SUMINISTROS PARA USO EN EL PROYECTO SAMI DE LA UNIDAD DE MODERNIZACION DE LA SEFI,707.25,HNL
ocds-lcuori-7245,ocds-lcuori-7245/3-contract,7245,SUMINISTROS PARA USO EN EL PROYECTO SAMI DE LA UNIDAD DE MODERNIZACION DE LA SEFIN,2372.68,HNL
ocds-lcuori-7246,ocds-lcuori-7246/3-contract,7246,SUMINISTROS PARA USO EN EL PROYECTO SAMI DE LA UNIDAD DE MODERNIZACION DE LA SEFI,8689.86,HNL
ocds-lcuori-7247,ocds-lcuori-7247/3-contract,7247,COMPRA DE UTILES DE OFICINA,5080.799,HNL
ocds-lcuori-7254,ocds-lcuori-7254/3-contract,7254,COMPRA ASIGNADA AL DEPARTAMENTO DE TECNICA INDUSTRIAL DE LA UPNFM,6894.25,HNL
ocds-lcuori-7495,ocds-lcuori-7495/3-contract,7495,materiales de oficina,2147.9700000000003,HNL
ocds-lcuori-7253,ocds-lcuori-7253/3-contract,7253,COMPRA DE UTILES VARIOS,869.76,HNL
ocds-lcuori-7255,ocds-lcuori-7255/3-contract,7255,COMPRA DE 10 PARES DE BATERIA,158.4,HNL
ocds-lcuori-7260,ocds-lcuori-7260/3-contract,7260,Compra de Materiales de Oficina para ser utilizado en la Region No 20 SPS,3047.5,HNL
ocds-lcuori-7261,ocds-lcuori-7261/3-contract,7261,Compra de materiales de oficina para ser utilizados en la region metropolitana de salud no 20 sps,3217.0330000000004,HNL
ocds-lcuori-7258,ocds-lcuori-7258/3-contract,7258,COMPRA DE UTILES DE OFICINA,13767.899000000001,HNL
ocds-lcuori-7262,ocds-lcuori-7262/3-contract,7262,Compra de materiales de oficina para ser utilizados en la region metropolitana de salud no 20 sps,13685.75,HNL
ocds-lcuori-7263,ocds-lcuori-7263/3-contract,7263,SE REQUIERE PARA ABASTECER LOS ALMACENES DE UTILES DE OFICINA PARA USO DE  LAS DIFERENTES AREAS DE LA EMPRESA,1982.04,HNL
ocds-lcuori-7269,ocds-lcuori-7269/3-contract,7269,COMPRA DE 500 PLIEGOS DE CARTULINA IRIS COLO AZUL CIELO,2587.5,HNL
ocds-lcuori-7534,ocds-lcuori-7534/3-contract,7534,COMPRA DE PRODUCTO DESECHABLES PARA LAS DIFERENTES OFICINAS DE ESTA DIRECCION ,460.2875,HNL
ocds-lcuori-7266,ocds-lcuori-7266/3-contract,7266,COMPRA DE UTILES DE OFICINA,11471.986,HNL
ocds-lcuori-7267,ocds-lcuori-7267/3-contract,7267,este producto es utilizado para administracion hospital tela,943.0,HNL
ocds-lcuori-7272,ocds-lcuori-7272/3-contract,7272,0112,267.1,HNL
ocds-lcuori-7274,ocds-lcuori-7274/3-contract,7274,SUMINISTROS VARIOS DE OFICINA PARA SER UTILIZADOS EN EL PROCESO DE CAPTACION Y SELECCION DE ASPIRANTES A CADETES 2015,1281.054,HNL
ocds-lcuori-7276,ocds-lcuori-7276/3-contract,7276,COMPRA DE DISCOS COMPACTOS SOLICITADOS POR EL DEPTO DE PLANILLAS SEGUN REQUISICION No 80 DE FECHA 25 DE MAYO DE 2015,402.04,HNL
ocds-lcuori-7271,ocds-lcuori-7271/3-contract,7271,PRUEBA CO PERSONAL DE MPC,15180.0,HNL
ocds-lcuori-7273,ocds-lcuori-7273/3-contract,7273,Sellos para foliar expedientes ,2070.0,HNL
ocds-lcuori-7279,ocds-lcuori-7279/3-contract,7279,compra utiles de oficina que utiliza CONAPID,323.84000000000003,HNL
ocds-lcuori-7280,ocds-lcuori-7280/3-contract,7280,compra de diferentes toner para impresora que se utilizan en oficinas de CONAPID,9632.998,HNL
ocds-lcuori-7281,ocds-lcuori-7281/3-contract,7281,Marcadores para pizarra,33195.0,HNL
ocds-lcuori-7283,ocds-lcuori-7283/3-contract,7283,COMPRA DE DIFERENTES TINTAS Y TONER QUE SE UTILIZAN EN LAS OFICINAS DE CONAPID,24526.395,HNL
ocds-lcuori-7287,ocds-lcuori-7287/3-contract,7287,COMPRA DE UTILES DE OFICINA QUE SE UTLIZAN OFICINAS DE CONAPID,234.37,HNL
ocds-lcuori-7288,ocds-lcuori-7288/3-contract,7288,COMPRA DE UNA MEMORIA USB,349.255,HNL
ocds-lcuori-7307,ocds-lcuori-7307/3-contract,7307,se hace la compra por caja chica,259.76,HNL
ocds-lcuori-7290,ocds-lcuori-7290/3-contract,7290,COMPRA DE UTILES DE OFICINA,909.3855000000001,HNL
ocds-lcuori-7291,ocds-lcuori-7291/3-contract,7291,Materiales para uso del FTM,813.648,HNL
ocds-lcuori-7292,ocds-lcuori-7292/3-contract,7292,Materiales para uso del FTM,2711.675,HNL
ocds-lcuori-7303,ocds-lcuori-7303/3-contract,7303,Materiales para uso del FTM,4651.55,HNL
ocds-lcuori-7304,ocds-lcuori-7304/3-contract,7304,Materiales para uso del FTM,1485.57,HNL
ocds-lcuori-7306,ocds-lcuori-7306/3-contract,7306,COMPRA DE TINTAS Y TONERS PARA CONSUMO DE LA INSTITUCION,51417.7995,HNL
ocds-lcuori-7311,ocds-lcuori-7311/3-contract,7311,Para reponer varios en mal estado,1921.4,HNL
ocds-lcuori-7309,ocds-lcuori-7309/3-contract,7309,COMPRA DE TONERS PARA CONSUMO DE LA INSTITUCION,94171.913,HNL
ocds-lcuori-7310,ocds-lcuori-7310/3-contract,7310,COMPRA DE TONERS PARA CONSUMO DE LA INSTITUCION,4594.25,HNL
ocds-lcuori-7313,ocds-lcuori-7313/3-contract,7313,compra por caja chica,2209.61,HNL
ocds-lcuori-7314,ocds-lcuori-7314/3-contract,7314,compra por caja chica,298.724,HNL
ocds-lcuori-7315,ocds-lcuori-7315/3-contract,7315,compra de carpetas para archivo,357.65000000000003,HNL
ocds-lcuori-7317,ocds-lcuori-7317/3-contract,7317,PARA USO EXCLUSIVO DEL PROYECTO MOSEF ICF,7204.144,HNL
ocds-lcuori-7319,ocds-lcuori-7319/3-contract,7319,Toner para impresora 390A para el Juzgado de Letras de la Ni?ez de Francisco Morazan,46842.03,HNL
ocds-lcuori-7320,ocds-lcuori-7320/3-contract,7320,Compra de Material de utiles de Escritorio Oficina y ense?anza para ser utilizados por la Unidad de Lenguas Extranjeras,2872.723,HNL
ocds-lcuori-7321,ocds-lcuori-7321/3-contract,7321,Compra de material de Utiles de Escritorio oficina y ense?anza para ser utilizados por la Unidad de LenguasExtranjeras,354.2,HNL
ocds-lcuori-7322,ocds-lcuori-7322/3-contract,7322,Compra de material de Utiles de Escritorio oficina y ense?anza para ser utilizados por la Unidad de Lenguas Extranjeras,1575.73,HNL
ocds-lcuori-7323,ocds-lcuori-7323/3-contract,7323,Compra de material de Utiles de Escritorio oficina y ense?anza para ser utilizados por la Unidad de Lenguas Extranjeras,378.12,HNL
ocds-lcuori-7326,ocds-lcuori-7326/3-contract,7326,PARA SUMINISTRO DE UTILES DE OFICINA EN LAS DIFERENTES AREAS DE LA EMPRESA A NIVEL NACIONAL,1833.1000000000001,HNL
ocds-lcuori-7327,ocds-lcuori-7327/3-contract,7327,Compra de Material de utiles de Escritorio Oficina y Ense?anza para ser utilizados por la Unidad de Lenguas Extranjeras,333.7875,HNL
ocds-lcuori-7328,ocds-lcuori-7328/3-contract,7328,Compra de Material de utiles de Escritorio Oficina y Ense?anza para ser utilizados por la Unidad de Lenguas Extranjeras,39.146,HNL
ocds-lcuori-7329,ocds-lcuori-7329/3-contract,7329,SUMINISTROS DE UTILES DE OFICINA PARA LAS DIFERENTES AREAS DE LA EMPRESA A NIVEL NACIONAL,5076.0,HNL
ocds-lcuori-7330,ocds-lcuori-7330/3-contract,7330,SUMINISTROS DE UTILES DE OFICINA PARA LAS DIFERENTES AREAS DE LA EMPRESA A NIVEL NACIONAL,8802.56,HNL
ocds-lcuori-7331,ocds-lcuori-7331/3-contract,7331,SUMINISTROS DE UTILES DE OFICINA PARA LAS DIFERENTES AREAS DE LA EMPRESA A NIVEL NACIONAL,3396.1800000000003,HNL
ocds-lcuori-7333,ocds-lcuori-7333/3-contract,7333,8 TONER HP CE505A ,12309.52,HNL
ocds-lcuori-7334,ocds-lcuori-7334/3-contract,7334,Toner los cuales estan agotados en el Almacen,11757.531,HNL
ocds-lcuori-7336,ocds-lcuori-7336/3-contract,7336,COMPRA DE 8 TONER PARA IMPRESORA  HP05A PARA UOS DE LA REGIONAL DE BIOSFERA RIO PLATANO,14155.948,HNL
ocds-lcuori-7337,ocds-lcuori-7337/3-contract,7337,Toner Agotados en el Almacen,10558.012,HNL
ocds-lcuori-7338,ocds-lcuori-7338/3-contract,7338,COMPRA DE DIFERENTES TONER PARA USO DE LA REGIONAL DE LA BIOSFERA RIO PLATANO,11776.989,HNL
ocds-lcuori-7339,ocds-lcuori-7339/3-contract,7339,COMPRA DE FOLDERS TAMA?O OFICIO,54625.0,HNL
ocds-lcuori-7340,ocds-lcuori-7340/3-contract,7340,Computadora,1172909.472,HNL
ocds-lcuori-7343,ocds-lcuori-7343/3-contract,7343,Licencias,20033.0,HNL
ocds-lcuori-7342,ocds-lcuori-7342/3-contract,7342,utiles de oficina tinta rollon,1121.25,HNL
ocds-lcuori-7344,ocds-lcuori-7344/3-contract,7344,UTILES DE OFICINA,2478.25,HNL
ocds-lcuori-7345,ocds-lcuori-7345/3-contract,7345,UTILES DE OFICINA PARA USO DE LAS OFICINAS CENTRALES Y REGIONALES,3900.2250000000004,HNL
ocds-lcuori-7354,ocds-lcuori-7354/3-contract,7354,MATERIAL PARA SER UTILIZADO EN EN LAS OFICINAS DE LOS DIFERENTES DEPARTAMENTOS DEL EDIFICIO ANEXO Y SUB GERENCIA DE RECURSOS HUMANOS DEL INSTITUTO NACIONAL PENITENCIARIO ,3446.3430000000003,HNL
ocds-lcuori-7347,ocds-lcuori-7347/3-contract,7347,UTILES DE OFICINA PARA USO DE LAS OFICINAS CENTRALES Y REGIONALES,8551.4,HNL
ocds-lcuori-7348,ocds-lcuori-7348/3-contract,7348,Compra de material de oficina para uso de la Direccion General de Servicios Educativos,451.95,HNL
ocds-lcuori-7350,ocds-lcuori-7350/3-contract,7350,Compra de material de oficina para uso de la Direccion General de Servicios Educativos,1042.59,HNL
ocds-lcuori-7351,ocds-lcuori-7351/3-contract,7351,Compra de material de oficina para uso de la Direccion General de Servicios Educativos,455.86,HNL
ocds-lcuori-7359,ocds-lcuori-7359/3-contract,7359,COMPRA DE 2 TONER Q2612A,3162.9370000000004,HNL
ocds-lcuori-7357,ocds-lcuori-7357/3-contract,7357,Compra de 5 toner CE285A,6210.92,HNL
ocds-lcuori-7360,ocds-lcuori-7360/3-contract,7360,MATERIALES PARA SER UTILIZADOS EN LAS OFICINAS DE LOS DIFERENTES DEPARTAMENTOS DEL INSTITUTO NACIONAL PENITENCIARIO ,1973.4,HNL
ocds-lcuori-7366,ocds-lcuori-7366/3-contract,7366,Compra de material de oficina para uso de la Direccion General de Servicios Educativos,101.33800000000001,HNL
ocds-lcuori-7368,ocds-lcuori-7368/3-contract,7368,Compra de material de oficina para uso de la Direccion General de Servicios Educativos,362.71,HNL
ocds-lcuori-7369,ocds-lcuori-7369/3-contract,7369,Compra de material de oficina para uso de la Direccion General de Servicios Educativos,2342.4925000000003,HNL
ocds-lcuori-7370,ocds-lcuori-7370/3-contract,7370,Compra de material de oficina para uso de la Direccion General de Servicios Educativos,1315.5885,HNL
ocds-lcuori-7362,ocds-lcuori-7362/3-contract,7362,MATERIALES PARA SER UTILIZADOS EN LAS OFICINAS DE LOS DIFERENTES DEPARTAMENTOS DEL INSTITUTO NACIONAL PENITENCIARIO ,1973.4,HNL
ocds-lcuori-7363,ocds-lcuori-7363/3-contract,7363,Compra de material de oficina para uso de la Direccion General de Servicios Educativos,2104.96,HNL
ocds-lcuori-7364,ocds-lcuori-7364/3-contract,7364,Compra de material de oficina para uso de la Direccion General de Servicios Educativos,976.465,HNL
ocds-lcuori-7365,ocds-lcuori-7365/3-contract,7365,Compra de material de oficina para uso de la Direccion General de Servicios Educativos,282.53200000000004,HNL
ocds-lcuori-7371,ocds-lcuori-7371/3-contract,7371,equipo de oficina ,7401.17,HNL
ocds-lcuori-7376,ocds-lcuori-7376/3-contract,7376,PARA CAI SPS ,22448.736,HNL
ocds-lcuori-7372,ocds-lcuori-7372/3-contract,7372,Compra de material de oficina para uso de la Direccion General de Servicios Educativos,177.675,HNL
ocds-lcuori-7373,ocds-lcuori-7373/3-contract,7373,para uso en CAI San Pedro Sula ,76042.6,HNL
ocds-lcuori-7374,ocds-lcuori-7374/3-contract,7374,COMPRA DE TONER PARA IMPRESORA CE505A SOLICITADO POR AUDITORIA INTERNA SEGUNB REQUISICION No 55 DE FECHA 27 DE JULIO DE 2015,3538.987,HNL
ocds-lcuori-7378,ocds-lcuori-7378/3-contract,7378,COMPRA DE TONER SOLICITADO POR LA UNIDAD DE AUDITORIA INTERNA,3538.987,HNL
