ocid,id,contracts/0/id,contracts/0/items/0/id,contracts/0/items/0/unit/name,contracts/0/items/0/unit/value/amount,contracts/0/items/0/unit/value/currency,contracts/0/items/0/description,contracts/0/items/0/quantity,contracts/0/items/0/classification/id,contracts/0/items/0/classification/scheme,contracts/0/items/0/classification/description
ocds-lcuori-6249,ocds-lcuori-6249/3-contract,6249,17127,Caja,43.7,HNL,"ANILLO PLASTICO DE ENCUADERNACION 1/4"" CAJA DE 100 UNIDADES, MARCA PROPIA (ZONA 1)",10.0,44103504,UNSPSC,Anillos o canutillos met?licos o pl?sticos de encuadernaci?n
ocds-lcuori-6249,ocds-lcuori-6249/3-contract,6249,17128,Unidad,96.6,HNL,"CARPETA ARCHIVADORA DE VINIL TAMA?O CARTA, TRES ANILLOS DE 3"" COLOR NEGRO, ALTA CALIDAD, (ZONA 1)",40.0,44122011,UNSPSC,Carpetas para archivos o folder
ocds-lcuori-6249,ocds-lcuori-6249/3-contract,6249,17129,Unidad,151.8,HNL,"CARPETA COLGANTE TAMA?O OFICIO COLOR VERDE TRADICIONAL, CAJA DE 25 UNIDADES, ALTA CALIDAD (ZONA 1)",40.0,44122017,UNSPSC,Carpetas colgantes
ocds-lcuori-6249,ocds-lcuori-6249/3-contract,6249,17130,Resma,92.0,HNL,"CARPETA FOLDER DE CARTULINA TAMA?O CARTA COLOR MANILA, RESMA DE 100 UNIDADES, MARCA PROPIA (ZONA 1)",60.0,44122011,UNSPSC,Carpetas para archivos o folder
ocds-lcuori-6249,ocds-lcuori-6249/3-contract,6249,17131,Resma,109.25,HNL,"CARPETA FOLDER DE CARTULINA TAMA?O OFICIO COLOR MANILA, RESMA DE 100 UNIDADES, MARCA PROPIA (ZONA 1)",60.0,44122011,UNSPSC,Carpetas para archivos o folder
ocds-lcuori-6249,ocds-lcuori-6249/3-contract,6249,17132,Caja,4.1975,HNL,"CLIP ESTANDAR PEQUE?O COLOR PLATEADO, CAJA DE 100 UNIDADES, ALTA CALIDAD (ZONA 1)",100.0,44122104,UNSPSC,Clips para papel
ocds-lcuori-6249,ocds-lcuori-6249/3-contract,6249,17133,Caja,10.925,HNL,"CLIP JUMBO COLOR PLATEADO, CAJA DE 100 UNIDADES, MARCA PROPIA (ZONA 1)",100.0,44122104,UNSPSC,Clips para papel
ocds-lcuori-6249,ocds-lcuori-6249/3-contract,6249,17134,Caja,19.55,HNL,"FASTENERS METALICO DE 8 CM COLOR PLATEADO, CAJA DE 50 UNIDADES, MARCA PROPIA (ZONA 1)",100.0,44122118,UNSPSC,Fasteners
ocds-lcuori-6249,ocds-lcuori-6249/3-contract,6249,17135,Bolsa,15.525,HNL,"GOMAS ELASTICAS O HULES DELGADOS  NO. 18, ALTA CALIDAD, (ZONA 1)",100.0,44122101,UNSPSC,Gomas el?sticas o hules
ocds-lcuori-6249,ocds-lcuori-6249/3-contract,6249,17136,Paquete,24.15,HNL,"PINZAS SUJETAPAPELES 41MM PAQUETE 12 UNIDADES, ALTA CALIDAD, (ZONA 1)",15.0,44111521,UNSPSC,Sujetapapeles
ocds-lcuori-6249,ocds-lcuori-6249/3-contract,6249,17137,Unidad,448.5,HNL,"ENGRAPADORA INDUSTRIAL DE ACERO REFORZADO CAPACIDAD HASTA 120 HOJAS ,ALTA CALIDAD, (ZONA 1)",10.0,44121615,UNSPSC,Grapadoras  de escritorio
ocds-lcuori-6249,ocds-lcuori-6249/3-contract,6249,17138,Caja,24.0,HNL,"BOLIGRAFOS DE TINTA DE ACEITE PUNTA MEDIANA COLOR NEGRO,CAJA DE 12 UNIDADES,ALTA CALIDAD (ZONA 1)PRODUCTO EXENTO",70.0,44121704,UNSPSC,Bol?grafos o l?piz tinta
ocds-lcuori-6249,ocds-lcuori-6249/3-contract,6249,17139,Paquete,23.575,HNL,"ANILLO PLASTICO DE ENCUADERNACION 1/2"" PAQUETE DE 25 UNIDADES, MARCA PROPIA (ZONA 1)",10.0,44103504,UNSPSC,Anillos o canutillos met?licos o pl?sticos de encuadernaci?n
ocds-lcuori-6249,ocds-lcuori-6249/3-contract,6249,17140,Paquete,26.45,HNL,"ANILLO PLASTICO DE ENCUADERNACION 9/16"" PAQUETE DE 25 UNIDADES, MARCA PROPIA (ZONA 1)",60.0,44103504,UNSPSC,Anillos o canutillos met?licos o pl?sticos de encuadernaci?n
ocds-lcuori-6249,ocds-lcuori-6249/3-contract,6249,17141,Caja,74.75,HNL,"ANILLO PLASTICO DE ENCUADERNACION 5/8""  CAJA DE 100 UNIDADES ALTA CALIDAD ZONA 1",10.0,44103504,UNSPSC,Anillos o canutillos met?licos o pl?sticos de encuadernaci?n
ocds-lcuori-6254,ocds-lcuori-6254/3-contract,6254,17165,Paquete,23.575,HNL,"ANILLO PLASTICO DE ENCUADERNACION 1/2"" PAQUETE DE 25 UNIDADES, MARCA PROPIA (ZONA 1)",500.0,44103504,UNSPSC,Anillos o canutillos met?licos o pl?sticos de encuadernaci?n
ocds-lcuori-6255,ocds-lcuori-6255/3-contract,6255,17166,Paquete,23.575,HNL,"ANILLO PLASTICO DE ENCUADERNACION 1/2"" PAQUETE DE 25 UNIDADES, MARCA PROPIA (ZONA 1)",20.0,44103504,UNSPSC,Anillos o canutillos met?licos o pl?sticos de encuadernaci?n
ocds-lcuori-6256,ocds-lcuori-6256/3-contract,6256,17167,Paquete,23.575,HNL,"ANILLO PLASTICO DE ENCUADERNACION 1/2"" PAQUETE DE 25 UNIDADES, MARCA PROPIA (ZONA 1)",20.0,44103504,UNSPSC,Anillos o canutillos met?licos o pl?sticos de encuadernaci?n
ocds-lcuori-6258,ocds-lcuori-6258/3-contract,6258,17169,Unidad,11.7875,HNL,"CORRECTOR EN LIQUIDO COLOR BLANCO TIPO BROCHA MAS DE 10ML HASTA 22ML MAXIMO ALTA CALIDAD, (ZONA 1)",50.0,44121802,UNSPSC,L?quido corrector
ocds-lcuori-6258,ocds-lcuori-6258/3-contract,6258,17170,Caja,117.3,HNL,"CORRECTOR EN LIQUIDO COLOR BLANCO TIPO LAPIZ 8ML MINIMO HASTA 10ML O 10G MAXIMO CAJA DE 12 UNIDADES, ALTA CALIDAD, (ZONA 1)",100.0,44121805,UNSPSC,L?piz corrector
ocds-lcuori-6258,ocds-lcuori-6258/3-contract,6258,17171,Bolsa,18.285,HNL,"GOMAS ELASTICAS O HULES GRUESOS NO.33, ALTA CALIDAD, (ZONA 1)",50.0,44122101,UNSPSC,Gomas el?sticas o hules
ocds-lcuori-6258,ocds-lcuori-6258/3-contract,6258,17172,Unidad,8.165,HNL,"CINTA DUCK TAPE CAFE DE 2"" X HASTA 40 YARDAS DE LARGO PARA SELLAR, ALTA CALIDAD, (ZONA 1)",100.0,31201503,UNSPSC,Cintas adhesivas de protecci?n o masking tape
ocds-lcuori-6258,ocds-lcuori-6258/3-contract,6258,17173,Unidad,12.075,HNL,PEGAMENTO EN BARRA DE 20 A 39 GRAMOS ALTA CALIDAD (ZONA 1),50.0,44121634,UNSPSC,Rollos dispensadores de pegamento
ocds-lcuori-6258,ocds-lcuori-6258/3-contract,6258,17174,Caja,20.125,HNL,"JUEGO DE 16 CRAYOLAS, CAJA, ALTA CALIDAD (ZONA 1)",1000.0,60121509,UNSPSC,Crayolas
ocds-lcuori-6258,ocds-lcuori-6258/3-contract,6258,17175,Paquete,12.6,HNL,LAPIZ PARA DIBUJO HB CON GOMA DE BORRAR INCORPORADA PAQUETE DE 12 UNIDADES ALTA CALIDAD (ZONA 1) PRODUCTO EXENTO,1000.0,44121706,UNSPSC,L?pices grafito normal
ocds-lcuori-6258,ocds-lcuori-6258/3-contract,6258,17176,Unidad,8.9125,HNL,"NOTAS ADHESIVAS 3X3 PULGADAS, CINCO COLORES DE 100 PAGINAS, ALTA CALIDAD (ZONA 1)

",50.0,14111530,UNSPSC,Notas de papel autoadhesivo
ocds-lcuori-6258,ocds-lcuori-6258/3-contract,6258,17177,Unidad,2.3,HNL,"REGLA DE PLASTICO TRASPARENTE DE 12"", GRADUADA EN CENTIMETROS, MILIMETROS Y PULGADAS ALTA CALIDAD (ZONA 1) PRODUCTO EXENTO",1000.0,41111604,UNSPSC,Reglas
ocds-lcuori-6260,ocds-lcuori-6260/3-contract,6260,17179,Unidad,1144.25,HNL,TELEFONO INALAMBRICO ALTA CALIDAD (ZONA 1),10.0,43221518,UNSPSC,Dispositivos de restricci?n interurbana de equipos de telefon?a
ocds-lcuori-6260,ocds-lcuori-6260/3-contract,6260,17180,Unidad,414.0,HNL,SELLO FOLIADOR DE HASTA SIETE (7) DIGITOS ALTA CALIDAD (ZONA 1),1.0,31181603,UNSPSC,Sellos met?licos
ocds-lcuori-6261,ocds-lcuori-6261/3-contract,6261,17181,Resma,112.24,HNL,"CARPETA FOLDER DE CARTULINA TAMA?O CARTA COLOR MANILA, RESMA DE 100 UNIDADES, ALTA CALIDAD (ZONA 6)",100.0,44122011,UNSPSC,Carpetas para archivos o folder
ocds-lcuori-6262,ocds-lcuori-6262/3-contract,6262,17182,Resma,62.5,HNL,"RESMA DE PAPEL BOND BASE 20 TAMA?O CARTA COLOR BLANCO, ALTA CALIDAD (ZONA 1) ",420.0,14111511,UNSPSC,Papel bond o de escribir
ocds-lcuori-6263,ocds-lcuori-6263/3-contract,6263,17183,Caja,25.3,HNL,"GRAPAS DE 23/17"" CAJA DE 1000 UNIDADES, ALTA CALIDAD, (ZONA 1)",5.0,44122107,UNSPSC,Grapas
ocds-lcuori-6263,ocds-lcuori-6263/3-contract,6263,17184,Caja,10.925,HNL,"CLIP JUMBO COLOR PLATEADO, CAJA DE 100 UNIDADES, MARCA PROPIA (ZONA 1)",200.0,44122104,UNSPSC,Clips para papel
ocds-lcuori-6263,ocds-lcuori-6263/3-contract,6263,17185,Paquete,24.15,HNL,"PINZAS SUJETAPAPELES 41MM PAQUETE 12 UNIDADES, ALTA CALIDAD, (ZONA 1)",50.0,44111521,UNSPSC,Sujetapapeles
ocds-lcuori-6265,ocds-lcuori-6265/3-contract,6265,17187,Resma,71.875,HNL,"RESMA DE PAPEL BOND BASE 20 TAMA?O CARTA COLOR BLANCO, ALTA CALIDAD (ZONA 1) ",420.0,14111511,UNSPSC,Papel bond o de escribir
ocds-lcuori-6266,ocds-lcuori-6266/3-contract,6266,17188,Unidad,14.45,HNL,"SET DE PINTURAS ACUARELA DE 12 COLORES, ALTA CALIDAD (ZONA 1)PRODUCTO EXENTO",500.0,60121223,UNSPSC,Pintura de acuarela l?quida
ocds-lcuori-6267,ocds-lcuori-6267/3-contract,6267,17189,Resma,89.7,HNL,"RESMA DE PAPEL BOND BASE 20 TAMA?O OFICIO COLOR BLANCO, ALTA CALIDAD (ZONA 1)",250.0,14111511,UNSPSC,Papel bond o de escribir
ocds-lcuori-6268,ocds-lcuori-6268/3-contract,6268,17190,Unidad,80.4195,HNL,"KIT ESCOLAR, ALTA CALIDAD (ZONA 1)",500.0,44111812,UNSPSC,Kits o conjuntos para dibujo
ocds-lcuori-6269,ocds-lcuori-6269/3-contract,6269,17191,Resma,71.875,HNL,"RESMA DE PAPEL BOND BASE 20 TAMA?O CARTA COLOR BLANCO, ALTA CALIDAD (ZONA 1) ",1.0,14111511,UNSPSC,Papel bond o de escribir
ocds-lcuori-6269,ocds-lcuori-6269/3-contract,6269,17192,Caja,24.0,HNL,"BOLIGRAFOS DE TINTA DE ACEITE PUNTA MEDIANA COLOR AZUL, CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1) PRODUCTO EXENTO",1.0,44121704,UNSPSC,Bol?grafos o l?piz tinta
ocds-lcuori-6271,ocds-lcuori-6271/3-contract,6271,17194,Paquete,264.5,HNL,"ETIQUETA AUTOADHESIVA PARA CD O DVD PAQUETE DE 50 HOJAS CON 100 VI?ETAS, ALTA CALIDAD (ZONA 1)

",1.0,55121606,UNSPSC,Etiquetas autoadhesivas
ocds-lcuori-6271,ocds-lcuori-6271/3-contract,6271,17195,Unidad,8.9125,HNL,"NOTAS ADHESIVAS 3X3 PULGADAS, CINCO COLORES DE 100 PAGINAS, ALTA CALIDAD (ZONA 1)

",30.0,14111530,UNSPSC,Notas de papel autoadhesivo
ocds-lcuori-6271,ocds-lcuori-6271/3-contract,6271,17196,Paquete,79.35,HNL,"BANDERILLAS AUTOADHESIVAS  4 COLORES,  PAQUETE 140 HOJITAS  ALTA CALIDAD (ZONA 1)",8.0,44122008,UNSPSC,Divisores con u?etas
ocds-lcuori-6272,ocds-lcuori-6272/3-contract,6272,17197,Unidad,151.8,HNL,"CARPETA COLGANTE TAMA?O OFICIO COLOR VERDE TRADICIONAL, CAJA DE 25 UNIDADES, ALTA CALIDAD (ZONA 1)",20.0,44122017,UNSPSC,Carpetas colgantes
ocds-lcuori-6272,ocds-lcuori-6272/3-contract,6272,17198,Resma,92.0,HNL,"CARPETA FOLDER DE CARTULINA TAMA?O CARTA COLOR MANILA, RESMA DE 100 UNIDADES, MARCA PROPIA (ZONA 1)",100.0,44122011,UNSPSC,Carpetas para archivos o folder
ocds-lcuori-6272,ocds-lcuori-6272/3-contract,6272,17199,Resma,109.25,HNL,"CARPETA FOLDER DE CARTULINA TAMA?O OFICIO COLOR MANILA, RESMA DE 100 UNIDADES, MARCA PROPIA (ZONA 1)",100.0,44122011,UNSPSC,Carpetas para archivos o folder
ocds-lcuori-6274,ocds-lcuori-6274/3-contract,6274,17201,Caja,24.0,HNL,"BOLIGRAFOS DE TINTA DE GEL PUNTA MEDIANA COLOR NEGRO, CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)PRODUCTO EXENTO",5.0,60121524,UNSPSC,Bol?grafos de gel
ocds-lcuori-6274,ocds-lcuori-6274/3-contract,6274,17202,Paquete,12.6,HNL,LAPIZ PARA DIBUJO HB CON GOMA DE BORRAR INCORPORADA PAQUETE DE 12 UNIDADES ALTA CALIDAD (ZONA 1) PRODUCTO EXENTO,3.0,44121706,UNSPSC,L?pices grafito normal
ocds-lcuori-6274,ocds-lcuori-6274/3-contract,6274,17203,Paquete,79.35,HNL,"BANDERILLAS AUTOADHESIVAS  4 COLORES,  PAQUETE 140 HOJITAS  ALTA CALIDAD (ZONA 1)",2.0,44122008,UNSPSC,Divisores con u?etas
ocds-lcuori-6275,ocds-lcuori-6275/3-contract,6275,17204,Resma,71.875,HNL,"RESMA DE PAPEL BOND BASE 20 TAMA?O CARTA COLOR BLANCO, ALTA CALIDAD (ZONA 1) ",50.0,14111511,UNSPSC,Papel bond o de escribir
ocds-lcuori-6276,ocds-lcuori-6276/3-contract,6276,17205,Caja,12.65,HNL,"GRAPAS DE ESTANDAR CAJA DE 5000 UNIDADES, ALTA CALIDAD, (ZONA 1)",50.0,44122107,UNSPSC,Grapas
ocds-lcuori-6276,ocds-lcuori-6276/3-contract,6276,17206,Unidad,1.0,HNL,"LAPIZ PARA DIBUJO HB CON GOMA DE BORRAR INCORPORADA, ALTA CALIDAD (ZONA 1) PRODUCTO EXENTO",480.0,44121706,UNSPSC,L?pices grafito normal
ocds-lcuori-6276,ocds-lcuori-6276/3-contract,6276,17207,Caja,61.41,HNL,"MARCADOR PERMANENTE DE PUNTA GRUESA COLOR AZUL  (3MM - 5MM), CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)",10.0,44121708,UNSPSC,Marcadores permanentes
ocds-lcuori-6276,ocds-lcuori-6276/3-contract,6276,17208,Caja,61.41,HNL,"MARCADOR PERMANENTE DE PUNTA GRUESA COLOR NEGRO  (3MM - 5MM) CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)",10.0,44121708,UNSPSC,Marcadores permanentes
ocds-lcuori-6276,ocds-lcuori-6276/3-contract,6276,17209,Caja,61.41,HNL,"MARCADOR PERMANENTE DE PUNTA GRUESA COLOR ROJO  (3MM - 5MM) CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)",10.0,44121708,UNSPSC,Marcadores permanentes
ocds-lcuori-6276,ocds-lcuori-6276/3-contract,6276,17210,Caja,61.41,HNL,"MARCADOR PERMANENTE DE PUNTA GRUESA COLOR VERDE  (3MM - 5MM) CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)",10.0,44121708,UNSPSC,Marcadores permanentes
ocds-lcuori-6276,ocds-lcuori-6276/3-contract,6276,17211,Unidad,151.8,HNL,"CARPETA COLGANTE TAMA?O OFICIO COLOR VERDE TRADICIONAL, CAJA DE 25 UNIDADES, ALTA CALIDAD (ZONA 1)",50.0,44122017,UNSPSC,Carpetas colgantes
ocds-lcuori-6276,ocds-lcuori-6276/3-contract,6276,17212,Resma,92.0,HNL,"CARPETA FOLDER DE CARTULINA TAMA?O CARTA COLOR MANILA, RESMA DE 100 UNIDADES, MARCA PROPIA (ZONA 1)",100.0,44122011,UNSPSC,Carpetas para archivos o folder
ocds-lcuori-6276,ocds-lcuori-6276/3-contract,6276,17213,Resma,109.25,HNL,"CARPETA FOLDER DE CARTULINA TAMA?O OFICIO COLOR MANILA, RESMA DE 100 UNIDADES, MARCA PROPIA (ZONA 1)",100.0,44122011,UNSPSC,Carpetas para archivos o folder
ocds-lcuori-6277,ocds-lcuori-6277/3-contract,6277,17214,Unidad,1.46,HNL,"SACAPUNTAS MANUAL DE 1 ORIFICIO METALICO, ALTA CALIDAD (ZONA 1) PRODUCTO EXENTO",24.0,44121619,UNSPSC,Sacapuntas el?ctrico
ocds-lcuori-6277,ocds-lcuori-6277/3-contract,6277,17215,Paquete,18.216,HNL,"BATERIAS ALCALINAS AA,PAQUETE DE 2 UNIDADES, ALTA CALIDAD (ZONA 1)
",10.0,26111705,UNSPSC,Pilas secas o baterias comunes AA o AAA
ocds-lcuori-6277,ocds-lcuori-6277/3-contract,6277,17216,Unidad,12.903,HNL,"TIJERA DE ACERO INOXIDABLE DE 8"" DE LARGO, ALTA CALIDAD (ZONA 1)
",10.0,44121618,UNSPSC,Tijeras
ocds-lcuori-6277,ocds-lcuori-6277/3-contract,6277,17217,Unidad,20.7345,HNL,"CINTA DUCT TAPE TRANSPARENTE DE 2"" HASTA 100 YARDAS DE LARGO PARA SELLAR, ALTA CALIDAD (ZONA 1)",10.0,31201503,UNSPSC,Cintas adhesivas de protecci?n o masking tape
ocds-lcuori-6278,ocds-lcuori-6278/3-contract,6278,17218,Unidad,1.0,HNL,"LAPIZ PARA DIBUJO HB CON GOMA DE BORRAR INCORPORADA, ALTA CALIDAD (ZONA 1) PRODUCTO EXENTO",400.0,44121706,UNSPSC,L?pices grafito normal
ocds-lcuori-6278,ocds-lcuori-6278/3-contract,6278,17219,Unidad,5.1175,HNL,MARCADOR PERMANENTE DE PUNTA GRUESA COLOR NEGRO  (3MM - 5MM) ALTA CALIDAD (ZONA 1),250.0,44121708,UNSPSC,Marcadores permanentes
ocds-lcuori-6278,ocds-lcuori-6278/3-contract,6278,17220,Caja,61.41,HNL,"RESALTADORES FLUORESCENTES GRUESOS AZUL (3MM - 5MM) CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)",21.0,44121716,UNSPSC,Resaltadores fluorescentes
ocds-lcuori-6278,ocds-lcuori-6278/3-contract,6278,17221,Resma,71.875,HNL,"RESMA DE PAPEL BOND BASE 20 TAMA?O CARTA COLOR BLANCO, ALTA CALIDAD (ZONA 1) ",125.0,14111511,UNSPSC,Papel bond o de escribir
ocds-lcuori-6278,ocds-lcuori-6278/3-contract,6278,17222,Resma,92.0,HNL,"CARPETA FOLDER DE CARTULINA TAMA?O CARTA COLOR MANILA, RESMA DE 100 UNIDADES, MARCA PROPIA (ZONA 1)",50.0,44122011,UNSPSC,Carpetas para archivos o folder
ocds-lcuori-6278,ocds-lcuori-6278/3-contract,6278,17223,Resma,109.25,HNL,"CARPETA FOLDER DE CARTULINA TAMA?O OFICIO COLOR MANILA, RESMA DE 100 UNIDADES, MARCA PROPIA (ZONA 1)",50.0,44122011,UNSPSC,Carpetas para archivos o folder
ocds-lcuori-6278,ocds-lcuori-6278/3-contract,6278,17224,Caja,19.55,HNL,"FASTENERS METALICO DE 8 CM COLOR PLATEADO, CAJA DE 50 UNIDADES, MARCA PROPIA (ZONA 1)",75.0,44122118,UNSPSC,Fasteners
ocds-lcuori-6281,ocds-lcuori-6281/3-contract,6281,17227,Caja,23.506,HNL,"DVD+R, CAJA DE UNA PIEZA, ALTA CALIDAD (ZONA 1)
",100.0,43202003,UNSPSC,Discos v?deo digitales (DVD)
ocds-lcuori-6281,ocds-lcuori-6281/3-contract,6281,17228,Unidad,2010.4875,HNL,"DISCO DURO EXTERNO USB 3.0/1T DE 2.5"" ALTA CALIDAD ZONA 1",4.0,43201803,UNSPSC,Discos duros
ocds-lcuori-6281,ocds-lcuori-6281/3-contract,6281,17229,Unidad,413.586,HNL,"TECLADO WIRELESS, ALTA CALIDAD (ZONA 1)",15.0,43211706,UNSPSC,Teclados
ocds-lcuori-6281,ocds-lcuori-6281/3-contract,6281,17230,Unidad,304.451,HNL,"MOUSE INALAMBRICO 2.4 GHZ, ALTA CALIDAD (ZONA 1)
",15.0,43211708,UNSPSC,Trackballs y mouse para computadora
ocds-lcuori-6281,ocds-lcuori-6281/3-contract,6281,17231,Paquete,74.681,HNL,"PAQUETE DE 25 UNIDADES CONECTOR RJ45, ALTA CALIDAD (ZONA 1)",10.0,26121609,UNSPSC,Cable de redes
ocds-lcuori-6281,ocds-lcuori-6281/3-contract,6281,17232,Unidad,687.01,HNL,MEMORIA USB DE 64GB ALTA CALIDAD (ZONA 1) ,15.0,43202005,UNSPSC,Dispositivos de almacenamiento de memoria flash (USB Memory)
ocds-lcuori-6280,ocds-lcuori-6280/3-contract,6280,17226,Unidad,13.8345,HNL,"CERA PARA CONTAR DE 1.5 ONZAS, ALTA CALIDAD (ZONA 1)
",50.0,44121622,UNSPSC,Humedecedores de dedos
ocds-lcuori-6282,ocds-lcuori-6282/3-contract,6282,17233,Caja,30.72,HNL,"BOLIGRAFOS DE TINTA DE ACEITE PUNTA FINA COLOR NEGRO, CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)PRODUCTO EXENTO",84.0,44121704,UNSPSC,Bol?grafos o l?piz tinta
ocds-lcuori-6283,ocds-lcuori-6283/3-contract,6283,17234,Caja,24.0,HNL,"BOLIGRAFOS DE TINTA DE ACEITE PUNTA MEDIANA COLOR ROJO, CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)PRODUCTO EXENTO",13.0,44121704,UNSPSC,Bol?grafos o l?piz tinta
ocds-lcuori-6289,ocds-lcuori-6289/3-contract,6289,17246,Caja,117.3,HNL,"CORRECTOR EN LIQUIDO COLOR BLANCO TIPO LAPIZ 8ML MINIMO HASTA 10ML O 10G MAXIMO CAJA DE 12 UNIDADES, ALTA CALIDAD, (ZONA 1)",36.0,44121805,UNSPSC,L?piz corrector
ocds-lcuori-6289,ocds-lcuori-6289/3-contract,6289,17247,Unidad,43.7,HNL,"ENGRAPADORA ESTANDAR DE ACERO COLOR NEGRO CAPACIDAD HASTA 25 HOJAS, ALTA CALIDAD, (ZONA 1)",30.0,44121615,UNSPSC,Grapadoras  de escritorio
ocds-lcuori-6289,ocds-lcuori-6289/3-contract,6289,17248,Unidad,2.645,HNL,"REGLA DE PLASTICO TRASPARENTE DE 12"", GRADUADA EN CENTIMETROS, MILIMETROS Y PULGADAS ALTA CALIDAD (ZONA 1) PRODUCTO EXENTO",30.0,41111604,UNSPSC,Reglas
ocds-lcuori-6285,ocds-lcuori-6285/3-contract,6285,17237,Caja,117.3,HNL,"CORRECTOR EN LIQUIDO COLOR BLANCO TIPO LAPIZ 8ML MINIMO HASTA 10ML O 10G MAXIMO CAJA DE 12 UNIDADES, ALTA CALIDAD, (ZONA 1)",3.0,44121805,UNSPSC,L?piz corrector
ocds-lcuori-6285,ocds-lcuori-6285/3-contract,6285,17238,Unidad,43.7,HNL,"ENGRAPADORA ESTANDAR DE ACERO COLOR NEGRO CAPACIDAD HASTA 25 HOJAS, ALTA CALIDAD, (ZONA 1)",30.0,44121615,UNSPSC,Grapadoras  de escritorio
ocds-lcuori-6285,ocds-lcuori-6285/3-contract,6285,17239,Unidad,184.0,HNL,"CALCULADORA PARA ESCRITORIO DE 10 DIGITOS SOLAR, ALTA CALIDAD, (ZONA1)",20.0,44101801,UNSPSC,Calculadoras
ocds-lcuori-6285,ocds-lcuori-6285/3-contract,6285,17240,Unidad,2.645,HNL,"REGLA DE PLASTICO TRASPARENTE DE 12"", GRADUADA EN CENTIMETROS, MILIMETROS Y PULGADAS ALTA CALIDAD (ZONA 1) PRODUCTO EXENTO",30.0,41111604,UNSPSC,Reglas
ocds-lcuori-6286,ocds-lcuori-6286/3-contract,6286,17241,Unidad,8.05,HNL,"QUITAGRAPAS METALICO DE U?AS, ALTA CALIDAD (ZONA 1)
",30.0,44121613,UNSPSC,U?as o quitagrapas
ocds-lcuori-6286,ocds-lcuori-6286/3-contract,6286,17242,Unidad,138.0,HNL,PERFORADORA DE DOS ORIFICIOS METALICA CAPACIDAD HASTA 25 HOJAS ALTA CALIDAD (ZONA 1),10.0,44121611,UNSPSC,Perforadora  de escritorio
ocds-lcuori-6292,ocds-lcuori-6292/3-contract,6292,17250,Unidad,12.075,HNL,PEGAMENTO EN BARRA DE 20 A 39 GRAMOS ALTA CALIDAD (ZONA 1),500.0,44121634,UNSPSC,Rollos dispensadores de pegamento
ocds-lcuori-6292,ocds-lcuori-6292/3-contract,6292,17251,Paquete,12.6,HNL,LAPIZ PARA DIBUJO HB CON GOMA DE BORRAR INCORPORADA PAQUETE DE 12 UNIDADES ALTA CALIDAD (ZONA 1) PRODUCTO EXENTO,166.0,44121706,UNSPSC,L?pices grafito normal
ocds-lcuori-6293,ocds-lcuori-6293/3-contract,6293,17252,Unidad,8.05,HNL,"QUITAGRAPAS METALICO DE U?AS, ALTA CALIDAD (ZONA 1)
",11.0,44121613,UNSPSC,U?as o quitagrapas
ocds-lcuori-6293,ocds-lcuori-6293/3-contract,6293,17253,Unidad,138.0,HNL,PERFORADORA DE DOS ORIFICIOS METALICA CAPACIDAD HASTA 25 HOJAS ALTA CALIDAD (ZONA 1),8.0,44121611,UNSPSC,Perforadora  de escritorio
ocds-lcuori-6293,ocds-lcuori-6293/3-contract,6293,17254,Unidad,448.5,HNL,"ENGRAPADORA INDUSTRIAL DE ACERO REFORZADO CAPACIDAD HASTA 120 HOJAS ,ALTA CALIDAD, (ZONA 1)",1.0,44121615,UNSPSC,Grapadoras  de escritorio
ocds-lcuori-6294,ocds-lcuori-6294/3-contract,6294,17255,Unidad,1.0,HNL,"LAPIZ PARA DIBUJO HB CON GOMA DE BORRAR INCORPORADA, ALTA CALIDAD (ZONA 1) PRODUCTO EXENTO",36.0,44121706,UNSPSC,L?pices grafito normal
ocds-lcuori-6294,ocds-lcuori-6294/3-contract,6294,17256,Resma,71.875,HNL,"RESMA DE PAPEL BOND BASE 20 TAMA?O CARTA COLOR BLANCO, ALTA CALIDAD (ZONA 1) ",20.0,14111511,UNSPSC,Papel bond o de escribir
ocds-lcuori-6294,ocds-lcuori-6294/3-contract,6294,17257,Caja,24.0,HNL,"BOLIGRAFOS DE TINTA DE ACEITE PUNTA MEDIANA COLOR NEGRO,CAJA DE 12 UNIDADES,ALTA CALIDAD (ZONA 1)PRODUCTO EXENTO",3.0,44121704,UNSPSC,Bol?grafos o l?piz tinta
ocds-lcuori-6296,ocds-lcuori-6296/3-contract,6296,17259,Paquete,64.4,HNL,"PAPEL CARBON TAMA?O CARTA PARA MAQUINA DE ESCRIBIR, PAQUETE DE 100 HOJAS, ALTA CALIDAD (ZONA 1)",77.0,14121810,UNSPSC,Papeles carb?n
