ocid,id,tender/id,tender/documents/0/id,tender/documents/0/documentType,tender/documents/0/datePublished,tender/documents/0/description,tender/documents/0/format,tender/documents/0/title,tender/documents/0/url
ocds-lcuori-grxXEr-L.P. 054-2019-2,ocds-lcuori-grxXEr-L.P. 054-2019-2/4,grxXEr-L.P. 054-2019-2,138997,x_recordOpeningTendersReceived,2019-09-04T11:53:43.793000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic97L.P.%20054-2019601-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-grxXEr-L.P. 054-2019-2,ocds-lcuori-grxXEr-L.P. 054-2019-2/4,grxXEr-L.P. 054-2019-2,138998,x_recordOpeningTendersReceived,2019-09-04T11:58:41.400000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic97L.P.%20054-2019602-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-grxXEr-L.P. 054-2019-2,ocds-lcuori-grxXEr-L.P. 054-2019-2/4,grxXEr-L.P. 054-2019-2,138999,x_recordOpeningTendersReceived,2019-09-04T11:58:48.833000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic97L.P.%20054-2019602-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-grxXEr-L.P. 055-2019-2,ocds-lcuori-grxXEr-L.P. 055-2019-2/4,grxXEr-L.P. 055-2019-2,137653,biddingDocuments,2019-08-06T08:48:14.550000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic97L.P.%20055-2019200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-grxXEr-L.P. 055-2019-2,ocds-lcuori-grxXEr-L.P. 055-2019-2/4,grxXEr-L.P. 055-2019-2,141492,x_recordOpeningTendersReceived,2019-10-24T13:27:08.980000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic97L.P.%20055-2019601-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-vGZWNR-CPC-005-2019-2,ocds-lcuori-vGZWNR-CPC-005-2019-2/6,vGZWNR-CPC-005-2019-2,137655,tenderNotice,2019-08-06T08:58:24.377000-06:00,Aviso de Prensa,application/pdf,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic117CPC-005-2019100-AvisodePrensa.pdf
ocds-lcuori-vGZWNR-CPC-005-2019-2,ocds-lcuori-vGZWNR-CPC-005-2019-2/6,vGZWNR-CPC-005-2019-2,137656,biddingDocuments,2019-08-06T08:59:13.457000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic117CPC-005-2019201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-vGZWNR-CPC-005-2019-2,ocds-lcuori-vGZWNR-CPC-005-2019-2/6,vGZWNR-CPC-005-2019-2,138247,x_amendment,2019-08-16T14:38:53.553000-06:00,Enmienda o Adendum,application/pdf,Enmienda o Adendum,http://h1.honducompras.gob.hn/Docs/Lic117CPC-005-2019402-EnmiendaoAdendum.pdf
ocds-lcuori-vGZWNR-CPC-005-2019-2,ocds-lcuori-vGZWNR-CPC-005-2019-2/6,vGZWNR-CPC-005-2019-2,138489,clarifications,2019-08-21T15:17:00.477000-06:00,Aclaratoria,application/pdf,Aclaratoria,http://h1.honducompras.gob.hn/Docs/Lic117CPC-005-2019503-Aclaratoria.pdf
ocds-lcuori-vGZWNR-CPC-005-2019-2,ocds-lcuori-vGZWNR-CPC-005-2019-2/6,vGZWNR-CPC-005-2019-2,139349,cancellationDetails,2019-09-11T09:35:04.147000-06:00,Declaratoria de Proceso Desierto,application/pdf,Declaratoria de Proceso Desierto,http://h1.honducompras.gob.hn/Docs/Lic117CPC-005-20191104-DeclaratoriadeProcesoDesierto.pdf
ocds-lcuori-vGZWNR-CPC-005-2019-2,ocds-lcuori-vGZWNR-CPC-005-2019-2/6,vGZWNR-CPC-005-2019-2,144000,cancellationDetails,2019-12-27T09:09:33.823000-06:00,Declaratoria de Proceso Desierto,application/pdf,Declaratoria de Proceso Desierto,http://h1.honducompras.gob.hn/Docs/Lic117CPC-005-20191105-DeclaratoriadeProcesoDesierto.pdf
ocds-lcuori-grxXEr-L.P. 056-2019-2,ocds-lcuori-grxXEr-L.P. 056-2019-2/4,grxXEr-L.P. 056-2019-2,137657,biddingDocuments,2019-08-06T09:15:20.390000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic97L.P.%20056-2019200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-grxXEr-L.P. 056-2019-2,ocds-lcuori-grxXEr-L.P. 056-2019-2/4,grxXEr-L.P. 056-2019-2,141139,x_recordOpeningTendersReceived,2019-10-18T14:54:29.413000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic97L.P.%20056-2019601-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-7GXMRV-LPN-003-DGOP-EE.PP.-2019-2,ocds-lcuori-7GXMRV-LPN-003-DGOP-EE.PP.-2019-2/5,7GXMRV-LPN-003-DGOP-EE.PP.-2019-2,137658,tenderNotice,2019-08-06T09:23:59.633000-06:00,Aviso de Prensa,application/pdf,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic15LPN-003-DGOP-EE.PP.-2019100-AvisodePrensa.pdf
ocds-lcuori-7GXMRV-LPN-003-DGOP-EE.PP.-2019-2,ocds-lcuori-7GXMRV-LPN-003-DGOP-EE.PP.-2019-2/5,7GXMRV-LPN-003-DGOP-EE.PP.-2019-2,137659,biddingDocuments,2019-08-06T09:24:14.430000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic15LPN-003-DGOP-EE.PP.-2019201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-7GXMRV-LPN-003-DGOP-EE.PP.-2019-2,ocds-lcuori-7GXMRV-LPN-003-DGOP-EE.PP.-2019-2/5,7GXMRV-LPN-003-DGOP-EE.PP.-2019-2,138529,x_recordOpeningTendersReceived,2019-08-22T11:49:33.070000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic15LPN-003-DGOP-EE.PP.-2019603-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-7GXMRV-LPN-003-DGOP-EE.PP.-2019-2,ocds-lcuori-7GXMRV-LPN-003-DGOP-EE.PP.-2019-2/5,7GXMRV-LPN-003-DGOP-EE.PP.-2019-2,137660,x_solicitationDocumentAnnexe,2019-08-06T09:24:33.807000-06:00,Anexos al Pliego ,application/pdf,Anexos al Pliego ,http://h1.honducompras.gob.hn/Docs/Lic15LPN-003-DGOP-EE.PP.-20191402-AnexosalPliego.pdf
ocds-lcuori-vGZWNR-CPC-004-2019-2,ocds-lcuori-vGZWNR-CPC-004-2019-2/5,vGZWNR-CPC-004-2019-2,137661,tenderNotice,2019-08-06T09:24:36.943000-06:00,Aviso de Prensa,application/pdf,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic117CPC-004-2019100-AvisodePrensa.pdf
ocds-lcuori-vGZWNR-CPC-004-2019-2,ocds-lcuori-vGZWNR-CPC-004-2019-2/5,vGZWNR-CPC-004-2019-2,137662,biddingDocuments,2019-08-06T09:24:46.433000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic117CPC-004-2019201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-vGZWNR-CPC-004-2019-2,ocds-lcuori-vGZWNR-CPC-004-2019-2/5,vGZWNR-CPC-004-2019-2,138246,x_amendment,2019-08-16T14:32:36.153000-06:00,Enmienda o Adendum,application/pdf,Enmienda o Adendum,http://h1.honducompras.gob.hn/Docs/Lic117CPC-004-2019402-EnmiendaoAdendum.pdf
ocds-lcuori-vGZWNR-CPC-004-2019-2,ocds-lcuori-vGZWNR-CPC-004-2019-2/5,vGZWNR-CPC-004-2019-2,138903,x_recordOpeningTendersReceived,2019-09-02T14:59:28.130000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic117CPC-004-2019603-ActadeRecepcionyAperturadeOfertas.PDF
ocds-lcuori-7GXMRV-LPN-004-DGOP-EE.PP.-2019-2,ocds-lcuori-7GXMRV-LPN-004-DGOP-EE.PP.-2019-2/6,7GXMRV-LPN-004-DGOP-EE.PP.-2019-2,137663,tenderNotice,2019-08-06T09:32:59.953000-06:00,Aviso de Prensa,application/pdf,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic15LPN-004-DGOP-EE.PP.-2019100-AvisodePrensa.pdf
ocds-lcuori-7GXMRV-LPN-004-DGOP-EE.PP.-2019-2,ocds-lcuori-7GXMRV-LPN-004-DGOP-EE.PP.-2019-2/6,7GXMRV-LPN-004-DGOP-EE.PP.-2019-2,137664,biddingDocuments,2019-08-06T09:33:17.710000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic15LPN-004-DGOP-EE.PP.-2019201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-7GXMRV-LPN-004-DGOP-EE.PP.-2019-2,ocds-lcuori-7GXMRV-LPN-004-DGOP-EE.PP.-2019-2/6,7GXMRV-LPN-004-DGOP-EE.PP.-2019-2,138585,x_recordOpeningTendersReceived,2019-08-23T11:51:34.400000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic15LPN-004-DGOP-EE.PP.-2019603-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-7GXMRV-LPN-004-DGOP-EE.PP.-2019-2,ocds-lcuori-7GXMRV-LPN-004-DGOP-EE.PP.-2019-2/6,7GXMRV-LPN-004-DGOP-EE.PP.-2019-2,137665,x_solicitationDocumentAnnexe,2019-08-06T09:33:35.027000-06:00,Anexos al Pliego ,application/pdf,Anexos al Pliego ,http://h1.honducompras.gob.hn/Docs/Lic15LPN-004-DGOP-EE.PP.-20191402-AnexosalPliego.pdf
ocds-lcuori-2Lm85r-CDC-002-2019-SENASA-2,ocds-lcuori-2Lm85r-CDC-002-2019-SENASA-2/2,2Lm85r-CDC-002-2019-SENASA-2,137667,biddingDocuments,2019-08-06T09:55:10.197000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic1021CDC-002-2019-SENASA200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-2Lm85r-CDC-002-2019-SENASA-2,ocds-lcuori-2Lm85r-CDC-002-2019-SENASA-2/2,2Lm85r-CDC-002-2019-SENASA-2,137670,biddingDocuments,2019-08-06T10:02:01.990000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic1021CDC-002-2019-SENASA201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-2Lm85r-CDC-002-2019-SENASA-2,ocds-lcuori-2Lm85r-CDC-002-2019-SENASA-2/2,2Lm85r-CDC-002-2019-SENASA-2,137854,clarifications,2019-08-08T14:31:06.153000-06:00,Aclaratoria,image/jpeg,Aclaratoria,http://h1.honducompras.gob.hn/Docs/Lic1021CDC-002-2019-SENASA502-Aclaratoria.jpg
ocds-lcuori-2Lm85r-CDC-002-2019-SENASA-2,ocds-lcuori-2Lm85r-CDC-002-2019-SENASA-2/2,2Lm85r-CDC-002-2019-SENASA-2,137865,clarifications,2019-08-08T14:48:11.390000-06:00,Aclaratoria,image/jpeg,Aclaratoria,http://h1.honducompras.gob.hn/Docs/Lic1021CDC-002-2019-SENASA502-Aclaratoria.jpg
ocds-lcuori-7G3MNr-LPRI 0001-2019-2,ocds-lcuori-7G3MNr-LPRI 0001-2019-2/4,7G3MNr-LPRI 0001-2019-2,138531,tenderNotice,2019-08-22T12:00:01.173000-06:00,Aviso de Prensa,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic108LPRI%200001-2019100-AvisodePrensa.docx
ocds-lcuori-7G3MNr-LPRI 0001-2019-2,ocds-lcuori-7G3MNr-LPRI 0001-2019-2/4,7G3MNr-LPRI 0001-2019-2,138532,biddingDocuments,2019-08-22T12:00:11.287000-06:00,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic108LPRI%200001-2019201-PliegooTerminosdeReferencia.docx
ocds-lcuori-7G3MNr-LPRI 0001-2019-2,ocds-lcuori-7G3MNr-LPRI 0001-2019-2/4,7G3MNr-LPRI 0001-2019-2,141283,x_recordOpeningTendersReceived,2019-10-22T11:20:22.630000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic108LPRI%200001-2019602-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-7G3MNr-LPRI 0002-2019-2,ocds-lcuori-7G3MNr-LPRI 0002-2019-2/2,7G3MNr-LPRI 0002-2019-2,137676,tenderNotice,2019-08-06T11:29:12.010000-06:00,Aviso de Prensa,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic108LPRI%200002-2019100-AvisodePrensa.docx
ocds-lcuori-7G3MNr-LPRI 0002-2019-2,ocds-lcuori-7G3MNr-LPRI 0002-2019-2/2,7G3MNr-LPRI 0002-2019-2,137677,biddingDocuments,2019-08-06T11:29:27.783000-06:00,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic108LPRI%200002-2019201-PliegooTerminosdeReferencia.docx
ocds-lcuori-7G3MNr-LPRI 0003-2019-2,ocds-lcuori-7G3MNr-LPRI 0003-2019-2/3,7G3MNr-LPRI 0003-2019-2,137684,tenderNotice,2019-08-06T13:35:55.607000-06:00,Aviso de Prensa,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic108LPRI%200003-2019100-AvisodePrensa.docx
ocds-lcuori-7G3MNr-LPRI 0003-2019-2,ocds-lcuori-7G3MNr-LPRI 0003-2019-2/3,7G3MNr-LPRI 0003-2019-2,137685,biddingDocuments,2019-08-06T13:36:10.517000-06:00,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic108LPRI%200003-2019201-PliegooTerminosdeReferencia.docx
ocds-lcuori-7G3MNr-LPRI 0003-2019-2,ocds-lcuori-7G3MNr-LPRI 0003-2019-2/3,7G3MNr-LPRI 0003-2019-2,141717,x_recordOpeningTendersReceived,2019-10-30T11:04:33.817000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic108LPRI%200003-2019602-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-vGZWNR-LP-007-2019-2,ocds-lcuori-vGZWNR-LP-007-2019-2/4,vGZWNR-LP-007-2019-2,137692,tenderNotice,2019-08-06T14:23:08.897000-06:00,Aviso de Prensa,application/pdf,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic117LP-007-2019100-AvisodePrensa.pdf
ocds-lcuori-vGZWNR-LP-007-2019-2,ocds-lcuori-vGZWNR-LP-007-2019-2/4,vGZWNR-LP-007-2019-2,137696,biddingDocuments,2019-08-06T14:26:56.900000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic117LP-007-2019201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-vGZWNR-LP-007-2019-2,ocds-lcuori-vGZWNR-LP-007-2019-2/4,vGZWNR-LP-007-2019-2,137899,x_amendment,2019-08-08T15:56:54.610000-06:00,Enmienda o Adendum,application/pdf,Enmienda o Adendum,http://h1.honducompras.gob.hn/Docs/Lic117LP-007-2019402-EnmiendaoAdendum.pdf
ocds-lcuori-vGZWNR-LP-007-2019-2,ocds-lcuori-vGZWNR-LP-007-2019-2/4,vGZWNR-LP-007-2019-2,138241,x_recordOpeningTendersReceived,2019-08-16T14:22:57.983000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic117LP-007-2019603-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-7G3MNr-LPRI 0004-2019-2,ocds-lcuori-7G3MNr-LPRI 0004-2019-2/3,7G3MNr-LPRI 0004-2019-2,137693,tenderNotice,2019-08-06T14:25:26.457000-06:00,Aviso de Prensa,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic108LPRI%200004-2019100-AvisodePrensa.docx
ocds-lcuori-7G3MNr-LPRI 0004-2019-2,ocds-lcuori-7G3MNr-LPRI 0004-2019-2/3,7G3MNr-LPRI 0004-2019-2,137694,biddingDocuments,2019-08-06T14:25:43.240000-06:00,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic108LPRI%200004-2019201-PliegooTerminosdeReferencia.docx
ocds-lcuori-7G3MNr-LPRI 0004-2019-2,ocds-lcuori-7G3MNr-LPRI 0004-2019-2/3,7G3MNr-LPRI 0004-2019-2,141691,x_recordOpeningTendersReceived,2019-10-30T09:00:41.940000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic108LPRI%200004-2019602-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-1Ra0dG-PCD-CONV-FN-065-2019-2,ocds-lcuori-1Ra0dG-PCD-CONV-FN-065-2019-2/3,1Ra0dG-PCD-CONV-FN-065-2019-2,137701,biddingDocuments,2019-08-06T15:18:32.877000-06:00,Pliego o Terminos de Referencia,image/jpeg,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic803PCD-CONV-FN-065-2019200-PliegooTerminosdeReferencia.jpg
ocds-lcuori-1Ra0dG-PCD-CONV-FN-065-2019-2,ocds-lcuori-1Ra0dG-PCD-CONV-FN-065-2019-2/3,1Ra0dG-PCD-CONV-FN-065-2019-2,138980,x_recordOpeningTendersReceived,2019-09-03T15:25:37.767000-06:00,Acta de Recepcion y Apertura de Ofertas,image/jpeg,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic803PCD-CONV-FN-065-2019601-ActadeRecepcionyAperturadeOfertas.jpg
ocds-lcuori-WRz0xL-LPN-SAR-016-2019-2,ocds-lcuori-WRz0xL-LPN-SAR-016-2019-2/5,WRz0xL-LPN-SAR-016-2019-2,137704,tenderNotice,2019-08-06T15:46:39.180000-06:00,Aviso de Prensa,application/pdf,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic1010LPN-SAR-016-2019101-AvisodePrensa.pdf
ocds-lcuori-WRz0xL-LPN-SAR-016-2019-2,ocds-lcuori-WRz0xL-LPN-SAR-016-2019-2/5,WRz0xL-LPN-SAR-016-2019-2,138393,tenderNotice,2019-08-20T10:04:40.120000-06:00,Aviso de Prensa,application/pdf,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic1010LPN-SAR-016-2019102-AvisodePrensa.pdf
ocds-lcuori-WRz0xL-LPN-SAR-016-2019-2,ocds-lcuori-WRz0xL-LPN-SAR-016-2019-2/5,WRz0xL-LPN-SAR-016-2019-2,137703,biddingDocuments,2019-08-06T15:45:50.070000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic1010LPN-SAR-016-2019200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-WRz0xL-LPN-SAR-016-2019-2,ocds-lcuori-WRz0xL-LPN-SAR-016-2019-2/5,WRz0xL-LPN-SAR-016-2019-2,139297,x_amendment,2019-09-10T11:58:47.347000-06:00,Enmienda o Adendum,application/pdf,Enmienda o Adendum,http://h1.honducompras.gob.hn/Docs/Lic1010LPN-SAR-016-2019403-EnmiendaoAdendum.pdf
ocds-lcuori-WRz0xL-LPN-SAR-016-2019-2,ocds-lcuori-WRz0xL-LPN-SAR-016-2019-2/5,WRz0xL-LPN-SAR-016-2019-2,139544,x_recordOpeningTendersReceived,2019-09-16T14:35:47.273000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic1010LPN-SAR-016-2019604-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-1Ra0dG-PCD-CONV-FN-066-2019-2,ocds-lcuori-1Ra0dG-PCD-CONV-FN-066-2019-2/3,1Ra0dG-PCD-CONV-FN-066-2019-2,137706,biddingDocuments,2019-08-06T16:59:42.430000-06:00,Pliego o Terminos de Referencia,image/jpeg,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic803PCD-CONV-FN-066-2019200-PliegooTerminosdeReferencia.jpg
ocds-lcuori-1Ra0dG-PCD-CONV-FN-066-2019-2,ocds-lcuori-1Ra0dG-PCD-CONV-FN-066-2019-2/3,1Ra0dG-PCD-CONV-FN-066-2019-2,138983,x_recordOpeningTendersReceived,2019-09-03T15:38:22.147000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic803PCD-CONV-FN-066-2019601-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-gLkVEr-CP CONADEH-006-2019-2,ocds-lcuori-gLkVEr-CP CONADEH-006-2019-2/3,gLkVEr-CP CONADEH-006-2019-2,139390,biddingDocuments,2019-09-11T13:13:26.660000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic571CP%20CONADEH-006-2019200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-ZGqEaG-CD-AMR-003-2019-2,ocds-lcuori-ZGqEaG-CD-AMR-003-2019-2/4,ZGqEaG-CD-AMR-003-2019-2,137707,tenderNotice,2019-08-06T19:04:23.980000-06:00,Aviso de Prensa,application/pdf,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic418CD-AMR-003-2019100-AvisodePrensa.pdf
ocds-lcuori-ZGqEaG-CD-AMR-003-2019-2,ocds-lcuori-ZGqEaG-CD-AMR-003-2019-2/4,ZGqEaG-CD-AMR-003-2019-2,137708,biddingDocuments,2019-08-06T19:07:32.847000-06:00,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic418CD-AMR-003-2019201-PliegooTerminosdeReferencia.docx
ocds-lcuori-ZGqEaG-CD-AMR-003-2019-2,ocds-lcuori-ZGqEaG-CD-AMR-003-2019-2/4,ZGqEaG-CD-AMR-003-2019-2,138501,cancellationDetails,2019-08-22T08:49:47.027000-06:00,Declaratoria de Proceso Desierto,application/pdf,Declaratoria de Proceso Desierto,http://h1.honducompras.gob.hn/Docs/Lic418CD-AMR-003-20191102-DeclaratoriadeProcesoDesierto.pdf
ocds-lcuori-7G36NL-LPN-004-UNAG-2019-2,ocds-lcuori-7G36NL-LPN-004-UNAG-2019-2/2,7G36NL-LPN-004-UNAG-2019-2,137710,tenderNotice,2019-08-07T08:14:04.807000-06:00,Aviso de Prensa,application/pdf,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic152LPN-004-UNAG-2019100-AvisodePrensa.pdf
ocds-lcuori-7G36NL-LPN-004-UNAG-2019-2,ocds-lcuori-7G36NL-LPN-004-UNAG-2019-2/2,7G36NL-LPN-004-UNAG-2019-2,137711,biddingDocuments,2019-08-07T08:14:20.700000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic152LPN-004-UNAG-2019201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-ERpvDL-CP-DCE-EUROJUSTICIA-003-2019-2,ocds-lcuori-ERpvDL-CP-DCE-EUROJUSTICIA-003-2019-2/3,ERpvDL-CP-DCE-EUROJUSTICIA-003-2019-2,137715,tenderNotice,2019-08-07T09:22:33.903000-06:00,Aviso de Prensa,application/pdf,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic144CP-DCE-EUROJUSTICIA-003-2019100-AvisodePrensa.pdf
ocds-lcuori-ERpvDL-CP-DCE-EUROJUSTICIA-003-2019-2,ocds-lcuori-ERpvDL-CP-DCE-EUROJUSTICIA-003-2019-2/3,ERpvDL-CP-DCE-EUROJUSTICIA-003-2019-2,137723,biddingDocuments,2019-08-07T09:38:33.090000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic144CP-DCE-EUROJUSTICIA-003-2019201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-ERpvDL-CP-DCE-EUROJUSTICIA-003-2019-2,ocds-lcuori-ERpvDL-CP-DCE-EUROJUSTICIA-003-2019-2/3,ERpvDL-CP-DCE-EUROJUSTICIA-003-2019-2,137724,biddingDocuments,2019-08-07T09:38:52.893000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic144CP-DCE-EUROJUSTICIA-003-2019202-PliegooTerminosdeReferencia.pdf
ocds-lcuori-ERpvDL-CP-DCE-EUROJUSTICIA-003-2019-2,ocds-lcuori-ERpvDL-CP-DCE-EUROJUSTICIA-003-2019-2/3,ERpvDL-CP-DCE-EUROJUSTICIA-003-2019-2,137725,biddingDocuments,2019-08-07T09:39:01.310000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic144CP-DCE-EUROJUSTICIA-003-2019203-PliegooTerminosdeReferencia.pdf
ocds-lcuori-ERpvDL-CP-DCE-EUROJUSTICIA-003-2019-2,ocds-lcuori-ERpvDL-CP-DCE-EUROJUSTICIA-003-2019-2/3,ERpvDL-CP-DCE-EUROJUSTICIA-003-2019-2,137726,biddingDocuments,2019-08-07T09:39:10.217000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic144CP-DCE-EUROJUSTICIA-003-2019204-PliegooTerminosdeReferencia.pdf
