ocid,id,planning/budget/id,planning/budget/budgetBreakdown/0/id,planning/budget/budgetBreakdown/0/sourceParty/id,planning/budget/budgetBreakdown/0/sourceParty/name,planning/budget/budgetBreakdown/0/description
ocds-lcuori-MLQmwL-CM-13-2019-1,ocds-lcuori-MLQmwL-CM-13-2019-1/4,MLQmwL-CM-13-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-lRop5r-HBCBH-07-2019-1,ocds-lcuori-lRop5r-HBCBH-07-2019-1/4,lRop5r-HBCBH-07-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-Zr5B9L-CM-SESAL-NC-0309-P-0256-2019-1,ocds-lcuori-Zr5B9L-CM-SESAL-NC-0309-P-0256-2019-1/5,Zr5B9L-CM-SESAL-NC-0309-P-0256-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-lRop5r-HBCBH-08-2019-1,ocds-lcuori-lRop5r-HBCBH-08-2019-1/3,lRop5r-HBCBH-08-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrV53R-013-9BTNPMOP-2019-1,ocds-lcuori-wrV53R-013-9BTNPMOP-2019-1/3,wrV53R-013-9BTNPMOP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-NrdVGA-CM-086-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-086-SEDUC-2019-1/5,NrdVGA-CM-086-SEDUC-2019-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-lRop5r-HBCBH-09-2019-1,ocds-lcuori-lRop5r-HBCBH-09-2019-1/4,lRop5r-HBCBH-09-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-NLPAVG-2019-030-FN-INAM-1,ocds-lcuori-NLPAVG-2019-030-FN-INAM-1/3,NLPAVG-2019-030-FN-INAM-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-lRop5r-HBCBH-10-2019-1,ocds-lcuori-lRop5r-HBCBH-10-2019-1/4,lRop5r-HBCBH-10-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-gGyPbL-CM-002-ELCOYOLAR-2019-1,ocds-lcuori-gGyPbL-CM-002-ELCOYOLAR-2019-1/3,gGyPbL-CM-002-ELCOYOLAR-2019-1,1-FMrMgGe,FMrMgGe,Fondo Comun,Recursos Nacionales
ocds-lcuori-NrdVGA-CM-087-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-087-SEDUC-2019-1/5,NrdVGA-CM-087-SEDUC-2019-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-Er6jdr-Expresión de Interés No. PGRD-07-2019-2,ocds-lcuori-Er6jdr-Expresión de Interés No. PGRD-07-2019-2/4,Er6jdr-Expresión de Interés No. PGRD-07-2019-2,3.0-F1RalG6,F1RalG6,Banco Mundial,Prestamo
ocds-lcuori-NrdVGA-CM-088-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-088-SEDUC-2019-1/4,NrdVGA-CM-088-SEDUC-2019-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-ERpngL-LP-008-2019-2,ocds-lcuori-ERpngL-LP-008-2019-2/3,ERpngL-LP-008-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrV53R-LLCA-008-6TOBPMOP-2019-1,ocds-lcuori-wrV53R-LLCA-008-6TOBPMOP-2019-1/3,wrV53R-LLCA-008-6TOBPMOP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-orvwnL-CM-076-INP-2019-1,ocds-lcuori-orvwnL-CM-076-INP-2019-1/4,orvwnL-CM-076-INP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-1RaB9r-PC-03-UNAH-CUROC-2019-1,ocds-lcuori-1RaB9r-PC-03-UNAH-CUROC-2019-1/4,1RaB9r-PC-03-UNAH-CUROC-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PR8Q5r-166-CM-IHT-2019-1,ocds-lcuori-PR8Q5r-166-CM-IHT-2019-1/4,PR8Q5r-166-CM-IHT-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7rBxpG-CDirecta No.01-2019 -2,ocds-lcuori-7rBxpG-CDirecta No.01-2019 -2/4,7rBxpG-CDirecta No.01-2019 -2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-ERpWgG-COTIZACION No.SRECI-090-2019-1,ocds-lcuori-ERpWgG-COTIZACION No.SRECI-090-2019-1/4,ERpWgG-COTIZACION No.SRECI-090-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrV53R-012-UME-6TO-BPMOP-2019-1,ocds-lcuori-wrV53R-012-UME-6TO-BPMOP-2019-1/4,wrV53R-012-UME-6TO-BPMOP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-jRDYor-CM-069-SEDIS-2019-1,ocds-lcuori-jRDYor-CM-069-SEDIS-2019-1/5,jRDYor-CM-069-SEDIS-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PR8ooG-CM-15-CONAPID-2019-1,ocds-lcuori-PR8ooG-CM-15-CONAPID-2019-1/4,PR8ooG-CM-15-CONAPID-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-MLQmwL-CM-57-2019-1,ocds-lcuori-MLQmwL-CM-57-2019-1/3,MLQmwL-CM-57-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrV53R-013-MM-6TO-BPMOP-2019-1,ocds-lcuori-wrV53R-013-MM-6TO-BPMOP-2019-1/4,wrV53R-013-MM-6TO-BPMOP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-jRDkQG-CM-054-2019-HNMCR-2,ocds-lcuori-jRDkQG-CM-054-2019-HNMCR-2/4,jRDkQG-CM-054-2019-HNMCR-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrV53R-014-EF-6TO-BPMOP-2019-1,ocds-lcuori-wrV53R-014-EF-6TO-BPMOP-2019-1/4,wrV53R-014-EF-6TO-BPMOP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-orvwnL-CM-077-INP-2019-1,ocds-lcuori-orvwnL-CM-077-INP-2019-1/3,orvwnL-CM-077-INP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-orvwnL-CM-078-INP-2019-1,ocds-lcuori-orvwnL-CM-078-INP-2019-1/4,orvwnL-CM-078-INP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-JLKxGl-SOLPED-50004846-1,ocds-lcuori-JLKxGl-SOLPED-50004846-1/4,JLKxGl-SOLPED-50004846-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-orvwnL-CM-079-INP-2019-1,ocds-lcuori-orvwnL-CM-079-INP-2019-1/3,orvwnL-CM-079-INP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-kR05rP-LPR-003-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-003-UDEIP-INSEP-2019-2/4,kR05rP-LPR-003-UDEIP-INSEP-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-orvwnL-CM-080-INP-2019-1,ocds-lcuori-orvwnL-CM-080-INP-2019-1/4,orvwnL-CM-080-INP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrV53R-015-PF-6TO-BPMOP-2019-1,ocds-lcuori-wrV53R-015-PF-6TO-BPMOP-2019-1/4,wrV53R-015-PF-6TO-BPMOP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-4LOxWG-135-2019-2,ocds-lcuori-4LOxWG-135-2019-2/4,4LOxWG-135-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-kR05rP-LPR-006-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-006-UDEIP-INSEP-2019-2/4,kR05rP-LPR-006-UDEIP-INSEP-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-NrdVGA-CM-425-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-425-SEDUC-2019-1/6,NrdVGA-CM-425-SEDUC-2019-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-MLQmwL-CM-119-2019-1,ocds-lcuori-MLQmwL-CM-119-2019-1/4,MLQmwL-CM-119-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-JLKxGl-SOLPED-50004847-1,ocds-lcuori-JLKxGl-SOLPED-50004847-1/4,JLKxGl-SOLPED-50004847-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-XRbOkr-CS-CSJ-2019-0416-1,ocds-lcuori-XRbOkr-CS-CSJ-2019-0416-1/5,XRbOkr-CS-CSJ-2019-0416-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-kR05rP-LPR-008-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-008-UDEIP-INSEP-2019-2/4,kR05rP-LPR-008-UDEIP-INSEP-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-WRz5vG-Lic.Pub.02-2019_MOBILIARIO-2,ocds-lcuori-WRz5vG-Lic.Pub.02-2019_MOBILIARIO-2/5,WRz5vG-Lic.Pub.02-2019_MOBILIARIO-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-kR05rP-LPR-009-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-009-UDEIP-INSEP-2019-2/4,kR05rP-LPR-009-UDEIP-INSEP-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-JLKxGl-SOLPED-50004848-1,ocds-lcuori-JLKxGl-SOLPED-50004848-1/4,JLKxGl-SOLPED-50004848-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-kR05rP-LPR-010-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-010-UDEIP-INSEP-2019-2/4,kR05rP-LPR-010-UDEIP-INSEP-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-NLPAVG-2019-048-FN-INAM-1,ocds-lcuori-NLPAVG-2019-048-FN-INAM-1/4,NLPAVG-2019-048-FN-INAM-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-MLQnAG-LPriv N°025-2019-HGS-2,ocds-lcuori-MLQnAG-LPriv N°025-2019-HGS-2/4,MLQnAG-LPriv N°025-2019-HGS-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-orvwnL-CM-082-INP-2019-1,ocds-lcuori-orvwnL-CM-082-INP-2019-1/3,orvwnL-CM-082-INP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-kR05rP-LPR-011-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-011-UDEIP-INSEP-2019-2/4,kR05rP-LPR-011-UDEIP-INSEP-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-orvPDG-LP-031-HGA-2019-2,ocds-lcuori-orvPDG-LP-031-HGA-2019-2/3,orvPDG-LP-031-HGA-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-oLjYzr-CM-055-MSFYC-2019-1,ocds-lcuori-oLjYzr-CM-055-MSFYC-2019-1/4,oLjYzr-CM-055-MSFYC-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-kR05rP-LPR-012-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-012-UDEIP-INSEP-2019-2/4,kR05rP-LPR-012-UDEIP-INSEP-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-oLjYzr-CM-057-MSFYC-2019-1,ocds-lcuori-oLjYzr-CM-057-MSFYC-2019-1/4,oLjYzr-CM-057-MSFYC-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-kR05rP-LPR-013-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-013-UDEIP-INSEP-2019-2/4,kR05rP-LPR-013-UDEIP-INSEP-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-kR05rP-LPR-014-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-014-UDEIP-INSEP-2019-2/4,kR05rP-LPR-014-UDEIP-INSEP-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZWNR-110000700-TEG-1,ocds-lcuori-vGZWNR-110000700-TEG-1/4,vGZWNR-110000700-TEG-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-kR05rP-LPR-015-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-015-UDEIP-INSEP-2019-2/4,kR05rP-LPR-015-UDEIP-INSEP-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-orvPDG-LP-032-HGA-2019-2,ocds-lcuori-orvPDG-LP-032-HGA-2019-2/3,orvPDG-LP-032-HGA-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-JLKQxR-LP. 013-2019-2,ocds-lcuori-JLKQxR-LP. 013-2019-2/3,JLKQxR-LP. 013-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-kR05rP-LPR-016-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-016-UDEIP-INSEP-2019-2/4,kR05rP-LPR-016-UDEIP-INSEP-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-kR05rP-LPR-017-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-017-UDEIP-INSEP-2019-2/4,kR05rP-LPR-017-UDEIP-INSEP-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mGEMGM-SEFIN-DCS-063-2019-1,ocds-lcuori-mGEMGM-SEFIN-DCS-063-2019-1/5,mGEMGM-SEFIN-DCS-063-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mGEMGM-SEFIN-DGCP-007-2019-1,ocds-lcuori-mGEMGM-SEFIN-DGCP-007-2019-1/6,mGEMGM-SEFIN-DGCP-007-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-kR05rP-LPR-018-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-018-UDEIP-INSEP-2019-2/4,kR05rP-LPR-018-UDEIP-INSEP-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-JLKxGl-SOLPED-50004960-1,ocds-lcuori-JLKxGl-SOLPED-50004960-1/4,JLKxGl-SOLPED-50004960-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-kR05rP-CPS-002-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-CPS-002-UDEIP-INSEP-2019-2/4,kR05rP-CPS-002-UDEIP-INSEP-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-kR05rP-CPS-003-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-CPS-003-UDEIP-INSEP-2019-2/4,kR05rP-CPS-003-UDEIP-INSEP-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-kR05rP-CPS-004-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-CPS-004-UDEIP-INSEP-2019-2/4,kR05rP-CPS-004-UDEIP-INSEP-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-Zr5B9L-CM-SESAL-NC-0259-P-0215-2019-1,ocds-lcuori-Zr5B9L-CM-SESAL-NC-0259-P-0215-2019-1/3,Zr5B9L-CM-SESAL-NC-0259-P-0215-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-MLQgWR-CM 324-CBVA-2019-1,ocds-lcuori-MLQgWR-CM 324-CBVA-2019-1/6,MLQgWR-CM 324-CBVA-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrV53R-018-ELAP-6TO-BPMOP-2019-1,ocds-lcuori-wrV53R-018-ELAP-6TO-BPMOP-2019-1/3,wrV53R-018-ELAP-6TO-BPMOP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrV53R-07-4TO BPMOP-1,ocds-lcuori-wrV53R-07-4TO BPMOP-1/3,wrV53R-07-4TO BPMOP-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-kG1ger-PUB 01-2019-2,ocds-lcuori-kG1ger-PUB 01-2019-2/3,kG1ger-PUB 01-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-8L47Pr-CD-041-19-HO-1,ocds-lcuori-8L47Pr-CD-041-19-HO-1/4,8L47Pr-CD-041-19-HO-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-gGyPbL-CM-004-ELCOYOLAR-2019-1,ocds-lcuori-gGyPbL-CM-004-ELCOYOLAR-2019-1/4,gGyPbL-CM-004-ELCOYOLAR-2019-1,1-FMrMgGe,FMrMgGe,Fondo Comun,Recursos Nacionales
ocds-lcuori-wrV53R-006-9BTNPMOP-2019-1,ocds-lcuori-wrV53R-006-9BTNPMOP-2019-1/3,wrV53R-006-9BTNPMOP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-gGyPbL-CM-005-ELCOYOLAR-2019-1,ocds-lcuori-gGyPbL-CM-005-ELCOYOLAR-2019-1/4,gGyPbL-CM-005-ELCOYOLAR-2019-1,1-FMrMgGe,FMrMgGe,Fondo Comun,Recursos Nacionales
ocds-lcuori-ERpWgG-COTIZACION No. SRECI-160-2019-1,ocds-lcuori-ERpWgG-COTIZACION No. SRECI-160-2019-1/5,ERpWgG-COTIZACION No. SRECI-160-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PR8dYR-132-2019-1,ocds-lcuori-PR8dYR-132-2019-1/4,PR8dYR-132-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-orvwnL-CM-437-INP-2019-1,ocds-lcuori-orvwnL-CM-437-INP-2019-1/4,orvwnL-CM-437-INP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mGEMGM-SEFIN-DCS-070-2019-UR-1,ocds-lcuori-mGEMGM-SEFIN-DCS-070-2019-UR-1/4,mGEMGM-SEFIN-DCS-070-2019-UR-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrV53R-018-1BCPMOP-2019-1,ocds-lcuori-wrV53R-018-1BCPMOP-2019-1/3,wrV53R-018-1BCPMOP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7GX5MR-SEN-LPN-002-2019-2,ocds-lcuori-7GX5MR-SEN-LPN-002-2019-2/4,7GX5MR-SEN-LPN-002-2019-2,1.0-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-PLewkR-HBCBCH-411-2019-1,ocds-lcuori-PLewkR-HBCBCH-411-2019-1/3,PLewkR-HBCBCH-411-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-NrdVGA-CM-270-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-270-SEDUC-2019-1/4,NrdVGA-CM-270-SEDUC-2019-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-gRNDyL-014-03-2019-2,ocds-lcuori-gRNDyL-014-03-2019-2/4,gRNDyL-014-03-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZKAR-CM-AMD-CS-322-2019-1,ocds-lcuori-vGZKAR-CM-AMD-CS-322-2019-1/5,vGZKAR-CM-AMD-CS-322-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-ERpWgG-COTIZACION No. SRECI-049-2019-1,ocds-lcuori-ERpWgG-COTIZACION No. SRECI-049-2019-1/3,ERpWgG-COTIZACION No. SRECI-049-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PLeQ0L-CON-MEP-020-19-1,ocds-lcuori-PLeQ0L-CON-MEP-020-19-1/5,PLeQ0L-CON-MEP-020-19-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-DRW55L-22-CM-SETUR-2019-1,ocds-lcuori-DRW55L-22-CM-SETUR-2019-1/6,DRW55L-22-CM-SETUR-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZWNR-50001081-TEG-1,ocds-lcuori-vGZWNR-50001081-TEG-1/4,vGZWNR-50001081-TEG-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-wrV53R-010-5TO-BPMOP-1,ocds-lcuori-wrV53R-010-5TO-BPMOP-1/3,wrV53R-010-5TO-BPMOP-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PLeQ0L-CON-MEP-021-19-1,ocds-lcuori-PLeQ0L-CON-MEP-021-19-1/4,PLeQ0L-CON-MEP-021-19-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mGEMGM-SEFIN-UDEM-UIT-009-2019-1,ocds-lcuori-mGEMGM-SEFIN-UDEM-UIT-009-2019-1/4,mGEMGM-SEFIN-UDEM-UIT-009-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PLeQ0L-CON-MEP-023-19-1,ocds-lcuori-PLeQ0L-CON-MEP-023-19-1/4,PLeQ0L-CON-MEP-023-19-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-MLQmwL-CM-120-2019-1,ocds-lcuori-MLQmwL-CM-120-2019-1/4,MLQmwL-CM-120-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-4LOY7R-LP-01-2019-2,ocds-lcuori-4LOY7R-LP-01-2019-2/3,4LOY7R-LP-01-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mGEMGM-SEFIN-UDEM-008-2019-1,ocds-lcuori-mGEMGM-SEFIN-UDEM-008-2019-1/5,mGEMGM-SEFIN-UDEM-008-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZWNR-110000710-TEG-1,ocds-lcuori-vGZWNR-110000710-TEG-1/5,vGZWNR-110000710-TEG-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-4LOY7R-LP-02-2019-2,ocds-lcuori-4LOY7R-LP-02-2019-2/3,4LOY7R-LP-02-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mGEMGM-SEFIN-DCS-064-2019-1,ocds-lcuori-mGEMGM-SEFIN-DCS-064-2019-1/4,mGEMGM-SEFIN-DCS-064-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-1RaEMR-CM-015-2019-1,ocds-lcuori-1RaEMR-CM-015-2019-1/6,1RaEMR-CM-015-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mrYQZr-CM-027-SDN-SGRMSG-2019-1,ocds-lcuori-mrYQZr-CM-027-SDN-SGRMSG-2019-1/4,mrYQZr-CM-027-SDN-SGRMSG-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-DL9JqG-EMC-XXIBTN-48-2019-1,ocds-lcuori-DL9JqG-EMC-XXIBTN-48-2019-1/3,DL9JqG-EMC-XXIBTN-48-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-gGyzvR-CBH-CBO-013-2019-1,ocds-lcuori-gGyzvR-CBH-CBO-013-2019-1/4,gGyzvR-CBH-CBO-013-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-gLkw4L-CM-517-CBD-2019-1,ocds-lcuori-gLkw4L-CM-517-CBD-2019-1/4,gLkw4L-CM-517-CBD-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mrYQZr-CM-029-SDN-SGRMSG-2019-1,ocds-lcuori-mrYQZr-CM-029-SDN-SGRMSG-2019-1/3,mrYQZr-CM-029-SDN-SGRMSG-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-8L47Pr-CD-011-2019-HO-1,ocds-lcuori-8L47Pr-CD-011-2019-HO-1/3,8L47Pr-CD-011-2019-HO-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mGEMGM-SEFIN-DPMF-06-2019-1,ocds-lcuori-mGEMGM-SEFIN-DPMF-06-2019-1/4,mGEMGM-SEFIN-DPMF-06-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-XRbOkr-CS-CSJ-2019-0622-1,ocds-lcuori-XRbOkr-CS-CSJ-2019-0622-1/6,XRbOkr-CS-CSJ-2019-0622-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mrYQZr-CM-032-SDN-SGRMSG-2019-1,ocds-lcuori-mrYQZr-CM-032-SDN-SGRMSG-2019-1/3,mrYQZr-CM-032-SDN-SGRMSG-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-gRNjoR-CM-042-HBCBH-2019-1,ocds-lcuori-gRNjoR-CM-042-HBCBH-2019-1/4,gRNjoR-CM-042-HBCBH-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-KLg9wR-CPR-001-2019-DA-2,ocds-lcuori-KLg9wR-CPR-001-2019-DA-2/4,KLg9wR-CPR-001-2019-DA-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
