ocid,id,tender/id,tender/participationFees/0/id,tender/participationFees/0/type,tender/participationFees/0/value/amount
ocds-lcuori-7rBxpG-LPrivada No.07-2019-2,ocds-lcuori-7rBxpG-LPrivada No.07-2019-2/2,7rBxpG-LPrivada No.07-2019-2,7rBxpG-LPrivada No.07-2019-2,document,200.0
ocds-lcuori-mGEMGM-LPN-SEFIN-012-2019-2,ocds-lcuori-mGEMGM-LPN-SEFIN-012-2019-2/3,mGEMGM-LPN-SEFIN-012-2019-2,mGEMGM-LPN-SEFIN-012-2019-2,document,200.0
ocds-lcuori-2LmqDL-COT-12-AMDC-96-2019-2,ocds-lcuori-2LmqDL-COT-12-AMDC-96-2019-2/3,2LmqDL-COT-12-AMDC-96-2019-2,2LmqDL-COT-12-AMDC-96-2019-2,document,200.0
ocds-lcuori-MLQ18L-HBCBH-010-2019-2,ocds-lcuori-MLQ18L-HBCBH-010-2019-2/3,MLQ18L-HBCBH-010-2019-2,MLQ18L-HBCBH-010-2019-2,document,200.0
ocds-lcuori-orvkNL-LPN No.40-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.40-2019-SEAF-UNAH-2/3,orvkNL-LPN No.40-2019-SEAF-UNAH-2,orvkNL-LPN No.40-2019-SEAF-UNAH-2,document,500.0
ocds-lcuori-0rwyzG-MSPS-GI-08-2019-2,ocds-lcuori-0rwyzG-MSPS-GI-08-2019-2/5,0rwyzG-MSPS-GI-08-2019-2,0rwyzG-MSPS-GI-08-2019-2,document,2500.0
ocds-lcuori-DL9YoL-LPN-07-2019-FAHM-2,ocds-lcuori-DL9YoL-LPN-07-2019-FAHM-2/4,DL9YoL-LPN-07-2019-FAHM-2,DL9YoL-LPN-07-2019-FAHM-2,document,500.0
ocds-lcuori-DL9YoL-LPN-08-2019-FAHM-2,ocds-lcuori-DL9YoL-LPN-08-2019-FAHM-2/4,DL9YoL-LPN-08-2019-FAHM-2,DL9YoL-LPN-08-2019-FAHM-2,document,500.0
ocds-lcuori-kR0qDr-LPN-006-2019-2,ocds-lcuori-kR0qDr-LPN-006-2019-2/3,kR0qDr-LPN-006-2019-2,kR0qDr-LPN-006-2019-2,document,500.0
ocds-lcuori-PR847R-ICF-GA-LP-003-2019-2,ocds-lcuori-PR847R-ICF-GA-LP-003-2019-2/4,PR847R-ICF-GA-LP-003-2019-2,PR847R-ICF-GA-LP-003-2019-2,document,500.0
ocds-lcuori-ZGqEaG-CD-AMR-006-2019-2,ocds-lcuori-ZGqEaG-CD-AMR-006-2019-2/2,ZGqEaG-CD-AMR-006-2019-2,ZGqEaG-CD-AMR-006-2019-2,document,200.0
ocds-lcuori-orvkNL-LPN No.18-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.18-2019-SEAF-UNAH-2/2,orvkNL-LPN No.18-2019-SEAF-UNAH-2,orvkNL-LPN No.18-2019-SEAF-UNAH-2,document,500.0
ocds-lcuori-2LmXXr-LPN-IHCIETI-10-2019-2,ocds-lcuori-2LmXXr-LPN-IHCIETI-10-2019-2/2,2LmXXr-LPN-IHCIETI-10-2019-2,2LmXXr-LPN-IHCIETI-10-2019-2,document,500.0
ocds-lcuori-2LAbkG-COT-002-SEDSE-SEDUC-2019-2,ocds-lcuori-2LAbkG-COT-002-SEDSE-SEDUC-2019-2/2,2LAbkG-COT-002-SEDSE-SEDUC-2019-2,2LAbkG-COT-002-SEDSE-SEDUC-2019-2,document,1000.0
ocds-lcuori-orvDGM-LPN-SANAA-DM-15-2019-2,ocds-lcuori-orvDGM-LPN-SANAA-DM-15-2019-2/5,orvDGM-LPN-SANAA-DM-15-2019-2,orvDGM-LPN-SANAA-DM-15-2019-2,document,500.0
ocds-lcuori-ZGqynG-LPN-DNPPCM-09-2019-2,ocds-lcuori-ZGqynG-LPN-DNPPCM-09-2019-2/2,ZGqynG-LPN-DNPPCM-09-2019-2,ZGqynG-LPN-DNPPCM-09-2019-2,document,200.0
ocds-lcuori-2LmqDL-LPrNO-34-AMDC-62-2019-2,ocds-lcuori-2LmqDL-LPrNO-34-AMDC-62-2019-2/6,2LmqDL-LPrNO-34-AMDC-62-2019-2,2LmqDL-LPrNO-34-AMDC-62-2019-2,document,200.0
ocds-lcuori-ZGqynG-LPN-DNPPCM-010-2019-2,ocds-lcuori-ZGqynG-LPN-DNPPCM-010-2019-2/2,ZGqynG-LPN-DNPPCM-010-2019-2,ZGqynG-LPN-DNPPCM-010-2019-2,document,200.0
ocds-lcuori-orvwnL-LPN-INP-GA-012-2019-2,ocds-lcuori-orvwnL-LPN-INP-GA-012-2019-2/5,orvwnL-LPN-INP-GA-012-2019-2,orvwnL-LPN-INP-GA-012-2019-2,document,300.0
ocds-lcuori-orvwnL-LPN-INP-GA-013-2019-2,ocds-lcuori-orvwnL-LPN-INP-GA-013-2019-2/5,orvwnL-LPN-INP-GA-013-2019-2,orvwnL-LPN-INP-GA-013-2019-2,document,300.0
ocds-lcuori-2LmqDL-LPuNBS-13-AMDC-110-2019-2,ocds-lcuori-2LmqDL-LPuNBS-13-AMDC-110-2019-2/5,2LmqDL-LPuNBS-13-AMDC-110-2019-2,2LmqDL-LPuNBS-13-AMDC-110-2019-2,document,500.0
ocds-lcuori-mGEMGM-LPN-SEFIN-009-2019-2,ocds-lcuori-mGEMGM-LPN-SEFIN-009-2019-2/2,mGEMGM-LPN-SEFIN-009-2019-2,mGEMGM-LPN-SEFIN-009-2019-2,document,200.0
ocds-lcuori-mGEMGM-LPN-SEFIN-010-2019-2,ocds-lcuori-mGEMGM-LPN-SEFIN-010-2019-2/2,mGEMGM-LPN-SEFIN-010-2019-2,mGEMGM-LPN-SEFIN-010-2019-2,document,200.0
ocds-lcuori-vGZWNR-LPN-027-2019-2,ocds-lcuori-vGZWNR-LPN-027-2019-2/5,vGZWNR-LPN-027-2019-2,vGZWNR-LPN-027-2019-2,document,200.0
ocds-lcuori-7GXbbr-LPN-MCH-003-2019-2,ocds-lcuori-7GXbbr-LPN-MCH-003-2019-2/4,7GXbbr-LPN-MCH-003-2019-2,7GXbbr-LPN-MCH-003-2019-2,document,2000.0
ocds-lcuori-2LmqDL-CPuNO-07-AMDC-118-2019-2,ocds-lcuori-2LmqDL-CPuNO-07-AMDC-118-2019-2/5,2LmqDL-CPuNO-07-AMDC-118-2019-2,2LmqDL-CPuNO-07-AMDC-118-2019-2,document,500.0
ocds-lcuori-0rwyzG-MSPS-INT-GC-01-2019-2,ocds-lcuori-0rwyzG-MSPS-INT-GC-01-2019-2/3,0rwyzG-MSPS-INT-GC-01-2019-2,0rwyzG-MSPS-INT-GC-01-2019-2,document,2500.0
ocds-lcuori-gLn2nL-LPN-CP-004-2019-2,ocds-lcuori-gLn2nL-LPN-CP-004-2019-2/4,gLn2nL-LPN-CP-004-2019-2,gLn2nL-LPN-CP-004-2019-2,document,500.0
ocds-lcuori-7rBxpG-CPrivado No.03-2019-2,ocds-lcuori-7rBxpG-CPrivado No.03-2019-2/3,7rBxpG-CPrivado No.03-2019-2,7rBxpG-CPrivado No.03-2019-2,document,200.0
ocds-lcuori-2LmqDL-LPuNO-03-AMDC-85-2019-2,ocds-lcuori-2LmqDL-LPuNO-03-AMDC-85-2019-2/4,2LmqDL-LPuNO-03-AMDC-85-2019-2,2LmqDL-LPuNO-03-AMDC-85-2019-2,document,500.0
ocds-lcuori-gLkXWG-LPUB-014-PIHSESAL-2019-2,ocds-lcuori-gLkXWG-LPUB-014-PIHSESAL-2019-2/2,gLkXWG-LPUB-014-PIHSESAL-2019-2,gLkXWG-LPUB-014-PIHSESAL-2019-2,document,1719000.0
ocds-lcuori-gLkXWG-LPUB-015-PIHSESAL-2019-2,ocds-lcuori-gLkXWG-LPUB-015-PIHSESAL-2019-2/2,gLkXWG-LPUB-015-PIHSESAL-2019-2,gLkXWG-LPUB-015-PIHSESAL-2019-2,document,282000.0
ocds-lcuori-7rBxpG-LPrivada No.05-2019-2,ocds-lcuori-7rBxpG-LPrivada No.05-2019-2/6,7rBxpG-LPrivada No.05-2019-2,7rBxpG-LPrivada No.05-2019-2,document,200.0
ocds-lcuori-orvDGM-LPN-SANAA-DM-22-2019-2,ocds-lcuori-orvDGM-LPN-SANAA-DM-22-2019-2/3,orvDGM-LPN-SANAA-DM-22-2019-2,orvDGM-LPN-SANAA-DM-22-2019-2,document,500.0
ocds-lcuori-MLQ18L-HBCBH-008-2019-2,ocds-lcuori-MLQ18L-HBCBH-008-2019-2/2,MLQ18L-HBCBH-008-2019-2,MLQ18L-HBCBH-008-2019-2,document,200.0
ocds-lcuori-mGE4eL-LPR-SEDECOAS-FHIS-11-2019-2,ocds-lcuori-mGE4eL-LPR-SEDECOAS-FHIS-11-2019-2/3,mGE4eL-LPR-SEDECOAS-FHIS-11-2019-2,mGE4eL-LPR-SEDECOAS-FHIS-11-2019-2,document,200.0
ocds-lcuori-2LmKVR-LPN-008-2019-INAMI-2,ocds-lcuori-2LmKVR-LPN-008-2019-INAMI-2/2,2LmKVR-LPN-008-2019-INAMI-2,2LmKVR-LPN-008-2019-INAMI-2,document,200.0
ocds-lcuori-orvwnL-LPN-INP-GA-010-2019-2,ocds-lcuori-orvwnL-LPN-INP-GA-010-2019-2/5,orvwnL-LPN-INP-GA-010-2019-2,orvwnL-LPN-INP-GA-010-2019-2,document,1000.0
ocds-lcuori-0rwyzG-MSPS-GI-11-2019-2,ocds-lcuori-0rwyzG-MSPS-GI-11-2019-2/5,0rwyzG-MSPS-GI-11-2019-2,0rwyzG-MSPS-GI-11-2019-2,document,2500.0
ocds-lcuori-kR05rP-LPR-032-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-032-UDEIP-INSEP-2019-2/4,kR05rP-LPR-032-UDEIP-INSEP-2019-2,kR05rP-LPR-032-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-Zr5mWr-LPN No. 05-2019-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No. 05-2019-SEAPI-UNAH-2/2,Zr5mWr-LPN No. 05-2019-SEAPI-UNAH-2,Zr5mWr-LPN No. 05-2019-SEAPI-UNAH-2,document,1000.0
ocds-lcuori-2Lmz0G-LPN-006-2019-2,ocds-lcuori-2Lmz0G-LPN-006-2019-2/4,2Lmz0G-LPN-006-2019-2,2Lmz0G-LPN-006-2019-2,document,500.0
ocds-lcuori-2Lmz0G-LPN-007-2019-2,ocds-lcuori-2Lmz0G-LPN-007-2019-2/3,2Lmz0G-LPN-007-2019-2,2Lmz0G-LPN-007-2019-2,document,500.0
ocds-lcuori-2Lmz0G-LPN-008-2019-2,ocds-lcuori-2Lmz0G-LPN-008-2019-2/3,2Lmz0G-LPN-008-2019-2,2Lmz0G-LPN-008-2019-2,document,500.0
ocds-lcuori-7GX5MR-13-11-2019-2,ocds-lcuori-7GX5MR-13-11-2019-2/2,7GX5MR-13-11-2019-2,7GX5MR-13-11-2019-2,document,2900.0
ocds-lcuori-kR0qDr-LPN-005-2019-2,ocds-lcuori-kR0qDr-LPN-005-2019-2/4,kR0qDr-LPN-005-2019-2,kR0qDr-LPN-005-2019-2,document,500.0
ocds-lcuori-gLkjBr-LPN 02-2019-2,ocds-lcuori-gLkjBr-LPN 02-2019-2/2,gLkjBr-LPN 02-2019-2,gLkjBr-LPN 02-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-035-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-035-UDEIP-INSEP-2019-2/5,kR05rP-LPR-035-UDEIP-INSEP-2019-2,kR05rP-LPR-035-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-PLeQ0L-LPN MEP 02-2019-2,ocds-lcuori-PLeQ0L-LPN MEP 02-2019-2/2,PLeQ0L-LPN MEP 02-2019-2,PLeQ0L-LPN MEP 02-2019-2,document,2500.0
ocds-lcuori-2LmXXr-LP-IHCIETI-011-2019-2,ocds-lcuori-2LmXXr-LP-IHCIETI-011-2019-2/3,2LmXXr-LP-IHCIETI-011-2019-2,2LmXXr-LP-IHCIETI-011-2019-2,document,500.0
ocds-lcuori-0rwm9G-Licitación Pública Nacional LPN-07-2019-2,ocds-lcuori-0rwm9G-Licitación Pública Nacional LPN-07-2019-2/3,0rwm9G-Licitación Pública Nacional LPN-07-2019-2,0rwm9G-Licitación Pública Nacional LPN-07-2019-2,document,300.0
ocds-lcuori-7rBxpG-LPública No.04-2019-2,ocds-lcuori-7rBxpG-LPública No.04-2019-2/5,7rBxpG-LPública No.04-2019-2,7rBxpG-LPública No.04-2019-2,document,200.0
ocds-lcuori-kG1ger-LPRIVI-ENP-03-2019-2,ocds-lcuori-kG1ger-LPRIVI-ENP-03-2019-2/3,kG1ger-LPRIVI-ENP-03-2019-2,kG1ger-LPRIVI-ENP-03-2019-2,document,500.0
ocds-lcuori-2LmKVR-LPN-009-2019-INAMI-2,ocds-lcuori-2LmKVR-LPN-009-2019-INAMI-2/3,2LmKVR-LPN-009-2019-INAMI-2,2LmKVR-LPN-009-2019-INAMI-2,document,200.0
ocds-lcuori-kG1ger-LPRIVI-ENP-04-2019-2,ocds-lcuori-kG1ger-LPRIVI-ENP-04-2019-2/3,kG1ger-LPRIVI-ENP-04-2019-2,kG1ger-LPRIVI-ENP-04-2019-2,document,500.0
ocds-lcuori-kG1ger-LPRIV-ENP-02-2019-2,ocds-lcuori-kG1ger-LPRIV-ENP-02-2019-2/3,kG1ger-LPRIV-ENP-02-2019-2,kG1ger-LPRIV-ENP-02-2019-2,document,500.0
ocds-lcuori-4LOpdG-LPN-NO.004-2019-RNP-2,ocds-lcuori-4LOpdG-LPN-NO.004-2019-RNP-2/5,4LOpdG-LPN-NO.004-2019-RNP-2,4LOpdG-LPN-NO.004-2019-RNP-2,document,200.0
ocds-lcuori-kR05rP-LPR-036-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-036-UDEIP-INSEP-2019-2/4,kR05rP-LPR-036-UDEIP-INSEP-2019-2,kR05rP-LPR-036-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-034-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-034-UDEIP-INSEP-2019-2/5,kR05rP-LPR-034-UDEIP-INSEP-2019-2,kR05rP-LPR-034-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-mrY1dr-LPN-SEDS-022-2019-2,ocds-lcuori-mrY1dr-LPN-SEDS-022-2019-2/2,mrY1dr-LPN-SEDS-022-2019-2,mrY1dr-LPN-SEDS-022-2019-2,document,300.0
ocds-lcuori-2LmqDL-LPuNBS-10-AMDC-102-2019-2,ocds-lcuori-2LmqDL-LPuNBS-10-AMDC-102-2019-2/8,2LmqDL-LPuNBS-10-AMDC-102-2019-2,2LmqDL-LPuNBS-10-AMDC-102-2019-2,document,500.0
ocds-lcuori-orvwnL-LPN-INP-GA-014-2019-2,ocds-lcuori-orvwnL-LPN-INP-GA-014-2019-2/3,orvwnL-LPN-INP-GA-014-2019-2,orvwnL-LPN-INP-GA-014-2019-2,document,300.0
ocds-lcuori-ZGqEaG-CPN-AMR-001-2019-2,ocds-lcuori-ZGqEaG-CPN-AMR-001-2019-2/2,ZGqEaG-CPN-AMR-001-2019-2,ZGqEaG-CPN-AMR-001-2019-2,document,500.0
ocds-lcuori-mrY1dr-LPN-SEDS-021-2019-2,ocds-lcuori-mrY1dr-LPN-SEDS-021-2019-2/2,mrY1dr-LPN-SEDS-021-2019-2,mrY1dr-LPN-SEDS-021-2019-2,document,300.0
ocds-lcuori-mrY1dr-LPN-SEDS-024-2019-2,ocds-lcuori-mrY1dr-LPN-SEDS-024-2019-2/2,mrY1dr-LPN-SEDS-024-2019-2,mrY1dr-LPN-SEDS-024-2019-2,document,300.0
ocds-lcuori-7rBxpG-LPública No.38-2019-2,ocds-lcuori-7rBxpG-LPública No.38-2019-2/2,7rBxpG-LPública No.38-2019-2,7rBxpG-LPública No.38-2019-2,document,200.0
ocds-lcuori-WRzj0R-LPN-004-2019-2,ocds-lcuori-WRzj0R-LPN-004-2019-2/2,WRzj0R-LPN-004-2019-2,WRzj0R-LPN-004-2019-2,document,250.0
ocds-lcuori-WRzj0R-LPN-006-2019-2,ocds-lcuori-WRzj0R-LPN-006-2019-2/3,WRzj0R-LPN-006-2019-2,WRzj0R-LPN-006-2019-2,document,250.0
ocds-lcuori-WRzj0R-LPN-007-2019-2,ocds-lcuori-WRzj0R-LPN-007-2019-2/2,WRzj0R-LPN-007-2019-2,WRzj0R-LPN-007-2019-2,document,250.0
ocds-lcuori-WRzj0R-LPN-008-2019-2,ocds-lcuori-WRzj0R-LPN-008-2019-2/2,WRzj0R-LPN-008-2019-2,WRzj0R-LPN-008-2019-2,document,250.0
ocds-lcuori-WRzj0R-LPN-009-2019-2,ocds-lcuori-WRzj0R-LPN-009-2019-2/4,WRzj0R-LPN-009-2019-2,WRzj0R-LPN-009-2019-2,document,250.0
ocds-lcuori-WRzj0R-LPN-010-2019-2,ocds-lcuori-WRzj0R-LPN-010-2019-2/2,WRzj0R-LPN-010-2019-2,WRzj0R-LPN-010-2019-2,document,250.0
ocds-lcuori-WRzj0R-LPN-0008-2019-2,ocds-lcuori-WRzj0R-LPN-0008-2019-2/4,WRzj0R-LPN-0008-2019-2,WRzj0R-LPN-0008-2019-2,document,250.0
ocds-lcuori-kR05rP-CPS-008-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-CPS-008-UDEIP-INSEP-2019-2/4,kR05rP-CPS-008-UDEIP-INSEP-2019-2,kR05rP-CPS-008-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-orvkNL-LPN No.30-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.30-2019-SEAF-UNAH-2/5,orvkNL-LPN No.30-2019-SEAF-UNAH-2,orvkNL-LPN No.30-2019-SEAF-UNAH-2,document,500.0
ocds-lcuori-DL9B6G-LPN-CNT-01-2019-2,ocds-lcuori-DL9B6G-LPN-CNT-01-2019-2/3,DL9B6G-LPN-CNT-01-2019-2,DL9B6G-LPN-CNT-01-2019-2,document,500.0
ocds-lcuori-lRo92L-LP-SESAL-HGST-040-2019-2,ocds-lcuori-lRo92L-LP-SESAL-HGST-040-2019-2/2,lRo92L-LP-SESAL-HGST-040-2019-2,lRo92L-LP-SESAL-HGST-040-2019-2,document,468240.0
ocds-lcuori-Zr5B9L-LPN No.009-2019-SS-2,ocds-lcuori-Zr5B9L-LPN No.009-2019-SS-2/3,Zr5B9L-LPN No.009-2019-SS-2,Zr5B9L-LPN No.009-2019-SS-2,document,500.0
ocds-lcuori-MrMPYR-LPN-CNBS-06-2019-2,ocds-lcuori-MrMPYR-LPN-CNBS-06-2019-2/3,MrMPYR-LPN-CNBS-06-2019-2,MrMPYR-LPN-CNBS-06-2019-2,document,200.0
ocds-lcuori-MLQmwL-LPN-00002-2019-2,ocds-lcuori-MLQmwL-LPN-00002-2019-2/2,MLQmwL-LPN-00002-2019-2,MLQmwL-LPN-00002-2019-2,document,100.0
ocds-lcuori-vGZWNR-CPN-001-2019-2,ocds-lcuori-vGZWNR-CPN-001-2019-2/3,vGZWNR-CPN-001-2019-2,vGZWNR-CPN-001-2019-2,document,300.0
ocds-lcuori-MLQmwL-LPN-00003-2019-2,ocds-lcuori-MLQmwL-LPN-00003-2019-2/3,MLQmwL-LPN-00003-2019-2,MLQmwL-LPN-00003-2019-2,document,100.0
ocds-lcuori-2LmqDL-CPrNO-18-AMDC-115-2019-2,ocds-lcuori-2LmqDL-CPrNO-18-AMDC-115-2019-2/5,2LmqDL-CPrNO-18-AMDC-115-2019-2,2LmqDL-CPrNO-18-AMDC-115-2019-2,document,200.0
ocds-lcuori-2LmqDL-CPrNO-12-AMDC-97-2019-2,ocds-lcuori-2LmqDL-CPrNO-12-AMDC-97-2019-2/4,2LmqDL-CPrNO-12-AMDC-97-2019-2,2LmqDL-CPrNO-12-AMDC-97-2019-2,document,200.0
ocds-lcuori-2LmqDL-CPrNO-19-AMDC-116-2019-2,ocds-lcuori-2LmqDL-CPrNO-19-AMDC-116-2019-2/5,2LmqDL-CPrNO-19-AMDC-116-2019-2,2LmqDL-CPrNO-19-AMDC-116-2019-2,document,200.0
ocds-lcuori-2LmqDL-CPrNO-16-AMDC-111-2019-2,ocds-lcuori-2LmqDL-CPrNO-16-AMDC-111-2019-2/5,2LmqDL-CPrNO-16-AMDC-111-2019-2,2LmqDL-CPrNO-16-AMDC-111-2019-2,document,200.0
ocds-lcuori-2LmqDL-CPrNO-13-AMDC-98-2019-2,ocds-lcuori-2LmqDL-CPrNO-13-AMDC-98-2019-2/4,2LmqDL-CPrNO-13-AMDC-98-2019-2,2LmqDL-CPrNO-13-AMDC-98-2019-2,document,200.0
ocds-lcuori-vGZ5wL-CPU-001-ICE-PPBH2020-2019-2,ocds-lcuori-vGZ5wL-CPU-001-ICE-PPBH2020-2019-2/2,vGZ5wL-CPU-001-ICE-PPBH2020-2019-2,vGZ5wL-CPU-001-ICE-PPBH2020-2019-2,document,500.0
ocds-lcuori-2LmqDL-CPrNO-14-AMDC-99-2019-2,ocds-lcuori-2LmqDL-CPrNO-14-AMDC-99-2019-2/4,2LmqDL-CPrNO-14-AMDC-99-2019-2,2LmqDL-CPrNO-14-AMDC-99-2019-2,document,200.0
ocds-lcuori-orvwnL-LPN-INP-GA-016-2019-2,ocds-lcuori-orvwnL-LPN-INP-GA-016-2019-2/5,orvwnL-LPN-INP-GA-016-2019-2,orvwnL-LPN-INP-GA-016-2019-2,document,1000.0
ocds-lcuori-7rBxpG-LPrivada No.06-2019-2,ocds-lcuori-7rBxpG-LPrivada No.06-2019-2/2,7rBxpG-LPrivada No.06-2019-2,7rBxpG-LPrivada No.06-2019-2,document,200.0
ocds-lcuori-7GXmzR-LP-011-2019 CCIVS -2,ocds-lcuori-7GXmzR-LP-011-2019 CCIVS -2/4,7GXmzR-LP-011-2019 CCIVS -2,7GXmzR-LP-011-2019 CCIVS -2,document,1000.0
ocds-lcuori-1RaEMR-LP-HJMG-016-2019-2,ocds-lcuori-1RaEMR-LP-HJMG-016-2019-2/3,1RaEMR-LP-HJMG-016-2019-2,1RaEMR-LP-HJMG-016-2019-2,document,300.0
ocds-lcuori-kR05rP-LPR-037-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-037-UDEIP-INSEP-2019-2/4,kR05rP-LPR-037-UDEIP-INSEP-2019-2,kR05rP-LPR-037-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-039-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-039-UDEIP-INSEP-2019-2/5,kR05rP-LPR-039-UDEIP-INSEP-2019-2,kR05rP-LPR-039-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-DL9JqG-LPN-013-2019-SDN-2,ocds-lcuori-DL9JqG-LPN-013-2019-SDN-2/2,DL9JqG-LPN-013-2019-SDN-2,DL9JqG-LPN-013-2019-SDN-2,document,500.0
ocds-lcuori-kR05rP-LPR-041-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-041-UDEIP-INSEP-2019-2/3,kR05rP-LPR-041-UDEIP-INSEP-2019-2,kR05rP-LPR-041-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-kR05rP-CPS-009-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-CPS-009-UDEIP-INSEP-2019-2/4,kR05rP-CPS-009-UDEIP-INSEP-2019-2,kR05rP-CPS-009-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-mGE4eL-COT-SEDECOAS-FHIS-09-2019 2º Proceso-2,ocds-lcuori-mGE4eL-COT-SEDECOAS-FHIS-09-2019 2º Proceso-2/2,mGE4eL-COT-SEDECOAS-FHIS-09-2019 2º Proceso-2,mGE4eL-COT-SEDECOAS-FHIS-09-2019 2º Proceso-2,document,200.0
ocds-lcuori-ZGqEaG-LP-AMR-004-2019-2,ocds-lcuori-ZGqEaG-LP-AMR-004-2019-2/2,ZGqEaG-LP-AMR-004-2019-2,ZGqEaG-LP-AMR-004-2019-2,document,500.0
ocds-lcuori-mGE7er-LPN-01-DINAF-2019-2,ocds-lcuori-mGE7er-LPN-01-DINAF-2019-2/2,mGE7er-LPN-01-DINAF-2019-2,mGE7er-LPN-01-DINAF-2019-2,document,100.0
ocds-lcuori-2LmqDL-LPuNBS-12-AMDC-104-2019-2,ocds-lcuori-2LmqDL-LPuNBS-12-AMDC-104-2019-2/4,2LmqDL-LPuNBS-12-AMDC-104-2019-2,2LmqDL-LPuNBS-12-AMDC-104-2019-2,document,500.0
ocds-lcuori-7rBxpG-LPública No.35-2019-2,ocds-lcuori-7rBxpG-LPública No.35-2019-2/3,7rBxpG-LPública No.35-2019-2,7rBxpG-LPública No.35-2019-2,document,200.0
ocds-lcuori-Zr5B9L-LPN 005-2019-SS-2,ocds-lcuori-Zr5B9L-LPN 005-2019-SS-2/2,Zr5B9L-LPN 005-2019-SS-2,Zr5B9L-LPN 005-2019-SS-2,document,500.0
ocds-lcuori-mrY1dr-LPN-SEDS-023-2019-2,ocds-lcuori-mrY1dr-LPN-SEDS-023-2019-2/2,mrY1dr-LPN-SEDS-023-2019-2,mrY1dr-LPN-SEDS-023-2019-2,document,300.0
ocds-lcuori-mrYQZr-LPN-010-2019-SDN-2,ocds-lcuori-mrYQZr-LPN-010-2019-SDN-2/2,mrYQZr-LPN-010-2019-SDN-2,mrYQZr-LPN-010-2019-SDN-2,document,200.0
ocds-lcuori-PGJALo-LPN-100-020-2019-2,ocds-lcuori-PGJALo-LPN-100-020-2019-2/6,PGJALo-LPN-100-020-2019-2,PGJALo-LPN-100-020-2019-2,document,500.0
ocds-lcuori-PGJALo-LPN-100-019-2019-2,ocds-lcuori-PGJALo-LPN-100-019-2019-2/7,PGJALo-LPN-100-019-2019-2,PGJALo-LPN-100-019-2019-2,document,500.0
ocds-lcuori-PGJALo-LPN-100-022-2019-2,ocds-lcuori-PGJALo-LPN-100-022-2019-2/5,PGJALo-LPN-100-022-2019-2,PGJALo-LPN-100-022-2019-2,document,500.0
ocds-lcuori-vGZ5wL-LPN003-PPBH2020-ICE-2019-2,ocds-lcuori-vGZ5wL-LPN003-PPBH2020-ICE-2019-2/4,vGZ5wL-LPN003-PPBH2020-ICE-2019-2,vGZ5wL-LPN003-PPBH2020-ICE-2019-2,document,500.0
ocds-lcuori-2LmqDL-LPuNBS-09-AMDC-100-2019-2,ocds-lcuori-2LmqDL-LPuNBS-09-AMDC-100-2019-2/4,2LmqDL-LPuNBS-09-AMDC-100-2019-2,2LmqDL-LPuNBS-09-AMDC-100-2019-2,document,500.0
ocds-lcuori-PGJALo-LPN-100-008-2019-2,ocds-lcuori-PGJALo-LPN-100-008-2019-2/3,PGJALo-LPN-100-008-2019-2,PGJALo-LPN-100-008-2019-2,document,500.0
ocds-lcuori-PGJALo-LPN-100-015-2019-2,ocds-lcuori-PGJALo-LPN-100-015-2019-2/4,PGJALo-LPN-100-015-2019-2,PGJALo-LPN-100-015-2019-2,document,500.0
ocds-lcuori-0rwyzG-MSPS-GI-09-2019-2,ocds-lcuori-0rwyzG-MSPS-GI-09-2019-2/5,0rwyzG-MSPS-GI-09-2019-2,0rwyzG-MSPS-GI-09-2019-2,document,2500.0
ocds-lcuori-0rwyzG-MSPS-GI-10-2019-2,ocds-lcuori-0rwyzG-MSPS-GI-10-2019-2/5,0rwyzG-MSPS-GI-10-2019-2,0rwyzG-MSPS-GI-10-2019-2,document,2500.0
ocds-lcuori-WRz0xL-LPN-SAR-020-2019-2,ocds-lcuori-WRz0xL-LPN-SAR-020-2019-2/2,WRz0xL-LPN-SAR-020-2019-2,WRz0xL-LPN-SAR-020-2019-2,document,500.0
