ocid,id,awards/0/id,awards/0/documents/0/id,awards/0/documents/0/documentType,awards/0/documents/0/datePublished,awards/0/documents/0/description,awards/0/documents/0/format,awards/0/documents/0/title,awards/0/documents/0/url
ocds-lcuori-4LOxWG-175-2019-2,ocds-lcuori-4LOxWG-175-2019-2/3,4LOxWG-175-2019-2,142872,awardNotice,2019-11-18T18:28:06.590000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83175-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-176-2019-2,ocds-lcuori-4LOxWG-176-2019-2/3,4LOxWG-176-2019-2,141364,awardNotice,2019-10-22T19:29:03.543000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83176-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-177-2019-2,ocds-lcuori-4LOxWG-177-2019-2/3,4LOxWG-177-2019-2,141362,awardNotice,2019-10-22T19:21:31.770000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83177-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-vGZWNR-LPN-020-2019-2,ocds-lcuori-vGZWNR-LPN-020-2019-2/4,vGZWNR-LPN-020-2019-2,142268,awardNotice,2019-11-06T09:18:00.927000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic117LPN-020-2019805-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-178-2019-2,ocds-lcuori-4LOxWG-178-2019-2/3,4LOxWG-178-2019-2,141460,awardNotice,2019-10-23T17:18:53.580000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83178-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-181-2019-2,ocds-lcuori-4LOxWG-181-2019-2/3,4LOxWG-181-2019-2,141366,awardNotice,2019-10-22T19:38:15.243000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83181-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOpdG-N° COTIZACION-RNP-09-2019-2,ocds-lcuori-4LOpdG-N° COTIZACION-RNP-09-2019-2/4,4LOpdG-N° COTIZACION-RNP-09-2019-2,142705,awardNotice,2019-11-14T09:52:11.807000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic739N%C2%B0%20COTIZACION-RNP-09-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOpdG-N° COTIZACION-RNP-09-2019-2,ocds-lcuori-4LOpdG-N° COTIZACION-RNP-09-2019-2/4,4LOpdG-N° COTIZACION-RNP-09-2019-2,145006,x_lackOfFormalization,2020-02-05T10:50:17.423000-06:00,Falta de Formalización ,application/pdf,Falta de Formalización ,http://h1.honducompras.gob.hn/Docs/Lic739N%C2%B0%20COTIZACION-RNP-09-20191703-FaltadeFormalizaci%C3%B3n.pdf
ocds-lcuori-4LOxWG-183-2019-2,ocds-lcuori-4LOxWG-183-2019-2/3,4LOxWG-183-2019-2,141358,awardNotice,2019-10-22T19:03:15.180000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83183-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-184-2019-2,ocds-lcuori-4LOxWG-184-2019-2/3,4LOxWG-184-2019-2,141368,awardNotice,2019-10-22T19:47:20.663000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83184-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-185-2019-2,ocds-lcuori-4LOxWG-185-2019-2/3,4LOxWG-185-2019-2,141370,awardNotice,2019-10-22T19:54:01.023000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83185-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-186-2019-2,ocds-lcuori-4LOxWG-186-2019-2/3,4LOxWG-186-2019-2,141378,awardNotice,2019-10-22T20:21:34.337000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83186-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-JL7W2L-LP 014-2019-2,ocds-lcuori-JL7W2L-LP 014-2019-2/4,JL7W2L-LP 014-2019-2,138689,awardNotice,2019-08-27T12:13:51.230000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic643LP%20014-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-JL7W2L-LP 015-2019-2,ocds-lcuori-JL7W2L-LP 015-2019-2/4,JL7W2L-LP 015-2019-2,138684,awardNotice,2019-08-27T11:57:08.360000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic643LP%20015-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-187-2019-2,ocds-lcuori-4LOxWG-187-2019-2/3,4LOxWG-187-2019-2,142861,awardNotice,2019-11-18T17:03:26.370000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83187-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-188-2019-2,ocds-lcuori-4LOxWG-188-2019-2/3,4LOxWG-188-2019-2,141393,awardNotice,2019-10-23T09:18:19.510000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83188-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-189-2019-2,ocds-lcuori-4LOxWG-189-2019-2/3,4LOxWG-189-2019-2,142870,awardNotice,2019-11-18T18:12:34.333000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83189-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-190-2019-2,ocds-lcuori-4LOxWG-190-2019-2/3,4LOxWG-190-2019-2,141386,awardNotice,2019-10-23T08:16:28.340000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83190-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-lRo9xL-LP-11-2019-2,ocds-lcuori-lRo9xL-LP-11-2019-2/4,lRo9xL-LP-11-2019-2,138945,awardNotice,2019-09-02T22:49:19.580000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic101LP-11-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-lRo9xL-LP-12-2019-2,ocds-lcuori-lRo9xL-LP-12-2019-2/4,lRo9xL-LP-12-2019-2,138947,awardNotice,2019-09-02T23:06:27.270000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic101LP-12-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-lRo9xL-LP-14-2019-2,ocds-lcuori-lRo9xL-LP-14-2019-2/5,lRo9xL-LP-14-2019-2,138951,awardNotice,2019-09-02T23:24:20.833000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic101LP-14-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-7rBxpG-LPública No.32-2019-2,ocds-lcuori-7rBxpG-LPública No.32-2019-2/4,7rBxpG-LPública No.32-2019-2,143613,awardNotice,2019-12-09T11:53:57.377000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic123LP%C3%BAblica%20No.32-2019804-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-191-2019-2,ocds-lcuori-4LOxWG-191-2019-2/3,4LOxWG-191-2019-2,142652,awardNotice,2019-11-13T12:40:24.290000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83191-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-vGZWNR-LPN-010-2019-2,ocds-lcuori-vGZWNR-LPN-010-2019-2/6,vGZWNR-LPN-010-2019-2,139477,awardNotice,2019-09-13T10:13:05.807000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic117LPN-010-2019803-ResoluciondelaAdjudicacion.PDF
ocds-lcuori-4LOxWG-192-2019-2,ocds-lcuori-4LOxWG-192-2019-2/3,4LOxWG-192-2019-2,143070,awardNotice,2019-11-22T11:21:51.620000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83192-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-193-2019-2,ocds-lcuori-4LOxWG-193-2019-2/3,4LOxWG-193-2019-2,142924,awardNotice,2019-11-19T16:29:41.840000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83193-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-ZGqW9r-LPP-004-IPM-2019-2,ocds-lcuori-ZGqW9r-LPP-004-IPM-2019-2/5,ZGqW9r-LPP-004-IPM-2019-2,139928,awardNotice,2019-09-24T09:54:31.680000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic662LPP-004-IPM-2019804-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-2LmKVR-LPN-006-2019-INAMI-2,ocds-lcuori-2LmKVR-LPN-006-2019-INAMI-2/4,2LmKVR-LPN-006-2019-INAMI-2,139133,awardNotice,2019-09-06T14:35:04.703000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic1121LPN-006-2019-INAMI803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-KLgX6G-COT-005-DPR-2019-2,ocds-lcuori-KLgX6G-COT-005-DPR-2019-2/3,KLgX6G-COT-005-DPR-2019-2,140887,awardNotice,2019-10-16T12:53:11.173000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic975COT-005-DPR-2019807-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-WRzbRe-LPR-039-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR-039-DGC-UATSV-2019-2/4,WRzbRe-LPR-039-DGC-UATSV-2019-2,142590,awardNotice,2019-11-12T14:05:38.330000-06:00,Resolucion de la Adjudicacion,image/jpeg,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic10LPR-039-DGC-UATSV-2019803-ResoluciondelaAdjudicacion.jpg
ocds-lcuori-WRz5vG-Licitacion Privada N°02-2019-2,ocds-lcuori-WRz5vG-Licitacion Privada N°02-2019-2/4,WRz5vG-Licitacion Privada N°02-2019-2,146676,awardNotice,2020-04-03T12:53:21.913000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic654Licitacion%20Privada%20N%C2%B002-2019804-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-7G3MNr-LPRI 0008-2019-2,ocds-lcuori-7G3MNr-LPRI 0008-2019-2/3,7G3MNr-LPRI 0008-2019-2,141290,awardNotice,2019-10-22T11:35:05.263000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic108LPRI%200008-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-0rwyzG-MSPS-GA-01-2019-2,ocds-lcuori-0rwyzG-MSPS-GA-01-2019-2/3,0rwyzG-MSPS-GA-01-2019-2,143041,awardNotice,2019-11-21T13:31:49.903000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic578MSPS-GA-01-2019807-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-orvPDG-LP-048-HGA-2019-2,ocds-lcuori-orvPDG-LP-048-HGA-2019-2/5,orvPDG-LP-048-HGA-2019-2,139072,awardNotice,2019-09-05T14:15:49.653000-06:00,Resolucion de la Adjudicacion,image/jpeg,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic95LP-048-HGA-2019805-ResoluciondelaAdjudicacion.jpg
ocds-lcuori-orveZR-LP-RDC-17-2019-2,ocds-lcuori-orveZR-LP-RDC-17-2019-2/4,orveZR-LP-RDC-17-2019-2,139258,awardNotice,2019-09-10T09:29:10.447000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic607LP-RDC-17-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-jRDkQG-CM-260-2019-HMCR-2,ocds-lcuori-jRDkQG-CM-260-2019-HMCR-2/5,jRDkQG-CM-260-2019-HMCR-2,137100,awardNotice,2019-07-24T18:09:38.307000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic104CM-260-2019-HMCR803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-jRDkQG-CM-261-2019-HMCR-2,ocds-lcuori-jRDkQG-CM-261-2019-HMCR-2/5,jRDkQG-CM-261-2019-HMCR-2,137104,awardNotice,2019-07-24T18:27:00.067000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic104CM-261-2019-HMCR803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-jRDkQG-CM-262-2019-HMCR-2,ocds-lcuori-jRDkQG-CM-262-2019-HMCR-2/5,jRDkQG-CM-262-2019-HMCR-2,137102,awardNotice,2019-07-24T18:17:28.703000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic104CM-262-2019-HMCR803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-ZGqW9r-LPN-0012-IPM-2019-2,ocds-lcuori-ZGqW9r-LPN-0012-IPM-2019-2/4,ZGqW9r-LPN-0012-IPM-2019-2,145107,awardNotice,2020-02-10T09:31:15.307000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic662LPN-0012-IPM-2019807-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-grxXEr-L.P. 059-2019-2,ocds-lcuori-grxXEr-L.P. 059-2019-2/3,grxXEr-L.P. 059-2019-2,139492,awardNotice,2019-09-13T15:42:17.643000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic97L.P.%20059-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-7G3MNr-LPRI 0005-2019-2,ocds-lcuori-7G3MNr-LPRI 0005-2019-2/3,7G3MNr-LPRI 0005-2019-2,143440,awardNotice,2019-12-03T12:39:12.267000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic108LPRI%200005-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-157-2019-2,ocds-lcuori-4LOxWG-157-2019-2/4,4LOxWG-157-2019-2,143116,awardNotice,2019-11-22T17:09:34.417000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83157-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-159-2019-2,ocds-lcuori-4LOxWG-159-2019-2/3,4LOxWG-159-2019-2,141669,awardNotice,2019-10-29T16:14:54.593000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83159-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-161-2019-2,ocds-lcuori-4LOxWG-161-2019-2/3,4LOxWG-161-2019-2,141698,awardNotice,2019-10-30T09:34:19.583000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83161-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-158-2019-2,ocds-lcuori-4LOxWG-158-2019-2/3,4LOxWG-158-2019-2,142560,awardNotice,2019-11-12T10:15:33.790000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83158-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-160-2019-2,ocds-lcuori-4LOxWG-160-2019-2/3,4LOxWG-160-2019-2,141667,awardNotice,2019-10-29T16:04:05.730000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83160-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-162-2019-2,ocds-lcuori-4LOxWG-162-2019-2/3,4LOxWG-162-2019-2,142104,awardNotice,2019-11-04T11:09:12.930000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83162-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-163-2019-2,ocds-lcuori-4LOxWG-163-2019-2/3,4LOxWG-163-2019-2,141700,awardNotice,2019-10-30T09:45:15.087000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83163-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-164-2019-2,ocds-lcuori-4LOxWG-164-2019-2/3,4LOxWG-164-2019-2,140857,awardNotice,2019-10-16T09:31:22.720000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83164-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-165-2019-2,ocds-lcuori-4LOxWG-165-2019-2/3,4LOxWG-165-2019-2,141654,awardNotice,2019-10-29T15:20:23.207000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83165-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-166-2019-2,ocds-lcuori-4LOxWG-166-2019-2/3,4LOxWG-166-2019-2,143861,awardNotice,2019-12-18T10:59:36.473000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83166-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-167-2019-2,ocds-lcuori-4LOxWG-167-2019-2/3,4LOxWG-167-2019-2,143107,awardNotice,2019-11-22T16:30:03.210000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83167-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-vGZWNR-CPC-006-2019-2,ocds-lcuori-vGZWNR-CPC-006-2019-2/5,vGZWNR-CPC-006-2019-2,143980,awardNotice,2019-12-23T14:32:51.930000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic117CPC-006-2019803-ResoluciondelaAdjudicacion.PDF
ocds-lcuori-yRl6pL-ST-012-SSIS-BID-3371-2019-2,ocds-lcuori-yRl6pL-ST-012-SSIS-BID-3371-2019-2/6,yRl6pL-ST-012-SSIS-BID-3371-2019-2,140365,awardNotice,2019-10-07T13:50:10.263000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic232ST-012-SSIS-BID-3371-2019804-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-yRl6pL-CI-022-SSIS-BID-3371-2019-2,ocds-lcuori-yRl6pL-CI-022-SSIS-BID-3371-2019-2/5,yRl6pL-CI-022-SSIS-BID-3371-2019-2,140373,awardNotice,2019-10-07T14:21:56.373000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic232CI-022-SSIS-BID-3371-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-lRo92L-LP-SESAL-HGST-034-2019-2,ocds-lcuori-lRo92L-LP-SESAL-HGST-034-2019-2/3,lRo92L-LP-SESAL-HGST-034-2019-2,138836,awardNotice,2019-08-30T14:37:58.587000-06:00,Resolucion de la Adjudicacion,image/jpeg,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic89LP-SESAL-HGST-034-2019803-ResoluciondelaAdjudicacion.jpg
ocds-lcuori-wrVn3r-15-034-2019-2,ocds-lcuori-wrVn3r-15-034-2019-2/3,wrVn3r-15-034-2019-2,139429,awardNotice,2019-09-12T13:30:31.747000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic9915-034-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-wrVn3r-15-034-2019-2,ocds-lcuori-wrVn3r-15-034-2019-2/3,wrVn3r-15-034-2019-2,139430,awardNotice,2019-09-12T13:30:32.210000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic9915-034-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-wrVn3r-15-035-2019-2,ocds-lcuori-wrVn3r-15-035-2019-2/3,wrVn3r-15-035-2019-2,140958,awardNotice,2019-10-16T20:15:03.040000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic9915-035-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-wrVn3r-15-036-2019-2,ocds-lcuori-wrVn3r-15-036-2019-2/3,wrVn3r-15-036-2019-2,139412,awardNotice,2019-09-11T18:05:51.150000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic9915-036-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-168-2019-2,ocds-lcuori-4LOxWG-168-2019-2/3,4LOxWG-168-2019-2,142077,awardNotice,2019-11-04T09:26:48.720000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83168-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-4LOxWG-169-2019-2,ocds-lcuori-4LOxWG-169-2019-2/3,4LOxWG-169-2019-2,140790,awardNotice,2019-10-15T13:00:49.443000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic83169-2019803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-2LmqDL-CPrN-11-AMDC-78-2019-2,ocds-lcuori-2LmqDL-CPrN-11-AMDC-78-2019-2/7,2LmqDL-CPrN-11-AMDC-78-2019-2,143897,awardNotice,2019-12-19T14:04:45.580000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic221CPrN-11-AMDC-78-2019804-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-1RaMPR-SDP-03-PPCR-2019-2,ocds-lcuori-1RaMPR-SDP-03-PPCR-2019-2/3,1RaMPR-SDP-03-PPCR-2019-2,139163,awardNotice,2019-09-09T09:10:41.773000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic703SDP-03-PPCR-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-KLgX6G-COT-004-DPR-2019-2,ocds-lcuori-KLgX6G-COT-004-DPR-2019-2/4,KLgX6G-COT-004-DPR-2019-2,140145,awardNotice,2019-09-27T10:05:05.277000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic975COT-004-DPR-2019807-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-ERpaDr-LP-16-054-2019-HEP-2,ocds-lcuori-ERpaDr-LP-16-054-2019-HEP-2/3,ERpaDr-LP-16-054-2019-HEP-2,142335,awardNotice,2019-11-07T09:31:05.437000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic100LP-16-054-2019-HEP803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-ERpaDr-LP-16-055-2019-HEP-2,ocds-lcuori-ERpaDr-LP-16-055-2019-HEP-2/3,ERpaDr-LP-16-055-2019-HEP-2,142339,awardNotice,2019-11-07T10:56:28.440000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic100LP-16-055-2019-HEP802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-grxXEr-L.P.057-2019-2,ocds-lcuori-grxXEr-L.P.057-2019-2/4,grxXEr-L.P.057-2019-2,139494,awardNotice,2019-09-13T15:44:56.557000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic97L.P.057-2019802-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-jRDkQG-CM-257-2019-HMCR-2,ocds-lcuori-jRDkQG-CM-257-2019-HMCR-2/7,jRDkQG-CM-257-2019-HMCR-2,137159,awardNotice,2019-07-26T09:33:57-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic104CM-257-2019-HMCR803-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-ZGqW9r-LPP-0005-IPM-2019-2,ocds-lcuori-ZGqW9r-LPP-0005-IPM-2019-2/5,ZGqW9r-LPP-0005-IPM-2019-2,139934,awardNotice,2019-09-24T10:22:50.267000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic662LPP-0005-IPM-2019805-ResoluciondelaAdjudicacion.pdf
ocds-lcuori-ZGqW9r-LPP-0006-IPM-2019-2,ocds-lcuori-ZGqW9r-LPP-0006-IPM-2019-2/4,ZGqW9r-LPP-0006-IPM-2019-2,139931,awardNotice,2019-09-24T10:09:31.627000-06:00,Resolucion de la Adjudicacion,application/pdf,Resolucion de la Adjudicacion,http://h1.honducompras.gob.hn/Docs/Lic662LPP-0006-IPM-2019804-ResoluciondelaAdjudicacion.pdf
