ocid,id,awards/0/id,awards/0/value/currency,awards/0/value/amount,awards/0/description
ocds-lcuori-16034,ocds-lcuori-16034/3-contract,16034,HNL,4819.12,compra de cartucho o tonner tipo cilindro para fotocopiadora Cannon Image Runner 102 Sif con modelo de cartucho GPR22 a favor del Gabinete Sectorial de Gobernabilidad y Descentralizacion 
ocds-lcuori-16036,ocds-lcuori-16036/3-contract,16036,,,Compra de papel bond para uso en los distintos Centros Educativos del Departamento de Santa Barbara
ocds-lcuori-16042,ocds-lcuori-16042/3-contract,16042,,,SOLICITUD ENVIADA POR UNIDAD DE LOGISTICA PARA PODER SER DISTRIBUIDO EN EN LAS DIFERENTES UNIDADES DE LA REGION DEPARTAMENTAL DE CORTES SE ESTABLECIO COMUNICACION CON EL PROVEEDOR PARA ACORDAR EL ENVIO LA COMPRAR YA QUE EL PRODUCTO NO SE ENCUENTRA ASIGNADA A LA UNIDAD 3 CORRESPONDIENTE A LA REGION DEPARTAMENTAL DE CORTES
ocds-lcuori-16043,ocds-lcuori-16043/3-contract,16043,HNL,9721.4,Compra de materiales para uso de la direccion Ejecutiva de Gestion de Tecnologia
ocds-lcuori-16044,ocds-lcuori-16044/3-contract,16044,HNL,3810.8010000000004,solicitud de la direccion general y recursos humanos por la adquisicion de 02 discos duros de 1 tera bitt para uso de respaldo de informacion en ambas oficinas  
ocds-lcuori-16040,ocds-lcuori-16040/3-contract,16040,HNL,22234.3875,ESTO SERAN UTILIZADOS EN DIFERENTES DEPTOS DE LA DIRECCION GENERAL DE TRANSPORTE SEGUN EXPEDIENTE INSEP TR 01 2016
ocds-lcuori-16041,ocds-lcuori-16041/3-contract,16041,HNL,83513.0,SOLICITUD ENVIADA POR UNIDAD DE LOGISTICA PARA PODER SER DISTRIBUIDO EN EN LAS DIFERENTES UNIDADES DE LA REGION DEPARTAMENTAL DE CORTES SE ESTABLECIO COMUNICACION CON EL PROVEEDOR PARA ACORDAR EL ENVIO LA COMPRAR YA QUE EL PRODUCTO NO SE ENCUENTRA ASIGNADA A LA UNIDAD 3 CORRESPONDIENTE A LA REGION DEPARTAMENTAL DE CORTES
ocds-lcuori-16048,ocds-lcuori-16048/3-contract,16048,HNL,2838.6,Materiales uso de la Direccion Ejecutiva de Gestion de Tecnologia
ocds-lcuori-16050,ocds-lcuori-16050/3-contract,16050,HNL,71573.93000000001,COMPRA DE PAPEL DE ESCRITORIO PARA USO DE LOS DIFERENTES DEPTOS DEL HOSPITAL SANTA ROSITAS CORRESPONDIENTE AL PRIMER TRIMESTRE 2016
ocds-lcuori-16046,ocds-lcuori-16046/3-contract,16046,HNL,746.8100000000001,solicitud de compra de 250 conectores RJ45 para uso de la seccion de redes y seguridad del RNP
ocds-lcuori-16047,ocds-lcuori-16047/3-contract,16047,,,Compea de papel bond para uso en los distintos Centros Educativos del Departamento de Santa Barbara
ocds-lcuori-16052,ocds-lcuori-16052/3-contract,16052,HNL,56125.200000000004,COMPRA DE PAPEL DE ESCRITORIO PARA USO DE LOS DIFERENTES DEPTOS DEL HOSPITAL SANTA ROSITA CORRESPONDIENTE AL PRIMER TRIMESTRE 2016
ocds-lcuori-16054,ocds-lcuori-16054/3-contract,16054,HNL,373.75,PARA SER UTILIZADAS EN LA DIVISION ADMINISTRATIVA
ocds-lcuori-16055,ocds-lcuori-16055/3-contract,16055,HNL,49182.625,COMPRA DE PAPEL DE ESCRITORIO PARA USO DE LOS DIFERENTES DEPTOS DEL HOSPITAL SANTA ROSITA CORRESPONDIENTE AL PRIMER TRIMESTRE 2016
ocds-lcuori-16056,ocds-lcuori-16056/3-contract,16056,HNL,6972.45,COMPRA DE FOLDER PARA USO DE LOS DIFERENTES DEPTOS DEL HOSPITAL SANTA ROSITA CORRESPONDIENTE AL PRIMER TRIMESTRE 2016
ocds-lcuori-16058,ocds-lcuori-16058/3-contract,16058,HNL,1869.31,COMPRA DE 6 SIX PACK DE REFRESCOS DE 3 LITROS DE VARIOS SABORES 4 PAQUETES DE GALLETAS Y 2 BOLSAS DE CONFITES PARA SER UTILIZADAS EN LA DIRECCION DE DEPORTES
ocds-lcuori-16063,ocds-lcuori-16063/3-contract,16063,HNL,3183.2000000000003,solicitados por la direccion de administracion
ocds-lcuori-16061,ocds-lcuori-16061/3-contract,16061,HNL,114994.25,ORDEN DE COMPRA PROHECO 020 2016 POR LA COMPRA DE UNA MULTIFUNCIONA LASER A COLOR PARA CUMPLIR CON EL RESPALDO DE LA DOCUMENTACION DEL PROGREMA 
ocds-lcuori-16062,ocds-lcuori-16062/3-contract,16062,HNL,7124.388,COMPRA DE TINTAS
ocds-lcuori-16066,ocds-lcuori-16066/3-contract,16066,HNL,8883.175000000001,Compra de papel bond para uso en las oficinas de La Direccion Departamental y centros educativos del departamento de Valle
ocds-lcuori-16065,ocds-lcuori-16065/3-contract,16065,HNL,8625.0,solicitada por el departamento de personal
ocds-lcuori-16067,ocds-lcuori-16067/3-contract,16067,HNL,1339.0,Materiales para uso de la DEGT UNAH
ocds-lcuori-16069,ocds-lcuori-16069/3-contract,16069,HNL,32867.0345,Compra de Toner
ocds-lcuori-16070,ocds-lcuori-16070/3-contract,16070,HNL,7956.804,Compra de folder para uso en las oficinas de la Direccion Departamental y centros educativos del Departamento de Valle
ocds-lcuori-16071,ocds-lcuori-16071/3-contract,16071,HNL,1358.8,SE SOLICITA COMPRA DE MATERIALES USO DE OFICINA
ocds-lcuori-16073,ocds-lcuori-16073/3-contract,16073,HNL,2177.7,SE SOLICITA COMPRA DE MATERIALES USO DE OFICINA
ocds-lcuori-16074,ocds-lcuori-16074/3-contract,16074,HNL,897.0,SE SOLICITA COMPRA DE MATERIALES USO DE OFICINA
ocds-lcuori-16076,ocds-lcuori-16076/3-contract,16076,HNL,787.28,SE SOLICITA COMPRA DE MATERIALES USO DE OFICINA
ocds-lcuori-16077,ocds-lcuori-16077/3-contract,16077,HNL,15167.800000000001,adquisicion de 100 paquetes escolares para ser distribuidos a los alumnos del 7 grado del municipio de san matias el paraiso
ocds-lcuori-16079,ocds-lcuori-16079/4-contract,16079,HNL,51859.25,perforadoras mouse pad destructoras de papel punteros sumadoras
ocds-lcuori-16082,ocds-lcuori-16082/3-contract,16082,HNL,3053.94,solicitado por la ATIC
ocds-lcuori-16083,ocds-lcuori-16083/3-contract,16083,HNL,32867.0345,Compra de Toner
ocds-lcuori-16081,ocds-lcuori-16081/3-contract,16081,HNL,2116.0,MEMORIAS USB
ocds-lcuori-16085,ocds-lcuori-16085/3-contract,16085,HNL,5072.0,adquisicion de toners para el desarrollo de funciones de la Dirreccion de Innovacion Educativa UNAH
ocds-lcuori-16086,ocds-lcuori-16086/3-contract,16086,HNL,11817.4,solicitud para instalacion y compra de 04 llantas para el vehiculo nissan navara color gris N 10749 asignado a la sub direccion administrativa
ocds-lcuori-16087,ocds-lcuori-16087/3-contract,16087,HNL,12243.0,Compra de toner para el desarrollo de funciones en la Dirreccion de Innovacion Educativa UNAH
ocds-lcuori-16089,ocds-lcuori-16089/3-contract,16089,HNL,95417.455,Compradeutilesdeescritoriodeoficinayescolaressegunobjeto3920033400paraserdistribuidosacentroseducativosdediferentesnivelesdeldepartamentodeislasdelabahia
ocds-lcuori-16090,ocds-lcuori-16090/3-contract,16090,HNL,6670.0,Llanta numero 20570R15 6L Radial Tipo A 
ocds-lcuori-16091,ocds-lcuori-16091/3-contract,16091,HNL,3806.5,pago contra entrega
ocds-lcuori-16092,ocds-lcuori-16092/3-contract,16092,HNL,1058.0,MEMORIAS QUE SERAN ASIGNADAS EN LAS OFICINAS CENTRALES DEL IHAH
ocds-lcuori-16093,ocds-lcuori-16093/3-contract,16093,HNL,11817.4,solicitud de compra e instalacion de 04 llANTAS para uso del vehiculo N 10747 nissan frontier color gris asignado a la adminsitracion general  
ocds-lcuori-16094,ocds-lcuori-16094/3-contract,16094,HNL,1457.1000000000001,uso en la DEGT UNAH
ocds-lcuori-16095,ocds-lcuori-16095/3-contract,16095,HNL,4023.3210000000004,compra de papel bond base 20 en tama?os carta y oficio 
ocds-lcuori-16096,ocds-lcuori-16096/3-contract,16096,HNL,544.0,Uso en la DEGT UNAH
ocds-lcuori-16099,ocds-lcuori-16099/3-contract,16099,HNL,19464.0875,Papeleria y utiles de oficina para ser utilizados en la central y estaciones del Cuerpo de Bomberos
ocds-lcuori-16100,ocds-lcuori-16100/3-contract,16100,HNL,11697.35,compra proyectada para el primer semestre del 2016 y para servir en el I Congreso de la Facultad de Ciencias 
ocds-lcuori-16101,ocds-lcuori-16101/3-contract,16101,HNL,6501.860000000001,Para ser utilizados en la central y estaciones del Cuerpo de Bomberos
ocds-lcuori-16103,ocds-lcuori-16103/3-contract,16103,HNL,11817.4,COMPRA DE LLANTAS PARA VEHICULO TOYOTA HILUX 3 0 COLOR BEIGE SIN PLACAS A?O 2012
ocds-lcuori-16104,ocds-lcuori-16104/3-contract,16104,HNL,153788.35,PAPEL DE ESCRITORIO PARA SER UTILIZADOS EN LAS DIFERENTES SALAS Y DEPARTAMENTOS DE ESTE CENTRO HOSPITALARIO PARA CONSUMO DEL PRIMER TRIMESTRE DEL A?O 2016
ocds-lcuori-16105,ocds-lcuori-16105/3-contract,16105,HNL,29776.145,Papeleria y utiles para ser utilizados en la central y estaciones del Cuerpo de Bomberos
ocds-lcuori-16121,ocds-lcuori-16121/3-contract,16121,,,El producto debe ser entregado en Direccion de Docencia tercer piso edificio administrativo Telefono 22310663 Ciudad Universitaria
ocds-lcuori-16107,ocds-lcuori-16107/3-contract,16107,HNL,10739.298,COMPRA PARA USO DE LAS OFICINAS DE LA SECRETARIA GENERAL
ocds-lcuori-16108,ocds-lcuori-16108/3-contract,16108,HNL,85201.2,ADQUISICION DE TINTAS PARA IMPRESORAS
ocds-lcuori-16109,ocds-lcuori-16109/3-contract,16109,HNL,5503.049,compra de toner para fotocopiadora a colores 
ocds-lcuori-16110,ocds-lcuori-16110/3-contract,16110,HNL,83513.0,800 resmas de papel tama?o carta y 200 tama?o oficio solicitado por la unidad de logistica para ser distribuido en las diferentes unidades de la region departamental de cortes numero 5
ocds-lcuori-16113,ocds-lcuori-16113/3-contract,16113,HNL,3183.2000000000003,solicitado por la fiscalia local de danli
ocds-lcuori-16112,ocds-lcuori-16112/3-contract,16112,HNL,14214.0,LLANTA 205R16
ocds-lcuori-16114,ocds-lcuori-16114/3-contract,16114,HNL,4067.82,Materiales de oficina para abastecer proveeduria
ocds-lcuori-16115,ocds-lcuori-16115/3-contract,16115,HNL,2214.02,El producto debe ser entregado en Direccion de Docencia tercer piso edificio administrativo Telefono 22310663 Ciudad Universitaria
ocds-lcuori-16120,ocds-lcuori-16120/3-contract,16120,HNL,260474.793,TINTAS
ocds-lcuori-16118,ocds-lcuori-16118/3-contract,16118,,,El producto debe ser entregado en Direccion de Docencia tercer piso edificio administrativo Telefono 22310663 Ciudad Universitaria
ocds-lcuori-16119,ocds-lcuori-16119/3-contract,16119,HNL,86580.579,TINTAS
ocds-lcuori-16123,ocds-lcuori-16123/3-contract,16123,HNL,5153.217500000001,Materiales de Oficina para abastecer proveeduria
ocds-lcuori-16125,ocds-lcuori-16125/3-contract,16125,HNL,213024.781,ADQUISICION DE TINTAS PARA IMPRESORAS
ocds-lcuori-16126,ocds-lcuori-16126/3-contract,16126,HNL,3533.606,Materiales de Oficina para abastecer proveeduria
ocds-lcuori-16127,ocds-lcuori-16127/3-contract,16127,HNL,6223.03,El producto debe ser entregado en la Direccion de Docencia tercer piso edificio administrativo Tel 22310663 Ciudad Universitaria
ocds-lcuori-16128,ocds-lcuori-16128/3-contract,16128,HNL,512.8960000000001,Caja chica
ocds-lcuori-16129,ocds-lcuori-16129/3-contract,16129,HNL,14384.2,solicitud de compra de 04 llantas para uso en los vehiculos buses hiunday county placa n 10135 y n 10136 las que se colocaran en la parte frontal de cada vehiculo
ocds-lcuori-16131,ocds-lcuori-16131/3-contract,16131,HNL,590.0,Materiales de Oficina para abastecer proveeduria
ocds-lcuori-16132,ocds-lcuori-16132/3-contract,16132,HNL,3912.7400000000002,El producto debe ser entregado en la Direccion de Docencia tercer piso edificio administrativo Tel 22310663 Ciudad Universitaria
ocds-lcuori-16133,ocds-lcuori-16133/3-contract,16133,HNL,364.701,cAJA CHICA
ocds-lcuori-16134,ocds-lcuori-16134/3-contract,16134,HNL,72679.977,ADQUISICION DE TINTAS PARA IMPRESORAS
ocds-lcuori-16136,ocds-lcuori-16136/3-contract,16136,HNL,8695.288,COMPRA DE TONERS 85A PARA IMPRESORA EN USO EN FARMACIA DE HOSPITALIZACION JEFATURA DE CONSULTA EXTERNA Y FUNDACION GESTORA HNMCR
ocds-lcuori-16137,ocds-lcuori-16137/3-contract,16137,HNL,683.238,Cartuchos de tinta HP 932 negra y HPXL 933 amarilla
ocds-lcuori-16138,ocds-lcuori-16138/3-contract,16138,HNL,30107.0,Compra de 2 llantas 100020 y 2 llantas 110020
ocds-lcuori-16139,ocds-lcuori-16139/3-contract,16139,HNL,3053.94,solicitud de acciones formativas
ocds-lcuori-16141,ocds-lcuori-16141/3-contract,16141,HNL,56223.73,Guillotinas perforadoras encuadernadoras engrapadoras industrial papeleras
ocds-lcuori-16143,ocds-lcuori-16143/3-contract,16143,HNL,1360.1280000000002,solicitud de direccion
ocds-lcuori-16144,ocds-lcuori-16144/3-contract,16144,HNL,8625.0,IMPRESORA MULTIFONCIONAL
ocds-lcuori-16145,ocds-lcuori-16145/3-contract,16145,HNL,1858.0320000000002,solicitud de direccion
ocds-lcuori-16149,ocds-lcuori-16149/3-contract,16149,HNL,6396.7855,SE SOLICITA LA COMPRA DE INSUMOS PARA REUNIONES EN EL MARCO DEL IUDPAS
ocds-lcuori-16150,ocds-lcuori-16150/3-contract,16150,HNL,7153.0,IMPRESORA FLUJO CONTINUO 
ocds-lcuori-16147,ocds-lcuori-16147/3-contract,16147,HNL,255.3,Compra de papel china para ser vendido en la Libreria UPNFM de Tegucigalpa
ocds-lcuori-16148,ocds-lcuori-16148/3-contract,16148,,,IMPRESORA MULTIFUNCIONAL
ocds-lcuori-16154,ocds-lcuori-16154/3-contract,16154,HNL,23779.125,Orden de Compra N7 de la Programacion correspondiente al Primer Trimestre de 2016
ocds-lcuori-16151,ocds-lcuori-16151/3-contract,16151,HNL,37349.24,TONERS VARIOS SOLICITADOS POR UN PROGRAMA
ocds-lcuori-16152,ocds-lcuori-16152/3-contract,16152,HNL,28474.0,INSEP
ocds-lcuori-16156,ocds-lcuori-16156/3-contract,16156,HNL,976.8100000000001,Orden de Compra N7 de la Programacion correspondiente al Primer Trimestre de 2016
ocds-lcuori-16157,ocds-lcuori-16157/3-contract,16157,HNL,16146.0,Toner MX 500NT
ocds-lcuori-16158,ocds-lcuori-16158/3-contract,16158,HNL,199761.463,CARTUCHOS TONERS Y TINTAS
ocds-lcuori-16159,ocds-lcuori-16159/3-contract,16159,HNL,424.15450000000004,utiles de oficina 
ocds-lcuori-16163,ocds-lcuori-16163/3-contract,16163,HNL,1992.03,usb
ocds-lcuori-16164,ocds-lcuori-16164/3-contract,16164,HNL,1313.0,solicitados por la ATIC
ocds-lcuori-16161,ocds-lcuori-16161/3-contract,16161,HNL,12141.792,COMPRA DE PAPEL DE ESCRITORIO PARA EL USO DE LOS DIFERENTES CENTROS DE EDUCACION MEDIA A DISTANCIA DEL DEPARTAMENTO DE COPAN SEGUN PACC 2016 ORDEN DE COMPRA 021 2016
ocds-lcuori-16167,ocds-lcuori-16167/3-contract,16167,HNL,3643.165,compra de utiles y materiales de Oficina que seran utilizados en los diferentes departamentos y salas de este centro Hospitalario
ocds-lcuori-16168,ocds-lcuori-16168/3-contract,16168,HNL,5301.822,COMPRA DE TONERS NECEARIOS PARA ABASTECER LAS UNIDADES DEL FHIS
ocds-lcuori-16169,ocds-lcuori-16169/3-contract,16169,HNL,13987.755000000001,compra de materiales y utiles de Oficina que seran utilizados en los distintos departamentos y salas de este Centro Hospitalario
ocds-lcuori-16171,ocds-lcuori-16171/3-contract,16171,HNL,5610.135,solicitado por la ATIC
ocds-lcuori-16172,ocds-lcuori-16172/3-contract,16172,HNL,21841.95,solicitado por la ATIC
ocds-lcuori-16173,ocds-lcuori-16173/3-contract,16173,HNL,13241.34,solicitado por la ATIC
ocds-lcuori-16174,ocds-lcuori-16174/3-contract,16174,HNL,3591.795,compra que se realiza para ser utilizados en las diferentes salas y departamentos de este Centro Hospitalario
ocds-lcuori-16180,ocds-lcuori-16180/3-contract,16180,HNL,419.29,ADQUISICION DE PRODUCTOS DESECHABLES
ocds-lcuori-16181,ocds-lcuori-16181/3-contract,16181,HNL,66.7,DDEO
ocds-lcuori-16177,ocds-lcuori-16177/3-contract,16177,HNL,5311.2,Feria Vocacional 2016
ocds-lcuori-16178,ocds-lcuori-16178/3-contract,16178,HNL,9324.48,Feria Vocacional 2016
ocds-lcuori-16183,ocds-lcuori-16183/3-contract,16183,HNL,179.99800000000002,CMA 115 2016 MEMORIA USB DE 16G DIRECCION DE FIANNAZAS Y ADMINISTRACION
ocds-lcuori-16184,ocds-lcuori-16184/3-contract,16184,HNL,13506.75,COMPRA DE TONERS NECESARIOS PARA ABASTECER LAS DISTINTAS UNIDADES DEL FHIS
ocds-lcuori-16185,ocds-lcuori-16185/3-contract,16185,HNL,38502.0,CMA 061 2016 2 COMPUTADORAS CORE i5 GERENCIA DE TURISMO
ocds-lcuori-16189,ocds-lcuori-16189/3-contract,16189,HNL,19251.0,CMA 051 2016 UNA COMPUTADORA CORE i5 GERENCIA DESARROLLO HUMANO
ocds-lcuori-16187,ocds-lcuori-16187/3-contract,16187,HNL,13455.0,COMPRA DE TONERS NECESARIOS PARA ABASTECER LAS DISTINTAS UNIDADES DEL FHIS
ocds-lcuori-16188,ocds-lcuori-16188/3-contract,16188,HNL,3363.75,solicitud de biomedica
ocds-lcuori-16193,ocds-lcuori-16193/3-contract,16193,HNL,538.2,Solicitud de Compra n 3426
ocds-lcuori-16195,ocds-lcuori-16195/3-contract,16195,HNL,24209.982,UTILES DE ESCRITORIO OFICIONA Y ENSE?ANZA 
ocds-lcuori-16190,ocds-lcuori-16190/3-contract,16190,HNL,4141.15,compra para campa?a prevencion de enfermos alcoholicos realizada por ihadfa
ocds-lcuori-16191,ocds-lcuori-16191/3-contract,16191,HNL,1273.2075,COMPRA DE MATERIALES DE OFICINA 
ocds-lcuori-16197,ocds-lcuori-16197/3-contract,16197,HNL,78556.565,UTILES DE ESCRITORIO OFICINA Y ENSE?ANZA
ocds-lcuori-16198,ocds-lcuori-16198/3-contract,16198,HNL,21.5625,ddeo
ocds-lcuori-16199,ocds-lcuori-16199/3-contract,16199,HNL,90.5625,ddeo
ocds-lcuori-16202,ocds-lcuori-16202/3-contract,16202,HNL,3933.0,solicitud de cefedh azacualpa
ocds-lcuori-16204,ocds-lcuori-16204/3-contract,16204,HNL,10686.95,COMPRA DE TONER PARA USO DE LA ASESORIA ECONOMICA
ocds-lcuori-16207,ocds-lcuori-16207/3-contract,16207,HNL,35397.0,solicitadas por la fiscalia regional de san pedro sula
ocds-lcuori-16208,ocds-lcuori-16208/3-contract,16208,HNL,12822.5,COMPRA DE LLANTAS SOLICITADAS POR LA DIVISION DE CONTROL ELECTRONICO SEGUN REQ 134
ocds-lcuori-16205,ocds-lcuori-16205/3-contract,16205,HNL,37273.8,solicitadas por la fiscalia de san pedro sula
ocds-lcuori-16206,ocds-lcuori-16206/3-contract,16206,HNL,3933.0,solicitud de cefedh azacualpa
ocds-lcuori-16213,ocds-lcuori-16213/3-contract,16213,HNL,475.64,Compra de agua purificada para los miembros de la Orquesta de Camara de la UNAH en el marco de la realizacion del concierto didactico el jueves 17 de marzo de 2016
ocds-lcuori-16209,ocds-lcuori-16209/3-contract,16209,HNL,24633.943,Orden de Compra N8 de la Programacion correspondiente al Primer Trimestre de 2016
ocds-lcuori-16210,ocds-lcuori-16210/3-contract,16210,HNL,10506.86,Papeleria para la Estacion de Bomberos de Villanueva Cortes 
ocds-lcuori-16211,ocds-lcuori-16211/3-contract,16211,HNL,9624.86,orden 07
ocds-lcuori-16215,ocds-lcuori-16215/3-contract,16215,HNL,1857.02,COMPRA DE RESMAS DE PAPEL BOND SOLICITADO POR DEPARTAMENTO DE CONTRATACIONES SEGUN REQUISICION 12
ocds-lcuori-16216,ocds-lcuori-16216/3-contract,16216,HNL,5466.755,COMPRA DE PAPEL BOND SOLICITADO POR DEPARTAMENTO DE CONTRATACIONES SEGUN REQUISICION 12
ocds-lcuori-16219,ocds-lcuori-16219/3-contract,16219,HNL,11166.5,Para ser utilizadas en los vehiculos de la Secretaria de Defensa Nacional
ocds-lcuori-16220,ocds-lcuori-16220/3-contract,16220,HNL,4197.362,COMPRA DE PERFORADORA GRANDES SOLICITADO POR DEPARTAMENTO RECURSOS FINANCIEROS SEGUN REQUISICION 434
ocds-lcuori-16221,ocds-lcuori-16221/3-contract,16221,HNL,83700.0,JDU COMPUTADORAS DE ESCRITORIO PARA USO DEL PERSONAL DE LA JDU
ocds-lcuori-16222,ocds-lcuori-16222/3-contract,16222,HNL,500.0,PAPELERIA PARA SER DISTRIBUIDA EN CENTROS EDUCATIVOS DEL DPTO
ocds-lcuori-16223,ocds-lcuori-16223/3-contract,16223,HNL,946.6800000000001,MATERIAL DE OFICINA PARA LA DDEO
ocds-lcuori-16224,ocds-lcuori-16224/3-contract,16224,HNL,2457.2625000000003,MATERIAL DE ESCRITORIO Y OFICINA PARA SER UTILIZADO EN LA DDEO
ocds-lcuori-16225,ocds-lcuori-16225/3-contract,16225,HNL,6882.669000000001,ADQUISICION DE PRODUCTOS ALIMENTICIOS PARA ATENCIONES
ocds-lcuori-16227,ocds-lcuori-16227/3-contract,16227,HNL,14616.5,proyector
ocds-lcuori-16228,ocds-lcuori-16228/3-contract,16228,HNL,28022.625,Compra de Resmas de papel bond para uso en la Direciccion Departamental y Centros Educativos de Diferentes Niveles de Departamento de intibuca
ocds-lcuori-16229,ocds-lcuori-16229/3-contract,16229,HNL,1791.9875000000002,COMPRA DE PAPEL BOND SOLICITADO POR LA UNIDAD DE ADMINISTRACION FINANCIERA MEDIANTE REQ 433
ocds-lcuori-16230,ocds-lcuori-16230/3-contract,16230,HNL,893.596,COMPRA DE TINTA SOLICITADA POR EL DEPTO DE CONTROL DE PROYECTO MEDIANTE REQ 31
ocds-lcuori-16231,ocds-lcuori-16231/3-contract,16231,HNL,2863.5,COMPRA DE TINTAS SOLICITADAS POR EL DEPTO DE PROYECTOS ESPECIALES MEDIANTE REQ 32
ocds-lcuori-16232,ocds-lcuori-16232/3-contract,16232,HNL,454.92850000000004,COMPRA DE TINTAS SOLICITADAS POR EL DEPTO DE CONTROL DE PROYECTOS
ocds-lcuori-16234,ocds-lcuori-16234/3-contract,16234,HNL,4197.362,COMPRA DE MATERIALES DE OFICINA SOLICITADOS POR EL DEPTO DE RECURSOS FINACIEROS MEDIANTE REQ 1
ocds-lcuori-16235,ocds-lcuori-16235/3-contract,16235,HNL,101.131,COMPRA DE MATERIALES DE OFICINA SOLICITADO POR EL DEPTO DE RECURSOS FINANCIEROS MEDIANTE REQ 1
ocds-lcuori-16236,ocds-lcuori-16236/3-contract,16236,HNL,80.5,COMPRA DE MATERIALES DE OFICINA SOLICITADO MEDIANTE REQ 1
ocds-lcuori-16239,ocds-lcuori-16239/3-contract,16239,HNL,10686.582,COMPRA DE TINTA SOLICITADA POR CONTRATACIONES MEDIANTE REQ 13
ocds-lcuori-16240,ocds-lcuori-16240/3-contract,16240,HNL,48367.482,COMPRA DE TONER HP
ocds-lcuori-16237,ocds-lcuori-16237/3-contract,16237,HNL,3489.1,COMPRA DE 37 RESMAS DE FOLDER TAMA?O CARTA PARA CENTROS DE EDUCACION PREBASICA DEL DEPARTAMENTO DE INTIBUCA
ocds-lcuori-16244,ocds-lcuori-16244/3-contract,16244,HNL,8625.0,solicitud de unidad de documentacion e informacion
ocds-lcuori-16242,ocds-lcuori-16242/3-contract,16242,HNL,12927.909,SOLICITADO POR DIRECCION ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-16243,ocds-lcuori-16243/3-contract,16243,HNL,1550.43,solicitud de unidad de documentacion e informacion
ocds-lcuori-16246,ocds-lcuori-16246/3-contract,16246,HNL,631.856,compra de 50 cd regravables para uso del departamento de adquisiciones y bienes nacionales
ocds-lcuori-16248,ocds-lcuori-16248/3-contract,16248,HNL,1707.957,Solicitud de compra de papel bond tama?o carta y oficio
ocds-lcuori-16251,ocds-lcuori-16251/3-contract,16251,HNL,672.0025,Solicitado por la Sala Laboral Contencioso Administrativo
ocds-lcuori-16252,ocds-lcuori-16252/3-contract,16252,HNL,4138.62,DEPARTAMENTO DE EDUCACION TECNICA INDUSTRIAL
ocds-lcuori-16253,ocds-lcuori-16253/3-contract,16253,HNL,35698.78,UTILES DE ESCRITORIO OFICINA Y ENSE?ANZA
ocds-lcuori-16255,ocds-lcuori-16255/3-contract,16255,HNL,920.0,solicitud de programacion
ocds-lcuori-16256,ocds-lcuori-16256/3-contract,16256,HNL,248.4,PARA EXISTENCIA DE ALMACEN DE PROVEEDURIA SUCURSAL CHOLUTECA
ocds-lcuori-16257,ocds-lcuori-16257/3-contract,16257,HNL,3153.3,PARA SER UTILIZADAS EN REGISTRO AGRARIO PARA COPIAS DE TITULOS
ocds-lcuori-16259,ocds-lcuori-16259/3-contract,16259,HNL,1719.25,PARA INFORMATICA PARA PONER EN FUNCIONAMIENTO 2 COMPUTADORAS DE LA REGIONAL DE COPAN
ocds-lcuori-16260,ocds-lcuori-16260/3-contract,16260,HNL,71307.55,UTILES DE ESCRITORIO OFICINA Y ENSE?ANZA
ocds-lcuori-16262,ocds-lcuori-16262/3-contract,16262,HNL,2794.132,compra de papeleria y utiles de escritorio para abastecer los diferentes departamentes de la estacion de tocoa
ocds-lcuori-16263,ocds-lcuori-16263/3-contract,16263,HNL,8319.215,Tintas
ocds-lcuori-16264,ocds-lcuori-16264/3-contract,16264,HNL,327462.385,TINTAS
ocds-lcuori-16266,ocds-lcuori-16266/3-contract,16266,HNL,409.40000000000003,compra de utiles de escritorio para la administracion
ocds-lcuori-16268,ocds-lcuori-16268/3-contract,16268,HNL,2018.25,utiles de escritorio
ocds-lcuori-16269,ocds-lcuori-16269/3-contract,16269,HNL,1568.1860000000001,PARA USO EN RECURSOS HUMANOS
ocds-lcuori-16272,ocds-lcuori-16272/3-contract,16272,HNL,1348.5015,COMPRA DE TINTA SOLICITADO POR LA UNIDAD DE APOYO LOGISTICO SEGUN REQ NO 5
ocds-lcuori-16273,ocds-lcuori-16273/3-contract,16273,HNL,538.2,AGUA QUE SERA CONSUMIDA EN LAS OFICINAS CENTRALES DEL IHAH
ocds-lcuori-16274,ocds-lcuori-16274/3-contract,16274,HNL,1951.028,UTILES DE ESCRITOIO
ocds-lcuori-16277,ocds-lcuori-16277/3-contract,16277,HNL,5341.75,solicitud de seccion apa 
ocds-lcuori-16278,ocds-lcuori-16278/3-contract,16278,HNL,312.0,AGUA QUE SERA CONSUMIDA EN LAS OFICINAS CENTRALES DEL IHAH
ocds-lcuori-16276,ocds-lcuori-16276/3-contract,16276,HNL,802.7,PARA SER UTILIZADO POR PRESUPUESTO
ocds-lcuori-16279,ocds-lcuori-16279/3-contract,16279,HNL,48300.0,Solicitud de Renovacion de Licencia antivirus Kaspersky
ocds-lcuori-16280,ocds-lcuori-16280/3-contract,16280,HNL,19892.04,LAPIZ TINTA COLOR NEGRO
ocds-lcuori-16281,ocds-lcuori-16281/3-contract,16281,HNL,75863.131,COMPRA DE TONER PARA DIRECCION DEPARTAMENTAL Y DIRECCIONES MUNICIPALES DE EDUCCION
