ocid,id,contracts/0/id,contracts/0/dateSigned,contracts/0/description,contracts/0/buyer/id,contracts/0/buyer/name,contracts/0/awardID,contracts/0/title,contracts/0/value/currency,contracts/0/value/amount,contracts/0/localProcurementCategory
ocds-lcuori-MrM0xR-CC-0040-RSO-2016-1,ocds-lcuori-MrM0xR-CC-0040-RSO-2016-1/3,MrM0xR-1440-1,2016-10-20T00:00:00-06:00,35210,MrM0xR-mrYzL9,Región Departamental de Salud de Ocotepeque No.14,MrM0xR-CC-0040-RSO-2016-1,1440-1,HNL,19000.0,goodsOrServices
ocds-lcuori-MrM0xR-CC-0040-RSO-2016-1,ocds-lcuori-MrM0xR-CC-0040-RSO-2016-1/3,MrM0xR-1440-2,2016-10-20T00:00:00-06:00,35210,MrM0xR-mrYzL9,Región Departamental de Salud de Ocotepeque No.14,MrM0xR-CC-0040-RSO-2016-1,1440-2,HNL,7750.0,goodsOrServices
ocds-lcuori-wrVJ9r-DICTA-347-2016-1,ocds-lcuori-wrVJ9r-DICTA-347-2016-1/3,wrVJ9r-OC-332-2016,2016-12-21T00:00:00-06:00,"Camisas estándar 1 juego
Pistones estándar 1 juego
Fichas de válvulas 8 unidades 
Botadores 8 unidades 
Casquillos de bancada 0.25 1 juego 
Eje de levas 1 unidad 
Calentadores 4 unidad
Arandelas de sellado para inyectores 1 juego. ",wrVJ9r-MLQALQ,Dirección de Ciencia y Tecnología Agropecuaria,wrVJ9r-DICTA-347-2016-1,OC-332-2016,HNL,14076.0,goodsOrServices
ocds-lcuori-Zr5B9L-C-0563-2016-PE-0480-2016-1,ocds-lcuori-Zr5B9L-C-0563-2016-PE-0480-2016-1/3,Zr5B9L-0386-2016,2016-09-08T00:00:00-06:00,"DESADUANAJE DE JERINGAS DE 0.5CC 25G X 5/8"" AD,APO 16-00002643,BILL OF LADING N. 956115995 (275 CARTONES Y 1,502 KILOGRAMOS)",Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0563-2016-PE-0480-2016-1,0386-2016,HNL,48256.59,goodsOrServices
ocds-lcuori-Zr5B9L-C-0564-2016-PE-0481-2016-1,ocds-lcuori-Zr5B9L-C-0564-2016-PE-0481-2016-1/3,Zr5B9L-0385-2016,2016-09-08T00:00:00-06:00,"DESADUANAJE CAJA DE PLASTICO PARA EL ACARREO DE VACUNAS APO 16-00006094, BILL OF LADING N. 1600-0967-605.011 (9 PALLET (S) CON 67 CARTONS Y 1,601 KILOGRAMOS)",Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0564-2016-PE-0481-2016-1,0385-2016,HNL,34586.6,goodsOrServices
ocds-lcuori-0rw34r-AMPC-CBM-CM-159-2016-1,ocds-lcuori-0rw34r-AMPC-CBM-CM-159-2016-1/4,0rw34r-44,2016-12-28T00:00:00-06:00,Para Oficinas ,0rw34r-wrVA9R,Cuerpo de Bomberos Municipal,0rw34r-AMPC-CBM-CM-159-2016-1,44,HNL,11186.63,goodsOrServices
ocds-lcuori-PLeAqL-COPECO-CM-103-2016-1,ocds-lcuori-PLeAqL-COPECO-CM-103-2016-1/3,PLeAqL-CM-103-2016,2016-07-12T00:00:00-06:00,COMPRA DE 3 BATERIAS DE 12 VOLTIOS,PLeAqL-wrV3LP,Unidad Central,PLeAqL-COPECO-CM-103-2016-1,CM-103-2016,HNL,7644.86,goodsOrServices
ocds-lcuori-Zr5B9L-C-0565-2016-PE-0482-2016-1,ocds-lcuori-Zr5B9L-C-0565-2016-PE-0482-2016-1/3,Zr5B9L-0449-2016,2016-09-12T00:00:00-06:00,"DESADUANAJE DEL MEDICAMENTO INTELENCE 200MG, APO-15-02943,CON AIR WAYBILL 6UY2808,(1 BULTO,6,20 KILOS)",Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0565-2016-PE-0482-2016-1,0449-2016,HNL,8992.17,goodsOrServices
ocds-lcuori-Zr5B9L-C-0800-2016-PE-0676-2016-1,ocds-lcuori-Zr5B9L-C-0800-2016-PE-0676-2016-1/3,Zr5B9L-0637-2016,2016-11-30T00:00:00-06:00,"DESADUANAJE DE LA VACUNA DPT-DIPHTERIA TETANO PEDIATRICO,APO-16-00013941,GUIA AEREA 230-9582-5376(6 PIEZAS CON 274.57 KILORAMOS)",Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0800-2016-PE-0676-2016-1,0637-2016,HNL,17467.97,goodsOrServices
ocds-lcuori-0rw34r-AMPC-CBM-CM-160-2016-1,ocds-lcuori-0rw34r-AMPC-CBM-CM-160-2016-1/4,0rw34r-42,2016-12-20T00:00:00-06:00,Para invitados a Clausura de Curso Basico de Bomberos,0rw34r-wrVA9R,Cuerpo de Bomberos Municipal,0rw34r-AMPC-CBM-CM-160-2016-1,42,HNL,2050.0,goodsOrServices
ocds-lcuori-gGyPbL-02-1,ocds-lcuori-gGyPbL-02-1/3,gGyPbL-OC: N° 02,2016-07-11T00:00:00-06:00,Diesel,gGyPbL-DRW5Lg,Proyecto el COYOLAR,gGyPbL-02-1,OC: N° 02,HNL,49999.87,goodsOrServices
ocds-lcuori-jRDA5r-Solicitud 2095-1,ocds-lcuori-jRDA5r-Solicitud 2095-1/4,jRDA5r-Solicitud 2095,2017-01-02T00:00:00-06:00,Pago de fotocopiados y encuadernados ,jRDA5r-MLQ77R,Gerencia de Negocios,jRDA5r-Solicitud 2095-1,Solicitud 2095,HNL,3600.0,goodsOrServices
ocds-lcuori-7GXMRV-LP-002-DGOP-OO.UU.-2016-2,ocds-lcuori-7GXMRV-LP-002-DGOP-OO.UU.-2016-2/3,7GXMRV-No.072-CO-DGOP-INSEP-2016,2016-06-24T00:00:00-06:00,"CONSTRUCCION DE LINEA DE CONDUCCION DEL SISTEMA DE AGUA POTABLE, EN EL MUNICIPIO DE MANGULILE, DEPARTAMENTO DE OLANCHO, SEGUNDA ETAPA",7GXMRV-8L4PLY,Dirección General de Obras Públicas,7GXMRV-LP-002-DGOP-OO.UU.-2016-2,No.072-CO-DGOP-INSEP-2016,HNL,1993979.16,works
ocds-lcuori-ZGqW9r-LPP-005-IPM-2016-2,ocds-lcuori-ZGqW9r-LPP-005-IPM-2016-2/4,ZGqW9r-LPP-005-IPM-2016,2016-07-01T00:00:00-06:00,"MANTENIMIENTO PREVENTIVO, MANTENIMIENTO CORRECTIVO Y DIAGNÓSTICO DE LOS GENERADORES ELECTRICOS DEL INSTITUTO DE PREVISIÓN MILITAR ",ZGqW9r-WRzOdr,Unidad Central,ZGqW9r-LPP-005-IPM-2016-2,LPP-005-IPM-2016,HNL,314788.95,goodsOrServices
ocds-lcuori-Zr5B9L-C-0570-2016-PE-0484-2016-1,ocds-lcuori-Zr5B9L-C-0570-2016-PE-0484-2016-1/3,Zr5B9L-0384-2016,2016-09-08T00:00:00-06:00,"DESADUNAJE DE VACUNA BIOPOLIO B/13,BIVALENTE TYPE 1&3 ORAL, APO-16-00010789, CON AIR WAYBILL 81082677044 (16 BULTOS, 372.00 KILOS)",Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0570-2016-PE-0484-2016-1,0384-2016,HNL,16520.44,goodsOrServices
ocds-lcuori-4LOxWG-299-2016-2,ocds-lcuori-4LOxWG-299-2016-2/3,4LOxWG-17278,2016-10-10T00:00:00-06:00,"LO ANTERIOR ES SOLICITADO POR EL ALMACEN DE MATERIALES PARA SER UTILIZADOS EN DIFERENTES OFICINAS DEL HOSPITAL SAN FELIPE, DURANTE EL 3ER. TRIMESTRE DEL 2016, PARA USO POR TIEMPO INDEFINIDO",4LOxWG-mrYzL9,Hospital San Felipe,4LOxWG-299-2016-2,17278,HNL,229885.0,goodsOrServices
ocds-lcuori-Zr5B9L-C-0571-2016-PE-0485-2016-1,ocds-lcuori-Zr5B9L-C-0571-2016-PE-0485-2016-1/3,Zr5B9L-0395-2016,2016-09-08T00:00:00-06:00,"DESADUANAJE DEL MEDICAMENTO PIRAZINAMIDA 500MG, TABLETAS, APO-05-02372, CON AIR WAYBILL 805-23078053(3 BULTO, 36.00 KILOS)",Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0571-2016-PE-0485-2016-1,0395-2016,HNL,8753.24,goodsOrServices
ocds-lcuori-4LOxWG-300-2016-2,ocds-lcuori-4LOxWG-300-2016-2/3,4LOxWG-17265,2016-09-12T00:00:00-06:00,"SOLICITADO POR EL ALMACEN DE MATERIALES, PARA SER UTILIZADO EN EL ASILO DE INVALIDOS DE ESTE CENTRO ASISTENCIAL DURANTE EL 3ER. TRIMESTRE DEL 2016",4LOxWG-mrYzL9,Hospital San Felipe,4LOxWG-300-2016-2,17265,HNL,549038.75,goodsOrServices
ocds-lcuori-jRDA5r-Solicitud 1889-1,ocds-lcuori-jRDA5r-Solicitud 1889-1/4,jRDA5r-Solicitud 1889,2016-10-03T00:00:00-06:00,materiales de construccion,jRDA5r-MLQ77R,Gerencia de Negocios,jRDA5r-Solicitud 1889-1,Solicitud 1889,HNL,828.0,goodsOrServices
ocds-lcuori-MrM6zL-CM-CONEANFO-PROELEM-2016.-1,ocds-lcuori-MrM6zL-CM-CONEANFO-PROELEM-2016.-1/4,MrM6zL-MERCADITO DENISSE,2016-10-16T00:00:00-06:00,COMPRA DE INSUMOS PARA CERTIFICACION DE JOVENES DE GASTRONOMIA,MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,MrM6zL-CM-CONEANFO-PROELEM-2016.-1,MERCADITO DENISSE,HNL,6079.0,goodsOrServices
ocds-lcuori-Zr5B9L-C-0572-2016-PE-0486-2016-1,ocds-lcuori-Zr5B9L-C-0572-2016-PE-0486-2016-1/4,Zr5B9L-0348-2016,2016-08-24T00:00:00-06:00,ALQUILER DE INMUEBLE EN LA CIUDAD DE GRACIAS LEMPIRA PARA UBICAR LAS OFICINAS DEL PROYECTO GRUPOS VULNERABLES(UNICAM)A PARTIR DEL 01 DE JULIO 2016 AL 31 DE DICIEMBRE 2016 CON UN AREA APROXIMADA DE 730 VARAS CUADRADAS.,Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0572-2016-PE-0486-2016-1,0348-2016,HNL,24150.0,goodsOrServices
ocds-lcuori-PLewkR-HBCBCH-100-2016-1,ocds-lcuori-PLewkR-HBCBCH-100-2016-1/4,PLewkR-HBCBCH-100-2016,2016-11-25T00:00:00-06:00,"Reparación de balinera de centro, ajuste de balinera delantera y ajuste de clutch de la unidad HRB-1126",PLewkR-MLQ77R,Estación Regional Choloma #011.,PLewkR-HBCBCH-100-2016-1,HBCBCH-100-2016,HNL,3000.0,goodsOrServices
ocds-lcuori-2LmqDL-LPrNO-94-AMDC-122-2016-2,ocds-lcuori-2LmqDL-LPrNO-94-AMDC-122-2016-2/3,2LmqDL-0827/GLCSI/AMDC/2016,2016-08-04T00:00:00-06:00,"Código: 1056, Conformación y balastado en aldea La Cuesta No.2",2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,2LmqDL-LPrNO-94-AMDC-122-2016-2,0827/GLCSI/AMDC/2016,HNL,1492102.39,works
ocds-lcuori-PR8dYR-079-2016-1,ocds-lcuori-PR8dYR-079-2016-1/3,PR8dYR-083-2016,2016-06-14T00:00:00-06:00,compra de fusor para copiadora Xerox,PR8dYR-gLnqr0,Programa Presidencial con Chamba Vivís Mejor,PR8dYR-079-2016-1,083-2016,HNL,8044.25,goodsOrServices
ocds-lcuori-wrVJ9r-DICTA-231-2016-1,ocds-lcuori-wrVJ9r-DICTA-231-2016-1/3,wrVJ9r-OC-215-2016,2016-09-30T00:00:00-06:00,"Compra de papel higiénico, el cual será utilizado por el personal de la planta de semillas. ",wrVJ9r-MLQALQ,Dirección de Ciencia y Tecnología Agropecuaria,wrVJ9r-DICTA-231-2016-1,OC-215-2016,HNL,2182.13,goodsOrServices
ocds-lcuori-MLQmwL-CM-442-2016-1,ocds-lcuori-MLQmwL-CM-442-2016-1/3,MLQmwL-CM-442-2016,2016-12-16T00:00:00-06:00,31100,MLQmwL-gLn5gr,Gerencia Administrativa,MLQmwL-CM-442-2016-1,CM-442-2016,HNL,5535.4,goodsOrServices
ocds-lcuori-2LmqDL-LPrNO-95-AMDC-123-2016-2,ocds-lcuori-2LmqDL-LPrNO-95-AMDC-123-2016-2/3,2LmqDL-0747/GLCSI/AMDC/2016,2016-06-28T00:00:00-06:00,"Código: 775, Pavimentación con doble tratamiento, col. Jardines del Carrizal",2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,2LmqDL-LPrNO-95-AMDC-123-2016-2,0747/GLCSI/AMDC/2016,HNL,1984957.5,works
ocds-lcuori-yRlwPG-CM-001-BOMBEROS-SRC-1,ocds-lcuori-yRlwPG-CM-001-BOMBEROS-SRC-1/4,yRlwPG-CM-001-BOMBEROS-SRC,2016-05-24T00:00:00-06:00,SELLOS DE MADERA DE GOMA PARA USO EN LA ADMINISTRACION OPERACIONES Y OTPSCI,yRlwPG-MLQ77R,Estación Local Santa Rosa de Copán.,yRlwPG-CM-001-BOMBEROS-SRC-1,CM-001-BOMBEROS-SRC,HNL,800.4,goodsOrServices
ocds-lcuori-Zr5B9L-C-0573-2016-PE-0487-2016-1,ocds-lcuori-Zr5B9L-C-0573-2016-PE-0487-2016-1/3,Zr5B9L-0393-2016,2016-09-06T00:00:00-06:00,"DESADUANAJE DE MEDICAMENTOS LAMIVUDINE,150MG+TENOFOVIR 350MG,APO-0600002958,GUIA AEREA 125-22633074(187 BULTOS CON 184.15 KILOS)",Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0573-2016-PE-0487-2016-1,0393-2016,HNL,36235.93,goodsOrServices
ocds-lcuori-vGZWNR-30007416-IHSS-SPS-1,ocds-lcuori-vGZWNR-30007416-IHSS-SPS-1/3,vGZWNR-4300005320,2016-11-29T00:00:00-06:00,NYLON MONOFILAMENTO 2-0AG 3/8 DE 26MM,vGZWNR-orvxDG,Unidad Central,vGZWNR-30007416-IHSS-SPS-1,4300005320,HNL,12200.0,goodsOrServices
ocds-lcuori-2LmqDL-LPrNO-129-AMDC-162-2016-2,ocds-lcuori-2LmqDL-LPrNO-129-AMDC-162-2016-2/3,2LmqDL-0005-GLCSI-AMDC-2017,2017-01-13T00:00:00-06:00,"Código: 1119, Pavimentación de calles, col. Villa Cristina, Sector 3.",2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,2LmqDL-LPrNO-129-AMDC-162-2016-2,0005-GLCSI-AMDC-2017,HNL,1832886.77,works
ocds-lcuori-Zr5B9L-C-0574-2016-PE-0488-2016-1,ocds-lcuori-Zr5B9L-C-0574-2016-PE-0488-2016-1/3,Zr5B9L-0785-2016,2016-12-23T00:00:00-06:00,"DESADUANAJE DE VACUNAS PARA USO HUMANO,VACUNAS BIOPOLIO B 1/3 BIVALENT TIPO 1&3 ORAL POLIOMYLITIS (BOPV) 2 ML VIALES DE 20 DOSIS,ADO-1500205,GUIA AEREA 810-81554966, 16 BULTOS CON 372.0 KILOS ",Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0574-2016-PE-0488-2016-1,0785-2016,HNL,15211.1,goodsOrServices
ocds-lcuori-8L47Pr-012-2016-2,ocds-lcuori-8L47Pr-012-2016-2/3,8L47Pr-131-2016,2016-05-19T00:00:00-06:00,39540 OTRO ISNTRUMENTAL ACCESORIO Y MATERIAL MEDICO,8L47Pr-mrYzL9,Hospital de Occidente,8L47Pr-012-2016-2,131-2016,HNL,270000.0,goodsOrServices
ocds-lcuori-orvkNL-LPN No.14-2016-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.14-2016-SEAF-UNAH-2/3,orvkNL-02-2017-SEAF-UNAH,2017-02-21T00:00:00-06:00,SUMINISTRO E INSTALACIÓN DE CINTA ANTIDESLIZANTE EN LAS GRADAS DE LOS EDIFICIOS DE LA UNIVERSIDAD NACIONAL AUTÓNOMA DE HONDURAS EN CIUDAD UNIVERSITARIA ,orvkNL-PGJALo,Departamento de Compras y Suministros,orvkNL-LPN No.14-2016-SEAF-UNAH-2,02-2017-SEAF-UNAH,HNL,380000.0,goodsOrServices
ocds-lcuori-PR8dYR-081-2016-1,ocds-lcuori-PR8dYR-081-2016-1/3,PR8dYR-087,2016-06-14T00:00:00-06:00,COMPRA DE SELLOS 17 redondos y 2 rectangulares,PR8dYR-gLnqr0,Programa Presidencial con Chamba Vivís Mejor,PR8dYR-081-2016-1,087,HNL,6992.0,goodsOrServices
ocds-lcuori-jRDA5r-Solicitud 2179-1,ocds-lcuori-jRDA5r-Solicitud 2179-1/3,jRDA5r-Solicitud 2179,2016-12-05T00:00:00-06:00,"Pago de 2 Mangueras con Revestimiento, 10 baldes de 5 galones.",jRDA5r-MLQ77R,Gerencia de Negocios,jRDA5r-Solicitud 2179-1,Solicitud 2179,HNL,1763.48,goodsOrServices
ocds-lcuori-4LOxWG-53-2016-2,ocds-lcuori-4LOxWG-53-2016-2/3,4LOxWG-1794-2016,2016-04-22T00:00:00-06:00,"LO ANTERIOR ES SOLICITADO POR EL ALMACEN DE MATERIALES DE ESTE CENTRO ASISTENCIAL PARA USO EN DIFERENTES AREAS DURANTE EL PRIMER TRIMESTRE AÑO 2016
",4LOxWG-mrYzL9,Hospital San Felipe,4LOxWG-53-2016-2,1794-2016,HNL,493350.0,goodsOrServices
ocds-lcuori-MLQwAR-OC-PROHECO-36-2016-1,ocds-lcuori-MLQwAR-OC-PROHECO-36-2016-1/3,MLQwAR-OC-PROHECO-36-2016,2016-04-27T00:00:00-06:00,COMPRA DE JUEGO DE EQUIPO  DE UNIFORMES DE FUTBOL 11 CONJUNTOS CADA UNO,MLQwAR-7G3yrQ,Programa Hondureño de Educacion Comunitario ,MLQwAR-OC-PROHECO-36-2016-1,OC-PROHECO-36-2016,HNL,99985.6,goodsOrServices
ocds-lcuori-jRDA5r-Solicitud 2159-1,ocds-lcuori-jRDA5r-Solicitud 2159-1/4,jRDA5r-Solicitud 2159,2016-12-23T00:00:00-06:00,"2,400 fotocopias, 50 encuadernados",jRDA5r-MLQ77R,Gerencia de Negocios,jRDA5r-Solicitud 2159-1,Solicitud 2159,HNL,2040.0,goodsOrServices
ocds-lcuori-gGyzvR-CBH-CBO-067-2016-1,ocds-lcuori-gGyzvR-CBH-CBO-067-2016-1/4,gGyzvR-000003,2016-05-19T00:00:00-06:00,encuadernado e impresiones.,gGyzvR-MLQ77R,Estación Local Omoa #22.,gGyzvR-CBH-CBO-067-2016-1,000003,HNL,300.0,goodsOrServices
ocds-lcuori-gGyzvR-CBH-CBO-092-2016-1,ocds-lcuori-gGyzvR-CBH-CBO-092-2016-1/4,gGyzvR-CBH-CBO-092-2016,2016-06-29T00:00:00-06:00,184 hojas impresas para manual de curso,gGyzvR-MLQ77R,Estación Local Omoa #22.,gGyzvR-CBH-CBO-092-2016-1,CBH-CBO-092-2016,HNL,552.0,goodsOrServices
ocds-lcuori-grxXEr-COT.101-16-1,ocds-lcuori-grxXEr-COT.101-16-1/3,grxXEr-2968,2016-10-25T00:00:00-06:00,35100,grxXEr-mrYzL9,Hospital San Francisco,grxXEr-COT.101-16-1,2968,HNL,98325.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-306-2016-2,ocds-lcuori-jRDkQG-HMCR-306-2016-2/3,jRDkQG-792-2016,2016-10-17T00:00:00-06:00,"EQUIPO MEDICO,SANITARIO,HOSPITALARIO E INSTRUMENTAL",jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-306-2016-2,792-2016,HNL,534750.0,goodsOrServices
ocds-lcuori-Zr5mWr-LPN No. 08-2016-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No. 08-2016-SEAPI-UNAH-2/4,Zr5mWr-CC-04-2017-SEAPI-UNAH,2017-03-09T00:00:00-06:00,CONSTRUCCIÓN MURO PERIMETRAL Y PORTALES DE ACCESO EN UNAH-VS,Zr5mWr-PGJALo,Secretaría Ejecutiva de Administración de Proyectos de Infraestructura,Zr5mWr-LPN No. 08-2016-SEAPI-UNAH-2,CC-04-2017-SEAPI-UNAH,HNL,40395342.68,works
ocds-lcuori-vGZWNR-10005172-TEG-1,ocds-lcuori-vGZWNR-10005172-TEG-1/3,vGZWNR-4100002433,2016-06-01T00:00:00-06:00,TERIFLUNAMIDA 14MG,vGZWNR-orvxDG,Unidad Central,vGZWNR-10005172-TEG-1,4100002433,HNL,159272.4,goodsOrServices
ocds-lcuori-vGZWNR-30007421-IHSS-SPS-1,ocds-lcuori-vGZWNR-30007421-IHSS-SPS-1/3,vGZWNR-4300005181,2016-08-31T00:00:00-06:00,SEDA NEGRA TRENZADA 3-0 CON AGUJA MEDIIO CIRCULO REDONDO 26MM,vGZWNR-orvxDG,Unidad Central,vGZWNR-30007421-IHSS-SPS-1,4300005181,HNL,5145.0,goodsOrServices
ocds-lcuori-PR8dYR-311-2016-1,ocds-lcuori-PR8dYR-311-2016-1/3,PR8dYR-301-2016,2016-12-27T00:00:00-06:00,alimentos para talleer,PR8dYR-gLnqr0,Programa Presidencial con Chamba Vivís Mejor,PR8dYR-311-2016-1,301-2016,HNL,3018.75,goodsOrServices
ocds-lcuori-grxELe-151-2016-SAG-1,ocds-lcuori-grxELe-151-2016-SAG-1/3,grxELe-11-2016-SAG,2016-04-23T00:00:00-06:00,33500: 1 SUSCRIPCION DIARIO EL HERALDO DEL 03 DE FEBRERO DEL 2016 AL 01 DE FEBRERO DEL AÑO 2017,grxELe-MLQALQ,Unidad Central,grxELe-151-2016-SAG-1,11-2016-SAG,HNL,1800.0,goodsOrServices
ocds-lcuori-vGZWNR-10005264-TEG-1,ocds-lcuori-vGZWNR-10005264-TEG-1/3,vGZWNR-4100002521,2016-09-05T00:00:00-06:00,PACLITAXEL+ALBUMINA,vGZWNR-orvxDG,Unidad Central,vGZWNR-10005264-TEG-1,4100002521,HNL,175794.12,goodsOrServices
ocds-lcuori-8L47Pr-COT. 166-2016-1,ocds-lcuori-8L47Pr-COT. 166-2016-1/3,8L47Pr-282-2016,2016-10-19T00:00:00-06:00,31100 ALIMENTO Y BEBIDAS PARA PERSONAS,8L47Pr-mrYzL9,Hospital de Occidente,8L47Pr-COT. 166-2016-1,282-2016,HNL,82591.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-121-2016-2,ocds-lcuori-jRDkQG-HMCR-121-2016-2/3,jRDkQG-351-2016,2016-05-27T00:00:00-06:00,ELEMENTOS DE LIMPIEZA Y ASEO PERSONAL,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-121-2016-2,351-2016,HNL,46389.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-121-2016-2,ocds-lcuori-jRDkQG-HMCR-121-2016-2/3,jRDkQG-352-2016,2016-05-27T00:00:00-06:00,ELEMENTOS DE LIMPIEZA Y ASEO PERSONAL,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-121-2016-2,352-2016,HNL,25760.0,goodsOrServices
ocds-lcuori-MrM0xR-CC-0044-RSO-2016-1,ocds-lcuori-MrM0xR-CC-0044-RSO-2016-1/3,MrM0xR-1444,2016-10-21T00:00:00-06:00,35210,MrM0xR-mrYzL9,Región Departamental de Salud de Ocotepeque No.14,MrM0xR-CC-0044-RSO-2016-1,1444,HNL,240000.0,goodsOrServices
ocds-lcuori-wrVJ9r-DICTA-234-2016-1,ocds-lcuori-wrVJ9r-DICTA-234-2016-1/3,wrVJ9r-OC-232-2016,2016-10-31T00:00:00-06:00,"Compra de Mobiliario el cual sera asignado en la Unidad de Administración de DICTA Central, financiado por Proyecto MAS/MSU.
",wrVJ9r-MLQALQ,Dirección de Ciencia y Tecnología Agropecuaria,wrVJ9r-DICTA-234-2016-1,OC-232-2016,HNL,14840.52,goodsOrServices
ocds-lcuori-PR8dYR-316-2016-1,ocds-lcuori-PR8dYR-316-2016-1/3,PR8dYR-309,2016-12-27T00:00:00-06:00,compra de elementos de limpieza,PR8dYR-gLnqr0,Programa Presidencial con Chamba Vivís Mejor,PR8dYR-316-2016-1,309,HNL,2072.3,goodsOrServices
ocds-lcuori-KLgDwG-CM-IHT-166-2016-1,ocds-lcuori-KLgDwG-CM-IHT-166-2016-1/4,KLgDwG-OC 138-2016,2016-08-20T00:00:00-06:00,"Servicios de catering de 10 almuerzos mas refresco, para evento realizado en la Ciudad de Gracias Lempira el día 14 de abril de 2016, para taller de fortalecimiento de servicios a Aviturismo. ",KLgDwG-2LmVGK,Instituto Hondureño de Turismo,KLgDwG-CM-IHT-166-2016-1,OC 138-2016,HNL,1610.0,goodsOrServices
ocds-lcuori-KLgDwG-CM-IHT-166-2016-1,ocds-lcuori-KLgDwG-CM-IHT-166-2016-1/4,KLgDwG-OC 139-2016,2016-08-20T00:00:00-06:00,Servicios de catering de 20 almuerzos y 20 coffe breack mas refresco en la Ciudad de Copan Ruinas.,KLgDwG-2LmVGK,Instituto Hondureño de Turismo,KLgDwG-CM-IHT-166-2016-1,OC 139-2016,HNL,7935.0,goodsOrServices
ocds-lcuori-KLgDwG-CM-IHT-166-2016-1,ocds-lcuori-KLgDwG-CM-IHT-166-2016-1/4,KLgDwG-OC-138-2016,2016-08-19T00:00:00-06:00,"SERVICIOS DE CATERING EN GRACIAS,LEMPIRA EL 14/04/16",KLgDwG-2LmVGK,Instituto Hondureño de Turismo,KLgDwG-CM-IHT-166-2016-1,OC-138-2016,HNL,1610.0,goodsOrServices
ocds-lcuori-KLgDwG-CM-IHT-166-2016-1,ocds-lcuori-KLgDwG-CM-IHT-166-2016-1/4,KLgDwG-OC-139-2016,2016-08-19T00:00:00-06:00,SERVICIO DE CATERING EN COPAN RUINAS EL 13 DE ABRIL  2016,KLgDwG-2LmVGK,Instituto Hondureño de Turismo,KLgDwG-CM-IHT-166-2016-1,OC-139-2016,HNL,7015.0,goodsOrServices
ocds-lcuori-2LmqDL-LPrNO-97-AMDC-125-2016-2,ocds-lcuori-2LmqDL-LPrNO-97-AMDC-125-2016-2/3,2LmqDL-0427/GLCSI/AMDC/2016,2016-05-24T00:00:00-06:00,"Código: 993, Mantenimiento de desechos sólidos en relleno sanitario, parte alta",2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,2LmqDL-LPrNO-97-AMDC-125-2016-2,0427/GLCSI/AMDC/2016,HNL,1972865.0,works
ocds-lcuori-4LOxWG-54-2016-2,ocds-lcuori-4LOxWG-54-2016-2/3,4LOxWG-17157,2016-03-29T00:00:00-06:00,"LO ANTERIOR ES SOLICITADO POR EL ALMACEN DE MATERIAL MEDICO QUIR. DE ESTE CENTRO AISTENCIAL PARA USO EN DIFERENTES SALAS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1ER. TRIMESTRE DEL 2016, PARA USO POR TIEMPO INDEFINIDO. ",4LOxWG-mrYzL9,Hospital San Felipe,4LOxWG-54-2016-2,17157,HNL,31327.27,goodsOrServices
ocds-lcuori-4LOxWG-54-2016-2,ocds-lcuori-4LOxWG-54-2016-2/3,4LOxWG-1795-2016,2016-04-22T00:00:00-06:00,"LO ANTERIOR ES SOLICITADO POR EL ALMACEN DE MATERIAL MEDICO QUIR. DE ESTE CENTRO AISTENCIAL PARA USO EN DIFERENTES SALAS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1ER. TRIMESTRE DEL 2016, PARA USO POR TIEMPO INDEFINIDO. ",4LOxWG-mrYzL9,Hospital San Felipe,4LOxWG-54-2016-2,1795-2016,HNL,403650.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-122-2016-2,ocds-lcuori-jRDkQG-HMCR-122-2016-2/3,jRDkQG-520-2016,2016-06-28T00:00:00-06:00,PRODUCTOS QUIMICOS,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-122-2016-2,520-2016,HNL,125032.11,goodsOrServices
